losses/old_approx_kl,losses/policy_loss,losses/value_loss,_runtime,losses/clipfrac,_step,charts/episodic_return,losses/entropy,losses/explained_variance,global_step,losses/approx_kl,_timestamp,charts/SPS,charts/learning_rate,charts/episodic_length
1.2638047337532043e-05,-0.0018861573189496994,651.4702758789062,138.3199179172516,0.0,1432,,0.5173878073692322,0.00021207332611083984,119296,0.00020807236433029175,1763260189.2968829,1062.0,0.00022849462402518839,
0.00957461167126894,-0.0182711910456419,0.006176629103720188,138.4322075843811,0.0,1433,,0.5202061533927917,0.20910441875457764,119424,0.0021462710574269295,1763260189.4091725,1062.0,0.00022841781901661307,
0.006523852236568928,-0.00634828582406044,0.00024627934908494353,140.5591106414795,0.0,1455,,0.5658564567565918,-0.002328634262084961,121728,0.0012903502210974693,1763260191.5360756,1062.0,0.0002270353288622573,
,,,140.58178162574768,,1456,500.0,,,121789,,1763260191.5587466,,,500.0
0.00027328357100486755,0.009244777262210846,507.09295654296875,140.67539620399475,0.0,1457,,0.5484345555305481,-0.0001628398895263672,121856,0.0005295164883136749,1763260191.6523612,1062.0,0.00022695852385368198,
0.0020259758457541466,-0.014200087636709213,0.00018410253687761724,146.12908267974854,0.0,1514,,0.5921660661697388,-0.20863473415374756,127744,0.0006428966298699379,1763260197.1060476,1063.0,0.00022342549345921725,
0.0024744337424635887,-0.0023259632289409637,278.5805969238281,146.7397699356079,0.0,1521,,0.5579245090484619,-0.0001386404037475586,128384,0.0002505062147974968,1763260197.716735,1063.0,0.00022304146841634065,
,,,147.09089255332947,,1525,500.0,,,128789,,1763260198.0678575,,,500.0
0.001865326426923275,-0.004736483097076416,0.004551752470433712,147.34704446792603,0.0,1527,,0.506362795829773,-0.15323889255523682,129024,0.00019627902656793594,1763260198.3240094,1063.0,0.00022265744337346405,
7.5499527156353e-05,-0.021368181332945824,0.00014865814591757953,147.57339668273926,0.0078125,1529,,0.4779672622680664,0.27345770597457886,129280,0.001519850455224514,1763260198.5503616,1063.0,0.0002225038333563134,
,,,147.9602837562561,,1534,500.0,,,129789,,1763260198.9372487,,,500.0
-0.0016941139474511147,-5.691405385732651e-05,0.004420313984155655,148.14629316329956,0.0,1536,,0.49234768748283386,-0.07686901092529297,129920,0.0006083091720938683,1763260199.123258,1063.0,0.00022211982286535203,
0.007476053200662136,0.003166522830724716,8.793822053121403e-05,148.86588287353516,0.0,1543,,0.4371735453605652,0.481838583946228,130688,0.0011207638308405876,1763260199.8428478,1063.0,0.0002216589928139001,
-0.004854683764278889,0.0016110539436340332,483.5362854003906,148.98230075836182,0.0,1545,,0.5212113857269287,-7.259845733642578e-05,130816,0.00018137600272893906,1763260199.9592657,1063.0,0.0002215821878053248,
-0.004636832512915134,-0.004309341311454773,0.004282101057469845,149.09475827217102,0.0,1546,,0.47154295444488525,-0.29080379009246826,130944,0.00019431579858064651,1763260200.0717232,1063.0,0.00022150538279674947,
-0.0004565296694636345,-0.0007980987429618835,8.421529491897672e-05,150.27649474143982,0.0,1558,,0.44379329681396484,-0.11357283592224121,132224,0.0022915927693247795,1763260201.2534597,1063.0,0.00022073733271099627,
,,,150.30110430717468,,1559,500.0,,,132289,,1763260201.2780693,,,500.0
0.02557493932545185,-0.010485511273145676,0.00011470916797406971,150.777015209198,0.00390625,1563,,0.40749502182006836,-0.2874490022659302,132736,0.0033065052703022957,1763260201.7539802,1063.0,0.000220430112676695,
0.006428753025829792,-0.0006749555468559265,0.006180772092193365,151.00679183006287,0.0,1566,,0.36679133772850037,-0.05723917484283447,132992,0.00043617095798254013,1763260201.9837568,1063.0,0.00022027650265954435,
,,,153.06457448005676,,1588,500.0,,,135289,,1763260204.0415394,,,500.0
-0.008184452541172504,-0.0030374303460121155,461.8533020019531,153.13872957229614,0.0,1589,,0.33087676763534546,-0.00011038780212402344,135296,0.0004549967125058174,1763260204.1156945,1064.0,0.00021889401250518858,
0.004236772656440735,-0.02829214558005333,0.00025240835384465754,153.97548174858093,0.05078125,1597,,0.33856403827667236,0.31902480125427246,136192,0.008921623229980469,1763260204.9524467,1064.0,0.00021835637744516134,
0.0017079012468457222,-0.001548532396554947,0.0003147680254187435,154.92458629608154,0.0,1607,,0.33134689927101135,0.728209376335144,137216,0.00010229367762804031,1763260205.9015512,1064.0,0.00021774193737655878,
0.0025896187871694565,0.02198682725429535,353.0091552734375,155.03993701934814,0.0,1609,,0.3688981831073761,0.0051198601722717285,137344,0.002282647415995598,1763260206.016902,1064.0,0.00021766513236798346,
0.03018784523010254,-0.02567278780043125,0.0031501278281211853,155.15507435798645,0.0234375,1610,,0.39579468965530396,-5.296789169311523,137472,0.007395219057798386,1763260206.1320393,1064.0,0.00021758832735940814,
0.016055749729275703,0.007664237171411514,0.00023169218911789358,155.38270497322083,0.009765625,1612,,0.4231613278388977,-3.97257661819458,137728,0.0036410782486200333,1763260206.35967,1064.0,0.0002174347173422575,
0.008478289470076561,0.009005708619952202,0.0007141241803765297,156.71914172172546,0.0,1626,,0.47196105122566223,-0.05836308002471924,139136,0.0009256470948457718,1763260207.6961067,1064.0,0.00021658986224792898,
,,,157.78800702095032,,1638,500.0,,,140289,,1763260208.764972,,,500.0
,,,162.4496431350708,,1687,500.0,,,145289,,1763260213.426608,,,500.0
-0.0014268169179558754,0.003631874918937683,596.6156005859375,166.7153708934784,0.0,1732,,0.5848463177680969,-2.1457672119140625e-05,149888,7.601920515298843e-05,1763260217.6923358,1065.0,0.0002101382560795173,
,,,167.93585395812988,,1745,500.0,,,151289,,1763260218.912819,,,500.0
-0.01535838469862938,0.006871771067380905,0.0006870207143947482,168.73057889938354,0.0,1753,,0.6256632208824158,-0.017903923988342285,152064,0.002093466930091381,1763260219.7075438,1065.0,0.00020883257093373686,
0.0050338804721832275,-0.0025232993066310883,0.00022172622266225517,168.8459689617157,0.0,1754,,0.5144907236099243,0.18317687511444092,152192,0.0012599844485521317,1763260219.822934,1065.0,0.00020875576592516154,
,,,169.8267912864685,,1765,500.0,,,153289,,1763260220.8037562,,,500.0
0.0016509350389242172,-0.006029918789863586,0.0005363398231565952,170.14476776123047,0.0,1768,,0.5571441650390625,0.04311329126358032,153600,0.0006175767630338669,1763260221.1217327,1065.0,0.00020791091083083302,
2.6016496121883392e-05,0.002323884516954422,0.004521678201854229,170.98027110099792,0.0,1777,,0.5030214190483093,0.1313214898109436,154496,0.00011257920414209366,1763260221.957236,1065.0,0.00020737327577080578,
0.013498502783477306,-0.030480720102787018,0.00013679781113751233,174.90821719169617,0.0,1818,,0.4896296262741089,0.07486927509307861,158720,0.0027904147282242775,1763260225.8851821,1065.0,0.0002048387104878202,
0.0031513022258877754,-0.004068704321980476,0.00013011934061069041,175.36736059188843,0.0,1823,,0.5290733575820923,-0.0521470308303833,159232,0.0005109449848532677,1763260226.3443255,1065.0,0.00020453149045351893,
-0.0061781518161296844,0.01329752802848816,0.0004868527175858617,177.99882698059082,0.0,1851,,0.5861771106719971,0.008170723915100098,162048,0.0006418470293283463,1763260228.975792,1066.0,0.00020284178026486188,
0.004528381861746311,-0.0007444331422448158,0.0008259455789811909,178.4560844898224,0.0,1856,,0.5163553953170776,0.1176106333732605,162560,0.00036426354199647903,1763260229.4330494,1066.0,0.0002025345602305606,
,,,179.55582666397095,,1868,500.0,,,163789,,1763260230.5327916,,,500.0
,,,180.04663109779358,,1873,500.0,,,164289,,1763260231.023596,,,500.0
0.00811675749719143,-0.012106567621231079,0.00018350777099840343,180.4801230430603,0.001953125,1877,,0.5494815707206726,0.19096434116363525,164736,0.0019616223871707916,1763260231.457088,1066.0,0.00020122887508478016,
0.001077495515346527,0.0017320048063993454,0.000227630851441063,181.3270514011383,0.0,1886,,0.5261954665184021,0.11316168308258057,165632,0.00020543672144412994,1763260232.3040164,1066.0,0.00020069124002475291,
0.002797144465148449,-0.010554701089859009,0.0045907944440841675,182.1611020565033,0.0,1895,,0.5474125742912292,-0.03561067581176758,166528,0.0005424851551651955,1763260233.138067,1066.0,0.00020015360496472567,
