losses/value_loss,losses/old_approx_kl,charts/SPS,charts/episodic_length,losses/clipfrac,losses/entropy,_step,_runtime,charts/learning_rate,losses/explained_variance,_timestamp,global_step,losses/approx_kl,losses/policy_loss,charts/episodic_return
127.96383666992188,0.00470814760774374,418.0,,0.0,0.590499758720398,490,99.24237394332886,0.0002824884722940624,-0.0002834796905517578,1763260189.453302,29312,0.0006698379293084145,0.0004337206482887268,
,,,232.0,,,504,101.81139922142029,,,1763260192.0223272,30704,,,232.0
,,,77.0,,,515,103.65867829322815,,,1763260193.8696063,31564,,,77.0
73.30662536621094,-0.0013520671054720879,423.0,,0.0,0.5918556451797485,530,105.95340895652771,0.00028056834707967937,-0.015534758567810059,1763260196.164337,32512,9.271316230297089e-06,-0.00018323399126529694,
,,,151.0,,,539,107.47930765151978,,,1763260197.6902356,33325,,,151.0
151.08993530273438,0.0026222355663776398,426.0,,0.0,0.5955171585083008,547,108.81006240844727,0.00027972349198535085,0.07548767328262329,1763260199.0209904,33920,0.000268617644906044,-0.01601892150938511,
170.7895965576172,-0.0011412547901272774,427.0,,0.0,0.5598924160003662,555,110.34298300743103,0.0002792626619338989,0.07181030511856079,1763260200.553911,34688,3.1859613955020905e-05,-0.00042858347296714783,
,,,257.0,,,559,110.89795207977295,,,1763260201.10888,34993,,,257.0
,,,428.0,,,568,112.6447024345398,,,1763260202.8556304,35895,,,428.0
159.78335571289062,-0.002423972822725773,434.0,,0.0,0.5234547257423401,595,117.96530365943909,0.0002769585116766393,0.025050818920135498,1763260208.1762316,38528,7.044430822134018e-05,0.0007916763424873352,
26.38825035095215,0.004179647192358971,437.0,,0.0,0.5491001009941101,612,121.1405770778656,0.0002759600756689906,0.9145391583442688,1763260211.351505,40192,0.0005952883511781693,0.0027281567454338074,
31.042442321777344,0.008002870716154575,437.0,,0.00390625,0.5359206795692444,614,121.60377764701843,0.00027580646565183997,0.8104127645492554,1763260211.8147056,40448,0.004341970197856426,-0.03259187191724777,
3.298717498779297,-0.001237461343407631,439.0,,0.0,0.5718121528625488,630,124.4340455532074,0.00027496161055751145,0.9841345548629761,1763260214.6449735,41856,7.737800478935242e-05,-0.001452520489692688,
16.41312026977539,-0.0050147296860814095,440.0,,0.001953125,0.5820162296295166,636,125.68760395050049,0.00027457758551463485,0.8097497820854187,1763260215.898532,42496,0.002471321262419224,-0.006523504853248596,
,,,366.0,,,640,126.4931046962738,,,1763260216.7040327,42990,,,366.0
16.986526489257812,-0.00030218157917261124,442.0,,0.0,0.574921727180481,650,128.50233793258667,0.0002737327304203063,-0.011546134948730469,1763260218.713266,43904,4.024244844913483e-06,-0.0010224543511867523,
15.278797149658203,0.0007167104631662369,443.0,,0.0,0.5385264158248901,664,131.31107711791992,0.0002728878753259778,0.263125479221344,1763260221.522005,45312,3.9847567677497864e-05,-0.0005960054695606232,
,,,155.0,,,684,135.08919715881348,,,1763260225.3001251,47212,,,155.0
227.57960510253906,-0.00527349766343832,445.0,,0.0,0.5152561068534851,689,136.1081898212433,0.00027150538517162204,0.568458616733551,1763260226.3191178,47616,0.0001414390280842781,0.004158057272434235,
,,,160.0,,,698,137.55069422721863,,,1763260227.7616222,48257,,,160.0
2.176375150680542,0.02074197307229042,445.0,,0.0,0.5531949996948242,702,138.3618860244751,0.0002708909451030195,0.9145809412002563,1763260228.572814,48640,0.0019092876464128494,-0.010249868035316467,
3.7286391258239746,-0.0031180037185549736,445.0,,0.0,0.5628425478935242,707,139.190265417099,0.0002706605300772935,0.9401408433914185,1763260229.4011934,49024,0.0005513215437531471,0.009060032665729523,
2.097109079360962,0.004573415964841843,447.0,,0.0,0.5548620223999023,729,143.14202618598938,0.0002695084549486637,0.7986485958099365,1763260233.3529541,50944,0.0004885829985141754,-0.0012285448610782623,
266.382080078125,0.009494610130786896,449.0,,0.0,0.5339776873588562,757,149.03835654258728,0.00026774193975143135,0.232310950756073,1763260239.2492845,53888,0.0005773156881332397,-0.008439164608716965,
364.59014892578125,-0.004389207810163498,450.0,,0.01171875,0.5396526455879211,762,150.04787039756775,0.00026743471971713006,-0.001870274543762207,1763260240.2587984,54400,0.001026250422000885,0.0023656338453292847,
496.00238037109375,0.005459140986204147,450.0,,0.0,0.5436928272247314,767,151.06431937217712,0.0002671274996828288,0.0021863579750061035,1763260241.2752473,54912,0.00034310482442379,-0.0036070719361305237,
1.5889896154403687,0.0036725979298353195,452.0,,0.0,0.5075688362121582,775,152.63715171813965,0.00026658986462280154,0.10963082313537598,1763260242.8480797,55808,0.00025877170264720917,0.003067169338464737,
1.6052594184875488,0.0028916243463754654,454.0,,0.0,0.5535696744918823,788,155.1854031085968,0.000265745009528473,-0.10070347785949707,1763260245.396331,57216,0.0009805858135223389,-0.0026848390698432922,
0.8039491176605225,-0.00016025081276893616,455.0,,0.0,0.5419819355010986,797,156.8429365158081,0.0002652073744684458,0.23957544565200806,1763260247.0538645,58112,4.624947905540466e-06,0.00034118257462978363,
0.726176381111145,-0.0006571011617779732,456.0,,0.0,0.571890115737915,806,158.52870845794678,0.00026466973940841854,-0.1638883352279663,1763260248.7396364,59008,0.00013389531522989273,0.0017366399988532066,
0.5752493739128113,0.0026128580793738365,457.0,,0.0,0.5762131810188293,815,160.16506624221802,0.0002641321043483913,-0.13541638851165771,1763260250.3759942,59904,0.001237965188920498,0.008589796721935272,
0.008518366143107414,0.009643218480050564,463.0,,0.0,0.519335925579071,863,169.09308004379272,0.0002612135140225291,-0.8025763034820557,1763260259.304008,64768,0.00032539013773202896,-0.006197981536388397,
320.46343994140625,-0.009917700663208961,463.0,,0.0,0.5354035496711731,872,170.76629066467285,0.0002606758789625019,-0.0009728670120239258,1763260260.9772186,65664,0.0007785912603139877,0.00160285085439682,
281.551513671875,-0.002931072376668453,464.0,,0.0,0.550780177116394,876,171.49169158935547,0.0002604454639367759,0.0018236637115478516,1763260261.7026196,66048,0.0005601318553090096,0.00603099912405014,
589.4107666015625,-0.006891012191772461,468.0,,0.0,0.5137627720832825,922,180.119282245636,0.0002576804836280644,0.0012962818145751953,1763260270.3302102,70656,0.0005179066210985184,0.01130920834839344,
0.0002183678443543613,-0.016020774841308594,469.0,,0.005859375,0.4786328673362732,930,181.6723027229309,0.00025714284856803715,-0.024683237075805664,1763260271.8832307,71552,0.0026358095929026604,0.000484272837638855,
0.0025263731367886066,-0.0005856212228536606,469.0,,0.0,0.544047474861145,938,183.10175275802612,0.00025668201851658523,0.34162425994873047,1763260273.3126807,72320,1.0073184967041016e-05,-0.00015214458107948303,
,,,500.0,,,941,183.59074330329895,,,1763260273.8016713,72579,,,500.0
0.0074478378519415855,-0.0015543149784207344,470.0,,0.0,0.5001453161239624,942,183.81198287010193,0.00025645160349085927,0.0003775358200073242,1763260274.0229108,72704,0.0010601701214909554,0.008497923612594604,
0.001345464843325317,0.00201595202088356,471.0,,0.0,0.5083318948745728,948,184.91482186317444,0.00025606757844798267,0.21250379085540771,1763260275.1257498,73344,0.00014247559010982513,0.0005707331001758575,
0.0007569135632365942,-0.0005384460091590881,472.0,,0.0,0.4976491332054138,974,189.96806955337524,0.00025445467326790094,-5.942298889160156,1763260280.1789975,76032,0.0005567874759435654,-0.009865391999483109,
,,,500.0,,,980,190.96876978874207,,,1763260281.1796978,76579,,,500.0
,,,500.0,,,985,191.91707968711853,,,1763260282.1280077,77079,,,500.0
321.9150085449219,0.003907353617250919,474.0,,0.0,0.5001605749130249,995,193.83700156211853,0.0002532257931306958,-0.0005155801773071289,1763260284.0479295,78080,0.0005545532330870628,0.010047584772109985,
0.001361249596811831,-0.004581979475915432,474.0,,0.0,0.5270959138870239,997,194.29720830917358,0.0002530721831135452,0.10238629579544067,1763260284.5081363,78336,0.0012016026303172112,-0.0014088843017816544,
651.1220092773438,0.004476296715438366,475.0,,0.0,0.462114542722702,1015,197.62740778923035,0.00025199694209732115,0.0005185604095458984,1763260287.8383358,80128,0.00040189456194639206,0.0018393304198980331,
412.802734375,-0.0029441379010677338,476.0,,0.0,0.49883556365966797,1020,198.5456986427307,0.00025168972206301987,-6.711483001708984e-05,1763260288.7566266,80640,0.0005169324576854706,-0.005302317440509796,
0.0034207876306027174,0.016558490693569183,478.0,,0.0,0.5114331245422363,1031,200.13278603553772,0.000250998476985842,-0.17204785346984863,1763260290.343714,81792,0.0008215894922614098,0.0011472702026367188,
0.005393059458583593,0.006840946152806282,481.0,,0.0,0.5418944358825684,1050,202.92708659172058,0.0002498464018572122,0.29732924699783325,1763260293.1380146,83712,0.0011334698647260666,-0.009198196232318878,
,,,500.0,,,1053,203.349440574646,,,1763260293.5603685,84079,,,500.0
,,,500.0,,,1058,204.1617453098297,,,1763260294.3726733,84579,,,500.0
,,,500.0,,,1083,208.48265886306763,,,1763260298.6935868,87079,,,500.0
0.0010868103709071875,0.0005878722295165062,486.0,,0.0,0.4670146107673645,1091,209.97316575050354,0.0002473118365742266,-2.255227565765381,1763260300.1840937,87936,0.0005375063046813011,0.0010267654433846474,
0.000138104020152241,0.00013520754873752594,489.0,,0.0,0.4731384515762329,1106,211.96110224723816,0.0002463901764713228,-0.11146986484527588,1763260302.1720302,89472,0.0006834454834461212,-0.006010480225086212,
744.9435424804688,0.0014836089685559273,492.0,,0.0,0.39812976121902466,1118,213.39330530166626,0.0002456989313941449,0.000455319881439209,1763260303.6042333,90624,0.00014253612607717514,-0.003632083535194397,
0.0008487566956318915,0.003860172815620899,492.0,,0.0078125,0.45561856031417847,1125,214.72408819198608,0.00024523810134269297,0.07612776756286621,1763260304.9350162,91392,0.0021243998780846596,-0.008020900189876556,
687.7888793945312,-0.006123627535998821,493.0,,0.0,0.38538858294487,1133,216.08200907707214,0.00024477727129124105,0.004251956939697266,1763260306.292937,92160,0.00015677977353334427,0.0077972859144210815,
0.000822099216748029,0.01084868423640728,494.0,,0.001953125,0.406757652759552,1145,218.20750761032104,0.00024400922120548785,0.031303584575653076,1763260308.4184356,93440,0.0002278946340084076,0.0009680949151515961,
0.0005324538797140121,0.0008452078327536583,497.0,,0.0,0.43852657079696655,1164,221.02657341957092,0.00024285714607685804,0.3560899496078491,1763260311.2375014,95360,0.00042708683758974075,0.0018012020736932755,
0.00018059347348753363,0.0022206883877515793,497.0,,0.0,0.36838194727897644,1165,221.21771931648254,0.00024278034106828272,0.16842740774154663,1763260311.4286473,95488,0.0004159044474363327,0.00946277379989624,
609.3922119140625,-0.0006005121394991875,497.0,,0.0,0.42437565326690674,1172,222.28374433517456,0.00024239631602540612,2.7894973754882812e-05,1763260312.4946723,96128,6.91702589392662e-05,0.0032222941517829895,
,,,500.0,,,1181,223.48075795173645,,,1763260313.691686,97079,,,500.0
,,,500.0,,,1186,224.13026118278503,,,1763260314.3411891,97579,,,500.0
544.8855590820312,0.009190306067466736,502.0,,0.0,0.3888266980648041,1197,225.61749005317688,0.00024086021585389972,0.0003871917724609375,1763260315.828418,98688,0.0003473013639450073,-0.0011372379958629608,
0.0005061568808741868,-0.0025399047881364822,505.0,,0.0,0.43298229575157166,1213,227.73941373825073,0.00023986175074242055,-0.11721265316009521,1763260317.9503417,100352,0.0011910255998373032,-0.004607710987329483,
,,,500.0,,,1215,227.95302891731262,,,1763260318.1639569,100579,,,500.0
352.6946716308594,-0.0006604744121432304,507.0,,0.0,0.44031351804733276,1226,229.404958486557,0.00023909370065666735,0.0002821683883666992,1763260319.6158864,101632,1.7122365534305573e-05,-0.0009248033165931702,
,,,500.0,,,1230,230.05896306037903,,,1763260320.269891,102079,,,500.0
0.00024191812553908676,0.0058506326749920845,508.0,,0.0,0.4231434464454651,1234,230.94231867790222,0.0002385560655966401,-0.13593482971191406,1763260321.1532466,102528,0.0006705699488520622,-0.009453268721699715,
,,,500.0,,,1245,232.804771900177,,,1763260323.0156999,103579,,,500.0
0.00025567717966623604,-0.0016695503145456314,509.0,,0.0,0.4910989999771118,1254,234.45781421661377,0.00023732718545943499,0.11084014177322388,1763260324.6687422,104576,0.000353226438164711,0.004609465599060059,
0.004943788051605225,-0.0025481507182121277,510.0,,0.0,0.514737069606781,1271,237.29215621948242,0.00023632872034795582,-0.16176998615264893,1763260327.5030842,106240,7.821433246135712e-05,0.001214146614074707,
,,,500.0,,,1299,241.9498085975647,,,1763260332.1607366,109079,,,500.0
399.7494812011719,0.0021810000762343407,518.0,,0.0,0.5744363069534302,1339,247.4340271949768,0.00023218126443680376,9.840726852416992e-05,1763260337.6449552,113152,0.00017889495939016342,-0.00545915961265564,
0.005691959522664547,-0.007955740205943584,518.0,,0.001953125,0.4797212481498718,1340,247.5898997783661,0.00023210445942822844,-0.03320169448852539,1763260337.8008277,113280,0.001305396668612957,-0.016163527965545654,
327.46929931640625,-0.007595878094434738,520.0,,0.0,0.5032482743263245,1349,248.78494143486023,0.0002315668243682012,-2.47955322265625e-05,1763260338.9958694,114176,0.0010061319917440414,0.006780996918678284,
551.52880859375,0.0009031984955072403,521.0,,0.0,0.4904526174068451,1363,250.7446367740631,0.00023072196927387267,-0.00013756752014160156,1763260340.9555647,115584,1.6979873180389404e-05,-0.00048647820949554443,
0.0007622072589583695,0.006709817796945572,522.0,,0.0,0.525003969669342,1365,251.06411743164062,0.00023056835925672203,-0.061599016189575195,1763260341.2750454,115840,0.00040563568472862244,-0.0023770928382873535,
0.0007372504915110767,-0.008673018775880337,523.0,,0.0234375,0.525953471660614,1370,251.6781346797943,0.00023026113922242075,-0.10069918632507324,1763260341.8890626,116352,0.006558648310601711,-0.009890884160995483,
0.0010176933137699962,0.009134935215115547,524.0,,0.01171875,0.5465691089630127,1380,252.85744953155518,0.0002296466991538182,-0.20523571968078613,1763260343.0683775,117376,0.0025164037942886353,-0.001528460532426834,
0.0005188863142393529,-0.0019002603366971016,525.0,,0.00390625,0.5366889238357544,1381,252.99605083465576,0.00022956989414524287,-1.5398478507995605,1763260343.2069788,117504,0.0016133775934576988,0.008771691471338272,
390.28619384765625,0.011459973640739918,526.0,,0.0,0.48099756240844727,1388,253.7341058254242,0.00022918586910236627,0.00039327144622802734,1763260343.9450338,118144,0.00044616032391786575,0.007037032395601273,
,,,500.0,,,1395,254.49405145645142,,,1763260344.7049794,118800,,,500.0
0.0002598874852992594,0.015266693197190762,528.0,,0.0,0.5401970744132996,1399,255.0706923007965,0.00022849462402518839,-0.12927711009979248,1763260345.2816203,119296,0.0020088767632842064,-0.0005385030526667833,
576.926025390625,0.0040039485320448875,529.0,,0.0,0.555221676826477,1405,255.6500005722046,0.0002281874039908871,0.00017374753952026367,1763260345.8609285,119808,0.00018264446407556534,-0.0048883408308029175,
0.005699758417904377,0.003481862135231495,530.0,,0.0,0.5025694370269775,1432,260.0186297893524,0.00022657449881080538,-0.8487709760665894,1763260350.2295578,122496,0.0005295919254422188,0.0018530301749706268,
0.002405458129942417,0.012525642290711403,530.0,,0.0078125,0.5080719590187073,1433,260.20931601524353,0.00022649769380223006,-13.230524063110352,1763260350.420244,122624,0.005122469738125801,-0.0002758502960205078,
721.63720703125,-0.0037332801148295403,532.0,,0.0,0.4262499213218689,1455,263.72614002227783,0.00022519200865644962,-0.00030612945556640625,1763260353.937068,124800,0.00013781804591417313,-0.0021823719143867493,
0.007046341430395842,-0.005709933117032051,532.0,,0.0,0.44623225927352905,1456,263.9248311519623,0.0002251152036478743,-0.1524646282196045,1763260354.135759,124928,0.00030736811459064484,-0.0028820931911468506,
0.002254814375191927,0.0031488267704844475,532.0,,0.0,0.4291868507862091,1457,264.12360644340515,0.00022503839863929898,-3.4080066680908203,1763260354.3345344,125056,0.00023086275905370712,-0.0011372938752174377,
399.9298400878906,0.0004481356590986252,537.0,,0.0,0.4462093710899353,1514,272.4649410247803,0.0002215821878053248,0.00034558773040771484,1763260362.675869,130816,6.7427754402160645e-06,0.0007349755614995956,
0.0006195550668053329,-0.0022428762167692184,538.0,,0.001953125,0.43874791264533997,1521,273.38321352005005,0.00022112135775387287,0.1725623607635498,1763260363.5941415,131584,0.0011074282228946686,-0.00976734608411789,
0.006231896113604307,0.010081497021019459,539.0,,0.001953125,0.4637509286403656,1525,273.86111879348755,0.0002208909427281469,-0.028672218322753906,1763260364.0720468,131968,0.0023971395567059517,-0.00797492265701294,
0.00027244302327744663,0.0016869036480784416,539.0,,0.0,0.44696110486984253,1527,274.1490149497986,0.00022073733271099627,-0.14253950119018555,1763260364.359943,132224,0.0014858273789286613,-0.0004273951053619385,
471.68414306640625,0.0016904007643461227,540.0,,0.0,0.5077217817306519,1529,274.31136298179626,0.00022066052770242095,-6.008148193359375e-05,1763260364.522291,132352,0.00012754648923873901,0.00023325905203819275,
452.56634521484375,0.0007398342713713646,540.0,,0.0,0.4032028317451477,1534,274.9509906768799,0.00022035330766811967,0.0001379847526550293,1763260365.1619186,132864,4.006456583738327e-05,0.0005221366882324219,
0.0009749371092766523,0.013682452030479908,541.0,,0.0,0.4563494026660919,1536,275.24709916114807,0.00022019969765096903,0.07007181644439697,1763260365.4580271,133120,0.0009714784100651741,-0.006480792537331581,
,,,500.0,,,1543,276.04886865615845,,,1763260366.2597966,133770,,,500.0
0.004645050037652254,-0.003417767584323883,542.0,,0.0,0.49842479825019836,1545,276.3378481864929,0.0002196620625909418,-0.15709245204925537,1763260366.5487761,134016,0.00024177506566047668,-0.0051483213901519775,
0.0005788710550405085,0.016426222398877144,542.0,,0.0,0.4143257439136505,1546,276.4781177043915,0.00021958525758236647,0.25055110454559326,1763260366.6890457,134144,0.0013797879219055176,-0.004022262990474701,
680.6989135742188,-0.010727853514254093,544.0,,0.0,0.44704610109329224,1558,277.72731471061707,0.00021889401250518858,8.088350296020508e-05,1763260367.9382427,135296,0.0007661124691367149,0.007254447788000107,
0.0045174285769462585,-0.010348275303840637,544.0,,0.001953125,0.48518824577331543,1559,277.87246680259705,0.00021881720749661326,-0.09999942779541016,1763260368.0833948,135424,0.0004913322627544403,0.0019101295620203018,
494.8316345214844,0.0015388727188110352,545.0,,0.0,0.49713611602783203,1563,278.3413598537445,0.0002185867924708873,6.0677528381347656e-05,1763260368.5522878,135808,8.079037070274353e-05,0.00458391010761261,
0.00022877106675878167,0.013982381671667099,545.0,,0.009765625,0.4968774616718292,1566,278.9805393218994,0.00021835637744516134,-0.3522200584411621,1763260369.1914673,136192,0.003321039490401745,0.006717264652252197,
315.9860534667969,0.0027670105919241905,546.0,,0.0,0.5726971626281738,1588,282.44919753074646,0.0002170506922993809,-0.00018131732940673828,1763260372.6601255,138368,0.0001164441928267479,-0.0016640294343233109,
0.0057886745780706406,0.0022123390808701515,546.0,,0.0,0.5846849679946899,1589,282.6429908275604,0.00021697388729080558,-0.17843377590179443,1763260372.8539188,138496,0.0020217811688780785,0.00038320012390613556,
,,,500.0,,,1597,283.8503477573395,,,1763260374.0612757,139270,,,500.0
434.87347412109375,0.00096877571195364,547.0,,0.0,0.5496464371681213,1607,285.55626702308655,0.0002158986171707511,1.1563301086425781e-05,1763260375.767195,140288,0.001271701417863369,0.0018146410584449768,
0.0008537285611964762,-0.0009784530848264694,547.0,,0.0,0.5691878795623779,1609,285.9155263900757,0.00021574500715360045,-0.052657246589660645,1763260376.1264544,140544,0.00014542415738105774,0.0014674961566925049,
0.00027142075123265386,-0.004729854874312878,547.0,,0.0,0.5368673205375671,1610,286.1065413951874,0.00021566820214502513,-0.4049801826477051,1763260376.3174694,140672,0.000806598924100399,0.001337490975856781,
714.4652099609375,0.0026384787634015083,547.0,,0.0,0.5273653268814087,1612,286.3413608074188,0.00021559139713644981,-5.543231964111328e-05,1763260376.5522888,140800,0.00014434102922677994,0.002995818853378296,
,,,500.0,,,1626,288.014023065567,,,1763260378.224951,142270,,,500.0
0.004858028143644333,-0.006829460151493549,551.0,,0.0,0.5413302183151245,1638,289.4903335571289,0.0002139784919563681,-0.062348246574401855,1763260379.7012615,143488,0.0011119591072201729,0.003864254802465439,
0.006315728183835745,-0.008721129037439823,554.0,,0.0,0.48452693223953247,1687,296.9057881832123,0.0002109830966219306,-0.02658092975616455,1763260387.1167161,148480,0.0009970823302865028,-0.004325497895479202,
0.0006498541915789247,0.012119985185563564,560.0,,0.0,0.560263991355896,1732,301.7859618663788,0.00020837174088228494,-0.07583606243133545,1763260391.9968898,152832,0.0007327636703848839,-0.0015524625778198242,
510.2783203125,0.00466417521238327,562.0,,0.0,0.5048062205314636,1745,303.26473736763,0.00020760369079653174,0.00011092424392700195,1763260393.4756653,154112,0.00036202557384967804,-0.003387078642845154,
,,,500.0,,,1753,304.18488907814026,,,1763260394.395817,155005,,,500.0
518.1071166992188,-0.008822483941912651,563.0,,0.005859375,0.5352813601493835,1754,304.3291645050049,0.0002070660557365045,1.823902130126953e-05,1763260394.5400925,155008,0.0013914573937654495,-0.012552998960018158,
0.0059549519792199135,0.020207475870847702,564.0,,0.0,0.5498583912849426,1765,306.0705442428589,0.0002063748106593266,0.0313071608543396,1763260396.2814722,156160,0.0021647391840815544,-0.013815086334943771,
,,,500.0,,,1768,306.53153443336487,,,1763260396.7424624,156505,,,500.0
0.00022889897809363902,-0.004540089517831802,565.0,,0.0,0.5665556788444519,1777,307.86944127082825,0.0002056067605735734,-0.0354386568069458,1763260398.0803692,157440,0.0001378282904624939,0.0005228035151958466,
