_step,_runtime,global_step,_timestamp,charts/episodic_length,charts/episodic_return,losses/approx_kl,losses/explained_variance,losses/old_approx_kl,losses/clipfrac,losses/policy_loss,losses/entropy,charts/learning_rate,charts/SPS,losses/value_loss
0,24.76121973991394,0,1763260075.9506567,,,,,,,,,,,
7,25.934192657470703,134,1763260077.1236296,38.0,38.0,,,,,,,,,
33,26.44846510887146,671,1763260077.637902,19.0,19.0,,,,,,,,,
41,26.596481561660767,862,1763260077.7859185,31.0,31.0,,,,,,,,,
47,26.728447914123535,1010,1763260077.9178848,19.0,19.0,,,,,,,,,
64,27.24096155166626,1532,1763260078.4303985,45.0,45.0,,,,,,,,,
74,27.584407329559326,1861,1763260078.7738442,32.0,32.0,,,,,,,,,
77,27.678925275802612,1920,1763260078.8683622,,,0.0002949899062514305,-0.02061140537261963,0.002129451371729374,0.0,-0.006664227694272995,0.5962768197059631,0.0002989247441291809,1009.0,50.93475341796875
88,28.1772358417511,2459,1763260079.3666728,68.0,68.0,,,,,,,,,
102,28.786020040512085,3162,1763260079.975457,121.0,121.0,,,,,,,,,
104,28.897984504699707,3278,1763260080.0874214,116.0,116.0,,,,,,,,,
133,30.34536361694336,4836,1763260081.5348005,45.0,45.0,,,,,,,,,
147,31.138920068740845,5691,1763260082.328357,47.0,47.0,,,,,,,,,
149,31.26518940925598,5794,1763260082.4546263,103.0,103.0,,,,,,,,,
150,31.295466661453247,5885,1763260082.4849036,91.0,91.0,,,,,,,,,
155,31.597441911697388,6144,1763260082.7868788,,,7.796380668878555e-05,0.027699947357177734,0.003258329816162586,0.0,-0.0002120472490787506,0.5851659774780273,0.00029639017884619534,1055.0,133.41165161132812
157,31.710854530334473,6272,1763260082.9002914,,,0.00017027929425239563,0.05499523878097534,0.00327119417488575,0.0,-0.0010683834552764893,0.6342619061470032,0.00029631337383762,1057.0,131.5496826171875
172,32.76389193534851,7424,1763260083.9533288,,,1.9037164747714996e-05,0.039202868938446045,0.0017909007146954536,0.0,0.00042684003710746765,0.5996098518371582,0.00029562212876044214,1062.0,103.7142562866211
195,34.04919981956482,8832,1763260085.2386367,,,0.0002662269398570061,0.07160967588424683,-0.0037139030173420906,0.0,-0.0027806442230939865,0.5894680023193359,0.0002947772736661136,1067.0,97.13330078125
203,34.58773589134216,9344,1763260085.7771728,,,3.70759516954422e-05,0.0928996205329895,5.824491381645203e-06,0.0,-0.004068456590175629,0.6139144897460938,0.00029447005363181233,1060.0,115.38630676269531
213,35.47804546356201,9984,1763260086.6674824,,,5.149468779563904e-05,0.12850487232208252,-0.0030522923916578293,0.0,0.005003053694963455,0.6411137580871582,0.00029408602858893573,1029.0,163.81796264648438
217,35.63798546791077,10163,1763260086.8274224,72.0,72.0,,,,,,,,,
228,36.50220727920532,11008,1763260087.6916442,,,0.00044047925621271133,0.48416054248809814,-0.007311400957405567,0.0,0.0010915808379650116,0.6296404600143433,0.00029347158852033317,1026.0,123.98651885986328
233,36.81955099105835,11377,1763260088.008988,113.0,113.0,,,,,,,,,
251,38.085548877716064,12622,1763260089.2749858,168.0,168.0,,,,,,,,,
259,38.69302701950073,13184,1763260089.882464,,,1.937802881002426e-05,0.04324054718017578,-0.0015014680102467537,0.0,-0.0009965281933546066,0.5640043020248413,0.0002921659033745527,1020.0,97.09510803222656
265,39.15651750564575,13696,1763260090.3459544,,,2.8188340365886688e-05,0.49822014570236206,-0.0014558611437678337,0.0,0.001812908798456192,0.5913854837417603,0.00029185868334025145,1023.0,108.30587768554688
273,39.54838943481445,14199,1763260090.7378263,61.0,61.0,,,,,,,,,
274,39.62378525733948,14208,1763260090.8132222,,,1.1616386473178864e-05,0.1734168529510498,-0.0021882476285099983,0.0,0.0014400780200958252,0.5780408978462219,0.00029155146330595016,1026.0,65.48928833007812
292,40.859912633895874,15488,1763260092.0493495,,,4.126317799091339e-05,0.02478092908859253,-0.00045889243483543396,0.0,-0.00031815841794013977,0.5538313984870911,0.00029078341322019696,1026.0,105.65281677246094
321,43.13352060317993,17920,1763260094.3229575,,,0.0006698770448565483,0.012813746929168701,0.0066483477130532265,0.0,-0.004165641963481903,0.5852118134498596,0.0002893241180572659,1032.0,105.2596435546875
327,43.5913450717926,18432,1763260094.780782,,,0.010337750427424908,0.60355544090271,-0.021610204130411148,0.048828125,0.024136610329151154,0.594133734703064,0.0002890168980229646,1034.0,56.22312927246094
330,43.844252586364746,18763,1763260095.0336895,339.0,339.0,,,,,,,,,
332,44.01093626022339,18932,1763260095.2003732,169.0,169.0,,,,,,,,,
337,44.44325304031372,19368,1763260095.63269,436.0,436.0,,,,,,,,,
340,44.770429611206055,19712,1763260095.9598665,,,0.00012010708451271057,0.022602736949920654,0.0014142021536827087,0.0,-0.0029116645455360413,0.5781801342964172,0.0002882488479372114,1037.0,85.21794128417969
