global_step,losses/value_loss,_runtime,_timestamp,losses/approx_kl,losses/old_approx_kl,_step,charts/SPS,charts/episodic_return,losses/entropy,losses/policy_loss,charts/learning_rate,charts/episodic_length,losses/clipfrac,losses/explained_variance
159104,0.004951098933815956,310.6210880279541,1763260400.676443,0.0008122632279992104,0.008161104284226894,1745,565.0,,0.555245041847229,-0.009766753762960434,0.00020460829546209425,,0.0,-0.0076225996017456055
159876,,312.0428993701935,1763260402.0982544,,,1753,,500.0,,,,500.0,,
160000,294.00811767578125,312.25643515586853,1763260402.3117902,6.793439388275146e-05,-0.001010056585073471,1754,565.0,,0.5028062462806702,-0.00041387230157852173,0.000204070660402067,,0.0,5.841255187988281e-06
161152,0.0004352776741143316,314.1999111175537,1763260404.2552662,0.0005708085373044014,-0.005721081979572773,1765,565.0,,0.5514200329780579,-0.010879620909690857,0.00020337941532488912,,0.0,-0.11587798595428467
161408,447.5171203613281,314.6235411167145,1763260404.6788962,0.001187019981443882,-0.004374918527901173,1768,565.0,,0.5144080519676208,0.009354125708341599,0.00020322580530773848,,0.0,-0.0002231597900390625
162376,,316.0495171546936,1763260406.1048722,,,1777,,500.0,,,,500.0,,
166642,,321.7725670337677,1763260411.827922,,,1818,,500.0,,,,500.0,,
167142,,322.6359009742737,1763260412.691256,,,1823,,500.0,,,,500.0,,
169984,0.0008503925637342036,326.5588572025299,1763260416.6142123,0.0010024560615420341,0.007806110195815563,1851,571.0,,0.48148322105407715,0.001921195536851883,0.00019807988428510725,,0.0,0.011764705181121826
170496,0.00037576750037260354,327.1888620853424,1763260417.2442172,0.001581462100148201,-0.0032336004078388214,1856,572.0,,0.46847864985466003,-0.019601285457611084,0.00019777266425080597,,0.0,0.22280991077423096
171648,689.6026000976562,328.53533005714417,1763260418.5906851,0.0015618856996297836,-0.0014636944979429245,1868,573.0,,0.5296368598937988,0.0009187161922454834,0.0001970814191736281,,0.0,2.288818359375e-05
172160,606.0543823242188,329.16403889656067,1763260419.219394,0.000798521563410759,0.004769640043377876,1873,574.0,,0.508002519607544,0.004751879721879959,0.0001967741991393268,,0.0,0.0005086064338684082
172642,,329.6823375225067,1763260419.7376926,,,1877,,500.0,,,,500.0,,
173568,0.0001962224196176976,330.82111048698425,1763260420.8764656,0.00254951324313879,-0.014954051934182644,1886,575.0,,0.49738556146621704,-0.01589147560298443,0.0001959293440449983,,0.001953125,-0.0564265251159668
174464,0.0006181771750561893,331.88329243659973,1763260421.9386475,0.0008306149393320084,0.004811866208910942,1895,576.0,,0.5188382863998413,-0.0054130107164382935,0.00019539170898497105,,0.0,-1.2332162857055664
175232,0.004833320155739784,332.8798153400421,1763260422.9351704,0.0011739330366253853,0.010824254713952541,1903,577.0,,0.47560766339302063,-0.0008743163198232651,0.00019493087893351912,,0.0,-0.08509433269500732
175547,,333.1723630428314,1763260423.227718,,,1906,,500.0,,,,500.0,,
176768,0.004267490468919277,334.78115820884705,1763260424.8365133,0.0010610800236463547,0.0074129123240709305,1918,578.0,,0.49333804845809937,-0.007817748934030533,0.00019400921883061528,,0.001953125,0.033668458461761475
177024,0.00013791414676234126,335.1776397228241,1763260425.2329948,0.0013764621689915657,0.007265216670930386,1920,578.0,,0.4518449902534485,-0.020885325968265533,0.00019385560881346464,,0.0,0.05145078897476196
179547,,339.31003761291504,1763260429.3653927,,,1945,,500.0,,,,500.0,,
180992,0.00019240911933593452,341.7956142425537,1763260431.8509693,0.00016250088810920715,0.0005199387669563293,1959,579.0,,0.4747045338153839,-0.0025895610451698303,0.00019147465354762971,,0.0,-0.8144745826721191
182400,0.000276720616966486,344.22822165489197,1763260434.2835767,0.00042490195482969284,-0.004038489423692226,1973,579.0,,0.5474295616149902,0.00520869717001915,0.0001906297984533012,,0.0,-0.3125704526901245
183552,506.95355224609375,345.92986702919006,1763260435.985222,0.0005784733220934868,-0.008524910546839237,1985,579.0,,0.5311101078987122,-0.0036017857491970062,0.0001899385533761233,,0.0,4.589557647705078e-06
184192,0.006516089662909508,346.6957998275757,1763260436.751155,0.00010801572352647781,-0.0039863260462880135,1991,580.0,,0.49335822463035583,-0.001741454005241394,0.0001895545283332467,,0.0,0.04810917377471924
185344,0.00043171821744181216,348.0299696922302,1763260438.0853248,0.0008108038455247879,-0.0025170259177684784,2002,581.0,,0.5795730352401733,0.0005496479570865631,0.00018886328325606883,,0.0,-0.11699867248535156
185856,0.00022310837812256068,348.62618041038513,1763260438.6815355,0.000947512686252594,0.0038230884820222855,2007,582.0,,0.5483884215354919,-0.012727003544569016,0.00018855606322176754,,0.0,-0.1611999273300171
186752,0.004229742102324963,349.6640784740448,1763260439.7194335,1.0608695447444916e-05,-0.0009096032008528709,2016,583.0,,0.5574952363967896,-0.0009795166552066803,0.0001880184281617403,,0.0,0.005322098731994629
187047,,349.99271178245544,1763260440.0480669,,,2019,,500.0,,,,500.0,,
187547,,350.5976560115814,1763260440.653011,,,2024,,500.0,,,,500.0,,
187904,0.0004506707191467285,351.2714321613312,1763260441.3267872,5.490705370903015e-05,0.0019993260502815247,2027,583.0,,0.581080436706543,-0.0026568174362182617,0.00018732718308456242,,0.0,0.12496012449264526
188047,,351.5269968509674,1763260441.582352,,,2029,,500.0,,,,500.0,,
188547,,352.4239137172699,1763260442.4792688,,,2034,,500.0,,,,500.0,,
189696,0.004062742460519075,354.3936755657196,1763260444.4490306,4.073046147823334e-05,-0.0016758609563112259,2045,583.0,,0.4832548201084137,-0.00023462623357772827,0.00018625191296450794,,0.0,-0.08795297145843506
190336,0.0004295049293432385,355.49404883384705,1763260445.549404,0.0014854790642857552,0.007218948565423489,2051,583.0,,0.5144689083099365,-0.01831844076514244,0.00018586790247354656,,0.0078125,-0.0740973949432373
190464,0.00012054132093908265,355.71112847328186,1763260445.7664835,0.0026128916069865227,-0.0004406804218888283,2052,583.0,,0.581421434879303,-0.0021230801939964294,0.00018579109746497124,,0.005859375,-0.1287860870361328
192256,0.005267010070383549,358.8679540157318,1763260448.923309,0.0005471296608448029,0.0016531478613615036,2070,583.0,,0.4910629689693451,-0.0115654356777668,0.00018471582734491676,,0.0,0.07278567552566528
192896,0.0002737626200541854,360.01522850990295,1763260450.0705836,0.00028553977608680725,-0.00017151236534118652,2076,583.0,,0.5803858041763306,-0.007667437195777893,0.00018433180230204016,,0.0,0.24730831384658813
194560,500.95977783203125,363.1058249473572,1763260453.16118,4.4578686356544495e-05,0.0013167783617973328,2093,582.0,,0.5248603224754333,0.0007090643048286438,0.000183333337190561,,0.0,-2.5033950805664062e-06
194688,0.006847554352134466,363.31927847862244,1763260453.3746336,0.001150812953710556,-0.005697496235370636,2094,583.0,,0.49965351819992065,-0.010724220424890518,0.00018325653218198568,,0.0,0.17875778675079346
197047,,367.3900270462036,1763260457.445382,,,2117,,500.0,,,,500.0,,
199547,,370.7831325531006,1763260460.8384876,,,2141,,500.0,,,,500.0,,
200047,,371.40663266181946,1763260461.4619877,,,2146,,500.0,,,,500.0,,
200064,811.3073120117188,371.52181243896484,1763260461.5771675,0.00029872264713048935,0.0052728233858942986,2147,584.0,,0.5162736773490906,0.007200054824352264,0.00018003072182182223,,0.0,-6.198883056640625e-05
200192,0.0064552584663033485,371.6561985015869,1763260461.7115536,8.45547765493393e-05,-0.002813423052430153,2148,584.0,,0.5204911231994629,-0.0011208392679691315,0.0001799539168132469,,0.0,-0.22974777221679688
200960,0.00022222613915801048,372.5343379974365,1763260462.589693,0.0003392668440937996,0.006329060532152653,2155,585.0,,0.4977581799030304,-0.003759138286113739,0.00017949308676179498,,0.0,0.20163661241531372
202624,693.662353515625,374.54991722106934,1763260464.6052723,0.00016736052930355072,-0.001888420432806015,2172,587.0,,0.46530649065971375,0.002027250826358795,0.00017849462165031582,,0.0,-7.998943328857422e-05
204032,0.00020433473400771618,376.13589668273926,1763260466.1912518,7.36890360713005e-05,-0.005015241913497448,2185,588.0,,0.4348751902580261,0.004667460918426514,0.0001776497665559873,,0.0,-0.06352245807647705
204672,132.2222442626953,376.91620326042175,1763260466.9715583,0.00035797152668237686,-0.0001059388741850853,2192,588.0,,0.415803462266922,0.002920575439929962,0.0001772657415131107,,0.0,0.00022047758102416992
205312,0.00032736544380895793,377.61210346221924,1763260467.6674585,0.00012638699263334274,-0.0009204642847180367,2198,589.0,,0.4660808742046356,0.0017255693674087524,0.0001768817164702341,,0.0,-0.04110109806060791
205440,0.000182923671673052,377.7490327358246,1763260467.8043878,0.000580616295337677,0.0031439755111932755,2199,589.0,,0.5266581773757935,-0.010632583871483803,0.00017680491146165878,,0.0,0.10349935293197632
206592,745.4189453125,379.1435499191284,1763260469.198905,0.0005932338535785675,0.0010359995067119598,2211,590.0,,0.5154514312744141,0.0035280250012874603,0.0001761136663844809,,0.0,-6.73532485961914e-05
206976,0.00024489295901730657,379.55676651000977,1763260469.6121216,0.0036221249029040337,0.008633493445813656,2214,591.0,,0.5185970067977905,-0.024779722094535828,0.00017588325135875493,,0.00390625,-0.13444578647613525
207547,,380.207190990448,1763260470.262546,,,2220,,500.0,,,,500.0,,
207872,0.0002675990981515497,380.6015636920929,1763260470.6569188,5.9281475841999054e-05,-0.0023158015683293343,2223,591.0,,0.4785950779914856,-0.004354909062385559,0.0001753456162987277,,0.0,-0.19049930572509766
208047,,380.7684555053711,1763260470.8238106,,,2225,,500.0,,,,500.0,,
208128,831.2091064453125,380.89787125587463,1763260470.9532263,0.0004888586699962616,0.008077617734670639,2226,592.0,,0.49071699380874634,0.004414305090904236,0.00017519200628157705,,0.0,9.137392044067383e-05
208256,0.004277918487787247,381.0242569446564,1763260471.079612,0.0005630897358059883,0.0028522545471787453,2227,592.0,,0.47976696491241455,0.007169356569647789,0.00017511520127300173,,0.0,-0.22673535346984863
208640,414.7689208984375,381.4851715564728,1763260471.5405266,7.480382919311523e-05,-5.845166742801666e-05,2231,592.0,,0.5666691660881042,4.10228967666626e-05,0.00017488478624727577,,0.0,-1.9669532775878906e-05
209047,,381.9351737499237,1763260471.9905288,,,2235,,500.0,,,,500.0,,
209664,152.1068572998047,382.69815325737,1763260472.7535083,0.0008156970143318176,0.003840496763586998,2241,593.0,,0.5273443460464478,-0.013514520600438118,0.0001742703461786732,,0.0,-1.2278556823730469e-05
210432,0.00018571241525933146,383.5290479660034,1763260473.584403,0.0007380321621894836,-0.00334913469851017,2248,594.0,,0.47596976161003113,-0.003825053572654724,0.00017380953067913651,,0.0,-0.0423431396484375
210560,321.9161376953125,383.6962752342224,1763260473.7516303,0.0007034093141555786,-0.002469010651111603,2250,594.0,,0.4718954563140869,-0.006058229133486748,0.0001737327256705612,,0.0,0.00015664100646972656
210944,0.0001876659516710788,384.09604692459106,1763260474.151402,0.0013705911114811897,-0.0059388624504208565,2253,594.0,,0.528423547744751,-0.0013787448406219482,0.00017350231064483523,,0.005859375,0.04222846031188965
212864,0.0002263694623252377,386.23390913009644,1763260476.2892642,0.00032975152134895325,0.0019527208060026169,2272,596.0,,0.5032768249511719,-0.005576238036155701,0.00017235023551620543,,0.0,0.0005320310592651367
213632,578.709228515625,387.09189534187317,1763260477.1472504,0.00017930194735527039,0.0003453008830547333,2280,597.0,,0.5311498641967773,-0.002889491617679596,0.0001718894054647535,,0.0,-0.00010561943054199219
215168,517.021728515625,388.8656485080719,1763260478.9210036,0.00011480133980512619,-0.002328251488506794,2295,598.0,,0.56352698802948,-0.004095315933227539,0.00017096774536184967,,0.0,-8.749961853027344e-05
215547,,389.1750009059906,1763260479.230356,,,2298,,500.0,,,,500.0,,
216704,0.006481922697275877,390.5698792934418,1763260480.6252344,0.0019144723191857338,-0.02232511341571808,2310,599.0,,0.5406937599182129,0.003522036597132683,0.00017004608525894582,,0.001953125,-0.09968161582946777
216924,,390.7386693954468,1763260480.7940245,,,2312,,377.0,,,,377.0,,
217472,840.7742919921875,391.43104314804077,1763260481.4863982,0.000509386882185936,-0.012072723358869553,2318,600.0,,0.5642938613891602,-0.0012156665325164795,0.0001695852552074939,,0.0,-0.0001710653305053711
217924,,391.90636110305786,1763260481.9617162,,,2322,,500.0,,,,500.0,,
218112,0.004340528044849634,392.16165256500244,1763260482.2170076,0.0007722023874521255,-0.005754120647907257,2324,601.0,,0.4740138351917267,-0.008885929360985756,0.0001692012301646173,,0.0,-0.01943230628967285
218624,0.006227198056876659,392.7244303226471,1763260482.7797854,0.0009096255525946617,-0.007673761807382107,2329,601.0,,0.542600154876709,-0.009579213336110115,0.00016889401013031602,,0.0,-0.24677014350891113
219648,0.005013609305024147,393.92782378196716,1763260483.9831789,0.009550916962325573,0.023203685879707336,2339,602.0,,0.4674838185310364,-0.01715848408639431,0.00016827957006171346,,0.037109375,0.04153478145599365
220032,544.4619750976562,394.3811902999878,1763260484.4365454,0.00042328331619501114,-0.0027151955291628838,2343,602.0,,0.5905738472938538,0.007248714566230774,0.0001680491550359875,,0.0,-0.0001533031463623047
220544,383.74761962890625,395.1392683982849,1763260485.1946235,4.443898797035217e-05,0.0013691578060388565,2348,602.0,,0.5657849311828613,-0.004161063581705093,0.00016774193500168622,,0.0,-0.00010752677917480469
221184,0.0004178006493020803,395.8588845729828,1763260485.9142396,0.002153521403670311,0.002042192965745926,2354,603.0,,0.6084261536598206,0.012973785400390625,0.00016735790995880961,,0.0,-0.12431931495666504
222080,0.006073907017707825,396.8854949474335,1763260486.94085,0.0007851757109165192,-0.003905436024069786,2363,604.0,,0.6078227758407593,-0.01005718857049942,0.00016682027489878237,,0.0,-0.23222362995147705
224768,0.000343046966008842,399.94412541389465,1763260489.9994805,0.00014535058289766312,-0.0023975977674126625,2389,606.0,,0.5415539145469666,0.0002113543450832367,0.00016520736971870065,,0.0,0.007852554321289062
225280,0.00048035624786280096,400.6626880168915,1763260490.718043,4.112161695957184e-05,-0.0018767081201076508,2394,606.0,,0.5303335785865784,-0.0007455609738826752,0.00016490014968439937,,0.0,-0.05834019184112549
228480,451.5377502441406,405.31879711151123,1763260495.3741522,0.0005638934671878815,0.0049750953912734985,2426,607.0,,0.5302927494049072,-0.0024833381175994873,0.00016298002447001636,,0.0,3.921985626220703e-05
228757,,405.8194499015808,1763260495.874805,,,2430,,121.0,,,,121.0,,
230413,,408.6643648147583,1763260498.71972,,,2449,,344.0,,,,344.0,,
232064,0.00046367471804842353,410.6191635131836,1763260500.6745186,4.2662955820560455e-05,0.00151051115244627,2465,608.0,,0.5569844245910645,-0.001208186149597168,0.00016082949878182262,,0.0,-0.07344555854797363
234683,,413.5452859401703,1763260503.600641,,,2491,,500.0,,,,500.0,,
234880,0.004024685826152563,413.81194257736206,1763260503.8672976,0.0007810685783624649,-0.0012130681425333023,2493,610.0,,0.5437537431716919,0.0018490515649318695,0.00015913978859316558,,0.0,-0.137467622756958
236183,,415.25494360923767,1763260505.3102987,,,2506,,500.0,,,,500.0,,
237056,0.0002847390132956207,416.2100737094879,1763260506.2654288,0.00013043731451034546,0.005209885537624359,2514,612.0,,0.5665300488471985,-0.001841418445110321,0.00015783410344738513,,0.0,-0.015206217765808105
237183,,416.2640197277069,1763260506.3193748,,,2515,,500.0,,,,500.0,,
237683,,416.83305525779724,1763260506.8884103,,,2520,,500.0,,,,500.0,,
238976,0.0003391762438695878,418.34707617759705,1763260508.4024312,0.0006865831092000008,-0.004087719134986401,2533,614.0,,0.47174495458602905,-0.003906732425093651,0.00015668202831875533,,0.0,-0.0009344816207885742
239683,,419.09425473213196,1763260509.1496098,,,2540,,500.0,,,,500.0,,
240384,0.004342059604823589,419.89924001693726,1763260509.954595,0.00020362995564937592,-0.0056209079921245575,2547,615.0,,0.5197403430938721,-0.006458263844251633,0.0001558371732244268,,0.0,-0.017485380172729492
242688,698.3096313476562,422.29238057136536,1763260512.3477356,0.0002643167972564697,0.0011269710958003998,2570,617.0,,0.45616579055786133,-0.0005096513777971268,0.00015445468307007104,,0.0,-0.00016641616821289062
242816,0.005396787077188492,422.4155783653259,1763260512.4709334,3.485288470983505e-05,-0.0013614809140563011,2571,617.0,,0.4524610936641693,-0.0010142922401428223,0.00015437787806149572,,0.0,-0.4245944023132324
243328,0.004750738851726055,422.97775626182556,1763260513.0331113,0.00012205448001623154,-0.0033500557765364647,2576,618.0,,0.47336703538894653,-0.00025573745369911194,0.00015407065802719444,,0.0,-0.3986560106277466
243456,0.00041150618926621974,423.09889674186707,1763260513.1542518,0.0016848137602210045,0.0012687025591731071,2577,618.0,,0.4811238646507263,-0.008752582594752312,0.00015399385301861912,,0.0,0.028092145919799805
246656,0.0002099721023114398,426.64185643196106,1763260516.6972115,0.00033013802021741867,0.0022593392059206963,2608,620.0,,0.5559890866279602,-0.004441474564373493,0.00015207372780423611,,0.0,-0.007892489433288574
246784,420.40234375,426.7973449230194,1763260516.8527,0.00012476835399866104,-0.000387691892683506,2610,620.0,,0.5193554162979126,-0.002869163639843464,0.0001519969227956608,,0.0,-0.00040400028228759766
248832,0.003408613847568631,428.9781451225281,1763260519.0335002,0.0006376784294843674,0.0008250772953033447,2630,622.0,,0.4690495729446411,-0.00800766795873642,0.00015076804265845567,,0.0,-0.26816487312316895
249472,0.00016171183960977942,429.68520855903625,1763260519.7405636,0.00032871682196855545,-0.002533729188144207,2636,623.0,,0.4989343583583832,0.0018465891480445862,0.00015038401761557907,,0.0,-0.009936690330505371
250496,0.00020220689475536346,430.78735089302063,1763260520.842706,0.0019146129488945007,0.005371179431676865,2646,624.0,,0.49345362186431885,-0.01216784119606018,0.00014976959209889174,,0.001953125,-0.028728485107421875
250624,0.00014418276259675622,430.9166615009308,1763260520.9720166,0.0008850777521729469,0.0028766142204403877,2647,624.0,,0.4813193082809448,-0.005002953112125397,0.00014969278709031641,,0.0,-0.021767497062683105
250683,,430.95152759552,1763260521.0068827,,,2648,,500.0,,,,500.0,,
252683,,433.1855103969574,1763260523.2408655,,,2668,,500.0,,,,500.0,,
253184,563.0860595703125,433.7243502140045,1763260523.7797053,0.0004868777468800545,-0.0037088552489876747,2673,626.0,,0.5657684206962585,-5.152076482772827e-05,0.00014815668691881,,0.0,-1.8835067749023438e-05
254208,627.4612426757812,434.81712579727173,1763260524.8724809,0.00017807912081480026,-0.0005348557606339455,2683,626.0,,0.5667051672935486,0.0025842711329460144,0.00014754224685020745,,0.0,-0.0004909038543701172
254482,,435.14245319366455,1763260525.1978083,,,2687,,39.0,,,,39.0,,
254592,780.5245971679688,435.3132994174957,1763260525.3686545,5.352776497602463e-05,-0.0035037556663155556,2689,627.0,,0.5176116228103638,0.0033701788634061813,0.0001473118318244815,,0.0,0.005828380584716797
254976,0.0013484234223142266,435.70331478118896,1763260525.7586699,2.9360875487327576e-05,-0.000171661376953125,2692,627.0,,0.5896115899085999,-0.0005920231342315674,0.00014708141679875553,,0.0,-0.9726577997207642
258816,273.8888244628906,439.840784072876,1763260529.8961391,9.884126484394073e-05,0.002484753727912903,2732,630.0,,0.5884302854537964,-0.007783353328704834,0.00014477726654149592,,0.0,-0.0010703802108764648
260864,0.003418999258428812,442.167014837265,1763260532.22237,0.0011419402435421944,0.001084345392882824,2752,631.0,,0.515873908996582,-0.014948159456253052,0.0001435483864042908,,0.0,-0.5649782419204712
261376,0.004608466289937496,442.7499096393585,1763260532.8052647,2.236105501651764e-05,0.0012661945074796677,2757,632.0,,0.5026496648788452,0.0015665516257286072,0.00014324116636998951,,0.0,-0.9578016996383667
262912,0.003425185801461339,444.506400346756,1763260534.5617554,2.2009946405887604e-05,0.00029235612601041794,2772,633.0,,0.5767037868499756,0.001643812283873558,0.00014231950626708567,,0.0,-0.08145380020141602
263936,0.004153159912675619,445.6376175880432,1763260535.6929727,0.001436338759958744,3.670249134302139e-05,2782,634.0,,0.524738073348999,-0.0014725010842084885,0.0001417050661984831,,0.0,0.08315116167068481
264064,0.00024412386119365692,445.7695412635803,1763260535.8248963,0.001585405319929123,-0.0017532333731651306,2783,634.0,,0.5344027876853943,0.0030690282583236694,0.0001416282611899078,,0.0,-0.11252748966217041
265088,0.00015115170390345156,446.87395453453064,1763260536.9293096,3.9283186197280884e-05,0.0010449811816215515,2793,634.0,,0.5008187294006348,0.0009761005640029907,0.00014101382112130523,,0.0,-0.3566398620605469
268194,,450.21644473075867,1763260540.2717998,,,2824,,500.0,,,,500.0,,
270194,,452.35098791122437,1763260542.406343,,,2843,,500.0,,,,500.0,,
271488,0.00025781162548810244,453.8177375793457,1763260543.8730927,0.0030658654868602753,-0.012734739109873772,2857,639.0,,0.5336354970932007,-0.010023355484008789,0.00013717358524445444,,0.0078125,-0.1809234619140625
273792,505.12554931640625,456.3900866508484,1763260546.4454417,0.0004631662741303444,-0.0014634979888796806,2882,641.0,,0.5453128218650818,-0.00353994220495224,0.00013579109509009868,,0.0,-0.001441359519958496
274688,0.0003532324335537851,457.257431268692,1763260547.3127863,0.001450798474252224,-0.003326679579913616,2890,641.0,,0.5346642732620239,-0.008428920060396194,0.00013525346003007144,,0.0,-0.3166170120239258
276736,0.00029757784795947373,459.48481154441833,1763260549.5401666,4.579965025186539e-05,0.0005197217687964439,2911,643.0,,0.5857195258140564,-0.00115957111120224,0.0001340245798928663,,0.0,-0.4091132879257202
278890,,461.86514377593994,1763260551.9204988,,,2935,,500.0,,,,500.0,,
280320,0.0003684515249915421,463.4848380088806,1763260553.540193,0.0018686894327402115,-0.02190161496400833,2949,645.0,,0.5316980481147766,0.008157346397638321,0.00013187403965275735,,0.0,-0.35790157318115234
281390,,464.639851808548,1763260554.6952069,,,2960,,500.0,,,,500.0,,
282890,,466.2769184112549,1763260556.3322735,,,2975,,500.0,,,,500.0,,
284288,289.9166259765625,467.82687306404114,1763260557.8822281,0.0008273180574178696,0.00016709789633750916,2989,648.0,,0.5177627801895142,-0.002777252346277237,0.00012949308438692242,,0.0,-0.0015511512756347656
285184,0.0001923340023495257,468.78339672088623,1763260558.8387518,0.000294731929898262,-0.0022632237523794174,2997,649.0,,0.5905541181564331,-0.002107042819261551,0.00012895544932689518,,0.0,-0.05377066135406494
286592,0.00026801956119015813,470.34083795547485,1763260560.396193,0.001895468682050705,0.015386687591671944,3011,649.0,,0.5687946677207947,0.0008642598986625671,0.00012811059423256665,,0.0,0.05957591533660889
290688,0.0008726476226001978,474.84600710868835,1763260564.9013622,0.0004870668053627014,-0.0010052379220724106,3051,652.0,,0.5502136945724487,-0.00044208019971847534,0.00012565284851007164,,0.0,-7.760770797729492
290816,522.5711059570312,474.99737429618835,1763260565.0527294,2.3383647203445435e-05,-0.003052845597267151,3053,652.0,,0.5429797768592834,-0.002607598900794983,0.00012557604350149632,,0.0,-0.0014166831970214844
292224,0.00018654602172318846,476.4332709312439,1763260566.488626,0.00027907174080610275,-0.004652050323784351,3066,653.0,,0.5343286991119385,-0.006646670401096344,0.0001247311884071678,,0.0,-2.500490188598633
292608,0.0005369224236346781,476.8626801967621,1763260566.9180353,0.00132825318723917,0.013132366351783276,3070,653.0,,0.5194552540779114,-0.016823675483465195,0.00012450077338144183,,0.0,0.1859380602836609
293799,,478.1075026988983,1763260568.1628578,,,3083,,69.0,,,,69.0,,
295299,,479.7087209224701,1763260569.764076,,,3098,,500.0,,,,500.0,,
295808,586.3125,480.2464780807495,1763260570.3018332,0.0006851647049188614,0.004693983122706413,3103,656.0,,0.5546149015426636,-0.0007768347859382629,0.00012258064816705883,,0.0,5.364418029785156e-05
298299,,482.80111265182495,1763260572.8564677,,,3127,,500.0,,,,500.0,,
298496,0.003918632864952087,483.0346496105194,1763260573.0900047,1.594051718711853e-05,-0.0004000682383775711,3129,657.0,,0.5988234281539917,0.0005920678377151489,0.0001209677429869771,,0.0,-2.096583127975464
299721,,484.2502381801605,1763260574.3055933,,,3141,,500.0,,,,500.0,,
299904,0.0036394738126546144,484.4881422519684,1763260574.5434973,0.0005695829167962074,0.006323683075606823,3143,658.0,,0.5085151195526123,-0.007576540112495422,0.00012012288789264858,,0.0,-0.24961161613464355
300221,,484.7722930908203,1763260574.8276482,,,3146,,500.0,,,,500.0,,
302720,0.00015135263674892485,487.05443954467773,1763260577.1097946,0.00032312795519828796,0.012000154703855515,3170,661.0,,0.5589544177055359,-0.0003841593861579895,0.00011843317770399153,,0.0,-0.0015587806701660156
304000,0.0002416390780126676,488.198442697525,1763260578.2537978,0.001581595279276371,-0.015264765359461308,3183,662.0,,0.607109546661377,-0.018886499106884003,0.00011766512761823833,,0.0,-0.03798389434814453
304512,0.00025481925695203245,488.68307876586914,1763260578.7384338,0.0002627577632665634,0.005496952682733536,3188,662.0,,0.5418710112571716,-0.0017571300268173218,0.00011735790758393705,,0.0,-0.00370180606842041
307328,0.00026446281117387116,491.2021050453186,1763260581.25746,0.00013610068708658218,-0.0004980666562914848,3217,665.0,,0.5253304839134216,-0.006139691919088364,0.00011566820467123762,,0.0,-0.010253548622131348
307968,550.0199584960938,491.7990653514862,1763260581.8544204,0.00014958251267671585,-0.0022017983719706535,3224,665.0,,0.5654425621032715,-0.003924071788787842,0.00011528417962836102,,0.0,-0.000152587890625
309936,,493.54407143592834,1763260583.5994265,,,3247,,28.0,,,,28.0,,
310144,0.0033948852214962244,493.7927210330963,1763260583.848076,0.0001392001286149025,-0.007260284386575222,3250,667.0,,0.5846887230873108,-0.0015813112258911133,0.00011397849448258057,,0.0,-0.0166856050491333
310400,0.00024020863929763436,494.0298054218292,1763260584.0851605,0.0006994828581809998,-0.004446867853403091,3252,668.0,,0.6030411124229431,0.013535421341657639,0.00011382488446542993,,0.0,-0.05074119567871094
310528,1018.9852294921875,494.1485860347748,1763260584.203941,0.0001289835199713707,0.005116949789226055,3255,668.0,,0.5712755918502808,-0.003321021795272827,0.00011374807945685461,,0.0,0.0011010169982910156
310975,,494.5153124332428,1763260584.5706675,,,3259,,500.0,,,,500.0,,
311808,0.01284018624573946,495.3773581981659,1763260585.4327133,1.677032560110092e-05,0.0012616785243153572,3272,669.0,,0.6307697296142578,-0.0006431490182876587,0.00011298002937110141,,0.0,-0.09632515907287598
312153,,495.63702750205994,1763260585.6923826,,,3275,,500.0,,,,500.0,,
312192,654.5650634765625,495.7217984199524,1763260585.7771535,4.7511421144008636e-05,-0.00195870827883482,3276,669.0,,0.5656539797782898,5.172938108444214e-05,0.00011274961434537545,,0.0,-0.0023218393325805664
314112,0.0009099860908463597,497.5386435985565,1763260587.5939987,0.00025485921651124954,-0.00386685598641634,3296,670.0,,0.5661082863807678,0.001612156629562378,0.00011159753921674564,,0.0,0.08730345964431763
314363,,497.6936025619507,1763260587.7489576,,,3299,,174.0,,,,174.0,,
317696,0.01000995747745037,500.8131408691406,1763260590.868496,8.381903171539307e-06,-0.0008558016270399094,3338,673.0,,0.5579580664634705,-0.00022115930914878845,0.00010944700625259429,,0.0,-0.8358690738677979
318592,916.3192138671875,501.64098858833313,1763260591.6963437,2.9690563678741455e-06,-0.00028290413320064545,3351,674.0,,0.5339081287384033,-8.150190114974976e-05,0.00010890937119256705,,0.0,0.015091121196746826
319232,0.009884689934551716,502.1938531398773,1763260592.2492082,0.0005215685814619064,0.0034064222127199173,3357,675.0,,0.5714627504348755,-0.003342963755130768,0.00010852534614969045,,0.0,-0.6785433292388916
319569,,502.4903042316437,1763260592.5456593,,,3360,,500.0,,,,500.0,,
323250,,506.0508482456207,1763260596.1062033,,,3398,,500.0,,,,500.0,,
323584,0.0012037667911499739,506.4341640472412,1763260596.4895191,4.740338772535324e-05,-0.0008787242695689201,3401,678.0,,0.5454743504524231,-0.002020827494561672,0.00010591397585812956,,0.0,-26.950641632080078
324096,0.0002305515226908028,506.9738483428955,1763260597.0292034,0.00035168975591659546,0.010902035981416702,3406,678.0,,0.5762836337089539,-0.0104169100522995,0.00010560675582382828,,0.0,0.2500080466270447
324224,0.0009876915719360113,507.0991597175598,1763260597.1545148,0.00016035791486501694,0.002112475223839283,3407,678.0,,0.533023476600647,0.0017566271126270294,0.00010552995081525296,,0.0,-1.4025747776031494
