losses/clipfrac,losses/value_loss,losses/old_approx_kl,_timestamp,charts/episodic_length,global_step,losses/policy_loss,losses/explained_variance,losses/entropy,losses/approx_kl,charts/episodic_return,_runtime,charts/learning_rate,_step,charts/SPS
0.0,0.00011638701835181564,0.0036046449095010757,1763260406.2989807,,158976,-0.005199268460273743,-0.13736367225646973,0.4520910084247589,0.0001338459551334381,,315.4700047969818,0.00020468510047066957,1768,554.0
0.013671875,0.0005137107218615711,-0.003130495548248291,1763260407.7676237,,159872,-0.015641003847122192,-0.02404618263244629,0.5638841390609741,0.003049507737159729,,316.9386477470398,0.00020414746541064233,1777,554.0
,,,1763260413.2220557,500.0,164094,,,,,500.0,322.39307975769043,,1818,
,,,1763260414.017532,500.0,164594,,,,,500.0,323.1885561943054,,1823,
,,,1763260417.3021226,500.0,167408,,,,,500.0,326.4731466770172,,1851,
,,,1763260417.9134119,500.0,167908,,,,,500.0,327.0844359397888,,1856,
,,,1763260419.202621,500.0,169037,,,,,500.0,328.37364506721497,,1868,
,,,1763260419.7472327,500.0,169537,,,,,500.0,328.91825675964355,,1873,
0.00390625,0.000251724268309772,-0.005608806386590004,1763260420.280235,,169984,-0.007039550691843033,-0.24237525463104248,0.5570992231369019,0.0036444813013076782,,329.45125913619995,0.00019807988428510725,1877,565.0
0.009765625,0.0004232788924127817,0.02445264719426632,1763260421.2747428,,170880,-0.023869939148426056,-0.592560887336731,0.44351205229759216,0.0056106168776750565,,330.44576692581177,0.00019754224922508,1886,566.0
0.0,0.005553777329623699,0.0007656775414943695,1763260422.2798796,,171776,-0.005646888166666031,0.2807413339614868,0.5142995119094849,0.0007460005581378937,,331.4509036540985,0.00019700461416505277,1895,567.0
0.0,735.4041137695312,-0.013543344102799892,1763260423.1620102,,172544,-0.00686907023191452,6.765127182006836e-05,0.5335967540740967,0.0005458565428853035,,332.3330342769623,0.00019654378411360085,1903,568.0
0.0,0.00013020662299823016,-0.001986171118915081,1763260423.5825605,,172928,-0.02023909240961075,-0.11246335506439209,0.5660594701766968,0.002518259920179844,,332.7535846233368,0.0001963133690878749,1906,568.0
0.0,436.80487060546875,0.0016389153897762299,1763260425.0934868,,174080,-4.521012306213379e-05,1.806020736694336e-05,0.5851083993911743,3.67630273103714e-05,,334.26451086997986,0.000195622124010697,1918,569.0
0.0,0.00029634765814989805,0.0068232035264372826,1763260425.4944913,,174336,-0.0050239358097314835,-0.10162913799285889,0.5363500714302063,0.0025016693398356438,,334.66551542282104,0.00019546851399354637,1920,569.0
0.0,0.0004270200151950121,0.009091805666685104,1763260429.984663,,176896,-0.003994204103946686,0.04699283838272095,0.5077691674232483,0.0018950160592794418,,339.15568709373474,0.00019393241382203996,1945,569.0
0.0,0.0005339825293049216,0.02365235611796379,1763260432.431476,,178304,-0.008481413125991821,-0.29588782787323,0.46521562337875366,0.0016119098290801048,,341.6025002002716,0.00019308755872771144,1959,569.0
0.0,0.005666967947036028,-0.007708257995545864,1763260434.900894,,179712,0.0008298829197883606,-0.014826178550720215,0.5179687738418579,0.0001814393326640129,,344.07191801071167,0.00019224270363338292,1973,569.0
0.0,0.0002134946407750249,0.00226608756929636,1763260436.4965549,,180992,0.0008188784122467041,0.11219072341918945,0.49891942739486694,6.811786442995071e-05,,345.66757893562317,0.00019147465354762971,1985,570.0
,,,1763260437.0951977,500.0,181537,,,,,500.0,346.2662217617035,,1991,
0.0,293.46246337890625,-0.002704741433262825,1763260438.3093185,,182656,0.0016315020620822906,4.172325134277344e-06,0.5120532512664795,0.00040427595376968384,,347.48034262657166,0.00019047618843615055,2002,572.0
0.0,0.007110053673386574,0.0010702591389417648,1763260438.8836892,,183168,-0.004582222551107407,0.024574875831604004,0.5190770626068115,0.00052662193775177,,348.05471324920654,0.00019016896840184927,2007,573.0
0.0,771.2235107421875,0.016212888062000275,1763260439.9108584,,184064,-0.0074027664959430695,-7.665157318115234e-05,0.4963809549808502,0.000832938589155674,,349.08188247680664,0.00018963133334182203,2016,574.0
0.0,0.00019830155360978097,-0.002546980045735836,1763260440.3208036,,184448,-0.00626692920923233,-0.0315251350402832,0.5234306454658508,0.0005246633663773537,,349.49182772636414,0.00018940091831609607,2019,574.0
0.0,0.00028987228870391846,-0.0008515873923897743,1763260441.0516784,,184960,-0.002772725187242031,-0.07128787040710449,0.531652569770813,0.0008556423708796501,,350.22270250320435,0.0001890936982817948,2024,575.0
0.0,0.00432067085057497,0.001406070776283741,1763260441.5320249,,185216,0.0035452628508210182,-0.04190778732299805,0.5196651220321655,5.5721960961818695e-05,,350.70304894447327,0.00018894008826464415,2027,575.0
0.0,0.0002035755751421675,-0.0026823654770851135,1763260441.9710748,,185472,-0.0007421895861625671,-0.01845252513885498,0.5667580366134644,0.0004950258880853653,,351.142098903656,0.0001887864782474935,2029,575.0
0.0,0.00024697446497157216,0.005528833717107773,1763260442.9217532,,185984,0.0027794837951660156,-0.03933823108673096,0.5656271576881409,0.0008210260421037674,,352.09277725219727,0.00018847925821319222,2034,574.0
,,,1763260444.7036028,500.0,187037,,,,,500.0,353.8746268749237,,2045,
0.0,465.9436950683594,-9.238161146640778e-05,1763260445.850713,,187648,-0.00035677477717399597,-2.491474151611328e-05,0.5854269862174988,3.458932042121887e-06,,355.02173709869385,0.00018748079310171306,2051,574.0
0.0,0.004221217706799507,0.000978771597146988,1763260446.0740073,,187776,0.00016885250806808472,-0.004324913024902344,0.599372148513794,0.0001521538943052292,,355.2450313568115,0.00018740398809313774,2052,574.0
0.0,749.2249145507812,0.000448065809905529,1763260449.1916225,,189568,0.0014310907572507858,1.4960765838623047e-05,0.6016136407852173,0.00012452248483896255,,358.36264657974243,0.00018632871797308326,2070,574.0
0.0,0.005165948066860437,0.001950390636920929,1763260450.36783,,190208,-0.02224983274936676,0.0006238222122192383,0.5303711891174316,0.0009161997586488724,,359.53885412216187,0.00018594470748212188,2076,574.0
0.0,0.00014801605721004307,0.006552659906446934,1763260453.625978,,192000,0.002592742443084717,-0.09248554706573486,0.5439404249191284,0.00039995741099119186,,362.79700207710266,0.0001848694373620674,2093,574.0
,,,1763260453.6764226,500.0,192037,,,,,500.0,362.84744668006897,,2094,
0.001953125,0.00010975985787808895,0.014727463945746422,1763260458.1062646,,194432,-0.00047697126865386963,-0.04147493839263916,0.5766903758049011,0.0011642351746559143,,367.2772886753082,0.00018341014219913632,2117,574.0
0.0,0.0003084282507188618,0.0001644957810640335,1763260461.0929499,,196736,-0.0029114484786987305,-0.4111744165420532,0.5490643382072449,0.0002445690333843231,,370.2639739513397,0.00018202765204478055,2141,575.0
0.0,0.0002046925073955208,-0.002640574239194393,1763260461.6916294,,197248,0.0007311850786209106,-0.19249629974365234,0.5594879388809204,0.00011101271957159042,,370.8626534938812,0.00018172043201047927,2146,576.0
,,,1763260461.729248,500.0,197331,,,,,500.0,370.9002721309662,,2147,
0.0,450.2976379394531,-3.938749432563782e-05,1763260461.8531911,,197376,0.0008394569158554077,-7.987022399902344e-06,0.5456745028495789,9.013339877128601e-06,,371.02421522140503,0.00018164362700190395,2148,576.0
0.0,0.0004072057781741023,0.005774336867034435,1763260462.694248,,198144,-0.014163464307785034,-0.1768348217010498,0.5007591247558594,0.0007592840120196342,,371.8652720451355,0.00018118279695045203,2155,577.0
,,,1763260464.7182512,500.0,199831,,,,,500.0,373.8892753124237,,2172,
0.0,0.0002602248277980834,0.0006480645388364792,1763260466.2474196,,201216,0.0055604539811611176,-0.17496991157531738,0.46444353461265564,0.00016727857291698456,,375.41844367980957,0.00017933947674464434,2185,580.0
0.0,748.302734375,0.0010931240394711494,1763260467.0174522,,201856,0.002661570906639099,0.0001531839370727539,0.46613356471061707,0.0003284243866801262,,376.1884763240814,0.00017895545170176774,2192,580.0
0.0,0.0056878430768847466,-0.0015640417113900185,1763260467.7281828,,202496,-0.0015639737248420715,-0.23646581172943115,0.5093696117401123,4.276912659406662e-05,,376.89920687675476,0.00017857142665889114,2198,581.0
0.0,0.0003456276608631015,-0.005558749660849571,1763260467.8613772,,202624,-0.0005628615617752075,0.0703972578048706,0.42429038882255554,0.0008244551718235016,,377.0324013233185,0.00017849462165031582,2199,581.0
,,,1763260469.1777523,500.0,203831,,,,,500.0,378.3487763404846,,2211,
0.0,0.0005784091190434992,0.021032776683568954,1763260469.5997398,,204160,-0.018181171268224716,0.09165102243423462,0.5229222774505615,0.002149621956050396,,378.77076387405396,0.00017757296154741198,2214,583.0
0.0,0.00025325812748633325,-4.336610436439514e-05,1763260470.3388124,,204800,-0.0010242834687232971,-0.6804184913635254,0.49262261390686035,0.0003553498536348343,,379.509836435318,0.00017718893650453538,2220,583.0
0.0,0.004330638330429792,-0.002091861329972744,1763260470.6432571,,205056,-0.0002316012978553772,0.04486227035522461,0.5365632176399231,3.8792379200458527e-05,,379.81428122520447,0.00017703532648738474,2223,583.0
0.0,0.0001581085816724226,-0.002755998633801937,1763260470.9081657,,205312,-0.00012407824397087097,0.021300077438354492,0.4660155177116394,2.7286820113658905e-05,,380.07918977737427,0.0001768817164702341,2225,584.0
,,,1763260470.938366,500.0,205331,,,,,500.0,380.1093900203705,,2226,
0.0,406.60272216796875,0.0011059977114200592,1763260471.0749042,,205440,0.001750808209180832,-2.396106719970703e-05,0.5055802464485168,0.00013033859431743622,,380.2459282875061,0.00017680491146165878,2227,584.0
,,,1763260471.5096722,500.0,205831,,,,,500.0,380.6806962490082,,2231,
,,,1763260471.9683995,500.0,206331,,,,,500.0,381.1394236087799,,2235,
0.0,407.7727355957031,0.0013100160285830498,1763260472.6593246,,206848,0.0007574707269668579,4.5299530029296875e-05,0.550765335559845,1.8157996237277985e-05,,381.8303487300873,0.00017596005636733025,2241,585.0
0.0,0.000411123939557001,0.003261362202465534,1763260473.5003157,,207616,-0.003502383828163147,-0.028226256370544434,0.5171195268630981,0.0009971624240279198,,382.6713397502899,0.00017549922631587833,2248,586.0
,,,1763260473.6744442,500.0,207831,,,,,500.0,382.8454682826996,,2250,
0.0,0.0005470641190186143,0.0001887856051325798,1763260474.0644593,,208128,-0.0033891331404447556,-0.08324611186981201,0.5400667190551758,0.00013065990060567856,,383.23548340797424,0.00017519200628157705,2253,586.0
0.0,0.003994448110461235,-0.00012184679508209229,1763260476.1550088,,210048,-0.0030929557979106903,0.1133837103843689,0.517102837562561,0.00021614879369735718,,385.3260328769684,0.00017403994570486248,2272,588.0
,,,1763260476.9987621,500.0,210831,,,,,500.0,386.1697862148285,,2280,
0.0,720.5792846679688,0.0007662614807486534,1763260478.7269547,,212352,0.004243738949298859,2.2649765014648438e-06,0.5098947882652283,8.41701403260231e-05,,387.8979787826538,0.0001726574555505067,2295,591.0
0.0,0.00035705024492926896,0.0034651001915335655,1763260479.1102812,,212736,-0.010791771113872528,-1.2297139167785645,0.49509134888648987,0.0011308295652270317,,388.28130531311035,0.00017242704052478075,2298,591.0
0.0,409.4798278808594,-5.738064646720886e-05,1763260480.3507586,,213888,-0.002634946256875992,0.0003510713577270508,0.4550282657146454,8.500181138515472e-05,,389.52178263664246,0.00017173579544760287,2310,592.0
0.0,0.0003540324978530407,-0.010245157405734062,1763260480.6181529,,214144,-0.013872362673282623,0.2856711745262146,0.47427642345428467,0.002403959631919861,,389.78917694091797,0.00017158218543045223,2312,592.0
0.0,0.00030756686464883387,-0.007745365612208843,1763260481.3107502,,214784,-0.004480414092540741,-0.127447247505188,0.5211599469184875,0.00024576950818300247,,390.48177433013916,0.00017119816038757563,2318,593.0
0.0,0.00041395254083909094,-0.007120845839381218,1763260481.751743,,215168,0.002346709370613098,-0.09878361225128174,0.46026939153671265,0.00038558244705200195,,390.922767162323,0.00017096774536184967,2322,593.0
,,,1763260481.909927,500.0,215331,,,,,500.0,391.0809509754181,,2324,
,,,1763260482.4758441,500.0,215831,,,,,500.0,391.64686822891235,,2329,
0.0,637.2633056640625,0.004503689706325531,1763260483.6297617,,216832,0.0031266435980796814,-7.867813110351562e-06,0.5027905106544495,0.00032994337379932404,,392.800785779953,0.0001699692802503705,2339,595.0
,,,1763260484.138295,500.0,217331,,,,,500.0,393.3093190193176,,2343,
,,,1763260484.7021368,500.0,217831,,,,,500.0,393.8731608390808,,2348,
0.0,536.645751953125,-0.0010842066258192062,1763260485.5273201,,218368,-0.00046459585428237915,-5.0067901611328125e-06,0.46710291504859924,0.00019215047359466553,,394.69834423065186,0.00016904762014746666,2354,596.0
,,,1763260486.5067294,500.0,219331,,,,,500.0,395.6777534484863,,2363,
0.0,221.66973876953125,-0.011121276766061783,1763260489.408525,,221952,0.0021552294492721558,6.973743438720703e-06,0.6040694117546082,0.0004604458808898926,,398.579549074173,0.0001668970799073577,2389,599.0
0.001953125,0.005455145612359047,-0.005240103229880333,1763260489.9859414,,222464,-0.004081882536411285,0.05460256338119507,0.5042639374732971,0.0009807273745536804,,399.1569654941559,0.0001665898598730564,2394,600.0
0.0,0.00017131699132733047,-0.0013157930225133896,1763260492.4345288,,224000,-0.00955178588628769,-0.022344589233398438,0.5567178130149841,0.0009413305670022964,,401.6055529117584,0.00016566819977015257,2409,600.0
0.0,572.439208984375,0.001148974522948265,1763260494.6188622,,225664,0.0009111836552619934,-3.063678741455078e-05,0.5109277367591858,8.415617048740387e-05,,403.7898862361908,0.0001646697346586734,2426,601.0
,,,1763260495.2680478,500.0,226067,,,,,500.0,404.439071893692,,2430,
,,,1763260498.4340074,500.0,228067,,,,,500.0,407.6050314903259,,2449,
0.0,294.1171569824219,-0.0007234048098325729,1763260500.4375541,,229632,0.0011211223900318146,1.2934207916259766e-05,0.5402389764785767,0.00041431188583374023,,409.60857820510864,0.00016228877939283848,2465,602.0
0.0,0.0014622106682509184,0.007505188696086407,1763260503.3634427,,232320,-0.005431637167930603,-0.0009685754776000977,0.5436211824417114,0.0008716760203242302,,412.53446674346924,0.00016067588876467198,2491,605.0
,,,1763260503.5311942,500.0,232567,,,,,500.0,412.7022182941437,,2493,
0.0,0.0001551441237097606,0.00032895058393478394,1763260505.0764737,,233856,-0.00011439621448516846,0.0016741752624511719,0.5614951252937317,6.780028343200684e-06,,414.24749779701233,0.00015975422866176814,2506,606.0
0.0,412.1824951171875,-0.0074544623494148254,1763260505.9186525,,234624,0.0006718635559082031,4.231929779052734e-06,0.5618609189987183,6.920658051967621e-05,,415.08967661857605,0.00015929339861031622,2514,607.0
0.0,0.005101166665554047,0.007439077831804752,1763260506.0574992,,234752,0.0027041323482990265,0.025390446186065674,0.5438617467880249,0.0004912195727229118,,415.22852325439453,0.0001592165936017409,2515,607.0
0.0,0.004326666239649057,-0.005604295991361141,1763260506.609349,,235264,-0.0019641704857349396,-0.00846254825592041,0.5149469375610352,0.0006694560870528221,,415.78037309646606,0.00015890937356743962,2520,607.0
0.0,406.79071044921875,0.0009552892297506332,1763260507.8798742,,236416,-0.0009870100766420364,0.00019502639770507812,0.5174827575683594,1.11311674118042e-05,,417.05089831352234,0.00015821812849026173,2533,608.0
,,,1763260508.6033647,500.0,237159,,,,,500.0,417.7743887901306,,2540,
0.0,0.006121908314526081,-0.0027151769027113914,1763260509.4095798,,237824,0.0003185216337442398,-0.021546125411987305,0.5385944843292236,0.0002589607611298561,,418.5806038379669,0.0001573732733959332,2547,609.0
,,,1763260511.9072876,500.0,240159,,,,,500.0,421.07831168174744,,2570,
0.0,426.5435485839844,-0.0007345983758568764,1763260512.0351381,,240256,-0.0006286650896072388,2.4616718292236328e-05,0.5540753602981567,4.714634269475937e-05,,421.2061622142792,0.00015591397823300213,2571,611.0
0.0,407.2294006347656,0.00164777971804142,1763260512.5580714,,240768,-0.0014428533613681793,-5.245208740234375e-06,0.564124345779419,0.0003937575966119766,,421.7290954589844,0.00015560675819870085,2576,612.0
0.0,0.004906986840069294,0.006630199030041695,1763260512.6916442,,240896,-0.0029750866815447807,-0.19000887870788574,0.5252695083618164,0.0008381940424442291,,421.86266827583313,0.00015552995319012552,2577,612.0
0.0,0.00022054632427170873,0.012187953107059002,1763260516.3746,,244096,-0.012431338429450989,-0.1394059658050537,0.5832579731941223,0.001980002038180828,,425.54562401771545,0.00015360982797574252,2608,614.0
0.0,582.0072021484375,-0.00485825352370739,1763260516.5294328,,244224,0.004649624228477478,-2.7060508728027344e-05,0.5726941227912903,0.0006318762898445129,,425.7004568576813,0.0001535330229671672,2610,615.0
0.0,278.4883728027344,0.004517653025686741,1763260518.774874,,246272,0.006442733108997345,4.208087921142578e-05,0.4887596368789673,0.0004276605322957039,,427.9458980560303,0.00015230414282996207,2630,616.0
0.0,0.0015276481863111258,0.00011724326759576797,1763260519.4907775,,246912,0.0016033276915550232,-0.03518021106719971,0.5238528251647949,9.506288915872574e-05,,428.6618015766144,0.00015192011778708547,2636,617.0
0.0,0.00024647009558975697,0.001939333975315094,1763260520.6371248,,247936,-0.0002092309296131134,-0.002741217613220215,0.5927120447158813,0.00023593753576278687,,429.8081488609314,0.0001513056777184829,2646,617.0
0.0,0.00014824331447016448,0.00626461673527956,1763260520.7740564,,248064,-0.002518240362405777,-0.12775015830993652,0.56332927942276,0.00033136922866106033,,429.94508051872253,0.0001512288727099076,2647,618.0
,,,1763260520.8192973,500.0,248159,,,,,500.0,429.9903213977814,,2648,
,,,1763260523.1388557,500.0,250159,,,,,500.0,432.3098797798157,,2668,
,,,1763260523.7070951,500.0,250659,,,,,500.0,432.8781192302704,,2673,
,,,1763260524.8512511,500.0,251659,,,,,500.0,434.0222752094269,,2683,
0.0,0.005482375156134367,0.00952522736042738,1763260525.3056362,,252032,-0.006349283270537853,-0.0612330436706543,0.5826244354248047,0.0006824666634202003,,434.47666025161743,0.0001488479319959879,2687,620.0
0.0,0.00034703267738223076,-0.0011246567592024803,1763260525.5933669,,252288,0.0007289126515388489,-0.1684410572052002,0.5138711333274841,4.55537810921669e-05,,434.76439094543457,0.00014869432197883725,2689,621.0
0.0,0.0007402357296086848,0.0034668100997805595,1763260525.900898,,252544,-0.002695266157388687,0.08737057447433472,0.6169784069061279,4.1973777115345e-05,,435.0719220638275,0.0001485407119616866,2692,621.0
0.0,0.00031993037555366755,-0.002367831766605377,1763260530.3936691,,256640,0.00025505200028419495,-0.09603607654571533,0.5989282727241516,4.460848867893219e-05,,439.56469321250916,0.00014608295168727636,2732,624.0
0.0,426.1787414550781,0.002083761617541313,1763260532.6648386,,258560,-0.00186840258538723,-4.470348358154297e-05,0.5296237468719482,4.61135059595108e-05,,441.83586263656616,0.00014493087655864656,2752,625.0
0.0,604.73779296875,0.0006545418873429298,1763260533.2685335,,259072,-0.0002677924931049347,1.9371509552001953e-05,0.6275997161865234,6.15948811173439e-05,,442.43955755233765,0.00014462365652434528,2757,626.0
0.0,0.0002357099874643609,0.0011430978775024414,1763260534.987973,,260608,-0.0023686587810516357,0.00677800178527832,0.6137087345123291,0.00011038407683372498,,444.1589970588684,0.00014370199642144144,2772,627.0
0.0,0.00018662733782548457,0.004744324833154678,1763260536.1467154,,261632,-0.006324112415313721,-0.3925842046737671,0.5930787324905396,0.000585898756980896,,445.31773948669434,0.00014308755635283887,2782,627.0
,,,1763260536.1889372,500.0,261721,,,,,500.0,445.359961271286,,2783,
,,,1763260537.2670875,88.0,262647,,,,,88.0,446.4381115436554,,2793,
0.0,0.0004341918393038213,0.00047966092824935913,1763260540.753861,,265600,0.001593681052327156,-0.4504038095474243,0.5330666303634644,5.900859832763672e-05,,449.92488503456116,0.00014070660108700395,2824,630.0
0.0,0.0005021835095249116,0.0012057879939675331,1763260542.941695,,267520,0.007008988410234451,-0.11855697631835938,0.5325391292572021,0.0005085552111268044,,452.1127190589905,0.00013955452595837414,2843,631.0
0.0,0.004575927276164293,0.002150505781173706,1763260544.5836136,,268928,-0.0006096772849559784,-0.3991888761520386,0.55889892578125,7.960572838783264e-05,,453.7546377182007,0.00013870967086404562,2857,632.0
0.0,0.0037230649031698704,0.002589842304587364,1763260547.430768,,271488,-0.0032220855355262756,-0.43715012073516846,0.49453669786453247,0.00021032430231571198,,456.6017920970917,0.00013717358524445444,2882,634.0
0.0,0.003265006234869361,-0.00028849951922893524,1763260548.3532476,,272384,0.0024666525423526764,-0.022675156593322754,0.5387623906135559,0.00024637021124362946,,457.5242717266083,0.0001366359501844272,2890,635.0
0.0,0.0003673062601592392,0.0005802717059850693,1763260550.748941,,274560,6.109848618507385e-05,-0.012336134910583496,0.5324974656105042,1.528114080429077e-05,,459.9199650287628,0.00013533026503864676,2911,636.0
0.0,0.0035592501517385244,0.0013834042474627495,1763260553.4951804,,276992,0.0043043941259384155,0.02752751111984253,0.5089080929756165,0.0002538328990340233,,462.66620445251465,0.00013387096987571567,2935,638.0
0.0,0.003909585997462273,-0.011720997281372547,1763260555.1135223,,278400,0.003110155463218689,-0.2123570442199707,0.4918513000011444,0.0004486655816435814,,464.28454637527466,0.00013302611478138715,2949,639.0
0.0,0.0002476096269674599,-0.0007252143695950508,1763260556.4561791,,279552,-0.0006308145821094513,-0.054039716720581055,0.5467475652694702,0.00027129892259836197,,465.6272032260895,0.00013233486970420927,2960,639.0
0.0,0.0002004432026296854,-0.0012175347656011581,1763260558.1790054,,281088,0.00045463815331459045,0.02911388874053955,0.511512815952301,1.2390315532684326e-05,,467.3500294685364,0.00013141320960130543,2975,640.0
0.0,0.0014533326029777527,-0.0001250971108675003,1763260559.7849383,,282496,0.0011434834450483322,-0.053774118423461914,0.44087880849838257,0.00011239014565944672,,468.9559624195099,0.0001305683545069769,2989,641.0
0.0,579.1537475585938,0.0003538839519023895,1763260560.6564267,,283264,0.006135514006018639,0.0002989768981933594,0.4705215394496918,0.0002383645623922348,,469.8274507522583,0.00013010752445552498,2997,641.0
,,,1763260562.3298905,500.0,284744,,,,,500.0,471.50091457366943,,3011,
0.0,0.0044113267213106155,0.00303852092474699,1763260567.1041398,,288896,0.008182467892765999,-0.09449732303619385,0.4807776212692261,0.000449630431830883,,476.2751638889313,0.0001267281040782109,3051,645.0
0.0,0.00014710698451381177,0.0003026556223630905,1763260567.3746665,,289152,0.001967925578355789,-0.033975839614868164,0.5548563003540039,0.00014460645616054535,,476.545690536499,0.00012657449406106025,3053,645.0
0.0,0.00366232730448246,0.0014416528865695,1763260568.7853217,,290432,-0.004326045513153076,-0.13971686363220215,0.5228978395462036,0.0002656644210219383,,477.9563457965851,0.00012580645852722228,3066,646.0
0.0,546.775634765625,0.000498434528708458,1763260569.22632,,290816,0.0007341429591178894,-2.753734588623047e-05,0.5469880104064941,1.268833875656128e-05,,478.39734411239624,0.00012557604350149632,3070,646.0
0.0,0.00043708161683753133,-0.002363894134759903,1763260570.6711059,,292224,0.0010777078568935394,-0.8252768516540527,0.5091302990913391,0.00018399953842163086,,479.842129945755,0.0001247311884071678,3083,647.0
,,,1763260572.2123742,500.0,293744,,,,,500.0,481.38339829444885,,3098,
,,,1763260572.744281,500.0,294244,,,,,500.0,481.9153051376343,,3103,
0.0,0.00025248946622014046,-0.0021147020161151886,1763260575.2912924,,296704,0.004792278632521629,-0.06004190444946289,0.5261368751525879,0.0003161448985338211,,484.4623165130615,0.00012204301310703158,3127,650.0
0.0,426.6901550292969,-0.0003480752930045128,1763260575.4064474,,296832,-0.0016611702740192413,-0.000148773193359375,0.5333027839660645,6.534997373819351e-05,,484.5774714946747,0.00012196620809845626,3129,650.0
0.0,0.00030961650190874934,-0.0014607757329940796,1763260576.5564868,,298112,0.001244373619556427,0.005746066570281982,0.5607486367225647,0.0001596212387084961,,485.72751092910767,0.00012119815801270306,3141,652.0
,,,1763260576.6696877,500.0,298244,,,,,500.0,485.8407118320465,,3143,
0.0,0.00010946431575575843,-0.0007900306954979897,1763260577.0404465,,298624,0.002056516706943512,0.11725527048110962,0.5174832344055176,1.861806958913803e-05,,486.21147060394287,0.00012089093797840178,3146,652.0
0.0,0.0001806700020097196,-0.0009930180385708809,1763260578.4190824,,300160,-0.00529266893863678,-0.17836320400238037,0.5824646949768066,0.00032451655715703964,,487.59010648727417,0.00011996927787549794,3161,653.0
0.0,0.000274309772066772,0.003016063943505287,1763260579.2370305,,301056,-0.002119898796081543,0.14510738849639893,0.5300224423408508,0.0002522636204957962,,488.4080545902252,0.0001194316428154707,3170,654.0
0.0,560.2916870117188,-0.004382717423141003,1763260580.3942034,,302336,0.005235198885202408,-0.00011622905731201172,0.5324304699897766,0.0004211096093058586,,489.5652275085449,0.00011866359272971749,3183,655.0
0.0,581.819091796875,-0.0010638367384672165,1763260580.8379998,,302848,0.0002363249659538269,-0.0001043081283569336,0.43148794770240784,9.139999747276306e-06,,490.0090239048004,0.00011835637269541621,3188,656.0
0.0,0.0035843919031322002,0.004071975126862526,1763260583.6105475,,305920,-0.0042662471532821655,-1.2790119647979736,0.5632843971252441,0.00043906643986701965,,492.7815716266632,0.00011651305976556614,3217,659.0
0.0,0.00013660758850164711,-0.001340406946837902,1763260584.315538,,306688,0.008600041270256042,0.05350017547607422,0.49353471398353577,0.0005364576354622841,,493.4865620136261,0.00011605222971411422,3224,659.0
0.0,0.0033287890255451202,-0.003473857417702675,1763260586.3856297,,308992,0.00020816177129745483,0.11335897445678711,0.5896207690238953,0.0001939181238412857,,495.55665373802185,0.00011466973955975845,3247,661.0
0.0,432.524658203125,-0.001391259953379631,1763260586.609272,,309248,0.0020155776292085648,0.00012701749801635742,0.5061776041984558,0.0001372452825307846,,495.780296087265,0.00011451612954260781,3250,661.0
0.0,0.0003248224384151399,0.0011998405680060387,1763260586.8296018,,309504,0.00046428292989730835,-0.009244441986083984,0.5016200542449951,4.829186946153641e-05,,496.00062584877014,0.00011436251952545717,3252,662.0
0.0,332.36199951171875,-0.000921265222132206,1763260587.0520473,,309760,0.00015064328908920288,-2.3603439331054688e-05,0.5528163909912109,3.86405736207962e-06,,496.2230713367462,0.00011420890950830653,3255,662.0
,,,1763260587.4560945,500.0,310244,,,,,500.0,496.6271185874939,,3259,
0.0,0.00021803972776979208,-0.001857290044426918,1763260588.6752205,,311552,-0.010814875364303589,-0.4959080219268799,0.5464061498641968,0.0003878641873598099,,497.84624457359314,0.00011313363938825205,3272,663.0
0.0,393.4177551269531,0.0012441836297512054,1763260588.8964305,,311808,-0.00038141757249832153,-0.00012171268463134766,0.5282148718833923,7.364898920059204e-06,,498.0674545764923,0.00011298002937110141,3275,664.0
0.0,0.0034032834228128195,0.001708364114165306,1763260589.0051906,,311936,-0.005503177642822266,-0.18352437019348145,0.5777825713157654,0.00029082782566547394,,498.1762146949768,0.00011290322436252609,3276,664.0
0.0,0.003424854716286063,0.0003884900361299515,1763260590.852362,,313984,0.0006149187684059143,-0.249947190284729,0.5591134428977966,0.0001373831182718277,,500.0233860015869,0.00011167434422532097,3296,666.0
,,,1763260591.073736,500.0,314244,,,,,500.0,500.2447600364685,,3299,
,,,1763260594.6596763,500.0,318244,,,,,500.0,503.83070039749146,,3338,
0.0,0.0003987092641182244,0.0009814286604523659,1763260596.0369134,,319616,-0.016136735677719116,-0.045743465423583984,0.4397432804107666,0.0006389254704117775,,505.20793747901917,0.00010829493112396449,3351,670.0
0.0,526.1652221679688,0.0005102548748254776,1763260596.6919239,,320256,0.0026121288537979126,-1.537799835205078e-05,0.5235199928283691,8.301809430122375e-06,,505.8629479408264,0.00010791090608108789,3357,671.0
0.0,0.00046226457925513387,-0.0022163689136505127,1763260597.0921478,,320640,0.002716807648539543,-0.13274908065795898,0.554969310760498,0.00020156614482402802,,506.2631719112396,0.00010768049105536193,3360,671.0
0.0,0.0038402616046369076,-0.00048398878425359726,1763260601.09995,,324480,0.0005055442452430725,0.09673988819122314,0.5515838861465454,3.0188821256160736e-05,,510.2709741592407,0.00010537634079810232,3398,673.0
0.0,0.005579567980021238,0.004175904206931591,1763260601.3753498,,324736,-0.009531460702419281,0.12302684783935547,0.46884405612945557,0.0003604898229241371,,510.54637384414673,0.00010522273078095168,3401,673.0
