losses/policy_loss,_timestamp,charts/learning_rate,losses/clipfrac,global_step,losses/old_approx_kl,charts/episodic_return,losses/value_loss,_step,losses/approx_kl,charts/episodic_length,losses/entropy,losses/explained_variance,_runtime,charts/SPS
,1763260114.5336301,,,0,,,,0,,,,,24.294679164886475,
-0.013723626732826233,1763260120.94995,0.0003000000142492354,0.0,128,0.006830496713519096,,49.70206069946289,7,0.0005819555371999741,,0.6925027370452881,-0.001591324806213379,30.710999011993408,84.0
,1763260123.012066,,,708,,42.0,,33,,42.0,,,32.773114919662476,
-0.00041749700903892517,1763260123.8560023,0.00029953918419778347,0.0,896,-0.00020660366863012314,,102.96894073486328,41,9.748153388500214e-06,,0.6871457099914551,-0.004817366600036621,33.61705136299133,202.0
,1763260124.4610329,,,1122,,60.0,,47,,60.0,,,34.222081899642944,
,1763260126.7453244,,,1565,,104.0,,64,,104.0,,,36.50637340545654,
,1763260128.0810544,,,1846,,26.0,,74,,26.0,,,37.842103481292725,
,1763260128.6342046,,,2025,,61.0,,77,,61.0,,,38.39525365829468,
,1763260130.0768702,,,2398,,21.0,,88,,21.0,,,39.83791923522949,
,1763260131.679288,,,2922,,68.0,,102,,68.0,,,41.44033694267273,
,1763260131.9886682,,,2963,,41.0,,104,,41.0,,,41.749717235565186,
0.01606225222349167,1763260136.9592764,0.0002970046189147979,0.0,5120,-0.00276970025151968,,220.03062438964844,133,0.0034505287185311317,,0.5826126337051392,0.024276018142700195,46.7203254699707,292.0
-0.016534708440303802,1763260139.0723047,0.00029646698385477066,0.0,6016,0.00051155686378479,,178.8079376220703,147,0.0006357058882713318,,0.5835369825363159,0.05005943775177002,48.833353757858276,306.0
-0.005347657948732376,1763260139.380145,0.00029639017884619534,0.0,6144,0.005392963066697121,,119.17723083496094,149,0.0013997573405504227,,0.5582687258720398,0.12775170803070068,49.141194105148315,308.0
0.0008927732706069946,1763260139.640796,0.00029631337383762,0.0,6272,0.000395200215280056,,189.7958984375,150,4.30746003985405e-05,,0.5911557078361511,0.06882309913635254,49.40184497833252,310.0
-0.0030694380402565002,1763260140.50287,0.00029608295881189406,0.0,6656,0.011146768927574158,,101.70471954345703,155,0.002859087660908699,,0.596062183380127,0.16986364126205444,50.26391911506653,315.0
-0.001965753734111786,1763260140.8177707,0.00029600615380331874,0.0,6784,0.0001436416059732437,,88.69465637207031,157,1.136772334575653e-05,,0.5971218347549438,0.20984143018722534,50.5788197517395,317.0
-0.0013775341212749481,1763260143.2545524,0.0002953917137347162,0.0,7808,0.0007699979469180107,,82.43966674804688,172,9.005609899759293e-05,,0.6042859554290771,0.3034561276435852,53.01560139656067,327.0
,1763260146.7471561,,,9372,,162.0,,195,,162.0,,,56.50820517539978,
-0.00752762146294117,1763260148.1317637,0.00029408602858893573,0.0,9984,0.003689647652208805,,60.951271057128906,203,0.0010178377851843834,,0.5741644501686096,0.2208508849143982,57.892812728881836,347.0
-0.0035412609577178955,1763260149.7368581,0.0002936251985374838,0.0,10752,-0.0041839247569441795,,74.42066192626953,213,0.0008225152269005775,,0.596198558807373,0.5936316251754761,59.49790716171265,354.0
0.00036017224192619324,1763260150.4323971,0.00029339478351175785,0.0,11136,-0.0011768611147999763,,50.92789840698242,217,0.00023406092077493668,,0.5796926021575928,0.6034978628158569,60.19344615936279,359.0
0.004667865112423897,1763260152.3038218,0.0002928571484517306,0.0,12032,-0.005389068275690079,,127.51930236816406,228,0.003177974373102188,,0.625876784324646,0.22810357809066772,62.064870834350586,366.0
-0.003882661461830139,1763260153.0874898,0.00029262673342600465,0.0,12416,-0.005464930087327957,,99.38858032226562,233,0.00019517913460731506,,0.5892840623855591,0.5832465291023254,62.848538875579834,368.0
0.0013384334743022919,1763260155.7715137,0.0002917818783316761,0.0,13824,0.00013480894267559052,,133.04771423339844,251,1.8639490008354187e-05,,0.6070958971977234,0.028239130973815918,65.53256273269653,380.0
-0.001556001603603363,1763260156.8667676,0.00029147465829737484,0.0,14336,0.0006559444591403008,,42.620643615722656,259,1.4965422451496124e-05,,0.617516815662384,0.5849785804748535,66.6278166770935,382.0
,1763260157.6625736,,,14787,,107.0,,265,,107.0,,,67.42362260818481,
,1763260158.744839,,,15299,,185.0,,273,,185.0,,,68.50588798522949,
-0.0024224743247032166,1763260158.937763,0.0002908602182287723,0.0,15360,-0.0010494887828826904,,64.58613586425781,274,3.558211028575897e-05,,0.6419099569320679,0.08866137266159058,68.69881200790405,388.0
-0.030489690601825714,1763260161.7468884,0.00029001536313444376,0.0,16768,0.012323297560214996,,109.34497833251953,292,0.0014673229306936264,,0.5540950298309326,0.023769080638885498,71.50793743133545,396.0
0.0029410086572170258,1763260167.0726647,0.0002887096779886633,0.0,18944,0.0015863999724388123,,82.06220245361328,321,7.683783769607544e-05,,0.6339340209960938,0.5075435042381287,76.83371376991272,397.0
-0.0030276477336883545,1763260168.405698,0.00028840245795436203,0.0,19456,0.014495697803795338,,46.81366729736328,327,0.0006315270438790321,,0.5546271800994873,0.8555067181587219,78.16674709320068,397.0
-0.005933880805969238,1763260169.0038872,0.0002882488479372114,0.0,19712,0.005088457837700844,,74.33729553222656,330,0.00014356710016727448,,0.5987424850463867,0.00833362340927124,78.76493620872498,397.0
,1763260169.3270295,,,19841,,379.0,,332,,379.0,,,79.08807849884033,
,1763260170.151224,,,20286,,277.0,,337,,277.0,,,79.91227293014526,
0.003434162586927414,1763260170.7099776,0.00028778801788575947,0.0,20480,-0.0004533156752586365,,104.62550354003906,340,0.0004753153771162033,,0.5984050035476685,0.05702245235443115,80.47102665901184,399.0
