losses/approx_kl,charts/SPS,charts/episodic_return,_runtime,losses/explained_variance,losses/old_approx_kl,charts/learning_rate,charts/episodic_length,_timestamp,losses/value_loss,losses/policy_loss,losses/entropy,losses/clipfrac,_step,global_step
0.0010180789977312088,925.0,,58.61234927177429,0.2042819857597351,-0.0009224750101566315,0.0002829493023455143,,1763260092.3168004,7.247143745422363,0.01929258182644844,0.5557104349136353,0.0,425,28544
0.002203577198088169,918.0,,60.38403677940369,0.9771066308021545,0.005010158754885197,0.0002821044472511858,,1763260094.0884879,2.9706978797912598,-0.012859178707003593,0.5953391194343567,0.0,441,29952
,,137.0,61.150503635406494,,,,137.0,1763260094.8549547,,,,,450,30618
,,500.0,63.562392473220825,,,,500.0,1763260097.2668436,,,,,471,32704
0.00033479370176792145,910.0,,64.60116815567017,0.00014346837997436523,6.522051990032196e-05,0.0002799539070110768,,1763260098.3056192,21.88309669494629,-0.007697384804487228,0.5605076551437378,0.0,481,33536
,,500.0,66.12835216522217,,,,500.0,1763260099.8328032,,,,,490,34458
3.0049122869968414e-05,880.0,,68.49385333061218,-0.2023308277130127,0.0019117342308163643,0.00027857141685672104,,1763260102.1983044,5.253206253051758,-0.0034380778670310974,0.5528267621994019,0.0,504,35840
5.688238888978958e-05,865.0,,70.50598073005676,0.0029145479202270508,-0.001466493122279644,0.00027788017177954316,,1763260104.2104318,4.397872447967529,-0.0010797381401062012,0.5504665374755859,0.0,515,36992
0.00040881242603063583,845.0,,73.16120624542236,0.0030614733695983887,-0.004932682029902935,0.00027703531668521464,,1763260106.8656573,181.84788513183594,0.0007073022425174713,0.5631295442581177,0.0,530,38400
0.00026037730276584625,834.0,,74.850026845932,-0.00024056434631347656,-0.0021901074796915054,0.0002764976816251874,,1763260108.554478,80.49346160888672,0.0012088268995285034,0.5916033983230591,0.0,539,39296
,,486.0,76.67875170707703,,,,486.0,1763260110.3832028,,,,,547,40182
,,49.0,78.45205235481262,,,,49.0,1763260112.1565034,,,,,555,40710
,,118.0,79.14061117172241,,,,118.0,1763260112.8450623,,,,,559,40992
,,490.0,80.9203097820282,,,,490.0,1763260114.6247609,,,,,568,41891
6.796419620513916e-05,767.0,,84.61462664604187,0.9630300998687744,-0.000123586505651474,0.00027388634043745697,,1763260118.3190777,1.7863547801971436,0.0013554543256759644,0.6142992377281189,0.0,595,43648
0.0014218464493751526,755.0,,86.91200184822083,0.6607592105865479,0.014918070286512375,0.0002732719003688544,,1763260120.616453,20.51177215576172,0.0021606311202049255,0.587547242641449,0.0,612,44672
,,168.0,87.19048500061035,,,,168.0,1763260120.894936,,,,,614,44832
,,121.0,89.25560188293457,,,,121.0,1763260122.960053,,,,,630,45810
0.002508843317627907,740.0,,90.01898241043091,0.8948330283164978,-0.013475723564624786,0.0002724270452745259,,1763260123.7234335,25.603574752807617,0.014835000038146973,0.5732833743095398,0.005859375,636,46080
0.0009937863796949387,737.0,,90.56444644927979,0.6672455072402954,0.004901561886072159,0.00027227343525737524,,1763260124.2688975,58.13980484008789,-0.02186187170445919,0.5700117945671082,0.0,640,46336
,,114.0,91.74223065376282,,,,114.0,1763260125.4466817,,,,,650,46947
,,180.0,93.85751986503601,,,,180.0,1763260127.561971,,,,,664,47875
0.00032837875187397003,715.0,,97.04592204093933,0.14141422510147095,0.005044801160693169,0.00027035331004299223,,1763260130.7503731,2.405850648880005,0.004308834671974182,0.5267165899276733,0.0,684,49536
1.4682300388813019e-05,713.0,,97.92240834236145,0.2681245803833008,0.0003100736066699028,0.00027004609000869095,,1763260131.6268594,2.6053173542022705,0.0008431226015090942,0.624305009841919,0.0,689,50048
0.002226445823907852,710.0,,99.4277982711792,-0.010655760765075684,0.02492363378405571,0.0002695084549486637,,1763260133.1322494,2.126692771911621,-0.01730325073003769,0.5378745198249817,0.0,698,50944
0.00015994813293218613,709.0,,100.11305785179138,-0.005965828895568848,3.3731572329998016e-05,0.00026927803992293775,,1763260133.817509,133.8544464111328,0.0004663020372390747,0.5485140085220337,0.0,702,51328
0.0006547607481479645,707.0,,101.0712058544159,-0.01028132438659668,0.009123682975769043,0.00026897081988863647,,1763260134.775657,75.77922821044922,0.00675598531961441,0.46421343088150024,0.0,707,51840
5.433708429336548e-05,702.0,,104.89583420753479,0.09216630458831787,0.0010490380227565765,0.0002675883297342807,,1763260138.6002853,0.8217352628707886,-0.002087678760290146,0.5485472679138184,0.0,729,54144
0.0002756202593445778,693.0,,109.40000486373901,0.8615109324455261,0.005597631447017193,0.0002661290345713496,,1763260143.104456,7.154787063598633,-0.0012207478284835815,0.49115756154060364,0.0,757,56576
,,141.0,109.9996907711029,,,,141.0,1763260143.7041419,,,,,762,56871
0.0033318065106868744,689.0,,110.7747573852539,0.9736576080322266,0.02364683523774147,0.000265745009528473,,1763260144.4792085,16.2530517578125,-0.015192322432994843,0.5483021140098572,0.005859375,767,57216
0.0058965906500816345,685.0,,111.92126512527466,0.9712866544723511,0.0187819916754961,0.00026543778949417174,,1763260145.6257162,25.556163787841797,0.01830822229385376,0.4905831515789032,0.0078125,775,57728
,,119.0,113.65852117538452,,,,119.0,1763260147.3629723,,,,,788,58540
0.0012832758948206902,678.0,,114.92511200904846,0.9821004867553711,0.0009881677106022835,0.0002645929343998432,,1763260148.629563,15.964543342590332,-0.022357607260346413,0.523544430732727,0.0,797,59136
0.0003578187897801399,675.0,,116.04943919181824,0.980212926864624,-0.0018602972850203514,0.00026428571436554193,,1763260149.7538903,18.337541580200195,-0.0048348307609558105,0.523597240447998,0.0,806,59648
0.0036407848820090294,673.0,,117.32736682891846,0.991946816444397,-0.02198612689971924,0.00026390168932266533,,1763260151.031818,5.063947677612305,-0.01756519265472889,0.5625913143157959,0.001953125,815,60288
0.001339579001069069,663.0,,124.4776566028595,0.8577024936676025,-0.016351422294974327,0.0002615975390654057,,1763260158.1821077,2.596465826034546,-0.02176215499639511,0.5959221720695496,0.0,863,64128
,,500.0,125.74934005737305,,,,500.0,1763260159.4537911,,,,,872,64929
0.0004392191767692566,661.0,,126.58157992362976,0.653705358505249,0.009446123614907265,0.0002608294889796525,,1763260160.286031,0.5379142761230469,-0.009041562676429749,0.5611024498939514,0.0,876,65408
0.020990023389458656,654.0,,134.69566082954407,-0.6357413530349731,0.01975984126329422,0.000258064508670941,,1763260168.400112,0.0669252946972847,-0.030833832919597626,0.5345932841300964,0.076171875,922,70016
0.002810630016028881,653.0,,136.0776207447052,-0.19124913215637207,0.007460254244506359,0.0002576036786194891,,1763260169.7820718,0.04717807099223137,-0.008955540135502815,0.5821144580841064,0.0,930,70784
,,500.0,137.4890570640564,,,,500.0,1763260171.1935081,,,,,938,71606
0.005587378516793251,651.0,,138.13253903388977,-0.053275227546691895,-0.0023717666044831276,0.0002569124335423112,,1763260171.83699,0.0017868231516331434,-0.03044978529214859,0.5863975286483765,0.01953125,941,71936
0.02200710028409958,651.0,,138.35192584991455,0.804010808467865,0.021725255995988846,0.00025683562853373587,,1763260172.056377,0.0017670784145593643,-0.03636402636766434,0.5906481146812439,0.078125,942,72064
,,500.0,139.31373596191406,,,,500.0,1763260173.018187,,,,,948,72606
,,500.0,143.87056612968445,,,,500.0,1763260177.5750172,,,,,974,75253
0.00116018857806921,646.0,,144.96952557563782,-0.0009235143661499023,-0.01976293884217739,0.0002546082832850516,,1763260178.6739767,472.0154113769531,-0.006044100970029831,0.49923524260520935,0.0,980,75776
0.002679922617971897,645.0,,145.94676852226257,-0.0014786720275878906,0.005701580084860325,0.0002543010632507503,,1763260179.6512196,332.9966735839844,0.019682615995407104,0.5421193242073059,0.0,985,76288
0.004396508447825909,643.0,,147.84340381622314,-0.0008196830749511719,-0.014305594377219677,0.00025368662318214774,,1763260181.547855,111.6707992553711,-0.02154720574617386,0.47008216381073,0.005859375,995,77312
0.008531203493475914,643.0,,148.3037576675415,0.20698189735412598,0.02744200825691223,0.0002535330131649971,,1763260182.0082088,0.0005081851268187165,-0.06111179292201996,0.5920806527137756,0.01171875,997,77568
5.2481889724731445e-05,640.0,,151.62025833129883,-0.001590132713317871,-0.00392492301762104,0.0002524577430449426,,1763260185.3247094,173.345703125,0.0020181871950626373,0.4793964624404907,0.0,1015,79360
0.003980819135904312,640.0,,152.53165197372437,-0.00030994415283203125,-0.006606005132198334,0.0002521505521144718,,1763260186.236103,68.08819580078125,-0.00018212385475635529,0.5027539134025574,0.0078125,1020,79872
0.0007089339196681976,639.0,,154.56202220916748,0.16261953115463257,-0.007194070145487785,0.0002514593070372939,,1763260188.2664733,0.0002528334443923086,-0.0027319639921188354,0.5077403783798218,0.0,1031,81024
0.0006531514227390289,636.0,,158.0279462337494,-0.28312790393829346,0.0016046930104494095,0.0002503072319086641,,1763260191.7323973,0.005323735997080803,0.003293469548225403,0.5300167202949524,0.0,1050,82944
,,500.0,158.51950550079346,,,,500.0,1763260192.2239566,,,,,1053,83253
,,500.0,159.44288039207458,,,,500.0,1763260193.1473315,,,,,1058,83753
2.5467947125434875e-05,634.0,,163.80825233459473,-0.001118302345275879,-0.001809665933251381,0.0002483103016857058,,1763260197.5127034,362.9351501464844,1.5772879123687744e-05,0.47862324118614197,0.0,1083,86272
0.012594846077263355,633.0,,165.2753665447235,-0.17773067951202393,-0.006538902409374714,0.00024777266662567854,,1763260198.9798176,0.0002319830673513934,-0.027771372348070145,0.52879798412323,0.068359375,1091,87168
0.004406633786857128,633.0,,167.88921785354614,-0.24823462963104248,0.004545999690890312,0.0002468510065227747,,1763260201.593669,0.0001816007716115564,0.010790470987558365,0.45222288370132446,0.00390625,1106,88704
0.00022382475435733795,632.0,,169.83888912200928,-0.0012631416320800781,0.008721455931663513,0.0002461597614455968,,1763260203.5433402,336.5611572265625,0.002748541533946991,0.5914844274520874,0.0,1118,89856
0.005259237252175808,632.0,,171.09341096878052,-0.28667187690734863,0.00918413046747446,0.0002456989313941449,,1763260204.797862,0.00035907214623875916,0.015246689319610596,0.5349299907684326,0.013671875,1125,90624
0.00037460867315530777,631.0,,172.4722511768341,-0.6617441177368164,0.003235382027924061,0.00024523810134269297,,1763260206.1767023,0.006874432787299156,-0.0022410694509744644,0.45098602771759033,0.0,1133,91392
0.0016966639086604118,630.0,,174.68072056770325,-0.24107813835144043,-0.006236703135073185,0.00024447005125693977,,1763260208.3851717,0.00014498548989649862,0.00618414580821991,0.5129210948944092,0.0,1145,92672
0.004774404689669609,629.0,,178.1064133644104,-0.023410320281982422,0.017497139051556587,0.00024331797612830997,,1763260211.8108644,8.697049634065479e-05,-0.012652370147407055,0.4881123900413513,0.0078125,1164,94592
0.006050011143088341,629.0,,178.3241879940033,-0.26921141147613525,0.01501721516251564,0.00024324117111973464,,1763260212.028639,0.00023441396479029208,-0.045468248426914215,0.4804859161376953,0.021484375,1165,94720
0.0032761646434664726,628.0,,179.47862315177917,-0.0009832382202148438,0.006119099445641041,0.00024285714607685804,,1763260213.1830742,144.67263793945312,0.0012673959136009216,0.48744088411331177,0.001953125,1172,95360
6.05778768658638e-05,627.0,,181.04414558410645,-1.4781951904296875e-05,-0.004506192170083523,0.0002423195110168308,,1763260214.7485967,390.7817077636719,0.0020702052861452103,0.5020369291305542,0.0,1181,96256
0.0015052659437060356,627.0,,181.97114205360413,-0.0005568265914916992,0.0061788493767380714,0.00024201229098252952,,1763260215.6755931,190.0614776611328,-0.01632365956902504,0.4871494770050049,0.0,1186,96768
0.0014261193573474884,626.0,,184.02310037612915,-0.18540024757385254,-0.009595317766070366,0.00024132104590535164,,1763260217.7275515,0.007831363007426262,-0.009924320504069328,0.5397425293922424,0.0,1197,97920
0.008571343496441841,625.0,,186.88709354400635,-0.05325579643249512,0.026655705645680428,0.00024032258079387248,,1763260220.5915446,0.000342117011314258,-0.015568803995847702,0.5783303380012512,0.0078125,1213,99584
,,500.0,187.1353633403778,,,,500.0,1763260220.8398144,,,,,1215,99753
,,36.0,189.0142903327942,,,,36.0,1763260222.7187414,,,,,1226,100789
0.005172285251319408,624.0,,189.88342833518982,-1.494800090789795,-0.010471475310623646,0.0002393241156823933,,1763260223.5878794,0.0003083681222051382,-0.007233571261167526,0.4648764729499817,0.08203125,1230,101248
0.0011566691100597382,624.0,,190.57435584068298,0.3132082223892212,0.0067408401519060135,0.00023909370065666735,,1763260224.278807,0.00016365048941224813,-0.009512972086668015,0.4919366240501404,0.0,1234,101632
0.009633808396756649,623.0,,192.59450125694275,0.29395347833633423,0.020324204117059708,0.00023840245557948947,,1763260226.2989523,0.00012918916763737798,-0.02522844821214676,0.45424583554267883,0.052734375,1245,102784
0.01298049557954073,623.0,,194.1645815372467,-0.21244120597839355,0.0003291117027401924,0.00023786482051946223,,1763260227.8690326,0.00011019904923159629,0.00867706909775734,0.5321828126907349,0.029296875,1254,103680
0.002148517407476902,621.0,,197.16454339027405,-0.00039124488830566406,0.0009073736146092415,0.00023686635540798306,,1763260230.8689945,96.25944519042969,0.018548201769590378,0.4799663722515106,0.0,1271,105344
0.0005564242601394653,620.0,,202.36542892456055,-0.30433380603790283,0.004955770447850227,0.0002350998402107507,,1763260236.06988,0.00017708685481920838,-0.005656663328409195,0.5113863945007324,0.0,1299,108288
,,500.0,209.7511601448059,,,,500.0,1763260243.4556112,,,,,1339,112289
0.0004466976970434189,616.0,,209.9719841480255,-0.0003293752670288086,-0.004016507416963577,0.00023264209448825568,,1763260243.6764352,306.1642761230469,-0.00543251633644104,0.5021488666534424,0.0,1340,112384
,,500.0,211.59785389900208,,,,500.0,1763260245.302305,,,,,1349,113289
,,500.0,213.8308117389679,,,,500.0,1763260247.5352628,,,,,1363,114789
9.035691618919373e-05,616.0,,214.19322538375854,-0.27737998962402344,0.0014801658689975739,0.00023110599431674927,,1763260247.8976765,0.008194233290851116,0.0007167905569076538,0.4807240962982178,0.0,1365,114944
0.0023746369406580925,616.0,,215.1107075214386,0.2652040719985962,0.015309332869946957,0.000230798774282448,,1763260248.8151586,0.00853137206286192,-0.009591614827513695,0.45277929306030273,0.001953125,1370,115456
0.00014403276145458221,615.0,,216.86209988594055,-0.033910155296325684,-0.00038956664502620697,0.00023018433421384543,,1763260250.566551,0.007322191260755062,-0.0025119930505752563,0.4915390610694885,0.0,1380,116480
0.006109926849603653,615.0,,217.0665638446808,0.039884984493255615,0.0446624681353569,0.0002301075292052701,,1763260250.771015,0.0004141555691603571,-0.001331619918346405,0.5455597639083862,0.013671875,1381,116608
,,500.0,219.02776455879211,,,,500.0,1763260252.7322156,,,,,1388,117289
0.0009633935987949371,612.0,,220.3269603252411,-0.18806350231170654,-0.007539574056863785,0.0002292626741109416,,1763260254.0314114,0.007424492388963699,-0.0065653398633003235,0.44555866718292236,0.0,1395,118016
0.0004728250205516815,612.0,,221.02031707763672,-0.0004596710205078125,0.007858620956540108,0.00022903225908521563,,1763260254.7247682,179.00250244140625,0.007273353636264801,0.54483962059021,0.0,1399,118400
0.002439870499074459,612.0,,222.11473870277405,-0.2240891456604004,-0.013829016126692295,0.00022864823404233903,,1763260255.8191898,0.004295573569834232,-0.008330008015036583,0.5491366386413574,0.00390625,1405,119040
,,500.0,226.79627108573914,,,,500.0,1763260260.5007222,,,,,1432,121789
0.0005863010883331299,611.0,,227.02468013763428,-0.0001329183578491211,-0.0039723701775074005,0.00022695852385368198,,1763260260.7291312,180.51356506347656,6.98193907737732e-05,0.5053682327270508,0.0,1433,121856
0.004336481913924217,610.0,,231.0679259300232,0.10269814729690552,-0.00560399703681469,0.00022557603369932622,,1763260264.772377,0.0002384779800195247,-0.011283811181783676,0.5938652753829956,0.001953125,1455,124160
0.004199571907520294,610.0,,231.284850358963,-0.008486032485961914,-0.0029308218508958817,0.0002254992286907509,,1763260264.9893014,0.00039929282502271235,-0.019477244466543198,0.5532684326171875,0.0,1456,124288
,,500.0,231.3329074382782,,,,500.0,1763260265.0373585,,,,,1457,124289
0.004312497563660145,612.0,,240.34622430801392,-0.06236720085144043,0.04349464923143387,0.0002219662128482014,,1763260274.0506754,0.00019918041652999818,-0.02198672853410244,0.5216813683509827,0.00390625,1514,130176
0.00022794771939516068,613.0,,241.08515238761902,-0.00023794174194335938,0.003922314383089542,0.0002215821878053248,,1763260274.7896035,133.81761169433594,0.0017733899876475334,0.4904654622077942,0.0,1521,130816
,,500.0,241.71780252456665,,,,500.0,1763260275.4222536,,,,,1525,131289
0.001001507043838501,613.0,,242.13837599754333,-0.07577085494995117,0.008841946721076965,0.0002211981627624482,,1763260275.842827,0.010365826077759266,0.007847514003515244,0.42147138714790344,0.0,1527,131456
0.0009758239611983299,613.0,,242.38793396949768,0.0008572936058044434,0.01313869934529066,0.00022112135775387287,,1763260276.092385,420.8458251953125,0.004137054085731506,0.37363195419311523,0.0,1529,131584
0.003379855304956436,613.0,,243.16606903076172,-0.0011137723922729492,0.010845718905329704,0.0002208141377195716,,1763260276.87052,56.29936218261719,0.040912069380283356,0.5264275670051575,0.0078125,1534,132096
0.013967829756438732,613.0,,243.57078981399536,-0.40032076835632324,-0.0070096710696816444,0.00022066052770242095,,1763260277.275241,9.855894313659519e-05,-0.043665215373039246,0.4698125123977661,0.083984375,1536,132352
,,500.0,244.6595814228058,,,,500.0,1763260278.3640325,,,,,1543,133081
0.0017221253365278244,613.0,,245.04244828224182,-0.2367997169494629,0.010501089505851269,0.0002201228926423937,,1763260278.7468994,0.008859509602189064,-0.003696821630001068,0.5394685864448547,0.001953125,1545,133248
0.00031495746225118637,613.0,,245.25676679611206,-0.025336146354675293,-0.002607240341603756,0.0002200460876338184,,1763260278.9612179,0.00035547808511182666,0.0008780807256698608,0.49495676159858704,0.0,1546,133376
,,500.0,247.15846848487854,,,,500.0,1763260280.8629196,,,,,1558,134581
0.0006001051515340805,613.0,,247.37173104286194,0.00030994415283203125,0.009421471506357193,0.00021927803754806519,,1763260281.0761821,157.918212890625,0.003496415913105011,0.49413883686065674,0.0,1559,134656
,,500.0,248.00362300872803,,,,500.0,1763260281.708074,,,,,1563,135081
0.0028450582176446915,613.0,,248.63173484802246,-0.07189011573791504,0.0022074375301599503,0.00021881720749661326,,1763260282.336186,0.0005862575490027666,-0.008862167596817017,0.513700008392334,0.015625,1566,135424
0.001780024729669094,615.0,,251.3754518032074,-4.7206878662109375e-05,0.0196884423494339,0.00021751152235083282,,1763260285.079903,242.64947509765625,0.0038581006228923798,0.494529128074646,0.0,1588,137600
0.00013254862278699875,615.0,,251.5086386203766,-0.20599365234375,0.0002956325188279152,0.0002174347173422575,,1763260285.2130897,0.005164854694157839,-0.0007114782929420471,0.3853468894958496,0.0,1589,137728
,,500.0,252.42353582382202,,,,500.0,1763260286.127987,,,,,1597,138581
,,500.0,254.0303943157196,,,,500.0,1763260287.7348454,,,,,1607,139581
0.0007713427767157555,616.0,,254.47321844100952,-0.015540242195129395,-0.0023531587794423103,0.00021620583720505238,,1763260288.1776695,0.005316222086548805,-0.009126037359237671,0.4663524031639099,0.0,1609,139776
0.0012307371944189072,616.0,,254.68058395385742,0.05546468496322632,-0.004497712478041649,0.00021612903219647706,,1763260288.385035,8.647605136502534e-05,-0.0029297955334186554,0.5434881448745728,0.0,1610,139904
,,500.0,254.92620706558228,,,,500.0,1763260288.6306581,,,,,1612,140081
0.0019010081887245178,616.0,,257.50260972976685,-0.20522522926330566,-0.007408220320940018,0.0002151305670849979,,1763260291.2070608,4.0306833398062736e-05,0.02611376903951168,0.4662509858608246,0.0,1626,141568
0.0032370761036872864,616.0,,259.4235198497772,-0.07262194156646729,0.01356202270835638,0.00021443932200782,,1763260293.127971,0.006528436206281185,-0.010587010532617569,0.5175479054450989,0.0,1638,142720
0.0008945949375629425,620.0,,265.9150240421295,-0.08816015720367432,0.00034029223024845123,0.00021144392667338252,,1763260299.6194751,0.0071421959437429905,-0.0013113096356391907,0.5287802219390869,0.0,1687,147712
,,500.0,271.8922953605652,,,,500.0,1763260305.5967464,,,,,1732,152293
0.004596749320626259,623.0,,274.0505187511444,-0.07868659496307373,-0.020851727575063705,0.00020791091083083302,,1763260307.7549698,3.237109922338277e-05,-0.0013151615858078003,0.5442452430725098,0.0,1745,153600
,,48.0,275.12655091285706,,,,48.0,1763260308.831002,,,,,1753,154341
4.425644874572754e-06,623.0,,275.3218367099762,0.000653386116027832,0.0005509220063686371,0.0002074500807793811,,1763260309.0262878,204.5599822998047,-0.0007261745631694794,0.46473219990730286,0.0,1754,154368
0.0012048548087477684,623.0,,277.11081647872925,0.04636126756668091,-0.003998708911240101,0.00020675883570220321,,1763260310.8152676,0.008176987059414387,0.0026635415852069855,0.48121315240859985,0.001953125,1765,155520
,,500.0,277.5237407684326,,,,500.0,1763260311.2281919,,,,,1768,155841
0.0002793576568365097,623.0,,279.1226360797882,-0.04171764850616455,3.718771040439606e-05,0.00020599078561645,,1763260312.8270872,9.442350710742176e-05,-0.004624355584383011,0.46728673577308655,0.0,1777,156800
0.00039259064942598343,627.0,,284.285089969635,0.00010377168655395508,-0.0030509447678923607,0.00020353302534203976,,1763260317.989541,380.7439880371094,0.00221906416118145,0.48861730098724365,0.0,1818,160896
0.003596557304263115,627.0,,284.9009156227112,6.812810897827148e-05,-0.014565305784344673,0.00020322580530773848,,1763260318.6053667,196.09454345703125,0.001374896615743637,0.5242144465446472,0.001953125,1823,161408
,,500.0,288.18630957603455,,,,500.0,1763260321.8907607,,,,,1851,164341
,,500.0,288.8053915500641,,,,500.0,1763260322.5098426,,,,,1856,164841
0.0006862515583634377,632.0,,290.30964612960815,-0.01470494270324707,0.006170242093503475,0.00020046082499902695,,1763260324.0140972,0.0033329895231872797,-0.0008824318647384644,0.5492532253265381,0.0,1868,166016
0.0006178580224514008,632.0,,290.90059757232666,-0.29709458351135254,0.007821233943104744,0.00020015360496472567,,1763260324.6050487,0.0048482888378202915,-0.004105500876903534,0.44554266333580017,0.0,1873,166528
0.00014286674559116364,633.0,,291.3053934574127,-0.00011789798736572266,-0.0017688591033220291,0.0001999231899389997,,1763260325.0098445,252.07247924804688,-4.0005892515182495e-05,0.553048312664032,0.0,1877,166912
,,500.0,292.3425669670105,,,,500.0,1763260326.047018,,,,,1886,167841
0.001436423510313034,635.0,,293.44722604751587,-0.055228352546691895,0.007967304438352585,0.0001987711148103699,,1763260327.1516771,0.00016641993715893477,-0.010647974908351898,0.5525638461112976,0.0,1895,168832
0.0005438318476080894,636.0,,294.33478260040283,-0.08142554759979248,0.0020462656393647194,0.000198310284758918,,1763260328.0392337,0.00024424088769592345,-0.0003782734274864197,0.5590189099311829,0.0,1903,169600
0.00019001401960849762,636.0,,294.6241068840027,9.047985076904297e-05,0.006196388974785805,0.00019815668929368258,,1763260328.328558,186.1040802001953,-0.005909785628318787,0.5126240849494934,0.0,1906,169856
0.003150245174765587,636.0,,296.5830178260803,0.731926679611206,0.002527467906475067,0.00019738863920792937,,1763260330.287469,0.00018410621851217002,-0.04799832031130791,0.5161464810371399,0.001953125,1918,171136
,,500.0,296.8402404785156,,,,500.0,1763260330.5446916,,,,,1920,171341
,,500.0,300.89757108688354,,,,500.0,1763260334.6020222,,,,,1945,173841
