losses/old_approx_kl,losses/value_loss,losses/explained_variance,losses/policy_loss,_step,losses/approx_kl,_runtime,_timestamp,charts/SPS,global_step,charts/episodic_return,losses/entropy,charts/learning_rate,charts/episodic_length,losses/clipfrac
-0.017556054517626762,131.85865783691406,0.3863903284072876,0.01935451477766037,684,0.0020355209708213806,117.52364039421082,1763260147.6000085,595.0,47616,,0.521663248538971,0.00027150538517162204,,0.00390625
0.001466166228055954,98.16639709472656,0.0013865232467651367,-0.006867162883281708,689,0.0005638971924781799,118.33183550834656,1763260148.4082036,596.0,48128,,0.5532830953598022,0.00027119816513732076,,0.0
,,,,698,,119.82958960533142,1763260149.9059577,,49041,451.0,,,451.0,
,,,,702,,120.46113443374634,1763260150.5375025,,49409,368.0,,,368.0,
-0.005041920579969883,1.0563467741012573,-0.11507666110992432,-0.005426434800028801,707,0.0004394007846713066,121.30326461791992,1763260151.3796327,596.0,49920,,0.5620014667510986,0.0002701228950172663,,0.0
0.001458689570426941,0.6356835961341858,0.09039980173110962,0.0009828675538301468,729,7.635913789272308e-05,124.8449957370758,1763260154.9213638,597.0,52096,,0.5807114839553833,0.00026881720987148583,,0.0
-0.0007659299299120903,0.37140223383903503,0.032311975955963135,0.004050198942422867,757,0.00034303124994039536,129.28379321098328,1763260159.3601613,597.0,54784,,0.5614466071128845,0.0002672043046914041,,0.0
-0.0029364293441176414,0.38655826449394226,0.26735013723373413,-0.0010272972285747528,762,0.00026173796504735947,130.11091709136963,1763260160.1872852,597.0,55296,,0.5463888049125671,0.0002668970846571028,,0.0
0.006494505330920219,0.2555089294910431,0.041059672832489014,-0.0012660212814807892,767,9.370222687721252e-05,130.89442110061646,1763260160.9707892,598.0,55808,,0.5247170329093933,0.00026658986462280154,,0.0
,,,,775,,132.1686019897461,1763260162.24497,,56659,500.0,,,500.0,
0.0008137086406350136,0.22908437252044678,0.15626269578933716,-0.012406572699546814,788,0.0011866213753819466,134.35160326957703,1763260164.4279714,599.0,57984,,0.5081570148468018,0.0002652841794770211,,0.0
0.0008322987705469131,0.1303730607032776,0.39263081550598145,-0.0009121671319007874,797,1.2004747986793518e-05,135.80871057510376,1763260165.8850787,599.0,58880,,0.5096562504768372,0.00026474654441699386,,0.0
0.0049276212230324745,169.20574951171875,-0.0001442432403564453,0.004373285919427872,806,0.0011698855087161064,137.23123168945312,1763260167.3075998,599.0,59776,,0.452512264251709,0.0002642089093569666,,0.0
0.004062280990183353,190.5198211669922,0.0010743141174316406,0.0005996227264404297,815,9.515974670648575e-05,138.65373611450195,1763260168.7301042,600.0,60672,,0.5675619840621948,0.0002636712742969394,,0.0
-0.002399078570306301,0.008946457877755165,0.07109260559082031,-0.01301530934870243,863,0.0015948629006743431,145.90449929237366,1763260175.9808674,602.0,65280,,0.5230066776275635,0.00026090629398822784,,0.001953125
0.020806139335036278,0.001432125922292471,-0.43820810317993164,-0.008979490026831627,872,0.01082495879381895,147.29887294769287,1763260177.375241,603.0,66176,,0.5036635398864746,0.0002603686589282006,,0.02734375
0.012125827372074127,0.004942044150084257,0.22127485275268555,-0.015094377100467682,876,0.003276566043496132,147.9091796875,1763260177.9855478,603.0,66560,,0.4606171250343323,0.00026013824390247464,,0.0
0.0025847144424915314,0.00013313270756043494,0.05503737926483154,-0.014431603252887726,922,0.003552056849002838,155.16694974899292,1763260185.2433178,605.0,71168,,0.4363009035587311,0.0002573732635937631,,0.0078125
0.003915364854037762,0.0039367154240608215,0.8092523217201233,-0.004227209836244583,930,0.009073196910321712,156.34615659713745,1763260186.4225247,605.0,71936,,0.40118664503097534,0.0002569124335423112,,0.041015625
,,,,938,,157.58103227615356,1763260187.6574004,,72765,500.0,,,500.0,
0.009450985118746758,0.0007598452502861619,0.7764917612075806,-0.0007437854073941708,941,0.0026214253157377243,158.15217113494873,1763260188.2285392,606.0,73088,,0.3997668921947479,0.0002562211884651333,,0.00390625
0.02087739296257496,0.008526552468538284,0.6346650719642639,-0.019446440041065216,942,0.012549382634460926,158.34546995162964,1763260188.421838,606.0,73216,,0.4345596730709076,0.000256144383456558,,0.072265625
,,,,948,,159.22157883644104,1763260189.297947,,73765,500.0,,,500.0,
-0.0036614108830690384,0.0021980097517371178,-0.16926813125610352,0.0019117705523967743,974,7.235072553157806e-05,163.4827437400818,1763260193.5591118,607.0,76416,,0.4408833086490631,0.000254224258242175,,0.0
-0.007164819166064262,0.0006491004023700953,0.7495997548103333,0.004005085676908493,980,0.0006103329360485077,164.47543358802795,1763260194.5518017,607.0,77056,,0.4282865524291992,0.0002538402331992984,,0.0
0.012455089949071407,0.0004104569961782545,0.2769659757614136,-0.008223623037338257,985,0.0028107697144150734,165.30106019973755,1763260195.3774283,607.0,77568,,0.44608795642852783,0.0002535330131649971,,0.0
0.006708539091050625,0.001045113313011825,-0.08540034294128418,-0.0060390084981918335,995,0.0009605316445231438,166.9370722770691,1763260197.0134404,607.0,78592,,0.4929995536804199,0.00025291857309639454,,0.0
,,,,997,,167.1773762702942,1763260197.2537444,,78765,500.0,,,500.0,
-0.01911279931664467,0.00045072264038026333,0.22299200296401978,-0.017972081899642944,1015,0.005226404406130314,170.28157019615173,1763260200.3579383,607.0,80640,,0.4559984803199768,0.00025168972206301987,,0.013671875
0.0010447250679135323,0.00014261012256611139,0.025690317153930664,-0.0007750652730464935,1020,0.00018289219588041306,171.13054132461548,1763260201.2069094,607.0,81152,,0.4034951329231262,0.0002513825020287186,,0.0
,,,,1031,,172.88569855690002,1763260202.9620667,,82265,500.0,,,500.0,
-0.013010895811021328,0.0005435845232568681,-0.8688504695892334,-0.00031348317861557007,1050,0.0018026260659098625,176.17197346687317,1763260206.2483416,607.0,84224,,0.4853867292404175,0.0002495391818229109,,0.0
0.0013322178274393082,0.004557111766189337,-0.10018420219421387,-0.014996040612459183,1053,0.0004694554954767227,176.61766242980957,1763260206.6940305,607.0,84480,,0.4826681613922119,0.00024938557180576026,,0.0
-0.0011475440114736557,0.0032499211374670267,-0.5006823539733887,-0.001704484224319458,1058,0.0003439374268054962,177.4795424938202,1763260207.5559106,607.0,84992,,0.5101351737976074,0.000249078351771459,,0.0
0.005393498577177525,0.0003860932483803481,0.3334265351295471,0.004150263965129852,1083,0.0017272280529141426,181.58656883239746,1763260211.662937,608.0,87552,,0.43916040658950806,0.0002475422515999526,,0.00390625
-0.002596684731543064,76.63408660888672,0.0002459287643432617,0.0027767308056354523,1091,6.854813545942307e-05,182.7576892375946,1763260212.8340573,608.0,88320,,0.4874686300754547,0.00024708142154850066,,0.0
-0.017163613811135292,112.60942077636719,-0.0001780986785888672,-0.0008339174091815948,1106,0.0014520306140184402,185.09116506576538,1763260215.1675332,609.0,89856,,0.49765685200691223,0.0002461597614455968,,0.0
0.0024171248078346252,0.0005258531309664249,0.1791340708732605,0.0029334723949432373,1118,6.719119846820831e-05,187.0904860496521,1763260217.1668541,609.0,91136,,0.4386538565158844,0.0002453917113598436,,0.0
-0.002077982760965824,102.2063217163086,-0.0003241300582885742,-0.009260294958949089,1125,0.00013709161430597305,188.13096737861633,1763260218.2073355,609.0,91776,,0.39812397956848145,0.000245007686316967,,0.0
-5.1002949476242065e-05,2.649211455718614e-05,0.2935795187950134,0.00013104453682899475,1133,0.0009120330214500427,189.44062042236328,1763260219.5169885,610.0,92672,,0.4284571409225464,0.00024447005125693977,,0.00390625
0.00398324616253376,40.728694915771484,1.7523765563964844e-05,-0.0030710026621818542,1145,0.00025365501642227173,191.20174884796143,1763260221.278117,610.0,93824,,0.4972187280654907,0.0002437788061797619,,0.0
,,,,1164,,194.1123456954956,1763260224.1887138,,95765,500.0,,,500.0,
0.009659350849688053,122.72775268554688,0.00012767314910888672,0.0045486800372600555,1165,0.0006215935572981834,194.29854655265808,1763260224.3749146,611.0,95872,,0.46655312180519104,0.00024254992604255676,,0.0
0.012193740345537663,0.0005970628699287772,0.23451489210128784,-0.027882849797606468,1172,0.0028503453359007835,195.4087746143341,1763260225.4851427,612.0,96640,,0.5084376335144043,0.00024208909599110484,,0.00390625
0.006038305349647999,0.0005882965051569045,0.02883625030517578,0.01369360089302063,1181,0.001475227065384388,196.79792165756226,1763260226.8742898,612.0,97536,,0.5220580101013184,0.0002415514609310776,,0.0
-0.013438185676932335,0.0004177284718025476,-0.10318410396575928,-0.01556597463786602,1186,0.004368847236037254,197.56187319755554,1763260227.6382413,612.0,98048,,0.564508855342865,0.00024124424089677632,,0.00390625
0.0070293014869093895,0.00012953807890880853,-0.05679786205291748,-0.0043783485889434814,1197,0.0011237161234021187,199.25899267196655,1763260229.3353608,613.0,99200,,0.5339648723602295,0.00024055299581959844,,0.005859375
,,,,1213,,201.65502977371216,1763260231.7313979,,100765,500.0,,,500.0,
0.007443889044225216,0.005620276555418968,-0.33465754985809326,-0.01090853288769722,1215,0.0027535827830433846,202.03386449813843,1763260232.1102326,614.0,100992,,0.5349537134170532,0.00023947772569954395,,0.0
0.0007493952289223671,0.0002316759346285835,-0.14771795272827148,-0.005478929728269577,1226,0.002234368585050106,203.8302936553955,1763260233.9066617,614.0,102144,,0.4282226264476776,0.00023878648062236607,,0.0
-0.029159871861338615,0.00023980317928362638,-0.28612685203552246,-0.012701287865638733,1230,0.004356326535344124,204.45208287239075,1763260234.528451,614.0,102528,,0.5320119857788086,0.0002385560655966401,,0.00390625
-0.0020903144031763077,0.004101922269910574,-0.1962956190109253,-0.002746840938925743,1234,0.00010886229574680328,205.0601987838745,1763260235.1365669,614.0,102912,,0.5090979933738708,0.00023832565057091415,,0.0
0.006056327372789383,0.0003125544171780348,-0.044319748878479004,0.0015321522951126099,1245,9.868666529655457e-05,206.84753727912903,1763260236.9239054,614.0,104064,,0.535024881362915,0.00023763440549373627,,0.0
-0.00377599336206913,0.004727281164377928,-0.3143155574798584,0.015817532315850258,1254,0.001252438873052597,208.1739797592163,1763260238.2503479,615.0,104960,,0.5168139934539795,0.00023709677043370903,,0.0
-0.00399827491492033,0.00019061920465901494,-1.7712490558624268,-0.009691357612609863,1271,0.006279051303863525,210.89911365509033,1763260240.9754817,615.0,106752,,0.5041790008544922,0.00023602150031365454,,0.021484375
0.014313185587525368,0.00035488553112372756,-0.04929018020629883,-0.017154216766357422,1299,0.002887098118662834,215.3344075679779,1763260245.4107757,616.0,109568,,0.5478714108467102,0.0002343317901249975,,0.001953125
0.005880898796021938,0.00012090663221897557,-0.20852375030517578,-0.0037930160760879517,1339,0.0006318883970379829,221.84366750717163,1763260251.9200356,616.0,113664,,0.5359383225440979,0.00023187404440250248,,0.0
,,,,1340,,221.89839577674866,1763260251.9747639,,113765,500.0,,,500.0,
0.0033140620216727257,9.70744586084038e-05,0.20500904321670532,-0.0031878724694252014,1349,0.0024818414822220802,223.40729117393494,1763260253.4836593,617.0,114688,,0.4956128001213074,0.00023125960433389992,,0.0078125
-0.013500248081982136,0.00038624770240858197,-0.16152024269104004,-0.009841680526733398,1363,0.0018418962135910988,225.6435363292694,1763260255.7199044,617.0,116096,,0.5226538777351379,0.0002304147492395714,,0.0
,,,,1365,,225.88072872161865,1763260255.9570968,,116265,500.0,,,500.0,
,,,,1370,,226.7316873073578,1763260256.8080554,,116765,500.0,,,500.0,
,,,,1380,,228.38353180885315,1763260258.4599,,117765,500.0,,,500.0,
-0.008934581652283669,184.5946502685547,0.0002435445785522461,-0.0031667128205299377,1381,0.00013610906898975372,228.58592915534973,1763260258.6622972,617.0,117888,,0.5285690426826477,0.0002293394791195169,,0.0
-0.005723019130527973,0.00010339420987293124,-0.42954134941101074,-0.008786313235759735,1388,0.002112296409904957,229.81130957603455,1763260259.8876777,617.0,118656,,0.5150532722473145,0.000228878649068065,,0.001953125
0.00202083308249712,280.68365478515625,-0.0008488893508911133,0.002071559429168701,1395,0.00016447808593511581,230.88756012916565,1763260260.9639282,617.0,119296,,0.42243409156799316,0.00022849462402518839,,0.0
,,,,1399,,231.53367948532104,1763260261.6100476,,119765,500.0,,,500.0,
0.017558913677930832,79.08281707763672,0.0002741813659667969,-0.013527587056159973,1405,0.0019647451117634773,232.5617232322693,1763260262.6380913,617.0,120320,,0.5172489881515503,0.00022788018395658582,,0.0
0.018224254250526428,0.0004590230528265238,-0.11384522914886475,-0.012448389083147049,1432,0.003013109788298607,236.72220706939697,1763260266.7985752,618.0,123136,,0.46571311354637146,0.00022619047376792878,,0.0
0.04645461589097977,0.00018928719509858638,-0.10592126846313477,0.008723625913262367,1433,0.011622177436947823,236.91358995437622,1763260266.989958,618.0,123264,,0.481382817029953,0.00022611366875935346,,0.029296875
-0.002809833735227585,0.003782589454203844,-0.40379858016967773,-0.004223957657814026,1455,0.00046424567699432373,240.15977954864502,1763260270.2361476,619.0,125440,,0.5438416004180908,0.00022480798361357301,,0.0
-0.013142145238816738,0.0005402526585385203,-0.06305694580078125,-0.006693512201309204,1456,0.002381141297519207,240.35151290893555,1763260270.427881,619.0,125568,,0.5017486810684204,0.0002247311786049977,,0.00390625
-0.004511565901339054,0.00012171064736321568,-0.0753781795501709,-0.00043683499097824097,1457,0.0004484010860323906,240.51540279388428,1763260270.591771,619.0,125696,,0.5389907360076904,0.00022465437359642237,,0.0
0.0005286168307065964,0.003691640915349126,-0.04747819900512695,-0.003712935373187065,1514,0.00025237537920475006,248.8594958782196,1763260278.935864,622.0,131456,,0.4447435140609741,0.0002211981627624482,,0.0
-0.005614918656647205,0.00013017753371968865,-0.2592768669128418,-0.004781315103173256,1521,0.0007860707119107246,250.06377625465393,1763260280.1401443,622.0,132224,,0.48788535594940186,0.00022073733271099627,,0.0
0.0029883766546845436,0.00043266231659799814,-0.36619269847869873,0.0004703514277935028,1525,0.0003018667921423912,250.71455693244934,1763260280.790925,622.0,132608,,0.4695967733860016,0.0002205069176852703,,0.0
,,,,1527,,250.92493081092834,1763260281.001299,,132765,500.0,,,500.0,
0.009145394898951054,0.0068819643929600716,0.3838686943054199,-0.01856756955385208,1529,0.0012684362009167671,251.28336644172668,1763260281.3597345,622.0,132992,,0.45778870582580566,0.00022027650265954435,,0.0
-0.004368895664811134,0.006452109664678574,-0.07020294666290283,-0.0011801347136497498,1534,0.00024216249585151672,252.11487293243408,1763260282.191241,622.0,133504,,0.47863927483558655,0.00021996928262524307,,0.0
-0.004931440576910973,0.00017820845823735,0.1397131085395813,-0.004317192360758781,1536,0.0004092678427696228,252.51052045822144,1763260282.5868886,622.0,133760,,0.44146591424942017,0.00021981567260809243,,0.0
0.0005139894783496857,0.004725013859570026,-0.21187162399291992,-0.0008748024702072144,1543,1.1617317795753479e-05,253.51847195625305,1763260283.59484,622.0,134400,,0.4741142988204956,0.00021943164756521583,,0.0
-0.007636655122041702,0.00028217225917614996,-0.21549320220947266,-0.0057373493909835815,1545,0.0001761317253112793,253.89278364181519,1763260283.9691517,622.0,134656,,0.4649406671524048,0.00021927803754806519,,0.0
,,,,1546,,253.94991898536682,1763260284.026287,,134765,500.0,,,500.0,
-0.00041482318192720413,0.0038806376978754997,0.35982024669647217,0.005982572212815285,1558,0.00202049408107996,255.89363312721252,1763260285.9700012,622.0,135936,,0.4323723018169403,0.00021850998746231198,,0.005859375
-0.0006228592246770859,0.00026967929443344474,-0.08300244808197021,-0.0014794915914535522,1559,0.0003093406558036804,256.0656566619873,1763260286.1420248,622.0,136064,,0.4808717370033264,0.00021843318245373666,,0.0
-0.0015497272834181786,0.005751705262809992,-0.22336232662200928,-0.002037579193711281,1563,0.000141228549182415,256.6472454071045,1763260286.7236135,622.0,136448,,0.46621352434158325,0.0002182027674280107,,0.0
,,,,1566,,257.04550433158875,1763260287.1218724,,136765,500.0,,,500.0,
-0.0009934380650520325,0.00495821051299572,-0.34039080142974854,0.004151944071054459,1588,0.00014853104948997498,260.147034406662,1763260290.2234025,624.0,139008,,0.5093194842338562,0.0002166666672565043,,0.0
-0.005596154369413853,0.0002526267780922353,0.19365274906158447,0.0018245186656713486,1589,0.0002249712124466896,260.3059446811676,1763260290.3823128,624.0,139136,,0.5113537311553955,0.00021658986224792898,,0.0
0.004032081924378872,0.0037950414698570967,0.1627405881881714,-0.0033562947064638138,1597,0.00022298190742731094,261.40122509002686,1763260291.4775932,625.0,139904,,0.5321261882781982,0.00021612903219647706,,0.0
0.0015094680711627007,0.004198700655251741,0.04579430818557739,-0.0011480040848255157,1607,4.323292523622513e-05,263.0633659362793,1763260293.139734,625.0,140928,,0.5233075618743896,0.0002155145921278745,,0.0
0.020043248310685158,0.00012419529957696795,-0.003714919090270996,-0.007348009385168552,1609,0.002093425951898098,263.44110131263733,1763260293.5174694,625.0,141184,,0.4931875765323639,0.00021536098211072385,,0.0078125
,,,,1610,,263.4960377216339,1763260293.5724058,,141265,500.0,,,500.0,
0.005243653431534767,0.0029251552186906338,0.26669567823410034,-0.0009738504886627197,1612,0.0001664869487285614,263.92211079597473,1763260293.998479,624.0,141440,,0.5156782269477844,0.0002152073720935732,,0.0
0.004302864894270897,424.8397216796875,-0.0001304149627685547,0.0027192719280719757,1626,0.00025433674454689026,266.26352310180664,1763260296.3398912,624.0,142848,,0.5132524371147156,0.0002143625169992447,,0.0
-0.0015811491757631302,0.00025647348957136273,-0.08180534839630127,-0.020188815891742706,1638,0.009085912257432938,268.296106338501,1763260298.3724744,624.0,144128,,0.5246225595474243,0.0002135944669134915,,0.033203125
0.011227184906601906,0.00036408775486052036,-0.3040740489959717,9.157508611679077e-05,1687,0.0013179890811443329,275.97319984436035,1763260306.049568,625.0,149120,,0.5316559672355652,0.000210599071579054,,0.0
-0.0009525781497359276,0.00018926993652712554,-0.38503241539001465,0.00013991817831993103,1732,0.0005189375951886177,282.927987575531,1763260313.0043557,626.0,153728,,0.5274016857147217,0.0002078341058222577,,0.0
0.0022960565984249115,0.0035335796419531107,-0.11984169483184814,-0.0024068281054496765,1745,0.0002511311322450638,285.110333442688,1763260315.1867015,626.0,155008,,0.5683295130729675,0.0002070660557365045,,0.0
0.0017303992062807083,257.7622985839844,0.0002383589744567871,0.004241291433572769,1753,0.00031224265694618225,286.2668743133545,1763260316.3432424,626.0,155776,,0.4771953225135803,0.00020660522568505257,,0.0
-0.014971166849136353,0.005258412100374699,0.3561263680458069,-0.0019826097413897514,1754,0.0006733983755111694,286.468786239624,1763260316.5451543,626.0,155904,,0.5163472890853882,0.00020652842067647725,,0.0
-0.0033203763887286186,0.000171628751559183,-0.12599682807922363,-0.007931619882583618,1765,0.000893264077603817,288.14371633529663,1763260318.2200844,626.0,157056,,0.5420491695404053,0.00020583717559929937,,0.0
0.0005398401990532875,52.533084869384766,5.960464477539063e-08,-0.0010039471089839935,1768,2.924446016550064e-05,288.62596130371094,1763260318.7023294,626.0,157312,,0.544776201248169,0.00020568356558214873,,0.0
,,,,1777,,290.0336649417877,1763260320.110033,,158265,500.0,,,500.0,
0.004620909690856934,0.17387329041957855,0.0887802243232727,-0.004341453313827515,1818,0.0006109848618507385,296.1869945526123,1763260326.2633626,628.0,162432,,0.4631950855255127,0.00020261136523913592,,0.0
-0.0011473624035716057,0.011228484101593494,0.26603853702545166,-0.004042210057377815,1823,0.0006385939195752144,296.9888617992401,1763260327.06523,628.0,162944,,0.4262842535972595,0.00020230414520483464,,0.0
,,,,1851,,300.8665521144867,1763260330.9429202,,165461,371.0,,,371.0,
,,,,1856,,301.5958731174469,1763260331.6722412,,165933,472.0,,,472.0,
-0.003066231496632099,0.002074160613119602,0.32701045274734497,-0.004127908498048782,1868,0.001317436806857586,303.40554642677307,1763260333.4819145,628.0,167168,,0.5135135650634766,0.00019976957992184907,,0.0
