charts/SPS,_runtime,losses/entropy,losses/policy_loss,losses/value_loss,losses/old_approx_kl,charts/episodic_length,losses/approx_kl,charts/learning_rate,_timestamp,losses/explained_variance,_step,global_step,charts/episodic_return,losses/clipfrac
712.0,475.949999332428,0.43247175216674805,-0.004381588660180569,227.37075805664062,0.004468743689358234,,0.00013423804193735123,0.00010837173613253981,1763260509.4737144,0.0036368370056152344,3360,319488,,0.0
,480.262494802475,,,,,500.0,,,1763260513.7862098,,3398,323375,500.0,
713.0,480.66076040267944,0.4217785894870758,-0.003983272239565849,0.0003934770938940346,-0.0018713576719164848,,0.0002306746318936348,0.00010583717084955424,1763260514.1844754,0.6775424480438232,3401,323712,,0.0
714.0,481.23494958877563,0.34312745928764343,0.0035476945340633392,0.0003884138714056462,-0.0008539203554391861,,9.19196754693985e-05,0.00010552995081525296,1763260514.7586646,0.38222354650497437,3406,324224,,0.0
714.0,481.36309242248535,0.3507842421531677,-0.003700844943523407,0.0003044898039661348,0.0018740585073828697,,7.581990212202072e-05,0.00010545314580667764,1763260514.8868074,0.4593689441680908,3407,324352,,0.0
714.0,482.6882224082947,0.3645632266998291,-0.001547195017337799,0.0030974913388490677,0.002674355171620846,,0.00015625450760126114,0.00010476190800545737,1763260516.2119374,0.818127453327179,3419,325504,,0.0
715.0,483.50784063339233,0.3653413653373718,-0.005823520943522453,0.00039824191480875015,-0.003981705754995346,,0.0014943089336156845,0.00010430107795400545,1763260517.0315557,-0.4558771848678589,3426,326272,,0.0
715.0,483.66779804229736,0.36988627910614014,0.0034677833318710327,393.9230651855469,-0.006523316726088524,,0.0006221812218427658,0.00010422427294543013,1763260517.191513,-0.0014411211013793945,3428,326400,,0.0
715.0,484.57389307022095,0.35993820428848267,0.0008676610887050629,0.0006349237519316375,0.0027633756399154663,,0.00018429569900035858,0.00010376344289397821,1763260518.097608,-0.16845858097076416,3435,327168,,0.0
716.0,486.3019118309021,0.34903234243392944,-0.0030380021780729294,0.0004361287865322083,0.006187240593135357,,0.0014172578230500221,0.00010284178279107437,1763260519.8256269,-0.011657476425170898,3450,328704,,0.0
716.0,486.43670892715454,0.28151848912239075,-0.0015721693634986877,0.00047894089948385954,0.00509974081069231,,0.0001628408208489418,0.00010276497778249905,1763260519.960424,0.11343145370483398,3451,328832,,0.0
,487.99996519088745,,,,,500.0,,,1763260521.5236802,,3462,329875,500.0,
,489.62470030784607,,,,,500.0,,,1763260523.1484153,,3476,331375,500.0,
716.0,490.0109369754791,0.32449108362197876,-0.0016173981130123138,0.0007219058461487293,-0.002189250662922859,,0.0001934487372636795,0.000101075267593842,1763260523.534652,-1.399198293685913,3479,331648,,0.0
717.0,492.12364292144775,0.38742202520370483,-0.009017527103424072,0.004860313143581152,0.0019635669887065887,,0.00015782564878463745,9.99231924652122e-05,1763260525.647358,-0.2421555519104004,3498,333568,,0.0
717.0,492.63805770874023,0.4555361270904541,0.000566437840461731,0.0040787323378026485,-0.0016780206933617592,,0.0003195730969309807,9.961597243091092e-05,1763260526.1617727,-0.6138602495193481,3503,334080,,0.001953125
718.0,493.80885004997253,0.37597736716270447,-0.0011189691722393036,0.005229473114013672,-0.0003195200115442276,,2.713128924369812e-05,9.900153963826597e-05,1763260527.332565,0.2967935800552368,3513,335104,,0.0
,495.1727147102356,,,,,500.0,,,1763260528.6964297,,3525,336375,500.0,
719.0,496.56581830978394,0.419284850358963,-0.014091532677412033,0.004835999105125666,-0.005759233608841896,,0.0006684642285108566,9.754224447533488e-05,1763260530.0895333,0.3189486861228943,3537,337536,,0.0
720.0,498.4976806640625,0.44215020537376404,-0.00031037628650665283,0.000340516387950629,-0.002145957201719284,,6.10649585723877e-05,9.64669743552804e-05,1763260532.0213957,0.45812779664993286,3554,339328,,0.0
,498.51761531829834,,,,,500.0,,,1763260532.0413303,,3555,339375,500.0,
721.0,500.885862827301,0.4636324942111969,-0.0030492059886455536,0.005452575162053108,-0.005288111977279186,,0.00028428155928850174,9.516128920949996e-05,1763260534.4095778,0.6624529361724854,3576,341504,,0.0
721.0,501.1351671218872,0.4368220567703247,0.00022657588124275208,0.0005783506203442812,-0.001148320734500885,,4.411861300468445e-05,9.500767919234931e-05,1763260534.6588821,0.33766841888427734,3578,341760,,0.0
721.0,501.41596722602844,0.39306163787841797,0.0007949620485305786,0.004150731489062309,-0.0009151091799139977,,4.2003579437732697e-05,9.485406917519867e-05,1763260534.9396822,-0.17018365859985352,3581,342016,,0.0
,502.27531027793884,,,,,500.0,,,1763260535.7990253,,3589,342875,500.0,
722.0,504.95422887802124,0.48439961671829224,0.0013686269521713257,0.0004945363034494221,-0.00114352535456419,,3.890227526426315e-05,9.285714622819796e-05,1763260538.477944,-0.4016331434249878,3613,345344,,0.0
723.0,505.91357493400574,0.49139106273651123,-0.0007085427641868591,0.0005255609867163002,-0.0006507532671093941,,0.00011010374873876572,9.231951116817072e-05,1763260539.43729,-1.5333878993988037,3622,346240,,0.0
724.0,507.8674612045288,0.4513935446739197,0.00044721364974975586,0.005457528866827488,0.001062273047864437,,9.248871356248856e-05,9.124424104811624e-05,1763260541.3911762,-1.2403390407562256,3640,348032,,0.0
724.0,509.6291387081146,0.43731340765953064,-8.001178503036499e-05,0.0007992489845491946,-0.0021906187757849693,,8.461344987154007e-05,9.024577593663707e-05,1763260543.1528537,-0.211561918258667,3656,349696,,0.0
725.0,510.97156286239624,0.36389270424842834,-0.004292026162147522,178.50491333007812,-0.0007223840802907944,,0.000322878360748291,8.947772585088387e-05,1763260544.495278,-0.001099228858947754,3669,350976,,0.0
726.0,512.0686991214752,0.4604952037334442,0.000588390976190567,0.004070700146257877,0.008026578463613987,,0.0010508792474865913,8.886328578228131e-05,1763260545.5924141,-0.00014400482177734375,3679,352000,,0.0
726.0,512.4909369945526,0.45626378059387207,0.0010102912783622742,149.12554931640625,-0.00025570299476385117,,0.00013154838234186172,8.863287075655535e-05,1763260546.014652,7.170438766479492e-05,3683,352384,,0.0
726.0,512.6185462474823,0.5111759305000305,-0.00019457563757896423,0.004459138959646225,-0.0019281599670648575,,2.512708306312561e-05,8.855606574798003e-05,1763260546.1422613,0.23541957139968872,3684,352512,,0.0
727.0,515.5857572555542,0.43305662274360657,0.004477217793464661,0.0008066411828622222,-0.0031441105529665947,,0.001737835817039013,8.68663628352806e-05,1763260549.1094723,-0.4677785634994507,3711,355328,,0.0
727.0,515.7472903728485,0.42873692512512207,0.0019187591969966888,56.281654357910156,0.0029798485338687897,,0.000565163791179657,8.678955782670528e-05,1763260549.2710054,4.374980926513672e-05,3713,355456,,0.0
727.0,516.0106313228607,0.43004530668258667,-0.003003820776939392,0.0011125534074380994,0.007597929798066616,,0.00021955650299787521,8.663594780955464e-05,1763260549.5343463,-0.027223825454711914,3715,355712,,0.0
,517.6595032215118,,,,,500.0,,,1763260551.1832182,,3731,357375,500.0,
728.0,518.0013918876648,0.3511812090873718,0.00018811039626598358,0.0007939264760352671,0.0037692785263061523,,0.0006235372275114059,8.548387268092483e-05,1763260551.525107,0.1961681842803955,3734,357632,,0.0
729.0,520.2328851222992,0.40901505947113037,-0.002064768224954605,0.000705044949427247,-0.002363641746342182,,0.00021239649504423141,8.417818753514439e-05,1763260553.7566001,0.13370972871780396,3755,359808,,0.0
730.0,522.3874971866608,0.42709922790527344,0.001050461083650589,0.00072698132134974,-0.002776064909994602,,0.0001386227086186409,8.294930739793926e-05,1763260555.9112122,-0.4768409729003906,3775,361856,,0.0
731.0,522.7482666969299,0.3743692636489868,-0.007429040968418121,0.0010017300955951214,0.0002125166356563568,,0.00042908452451229095,8.27188923722133e-05,1763260556.2719817,-0.4566291570663452,3779,362240,,0.0
732.0,525.266565322876,0.4313316345214844,0.0024246834218502045,0.0008767677936702967,0.0030884724110364914,,3.762729465961456e-05,8.11827922007069e-05,1763260558.7902803,-0.26074540615081787,3804,364800,,0.0
732.0,525.5350024700165,0.3788815140724182,-0.005475301295518875,0.005575556308031082,0.0021494748070836067,,0.0004352843388915062,8.102918945951387e-05,1763260559.0587175,-1.699840784072876,3807,365056,,0.0
734.0,529.6292605400085,0.4594765603542328,-0.001689193770289421,0.0006549804820679128,-0.0010617831721901894,,0.000224369578063488,7.857142918510363e-05,1763260563.1529756,0.5782310962677002,3847,369152,,0.0
,532.7338018417358,,,,,500.0,,,1763260566.2575169,,3879,372375,500.0,
736.0,533.2188272476196,0.45798611640930176,-0.007442884147167206,0.0005067922757007182,0.005853027105331421,,0.000709259882569313,7.634408393641934e-05,1763260566.7425423,-0.06128811836242676,3883,372864,,0.0
,533.2243316173553,,,,,500.0,,,1763260566.7480466,,3884,372875,500.0,
737.0,533.5825071334839,0.459970623254776,6.502494215965271e-05,0.0005994600360281765,0.0003284858539700508,,0.00012195948511362076,7.611366891069338e-05,1763260567.1062222,-0.8990094661712646,3887,373248,,0.0
737.0,533.9536612033844,0.4576019048690796,0.0036741923540830612,0.0011869206791743636,-0.005828472785651684,,0.0004134001210331917,7.588325388496742e-05,1763260567.4773762,-0.012500762939453125,3891,373632,,0.0
,534.6045622825623,,,,,500.0,,,1763260568.1282773,,3898,374375,500.0,
738.0,536.1010179519653,0.4251837730407715,-0.006644275039434433,0.0007920836214907467,-0.0013072984293103218,,0.00017493125051259995,7.457757601514459e-05,1763260569.624733,0.060283660888671875,3912,375808,,0.0
738.0,536.3365483283997,0.4646510183811188,-0.0023891478776931763,0.00464968103915453,-0.001857946626842022,,2.5005079805850983e-05,7.442396599799395e-05,1763260569.8602633,0.6381533145904541,3915,376064,,0.0
,537.6284747123718,,,,,500.0,,,1763260571.1521897,,3928,377375,500.0,
740.0,539.2511398792267,0.4068107306957245,-0.00171554833650589,0.0043252939358353615,-0.004881322383880615,,0.00021459534764289856,7.265745080076158e-05,1763260572.774855,0.8421273231506348,3944,379008,,0.0
740.0,539.395712852478,0.43641069531440735,0.0026263296604156494,0.0010108333081007004,0.0011080140247941017,,8.555781096220016e-05,7.258064579218626e-05,1763260572.9194279,0.7083075046539307,3945,379136,,0.0
740.0,539.5103855133057,0.41530704498291016,-0.0009406507015228271,0.0007728150812909007,-0.0045024072751402855,,0.00011327210813760757,7.250384078361094e-05,1763260573.0341005,0.27761542797088623,3946,379264,,0.0
740.0,540.2666854858398,0.3998177945613861,-0.001355186104774475,0.003754581557586789,-0.00017706770449876785,,5.593243986368179e-05,7.204301073215902e-05,1763260573.7904005,0.4803858995437622,3954,380032,,0.0
741.0,541.2028975486755,0.3492501676082611,-0.0005570575594902039,277.3100280761719,-0.0004929052665829659,,2.2030435502529144e-05,7.150537567213178e-05,1763260574.7266126,0.0004500150680541992,3963,380928,,0.0
741.0,541.8482325077057,0.44970569014549255,-0.0003684014081954956,0.0033631245605647564,0.0006529446691274643,,3.3603981137275696e-05,7.112135062925518e-05,1763260575.3719475,0.47827136516571045,3969,381568,,0.0
742.0,543.0708286762238,0.4270274043083191,-0.001589447259902954,0.0010041863424703479,-0.004525470547378063,,0.0002590557560324669,7.035330054350197e-05,1763260576.5945437,-0.456670880317688,3981,382848,,0.0
742.0,543.2206380367279,0.4851571321487427,-0.0014528706669807434,270.9005432128906,0.0009071938693523407,,0.00017267651855945587,7.027649553492665e-05,1763260576.744353,0.0003600120544433594,3983,382976,,0.0
742.0,544.6477844715118,0.4475005269050598,-0.0013178624212741852,192.6612548828125,-0.003063580021262169,,8.856132626533508e-05,6.943164044059813e-05,1763260578.1714995,0.0011851787567138672,3997,384384,,0.0
744.0,547.1328735351562,0.4263676404953003,0.004178650677204132,0.0007745068287476897,-0.002979882061481476,,0.00020143762230873108,6.797235255362466e-05,1763260580.6565886,-0.873193621635437,4020,386816,,0.0
745.0,551.1962401866913,0.4725397527217865,-0.0013333559036254883,0.0013066009851172566,0.003893389366567135,,0.00024671386927366257,6.559139728778973e-05,1763260584.7199552,0.3684059977531433,4059,390784,,0.0
747.0,553.991471529007,0.46769118309020996,-0.0005140909925103188,0.003919702954590321,-0.0002879798412322998,,6.967037916183472e-05,6.390168709913269e-05,1763260587.5151865,0.7018448114395142,4087,393600,,0.0
747.0,554.3898968696594,0.4373050034046173,0.002440929412841797,275.77484130859375,0.0009749475866556168,,5.9518963098526e-05,6.367127207340673e-05,1763260587.913612,0.002757847309112549,4091,393984,,0.0
748.0,555.7632005214691,0.44940847158432007,0.001428171992301941,208.27891540527344,0.0002751527354121208,,0.00013244058936834335,6.282642425503582e-05,1763260589.2869155,0.0014011859893798828,4105,395392,,0.0
,556.1657919883728,,,,,500.0,,,1763260589.689507,,4109,395875,500.0,
748.0,556.7692539691925,0.3738725781440735,0.0017105937004089355,86.00049591064453,-0.0001275930553674698,,8.7762251496315e-05,6.221198418643326e-05,1763260590.292969,0.0034191012382507324,4115,396416,,0.0
,557.1489427089691,,,,,500.0,,,1763260590.6726577,,4119,396875,500.0,
,559.6207175254822,,,,,500.0,,,1763260593.1444325,,4144,399375,500.0,
750.0,560.4197463989258,0.41187384724617004,8.799880743026733e-05,0.0023117896635085344,-0.0007850686088204384,,9.52836126089096e-06,6.006144394632429e-05,1763260593.9434614,0.0013914704322814941,4150,400000,,0.0
,562.1907665729523,,,,,500.0,,,1763260595.7144816,,4168,401875,500.0,
752.0,563.7466232776642,0.4354870319366455,-0.00023343414068222046,88.93295288085938,0.0009483508765697479,,8.273869752883911e-06,5.798771235276945e-05,1763260597.2703383,0.0015633106231689453,4184,403456,,0.0
752.0,564.7739098072052,0.39125460386276245,0.00313655287027359,121.13268280029297,-0.0002705678343772888,,4.587322473526001e-05,5.737327228416689e-05,1763260598.2976248,0.0044748783111572266,4194,404480,,0.0
752.0,565.3018510341644,0.38107967376708984,-0.0011968575417995453,261.57537841796875,-0.0008449098095297813,,0.00026207324117422104,5.7066052249865606e-05,1763260598.825566,0.0026291608810424805,4199,404992,,0.0
753.0,567.871767282486,0.4125325381755829,2.629309892654419e-05,0.003454596037045121,0.009888900443911552,,0.00018400885164737701,5.552995571633801e-05,1763260601.3954823,0.276302695274353,4224,407552,,0.0
754.0,568.3525137901306,0.44966864585876465,-0.00432228296995163,0.003277677111327648,0.010695810429751873,,0.0002459706738591194,5.522273568203673e-05,1763260601.8762288,0.9117115139961243,4229,408064,,0.0
754.0,569.7540812492371,0.3867550790309906,0.0007621794939041138,145.19186401367188,0.0022495100274682045,,6.130430847406387e-05,5.4377880587708205e-05,1763260603.2777963,0.0016066431999206543,4243,409472,,0.0
754.0,570.1165068149567,0.4650011658668518,-0.0011428892612457275,0.0007262771250680089,-0.0008170930668711662,,1.697894185781479e-05,5.4147465561982244e-05,1763260603.6402218,-0.1325773000717163,4246,409856,,0.0
,570.6263556480408,,,,,500.0,,,1763260604.1500707,,4252,410375,500.0,
755.0,570.8943064212799,0.40461522340774536,-0.0002334490418434143,0.0030403384007513523,0.00018827710300683975,,0.00020529050379991531,5.368663551053032e-05,1763260604.4180214,0.565757155418396,4254,410624,,0.0
755.0,571.004771232605,0.3955703377723694,-0.0022300314158201218,0.0011829527793452144,0.005851239897310734,,0.000670810230076313,5.3609830501955e-05,1763260604.5284863,0.08586972951889038,4255,410752,,0.0
756.0,572.7620310783386,0.42197221517562866,-0.00122828409075737,0.004082918167114258,0.002505616284906864,,6.608199328184128e-05,5.2534564019879326e-05,1763260606.285746,0.5228570699691772,4273,412544,,0.0
,573.0578773021698,,,,,500.0,,,1763260606.5815923,,4276,412875,500.0,
756.0,573.1460404396057,0.4424886703491211,0.0011131651699543,290.356201171875,-3.718305379152298e-05,,1.5159137547016144e-05,5.2304148994153365e-05,1763260606.6697555,0.0023689866065979004,4277,412928,,0.0
756.0,573.2675633430481,0.4407123327255249,0.0016368888318538666,0.003416829276829958,0.0004152245819568634,,0.00018308311700820923,5.2227343985578045e-05,1763260606.7912784,0.7500283718109131,4278,413056,,0.0
756.0,574.3119447231293,0.460354745388031,-7.926672697067261e-05,0.003994101192802191,-0.0011479752138257027,,2.9656104743480682e-05,5.161290391697548e-05,1763260607.8356597,0.6305363178253174,4288,414080,,0.0
757.0,574.5351006984711,0.43082180619239807,-0.0006679370999336243,0.0010456868913024664,0.000870884396135807,,4.6535395085811615e-05,5.145929389982484e-05,1763260608.0588157,0.4940222501754761,4290,414336,,0.0
757.0,574.6848249435425,0.35652482509613037,0.0004123970866203308,241.2915802001953,0.00014745816588401794,,6.15045428276062e-06,5.138248889124952e-05,1763260608.20854,0.0046149492263793945,4292,414464,,0.0
758.0,577.0217089653015,0.3778364658355713,-0.004200190305709839,0.0007689573103561997,-0.001901267096400261,,0.000249737873673439,4.999999873689376e-05,1763260610.545424,0.8472064137458801,4314,416768,,0.0
758.0,577.4320278167725,0.44471845030784607,-0.000303659588098526,0.0011621415615081787,-0.0034036915749311447,,0.00019094161689281464,4.97695837111678e-05,1763260610.9557428,-0.3511885404586792,4318,417152,,0.0
759.0,580.2652268409729,0.3963085412979126,-0.0012515708804130554,420.2867431640625,-0.0025748591870069504,,3.2570213079452515e-05,4.807987716048956e-05,1763260613.7889419,0.0008754730224609375,4346,419968,,0.0
760.0,582.3660790920258,0.3573755621910095,-0.003853820264339447,0.0038644447922706604,-0.001964634284377098,,0.00010108761489391327,4.6850997023284435e-05,1763260615.889794,0.6261532306671143,4366,422016,,0.0
760.0,583.0283164978027,0.42643195390701294,0.0006574690341949463,0.00118800881318748,0.000539400614798069,,9.543262422084808e-06,4.646697561838664e-05,1763260616.5520315,0.05417335033416748,4372,422656,,0.0
760.0,583.5330519676208,0.33695030212402344,-1.9196420907974243e-05,0.0014037941582500935,-0.0003352714702486992,,6.565824151039124e-07,4.615975558408536e-05,1763260617.056767,0.35230058431625366,4377,423168,,0.0
760.0,583.684886932373,0.3343590497970581,-0.0016381293535232544,0.0011994031956419349,0.0002564806491136551,,1.066550612449646e-05,4.608295057551004e-05,1763260617.208602,0.08957242965698242,4378,423296,,0.0
761.0,584.528623342514,0.40198493003845215,-0.001027483493089676,0.0012416099198162556,0.0011608358472585678,,1.0816380381584167e-05,4.55453155154828e-05,1763260618.0523384,-0.8799279928207397,4387,424192,,0.0
761.0,585.3711240291595,0.310723215341568,-0.0012666396796703339,0.003407101146876812,0.0009651295840740204,,4.226900637149811e-05,4.5007680455455557e-05,1763260618.894839,0.5367429256439209,4396,425088,,0.0
,587.0606119632721,,,,,500.0,,,1763260620.584327,,4413,426875,500.0,
762.0,587.2598769664764,0.43218928575515747,-0.0014642030000686646,0.0029694032855331898,-0.0005432339385151863,,1.351628452539444e-05,4.385560532682575e-05,1763260620.783592,0.870334804058075,4415,427008,,0.0
764.0,591.4058575630188,0.3171686828136444,0.0020488654263317585,0.0017787704709917307,-0.00027768872678279877,,5.0690025091171265e-05,4.132104368181899e-05,1763260624.9295726,-1.0283079147338867,4456,431232,,0.0
765.0,592.7220168113708,0.3732507824897766,-1.7449259757995605e-05,0.0011967875761911273,-0.0006207907572388649,,1.5378929674625397e-05,4.0476192225469276e-05,1763260626.2457318,0.17976659536361694,4470,432640,,0.0
765.0,593.5014672279358,0.4365828037261963,0.0009996499866247177,178.87208557128906,0.0010431967675685883,,2.1398067474365234e-05,4.0015362174017355e-05,1763260627.0251822,6.556510925292969e-06,4478,433408,,0.0
765.0,593.7419745922089,0.34414827823638916,-6.0129910707473755e-05,0.0012150044785812497,0.00013183336704969406,,5.783513188362122e-07,3.9861752156866714e-05,1763260627.2656896,0.2322816252708435,4480,433664,,0.0
,594.9002590179443,,,,,500.0,,,1763260628.423974,,4492,434875,500.0,
766.0,595.3746526241302,0.34669438004493713,-0.0010495036840438843,0.0013421645853668451,4.363059997558594e-05,,3.982335329055786e-06,3.886328704538755e-05,1763260628.8983676,0.5908023118972778,4496,435328,,0.0
766.0,595.5363388061523,0.40772420167922974,-0.0003580451011657715,147.23629760742188,-0.000744260847568512,,2.1470710635185242e-05,3.878648203681223e-05,1763260629.0600538,-0.0012793540954589844,4498,435456,,0.0
767.0,597.8337950706482,0.36784976720809937,-0.0018308013677597046,0.001405776827596128,0.004080035723745823,,0.00019659381359815598,3.7403995520435274e-05,1763260631.35751,0.5352635383605957,4520,437760,,0.0
767.0,597.9516201019287,0.3712233901023865,0.0007336996495723724,208.8893280029297,-0.00270986370742321,,6.0945749282836914e-05,3.7327190511859953e-05,1763260631.4753351,6.711483001708984e-05,4522,437888,,0.0
767.0,598.2017605304718,0.38355061411857605,-0.00258786603808403,0.0019355075201019645,0.0006600907072424889,,3.5091303288936615e-05,3.717358049470931e-05,1763260631.7254755,0.1631343960762024,4524,438144,,0.0
767.0,598.3270010948181,0.3916977047920227,0.0004282519221305847,0.0013176511274650693,-0.0004479754716157913,,2.325698733329773e-05,3.709677548613399e-05,1763260631.850716,0.5066307187080383,4525,438272,,0.0
767.0,598.4805274009705,0.40736281871795654,-3.5803765058517456e-05,239.1190185546875,0.0002020774409174919,,3.641471266746521e-07,3.701997047755867e-05,1763260632.0042424,0.0008568167686462402,4527,438400,,0.0
,598.9077320098877,,,,,500.0,,,1763260632.431447,,4531,438875,500.0,
767.0,599.1292560100555,0.3507091701030731,-0.003933135420084,0.005057294387370348,0.0019298773258924484,,7.94287770986557e-05,3.663594543468207e-05,1763260632.652971,-0.6443655490875244,4533,439040,,0.0
767.0,599.2504479885101,0.38715845346450806,-0.0004268130287528038,0.0017143667209893465,0.0005830582231283188,,1.3971701264381409e-05,3.655914042610675e-05,1763260632.774163,-1.5217382907867432,4534,439168,,0.0
768.0,600.1585628986359,0.38993480801582336,-0.0023876838386058807,0.003453835379332304,-0.0003013312816619873,,8.407048881053925e-05,3.602150536607951e-05,1763260633.682278,-0.4611654281616211,4543,440064,,0.0
768.0,601.4353272914886,0.37176963686943054,-0.0023279909510165453,0.0014535558875650167,-0.0018615396693348885,,4.5078806579113007e-05,3.525345528032631e-05,1763260634.9590423,-0.8115411996841431,4555,441344,,0.0
768.0,601.5666432380676,0.46589773893356323,0.00048720091581344604,185.62890625,0.0002177078276872635,,3.4142285585403442e-06,3.5176650271750987e-05,1763260635.0903583,0.0008943676948547363,4557,441472,,0.0
768.0,602.0819246768951,0.365811288356781,-1.023709774017334e-05,11.462936401367188,-0.00015906337648630142,,2.580694854259491e-06,3.4869430237449706e-05,1763260635.6056397,0.0013821721076965332,4562,441984,,0.0
769.0,603.498190164566,0.3326171934604645,0.0009392723441123962,179.2310791015625,0.002630799077451229,,8.523929864168167e-05,3.402457878109999e-05,1763260637.0219052,-0.0008932352066040039,4576,443392,,0.0
770.0,606.4791107177734,0.379194051027298,-0.000830426812171936,0.0013413593405857682,0.005724173039197922,,9.314902126789093e-05,3.2258063583867624e-05,1763260640.0028257,0.1175190806388855,4604,446336,,0.0
770.0,607.4216711521149,0.3927963376045227,-0.004495697095990181,0.0016347242053598166,-0.004999296739697456,,0.0001747123897075653,3.172042852384038e-05,1763260640.9453862,0.6153143644332886,4613,447232,,0.0
771.0,608.7172291278839,0.4170193374156952,0.0008045509457588196,0.0035687570925801992,0.0011175144463777542,,5.730055272579193e-05,3.095238207606599e-05,1763260642.2409441,-0.688152551651001,4626,448512,,0.0
771.0,609.5951790809631,0.3705427050590515,0.0005549974739551544,38.66317367553711,0.0026055220514535904,,3.55057418346405e-05,3.0414747016038746e-05,1763260643.118894,-0.00027740001678466797,4635,449408,,0.0
771.0,610.2383494377136,0.40130653977394104,-0.0013442132622003555,0.003601759672164917,0.0016519790515303612,,2.783816307783127e-05,3.0030721973162144e-05,1763260643.7620645,-0.22859609127044678,4641,450048,,0.0
,610.5326721668243,,,,,500.0,,,1763260644.0563872,,4644,450375,500.0,
772.0,612.3379774093628,0.4585869610309601,-0.0006899796426296234,0.0033458818215876818,-0.0010706884786486626,,3.236997872591019e-05,2.8801843654946424e-05,1763260645.8616924,0.28085851669311523,4661,452096,,0.0
773.0,613.8148200511932,0.4499858021736145,-0.0003210529685020447,0.003758408594876528,0.00021506939083337784,,5.646608769893646e-06,2.79569885606179e-05,1763260647.338535,-1.282426357269287,4675,453504,,0.0
773.0,615.4013032913208,0.3568820655345917,-0.00295807421207428,0.0019927697721868753,0.0019659530371427536,,0.00011101178824901581,2.6958525268128142e-05,1763260648.9250183,0.49395751953125,4691,455168,,0.0
774.0,617.1355535984039,0.41414934396743774,-0.0001263841986656189,281.7082824707031,0.00044610071927309036,,7.723458111286163e-06,2.5883256967063062e-05,1763260650.6592686,0.0010862946510314941,4709,456960,,0.0
,617.5021150112152,,,,,500.0,,,1763260651.02583,,4713,457375,500.0,
775.0,619.9327735900879,0.4720650911331177,0.004439627751708031,162.54879760742188,0.0020298128947615623,,9.27383080124855e-05,2.41167435888201e-05,1763260653.4564886,0.0005353093147277832,4738,459904,,0.0
776.0,620.0593750476837,0.3851444125175476,-0.0003017708659172058,0.0025882942136377096,-0.0003712652251124382,,4.105363041162491e-05,2.403993858024478e-05,1763260653.58309,0.4447532892227173,4739,460032,,0.0
776.0,620.3356149196625,0.3987492024898529,-0.00041450560092926025,0.0019101660000160336,0.0005017127841711044,,4.084780812263489e-06,2.388632856309414e-05,1763260653.85933,0.01726996898651123,4741,460288,,0.0
776.0,620.447936296463,0.46572187542915344,-0.0005803145468235016,191.98635864257812,0.00043336767703294754,,4.8549845814704895e-06,2.380952355451882e-05,1763260653.9716513,0.0006061196327209473,4743,460416,,0.0
776.0,621.5437455177307,0.4220229685306549,-3.457069396972656e-05,0.002937889192253351,-0.00018897466361522675,,2.600252628326416e-06,2.311828029633034e-05,1763260655.0674605,0.49572062492370605,4754,461568,,0.0
776.0,621.6554374694824,0.41559892892837524,0.0010582096874713898,0.0019256414379924536,-0.00010376423597335815,,9.678304195404053e-06,2.304147528775502e-05,1763260655.1791525,0.4677499532699585,4755,461696,,0.0
,623.2205975055695,,,,,500.0,,,1763260656.7443125,,4772,463375,500.0,
,624.664350271225,,,,,500.0,,,1763260658.1880653,,4786,464875,500.0,
778.0,624.7412796020508,0.46377086639404297,-0.0005532372742891312,264.87158203125,-0.00037205684930086136,,2.7292408049106598e-05,2.1121351892361417e-05,1763260658.2649946,-0.00022399425506591797,4787,464896,,0.0
778.0,624.8523955345154,0.3598436117172241,-8.287094533443451e-05,0.003719941945746541,0.00013629067689180374,,3.2531097531318665e-06,2.1044546883786097e-05,1763260658.3761106,-1.8252043724060059,4788,465024,,0.0
,625.6114149093628,,,,,500.0,,,1763260659.13513,,4796,465875,500.0,
778.0,625.9355342388153,0.42268720269203186,-0.0006897300481796265,0.002026597037911415,0.0005913004279136658,,1.5623867511749268e-05,2.0353301806608215e-05,1763260659.4592493,0.48388588428497314,4799,466176,,0.0
,626.5940902233124,,,,,500.0,,,1763260660.1178052,,4806,466875,500.0,
779.0,626.9547417163849,0.431999146938324,-0.0003060195595026016,0.0017297801095992327,-0.0009997375309467316,,4.386529326438904e-06,1.9738863556995057e-05,1763260660.4784567,-0.027847647666931152,4809,467200,,0.0
779.0,627.3134236335754,0.4098387062549591,2.921372652053833e-05,0.0027481273282319307,0.0010608769953250885,,8.694827556610107e-06,1.9508448531269096e-05,1763260660.8371387,-0.11393964290618896,4813,467584,,0.0
780.0,631.1124725341797,0.40234002470970154,-0.0006034784018993378,270.76751708984375,-0.0002866564318537712,,2.5657936930656433e-06,1.7204301911988296e-05,1763260664.6361876,-0.000519871711730957,4851,471424,,0.0
780.0,631.2272317409515,0.4198177456855774,-0.001149168238043785,0.0026139081455767155,0.00020159035921096802,,9.164214134216309e-06,1.7127496903412975e-05,1763260664.7509468,0.31548404693603516,4852,471552,,0.0
781.0,631.9332296848297,0.4224926829338074,-0.0001916438341140747,0.0018959525041282177,-0.0003669802099466324,,2.125464379787445e-05,1.6666666851961054e-05,1763260665.4569447,-0.4130668640136719,4859,472320,,0.0
