global_step,_step,charts/learning_rate,losses/old_approx_kl,losses/explained_variance,losses/policy_loss,losses/entropy,losses/clipfrac,losses/approx_kl,charts/episodic_return,charts/SPS,_runtime,losses/value_loss,charts/episodic_length,_timestamp
170112,1868,0.00019800307927653193,-0.0012082448229193687,0.2335907220840454,-0.00017273426055908203,0.37258481979370117,0.0,2.1080486476421356e-05,,610.0,316.14845085144043,0.007999828085303307,,1763260346.26364
170624,1873,0.00019769585924223065,5.173124372959137e-05,0.2984279990196228,-0.000355403870344162,0.3870374858379364,0.0,2.5585293769836426e-05,,610.0,316.86412501335144,0.008595436811447144,,1763260346.979314
171008,1877,0.0001974654442165047,0.0010527735576033592,0.0003533363342285156,-0.00037369225174188614,0.3732268512248993,0.0,0.0002100849524140358,,610.0,317.4446921348572,143.6852264404297,,1763260347.5598812
171924,1886,,,,,,,,500.0,,318.88850927352905,,500.0,1763260349.0036983
172924,1895,,,,,,,,500.0,,320.31245040893555,,500.0,1763260350.4276395
173696,1903,0.00019585253903642297,0.0060282181948423386,0.10334819555282593,-0.005800407379865646,0.42242202162742615,0.0,0.0013171583414077759,,611.0,321.6280822753906,0.00028324619052000344,,1763260351.7432714
173952,1906,0.00019569892901927233,0.0035554394125938416,0.0004094243049621582,-0.0013280324637889862,0.4116177260875702,0.0078125,0.0003539379686117172,,611.0,322.00611901283264,379.9681091308594,,1763260352.121308
175232,1918,0.00019493087893351912,0.0004312600940465927,0.22443145513534546,-6.969645619392395e-05,0.4036842882633209,0.0,8.35023820400238e-06,,611.0,324.009405374527,0.00024691064027138054,,1763260354.1245944
175424,1920,,,,,,,,500.0,,324.25569677352905,,500.0,1763260354.3708858
177924,1945,,,,,,,,500.0,,328.1542248725891,,500.0,1763260358.269414
179424,1959,,,,,,,,500.0,,330.77761220932007,,500.0,1763260360.8928013
180864,1973,0.00019155145855620503,-0.0014048321172595024,-0.11365580558776855,0.0005900412797927856,0.4625188112258911,0.0,0.0011876067146658897,,611.0,333.23470997810364,0.00025825100601650774,,1763260363.349899
182016,1985,0.00019086021347902715,0.004377403296530247,0.00030171871185302734,0.0021651946008205414,0.38963210582733154,0.0,0.0006497809663414955,,611.0,335.0255608558655,47.30110168457031,,1763260365.14075
182656,1991,0.00019047618843615055,0.0022484343498945236,0.3062690496444702,0.007345907390117645,0.41880425810813904,0.00390625,0.002547159790992737,,612.0,335.9591226577759,0.008116219192743301,,1763260366.0743117
183924,2002,,,,,,,,500.0,,337.65737533569336,,500.0,1763260367.7725644
184424,2007,,,,,,,,500.0,,338.42121481895447,,500.0,1763260368.536404
185344,2016,0.00018886328325606883,-0.008259909227490425,-0.1332646608352661,0.0016781650483608246,0.48472121357917786,0.005859375,0.00070224329829216,,613.0,339.803914308548,0.00026142175192944705,,1763260369.9191034
185600,2019,0.00018870967323891819,-0.001561816781759262,0.5637209415435791,-0.001168772578239441,0.4823695123195648,0.0,0.00030677206814289093,,613.0,340.16525077819824,0.006634617689996958,,1763260370.2804399
186112,2024,0.0001884024532046169,0.010500367730855942,0.5452764630317688,-0.04470194876194,0.4664524793624878,0.0078125,0.005038832314312458,,613.0,340.8708372116089,0.010210869833827019,,1763260370.9860263
186424,2027,,,,,,,,500.0,,341.24409461021423,,500.0,1763260371.3592837
186624,2029,0.00018809523317031562,0.002573153004050255,-0.12985777854919434,0.0014734789729118347,0.3979581892490387,0.0,0.0003351457417011261,,613.0,341.5926733016968,0.007480567321181297,,1763260371.7078624
187136,2034,0.00018778801313601434,0.006525874137878418,0.059998393058776855,-0.011587291955947876,0.4268312454223633,0.01171875,0.00297476164996624,,614.0,342.2755331993103,0.007549515459686518,,1763260372.3907223
188288,2045,0.00018709676805883646,0.030838362872600555,-0.904213547706604,-0.005256094038486481,0.48062998056411743,0.00390625,0.0021325433626770973,,614.0,343.9741702079773,0.0003209537244401872,,1763260374.0893593
188924,2051,,,,,,,,500.0,,344.7936944961548,,500.0,1763260374.9088836
188928,2052,0.00018671274301595986,0.004972858354449272,0.0005706548690795898,0.0016690902411937714,0.49586221575737,0.0,0.00031016021966934204,,614.0,344.96669697761536,61.8598747253418,,1763260375.081886
190848,2070,0.00018556068243924528,0.016939453780651093,-1.273021936416626,-0.0024858564138412476,0.3835795521736145,0.0078125,0.0031063640490174294,,615.0,347.84593987464905,0.000605400709901005,,1763260377.961129
191424,2076,,,,,,,,500.0,,348.64710569381714,,500.0,1763260378.7622948
193152,2093,0.00018417819228488952,-0.00024804845452308655,0.7561892867088318,0.0025438591837882996,0.4539761543273926,0.0,0.0013418495655059814,,615.0,351.5418441295624,0.006570569239556789,,1763260381.6570332
193280,2094,0.0001841013872763142,-0.0033401669934391975,0.5693652629852295,-0.0022398121654987335,0.4104137420654297,0.0,0.0014609163627028465,,615.0,351.7517490386963,0.0006249637226574123,,1763260381.866938
195584,2117,0.00018271889712195843,0.004415374249219894,0.8113281726837158,-0.006432037800550461,0.4165378510951996,0.00390625,0.002362677827477455,,615.0,355.4319112300873,0.007533297408372164,,1763260385.5471003
198016,2141,0.00018125960195902735,-0.005701601505279541,0.014100074768066406,0.0037260428071022034,0.3812924027442932,0.0,0.0007291696965694427,,615.0,359.17812848091125,182.30068969726562,,1763260389.2933176
198528,2146,0.00018095238192472607,0.011541943997144699,0.030006229877471924,0.005791325122117996,0.37816688418388367,0.017578125,0.0010827556252479553,,615.0,359.9591360092163,155.89649963378906,,1763260390.074325
198656,2147,0.00018087557691615075,-0.027265822514891624,0.9746004939079285,-0.0038810372352600098,0.4431428611278534,0.015625,0.005433395504951477,,615.0,360.1341347694397,0.000892684911377728,,1763260390.2493238
198784,2148,0.00018079877190757543,-0.03475641459226608,0.706910252571106,0.006200730800628662,0.4335927367210388,0.001953125,0.003664356656372547,,615.0,360.3005940914154,0.0012653629528358579,,1763260390.4157832
199552,2155,0.0001803379418561235,-0.00504020880907774,0.9839069247245789,0.009648237377405167,0.4145321846008301,0.0,0.0007470985874533653,,615.0,361.60306096076965,0.0002000171662075445,,1763260391.71825
201344,2172,0.00017926267173606902,0.012843233533203602,0.9018338918685913,-0.008420529775321484,0.42532047629356384,0.041015625,0.01412684191018343,,616.0,364.30240273475647,0.0030347341671586037,,1763260394.4175918
202624,2185,0.00017849462165031582,0.006151125766336918,0.9844163656234741,0.00031854957342147827,0.46514591574668884,0.0078125,0.002855970524251461,,616.0,366.2814452648163,0.0003427833435125649,,1763260396.3966343
203392,2192,0.0001780337915988639,0.028490206226706505,-0.09604144096374512,-0.00833025574684143,0.4600449502468109,0.046875,0.01088861096650362,,616.0,367.3583948612213,0.0009073046967387199,,1763260397.473584
203924,2198,,,,,,,,500.0,,368.1147539615631,,500.0,1763260398.229943
204032,2199,0.0001776497665559873,0.006080366671085358,0.01355212926864624,0.0003221668303012848,0.35514014959335327,0.0,0.00034520961344242096,,616.0,368.2687952518463,248.1766357421875,,1763260398.3839843
205312,2211,0.0001768817164702341,-0.00233615655452013,0.9337684512138367,0.0004699341952800751,0.3972199559211731,0.0,0.00015849899500608444,,617.0,370.1298861503601,0.0009902466554194689,,1763260400.2450752
205568,2214,0.00017672810645308346,0.006232173182070255,0.9879732728004456,0.009937278926372528,0.4061761498451233,0.001953125,0.002403869293630123,,617.0,370.4898006916046,0.00017304856737609953,,1763260400.6049898
206208,2220,0.00017634408141020685,0.027995498850941658,0.773948073387146,-0.007873903959989548,0.37248826026916504,0.05078125,0.004946551285684109,,617.0,371.3539354801178,0.0013765818439424038,,1763260401.4691246
206464,2223,0.00017619047139305621,0.010552392341196537,0.010420262813568115,0.0011816658079624176,0.3021375834941864,0.0,0.0005691712722182274,,617.0,371.727246761322,50.94355392456055,,1763260401.8424358
206720,2225,0.00017603686137590557,-0.0019835326820611954,0.8849685788154602,0.002869926393032074,0.30920448899269104,0.0,0.00025860778987407684,,617.0,372.0563039779663,0.0006589320837520063,,1763260402.171493
206848,2226,0.00017596005636733025,0.0019400697201490402,0.38095104694366455,0.0003857240080833435,0.3866698145866394,0.0,0.0005725584924221039,,618.0,372.2275142669678,0.0012151055270805955,,1763260402.3427033
206924,2227,,,,,,,,500.0,,372.28342938423157,,500.0,1763260402.3986185
207360,2231,0.00017565283633302897,0.00022382568567991257,0.7060905694961548,-0.006928041577339172,0.3166311979293823,0.0,0.00026525091379880905,,618.0,372.99523186683655,0.0006345713627524674,,1763260403.110421
207744,2235,0.000175422421307303,-0.007671855390071869,0.6630383729934692,0.0035841278731822968,0.3157189190387726,0.001953125,0.002504369243979454,,618.0,373.60411071777344,0.000670801498927176,,1763260403.7192998
208384,2241,0.0001750383962644264,0.004842088557779789,-1.5039124488830566,-0.0009980201721191406,0.32362160086631775,0.0,0.0017902674153447151,,617.0,374.7469449043274,0.0012979059247300029,,1763260404.862134
209024,2248,0.0001746543712215498,0.00028717517852783203,0.01844388246536255,-0.0006357505917549133,0.38939595222473145,0.0,6.791390478610992e-05,,617.0,375.9325511455536,102.99990844726562,,1763260406.0477402
209280,2250,0.00017450076120439917,-0.0029723402112722397,0.5728156566619873,-0.0017448541475459933,0.3288210928440094,0.0,0.00011821649968624115,,617.0,376.342561006546,0.0009249536669813097,,1763260406.45775
209536,2253,0.00017434715118724853,0.005838396027684212,0.019927918910980225,0.003193862736225128,0.3117920756340027,0.0,0.0006330870091915131,,617.0,376.72917556762695,173.55215454101562,,1763260406.8443646
211456,2272,0.00017319509061053395,0.006471333093941212,0.012150824069976807,-0.011597160249948502,0.2949307858943939,0.001953125,0.002242770977318287,,617.0,379.986590385437,162.66734313964844,,1763260410.1017795
212352,2280,0.0001726574555505067,0.0008988929912447929,0.892426609992981,-0.0009709466248750687,0.31504085659980774,0.0,0.00010064709931612015,,617.0,381.44610238075256,0.002255831379443407,,1763260411.5612915
213888,2295,0.00017173579544760287,0.005122145637869835,-0.016766905784606934,-0.003622189164161682,0.48373138904571533,0.0,0.0002985019236803055,,617.0,383.9391760826111,0.00046819067210890353,,1763260414.0543652
214144,2298,0.00017158218543045223,-0.0010571302846074104,0.885797917842865,-0.013657759875059128,0.40465450286865234,0.0,0.0027639931067824364,,617.0,384.3204743862152,0.003364424454048276,,1763260414.4356635
215424,2310,0.00017081413534469903,-0.00478731282055378,-0.004655599594116211,-0.0020024627447128296,0.3655599355697632,0.0,5.25452196598053e-05,500.0,617.0,386.19635224342346,66.05382537841797,500.0,1763260416.3115413
215680,2312,0.00017066052532754838,-0.00734304916113615,0.8127200603485107,-0.0020455308258533478,0.343049019575119,0.00390625,0.00016869697719812393,,618.0,386.532591342926,0.0003624859091360122,,1763260416.6477804
216320,2318,0.00017027650028467178,-0.0014290548861026764,0.16910916566848755,0.00032760947942733765,0.3298152983188629,0.0,1.2779608368873596e-05,,618.0,387.419775724411,0.0013290668139234185,,1763260417.5349648
216704,2322,0.00017004608525894582,0.0005320636555552483,0.9261766672134399,-0.004857495427131653,0.3215479254722595,0.0,0.00022178050130605698,,618.0,388.0130145549774,0.0005397034692578018,,1763260418.1282036
216924,2324,,,,,,,,500.0,,388.25506830215454,,500.0,1763260418.3702574
217424,2329,,,,,,,,500.0,,389.02147483825684,,500.0,1763260419.136664
218424,2339,,,,,,,,500.0,,390.7152283191681,,500.0,1763260420.8304174
218880,2343,0.00016874040011316538,0.005896934308111668,0.8130451440811157,-0.007822735235095024,0.2936755418777466,0.001953125,0.003452594392001629,,618.0,391.5794486999512,0.0012778498930856586,,1763260421.6946378
219392,2348,0.0001684331800788641,0.004175134934484959,-0.3032040596008301,-0.004585577175021172,0.3523618280887604,0.0,0.0007496019825339317,,618.0,392.4122860431671,0.0015120158204808831,,1763260422.527475
219924,2354,,,,,,,,500.0,,393.3217315673828,,500.0,1763260423.4369206
220924,2363,,,,,,,,500.0,,394.9046199321747,,500.0,1763260425.019809
223488,2389,0.00016597541980445385,-0.0004914430901408195,0.022945642471313477,6.9551169872283936e-06,0.30383092164993286,0.0,7.28946179151535e-06,,617.0,399.4917917251587,150.95127868652344,,1763260429.6069808
224000,2394,0.00016566819977015257,-0.0014423830434679985,0.008982419967651367,0.01205599308013916,0.29908186197280884,0.0,0.0008509838953614235,,617.0,400.4129955768585,237.22369384765625,,1763260430.5281847
225536,2409,0.00016474653966724873,0.0013362616300582886,0.008789241313934326,0.00015235692262649536,0.2148311287164688,0.0,1.837499439716339e-05,,616.0,403.0879728794098,200.379150390625,,1763260433.203162
227328,2426,0.00016367126954719424,0.009541881270706654,0.7920635342597961,0.003136567771434784,0.2967801094055176,0.0,0.0004943991079926491,,616.0,406.17356419563293,0.0007303035235963762,,1763260436.2887533
227712,2430,0.00016344085452146828,-0.0068002501502633095,0.6631698608398438,0.0029439441859722137,0.3696514666080475,0.0,0.000376666896045208,,616.0,406.79686069488525,0.0003756416554097086,,1763260436.9120498
229632,2449,0.00016228877939283848,-0.008244233205914497,0.951837420463562,-0.005587652325630188,0.32534027099609375,0.001953125,0.0012817643582820892,,616.0,409.78698205947876,0.008304179646074772,,1763260439.9021711
231296,2465,0.00016129032883327454,0.0007230360060930252,0.7614733576774597,-0.0020298734307289124,0.31364285945892334,0.0,0.0005534328520298004,,617.0,412.2769272327423,0.0016094815218821168,,1763260442.3921163
233984,2491,0.00015967742365319282,0.0026388736441731453,0.0002747774124145508,-2.8714537620544434e-05,0.21047013998031616,0.0,0.00038994941860437393,,617.0,416.3098895549774,278.0546569824219,,1763260446.4250786
234240,2493,0.00015952381363604218,-0.011167483404278755,0.6400305032730103,-0.004122786223888397,0.3187008500099182,0.0,0.0003754422068595886,,617.0,416.6327338218689,0.000514922896400094,,1763260446.747923
235520,2506,0.00015875576355028898,-0.011214406229555607,0.005990445613861084,6.820634007453918e-05,0.27126312255859375,0.0,0.0005799243226647377,,618.0,418.4169886112213,223.38433837890625,,1763260448.5321777
236416,2514,0.00015821812849026173,0.0051955366507172585,0.5699883699417114,0.006037876009941101,0.3007856011390686,0.0,0.0006706295534968376,,618.0,419.68843054771423,0.00048484024591743946,,1763260449.8036196
236424,2515,,,,,,,,500.0,,419.71201038360596,,500.0,1763260449.8271995
236928,2520,0.00015791090845596045,0.004497570917010307,-0.0028383731842041016,0.00046689435839653015,0.21650633215904236,0.0,6.107799708843231e-05,,618.0,420.41417503356934,517.5278930664062,,1763260450.529364
238336,2533,0.00015706605336163193,0.00014062505215406418,-0.2037041187286377,-0.0028435513377189636,0.3042207658290863,0.0,0.0001333272084593773,,619.0,422.36783170700073,0.00019127251289319247,,1763260452.4830208
238976,2540,0.00015668202831875533,0.01072382926940918,-0.0007774829864501953,-7.912516593933105e-06,0.39635923504829407,0.0,0.0014599412679672241,,619.0,423.2611737251282,235.3465576171875,,1763260453.3763628
239744,2547,0.0001562211982673034,-0.0016116462647914886,-0.8470412492752075,0.002985656261444092,0.3432784080505371,0.0,5.266629159450531e-05,,619.0,424.2946066856384,0.0006135693984106183,,1763260454.4097958
242048,2570,0.00015483870811294764,-0.0018854085355997086,0.004090309143066406,-0.005211628973484039,0.2486249804496765,0.0,0.00016239099204540253,,620.0,427.40045833587646,123.41179656982422,,1763260457.5156474
242176,2571,0.00015476190310437232,-0.0023629870265722275,0.4640260338783264,-0.0020124614238739014,0.34133973717689514,0.0,0.00011912733316421509,,620.0,427.5747022628784,0.0024971601087599993,,1763260457.6898913
242688,2576,0.00015445468307007104,-0.0033465465530753136,-2.8020639419555664,-0.0006370097398757935,0.3278460204601288,0.0,2.904701977968216e-05,,621.0,428.25377655029297,0.00013726614997722208,,1763260458.3689656
242816,2577,0.00015437787806149572,-0.0042909858748316765,-0.9928860664367676,-0.004401650279760361,0.2665417194366455,0.0,0.0006107809022068977,,621.0,428.4316875934601,0.00030372809851542115,,1763260458.5468767
245924,2608,,,,,,,,500.0,,432.82013463974,,500.0,1763260462.9353237
246144,2610,0.0001523809478385374,0.006106537766754627,0.06576472520828247,-0.004418116062879562,0.39243441820144653,0.005859375,0.0055979592725634575,,622.0,433.1407687664032,0.010015052743256092,,1763260463.2559578
248320,2630,0.00015107526269275695,-0.0004121027886867523,-2.0116524696350098,0.0068355463445186615,0.38446134328842163,0.0,0.0001846272498369217,,622.0,436.3344750404358,0.0002109256893163547,,1763260466.449664
248924,2636,,,,,,,,500.0,,437.12299036979675,,500.0,1763260467.2381794
249924,2646,,,,,,,,500.0,,438.5336890220642,,500.0,1763260468.648878
249984,2647,0.00015007681213319302,0.012949309311807156,-0.0035762786865234375,0.00836801528930664,0.36525243520736694,0.0,0.0011555245146155357,,623.0,438.70746660232544,186.8958282470703,,1763260468.8226557
250112,2648,0.0001500000071246177,-0.00214570015668869,-0.18935871124267578,-0.000501725822687149,0.4182926118373871,0.005859375,0.0007036160677671432,,623.0,438.86749839782715,0.008056542836129665,,1763260468.9826875
252160,2668,0.00014877112698741257,0.025545507669448853,0.18457579612731934,0.006155870854854584,0.35798344016075134,0.0,0.002338320016860962,,623.0,442.1595540046692,0.00872073881328106,,1763260472.274743
252672,2673,0.0001484639069531113,0.00451030395925045,-0.8647168874740601,-0.0008206665515899658,0.44790834188461304,0.0,0.000698622316122055,,623.0,442.89188408851624,0.004388131201267242,,1763260473.0070732
253696,2683,0.00014784946688450873,-0.014814477413892746,0.66767418384552,-0.03411426395177841,0.40743446350097656,0.015625,0.006103835068643093,,623.0,444.49076890945435,0.0004921993822790682,,1763260474.605958
254080,2687,0.00014761905185878277,0.0022560441866517067,-0.6005650758743286,-0.0007646605372428894,0.44323429465293884,0.0,3.288779407739639e-05,,623.0,445.12615489959717,0.011500131338834763,,1763260475.241344
254336,2689,0.00014746544184163213,0.010981298051774502,-0.06882846355438232,-0.009204968810081482,0.3539074957370758,0.02734375,0.004634485580027103,,623.0,445.4794955253601,0.0007700833957642317,,1763260475.5946846
254592,2692,0.0001473118318244815,0.010360264219343662,-0.429166316986084,-0.016572505235671997,0.41580939292907715,0.001953125,0.00249298382550478,,623.0,445.8969931602478,0.00817857589572668,,1763260476.0121822
258688,2732,0.00014485407155007124,-0.0022148871794342995,-1.8379924297332764,-0.00439520925283432,0.3892963230609894,0.0,0.0003644349053502083,,624.0,451.9199159145355,0.00047436499153263867,,1763260482.035105
260736,2752,0.00014362519141286612,-0.024712560698390007,-0.40435123443603516,-0.0014095604419708252,0.377133309841156,0.005859375,0.0015679709613323212,,625.0,454.6929450035095,0.0009086685604415834,,1763260484.808134
261248,2757,0.00014331797137856483,0.0168254803866148,-0.6900081634521484,-0.015767689794301987,0.3310522437095642,0.005859375,0.002985372208058834,,625.0,455.3863306045532,0.0010586592834442854,,1763260485.5015197
262784,2772,0.000142396311275661,0.014855703338980675,-0.5115602016448975,-0.006851799786090851,0.3323681056499481,0.033203125,0.005784125067293644,,625.0,457.44042015075684,0.00043654607725329697,,1763260487.5556092
263924,2782,,,,,,,,500.0,,458.8453679084778,,500.0,1763260488.960557
263936,2783,0.0001417050661984831,-0.004338263534009457,-0.001591801643371582,-0.0061433278024196625,0.4342276155948639,0.0,0.0013639247044920921,,626.0,458.9748637676239,1.3883655071258545,,1763260489.0900528
264960,2793,0.00014109062612988055,0.011428233236074448,-0.0025963783264160156,-0.011177994310855865,0.3986242711544037,0.0,0.0006361361593008041,,626.0,460.3749806880951,337.8208923339844,,1763260490.4901698
268160,2824,0.00013917050091549754,0.01112314872443676,-0.4024301767349243,-0.0033678533509373665,0.43574953079223633,0.00390625,0.000701073557138443,,628.0,464.5108323097229,0.009353633038699627,,1763260494.6260214
270080,2843,0.00013801844033878297,-0.008145829662680626,-0.4531055688858032,-0.02311783656477928,0.44855308532714844,0.021484375,0.011244989931583405,,628.0,466.9560716152191,0.011728853918612003,,1763260497.0712607
271488,2857,0.00013717358524445444,-0.0019843289628624916,-0.0020498037338256836,-0.014107403345406055,0.4767025411128998,0.0,0.00043747853487730026,,629.0,468.64341139793396,232.77395629882812,,1763260498.7586005
274048,2882,0.00013563748507294804,0.0024605263024568558,0.00020748376846313477,0.007545420899987221,0.3844688832759857,0.0,0.0008585900068283081,,631.0,471.8047077655792,0.008984760381281376,,1763260501.9198968
274924,2890,,,,,,,,500.0,,472.83506417274475,,500.0,1763260502.9502532
276992,2911,0.00013387096987571567,0.0018159309402108192,-0.0008302927017211914,-0.0004462823271751404,0.4327189326286316,0.0,0.00021329429000616074,,632.0,475.4731273651123,194.5786895751953,,1763260505.5883164
279552,2935,0.00013233486970420927,-0.0030261604115366936,-1.1861860752105713,0.00036780256778001785,0.4348771572113037,0.0,0.00011012610048055649,,633.0,478.75134229660034,0.008231374435126781,,1763260508.8665314
280960,2949,0.00013149001460988075,0.002958526834845543,-0.000705718994140625,-0.0008267536759376526,0.4540419578552246,0.0,2.8636306524276733e-05,,634.0,480.52586460113525,224.13174438476562,,1763260510.6410537
282112,2960,0.00013079876953270286,-0.01605985499918461,-0.2270573377609253,0.015568211674690247,0.4052371084690094,0.00390625,0.0028764400631189346,,634.0,481.9606964588165,0.005899936426430941,,1763260512.0758855
283648,2975,0.00012987710942979902,-0.02024233154952526,-0.19611001014709473,-0.0058611854910850525,0.4548197090625763,0.0,0.001431616023182869,,635.0,483.90358233451843,0.006373696029186249,,1763260514.0187714
285056,2989,0.0001290322543354705,-0.005223125219345093,-0.5842735767364502,0.00012286752462387085,0.43168407678604126,0.0,0.0004546642303466797,,636.0,485.7368838787079,0.008900834247469902,,1763260515.852073
285824,2997,0.00012857142428401858,0.03519288823008537,-0.9620879888534546,0.020217962563037872,0.46073389053344727,0.009765625,0.0050735874101519585,,636.0,486.70534801483154,0.001999437343329191,,1763260516.820537
287232,3011,0.00012772656918969005,0.0018436480313539505,-1.279149055480957,-0.0020357202738523483,0.4523909389972687,0.0,0.00033404119312763214,,636.0,488.5237340927124,0.007283833343535662,,1763260518.6389232
291328,3051,0.00012526882346719503,0.0005616433918476105,-0.4638528823852539,-0.0033112987875938416,0.4277321696281433,0.0,0.00028152018785476685,,638.0,493.7565188407898,0.0005646206554956734,,1763260523.871708
291540,3053,,,,,,,,500.0,,493.9690189361572,,500.0,1763260524.084208
292864,3066,0.0001243471633642912,0.0021529793739318848,-1.1747710704803467,-0.006659366190433502,0.4291856288909912,0.0,0.00017065554857254028,,639.0,495.6815617084503,0.0006416133837774396,,1763260525.7967508
293248,3070,0.00012411674833856523,0.010110699571669102,-0.372539758682251,-0.0064033446833491325,0.5151764750480652,0.0,0.0009714001789689064,,639.0,496.177622795105,0.0066116550005972385,,1763260526.2928119
294540,3083,,,,,,,,500.0,,497.88544249534607,,500.0,1763260528.0006316
296192,3098,0.00012235023314133286,0.000511455349624157,0.5443997383117676,0.00031898170709609985,0.5023036599159241,0.0,7.189158350229263e-05,,640.0,500.06577134132385,0.005006055813282728,,1763260530.1809604
296704,3103,0.00012204301310703158,0.01047496497631073,0.5195361375808716,-0.012029830366373062,0.4397779703140259,0.005859375,0.0023171287029981613,,640.0,500.7349889278412,0.007208539638668299,,1763260530.850178
299136,3127,0.0001205837179441005,0.009613865986466408,-0.0003527402877807617,0.005668625235557556,0.46343356370925903,0.0,0.00029018521308898926,,641.0,503.8914487361908,270.5655822753906,,1763260534.0066378
299392,3129,0.00012043010792694986,0.0009747669100761414,0.03446692228317261,-0.005287904292345047,0.45766204595565796,0.0,0.0006721913814544678,,641.0,504.17680954933167,0.0004932472365908325,,1763260534.2919986
300544,3141,0.00011973886284977198,-0.0029287338256835938,-0.00021266937255859375,-0.003203973174095154,0.4904554486274719,0.0,0.00023883208632469177,,641.0,505.7315831184387,240.46685791015625,,1763260535.8467722
300800,3143,0.00011958525283262134,-0.0006258832290768623,-0.19529759883880615,0.0014850683510303497,0.49728238582611084,0.0,1.6232021152973175e-05,,642.0,506.0398988723755,0.0005176906124688685,,1763260536.155088
301056,3146,0.0001194316428154707,-0.00010964088141918182,-0.00013172626495361328,0.003068014979362488,0.46172887086868286,0.0,7.575191557407379e-05,,642.0,506.3591675758362,170.8687744140625,,1763260536.4743567
302592,3161,0.00011850998271256685,-0.0034635066986083984,-5.3048133850097656e-05,-0.0031985417008399963,0.5370491147041321,0.0,0.0006083790212869644,,642.0,508.21180605888367,335.4229431152344,,1763260538.3269951
303540,3170,,,,,,,,500.0,,509.29696440696716,,500.0,1763260539.4121535
304896,3183,0.00011712749255821109,-0.0011421218514442444,0.05899697542190552,-0.009644363075494766,0.4356103837490082,0.0,0.0008558984845876694,,643.0,511.0471067428589,0.0010035110171884298,,1763260541.1622958
305408,3188,0.00011682027979986742,-0.02178562805056572,0.12721377611160278,-0.004638597369194031,0.5448968410491943,0.0,0.0026581622660160065,,644.0,511.68150758743286,0.0004960412043146789,,1763260541.7966967
308352,3217,0.00011505376460263506,-0.006945383735001087,0.010619640350341797,-0.0009522885084152222,0.5327760577201843,0.0,0.00015473831444978714,,645.0,515.1514983177185,0.00044862914364784956,,1763260545.2666874
309040,3224,,,,,,,,500.0,,515.9573822021484,,500.0,1763260546.0725713
311540,3247,,,,,,,,500.0,,518.6348345279694,,500.0,1763260548.7500236
311808,3250,0.00011298002937110141,-0.0018109222874045372,-0.21226286888122559,-0.0028304532170295715,0.5286412239074707,0.0,0.00040039513260126114,,647.0,519.0531227588654,0.0008187709026969969,,1763260549.1683118
312040,3252,,,,,,,,500.0,,519.2514116764069,,500.0,1763260549.3666008
312320,3255,0.00011267280933680013,0.002945401705801487,-0.14458346366882324,-0.01008812990039587,0.5145678520202637,0.0,0.0017101159319281578,,647.0,519.6149625778198,0.0007686791941523552,,1763260549.7301517
312632,3259,,,,,,,,92.0,,519.9348924160004,,92.0,1763260550.0500815
313984,3272,0.00011167434422532097,-0.001844039186835289,-0.18893086910247803,-0.0028311125934123993,0.5293763279914856,0.0,0.0005904976278543472,,648.0,521.414952993393,0.0009388867765665054,,1763260551.530142
314240,3275,0.00011152073420817032,0.003992132842540741,-0.0006552934646606445,0.0027419589459896088,0.5018932819366455,0.0,0.00035843625664711,,649.0,521.6764998435974,86.42726135253906,,1763260551.791689
314368,3276,0.000111443929199595,-0.002011500298976898,-0.6009805202484131,-0.006244011223316193,0.47326231002807617,0.0,0.00011060945689678192,,649.0,521.8188531398773,0.0073966970667243,,1763260551.9340422
316416,3296,0.0001102150563383475,0.002240641973912716,-0.1335313320159912,-0.004175189882516861,0.5027743577957153,0.0,0.00018090661615133286,,650.0,523.9166445732117,0.0008623077883385122,,1763260554.0318336
316672,3299,0.00011006144632119685,-0.0015794644132256508,-0.0007271766662597656,0.0027064532041549683,0.5054683089256287,0.0,0.00032555777579545975,,650.0,524.1900086402893,168.41879272460938,,1763260554.3051977
320640,3338,0.00010768049105536193,-0.0005385540425777435,-0.00018608570098876953,0.0026425234973430634,0.4191000461578369,0.0,9.95006412267685e-05,,653.0,528.1697940826416,306.5317077636719,,1763260558.2849832
322048,3351,0.0001068356359610334,-0.00037718843668699265,-0.17094576358795166,-0.0017847642302513123,0.46436771750450134,0.0,9.570922702550888e-05,,654.0,529.6273882389069,0.0003280664677731693,,1763260559.7425773
322632,3357,,,,,,,,500.0,,530.218465089798,,500.0,1763260560.3336542
322944,3360,0.00010629800090100616,0.00405201967805624,-0.6179838180541992,-0.0021568238735198975,0.5106296539306641,0.0,0.0009987587109208107,,655.0,530.5726573467255,0.00024730153381824493,,1763260560.6878464
324632,3377,,,,,,,,500.0,,532.2487246990204,,500.0,1763260562.3639138
326912,3398,0.00010391705291112885,0.00949148554354906,0.10086148977279663,-0.012677688151597977,0.5426267385482788,0.0,0.0006217015907168388,,657.0,534.595395565033,0.00073364278068766,,1763260564.7105846
327168,3401,0.00010376344289397821,-0.001836906187236309,0.00013840198516845703,0.0002899467945098877,0.512118935585022,0.0,0.00011159013956785202,,657.0,534.8722996711731,54.92070007324219,,1763260564.9874887
327680,3406,0.00010345622285967693,0.0005266088992357254,-0.00021350383758544922,0.001310480758547783,0.539736270904541,0.0,0.00029799342155456543,,658.0,535.4133384227753,50.86868667602539,,1763260565.5285275
