global_step,_step,charts/learning_rate,losses/old_approx_kl,losses/explained_variance,losses/policy_loss,losses/entropy,losses/clipfrac,losses/approx_kl,charts/episodic_return,charts/SPS,_runtime,losses/value_loss,charts/episodic_length,_timestamp
80768,997,0.00025161291705444455,0.0058560678735375404,0.9155712723731995,-0.0028066858649253845,0.43214210867881775,0.00390625,0.0009068744257092476,,586.0,175.2323513031006,0.0006749145104549825,,1763260205.3475404
82560,1015,0.00025053764693439007,0.004699008539319038,0.9642381072044373,-0.013622281141579151,0.4170042872428894,0.0,0.0012960676103830338,,586.0,178.33408117294312,0.0006166456150822341,,1763260208.4492702
83072,1020,0.0002502304269000888,0.005979345180094242,0.8904515504837036,-0.024270158261060715,0.3728565573692322,0.00390625,0.0033162636682391167,,586.0,179.2018702030182,0.0005969755002297461,,1763260209.3170593
84224,1031,0.0002495391818229109,0.033682383596897125,0.9612104296684265,0.007214980199933052,0.35920608043670654,0.025390625,0.006772410124540329,,586.0,181.17079997062683,0.0004131225578021258,,1763260211.285989
86144,1050,0.0002483871066942811,0.015313363634049892,0.9789800047874451,-0.007315605878829956,0.28854620456695557,0.001953125,0.001997108571231365,,586.0,184.43715071678162,0.0005683280760422349,,1763260214.5523398
86424,1053,,,,,,,,500.0,,184.88109850883484,,500.0,1763260214.9962876
86924,1058,,,,,,,,500.0,,185.73400139808655,,500.0,1763260215.8491905
89472,1082,0.0002463901764713228,0.0011793291196227074,0.010134696960449219,0.002059711143374443,0.27718865871429443,0.0,0.000308123417198658,,587.0,189.93854022026062,128.2974090576172,,1763260220.0537293
89600,1083,0.00024631337146274745,0.020489562302827835,0.7476106882095337,-0.01681217923760414,0.35537394881248474,0.017578125,0.009803472086787224,,587.0,190.1194257736206,0.00044605968287214637,,1763260220.2346148
90424,1091,,,,,,,,500.0,,191.39051604270935,,500.0,1763260221.505705
91924,1106,,,,,,,,500.0,,193.83497190475464,,500.0,1763260223.950161
93184,1118,0.0002441628312226385,-0.012987031601369381,0.8972041606903076,-0.002417266368865967,0.3642248511314392,0.013671875,0.0036834077909588814,,588.0,195.87320351600647,0.0004767298814840615,,1763260225.9883926
93924,1125,,,,,,,,500.0,,196.95288372039795,,500.0,1763260227.0680728
94720,1133,0.00024324117111973464,-0.010172669775784016,0.9654678106307983,0.004267157055437565,0.3608762323856354,0.0390625,0.02710067108273506,,589.0,198.32186245918274,0.000967725005466491,,1763260228.4370515
95924,1145,,,,,,,,500.0,,200.25854969024658,,500.0,1763260230.3737388
97920,1164,0.00024132104590535164,0.00285461638122797,0.7053045630455017,-0.005329310894012451,0.2041327953338623,0.005859375,0.0006495276466012001,,589.0,203.53169965744019,0.0009163974900729954,,1763260233.6468887
97924,1165,,,,,,,,500.0,,203.5720818042755,,500.0,1763260233.6872709
98688,1172,0.00024086021585389972,0.019631844013929367,-0.650509238243103,-0.004582073539495468,0.3009733557701111,0.0,0.001254897564649582,,589.0,204.84741854667664,0.0004720474826171994,,1763260234.9626076
99584,1181,0.00024032258079387248,0.022598866373300552,0.9629645347595215,-0.021431196480989456,0.31739529967308044,0.001953125,0.0024732016026973724,,589.0,206.35473537445068,0.0003756529185920954,,1763260236.4699244
100096,1186,0.0002400153607595712,0.037536583840847015,0.9042123556137085,-0.02517448365688324,0.3078272342681885,0.005859375,0.003774886019527912,,590.0,207.16144156455994,0.00029586540767923,,1763260237.2766306
101248,1197,0.0002393241156823933,0.002215900458395481,-0.12992656230926514,-0.0003419816493988037,0.30334174633026123,0.0,7.033441215753555e-05,,590.0,208.99113368988037,0.001937808352522552,,1763260239.1063228
102912,1213,0.00023832565057091415,-0.0008030077442526817,-8.10402774810791,0.0035534948110580444,0.31948453187942505,0.00390625,0.0006214184686541557,,590.0,211.72982668876648,0.0011334097944200039,,1763260241.8450158
103040,1215,0.00023824884556233883,-9.8375603556633e-06,0.008468568325042725,-0.004518970847129822,0.3902769088745117,0.0,0.00021686125546693802,,590.0,211.96342206001282,325.27252197265625,,1763260242.0786111
104320,1226,0.00023748079547658563,0.002194882370531559,-0.6244457960128784,-0.005030158907175064,0.3129143714904785,0.078125,0.008686377666890621,,591.0,214.05767130851746,0.0004350934468675405,,1763260244.1728604
104704,1230,0.00023725038045085967,0.017306456342339516,0.7916672229766846,-0.01345650851726532,0.3492676615715027,0.009765625,0.00499538891017437,,590.0,214.71533799171448,0.0009369316976517439,,1763260244.830527
105088,1234,0.0002370199654251337,0.004004283808171749,-0.8922727108001709,-0.00136517733335495,0.4010624289512634,0.0,0.00012198742479085922,,591.0,215.35618686676025,0.00018023223674390465,,1763260245.471376
106240,1245,0.00023632872034795582,0.0026272423565387726,-0.36088359355926514,0.008266214281320572,0.3755878508090973,0.0,0.000988772138953209,,591.0,217.24842596054077,0.001496172626502812,,1763260247.363615
107136,1254,0.00023579108528792858,0.061417289078235626,-0.7683444023132324,-0.03844817727804184,0.37618720531463623,0.025390625,0.009200189262628555,,591.0,218.7357313632965,0.00030635122675448656,,1763260248.8509204
108924,1271,,,,,,,,500.0,,221.54719281196594,,500.0,1763260251.662382
111744,1299,0.00023302611953113228,-0.017995253205299377,-0.8059221506118774,-0.013915492221713066,0.3367074728012085,0.0390625,0.010968521237373352,,591.0,226.38061094284058,0.001446189940907061,,1763260256.4958
115840,1339,0.00023056835925672203,0.007291940040886402,-1.330493688583374,-0.008452647365629673,0.30786147713661194,0.00390625,0.0022966256365180016,,591.0,233.37941884994507,0.0002430626773275435,,1763260263.494608
115924,1340,,,,,,,,500.0,,233.4322497844696,,500.0,1763260263.5474389
116864,1349,0.00022995391918811947,0.0032860059291124344,0.8482441902160645,-0.0006941203027963638,0.3291013836860657,0.005859375,0.002003304660320282,,591.0,234.9921350479126,0.0001804815256036818,,1763260265.1073241
118272,1363,0.00022910906409379095,-0.010241661220788956,-0.35992860794067383,-0.023149235174059868,0.2536734640598297,0.05859375,0.008901361376047134,,592.0,237.231835603714,0.0004194381181150675,,1763260267.3470247
118424,1365,,,,,,,,500.0,,237.4463129043579,,500.0,1763260267.561502
118924,1370,,,,,,,,500.0,,238.17126846313477,,500.0,1763260268.2864575
120064,1380,0.00022803379397373646,-0.006697619333863258,-0.3730156421661377,-0.004882197827100754,0.33091646432876587,0.0078125,0.0036219600588083267,,593.0,239.9029757976532,0.0016102154040709138,,1763260270.0181649
120192,1381,0.00022795698896516114,-0.010352752171456814,0.36963707208633423,-0.010905442759394646,0.3199926018714905,0.0078125,0.0016063312068581581,,593.0,240.09812545776367,0.0008511452469974756,,1763260270.2133145
120924,1388,,,,,,,,500.0,,241.07678055763245,,500.0,1763260271.1919696
121600,1395,0.00022711213387083262,-0.018450850620865822,-0.9773634672164917,-0.017563024535775185,0.33509862422943115,0.0,0.0013040043413639069,,594.0,242.23909997940063,0.0020773892756551504,,1763260272.354289
121984,1399,0.00022688171884510666,0.009466727264225483,0.0018742084503173828,0.0047140587121248245,0.23586922883987427,0.001953125,0.0019777780398726463,,594.0,242.7967119216919,205.1687774658203,,1763260272.911901
122624,1405,0.00022649769380223006,-0.0031130416318774223,0.48307597637176514,0.005369639024138451,0.308607816696167,0.0,0.0005250955000519753,,594.0,243.75283980369568,0.002694696420803666,,1763260273.8680289
125424,1432,,,,,,,,500.0,,247.9105362892151,,500.0,1763260278.0257254
125440,1433,0.00022480798361357301,-0.00574282743036747,-0.00038611888885498047,0.003358554095029831,0.31586700677871704,0.0,0.0008386876434087753,,595.0,248.08239912986755,109.42596435546875,,1763260278.1975882
127744,1455,0.00022342549345921725,0.0022974172607064247,-3.008263111114502,-0.0032047752756625414,0.29241394996643066,0.0,0.000516858883202076,,596.0,251.6213321685791,0.0008619907312095165,,1763260281.7365212
127872,1456,0.00022334868845064193,0.0034672608599066734,0.5995030403137207,-0.014225460588932037,0.25084641575813293,0.025390625,0.005398408509790897,,596.0,251.81483554840088,0.00016973132733255625,,1763260281.9300246
127924,1457,,,,,,,,500.0,,251.85858869552612,,500.0,1763260281.9737778
133760,1514,0.00021981567260809243,0.010174578055739403,-0.27826356887817383,0.017106544226408005,0.31817105412483215,0.01171875,0.008812335319817066,,599.0,260.7881729602814,0.0006708941655233502,,1763260290.903362
134424,1521,,,,,,,,500.0,,261.7773096561432,,500.0,1763260291.8924987
134912,1525,0.00021912442753091455,-0.00800896156579256,-0.39104461669921875,-0.008982382714748383,0.3184090554714203,0.005859375,0.0024491632357239723,,599.0,262.52456402778625,0.00021675143216270953,,1763260292.639753
135040,1527,0.00021904762252233922,0.0015446338802576065,-0.003226637840270996,0.0013028159737586975,0.3534451127052307,0.0,3.092363476753235e-05,,599.0,262.77703881263733,171.5758819580078,,1763260292.892228
135296,1529,0.00021889401250518858,0.010063936933875084,-0.3494359254837036,-0.01770806312561035,0.3302079439163208,0.0390625,0.007881375029683113,,599.0,263.17342233657837,0.0003867129562422633,,1763260293.2886114
135924,1534,,,,,,,,500.0,,264.1022083759308,,500.0,1763260294.2173975
136064,1536,0.00021843318245373666,0.00486923661082983,0.170495867729187,-0.005521994084119797,0.36811602115631104,0.0,0.0008940054103732109,,599.0,264.47686433792114,0.008394869975745678,,1763260294.5920534
136832,1543,0.00021797235240228474,0.003389558754861355,0.12383180856704712,0.0020429790019989014,0.32924729585647583,0.001953125,0.0008132616057991982,,599.0,265.6900222301483,0.0006223443197086453,,1763260295.8052113
136960,1545,0.00021789554739370942,0.001624186523258686,-0.0003560781478881836,0.00043001770973205566,0.35712575912475586,0.0,3.731343895196915e-05,,599.0,265.9102909564972,321.221435546875,,1763260296.02548
137088,1546,0.0002178187423851341,-0.010485425591468811,-0.957817792892456,-0.0018510743975639343,0.35613030195236206,0.0,0.0024881120771169662,,599.0,266.08442091941833,0.009160126559436321,,1763260296.19961
138368,1558,0.0002170506922993809,0.03868642449378967,0.14512944221496582,-0.017153959721326828,0.3537612557411194,0.04296875,0.0074372561648488045,,600.0,268.0489480495453,0.0003038994618691504,,1763260298.1641371
138424,1559,,,,,,,,500.0,,268.09501004219055,,500.0,1763260298.210199
138880,1563,0.00021674347226507962,0.02900661528110504,-0.20560073852539062,-0.004499062895774841,0.44151657819747925,0.01171875,0.005338088609278202,,600.0,268.8418734073639,0.00025430257664993405,,1763260298.9570625
139136,1566,0.00021658986224792898,0.008361618034541607,0.2602512836456299,-0.017724310979247093,0.34500983357429504,0.009765625,0.00573450792580843,,600.0,269.29247856140137,0.015695707872509956,,1763260299.4076676
141424,1588,,,,,,,,500.0,,272.800626039505,,500.0,1763260302.915815
141440,1589,0.0002152073720935732,0.000749608501791954,-0.0004596710205078125,0.0019344165921211243,0.4748785197734833,0.0,0.00018995441496372223,,600.0,272.9720096588135,300.4474792480469,,1763260303.0871987
142336,1597,0.00021466973703354597,-0.0021683592349290848,0.41656017303466797,0.010415703058242798,0.432148277759552,0.111328125,0.02003135159611702,,601.0,274.36377358436584,0.00037415960105136037,,1763260304.4789627
143360,1607,0.0002140552969649434,0.03458614647388458,-0.10079431533813477,-0.011607620865106583,0.36202165484428406,0.001953125,0.003251355141401291,,601.0,275.9703667163849,0.00030068709747865796,,1763260306.0855558
143488,1609,0.0002139784919563681,0.017065824940800667,-0.0012912750244140625,0.0031746113672852516,0.4361156225204468,0.0,0.0024672262370586395,,601.0,276.20004534721375,135.21145629882812,,1763260306.3152344
143616,1610,0.00021390168694779277,0.00028286222368478775,-1.0131349563598633,0.017193324863910675,0.3420080840587616,0.015625,0.004209638573229313,,601.0,276.3819010257721,0.015651416033506393,,1763260306.49709
143872,1612,0.00021374807693064213,0.006143749691545963,-0.22564947605133057,0.01695765182375908,0.4777871370315552,0.005859375,0.0014167269691824913,,601.0,276.75775027275085,0.0005654397537000477,,1763260306.8729393
145280,1626,0.0002129032218363136,0.012309517711400986,0.27767854928970337,-0.04815525934100151,0.40083834528923035,0.01171875,0.007903019897639751,,601.0,278.9489607810974,0.0005372680607251823,,1763260309.0641499
146432,1638,0.00021221197675913572,-0.005396652966737747,-0.0003650188446044922,0.001577824354171753,0.3000783920288086,0.0,0.00024477019906044006,,602.0,280.7352395057678,42.43994903564453,,1763260310.8504286
151552,1687,0.00020913979096803814,-0.0010183146223425865,0.074337899684906,-0.02204754948616028,0.3682337999343872,0.001953125,0.004032322205603123,,603.0,288.58881664276123,0.012812821194529533,,1763260318.7040057
156160,1732,0.0002063748106593266,-0.0013011489063501358,-0.17951595783233643,0.0024117715656757355,0.3985508680343628,0.0,0.00010029971599578857,,606.0,295.1436731815338,0.008828449063003063,,1763260325.2588623
157440,1745,0.0002056067605735734,0.016807038336992264,-0.000308990478515625,-0.013256534934043884,0.44989195466041565,0.0,0.0029971012845635414,,606.0,297.1608741283417,338.90936279296875,,1763260327.2760632
158336,1753,0.00020506912551354617,0.008437729440629482,-0.6223151683807373,-0.002116784453392029,0.41725850105285645,0.0,0.0002087848260998726,,606.0,298.52868485450745,0.0003899206640198827,,1763260328.643874
158424,1754,,,,,,,,500.0,,298.5798602104187,,500.0,1763260328.6950493
159488,1765,0.0002043778804363683,-0.002796853892505169,0.0003917217254638672,0.01050347089767456,0.453769713640213,0.0,0.00044392701238393784,,606.0,300.3521616458893,294.59869384765625,,1763260330.4673507
159872,1768,0.00020414746541064233,-0.02055268920958042,-0.6910191774368286,-0.01067390013486147,0.40430399775505066,0.0,0.0020692888647317886,,607.0,300.9005870819092,0.00029671069933101535,,1763260331.0157762
160768,1777,0.00020360983035061508,-0.020336095243692398,-0.28352510929107666,0.0068813711404800415,0.43636810779571533,0.0,0.001588071696460247,,607.0,302.2354505062103,0.0001400334294885397,,1763260332.3506396
164924,1818,,,,,,,,500.0,,308.25801372528076,,500.0,1763260338.3732028
165424,1823,,,,,,,,500.0,,308.96072816848755,,500.0,1763260339.0759172
168424,1851,,,,,,,,500.0,,313.5076479911804,,500.0,1763260343.622837
168924,1856,,,,,,,,500.0,,314.3275408744812,,500.0,1763260344.44273
