_step,_runtime,global_step,_timestamp,charts/episodic_length,losses/approx_kl,losses/explained_variance,losses/old_approx_kl,charts/episodic_return,losses/clipfrac,losses/policy_loss,losses/entropy,charts/learning_rate,charts/SPS,losses/value_loss
0,27.788715600967407,0,1763260057.7857487,,,,,,,,,,,
7,30.766711950302124,128,1763260060.763745,29.0,7.495284080505371e-05,-0.0027827024459838867,-0.00027845054864883423,29.0,0.0,9.35145653784275e-05,0.6930968761444092,0.0003000000142492354,349.0,21.498241424560547
33,31.279759407043457,676,1763260061.2767925,23.0,,,,23.0,,,,,,
41,31.425720691680908,868,1763260061.4227538,24.0,,,,24.0,,,,,,
47,31.57270884513855,949,1763260061.569742,10.0,,,,10.0,,,,,,
64,32.07634234428406,1467,1763260062.0733755,59.0,,,,59.0,,,,,,
74,32.32480263710022,1739,1763260062.3218358,37.0,,,,37.0,,,,,,
77,32.442922592163086,1865,1763260062.4399557,87.0,,,,87.0,,,,,,
88,32.941431283950806,2380,1763260062.9384644,80.0,,,,80.0,,,,,,
102,33.64530682563782,3141,1763260063.64234,147.0,,,,147.0,,,,,,
104,33.77484154701233,3296,1763260063.7718747,155.0,,,,155.0,,,,,,
133,35.88692331314087,5376,1763260065.8839564,,0.0004069283604621887,0.43211477994918823,-0.0006387624889612198,,0.0,-0.0034056813456118107,0.6218187212944031,0.00029685100889764726,979.0,33.52083969116211
147,36.69345259666443,6272,1763260066.6904857,,6.851647049188614e-05,0.3524993062019348,0.001071273349225521,,0.0,-0.004952322691679001,0.5960046052932739,0.00029631337383762,996.0,32.285499572753906
149,36.908647775650024,6514,1763260066.905681,303.0,,,,303.0,,,,,,
150,37.11546230316162,6528,1763260067.1124954,,0.0009066173806786537,0.10662806034088135,-0.0018444983288645744,,0.0,-0.004752498120069504,0.5744581818580627,0.0002961597638204694,972.0,28.124191284179688
155,37.47498917579651,6750,1763260067.4720223,43.0,,,,43.0,,,,,,
157,37.70873737335205,6892,1763260067.7057705,142.0,,,,142.0,,,,,,
172,39.41608428955078,7808,1763260069.4131174,,0.0017916196957230568,0.841284990310669,0.0037444205954670906,,0.0,0.00672861747443676,0.5939695835113525,0.0002953917137347162,866.0,21.594045639038086
195,41.972426891326904,9344,1763260071.96946,,8.568447083234787e-05,0.6229873299598694,-0.0005447948351502419,,0.0,0.003477916121482849,0.563072144985199,0.00029447005363181233,807.0,28.24479103088379
203,42.55765128135681,9711,1763260072.5546844,71.0,,,,71.0,,,,,,
213,43.42510938644409,10214,1763260073.4221425,47.0,,,,47.0,,,,,,
217,43.74214029312134,10368,1763260073.7391734,,0.00022644363343715668,0.02166604995727539,0.004278469830751419,,0.0,-0.0016035959124565125,0.5528821349143982,0.00029385561356320977,777.0,47.17064666748047
228,44.8134925365448,11264,1763260074.8105257,,0.0005084369331598282,-0.26082825660705566,0.007982902228832245,,0.0,0.006431523710489273,0.6518567204475403,0.00029331797850318253,781.0,35.104217529296875
233,45.157936811447144,11610,1763260075.15497,45.0,,,,45.0,,,,,,
