losses/old_approx_kl,_runtime,charts/episodic_length,losses/value_loss,_timestamp,global_step,losses/policy_loss,charts/episodic_return,_step,losses/explained_variance,losses/entropy,charts/SPS,losses/approx_kl,losses/clipfrac,charts/learning_rate
0.01768631488084793,115.11297607421875,,150.5731658935547,1763260205.623394,38912,-0.039153289049863815,,515,0.036029696464538574,0.575921356678009,451.0,0.0035288026556372643,0.013671875,0.00027672809665091336
0.04047223925590515,117.92355632781982,,98.84893798828125,1763260208.4339743,40320,0.003487769514322281,,530,0.17845404148101807,0.5107593536376953,453.0,0.012178178876638412,0.056640625,0.0002758832706604153
-0.001142510212957859,119.53756928443909,,19.27397918701172,1763260210.0479872,41088,0.001757293939590454,,539,0.8064257502555847,0.46682581305503845,453.0,7.704365998506546e-05,0.0,0.00027542244060896337
0.005753576755523682,120.9117591381073,,49.249122619628906,1763260211.422177,41728,0.0023266449570655823,,547,0.9080598950386047,0.5290345549583435,453.0,0.00045799463987350464,0.0,0.00027503841556608677
0.0007296344265341759,122.47606992721558,,5.422384262084961,1763260212.9864879,42496,0.0001392364501953125,,555,0.8364177346229553,0.4556807577610016,454.0,3.57283279299736e-05,0.0,0.00027457758551463485
,123.05718469619751,245.0,,1763260213.5676026,42865,,245.0,559,,,,,,
0.0031014587730169296,124.843101978302,,6.370915412902832,1763260215.35352,43648,-0.0017606541514396667,,568,-0.04137849807739258,0.42072048783302307,455.0,0.00010910071432590485,0.0,0.00027388634043745697
,129.7361433506012,182.0,,1763260220.2465613,45987,,182.0,595,,,,,,
,132.56955528259277,217.0,,1763260223.0799732,47341,,217.0,612,,,,,,
-0.0042045461013913155,133.05064582824707,,1.3180246353149414,1763260223.5610638,47488,-0.004390798509120941,,614,0.9645769596099854,0.5329069495201111,456.0,0.0005824333056807518,0.0,0.00027158219018019736
0.01960127428174019,135.89362978935242,,9.874725341796875,1763260226.4040477,48768,-0.016812242567539215,,630,0.7846001386642456,0.47349032759666443,455.0,0.002131904475390911,0.0,0.00027081414009444416
-8.633080869913101e-05,136.97226786613464,,4.252315521240234,1763260227.4826858,49280,-0.00043999403715133667,,636,0.49536317586898804,0.521202564239502,456.0,5.614105612039566e-05,0.0,0.0002705069200601429
0.005072280764579773,137.79345321655273,,3.8890769481658936,1763260228.3038712,49664,-0.006604310125112534,,640,-0.99616539478302,0.5210088491439819,456.0,0.00029302574694156647,0.0,0.0002702765050344169
-0.0011255405843257904,139.86532497406006,,12.493846893310547,1763260230.375743,50688,-0.004542052745819092,,650,-1.597249984741211,0.4265826940536499,456.0,0.0006709937006235123,0.0,0.00026966206496581435
-0.000348508358001709,142.5241355895996,,3.899029493331909,1763260233.0345535,51968,0.00025503337383270264,,664,-4.356471538543701,0.45019224286079407,457.0,2.4825334548950195e-05,0.0,0.00026889401488006115
,146.0041801929474,231.0,,1763260236.5145981,53730,,231.0,684,,,,,,
,146.8445384502411,234.0,,1763260237.3549564,54127,,234.0,689,,,,,,
-0.0021669119596481323,148.6630630493164,,1.464512825012207,1763260239.173481,54912,0.003075532615184784,,698,0.1314285397529602,0.4726954400539398,458.0,0.00011544674634933472,0.0,0.0002671274996828288
-0.0016018953174352646,149.43650579452515,,3.157586097717285,1763260239.9469237,55296,-0.0012435801327228546,,702,-1.40519380569458,0.40943625569343567,458.0,0.00013769790530204773,0.0,0.0002668970846571028
-5.3969211876392365e-05,150.2749481201172,,410.61663818359375,1763260240.785366,55680,-0.0006152801215648651,,707,0.2696467638015747,0.5209603905677795,458.0,0.00020846817642450333,0.0,0.00026666666963137686
,154.13046097755432,292.0,,1763260244.640879,57607,,292.0,729,,,,,,
,159.06756401062012,262.0,,1763260249.577982,60058,,262.0,757,,,,,,
,159.88325762748718,156.0,,1763260250.3936756,60451,,156.0,762,,,,,,
-0.0015767840668559074,160.90745615959167,,2.040958881378174,1763260251.417874,60928,-0.0029457807540893555,,767,-2.556290864944458,0.48523709177970886,461.0,0.0005003390833735466,0.0,0.00026351766427978873
0.0012857578694820404,162.44867420196533,,5.122474670410156,1763260252.9590921,61696,-0.016672173514962196,,775,-0.5054105520248413,0.4050840139389038,462.0,0.0016422159969806671,0.005859375,0.0002630568342283368
0.0023082084953784943,164.9946527481079,,176.08477783203125,1763260255.5050707,62976,-0.0023300349712371826,,788,0.02167665958404541,0.44540461897850037,462.0,0.0001086704432964325,0.0,0.0002622887841425836
0.0003887368366122246,165.24445009231567,,0.8606694936752319,1763260255.754868,63104,-0.0021275952458381653,,789,-0.3505115509033203,0.44086119532585144,462.0,2.0242296159267426e-05,0.0,0.0002622119791340083
,166.78205132484436,500.0,,1763260257.2924693,63975,,500.0,797,,,,,,
0.009067485108971596,168.66569590568542,,5.0805816650390625,1763260259.1761138,64896,0.014272879809141159,,806,-0.5842510461807251,0.4738606810569763,464.0,0.002208337187767029,0.001953125,0.0002611367090139538
0.004408895969390869,170.42624235153198,,0.23513281345367432,1763260260.9366603,65792,-0.0029512420296669006,,815,0.22885370254516602,0.49518078565597534,464.0,0.0001240372657775879,0.0,0.00026059907395392656
0.002625144086778164,179.98650121688843,,0.011124691925942898,1763260270.4969192,70656,-0.004000674933195114,,863,-0.18783438205718994,0.5305433869361877,467.0,0.0005636615678668022,0.0,0.0002576804836280644
-0.007089060731232166,181.80141711235046,,0.008337995037436485,1763260272.311835,71552,0.0067169442772865295,,872,-0.0002504587173461914,0.50826495885849,468.0,0.000768064521253109,0.00390625,0.00025714284856803715
0.009774792939424515,182.56461548805237,,693.3602294921875,1763260273.0750334,71936,-0.004967771470546722,,876,-0.00034415721893310547,0.5134680867195129,468.0,0.0013777781277894974,0.0,0.0002569124335423112
0.0036359187215566635,190.61059474945068,,281.8041687011719,1763260281.1210127,76032,-0.007434535771608353,,916,0.0011803507804870605,0.5427875518798828,470.0,0.0009530112147331238,0.0,0.00025445467326790094
-0.004708862863481045,191.87729597091675,,0.005330958403646946,1763260282.387714,76672,-0.0018497109413146973,,922,-0.0866473913192749,0.5794470310211182,470.0,0.00045469868928194046,0.0,0.00025407064822502434
-0.004104346968233585,193.65587067604065,,0.004630771931260824,1763260284.1662886,77568,-0.0014331936836242676,,930,-0.008173584938049316,0.5524274706840515,470.0,0.001423233188688755,0.005859375,0.0002535330131649971
,195.13823103904724,500.0,,1763260285.648649,78428,,500.0,938,,,,,,
0.021615851670503616,195.8297610282898,,0.0004943064996041358,1763260286.340179,78720,0.006552588194608688,,941,-0.2828176021575928,0.47156065702438354,471.0,0.002445523627102375,0.001953125,0.0002528417680878192
-0.0058539146557450294,196.06093859672546,,0.0007057456532493234,1763260286.5713565,78848,-0.0025222525000572205,,942,-4.395538330078125,0.5067925453186035,471.0,0.0009281998500227928,0.00390625,0.0002527649630792439
,197.10973715782166,500.0,,1763260287.620155,79428,,500.0,948,,,,,,
0.006235127337276936,200.80449438095093,,166.56101989746094,1763260291.3149123,82048,-0.008968286216259003,,974,0.004615724086761475,0.5238640308380127,477.0,0.0005125226452946663,0.0,0.00025084486696869135
0.0012974385172128677,201.5446937084198,,0.0016884028445929289,1763260292.0551116,82688,-0.005014123395085335,,980,0.5174398422241211,0.5061525106430054,479.0,0.001612238585948944,0.0,0.00025046084192581475
-0.014820418320596218,202.54777789115906,,0.0013208866585046053,1763260293.0581958,83200,-0.0011883005499839783,,985,0.3721899390220642,0.5663043260574341,479.0,0.005151644349098206,0.0078125,0.00025015362189151347
0.008601471781730652,204.2969274520874,,0.0011186281917616725,1763260294.8073454,84224,-0.00955805554986,,995,0.43368905782699585,0.5259203910827637,480.0,0.0027984511107206345,0.015625,0.0002495391818229109
,204.60105752944946,500.0,,1763260295.1114755,84428,,500.0,997,,,,,,
0.021937154233455658,207.95189309120178,,0.00010100747022079304,1763260298.462311,86272,-0.00445784255862236,,1015,0.9478347301483154,0.4559429883956909,481.0,0.004964265041053295,0.01171875,0.0002483103016857058
0.007247995585203171,208.8828248977661,,0.001997570972889662,1763260299.3932428,86784,0.0023184213787317276,,1020,0.1095852255821228,0.43273502588272095,482.0,0.0004652794450521469,0.0,0.0002480030816514045
,210.4826319217682,500.0,,1763260300.9930499,87928,,500.0,1031,,,,,,
0.011232809163630009,212.67356252670288,,0.0012015406973659992,1763260303.1839805,89856,-0.009984724223613739,,1050,0.9133501648902893,0.4235364496707916,489.0,0.001653243787586689,0.0,0.0002461597614455968
-0.004755761474370956,212.94550013542175,,0.0012184311635792255,1763260303.455918,90112,-0.037805598229169846,,1053,0.915201723575592,0.4465436339378357,489.0,0.0068774139508605,0.013671875,0.0002460061514284462
-0.0008202297613024712,213.81311130523682,,0.0004450294654816389,1763260304.3235292,90624,9.978562593460083e-05,,1058,0.9688344597816467,0.4179433286190033,490.0,8.511822670698166e-05,0.0,0.0002456989313941449
0.004906270653009415,218.48505997657776,,0.0009204747038893402,1763260308.995478,93184,-0.0051782093942165375,,1082,0.819473385810852,0.46664372086524963,491.0,0.003327852115035057,0.001953125,0.0002441628312226385
0.014107461087405682,218.7000606060028,,0.0009608136024326086,1763260309.2104785,93312,-0.0086719561368227,,1083,0.165721595287323,0.40353623032569885,491.0,0.004292589612305164,0.017578125,0.00024408602621406317
-0.0043931156396865845,219.96870160102844,,0.000853322388138622,1763260310.4791195,94080,0.00274556502699852,,1091,0.5655820965766907,0.42872512340545654,492.0,0.00019573234021663666,0.0,0.00024362519616261125
0.014536422677338123,222.4131999015808,,0.0021389329340308905,1763260312.9236178,95616,0.004631668329238892,,1106,-1.6514582633972168,0.3532494604587555,494.0,0.0009307777509093285,0.0,0.0002427035360597074
-0.029417026787996292,223.84056520462036,,0.0004223340074531734,1763260314.3509831,96896,-0.020836621522903442,,1118,-1.6606099605560303,0.4139711856842041,497.0,0.005871139466762543,0.009765625,0.0002419354859739542
-0.00101422518491745,224.5875642299652,,211.903076171875,1763260315.0979822,97536,0.001221783459186554,,1125,0.0019380450248718262,0.3882228434085846,498.0,3.5122036933898926e-05,0.0,0.0002415514609310776
,225.53015899658203,500.0,,1763260316.040577,98428,,500.0,1133,,,,,,
-1.520942896604538e-05,226.93523120880127,,0.006418213713914156,1763260317.4456491,99584,0.0011796429753303528,,1145,0.35921913385391235,0.3609122633934021,502.0,2.217572182416916e-05,0.0,0.00024032258079387248
0.0019543664529919624,229.11753344535828,,235.46597290039062,1763260319.6279514,101504,-0.0012040510773658752,,1164,0.0005612373352050781,0.3832215964794159,507.0,3.9608217775821686e-05,0.0,0.00023917050566524267
0.029181694611907005,229.27401328086853,,0.00696174893528223,1763260319.7844312,101632,-0.043829984962940216,,1165,0.5048912763595581,0.33700278401374817,507.0,0.010740562342107296,0.03515625,0.00023909370065666735
0.0028917985036969185,230.7401740550995,,0.00025677672238089144,1763260321.250592,102400,0.0006411075592041016,,1172,0.4560393691062927,0.4118530750274658,507.0,0.0012055383995175362,0.001953125,0.00023863287060521543
-0.001611669547855854,232.4103603363037,,0.000914348172955215,1763260322.9207783,103296,-0.010021761059761047,,1181,0.430682897567749,0.3486208915710449,507.0,0.0006364090368151665,0.0,0.0002380952355451882
-0.000477849505841732,233.27991032600403,,0.000630341877695173,1763260323.7903283,103808,0.00028005149215459824,,1186,0.5747249126434326,0.45896512269973755,507.0,0.00046334508806467056,0.00390625,0.0002377880155108869
,235.14538979530334,500.0,,1763260325.6558077,104928,,500.0,1197,,,,,,
-0.0008535012602806091,238.00590777397156,,561.9629516601562,1763260328.5163257,106496,0.0058974046260118484,,1213,-0.002327442169189453,0.4539808928966522,509.0,0.0007737185806035995,0.0,0.00023617511033080518
0.01705702394247055,238.4574794769287,,0.0009218656923621893,1763260328.9678974,106752,0.003507182002067566,,1215,-0.5521430969238281,0.5174430012702942,509.0,0.0017670467495918274,0.0,0.00023602150031365454
0.03288297355175018,240.44509363174438,,0.00044708591303788126,1763260330.9555116,107904,-0.0054559409618377686,,1226,0.7436481714248657,0.4621196985244751,510.0,0.0053840866312384605,0.02734375,0.00023533025523647666
0.012807291001081467,241.08165860176086,,0.0013496753526851535,1763260331.5920765,108288,-0.003280429169535637,,1230,0.4358915090560913,0.46253663301467896,510.0,0.0008489359170198441,0.001953125,0.0002350998402107507
0.013392750173807144,241.6056571006775,,0.005750103387981653,1763260332.116075,108672,0.011259518563747406,,1234,-0.108925461769104,0.42089855670928955,510.0,0.0009309276938438416,0.0,0.00023486942518502474
,242.9543206691742,500.0,,1763260333.4647386,109928,,500.0,1245,,,,,,
-0.006234671920537949,244.17629218101501,,0.0007483165245503187,1763260334.6867101,110848,-0.029765300452709198,,1254,-1.9597508907318115,0.4850418269634247,514.0,0.003047434613108635,0.01953125,0.00023356375459115952
-0.003803553059697151,246.13851284980774,,559.3010864257812,1763260336.6489308,112512,-0.0008176397532224655,,1271,-0.0019713640213012695,0.39924558997154236,517.0,0.00043879635632038116,0.0,0.00023256528947968036
,249.40915322303772,500.0,,1763260339.9195712,115428,,500.0,1299,,,,,,
,253.9683735370636,500.0,,1763260344.4787915,119428,,500.0,1339,,,,,,
0.03254886716604233,254.11756300926208,,0.00760700972750783,1763260344.627981,119552,-0.005199529230594635,,1340,-0.0002294778823852539,0.48095521330833435,530.0,0.004285432398319244,0.0234375,0.00022834101400803775
-0.011874799616634846,255.06179189682007,,508.302490234375,1763260345.5722098,120448,0.0014835894107818604,,1349,-0.00022232532501220703,0.36448565125465393,532.0,0.0026134932413697243,0.0078125,0.0002278033789480105
,257.3092749118805,500.0,,1763260347.8196929,121928,,500.0,1363,,,,,,
0.014324437826871872,257.7256135940552,,0.009552747942507267,1763260348.2360315,122112,-0.02555283159017563,,1365,-0.274574875831604,0.4820299446582794,533.0,0.006617882288992405,0.005859375,0.00022680491383653134
0.009927598759531975,258.56931233406067,,0.010222125798463821,1763260349.0797303,122624,0.0021195299923419952,,1370,-0.5767115354537964,0.41068100929260254,533.0,0.0034876782447099686,0.0078125,0.00022649769380223006
0.003013972193002701,260.3365068435669,,0.009577993303537369,1763260350.8469248,123648,0.00022004544734954834,,1380,-0.5649498701095581,0.45442864298820496,534.0,0.00018168799579143524,0.0,0.0002258832537336275
0.0033872798085212708,260.54425859451294,,0.000727965438272804,1763260351.0546765,123776,-0.00335901603102684,,1381,0.15515565872192383,0.5178531408309937,534.0,0.0031326990574598312,0.001953125,0.00022580644872505218
,261.65156412124634,500.0,,1763260352.161982,124428,,500.0,1388,,,,,,
0.0016404297202825546,263.19125413894653,,0.0003613351145759225,1763260353.701672,125312,0.0022372566163539886,,1395,-0.3584805727005005,0.43519002199172974,534.0,0.0002231057733297348,0.0,0.00022488478862214833
-0.0030874107033014297,263.8237907886505,,0.0005373938474804163,1763260354.3342087,125696,-0.0044196173548698425,,1399,-0.10333883762359619,0.4755520820617676,535.0,0.0001883581280708313,0.0,0.00022465437359642237
0.011456511914730072,264.9197783470154,,0.0002750078565441072,1763260355.4301963,126336,0.027396004647016525,,1405,-0.03802049160003662,0.41344743967056274,535.0,0.006258433684706688,0.04296875,0.00022427034855354577
0.0039033759385347366,268.7033236026764,,404.9871520996094,1763260359.2137415,129024,0.005938507616519928,,1432,-0.0008469820022583008,0.4625544548034668,538.0,0.0011198446154594421,0.0,0.00022265744337346405
-0.0009183185175061226,268.88407015800476,,0.007376516237854958,1763260359.394488,129152,0.006725147366523743,,1433,-0.37522757053375244,0.4589424431324005,538.0,0.00018163491040468216,0.0,0.00022258063836488873
,272.0722744464874,500.0,,1763260362.5826924,131428,,500.0,1455,,,,,,
-0.010730677284300327,272.1932740211487,,312.705078125,1763260362.703692,131456,-0.009301211684942245,,1456,-0.0001728534698486328,0.5820112228393555,540.0,0.0014946842566132545,0.0,0.0002211981627624482
0.009221237152814865,272.33579111099243,,0.008633853867650032,1763260362.846209,131584,0.007803477346897125,,1457,0.12085044384002686,0.563818633556366,540.0,0.0052658505737781525,0.009765625,0.00022112135775387287
,279.0999891757965,500.0,,1763260369.610407,137428,,500.0,1514,,,,,,
0.009098031558096409,280.3639771938324,,0.006366366520524025,1763260370.8743951,138112,-0.0061240121722221375,,1521,-0.21155285835266113,0.44389647245407104,549.0,0.0006626369431614876,0.0,0.00021720430231653154
0.0012694327160716057,280.9434139728546,,423.4440002441406,1763260371.453832,138496,-0.0016837753355503082,,1525,-0.0003064870834350586,0.5278784036636353,549.0,0.001003107987344265,0.0,0.00021697388729080558
-0.004231673665344715,281.35970091819763,,0.0005681909387931228,1763260371.8701189,138752,0.01631670445203781,,1527,0.0005955100059509277,0.4283541440963745,549.0,0.005381251685321331,0.025390625,0.00021682027727365494
,281.614461183548,500.0,,1763260372.1248791,138928,,500.0,1529,,,,,,
,282.42309522628784,500.0,,1763260372.9335132,139428,,500.0,1534,,,,,,
0.023700088262557983,282.82476353645325,,0.00425915839150548,1763260373.3351815,139648,-0.010019384324550629,,1536,0.11880618333816528,0.49608445167541504,550.0,0.0021505309268832207,0.0,0.0002162826422136277
0.016964655369520187,284.0573241710663,,0.00019991982844658196,1763260374.567742,140416,0.02179837040603161,,1543,-0.28315818309783936,0.4269319772720337,550.0,0.008725584484636784,0.04296875,0.00021582181216217577
0.00286686047911644,284.2802698612213,,202.7784881591797,1763260374.7906878,140544,0.00918467715382576,,1545,-0.00030672550201416016,0.4799426198005676,550.0,0.0007713735103607178,0.0,0.00021574500715360045
-0.0048986440524458885,284.5001919269562,,0.00511944992467761,1763260375.0106099,140672,-0.004123995080590248,,1546,-0.34311068058013916,0.4866734743118286,550.0,0.0011780718341469765,0.0,0.00021566820214502513
-0.0004764050245285034,286.41260051727295,,202.19757080078125,1763260376.9230185,141952,0.0008865827694535255,,1558,-4.0411949157714844e-05,0.4546220898628235,551.0,0.0003213919699192047,0.0,0.00021490015205927193
0.008489546366035938,286.5468866825104,,0.005386929959058762,1763260377.0573046,142080,-0.0031706765294075012,,1559,-0.4343290328979492,0.505516529083252,551.0,0.0010116742923855782,0.0,0.0002148233470506966
0.00026750657707452774,286.9789023399353,,587.719482421875,1763260377.4893203,142464,-0.0007805749773979187,,1563,-0.0006102323532104492,0.508106529712677,552.0,0.0002423720434308052,0.0,0.00021459293202497065
0.005848206579685211,287.3957691192627,,0.00021431008644867688,1763260377.906187,142848,-0.011187585070729256,,1566,-0.14540672302246094,0.44645819067955017,552.0,0.014576631598174572,0.0546875,0.0002143625169992447
0.007847548462450504,289.8222768306732,,533.2000122070312,1763260380.3326948,145024,0.003998778760433197,,1588,-9.548664093017578e-05,0.5178993940353394,555.0,0.00038289371877908707,0.0,0.00021305683185346425
-0.018444057554006577,289.9558503627777,,0.006467386148869991,1763260380.4662683,145152,0.0061646513640880585,,1589,0.010282576084136963,0.5465012192726135,556.0,0.003164125606417656,0.001953125,0.00021298002684488893
,291.35481095314026,500.0,,1763260381.865229,145928,,500.0,1597,,,,,,
-0.004616493359208107,293.1366443634033,,430.5013427734375,1763260383.6470623,146944,0.003965519368648529,,1607,-0.0001888275146484375,0.4419008791446686,556.0,0.0007562171667814255,0.0,0.00021190475672483444
0.0012687426060438156,293.5471968650818,,0.000397972617065534,1763260384.0576148,147200,-0.004964582622051239,,1609,-0.023781538009643555,0.5343859195709229,556.0,0.0003686733543872833,0.0,0.0002117511467076838
0.008128983899950981,293.7377429008484,,0.00020879700605291873,1763260384.2481608,147328,0.0026734061539173126,,1610,-0.08918046951293945,0.5330380201339722,556.0,0.00015286728739738464,0.0,0.00021167434169910848
-0.0007491791620850563,293.9918384552002,,320.2350158691406,1763260384.5022564,147456,0.0009452104568481445,,1612,-0.00016796588897705078,0.5348781943321228,556.0,2.6202760636806488e-05,0.0,0.00021159753669053316
,296.0521366596222,500.0,,1763260386.5625546,148928,,500.0,1626,,,,,,
0.0008174916729331017,297.3297698497772,,0.005025327205657959,1763260387.8401878,150144,-0.0005800016224384308,,1638,0.0025797486305236816,0.5097740292549133,559.0,8.877646178007126e-05,0.0,0.00020998464606236666
-0.00714509654790163,302.5889480113983,,0.006741770543158054,1763260393.099366,155136,-0.011418532580137253,,1687,-0.3928602933883667,0.5676745176315308,566.0,0.0012641912326216698,0.0,0.00020698925072792917
-9.546056389808655e-07,308.8041989803314,,344.52947998046875,1763260399.314617,159744,0.0035781655460596085,,1732,0.0005874037742614746,0.521499514579773,570.0,0.0003450131043791771,0.0,0.00020422427041921765
-0.0038025062531232834,310.41269874572754,,0.0003320353862363845,1763260400.9231167,161152,0.006570182740688324,,1745,-4.635868072509766,0.5107547044754028,572.0,0.00048489682376384735,0.0,0.00020337941532488912
