losses/clipfrac,charts/learning_rate,_step,losses/entropy,charts/episodic_length,_timestamp,losses/policy_loss,losses/old_approx_kl,_runtime,charts/episodic_return,losses/approx_kl,losses/value_loss,losses/explained_variance,global_step,charts/SPS
,,504,,500.0,1763260196.7510824,,,105.69404244422913,500.0,,,,33279,
0.0,0.0002794930769596249,515,0.5701210498809814,,1763260198.9605026,0.0013153403997421265,0.0014419201761484146,107.90346264839172,,9.996816515922546e-06,25.92912483215332,-0.0070018768310546875,34304,431.0
0.0,0.00027864822186529636,530,0.5637549757957458,,1763260201.8428893,-0.0020382478833198547,0.0006991950795054436,110.78584933280945,,8.172634989023209e-05,160.49517822265625,0.006257951259613037,35712,433.0
0.0,0.0002781105868052691,539,0.5725729465484619,,1763260203.5938249,-0.012448519468307495,-1.5888363122940063e-05,112.53678488731384,,0.0008176695555448532,74.38321685791016,0.001062929630279541,36608,434.0
0.0,0.0002776497567538172,547,0.5211297869682312,,1763260205.1002748,-0.002080395817756653,0.0023532845079898834,114.04323482513428,,0.0002115406095981598,199.49407958984375,0.0007898211479187012,37376,436.0
0.0,0.0002771889267023653,555,0.5519381165504456,,1763260206.6578593,-0.0010000839829444885,0.00047504622489213943,115.60081934928894,,5.734153091907501e-06,22.2755126953125,-0.0069855451583862305,38144,437.0
0.0,0.0002769585116766393,559,0.6327300667762756,,1763260207.4164796,0.000194452702999115,0.00022112764418125153,116.35943961143494,,1.202709972858429e-05,149.59371948242188,0.0036101937294006348,38528,437.0
,,568,,500.0,1763260209.214796,,,118.15775609016418,500.0,,,,39472,
0.0,0.00027488480554893613,595,0.5401729941368103,,1763260214.2495806,-0.00461207702755928,0.003328196704387665,123.19254064559937,,0.00010881200432777405,59.60524368286133,0.7578632235527039,41984,442.0
0.0,0.0002741167554631829,612,0.5194947719573975,,1763260216.9534562,-0.0005900748074054718,-0.001088014803826809,125.89641618728638,,4.915613681077957e-05,11.22018814086914,0.8293747901916504,43264,443.0
0.0,0.0002740399504546076,614,0.6077867746353149,,1763260217.2524145,0.0008165165781974792,0.00861800741404295,126.19537448883057,,0.0005625998601317406,17.90022850036621,0.9385312795639038,43392,443.0
0.0,0.0002732719003688544,630,0.5941603779792786,,1763260220.0776646,-0.00017977412790060043,0.00043415091931819916,129.02062463760376,,8.297711610794067e-05,18.20153045654297,0.9512644410133362,44672,443.0
,,636,,185.0,1763260220.9956508,,,129.93861079216003,185.0,,,,45179,
0.0,0.0002728110703174025,640,0.5496232509613037,,1763260221.7865233,-0.003515135496854782,-0.0006443904712796211,130.72948336601257,,0.0002521062269806862,6.728267669677734,0.9335364103317261,45440,443.0
0.0,0.00027235024026595056,650,0.5379011034965515,,1763260223.5038056,-0.0003061629831790924,-0.0024854596704244614,132.44676566123962,,5.3180381655693054e-05,13.313835144042969,0.8958525657653809,46208,444.0
0.0,0.0002716589951887727,664,0.49230271577835083,,1763260226.0490508,0.00301959365606308,-0.0025494415313005447,134.99201083183289,,0.0013878922909498215,9.30358600616455,0.979377806186676,47360,444.0
0.0,0.0002705069200601429,684,0.5376864075660706,,1763260230.0464296,-0.015134047716856003,0.01035801600664854,138.98938965797424,,0.0018063196912407875,4.3173627853393555,0.9114051461219788,49280,445.0
0.0,0.0002701997000258416,689,0.5703727006912231,,1763260231.1051254,-0.0008493438363075256,-0.01226966455578804,140.0480854511261,,0.0013434961438179016,4.8488688468933105,-0.011441707611083984,49792,445.0
0.0,0.00026966206496581435,698,0.5224475860595703,,1763260233.0212028,0.0009189248085021973,-0.01155625656247139,141.9641628265381,,0.0015297792851924896,5.013022422790527,-0.4081310033798218,50688,446.0
0.0,0.0002694316499400884,702,0.5396066904067993,,1763260233.8219976,-0.0011991411447525024,0.0014329925179481506,142.7649576663971,,3.587640821933746e-05,4.629305362701416,-0.2885061502456665,51072,446.0
0.0,0.0002691244299057871,707,0.5372737646102905,,1763260234.8762214,-0.0007236786186695099,-0.0013023391366004944,143.81918144226074,,1.5672296285629272e-05,4.577587604522705,-0.6519397497177124,51584,446.0
,,729,,500.0,1763260239.1912613,,,148.1342213153839,500.0,,,,53887,
0.0,0.0002663594495970756,757,0.47272878885269165,,1763260244.297714,0.007606372237205505,0.0022994540631771088,153.24067401885986,,0.001274319365620613,103.25883483886719,0.8394536972045898,56192,450.0
0.0,0.0002661290345713496,762,0.5098164081573486,,1763260245.0837657,-0.006366249173879623,0.0013813022524118423,154.02672576904297,,0.00018554367125034332,64.72381591796875,0.8520959615707397,56576,450.0
0.01953125,0.00026589861954562366,767,0.5231261253356934,,1763260245.8974748,-0.051244668662548065,0.05335541442036629,154.8404347896576,,0.009488982148468494,77.626220703125,0.9008695483207703,56960,450.0
,,775,,500.0,1763260247.4065614,,,156.3495213985443,500.0,,,,57750,
,,788,,500.0,1763260249.924992,,,158.86795210838318,500.0,,,,59042,
0.0,0.000264055299339816,797,0.4723341166973114,,1763260251.9388583,-0.005180643871426582,-0.001959593966603279,160.88181829452515,,0.0012172441929578781,0.8450362682342529,-0.32337188720703125,60032,453.0
0.001953125,0.00026351766427978873,806,0.5187143087387085,,1763260253.7190776,-0.0063728466629981995,0.019074436277151108,162.6620376110077,,0.0034972522407770157,0.7765370607376099,0.4865790009498596,60928,453.0
,,815,,414.0,1763260255.3024046,,,164.2453646659851,414.0,,,,61713,
,,863,,500.0,1763260264.7995157,,,173.74247574806213,500.0,,,,66493,
0.001953125,0.0002596006088424474,872,0.492694616317749,,1763260266.8086958,-0.0047000497579574585,0.029648050665855408,175.75165581703186,,0.003334479406476021,0.010145711712539196,-0.19483089447021484,67456,457.0
0.001953125,0.00025937019381672144,876,0.4829128682613373,,1763260267.5844822,-0.0026277881115674973,0.004526996985077858,176.52744221687317,,0.002196339890360832,0.004805418197065592,0.0813603401184082,67840,457.0
0.0,0.0002566052135080099,922,0.4110909402370453,,1763260276.7847567,-0.012949682772159576,-0.0018658144399523735,185.72771668434143,,0.0011556455865502357,0.00530607346445322,0.2160394787788391,72448,460.0
,,930,,500.0,1763260278.3538668,,,187.29682683944702,500.0,,,,73319,
0.02734375,0.00025560674839653075,938,0.5236559510231018,,1763260280.0772278,-0.016553692519664764,-0.009100183844566345,189.02018785476685,,0.0070034656673669815,0.003002833342179656,-2.6599643230438232,74112,461.0
0.0,0.0002554531383793801,941,0.45241016149520874,,1763260280.6342356,0.000790029764175415,0.0005327779799699783,189.57719564437866,,4.909932613372803e-05,559.7763671875,0.000956416130065918,74368,461.0
0.001953125,0.0002553763333708048,942,0.5198601484298706,,1763260280.8825414,-0.013469506055116653,0.0014268821105360985,189.82550144195557,,0.0008687758818268776,0.004332557320594788,-2.5354819297790527,74496,461.0
0.0,0.0002549923083279282,948,0.5063900351524353,,1763260282.1497014,-0.009003788232803345,0.009919528849422932,191.09266138076782,,0.001618846319615841,0.0007694444502703846,-0.3861978054046631,75136,461.0
0.0,0.0002534562081564218,974,0.47828614711761475,,1763260287.2285032,0.0007727146148681641,-0.0021439529955387115,196.1714632511139,,0.0002575535327196121,644.7765502929688,0.00022220611572265625,77696,463.0
0.001953125,0.0002530721831135452,980,0.4735192656517029,,1763260288.4332151,-0.011939726769924164,0.007488689385354519,197.3761751651764,,0.00226398091763258,0.005611989181488752,-0.1659337282180786,78336,463.0
0.0,0.0002527649630792439,985,0.504206657409668,,1763260289.3352711,-0.004857093095779419,0.0009047798812389374,198.27823114395142,,0.0003102123737335205,0.00431789830327034,-0.6676574945449829,78848,464.0
0.0,0.0002521505521144718,995,0.5422187447547913,,1763260290.545611,-0.013738978654146194,0.018377576023340225,199.4885709285736,,0.001771043986082077,0.004369092173874378,-0.11098945140838623,79872,466.0
0.0,0.00025199694209732115,997,0.4491729736328125,,1763260290.856687,-0.002616800367832184,-0.0011659171432256699,199.7996470928192,,0.001023387536406517,0.0002448982559144497,-0.031444668769836426,80128,467.0
0.0,0.00025092167197726667,1015,0.4370371401309967,,1763260293.6000438,-0.00034519098699092865,0.0012093307450413704,202.54300379753113,,1.2109987437725067e-05,0.0028072665445506573,-0.003092050552368164,81920,470.0
0.0,0.0002506144519429654,1020,0.48898398876190186,,1763260294.4841485,-0.0033593513071537018,0.0035511860623955727,203.42710852622986,,4.9552880227565765e-05,0.002352119656279683,-1.051591396331787,82432,470.0
0.001953125,0.0002499232068657875,1031,0.5318071842193604,,1763260296.5448139,0.006887815892696381,0.0009400034323334694,205.48777389526367,,0.0010761944577097893,0.00015142846677917987,-0.4282500743865967,83584,471.0
0.0,0.0002487711317371577,1050,0.4073238968849182,,1763260300.0711603,0.0005578808486461639,0.010368569754064083,209.0141203403473,,0.0007171155884861946,0.0007032370194792747,-0.3880155086517334,85504,473.0
0.0,0.00024861752172000706,1053,0.5040584802627563,,1763260300.5289917,-0.003326522186398506,-0.008095907047390938,209.47195172309875,,0.0005723647773265839,267.9815979003906,0.00034165382385253906,85760,473.0
0.0,0.0002483103016857058,1058,0.4081837832927704,,1763260301.1641495,0.00047197379171848297,0.0007699662819504738,210.10710954666138,,1.577753573656082e-05,710.1007690429688,-0.0001901388168334961,86272,474.0
0.0,0.0002467742015141994,1083,0.44960659742355347,,1763260304.463554,0.00016229599714279175,-0.00028381776064634323,213.40651392936707,,4.5085325837135315e-06,0.004318801686167717,0.13940644264221191,88832,480.0
,,1091,,500.0,1763260305.9105508,,,214.85351085662842,500.0,,,,89689,
,,1106,,500.0,1763260308.7294676,,,217.67242765426636,500.0,,,,91189,
0.0,0.0002446236612740904,1118,0.4516642689704895,,1763260310.7482762,0.0063967593014240265,0.010089915245771408,219.6912362575531,,0.0009437408298254013,0.0058470238000154495,-0.22492432594299316,92416,483.0
0.0,0.0002441628312226385,1125,0.5233004689216614,,1763260311.9548037,-0.0008325967937707901,0.002505631186068058,220.89776372909546,,0.00016403663903474808,0.0002147356135537848,0.03416866064071655,93184,484.0
0.001953125,0.00024370200117118657,1133,0.5466671586036682,,1763260313.160015,-0.002191822975873947,0.004023159854114056,222.10297513008118,,0.002018381841480732,0.0012571618426591158,-0.08984577655792236,93952,484.0
,,1145,,500.0,1763260314.5203907,,,223.46335077285767,500.0,,,,95189,
0.0078125,0.00024178187595680356,1164,0.5349971055984497,,1763260316.9632518,-0.01587345078587532,0.017483744770288467,225.90621185302734,,0.004960406571626663,0.0001429327967343852,0.08350366353988647,97152,491.0
,,1165,,500.0,1763260316.9915333,,,225.93449330329895,500.0,,,,97189,
0.0,0.00024132104590535164,1172,0.5434768795967102,,1763260317.8642786,-0.0021992623805999756,0.0021352050825953484,226.8072385787964,,0.00018121208995580673,0.0051165372133255005,-0.04358649253845215,97920,493.0
0.00390625,0.0002407834108453244,1181,0.5396633744239807,,1763260318.9291873,0.003248292952775955,-0.0217114370316267,227.87214732170105,,0.0018241601064801216,0.0008129735942929983,0.0012096762657165527,98816,495.0
0.0,0.00024047619081102312,1186,0.5356281995773315,,1763260319.534961,-0.006832338869571686,0.0011972105130553246,228.47792100906372,,0.0008429540321230888,0.005631003528833389,-3.2934584617614746,99328,496.0
0.0,0.00023978494573384523,1197,0.5215780735015869,,1763260321.6488018,0.004234891384840012,0.0021954821422696114,230.59176182746887,,0.001153849996626377,0.0009648928535170853,-0.08878099918365479,100480,496.0
0.005859375,0.00023878648062236607,1213,0.48141470551490784,,1763260324.681632,-0.015340272337198257,0.0038723601028323174,233.62459206581116,,0.002198454923927784,0.00016671298362780362,-0.687319278717041,102144,497.0
0.0,0.00023870967561379075,1215,0.5402715802192688,,1763260324.9470282,0.007706888020038605,0.006034881807863712,233.88998818397522,,0.00037120189517736435,585.5709838867188,0.00043064355850219727,102272,497.0
0.0,0.00023801843053661287,1226,0.5248044729232788,,1763260327.0019052,-0.012601986527442932,0.0048774415627121925,235.9448652267456,,0.0008820975199341774,0.005055584944784641,-0.036220669746398926,103424,498.0
0.0,0.0002377880155108869,1230,0.47268202900886536,,1763260327.6849666,-0.0011410042643547058,0.0030895862728357315,236.62792658805847,,0.00020046718418598175,167.57444763183594,-7.271766662597656e-05,103808,498.0
0.0,0.00023755760048516095,1234,0.5015217065811157,,1763260328.3912125,0.0034603700041770935,0.009341683238744736,237.3341724872589,,0.0012062713503837585,431.69781494140625,-0.0001494884490966797,104192,498.0
0.001953125,0.00023686635540798306,1245,0.48536306619644165,,1763260330.4322712,-0.019732683897018433,0.028502777218818665,239.37523126602173,,0.004826083779335022,0.006754332222044468,-0.02999866008758545,105344,499.0
0.0,0.00023632872034795582,1254,0.39434558153152466,,1763260331.949252,0.0003729686141014099,0.0012540072202682495,240.8922119140625,,0.00019725970923900604,469.6027526855469,-0.00014460086822509766,106240,499.0
0.0,0.00023525345022790134,1271,0.5082662105560303,,1763260334.126743,0.006243392825126648,-0.0017782049253582954,243.06970310211182,,0.0003165481612086296,0.0007481024949811399,-0.02828991413116455,108032,503.0
0.0,0.00023356375459115952,1299,0.45533138513565063,,1763260337.767738,-0.012373687699437141,-0.007530928589403629,246.71069812774658,,0.0005183527246117592,0.0051094903610646725,-0.34557855129241943,110848,507.0
0.0,0.00023110599431674927,1339,0.5140311121940613,,1763260342.8904312,-0.011571932584047318,-0.004573354497551918,251.8333911895752,,0.0007729288190603256,9.880131256068125e-05,0.26875847578048706,114944,514.0
0.0,0.00023102918930817395,1340,0.4845542907714844,,1763260343.037921,0.0026695430278778076,0.0025730133056640625,251.98088097572327,,7.332675158977509e-05,5.214745760895312e-05,-0.007080078125,115072,514.0
0.0,0.0002304915542481467,1349,0.48322874307632446,,1763260344.0454738,-0.008236512541770935,0.0018538087606430054,252.98843383789062,,0.0008255932480096817,0.0008068445022217929,0.139662504196167,115968,516.0
0.0,0.0002296466991538182,1363,0.5343543291091919,,1763260345.6576083,-0.0012327320873737335,0.001014246605336666,254.60056829452515,,8.982140570878983e-05,0.0040260301902890205,-0.14478421211242676,117376,518.0
0.0,0.00022949308913666755,1365,0.5273209810256958,,1763260345.955185,-0.0009873062372207642,0.0007821153849363327,254.89814496040344,,9.60472971200943e-05,0.00013506715185940266,-0.4079475402832031,117632,519.0
0.0,0.00022918586910236627,1370,0.5634682178497314,,1763260346.8917327,-0.0043265558779239655,-0.0029230602085590363,255.8346927165985,,0.0001660175621509552,0.00018017498950939626,-0.4176830053329468,118144,519.0
0.0078125,0.0002285714290337637,1380,0.41487932205200195,,1763260348.608158,-0.005533477291464806,0.03435259312391281,257.55111813545227,,0.009329048916697502,0.0002993109810631722,-0.3237420320510864,119168,519.0
,,1381,,500.0,1763260348.6421664,,,257.5851263999939,500.0,,,,119189,
0.0,0.00022811059898231179,1388,0.4972214996814728,,1763260349.9395602,-0.008160687983036041,-0.0011829100549221039,258.882520198822,,0.0007752180099487305,0.005804672837257385,-0.5544164180755615,119936,520.0
,,1395,,500.0,1763260351.0491247,,,259.9920847415924,500.0,,,,120689,
0.01171875,0.0002274193539051339,1399,0.34529760479927063,,1763260351.850969,0.0076758973300457,0.006687830202281475,260.7939291000366,,0.003086610697209835,0.0010257137473672628,-3.342967987060547,121088,520.0
,,1405,,500.0,1763260352.8015223,,,261.74448227882385,500.0,,,,121646,
,,1432,,360.0,1763260356.967146,,,265.9101059436798,360.0,,,,124366,
0.009765625,0.00022542242368217558,1433,0.42055031657218933,,1763260357.1098728,0.05236775428056717,-0.022523701190948486,266.05283284187317,,0.0035015838220715523,474.9655456542969,0.13814818859100342,124416,523.0
0.0,0.00022411673853639513,1455,0.38638004660606384,,1763260360.6127157,4.686787724494934e-05,0.005378779023885727,269.5556757450104,,0.0004002060741186142,589.0639038085938,-0.0014541149139404297,126592,524.0
0.0,0.0002240399335278198,1456,0.2949211001396179,,1763260360.8077672,0.00015190988779067993,-0.0013842331245541573,269.75072717666626,,1.8213875591754913e-05,0.008403553627431393,0.6223555207252502,126720,524.0
0.0,0.0002239631285192445,1457,0.33733314275741577,,1763260361.0152843,0.0014418195933103561,0.0015984335914254189,269.95824432373047,,0.0006223330274224281,0.011110575869679451,-8.055391311645508,126848,525.0
0.0,0.0002205069176852703,1514,0.36910849809646606,,1763260367.9035408,-0.010154806077480316,0.005678298883140087,276.8465008735657,,0.00048552174121141434,334.00244140625,-0.0008105039596557617,132608,533.0
0.0,0.0002200460876338184,1521,0.40222594141960144,,1763260368.9075,-0.0011184513568878174,-0.001730969175696373,277.85046005249023,,0.00048570893704891205,0.0008346022805199027,0.3361574411392212,133376,534.0
0.0,0.00021981567260809243,1525,0.42542406916618347,,1763260369.5524578,-0.0032405517995357513,-0.0047173937782645226,278.49541783332825,,0.00035770516842603683,0.005832877475768328,-0.04948842525482178,133760,534.0
0.009765625,0.0002196620625909418,1527,0.45560285449028015,,1763260369.9643607,-0.0024905428290367126,0.0037436913698911667,278.90732073783875,,0.0021789949387311935,5.638701986754313e-05,-0.12869691848754883,134016,534.0
0.0,0.00021958525758236647,1529,0.4374029040336609,,1763260370.2166305,-0.0032200785353779793,-0.0062681566923856735,279.1595904827118,,0.0006702709943056107,323.24334716796875,-0.0002872943878173828,134144,534.0
0.0,0.00021927803754806519,1534,0.45861899852752686,,1763260371.0506408,-0.0019434690475463867,0.00025022123008966446,279.9936008453369,,2.8667040169239044e-05,472.536376953125,-0.0001690387725830078,134656,535.0
0.001953125,0.00021912442753091455,1536,0.36755815148353577,,1763260371.4074957,-0.00030413828790187836,0.003434642218053341,280.3504557609558,,0.0015378734096884727,0.0009313112241216004,-1.6924536228179932,134912,535.0
0.0,0.00021874040248803794,1543,0.421671599149704,,1763260372.541759,-0.00022956356406211853,0.000910547561943531,281.48471903800964,,0.000164019875228405,350.01690673828125,-0.0004762411117553711,135552,535.0
0.01171875,0.0002185867924708873,1545,0.4107293486595154,,1763260372.9314454,0.0068946778774261475,0.011446460150182247,281.8744053840637,,0.0019474141299724579,0.0005039504612796009,-0.09941649436950684,135808,535.0
0.009765625,0.00021850998746231198,1546,0.44671958684921265,,1763260373.1422431,0.003306448459625244,-0.008079481311142445,282.08520317077637,,0.003799990750849247,0.00030642544152215123,-1.8170166015625,135936,535.0
0.00390625,0.0002178187423851341,1558,0.537782609462738,,1763260375.1584377,0.005712502636015415,-0.014759332872927189,284.10139775276184,,0.0011751139536499977,248.53369140625,-2.47955322265625e-05,137088,536.0
0.001953125,0.00021774193737655878,1559,0.5241168141365051,,1763260375.3760154,-0.0202089361846447,-0.0037415996193885803,284.3189754486084,,0.002654584124684334,0.004466642625629902,0.2340017557144165,137216,536.0
0.005859375,0.00021751152235083282,1563,0.4913911819458008,,1763260376.0418,0.003889851039275527,0.006875429302453995,284.98476004600525,,0.0008091293275356293,253.39093017578125,-0.00020122528076171875,137600,536.0
0.0,0.00021728110732510686,1566,0.6038963794708252,,1763260376.6259096,-0.029272744432091713,-0.02332984283566475,285.5688695907593,,0.004121891222894192,0.00023192349181044847,-0.08066785335540771,137984,536.0
0.01171875,0.00021605222718790174,1588,0.5589784383773804,,1763260379.0538688,-0.002941485494375229,0.0067258961498737335,287.99682879447937,,0.002726975828409195,327.8399353027344,0.016946077346801758,140032,539.0
0.013671875,0.00021597542217932642,1589,0.5476089715957642,,1763260379.2041547,-0.020747141912579536,0.0046797506511211395,288.14711475372314,,0.00430543627589941,0.012283457443118095,-4.690715312957764,140160,539.0
0.00390625,0.0002155145921278745,1597,0.5111463069915771,,1763260380.113734,0.017687495797872543,-0.010836157016456127,289.0566940307617,,0.001835438422858715,0.0013470256235450506,-3.6996660232543945,140928,540.0
0.0,0.00021490015205927193,1607,0.5590726733207703,,1763260381.7433093,-0.0006413012742996216,0.009188180789351463,290.6862692832947,,0.001862579956650734,0.00016340793808922172,0.2805168032646179,141952,541.0
0.0,0.0002148233470506966,1609,0.5308144092559814,,1763260381.9898777,0.004777096211910248,0.0016811555251479149,290.93283772468567,,0.0008898014202713966,185.41650390625,0.0007348060607910156,142080,541.0
0.0,0.0002147465420421213,1610,0.5608401298522949,,1763260382.2089026,-0.012397095561027527,-0.0004236111417412758,291.1518626213074,,0.002065989188849926,0.0076081957668066025,0.23979473114013672,142208,541.0
0.0,0.00021466973703354597,1612,0.4847601056098938,,1763260382.4757001,-0.006917815655469894,0.001603967510163784,291.4186601638794,,0.0011563142761588097,427.5882873535156,0.004614412784576416,142336,541.0
,,1626,,500.0,1763260384.8526907,,,293.7956507205963,500.0,,,,143797,
0.0,0.00021305683185346425,1638,0.509150505065918,,1763260386.665479,-0.03032417967915535,0.008427625522017479,295.60843896865845,,0.0034757666289806366,0.006119015160948038,-0.07184982299804688,145024,542.0
0.0,0.00021006145107094198,1687,0.5338428020477295,,1763260392.2651918,0.0007132291793823242,0.0017310120165348053,301.2081518173218,,6.790459156036377e-05,0.0063202171586453915,0.021469950675964355,150016,549.0
0.0,0.00020729647076223046,1732,0.5883570909500122,,1763260398.6393907,-0.01751112937927246,-0.011004852131009102,307.582350730896,,0.0008993949741125107,0.00046798266703262925,-0.060459017753601074,154624,553.0
0.0,0.00020652842067647725,1745,0.5834214687347412,,1763260400.0645943,-0.002069227397441864,-0.0008843624964356422,309.00755429267883,,0.0006027901545166969,675.2263793945312,-0.00011086463928222656,155904,555.0
,,1753,,500.0,1763260401.16761,,,310.11056995391846,500.0,,,,156797,
