losses/value_loss,_timestamp,losses/clipfrac,charts/episodic_length,losses/entropy,losses/policy_loss,losses/old_approx_kl,charts/episodic_return,_step,losses/explained_variance,charts/learning_rate,global_step,_runtime,losses/approx_kl,charts/SPS
,1763260115.7630177,,,,,,,0,,,0,24.789429664611816,,
,1763260120.9889889,,27.0,,,,27.0,7,,,174,30.015400886535645,,
,1763260123.211593,,16.0,,,,16.0,33,,,762,32.23800492286682,,
,1763260124.0872593,,17.0,,,,17.0,41,,,920,33.11367130279541,,
,1763260124.692684,,28.0,,,,28.0,47,,,1058,33.719095945358276,,
,1763260127.0424497,,34.0,,,,34.0,64,,,1555,36.06886172294617,,
,1763260128.4997826,,58.0,,,,58.0,74,,,1942,37.52619457244873,,
,1763260128.9610434,,50.0,,,,50.0,77,,,2060,37.98745536804199,,
69.14905548095703,1763260130.3467002,0.0,,0.6187050938606262,0.003471922129392624,0.002538137137889862,,88,0.04989445209503174,0.00029861752409487963,2432,39.373112201690674,0.00035361945629119873,222.0
,1763260131.9517353,,79.0,,,,79.0,102,,,3030,40.97814726829529,,
,1763260132.270049,,74.0,,,,74.0,104,,,3104,41.29646110534668,,
87.92535400390625,1763260136.213613,0.0,,0.6198175549507141,-0.010816100984811783,-0.006295224651694298,,133,0.009631216526031494,0.0002973118389490992,4608,45.24002504348755,0.0007466431707143784,274.0
133.71722412109375,1763260138.7455628,0.0,,0.6316000819206238,0.01767299324274063,0.008422323502600193,,147,0.0815477967262268,0.0002966205938719213,5760,47.77197480201721,0.0033440208062529564,298.0
,1763260139.0414252,,442.0,,,,442.0,149,,,5911,48.06783723831177,,
,1763260139.1089482,,103.0,,,,103.0,150,,,6014,48.13536024093628,,
,1763260139.7914622,,74.0,,,,74.0,155,,,6244,48.81787419319153,,
,1763260140.103711,,64.0,,,,64.0,157,,,6308,49.130122900009155,,
128.37229919433594,1763260142.7174234,0.0,,0.5879571437835693,-0.013686595484614372,0.0266284067183733,,172,-0.08540642261505127,0.00029562212876044214,7424,51.74383544921875,0.0032995566725730896,318.0
90.9619369506836,1763260145.95535,0.0,,0.5898186564445496,-0.006236709654331207,0.0067166052758693695,,195,0.06102555990219116,0.00029485407867468894,8704,54.98176193237305,0.00025777146220207214,328.0
57.189666748046875,1763260147.1590052,0.0,,0.5982919931411743,-0.0005974173545837402,-0.0024582194164395332,,203,0.397333025932312,0.00029454685864038765,9216,56.18541717529297,6.62701204419136e-05,332.0
69.30018615722656,1763260148.6355917,0.0,,0.5827118158340454,0.0023814812302589417,0.00026026833802461624,,213,0.16149193048477173,0.00029416283359751105,9856,57.66200375556946,0.000138075090944767,337.0
112.49681854248047,1763260149.3788273,0.0,,0.5816841721534729,-0.00037374347448349,-0.00030816439539194107,,217,-0.14814531803131104,0.0002939324185717851,10240,58.40523934364319,3.137625753879547e-06,341.0
104.7239990234375,1763260151.1931098,0.0,,0.551707923412323,-0.0026239678263664246,0.0014590024948120117,,228,0.05519461631774902,0.00029339478351175785,11136,60.21952176094055,9.103119373321533e-05,350.0
,1763260151.9932063,,279.0,,,,279.0,233,,,11529,61.01961827278137,,
,1763260154.5953164,,247.0,,,,247.0,251,,,12852,63.62172842025757,,
76.05716705322266,1763260155.9580112,0.0,,0.565809965133667,-0.0019151493906974792,0.0021832017228007317,,259,0.7132079601287842,0.00029193548834882677,13568,64.98442316055298,5.258340388536453e-05,371.0
51.23698425292969,1763260156.7703805,0.0,,0.5629532933235168,-0.0011381804943084717,0.00032378826290369034,,265,0.3591870665550232,0.0002917050733231008,13952,65.79679250717163,9.578652679920197e-06,373.0
,1763260157.846306,,165.0,,,,165.0,273,,,14556,66.87271809577942,,
34.49137496948242,1763260158.0378907,0.0,,0.5911754965782166,-0.0017937198281288147,0.0025030896067619324,,274,0.5719382762908936,0.0002913210482802242,14592,67.06430268287659,5.836226046085358e-05,377.0
76.74042510986328,1763260160.721857,0.001953125,,0.5681997537612915,0.0058605968952178955,-0.006596415303647518,,292,0.1176493763923645,0.0002904761931858957,16000,69.74826908111572,0.0011453675106167793,387.0
66.20928192138672,1763260165.6964636,0.0,,0.5160635113716125,-0.011593896895647049,-0.004083169624209404,,321,0.006550729274749756,0.00028924731304869056,18048,74.72287559509277,0.0006512124091386795,390.0
,1763260166.6183162,,85.0,,,,85.0,327,,,18431,75.64472818374634,,
,1763260167.3064494,,215.0,,,,215.0,330,,,18646,76.33286142349243,,
,1763260167.683357,,66.0,,,,66.0,332,,,18712,76.70976901054382,,
99.40826416015625,1763260168.6595173,0.0,,0.5845725536346436,-0.004779063165187836,-0.0017174407839775085,,337,0.28661853075027466,0.000288632872980088,19072,77.68592929840088,0.0001726243644952774,387.0
,1763260169.0449784,,198.0,,,,198.0,340,,,19321,78.07139039039612,,
60.99838638305664,1763260174.2342463,0.001953125,,0.5821600556373596,-0.0325959250330925,0.01184726133942604,,370,0.34971100091934204,0.0002870967728085816,21632,83.26065826416016,0.002492925152182579,394.0
21.898527145385742,1763260175.0645652,0.0,,0.5970274209976196,-0.0003347247838973999,-0.0012658769264817238,,375,0.9302412867546082,0.00028686635778285563,22016,84.09097719192505,3.340747207403183e-05,395.0
75.75162506103516,1763260179.0799282,0.001953125,,0.628810703754425,-0.01719401776790619,0.0035414081066846848,,396,0.33211982250213623,0.0002857142826542258,23936,88.10634016990662,0.0014855414628982544,401.0
145.71536254882812,1763260184.6896718,0.0,,0.5861479640007019,0.002505883574485779,0.01758028194308281,,425,0.054332733154296875,0.0002841013774741441,26624,93.71608376502991,0.002192431129515171,407.0
31.654521942138672,1763260187.6100643,0.0,,0.5520966649055481,-0.007354483008384705,0.0010418891906738281,,441,-0.016832828521728516,0.0002832565223798156,28032,96.63647627830505,0.0004105083644390106,411.0
30.918134689331055,1763260189.220895,0.0,,0.5793735384941101,-0.001300804316997528,-0.0012036701664328575,,450,-0.016610026359558105,0.00028279569232836366,28800,98.24730706214905,0.0005305828526616096,412.0
85.83647155761719,1763260193.2605708,0.0,,0.5119883418083191,0.004562653601169586,-0.001946580596268177,,471,0.007382690906524658,0.00028156681219115853,30848,102.2869827747345,0.00010641943663358688,417.0
143.69810485839844,1763260195.141698,0.0,,0.5934474468231201,0.0005885735154151917,0.0006896117702126503,,481,0.008351027965545654,0.0002810291771311313,31744,104.16810989379883,6.009824573993683e-06,419.0
123.80097961425781,1763260196.711675,0.0,,0.5653811097145081,0.0010369401425123215,0.0002498580142855644,,490,-0.0056421756744384766,0.00028056834707967937,32512,105.73808693885803,1.787859946489334e-05,420.0
