losses/approx_kl,_runtime,charts/episodic_return,losses/value_loss,losses/explained_variance,global_step,charts/episodic_length,_step,losses/entropy,losses/clipfrac,losses/old_approx_kl,charts/SPS,charts/learning_rate,losses/policy_loss,_timestamp
6.826967000961304e-05,51.21770095825195,,139.7053680419922,0.11741262674331665,24320,,396,0.5404555797576904,0.0,-0.001309957355260849,1041.0,0.00028548386762849987,0.000706985592842102,1763260136.155315
,52.7954044342041,98.0,,,26004,98.0,425,,,,,,,1763260137.7330184
0.00011405628174543381,53.73710036277771,,60.20841598510742,0.7512556314468384,27008,,441,0.5457691550254822,0.0,-0.001718263141810894,1044.0,0.00028387096244841814,-0.0007527396082878113,1763260138.6747143
1.468416303396225e-05,54.20236587524414,,56.075382232666016,0.5653612613677979,27520,,450,0.6034338474273682,0.0,0.0014197742566466331,1045.0,0.00028356374241411686,-0.003174923360347748,1763260139.1399798
0.0001622382551431656,55.381892919540405,,59.248924255371094,0.5699435472488403,28800,,471,0.5608463287353516,0.0,-0.0020388513803482056,1046.0,0.00028279569232836366,-0.00026089418679475784,1763260140.319507
,55.953670501708984,127.0,,,29375,127.0,481,,,,,,,1763260140.8912845
0.0003418074920773506,56.49707651138306,,8.792734146118164,0.9595137238502502,29952,,490,0.5818827748298645,0.0,-0.0014992551878094673,1046.0,0.0002821044472511858,-0.0033946018666028976,1763260141.4346905
0.00024883076548576355,57.54944658279419,,83.76150512695312,0.48288434743881226,31104,,504,0.5597667098045349,0.0,0.00863771140575409,1047.0,0.0002814132021740079,-0.0053223855793476105,1763260142.4870605
0.0010235914960503578,58.37209391593933,,19.304841995239258,0.686742901802063,32000,,515,0.5306970477104187,0.0,0.0002481592819094658,1049.0,0.00028087556711398065,-0.0043170154094696045,1763260143.3097079
,59.24918079376221,126.0,,,33017,126.0,530,,,,,,,1763260144.1867948
0.004565381444990635,59.87737989425659,,10.009124755859375,0.9746955037117004,33664,,539,0.601777970790863,0.01953125,-0.016254141926765442,1051.0,0.0002798771020025015,0.011717936024069786,1763260144.8149939
7.663387805223465e-05,60.48193430900574,,12.422622680664062,0.8246501684188843,34304,,547,0.5559406876564026,0.0,0.002639864571392536,1051.0,0.0002794930769596249,-0.0008174777030944824,1763260145.4195483
,60.94278025627136,136.0,,,34848,136.0,555,,,,,,,1763260145.8803942
,61.23458790779114,134.0,,,35170,134.0,559,,,,,,,1763260146.1722019
,61.79236602783203,176.0,,,35806,176.0,568,,,,,,,1763260146.72998
,63.749358892440796,328.0,,,37911,328.0,595,,,,,,,1763260148.6869729
,65.1347291469574,500.0,,,39479,500.0,612,,,,,,,1763260150.072343
0.0007572406902909279,65.37409257888794,,12.650221824645996,-4.053801536560059,39680,,614,0.541229784488678,0.0,0.0015262430533766747,1057.0,0.00027626726659946144,-0.008087752386927605,1763260150.3117065
0.0005470206961035728,66.73614835739136,,10.150928497314453,0.4626085162162781,41216,,630,0.4919135868549347,0.0,-0.0014164680615067482,1060.0,0.00027534563560038805,-0.005430079996585846,1763260151.6737623
4.237517714500427e-07,67.18344688415527,,10.72572135925293,-0.049157142639160156,41728,,636,0.5314439535140991,0.0,-3.110524266958237e-05,1061.0,0.00027503841556608677,0.00019463244825601578,1763260152.1210608
1.3618730008602142e-05,67.54311895370483,,9.02470874786377,-0.2737905979156494,42112,,640,0.48609498143196106,0.0,0.0009895777329802513,1061.0,0.0002748080005403608,0.00021733343601226807,1763260152.480733
0.00012368988245725632,68.44980502128601,,7.936931133270264,-0.05507802963256836,43136,,650,0.5279073119163513,0.0,0.0019032424315810204,1062.0,0.00027419356047175825,-0.005772911012172699,1763260153.387419
0.00016008317470550537,69.58612251281738,,80.68746948242188,0.2539302110671997,44416,,664,0.5163702964782715,0.0,0.003384403884410858,1064.0,0.00027342551038600504,-0.00521424412727356,1763260154.5237365
1.0253861546516418e-06,71.37989687919617,,5.3411760330200195,0.0005895495414733887,46464,,684,0.5604962110519409,0.0,6.895605474710464e-05,1067.0,0.0002721966302487999,0.0003228895366191864,1763260156.3175108
2.276059240102768e-05,71.84890961647034,,4.560944557189941,0.07093167304992676,46976,,689,0.5443702340126038,0.0,-0.0007843608036637306,1068.0,0.00027188941021449864,-0.0015042945742607117,1763260156.7865236
0.0002818470820784569,72.65429925918579,,372.0851135253906,-0.004793524742126465,47872,,698,0.5562761425971985,0.0,-0.0042864857241511345,1068.0,0.0002713517751544714,0.002203814685344696,1763260157.5919132
,73.0087320804596,500.0,,,48323,500.0,702,,,,,,,1763260157.946346
,73.45028257369995,500.0,,,48823,500.0,707,,,,,,,1763260158.3878965
8.106604218482971e-05,75.50201463699341,,2.3910748958587646,-0.962705135345459,51072,,729,0.5238510966300964,0.0,-0.0016766246408224106,1072.0,0.0002694316499400884,-0.0025834646075963974,1763260160.4396286
0.00027551688253879547,78.28951597213745,,587.6029663085938,0.0038591623306274414,53888,,757,0.4410979747772217,0.0,-0.00502200610935688,1068.0,0.00026774193975143135,-0.001434817910194397,1763260163.22713
0.0009801005944609642,78.76297497749329,,569.1742553710938,-5.4836273193359375e-06,54400,,762,0.5005627274513245,0.001953125,-0.004878736101090908,1068.0,0.00026743471971713006,0.0020199455320835114,1763260163.700589
2.7718953788280487e-05,79.2619276046753,,511.4702453613281,0.001878499984741211,54912,,767,0.5219414234161377,0.0,0.0010373061522841454,1068.0,0.0002671274996828288,-0.0007326379418373108,1763260164.1995416
,79.96248531341553,460.0,,,55783,460.0,775,,,,,,,1763260164.9000993
0.00022538192570209503,81.22583103179932,,0.4349786639213562,-0.014966487884521484,57088,,788,0.4905443489551544,0.0,-0.001194000244140625,1069.0,0.00026582181453704834,-0.002838604152202606,1763260166.163445
0.0005587935447692871,82.01322817802429,,0.32739612460136414,-0.1904740333557129,57984,,797,0.5416221618652344,0.0,-0.0018698424100875854,1070.0,0.0002652841794770211,-0.009897477924823761,1763260166.9508421
,82.75054121017456,172.0,,,58864,172.0,806,,,,,,,1763260167.6881552
3.317836672067642e-05,83.64078783988953,,0.25879740715026855,-0.037168264389038086,59776,,815,0.5126327276229858,0.0,0.0009456025436520576,1071.0,0.0002642089093569666,-0.0030614733695983887,1763260168.5784018
0.0007741916924715042,87.91808009147644,,0.028606310486793518,-3.0200161933898926,64512,,863,0.4641075134277344,0.0,-0.0007403921335935593,1074.0,0.00026136712403967977,0.0004096776247024536,1763260172.855694
0.0018892353400588036,88.72976446151733,,0.006364739034324884,-1.563244104385376,65408,,872,0.5560444593429565,0.009765625,0.00021226610988378525,1074.0,0.0002608294889796525,-0.009147264063358307,1763260173.6673784
0.0004606936126947403,89.06402015686035,,267.9788513183594,0.00026684999465942383,65792,,876,0.5597407221794128,0.0,-0.00043238699436187744,1075.0,0.00026059907395392656,-0.0008319057524204254,1763260174.0016341
0.0004143835976719856,93.20403409004211,,0.0011953047942370176,-3.7411999702453613,70400,,922,0.4774395525455475,0.0,-0.0009873369708657265,1077.0,0.00025783409364521503,-0.003146782983094454,1763260178.141648
0.0026553375646471977,93.90660309791565,,0.005046578589826822,-0.25973808765411377,71168,,930,0.44678831100463867,0.00390625,0.006285244598984718,1077.0,0.0002573732635937631,-0.028458666056394577,1763260178.844217
,94.59666705131531,500.0,,,72015,500.0,938,,,,,,,1763260179.534281
0.009147336706519127,94.93554973602295,,0.0007922715158201754,0.17211931943893433,72320,,941,0.5312034487724304,0.015625,0.015407789498567581,1078.0,0.00025668201851658523,-0.02023126743733883,1763260179.8731637
0.004486468620598316,95.0455551147461,,0.0003643438685685396,-1.4128267765045166,72448,,942,0.5139806270599365,0.0078125,-0.028712451457977295,1078.0,0.0002566052135080099,-0.008626025170087814,1763260179.983169
,95.50912308692932,500.0,,,73015,500.0,948,,,,,,,1763260180.446737
0.0012570247054100037,97.92745423316956,,0.004576548933982849,0.10064423084259033,75648,,974,0.509164035320282,0.0,0.005752600729465485,1079.0,0.0002546850882936269,-0.00998203456401825,1763260182.8650682
0.004711957648396492,98.4809148311615,,0.0005552981747314334,-0.01540982723236084,76288,,980,0.4520643651485443,0.005859375,0.017499445006251335,1080.0,0.0002543010632507503,-0.022088222205638885,1763260183.4185288
0.0006192168220877647,98.96293115615845,,0.0005561138386838138,0.2660895586013794,76800,,985,0.4491370916366577,0.00390625,0.011640557087957859,1080.0,0.000253993843216449,-0.009241640567779541,1763260183.9005451
0.00016790721565485,99.84861636161804,,0.0006087757064960897,-0.16754794120788574,77824,,995,0.5196695923805237,0.0,-0.0005332073196768761,1081.0,0.00025337940314784646,-0.0057174284011125565,1763260184.7862303
,100.02097916603088,500.0,,,78015,500.0,997,,,,,,,1763260184.9585931
0.0004628598690032959,101.69606852531433,,0.0005725090159103274,-0.03888750076293945,79872,,1015,0.5048702955245972,0.0,-0.00197468139231205,1081.0,0.0002521505521144718,-0.007098406553268433,1763260186.6336825
0.0016632918268442154,102.17658615112305,,0.0008764044032432139,-0.1725989580154419,80384,,1020,0.548000156879425,0.009765625,0.012924538925290108,1081.0,0.0002518433320801705,-0.01398099958896637,1763260187.1142
,103.13279795646667,500.0,,,81515,500.0,1031,,,,,,,1763260188.070412
0.005948976613581181,104.90156865119934,,0.00023512303596362472,0.4761078357696533,83456,,1050,0.572115421295166,0.005859375,0.03194298595190048,1083.0,0.0002500000118743628,-0.04524092376232147,1763260189.8391826
0.0011393716558814049,105.15822410583496,,0.006341627333313227,0.2521785497665405,83712,,1053,0.49851930141448975,0.005859375,0.002891269512474537,1083.0,0.0002498464018572122,-0.01002650149166584,1763260190.095838
0.00014853570610284805,105.60364818572998,,0.00566682405769825,-0.09770035743713379,84224,,1058,0.582146406173706,0.0,-0.0009301947429776192,1083.0,0.0002495391818229109,0.002621687948703766,1763260190.5412621
0.001041213981807232,107.88363075256348,,0.000698458927217871,-1.4795703887939453,86784,,1083,0.5502395629882812,0.0,0.004901685751974583,1084.0,0.0002480030816514045,-0.006888911128044128,1763260192.8212447
0.00032395124435424805,108.58118748664856,,348.5841369628906,-7.343292236328125e-05,87552,,1091,0.5112291574478149,0.0,-0.0007095802575349808,1084.0,0.0002475422515999526,0.002185523509979248,1763260193.5188015
0.0006055263802409172,109.94086909294128,,487.0298156738281,2.5212764739990234e-05,89088,,1106,0.4763183891773224,0.0,0.008790339343249798,1085.0,0.00024662059149704874,-0.008714213967323303,1763260194.878483
0.0018591368570923805,111.07583713531494,,0.0009693775209598243,0.10338008403778076,90368,,1118,0.4660351872444153,0.001953125,-0.0048902602866292,1086.0,0.00024585254141129553,0.0022845640778541565,1763260196.013451
,111.67627239227295,500.0,,,91015,500.0,1125,,,,,,,1763260196.6138864
0.0008965805172920227,112.481116771698,,0.0001542079698992893,-0.027977705001831055,91904,,1133,0.5761789679527283,0.0,0.006604049354791641,1086.0,0.0002449308813083917,-0.0020336955785751343,1763260197.4187307
0.000263802707195282,113.52035641670227,,0.00033241030178032815,-0.12275290489196777,93056,,1145,0.5465936064720154,0.0,-0.003778606653213501,1086.0,0.0002442396362312138,0.0030233152210712433,1763260198.4579704
0.00019855797290802002,115.11129832267761,,320.87445068359375,0.00032210350036621094,94848,,1164,0.512988269329071,0.0,-0.004642758518457413,1087.0,0.00024316436611115932,0.00460844486951828,1763260200.0489123
0.0005554128438234329,115.22670006752014,,0.0038839979097247124,-0.832794189453125,94976,,1165,0.5403512716293335,0.0,0.0005737878382205963,1087.0,0.000243087561102584,-0.0038912082090973854,1763260200.164314
0.00020013097673654556,115.92777895927429,,0.0004733380919788033,-2.660217761993408,95744,,1172,0.5425412058830261,0.0,-0.0027593160048127174,1087.0,0.00024262673105113208,-0.00038930773735046387,1763260200.865393
,116.65564918518066,287.0,,,96568,287.0,1181,,,,,,,1763260201.5932631
,117.09128713607788,500.0,,,97068,500.0,1186,,,,,,,1763260202.028901
0.0002847956493496895,118.10859274864197,,748.0077514648438,9.953975677490234e-06,98176,,1197,0.5322649478912354,0.0,0.0007116524502635002,1087.0,0.000241167435888201,0.0020942166447639465,1763260203.0462067
0.0017537623643875122,119.57766938209534,,0.0004648679168894887,-0.4174950122833252,99840,,1213,0.5640727281570435,0.0,0.005543030798435211,1088.0,0.00024016897077672184,0.0023037195205688477,1763260204.5152833
,119.75652694702148,500.0,,,100068,500.0,1215,,,,,,,1763260204.694141
0.0004519391804933548,120.75301694869995,,325.4492492675781,8.416175842285156e-05,101120,,1226,0.5050683617591858,0.0,-0.0021841581910848618,1088.0,0.00023940092069096863,-0.006673656404018402,1763260205.690631
,121.11122393608093,500.0,,,101568,500.0,1230,,,,,,,1763260206.048838
0.010733610950410366,121.53297829627991,,0.00016254122601822019,0.08500182628631592,102016,,1234,0.5437812805175781,0.03125,0.031905170530080795,1089.0,0.0002388632856309414,-0.02250301092863083,1763260206.4705923
0.004822925664484501,122.455881357193,,255.3822479248047,0.0020692944526672363,103040,,1245,0.4871995449066162,0.03515625,0.008045689202845097,1089.0,0.00023824884556233883,-0.012074019759893417,1763260207.3934953
,123.2747220993042,500.0,,,103949,500.0,1254,,,,,,,1763260208.212336
,124.76795554161072,216.0,,,105665,216.0,1271,,,,,,,1763260209.7055695
0.0010358849540352821,127.35319948196411,,503.2861328125,7.253885269165039e-05,108416,,1299,0.4766937494277954,0.0,0.004616602323949337,1089.0,0.00023502303520217538,-0.004717789590358734,1763260212.2908134
5.520880222320557e-06,130.9886519908905,,0.005232986994087696,-0.036280155181884766,112512,,1339,0.4810343086719513,0.0,-0.0009600836783647537,1091.0,0.00023256528947968036,-0.0008385293185710907,1763260215.926266
0.0005005942657589912,131.0986397266388,,0.0006418817210942507,-0.0992809534072876,112640,,1340,0.4878791272640228,0.0,-0.005107070319354534,1091.0,0.00023248848447110504,-0.009571779519319534,1763260216.0362537
0.0012420248240232468,131.9138343334198,,0.004706962034106255,-0.23185443878173828,113536,,1349,0.45387279987335205,0.0,0.008959800004959106,1091.0,0.0002319508494110778,0.006270416080951691,1763260216.8514483
0.0007054302841424942,133.16817212104797,,425.2531433105469,0.0010233521461486816,114944,,1363,0.4048984944820404,0.0,-0.004852531477808952,1091.0,0.00023110599431674927,0.004538428038358688,1763260218.105786
0.0038121016696095467,133.42306113243103,,0.0007356936694122851,0.2091490626335144,115200,,1365,0.3828163743019104,0.01171875,-0.0016240710392594337,1091.0,0.00023095238429959863,0.009479958564043045,1763260218.360675
0.004228605888783932,133.86599731445312,,0.0008322781650349498,0.16638725996017456,115712,,1370,0.40401631593704224,0.0,0.0026322370395064354,1091.0,0.00023064516426529735,-0.01192600280046463,1763260218.8036113
0.0003903806209564209,134.78645014762878,,0.0002883690467569977,0.09986072778701782,116736,,1380,0.3945448398590088,0.0,0.007555888965725899,1091.0,0.0002300307241966948,-0.007249586284160614,1763260219.724064
,134.82738089561462,500.0,,,116857,500.0,1381,,,,,,,1763260219.7649949
3.076717257499695e-05,135.48993682861328,,0.006267098244279623,0.08509701490402222,117504,,1388,0.39792463183403015,0.0,-0.0011182483285665512,1091.0,0.00022956989414524287,0.0007688608020544052,1763260220.4275508
0.0004756646230816841,136.15503931045532,,0.00030378479277715087,-1.3221850395202637,118272,,1395,0.3763323426246643,0.0,0.0002188878133893013,1092.0,0.00022910906409379095,-0.003569789230823517,1763260221.0926533
0.0010150130838155746,136.5276288986206,,0.0006192884175106883,0.12926620244979858,118656,,1399,0.3853560984134674,0.0,0.012460839003324509,1091.0,0.000228878649068065,-0.007859963923692703,1763260221.4652429
0.0018213149160146713,137.0943694114685,,0.00021600369655061513,-0.27457380294799805,119296,,1405,0.42680731415748596,0.0,-0.0036234408617019653,1092.0,0.00022849462402518839,-0.007120981812477112,1763260222.0319834
0.003780125640332699,139.57067346572876,,0.0012572529958561063,-0.00012409687042236328,121984,,1432,0.3341662883758545,0.001953125,0.02293229103088379,1092.0,0.00022688171884510666,-0.022856496274471283,1763260224.5082874
0.0011578826233744621,139.68447136878967,,0.00017403491074219346,-0.2923390865325928,122112,,1433,0.43315061926841736,0.00390625,0.012106257490813732,1092.0,0.00022680491383653134,0.006083179265260696,1763260224.6220853
,141.65834093093872,500.0,,,124357,500.0,1455,,,,,,,1763260226.595955
0.001118008978664875,141.74496793746948,,347.5738220214844,3.719329833984375e-05,124416,,1456,0.45772600173950195,0.0,-0.00032104458659887314,1092.0,0.00022542242368217558,0.01058727502822876,1763260226.682582
0.0006147073581814766,141.85716795921326,,0.005430215038359165,-0.03063070774078369,124544,,1457,0.4642133116722107,0.0,0.004818879999220371,1092.0,0.00022534561867360026,-0.01563671976327896,1763260226.794782
,147.05431699752808,500.0,,,130357,500.0,1514,,,,,,,1763260231.991931
0.0015636170282959938,147.70028519630432,,0.008112475275993347,-0.007568359375,131072,,1521,0.46179673075675964,0.0,-0.00047984812408685684,1093.0,0.00022142857778817415,-0.02305583655834198,1763260232.6378992
0.0005924161523580551,148.07114362716675,,616.1931762695312,7.736682891845703e-05,131456,,1525,0.42087483406066895,0.0,0.0072149857878685,1093.0,0.0002211981627624482,0.0011747926473617554,1763260233.0087576
0.0005446737632155418,148.29144668579102,,0.0003247639397159219,0.015820562839508057,131712,,1527,0.4530790448188782,0.001953125,0.0001137489452958107,1093.0,0.00022104455274529755,0.01280384324491024,1763260233.2290606
,148.40957307815552,500.0,,,131857,500.0,1529,,,,,,,1763260233.347187
,148.8751301765442,500.0,,,132357,500.0,1534,,,,,,,1763260233.8127441
0.0007416224107146263,149.10009670257568,,0.0011996309040114284,-0.12479221820831299,132608,,1536,0.4810209572315216,0.0,-0.0053352536633610725,1093.0,0.0002205069176852703,0.000245898962020874,1763260234.0377107
,149.6912863254547,500.0,,,133357,500.0,1543,,,,,,,1763260234.6289003
7.568858563899994e-06,149.90329027175903,,0.003644049633294344,-0.031037330627441406,133504,,1545,0.45424768328666687,0.0,0.000722256489098072,1093.0,0.00021996928262524307,-0.0002577751874923706,1763260234.8409042
0.001819361001253128,150.02181959152222,,0.00034595077158883214,-0.0608668327331543,133632,,1546,0.414133220911026,0.0,0.012120556086301804,1093.0,0.00021989247761666775,0.008409369736909866,1763260234.9594336
,151.08382415771484,500.0,,,134857,500.0,1558,,,,,,,1763260236.0214381
0.0006861025467514992,151.17114663124084,,560.5592041015625,-0.0002701282501220703,134912,,1559,0.4627772271633148,0.0,0.003465943969786167,1094.0,0.00021912442753091455,-0.006372526288032532,1763260236.1087606
,151.52549076080322,500.0,,,135357,500.0,1563,,,,,,,1763260236.4631047
0.0009793704375624657,151.833642244339,,0.00027229206170886755,-0.0658881664276123,135680,,1566,0.42394617199897766,0.0,-0.007445485331118107,1094.0,0.00021866359747946262,-0.0025430023670196533,1763260236.7712562
,153.79288935661316,500.0,,,137857,500.0,1588,,,,,,,1763260238.7305033
0.0010366812348365784,153.90396237373352,,0.0008972715004347265,-5.4717063903808594e-05,137984,,1589,0.39065730571746826,0.0,-0.00435885414481163,1094.0,0.00021728110732510686,-0.005238991230726242,1763260238.8415763
,154.63913702964783,500.0,,,138857,500.0,1597,,,,,,,1763260239.576751
,155.55594420433044,500.0,,,139857,500.0,1607,,,,,,,1763260240.4935582
0.0007040733471512794,155.74969387054443,,0.004976973868906498,-0.17022418975830078,140032,,1609,0.3638588786125183,0.0,0.011863009072840214,1095.0,0.00021605222718790174,0.003497488796710968,1763260240.6873078
0.00022727437317371368,155.86036801338196,,0.0007226900197565556,-0.015908360481262207,140160,,1610,0.40568310022354126,0.0,0.0071249548345804214,1095.0,0.00021597542217932642,0.006139785051345825,1763260240.797982
,155.99580764770508,500.0,,,140357,500.0,1612,,,,,,,1763260240.9334216
0.0004885448142886162,157.3792426586151,,0.0001308741921093315,-0.020064830780029297,141824,,1626,0.4432533383369446,0.0,0.003605256788432598,1095.0,0.00021497695706784725,-0.0020147329196333885,1763260242.3168566
0.0003811195492744446,158.4171929359436,,256.9312744140625,0.00019997358322143555,142976,,1638,0.453952431678772,0.0,-0.002901598811149597,1095.0,0.00021428571199066937,0.007117383182048798,1763260243.354807
0.00025664176791906357,162.90131187438965,,740.8232421875,8.344650268554688e-06,147968,,1687,0.46465742588043213,0.0,0.0027335314080119133,1095.0,0.00021129031665623188,-0.005315124988555908,1763260247.8389258
0.0028664153069257736,167.09375548362732,,0.005994281265884638,-0.11083376407623291,152576,,1732,0.5488878488540649,0.0,0.000723840668797493,1095.0,0.00020852535089943558,-0.016587810590863228,1763260252.0313694
,168.23874163627625,500.0,,,153857,500.0,1745,,,,,,,1763260253.1763556
0.00034529995173215866,169.05188655853271,,0.00017281009058933705,0.11587899923324585,154752,,1753,0.5864039659500122,0.0,0.005140260793268681,1096.0,0.00020721966575365514,-0.00247202068567276,1763260253.9895005
,169.08922004699707,500.0,,,154857,500.0,1754,,,,,,,1763260254.026834
0.0014304276555776596,170.09258890151978,,586.2135620117188,0.0008034110069274902,155904,,1765,0.5431275963783264,0.0,-0.0093587227165699,1096.0,0.00020652842067647725,0.019031163305044174,1763260255.0302029
0.0010218555107712746,170.315363407135,,444.24542236328125,0.0010513663291931152,156160,,1768,0.48016470670700073,0.001953125,0.0005375733599066734,1096.0,0.0002063748106593266,-0.01787620037794113,1763260255.2529774
,171.13267183303833,452.0,,,157063,452.0,1777,,,,,,,1763260256.0702858
,174.80680775642395,500.0,,,161180,500.0,1818,,,,,,,1763260259.7444217
,175.2929494380951,500.0,,,161680,500.0,1823,,,,,,,1763260260.2305634
,177.84568738937378,500.0,,,164594,500.0,1851,,,,,,,1763260262.7833014
,178.31919074058533,500.0,,,165094,500.0,1856,,,,,,,1763260263.2568047
0.0014971811324357986,179.43360781669617,,0.0072958641685545444,-0.023068547248840332,166272,,1868,0.5690458416938782,0.0,-0.007725417613983154,1097.0,0.00020030721498187631,-0.004118725657463074,1763260264.3712218
0.0003533950075507164,179.87908053398132,,0.0076212347485125065,-0.3839263916015625,166784,,1873,0.4945085048675537,0.00390625,-0.002049987204372883,1097.0,0.00019999999494757503,0.00848136842250824,1763260264.8166945
,180.1362075805664,48.0,,,167142,48.0,1877,,,,,,,1763260265.0738215
1.6169622540473938e-05,180.9174370765686,,0.007407160475850105,-0.13921809196472168,167936,,1886,0.561130940914154,0.0,0.0012613516300916672,1097.0,0.00019930874987039715,0.0008658021688461304,1763260265.855051
