losses/entropy,charts/episodic_return,losses/policy_loss,losses/old_approx_kl,charts/episodic_length,charts/SPS,_step,_timestamp,losses/approx_kl,losses/value_loss,charts/learning_rate,global_step,losses/clipfrac,_runtime,losses/explained_variance
0.5394647121429443,,-0.0032647550106048584,-0.0006698193028569221,,401.0,441,1763260181.5974145,5.0776638090610504e-05,76.60813903808594,0.00028509984258562326,24960,0.0,91.1099693775177,0.04510754346847534
0.5643712878227234,,-0.0022637471556663513,-0.0023238882422447205,,403.0,450,1763260183.2529337,0.00025644712150096893,14.317464828491211,0.00028463901253417134,25728,0.0,92.76548862457275,0.8883167505264282
0.5245438814163208,,-0.0014086328446865082,0.00036714598536491394,,405.0,471,1763260186.4225643,1.0538846254348755e-05,108.78369140625,0.0002837941574398428,27136,0.0,95.93511915206909,0.39661145210266113
,286.0,,,286.0,,481,1763260187.8457515,,,,27856,,97.35830640792847,
,246.0,,,246.0,,490,1763260189.204268,,,,28465,,98.71682286262512,
0.542212963104248,,0.0030700713396072388,0.001643545925617218,,409.0,504,1763260191.5979393,0.00020151026546955109,24.33266258239746,0.00028233486227691174,29568,0.0,101.1104941368103,0.29270458221435547
0.5249951481819153,,-0.025670044124126434,0.03705211356282234,,412.0,515,1763260193.6498108,0.013703006319701672,19.32979393005371,0.0002817204222083092,30592,0.048828125,103.16236567497253,0.9173585176467896
0.5189077258110046,,0.0006106384098529816,0.009741436690092087,,414.0,530,1763260196.2564008,0.0002604275941848755,14.25710391998291,0.00028095237212255597,31872,0.0,105.76895570755005,0.8652000427246094
0.551293671131134,,-0.007187604904174805,0.005592013709247112,,416.0,539,1763260197.876882,0.00045255478471517563,40.69770431518555,0.00028049154207110405,32640,0.0,107.38943696022034,0.7345775365829468
0.5592890977859497,,-0.018559027463197708,0.006065873429179192,,416.0,547,1763260199.2817054,0.003698909655213356,9.550650596618652,0.00028010751702822745,33280,0.0,108.794260263443,0.9148685336112976
,210.0,,,210.0,,555,1763260200.4888473,,,,33843,,110.0014021396637,
,214.0,,,214.0,,559,1763260201.0916538,,,,34169,,110.60420870780945,
,159.0,,,159.0,,568,1763260202.6904485,,,,34833,,112.20300340652466,
,77.0,,,77.0,,595,1763260207.4956212,,,,37144,,117.00817608833313,
0.5345196723937988,,-0.00025190412998199463,-0.0002790689468383789,,423.0,612,1763260210.624226,6.020069122314453e-06,234.061767578125,0.000276881706668064,38656,0.0,120.13678097724915,0.06198912858963013
0.5274657607078552,,-0.005040634423494339,0.001969648525118828,,423.0,614,1763260210.9223523,7.740594446659088e-05,200.1765594482422,0.0002768049016594887,38784,0.0,120.43490719795227,0.047887563705444336
,500.0,,,500.0,,630,1763260213.9903605,,,,40339,,123.50291538238525,
0.4901936948299408,,-0.003839164972305298,-0.002712101675570011,,427.0,636,1763260215.2241313,0.0001792246475815773,10.394344329833984,0.0002754992456175387,40960,0.0,124.73668622970581,-0.01788961887359619
0.5550601482391357,,-0.004293743520975113,0.0011940943077206612,,428.0,640,1763260215.9726691,3.087986260652542e-05,10.308025360107422,0.00027526883059181273,41344,0.0,125.48522400856018,0.02459627389907837
0.5550474524497986,,-0.00086941197514534,0.005627092905342579,,429.0,650,1763260218.0335367,0.0003929613158106804,10.336350440979004,0.00027465439052321017,42368,0.0,127.54609155654907,-2.739600896835327
0.5621034502983093,,0.02247205376625061,-0.021697280928492546,,430.0,664,1763260220.7093449,0.002263156697154045,9.50439167022705,0.00027388634043745697,43648,0.0,130.2218997478485,0.08696985244750977
,69.0,,,69.0,,684,1763260224.1383283,,,,45187,,133.65088319778442,
0.5387818217277527,,-0.0012322431430220604,-0.0032867686823010445,,431.0,689,1763260224.99616,3.410410135984421e-05,314.0410461425781,0.00027273426530882716,45568,0.0,134.5087149143219,-0.030367255210876465
,191.0,,,191.0,,698,1763260226.4527216,,,,46229,,135.96527647972107,
0.5884315967559814,,-0.0001094713807106018,-0.00014479178935289383,,432.0,702,1763260227.2477639,2.7706846594810486e-06,6.8925933837890625,0.0002721198252402246,46592,0.0,136.76031875610352,-0.031246542930603027
,177.0,,,177.0,,707,1763260227.9303432,,,,46945,,137.44289803504944,
0.510652482509613,,-0.0012435950338840485,-0.011184331960976124,,434.0,729,1763260232.3533444,0.0001914268359541893,18.990293502807617,0.0002706605300772935,49024,0.0,141.86589932441711,0.7743380665779114
0.5656676292419434,,-0.0035546869039535522,-0.00020759273320436478,,436.0,757,1763260237.6131878,0.00022705737501382828,4.083399772644043,0.0002691244299057871,51584,0.0,147.1257426738739,-0.20572972297668457
,500.0,,,500.0,,762,1763260238.7220497,,,,52212,,148.23460459709167,
,500.0,,,500.0,,767,1763260239.772717,,,,52712,,149.28527188301086,
0.5175982117652893,,-0.0020804405212402344,-4.320964217185974e-05,,438.0,775,1763260241.4841495,8.002482354640961e-05,3.1035752296447754,0.0002679723547771573,53504,0.0,150.99670433998108,0.15497559309005737
0.5029608607292175,,-0.00504264235496521,-0.017501018941402435,,439.0,788,1763260244.0047193,0.0012534810230135918,238.70150756835938,0.0002672043046914041,54784,0.0,153.51727414131165,-0.2081228494644165
,500.0,,,500.0,,797,1763260245.6923563,,,,55712,,155.20491123199463,
0.5167681574821472,,-0.015133969485759735,0.009943877346813679,,441.0,806,1763260247.4997847,0.0007779812440276146,14.286107063293457,0.0002661290345713496,56576,0.0,157.01233959197998,0.9543337821960449
0.5640720725059509,,-0.014448054134845734,0.005266350694000721,,442.0,815,1763260249.2251427,0.0005096951499581337,1.878414511680603,0.0002655913995113224,57472,0.0,158.73769760131836,-1.0010380744934082
0.5581494569778442,,-0.0012777820229530334,0.00022996682673692703,,446.0,863,1763260258.947349,3.730598837137222e-05,0.46383240818977356,0.0002626728091854602,62336,0.0,168.4599039554596,-0.0019478797912597656
0.5407409071922302,,-0.004322388209402561,-0.0008119167760014534,,447.0,872,1763260260.7126997,0.0002874797210097313,0.4563974142074585,0.00026213517412543297,63232,0.0,170.22525453567505,-0.7444524765014648
0.5786741971969604,,0.004081852734088898,0.003218596801161766,,447.0,876,1763260261.4702027,0.00010957755148410797,376.67462158203125,0.000261904759099707,63616,0.0,170.98275756835938,9.256601333618164e-05
0.47886922955513,,-0.017393119633197784,-0.0017002178356051445,,451.0,922,1763260270.8367445,0.002518889494240284,0.0004043669323436916,0.00025906297378242016,68352,0.00390625,180.34929943084717,-0.4094395637512207
0.3986659348011017,,0.0032428503036499023,0.00032851286232471466,,451.0,930,1763260272.4023852,0.0009320694953203201,0.00307391001842916,0.00025860214373096824,69120,0.0,181.91494011878967,0.6375094652175903
,500.0,,,500.0,,938,1763260273.9429877,,,,69918,,183.4555425643921,
0.490129292011261,,-0.019155463203787804,0.019079357385635376,,452.0,941,1763260274.6553063,0.014038586989045143,0.0005048646708019078,0.00025791089865379035,70272,0.048828125,184.16786122322083,-2.7763049602508545
0.44291993975639343,,0.0016450658440589905,0.006628305651247501,,452.0,942,1763260274.8892422,0.0024291137233376503,0.0007487895200029016,0.00025783409364521503,70400,0.0,184.40179705619812,0.7630283832550049
,500.0,,,500.0,,948,1763260275.9332056,,,,70918,,185.44576048851013,
0.4988262355327606,,-0.001647409051656723,-0.003600834868848324,,454.0,974,1763260281.3218496,3.6143697798252106e-05,0.004468074068427086,0.00025591396843083203,73600,0.0,190.83440446853638,-0.5484023094177246
0.4637547731399536,,-0.020494848489761353,0.01762113906443119,,455.0,980,1763260282.5710564,0.01365929190069437,0.0017372628208249807,0.00025552994338795543,74240,0.04296875,192.0836112499237,-0.6244679689407349
0.5212292075157166,,-0.0005867443978786469,-0.0024151457473635674,,455.0,985,1763260283.5838318,0.0001950906589627266,0.0005393503233790398,0.00025522272335365415,74752,0.0,193.09638667106628,0.6963669061660767
0.4635253846645355,,-0.007508441805839539,0.004952502436935902,,455.0,995,1763260285.628763,0.00028972234576940536,0.00044372479896992445,0.0002546082832850516,75776,0.0,195.14131784439087,0.2748633623123169
,500.0,,,500.0,,997,1763260285.9298222,,,,75918,,195.4423770904541,
0.4714285135269165,,-0.006340336054563522,0.0013039102777838707,,457.0,1015,1763260289.457612,0.0002865279093384743,0.00014923264097888023,0.00025337940314784646,77824,0.0,198.9701669216156,0.06358850002288818
0.3915458619594574,,-0.003112364560365677,0.00921433512121439,,459.0,1020,1763260289.9951274,0.00013501662760972977,0.00010250185732729733,0.0002530721831135452,78336,0.0,199.5076823234558,0.2369672656059265
,500.0,,,500.0,,1031,1763260291.2311602,,,,79418,,200.7437150478363,
0.43103235960006714,,-0.00017990916967391968,-0.0008165910840034485,,465.0,1050,1763260294.3956122,8.792802691459656e-05,0.00014349522825796157,0.00025122889201156795,81408,0.0,203.90816712379456,-0.06853592395782471
0.44352394342422485,,0.0002809949219226837,0.0021989252418279648,,465.0,1053,1763260294.881107,5.5320560932159424e-05,0.0031179790385067463,0.0002510752819944173,81664,0.0,204.3936619758606,-0.637913703918457
0.4539603590965271,,-0.03886771947145462,-0.03549725189805031,,465.0,1058,1763260295.8207839,0.0051630958914756775,0.0006509545492008328,0.00025076806196011603,82176,0.015625,205.3333387374878,0.011966824531555176
0.405646413564682,,0.006205100566148758,0.03411161154508591,,468.0,1083,1763260300.41649,0.0044696517288684845,0.0023598517291247845,0.0002492319617886096,84736,0.0078125,209.92904496192932,0.0826500654220581
0.44068336486816406,,-0.008743274956941605,-0.01755703240633011,,470.0,1091,1763260301.3143396,0.0007550138980150223,453.0057678222656,0.0002487711317371577,85504,0.0,210.82689452171326,-3.993511199951172e-05
0.511629581451416,,0.0030352547764778137,0.014041430316865444,,474.0,1106,1763260302.9772782,0.0014770003035664558,126.4412612915039,0.00024784947163425386,87040,0.0,212.48983311653137,-0.0002970695495605469
0.5457512736320496,,-0.004052003845572472,0.009356692433357239,,476.0,1118,1763260304.8424134,0.0005583465099334717,0.0001370081736240536,0.00024708142154850066,88320,0.0,214.35496830940247,0.17747467756271362
0.5272941589355469,,-0.015374517068266869,-0.009423305280506611,,476.0,1125,1763260306.0709317,0.001999116502702236,389.6223449707031,0.00024669739650562406,88960,0.001953125,215.58348655700684,0.00019246339797973633
0.6078273057937622,,0.003367185592651367,0.0035385796800255775,,477.0,1133,1763260307.6632776,0.0002079242840409279,0.00026104680728167295,0.0002461597614455968,89856,0.0,217.1758325099945,-0.006156444549560547
0.5378502011299133,,0.0023003965616226196,-0.0053948406130075455,,478.0,1145,1763260309.7306895,0.0014929324388504028,503.5047912597656,0.00024546851636841893,91008,0.001953125,219.24324440956116,5.5849552154541016e-05
0.5472251176834106,,-0.0018775463104248047,-0.0008940566331148148,,480.0,1164,1763260312.8346012,4.1484832763671875e-05,664.0250854492188,0.00024431644123978913,92928,0.0,222.34715604782104,-0.0002785921096801758
0.5236728191375732,,-0.001991167664527893,-0.009371260181069374,,480.0,1165,1763260313.0011756,0.0015329383313655853,0.005369807593524456,0.0002442396362312138,93056,0.005859375,222.51373052597046,0.04867786169052124
0.5424996018409729,,0.005017206072807312,0.016414597630500793,,482.0,1172,1763260313.8329647,0.001202508807182312,4.878114486928098e-05,0.0002437788061797619,93824,0.001953125,223.3455195426941,-0.020801186561584473
0.507565438747406,,-0.021016091108322144,-0.01321202702820301,,484.0,1181,1763260314.8453066,0.003906533122062683,0.0005247435183264315,0.00024324117111973464,94720,0.00390625,224.35786151885986,0.3128281831741333
0.5712462067604065,,-0.005238443613052368,-0.0020330483093857765,,485.0,1186,1763260315.4324892,0.0012456746771931648,0.0006844841409474611,0.00024293395108543336,95232,0.0,224.94504404067993,-0.055754780769348145
0.5760359168052673,,-0.010198559612035751,0.007085660472512245,,488.0,1197,1763260316.7783,0.0030176639556884766,0.0001123067777371034,0.00024224270600825548,96384,0.009765625,226.29085493087769,-0.4864213466644287
0.5964276790618896,,0.0010391147807240486,0.003614550456404686,,491.0,1213,1763260318.549618,0.0011503733694553375,350.4129333496094,0.00024132104590535164,97920,0.0,228.06217288970947,-8.881092071533203e-05
0.5434167385101318,,-0.00217331200838089,0.002220037393271923,,492.0,1215,1763260318.706694,5.793105810880661e-05,516.1952514648438,0.00024124424089677632,98048,0.0,228.21924877166748,0.0001277923583984375
0.5466088056564331,,-0.04819134622812271,0.0005114879459142685,,494.0,1226,1763260320.1004639,0.01301660854369402,0.007512759417295456,0.00024055299581959844,99200,0.041015625,229.6130187511444,-0.07181251049041748
0.5724506974220276,,-0.011814791709184647,0.000229724682867527,,494.0,1230,1763260320.8790426,0.00048066582530736923,115.32488250732422,0.00024032258079387248,99584,0.0,230.39159750938416,0.0001322627067565918
0.42855238914489746,,-0.0024730581790208817,0.0063096098601818085,,494.0,1234,1763260321.5817807,0.0005102064460515976,564.2078857421875,0.00024009216576814651,99968,0.0,231.09433555603027,5.4836273193359375e-06
0.5851495862007141,,-0.0016379579901695251,0.0045103831216692924,,495.0,1245,1763260323.6902754,0.0005569001659750938,0.003928775433450937,0.00023940092069096863,101120,0.0,233.20283031463623,0.07085978984832764
0.5214845538139343,,0.004949025809764862,-0.002085767686367035,,495.0,1254,1763260325.2557292,0.0014104880392551422,0.00030507147312164307,0.0002388632856309414,102016,0.0,234.76828408241272,-0.04896950721740723
0.44681409001350403,,-0.010721519589424133,-0.007257911376655102,,496.0,1271,1763260328.1673872,0.0009111175313591957,128.67713928222656,0.00023786482051946223,103680,0.0,237.67994213104248,0.0009524822235107422
,500.0,,,500.0,,1299,1763260332.661641,,,,106620,,242.17419576644897,
0.526807427406311,,-0.0010318644344806671,-0.0007256558164954185,,507.0,1339,1763260337.4779975,0.0008863424882292747,0.0006173184374347329,0.00023371736460831016,110592,0.0,246.99055242538452,-0.645243763923645
0.577499508857727,,0.006533771753311157,0.0021515721455216408,,507.0,1340,1763260337.6368108,0.0002942187711596489,0.00012489542132243514,0.00023364055959973484,110720,0.0,247.14936566352844,-0.45963454246520996
0.5445625185966492,,-0.007641635835170746,-0.004166765138506889,,509.0,1349,1763260338.68553,0.0016051698476076126,0.0007968780118972063,0.0002331029245397076,111616,0.005859375,248.1980848312378,0.15240460634231567
0.5881118178367615,,0.005079030990600586,-0.006288252770900726,,511.0,1363,1763260340.3771276,0.0004718564450740814,0.0007110270671546459,0.00023225806944537908,113024,0.0,249.8896825313568,0.09760910272598267
,500.0,,,500.0,,1365,1763260340.568356,,,,113245,,250.0809109210968,
,500.0,,,500.0,,1370,1763260341.1897857,,,,113745,,250.70234060287476,
,500.0,,,500.0,,1380,1763260342.2879727,,,,114745,,251.80052757263184,
0.5718206167221069,,-0.0024049580097198486,0.0006396882236003876,,514.0,1381,1763260342.4197664,0.00010837800800800323,355.60498046875,0.0002311827993253246,114816,0.0,251.93232131004333,6.401538848876953e-05
0.546843409538269,,-0.04141359031200409,0.011893650516867638,,516.0,1388,1763260343.2559261,0.003684811294078827,0.0004427263338584453,0.00023072196927387267,115584,0.001953125,252.76848101615906,-0.03037083148956299
,500.0,,,500.0,,1395,1763260343.9305854,,,,116245,,253.4431402683258,
0.5986061096191406,,-0.00368601456284523,0.012563589960336685,,518.0,1399,1763260344.454051,0.0006794463843107224,0.0002475071814842522,0.0002300307241966948,116736,0.0,253.96660590171814,-0.1003180742263794
0.5890641808509827,,0.0002184361219406128,0.0061614736914634705,,519.0,1405,1763260345.0090406,0.00035399943590164185,164.54501342773438,0.0002297235041623935,117248,0.0,254.52159547805786,-1.3113021850585938e-05
0.5601503849029541,,0.00020603835582733154,0.0042476411908864975,,522.0,1432,1763260349.0536146,0.0005974657833576202,505.22943115234375,0.00022811059898231179,119936,0.0,258.56616950035095,0.00034689903259277344
0.5149043798446655,,-0.005268163979053497,-0.000440400093793869,,522.0,1433,1763260349.2539425,0.001204114407300949,0.005520875100046396,0.00022803379397373646,120064,0.0,258.76649737358093,-0.07232880592346191
0.49072423577308655,,-0.010148361325263977,-0.002592223696410656,,523.0,1455,1763260353.166977,0.0019130716100335121,0.00023102597333490849,0.0002266513038193807,122368,0.0,262.67953181266785,0.14781612157821655
,500.0,,,500.0,,1456,1763260353.2143276,,,,122372,,262.72688245773315,
0.5273734927177429,,0.0013944841921329498,0.003747919574379921,,523.0,1457,1763260353.4346302,0.0012630745768547058,265.3591613769531,0.00022657449881080538,122496,0.0,262.94718503952026,2.1696090698242188e-05
0.45192524790763855,,0.0014191120862960815,0.002566772513091564,,528.0,1514,1763260362.3154135,4.584062844514847e-05,586.3230590820312,0.00022304146841634065,128384,0.0,271.82796835899353,0.00022619962692260742
0.4787352979183197,,-0.01076594926416874,0.0012771198526024818,,529.0,1521,1763260363.1799617,0.0009376564994454384,0.0004091041337233037,0.00022258063836488873,129152,0.0,272.6925165653229,0.22952014207839966
0.5104278922080994,,-0.006373316049575806,0.0033056922256946564,,530.0,1525,1763260363.628588,0.000276908278465271,0.0032940867822617292,0.00022235022333916277,129536,0.0,273.1411428451538,0.06995880603790283
0.5535176396369934,,-0.008016474545001984,-0.00391721073538065,,530.0,1527,1763260363.8873518,0.0035082371905446053,0.00017093410133384168,0.00022219661332201213,129792,0.001953125,273.3999066352844,-0.11577129364013672
0.5200873017311096,,-0.012808308005332947,0.005395117215812206,,531.0,1529,1763260364.06669,0.0015790844336152077,286.8418884277344,0.00022211982286535203,129920,0.0078125,273.57924485206604,0.00036031007766723633
0.5206361413002014,,-0.00012727640569210052,0.0007652100175619125,,531.0,1534,1763260364.6434379,4.488043487071991e-05,554.6920776367188,0.00022181260283105075,130432,0.0,274.15599274635315,0.00018727779388427734
0.5089964270591736,,-0.0025713909417390823,0.0035611335188150406,,532.0,1536,1763260364.9189434,8.128955960273743e-05,0.0011018789373338223,0.0002216589928139001,130688,0.0,274.4314982891083,-0.95848548412323
,500.0,,,500.0,,1543,1763260365.657266,,,,131372,,275.16982078552246,
0.4449326694011688,,0.0019605495035648346,0.005258207209408283,,533.0,1545,1763260365.9223933,0.002229626290500164,0.0041527231223881245,0.00022112135775387287,131584,0.001953125,275.4349482059479,-0.3519812822341919
0.42324402928352356,,-0.022942980751395226,0.00023735780268907547,,534.0,1546,1763260366.0646322,0.0010007945820689201,0.0004629938048310578,0.00022104455274529755,131712,0.0,275.5771870613098,-0.5831220149993896
,500.0,,,500.0,,1558,1763260367.2911093,,,,132872,,276.8036642074585,
0.5431269407272339,,-0.009037014096975327,0.00347882229834795,,536.0,1559,1763260367.4271572,0.00022161845117807388,0.013666491955518723,0.00022027650265954435,132992,0.0,276.9397120475769,0.0005565285682678223
0.5485060811042786,,0.0014057382941246033,-0.0013805832713842392,,536.0,1563,1763260367.8478718,4.792213439941406e-05,474.763427734375,0.0002200460876338184,133376,0.0,277.3604266643524,3.3020973205566406e-05
0.48752138018608093,,0.012366391718387604,0.001647799275815487,,537.0,1566,1763260368.2596838,0.0020386138930916786,0.00015576372970826924,0.00021981567260809243,133760,0.0,277.7722387313843,-0.030437588691711426
0.47061455249786377,,-0.0006738863885402679,0.0018019294366240501,,538.0,1588,1763260371.8213255,0.0001200968399643898,508.0212097167969,0.00021850998746231198,135936,0.0,281.3338804244995,0.00015527009963989258
0.4715726971626282,,0.0071952491998672485,0.002167569473385811,,538.0,1589,1763260372.006905,0.0003020893782377243,0.004563943482935429,0.00021843318245373666,136064,0.0,281.51945996284485,-0.08854329586029053
,500.0,,,500.0,,1597,1763260373.3390372,,,,136872,,282.8515920639038,
,500.0,,,500.0,,1607,1763260375.1146414,,,,137872,,284.6271963119507,
0.5213091373443604,,-0.004297822713851929,-0.0010418174788355827,,539.0,1609,1763260375.5168705,0.0006544934585690498,0.005513530224561691,0.00021720430231653154,138112,0.0,285.02942538261414,-0.37437355518341064
0.5614889860153198,,0.005427624098956585,0.011537396349012852,,539.0,1610,1763260375.7318435,0.0008246777579188347,0.0005227908259257674,0.00021712749730795622,138240,0.0,285.244398355484,0.017436981201171875
,500.0,,,500.0,,1612,1763260375.9880853,,,,138372,,285.5006401538849,
,500.0,,,500.0,,1626,1763260377.714875,,,,139872,,287.22742986679077,
0.5237886905670166,,0.004842162132263184,-0.004051830619573593,,543.0,1638,1763260379.130487,0.0010774414986371994,0.00524520967155695,0.00021543778711929917,141056,0.0,288.64304184913635,-0.3820834159851074
0.4883258044719696,,-0.021124374121427536,0.018648188561201096,,546.0,1687,1763260386.7541223,0.0014521321281790733,0.0005213895346969366,0.00021236558677628636,146176,0.0,296.2666771411896,0.047629714012145996
0.5218819379806519,,0.0019799768924713135,-0.009476159699261189,,553.0,1732,1763260391.4275756,0.00022436212748289108,636.5867919921875,0.00020967742602806538,150656,0.0,300.9401304721832,0.00039637088775634766
0.5261991024017334,,0.003003045916557312,0.0032948944717645645,,555.0,1745,1763260392.961219,0.0002540573477745056,0.00021261879010125995,0.00020883257093373686,152064,0.0,302.4737739562988,-0.0775219202041626
0.5694807767868042,,-0.003488600254058838,0.002362149767577648,,557.0,1753,1763260393.7633817,0.00014201272279024124,0.0004826742224395275,0.00020837174088228494,152832,0.0,303.27593660354614,-0.15936028957366943
0.6034513115882874,,-0.00044054165482521057,0.0027199173346161842,,557.0,1754,1763260393.9201374,8.170772343873978e-05,0.0002608588256407529,0.00020829493587370962,152960,0.0,303.4326922893524,-0.11474692821502686
,500.0,,,500.0,,1765,1763260395.3867683,,,,154071,,304.89932322502136,
0.5692630410194397,,0.008392930030822754,-0.008477424271404743,,558.0,1768,1763260395.9621775,0.0008757961913943291,0.0005745783564634621,0.0002074500807793811,154368,0.0,305.4747323989868,-0.836889386177063
0.5946092009544373,,0.0016735829412937164,0.005281900055706501,,558.0,1777,1763260397.4051642,0.0005198875442147255,0.0034239948727190495,0.00020691244571935385,155264,0.001953125,306.9177191257477,0.09685468673706055
0.5110680460929871,,-0.007112883031368256,0.0045211585238575935,,561.0,1818,1763260403.3402338,0.0004892507568001747,6.688066787319258e-05,0.0002043778804363683,159488,0.0,312.8527886867523,-0.15577638149261475
0.5287650227546692,,-0.006597332656383514,-0.0003884304314851761,,561.0,1823,1763260404.1831224,0.0023261141031980515,0.000492332736030221,0.000204070660402067,160000,0.001953125,313.695677280426,0.11879110336303711
0.5112637281417847,,-0.005046887323260307,-0.00579969584941864,,563.0,1851,1763260408.5942023,0.000437052920460701,6.431987276300788e-05,0.00020238095021340996,162816,0.0,318.10675716400146,-0.45510780811309814
