losses/clipfrac,charts/episodic_return,charts/learning_rate,losses/explained_variance,global_step,_step,losses/entropy,_timestamp,charts/SPS,_runtime,losses/value_loss,losses/policy_loss,losses/approx_kl,losses/old_approx_kl,charts/episodic_length
0.0,,0.0002047619054792449,-0.00033402442932128906,158848,1765,0.5147315263748169,1763260404.7532854,556.0,313.7481544017792,364.0938720703125,-0.0007300302386283875,0.0006292331963777542,0.0010263603180646896,
0.013671875,,0.00020453149045351893,-0.3066908121109009,159232,1768,0.5262666344642639,1763260405.3687367,556.0,314.36360573768616,0.00019255712686572224,0.03099215030670166,0.007357116788625717,0.008451888337731361,
0.0,,0.00020399385539349169,-0.6512165069580078,160128,1777,0.46542471647262573,1763260406.785323,557.0,315.78019189834595,0.0005523842410184443,-0.004793323576450348,0.0002995487302541733,-0.006928669288754463,
0.0,,0.00020145929011050612,-5.7816505432128906e-05,164352,1818,0.4905911982059479,1763260412.306255,561.0,321.30112409591675,319.39971923828125,-0.01248924620449543,0.0015953462570905685,0.0018529072403907776,
0.0,,0.00020115207007620484,4.13060188293457e-05,164864,1823,0.45105478167533875,1763260413.2224545,561.0,322.21732354164124,340.3810119628906,-0.0065420642495155334,0.0003401581197977066,0.009538954123854637,
0.0,,0.00019938555487897247,-0.2558325529098511,167808,1851,0.5049030780792236,1763260416.8410232,564.0,325.83589220046997,0.00021918927086517215,0.0015341266989707947,0.002020883373916149,-0.020347850397229195,
0.0,,0.0001990783348446712,-0.16173982620239258,168320,1856,0.48649540543556213,1763260417.426044,564.0,326.4209129810333,0.00017379858763888478,-0.0036473385989665985,0.002034265547990799,0.022161919623613358,
0.0,,0.0001983870897674933,0.020843863487243652,169472,1868,0.4610016345977783,1763260418.7102056,566.0,327.7050745487213,0.004287334159016609,-3.555417060852051e-05,1.424923539161682e-07,8.443091064691544e-05,
0.0,,0.00019807988428510725,-0.041867971420288086,169984,1873,0.4779081344604492,1763260419.2707152,566.0,328.265584230423,0.004836320411413908,-0.0007600858807563782,0.00021225307136774063,0.0009514139965176582,
0.0,,0.0001978494692593813,6.878376007080078e-05,170368,1877,0.48502978682518005,1763260419.7340326,567.0,328.72890162467957,542.047607421875,0.0016414020210504532,0.00046221353113651276,-0.0012540575116872787,
,500.0,,,171340,1886,,1763260420.7606318,,329.75550079345703,,,,,500.0
0.001953125,,0.0001966973941307515,0.21396762132644653,172288,1895,0.5587958097457886,1763260421.8483622,569.0,330.8432312011719,0.00018794818606693298,0.006792852655053139,0.0023407582193613052,0.010253040120005608,
0.0,,0.00019623656407929957,-0.06846332550048828,173056,1903,0.49345365166664124,1763260422.7270646,570.0,331.72193360328674,0.005951773840934038,-0.0028566457331180573,0.0012702196836471558,-0.007365625351667404,
,500.0,,,173340,1906,,1763260423.03261,,332.02747893333435,,,,,500.0
0.0,,0.00019531490397639573,-0.19779646396636963,174592,1918,0.5695825815200806,1763260424.5097408,572.0,333.50460982322693,0.0006914595724083483,-8.137524127960205e-05,2.9169023036956787e-06,-0.00017274729907512665,
,500.0,,,174840,1920,,1763260424.7836032,,333.7784721851349,,,,,500.0
,500.0,,,177340,1945,,1763260429.1567082,,338.1515772342682,,,,,500.0
0.0,,0.00019278033869341016,-0.2112959623336792,178816,1959,0.5223921537399292,1763260431.8719664,572.0,340.86683535575867,5.448502633953467e-05,-0.011427516117691994,0.0005958406254649162,0.004824160598218441,
0.0,,0.00019193548359908164,0.005472004413604736,180224,1973,0.4424295425415039,1763260434.5586314,571.0,343.55350041389465,400.45458984375,0.004733845591545105,0.0005621844902634621,0.0013342676684260368,
0.0,,0.00019116743351332843,0.25588101148605347,181504,1985,0.5132058262825012,1763260436.2511122,572.0,345.24598121643066,0.0004356703138910234,-0.002212509512901306,5.1997601985931396e-05,0.003294011577963829,
0.0,,0.00019078340847045183,-3.718329429626465,182144,1991,0.5306523442268372,1763260436.9677575,573.0,345.96262645721436,0.0010085609974339604,-0.0001779003068804741,0.0006424663588404655,0.003409036435186863,
0.0,,0.00019016896840184927,-0.0001621246337890625,183168,2002,0.5610631704330444,1763260438.1445436,574.0,347.13941264152527,761.58056640625,-0.004885442554950714,0.0005951682105660439,-0.009840325452387333,
0.0,,0.000189861748367548,-0.0005712509155273438,183680,2007,0.5117940306663513,1763260438.7062447,575.0,347.7011137008667,849.5567626953125,0.004502292722463608,0.0005318522453308105,0.0026769377291202545,
,500.0,,,184584,2016,,1763260439.7290728,,348.7239418029785,,,,,500.0
0.0,,0.0001890936982817948,-0.36784255504608154,184960,2019,0.5270562767982483,1763260440.1583729,576.0,349.1532418727875,0.00020251763635315,0.009087570011615753,0.0006172973662614822,0.005319954827427864,
0.0,,0.0001887864782474935,0.04943662881851196,185472,2024,0.5114217400550842,1763260440.7808783,577.0,349.77574729919434,0.0001026724130497314,-0.00481044314801693,0.0008776132017374039,-0.003943413496017456,
0.0,,0.00018863286823034286,-0.04730665683746338,185728,2027,0.5119211673736572,1763260441.333647,576.0,350.3285160064697,0.003295669797807932,0.0049857646226882935,0.00015219394117593765,0.0035957982763648033,
0.0,,0.00018847925821319222,0.267373263835907,185984,2029,0.47058141231536865,1763260441.8027823,576.0,350.79765129089355,9.410205530002713e-05,0.0017237365245819092,0.0002656634896993637,-0.001570824533700943,
0.0,,0.00018817203817889094,-0.1618049144744873,186496,2034,0.5511161684989929,1763260442.7928684,576.0,351.78773736953735,0.00015981287288013846,-0.006872251629829407,0.00043299514800310135,-0.005041924305260181,
,500.0,,,187584,2045,,1763260444.6979835,,353.69285249710083,,,,,500.0
0.0,,0.00018717357306741178,0.0006309151649475098,188160,2051,0.529605507850647,1763260445.8932402,576.0,354.8881092071533,546.2786865234375,-0.002890065312385559,0.0009799245744943619,-0.006622344255447388,
0.0,,0.00018709676805883646,0.4088265895843506,188288,2052,0.533299446105957,1763260446.1221206,576.0,355.11698961257935,0.003964425064623356,-0.0071667395532131195,0.0007158201187849045,0.00950220599770546,
,500.0,,,190084,2070,,1763260449.5099924,,358.5048613548279,,,,,500.0
0.0,,0.0001856374874478206,-0.32180094718933105,190720,2076,0.4566004276275635,1763260450.7959294,575.0,359.79079842567444,0.003769822418689728,-0.00754837691783905,0.0007222965359687805,-0.010993512347340584,
0.00390625,,0.00018456221732776612,-0.005867719650268555,192512,2093,0.46233707666397095,1763260454.2879717,574.0,363.28284072875977,0.00038302154280245304,0.005969170480966568,0.0011794604361057281,0.015416085720062256,
,500.0,,,192584,2094,,1763260454.3451045,,363.33997344970703,,,,,500.0
0.005859375,,0.00018310292216483504,-0.07982099056243896,194944,2117,0.5270096063613892,1763260458.9355361,574.0,367.9304051399231,0.00023242068709805608,-0.0023700259625911713,0.0033312104642391205,-0.004440128803253174,
,500.0,,,197400,2141,,1763260461.8240747,,370.8189437389374,,,,,500.0
,500.0,,,197900,2146,,1763260462.4339728,,371.4288418292999,,,,,500.0
0.0,,0.00018125960195902735,1.0609626770019531e-05,198016,2147,0.5671854019165039,1763260462.577811,577.0,371.5726799964905,564.313720703125,0.002319866791367531,2.7602538466453552e-05,-0.0037968307733535767,
0.0,,0.00018118279695045203,-0.3677619695663452,198144,2148,0.5352073907852173,1763260462.7199144,577.0,371.7147834300995,0.0033372160978615284,-0.0006466507911682129,0.00024720001965761185,0.005989882163703442,
0.0,,0.0001807219668990001,-8.034706115722656e-05,198912,2155,0.5450358390808105,1763260463.5907466,577.0,372.5856156349182,628.6729736328125,0.0022009238600730896,0.0005708709359169006,0.003190997987985611,
0.0,,0.00017964669677894562,-0.9579532146453857,200704,2172,0.5203814506530762,1763260465.662953,579.0,374.657821893692,0.0003725115384440869,4.582852125167847e-05,0.0006758430972695351,0.006914551369845867,
0.0,,0.00017887864669319242,-7.62939453125e-06,201984,2185,0.5792068839073181,1763260467.1567032,580.0,376.151572227478,324.39227294921875,-0.002579011023044586,0.0004936093464493752,-0.0011749612167477608,
0.0,,0.0001784178166417405,0.08940482139587402,202752,2192,0.539325475692749,1763260468.0088062,581.0,377.00367522239685,0.0004898457555100322,0.0025613531470298767,0.0015148269012570381,-0.007206208072602749,
0.0,,0.0001780337915988639,-0.005896091461181641,203392,2198,0.5777335166931152,1763260468.7319815,582.0,377.72685050964355,7.994638872332871e-05,0.0039058029651641846,0.0011185351759195328,0.0063291192054748535,
,500.0,,,203400,2199,,1763260468.760326,,377.75519490242004,,,,,500.0
0.005859375,,0.0001772657415131107,0.30433863401412964,204672,2211,0.38995957374572754,1763260470.1884727,583.0,379.1833417415619,0.000655359064694494,-0.01670636236667633,0.005260594189167023,0.027092235162854195,
0.0,,0.00017711213149596006,9.5367431640625e-07,204928,2214,0.48692476749420166,1763260470.5038626,583.0,379.4987316131592,335.828857421875,-0.0012236014008522034,0.00015256553888320923,0.0007925368845462799,
0.0,,0.00017672810645308346,-0.047237515449523926,205568,2220,0.4712199568748474,1763260471.1787784,584.0,380.17364740371704,0.004569756332784891,-0.013853773474693298,0.0008095744997262955,-0.0031047072261571884,
,500.0,,,205900,2223,,1763260471.496418,,380.49128699302673,,,,,500.0
0.001953125,,0.00017642088641878217,0.14069974422454834,206080,2225,0.44914764165878296,1763260471.7644687,584.0,380.7593376636505,0.005607894621789455,-0.004002373665571213,0.0011497214436531067,-0.0002355538308620453,
0.00390625,,0.00017634408141020685,-0.06465089321136475,206208,2226,0.49261900782585144,1763260471.9076645,585.0,380.90253353118896,0.0003576891031116247,0.015587471425533295,0.0010807868093252182,0.010442115366458893,
0.0078125,,0.00017626727640163153,-0.2378758192062378,206336,2227,0.4758474826812744,1763260472.0506456,585.0,381.04551458358765,0.0001460410567233339,-0.007959574460983276,0.0033399416133761406,-0.0137277627363801,
0.0,,0.00017603686137590557,-0.03863537311553955,206720,2231,0.5081983208656311,1763260472.4814596,585.0,381.4763286113739,0.00018943124450743198,-0.002122931182384491,0.00021665263921022415,0.00434975977987051,
0.0,,0.0001758064463501796,-0.06255996227264404,207104,2235,0.5126079320907593,1763260472.9253175,585.0,381.9201865196228,0.0048760101199150085,-0.011955777183175087,0.00048786774277687073,0.001065026968717575,
0.0,,0.000175422421307303,-0.152612566947937,207744,2241,0.5424138307571411,1763260473.6157053,586.0,382.6105742454529,0.00026753402198664844,-0.00522971898317337,0.0017599379643797874,-0.005576786585152149,
,500.0,,,208400,2248,,1763260474.3714938,,383.3663628101349,,,,,500.0
0.0,,0.00017488478624727577,0.0689697265625,208640,2250,0.5241280794143677,1763260474.6373563,587.0,383.6322252750397,0.004129674285650253,-0.001245882362127304,0.0002795141190290451,-0.0021253786981105804,
,500.0,,,208900,2253,,1763260474.9488814,,383.9437503814697,,,,,500.0
,500.0,,,210900,2272,,1763260477.0206115,,386.01548051834106,,,,,500.0
0.0,,0.0001730414805933833,0.032447099685668945,211712,2280,0.5593520998954773,1763260477.947137,590.0,386.942006111145,0.00025399812147952616,-0.00881614163517952,0.00024287961423397064,0.0003280956298112869,
0.03125,,0.00017211982049047947,-0.5225551128387451,213248,2295,0.4780709743499756,1763260479.6053574,592.0,388.6002264022827,0.0004489403509069234,-0.03155673295259476,0.00806649960577488,-0.021490106359124184,
0.0,,0.00017196621047332883,-7.987022399902344e-06,213504,2298,0.5569819211959839,1763260479.8936143,592.0,388.88848328590393,293.361572265625,0.006528414785861969,0.00024573691189289093,-0.0032821428030729294,
,500.0,,,214900,2310,,1763260481.3164482,,390.3113172054291,,,,,500.0
0.0,,0.00017104455037042499,-0.006348729133605957,215040,2312,0.5444890856742859,1763260481.568731,593.0,390.563600063324,0.004974076524376869,0.0029766391962766647,0.0003881184384226799,0.003176695667207241,
0.0,,0.00017066052532754838,-0.09372496604919434,215680,2318,0.5815166234970093,1763260482.283296,594.0,391.278165102005,0.00015161896590143442,-0.00509006530046463,0.0001331474632024765,-0.0028250552713871002,
0.0,,0.00017043011030182242,0.05207490921020508,216064,2322,0.5376193523406982,1763260482.737072,594.0,391.73194098472595,0.003644588403403759,-0.0014221668243408203,0.00014128629118204117,-0.0038077915087342262,
0.0,,0.00017027650028467178,0.4250946044921875,216320,2324,0.47093963623046875,1763260482.9751253,595.0,391.96999430656433,0.00012793402129318565,-0.00399251002818346,0.0005197543650865555,-0.004305874928832054,
0.0,,0.0001699692802503705,-0.07735013961791992,216832,2329,0.5702560544013977,1763260483.5610855,595.0,392.55595445632935,0.0001290496002184227,0.00973278284072876,0.002856433391571045,-0.006943056359887123,
0.0,,0.00016935484018176794,0.12010061740875244,217856,2339,0.5856701135635376,1763260484.793227,596.0,393.7880959510803,0.00023813280859030783,-0.0014264341443777084,0.0003859885036945343,-0.004238948225975037,
0.0,,0.00016912442515604198,0.06270110607147217,218240,2343,0.5840554237365723,1763260485.3683133,596.0,394.3631823062897,0.0002323588269064203,-0.0016277637332677841,0.00013150367885828018,-0.0006137164309620857,
0.0,,0.0001688172051217407,-0.1752183437347412,218752,2348,0.5620235204696655,1763260485.9307747,596.0,394.92564368247986,0.0003455231199041009,-0.0014167949557304382,0.0007721856236457825,-0.0044251903891563416,
0.0,,0.0001684331800788641,0.060743629932403564,219392,2354,0.6003536581993103,1763260486.6206703,597.0,395.61553931236267,0.0001283940509893,-0.00021276623010635376,0.00048652011901140213,-0.006459246389567852,
,381.0,,,220281,2363,,1763260487.5661068,,396.5609757900238,,,,,381.0
0.0,,0.00016635944484733045,4.869699478149414e-05,222848,2389,0.5416722893714905,1763260490.74842,600.0,399.74328899383545,461.8238525390625,-0.008566804230213165,0.00016540288925170898,0.0016188155859708786,
0.0,,0.00016605222481302917,-3.635883331298828e-05,223360,2394,0.5254926085472107,1763260491.6785562,600.0,400.6734251976013,386.091064453125,0.007584579288959503,0.00021599885076284409,0.005697992630302906,
0.0,,0.00016513056471012533,4.589557647705078e-06,224896,2409,0.4767094850540161,1763260493.9826024,600.0,402.97747135162354,337.38446044921875,0.005153782665729523,0.00045872386544942856,0.006525306962430477,
0.0,,0.00016405529459007084,-0.001790761947631836,226688,2426,0.5293357372283936,1763260496.8043728,600.0,405.79924178123474,0.00014703771739732474,0.003696087747812271,3.7132762372493744e-05,0.0005634436383843422,
0.0,,0.00016382487956434488,-0.07868826389312744,227072,2430,0.5284340381622314,1763260497.5013585,600.0,406.4962275028229,9.826275345403701e-05,0.001620464026927948,0.001075495034456253,-0.0060448236763477325,
0.0,,0.00016267280443571508,0.06616681814193726,228992,2449,0.540867805480957,1763260500.214803,601.0,409.20967197418213,0.003200579434633255,0.004300691187381744,0.0002657175064086914,0.0035320203751325607,
0.0078125,,0.00016175115888472646,-0.09916174411773682,230528,2465,0.567123293876648,1763260501.988498,602.0,410.98336696624756,0.0002855996135622263,-0.022352464497089386,0.004528965801000595,-0.004144381731748581,
0.0,,0.00016021505871322006,-0.3517165184020996,233088,2491,0.4978362023830414,1763260504.8652997,604.0,413.86016869544983,0.004319235682487488,0.0012653768062591553,0.00017818063497543335,0.0004648752510547638,
0.001953125,,0.00016006144869606942,-1.554218053817749,233344,2493,0.546379029750824,1763260505.1345396,604.0,414.12940859794617,0.00022875264403410256,-0.015032246708869934,0.0022743958979845047,-0.018221531063318253,
0.0,,0.00015929339861031622,0.009542763233184814,234624,2506,0.4884571433067322,1763260506.5643992,606.0,415.5592682361603,0.0038464278914034367,0.0007545016705989838,0.00016049854457378387,-0.0010528452694416046,
,500.0,,,235426,2514,,1763260507.3908572,,416.3857262134552,,,,,500.0
0.0,,0.00015875576355028898,1.1086463928222656e-05,235520,2515,0.5395267605781555,1763260507.5346012,606.0,416.529470205307,715.7903442382812,0.005715698003768921,0.0005082711577415466,-0.004313291981816292,
0.0,,0.0001584485435159877,3.2007694244384766e-05,236032,2520,0.532767117023468,1763260508.0626082,607.0,417.05747723579407,384.03289794921875,0.001805730164051056,4.079937934875488e-05,-5.022808909416199e-05,
,500.0,,,237426,2533,,1763260509.4924676,,418.4873366355896,,,,,500.0
0.0,,0.00015721966337878257,-0.06987738609313965,238080,2540,0.5584315657615662,1763260510.2848299,609.0,419.27969884872437,0.003419936867430806,0.0014517977833747864,9.67690721154213e-05,0.0017812522128224373,
0.0,,0.00015675883332733065,0.019759058952331543,238848,2547,0.523926854133606,1763260511.0644536,609.0,420.0593225955963,0.00014008577272761613,-0.004527622833848,0.00058747548609972,0.010167797096073627,
0.0,,0.00015537634317297488,0.030102670192718506,241152,2570,0.5467607975006104,1763260513.4679084,612.0,422.4627773761749,0.0035994492936879396,-0.001216065138578415,7.209740579128265e-05,-0.00020826049149036407,
0.0,,0.00015529953816439956,0.007422029972076416,241280,2571,0.5630605816841125,1763260513.5923827,612.0,422.587251663208,0.00024914974346756935,0.0001762881875038147,1.768302172422409e-05,-0.00040761474519968033,
0.0,,0.00015499231813009828,-0.058307766914367676,241792,2576,0.5856350064277649,1763260514.1380327,612.0,423.1329016685486,0.00014631249359808862,-0.006109543144702911,0.00046462565660476685,0.002118704840540886,
0.0,,0.00015491551312152296,-0.07694125175476074,241920,2577,0.5834405422210693,1763260514.2632978,612.0,423.25816679000854,8.439796511083841e-05,-0.0018633455038070679,0.00021272897720336914,0.0012847073376178741,
0.0,,0.00015307219291571528,-2.0503997802734375e-05,244992,2608,0.618473470211029,1763260517.758667,615.0,426.75353598594666,561.9940795898438,0.0036072619259357452,0.0001163361594080925,0.002335301600396633,
0.0,,0.00015291858289856464,-0.12630116939544678,245248,2610,0.6011006832122803,1763260518.0143905,615.0,427.00925946235657,0.00016118667554110289,-0.0029873475432395935,0.00022535398602485657,0.003722056746482849,
0.0,,0.0001516897027613595,-0.060094356536865234,247296,2630,0.5503445863723755,1763260520.1586037,617.0,429.15347266197205,0.00012329762103036046,-0.012472234666347504,0.001077575609087944,0.0019039269536733627,
,500.0,,,247852,2636,,1763260520.7335846,,429.72845363616943,,,,,500.0
,500.0,,,248852,2646,,1763260521.853798,,430.8486669063568,,,,,500.0
0.0,,0.00015069123764988035,7.748603820800781e-07,248960,2647,0.5458135604858398,1763260521.981298,618.0,430.97616696357727,274.7105712890625,-0.00032638758420944214,0.0004189908504486084,-0.0015657059848308563,
0.0,,0.00015061443264130503,-0.06459212303161621,249088,2648,0.5754980444908142,1763260522.1133113,618.0,431.1081802845001,0.002884663874283433,0.0014246106147766113,4.196353256702423e-05,-0.0007695630192756653,
0.0,,0.00014938556705601513,-0.2032320499420166,251136,2668,0.5549691915512085,1763260524.2595115,620.0,433.25438046455383,0.0001872174470918253,-0.00757816806435585,0.00032254960387945175,0.01346971932798624,
0.0,,0.00014907834702171385,-0.0265042781829834,251648,2673,0.5910507440567017,1763260524.810817,620.0,433.8056859970093,0.0002183877513743937,0.0002889614552259445,1.4385208487510681e-05,-0.001067034900188446,
0.0,,0.0001484639069531113,-1.600658893585205,252672,2683,0.5243958234786987,1763260525.8712802,621.0,434.866149187088,0.0003639014030341059,-0.0021616891026496887,0.00033731386065483093,-0.0035937875509262085,
0.0,,0.00014823349192738533,-0.00320589542388916,253056,2687,0.5494675636291504,1763260526.282474,621.0,435.27734303474426,0.0029321275651454926,-0.0023559536784887314,0.00010509230196475983,0.0064461808651685715,
0.0,,0.0001480798819102347,-0.22610127925872803,253312,2689,0.5489680767059326,1763260526.550182,622.0,435.5450510978699,8.877890650182962e-05,0.0001297593116760254,0.00011115148663520813,-0.00021266750991344452,
0.0,,0.00014792627189308405,-0.0036249160766601562,253568,2692,0.527871310710907,1763260526.8530836,622.0,435.8479526042938,0.0031244915444403887,-0.0016506053507328033,0.00014483742415905,-0.001306150108575821,
,500.0,,,257562,2732,,1763260530.9841855,,439.97905445098877,,,,,500.0
0.0,,0.000144316436490044,-1.5497207641601562e-06,259584,2752,0.5495815277099609,1763260533.2693546,627.0,442.26422357559204,241.5117645263672,-0.0011536255478858948,2.8401613235473633e-05,0.0004116911441087723,
0.0,,0.00014400921645574272,-6.4849853515625e-05,260096,2757,0.515069842338562,1763260533.8315732,627.0,442.8264422416687,274.4249572753906,0.0008844360709190369,1.6165897250175476e-05,0.0011589042842388153,
0.0,,0.00014308755635283887,0.0001971125602722168,261632,2772,0.4817748963832855,1763260535.425188,628.0,444.42005705833435,679.6638793945312,0.00019644200801849365,4.801899194717407e-05,0.0007711444050073624,
0.0,,0.0001424731162842363,5.042552947998047e-05,262656,2782,0.5167196989059448,1763260536.5190613,629.0,445.51393032073975,459.7056579589844,0.001211695373058319,3.1849369406700134e-05,0.002269407734274864,
0.0,,0.000142396311275661,-0.010738849639892578,262784,2783,0.5497239828109741,1763260536.643583,629.0,445.63845205307007,0.002752541331574321,-0.0005955640226602554,6.1765313148498535e-06,0.000577285885810852,
0.0,,0.00014178187120705843,0.011981427669525146,263808,2793,0.552994430065155,1763260537.7401671,630.0,446.73503613471985,0.0023651174269616604,-0.0009768567979335785,0.0007263347506523132,0.006306065246462822,
0.0,,0.00013986174599267542,-0.07025623321533203,267008,2824,0.565665602684021,1763260541.1555977,633.0,450.15046668052673,0.0002197808789787814,-0.01243792288005352,0.00030011963099241257,0.004450558684766293,
0.001953125,,0.00013870967086404562,-0.06537950038909912,268928,2843,0.5314005613327026,1763260543.2564666,634.0,452.2513356208801,9.960026363842189e-05,-0.014939391985535622,0.0013622436672449112,-0.0027383845299482346,
0.0,,0.00013786483032163233,0.03292417526245117,270336,2857,0.5343343019485474,1763260544.7816014,635.0,453.77647042274475,0.000229526252951473,-0.004926946014165878,0.00012170989066362381,0.0027999943122267723,
0.0,,0.00013632873015012592,-0.24247610569000244,272896,2882,0.5383068323135376,1763260547.4591646,637.0,456.45403361320496,0.00023355412122327834,-0.0016033612191677094,2.927146852016449e-05,0.00034919939935207367,
0.0,,0.000135867900098674,0.00014358758926391602,273664,2890,0.53059983253479,1763260548.3117807,638.0,457.306649684906,263.4625244140625,-0.0017806142568588257,2.3556873202323914e-05,0.004087699577212334,
0.0,,0.00013456221495289356,-0.14764583110809326,275840,2911,0.5588157773017883,1763260550.6160333,639.0,459.6109023094177,7.862229540478438e-05,-0.0017826184630393982,0.0003617340698838234,0.0027460427954792976,
0.0,,0.00013310291978996247,-0.23493242263793945,278272,2935,0.5603122711181641,1763260553.1518006,641.0,462.14666962623596,0.003235143842175603,-0.0006851088255643845,0.0001983344554901123,0.0002168472856283188,
0.0,,0.00013225806469563395,8.559226989746094e-05,279680,2949,0.5328059196472168,1763260554.6824322,642.0,463.6773011684418,168.00698852539062,-0.0001997239887714386,3.013014793395996e-05,-0.004851894453167915,
0.0,,0.00013156681961845607,-0.14076149463653564,280832,2960,0.5900856256484985,1763260555.915566,643.0,464.91043496131897,0.0002993650268763304,-0.001956027001142502,8.360669016838074e-05,-0.0012659337371587753,
,500.0,,,282355,2975,,1763260557.4941547,,466.4890236854553,,,,,500.0
0.0,,0.0001298003044212237,-0.6951897144317627,283776,2989,0.49202245473861694,1763260559.1123846,645.0,468.10725355148315,0.00021802846458740532,-0.005947273224592209,0.000670112669467926,0.008112359791994095,
0.0,,0.00012933947436977178,-0.08853447437286377,284544,2997,0.5747964978218079,1763260559.9519808,645.0,468.94684982299805,0.0032809446565806866,-0.002950899302959442,7.348693907260895e-05,0.0008537415415048599,
0.0,,0.00012849461927544326,2.8133392333984375e-05,285952,3011,0.5470049381256104,1763260561.454208,646.0,470.44907689094543,734.458984375,-0.0009584054350852966,3.700423985719681e-05,-0.0007024342194199562,
0.0,,0.00012603687355294824,-0.20499789714813232,290048,3051,0.5762354731559753,1763260565.9002573,649.0,474.89512634277344,0.0025763981975615025,-0.004964824765920639,0.00014031026512384415,0.0020812125876545906,
0.0,,0.0001258832635357976,-0.025357723236083984,290304,3053,0.5907082557678223,1763260566.1432774,649.0,475.13814640045166,0.0001848004903877154,0.0011014286428689957,0.00018930435180664062,-0.0010989028960466385,
0.0,,0.0001251152134500444,-0.06834471225738525,291584,3066,0.5388771295547485,1763260567.4913688,650.0,476.4862377643585,0.0024669640697538853,-0.0011452138423919678,0.00017887260764837265,-0.0025802915915846825,
0.0,,0.00012488479842431843,-8.392333984375e-05,291968,3070,0.5357683300971985,1763260567.917062,651.0,476.91193103790283,379.3769836425781,0.000325717031955719,2.2950582206249237e-05,-0.0006757555529475212,
,500.0,,,293355,3083,,1763260569.279627,,478.2744960784912,,,,,500.0
,500.0,,,294855,3098,,1763260570.8664465,,479.8613154888153,,,,,500.0
,500.0,,,295355,3103,,1763260571.3973975,,480.3922665119171,,,,,500.0
,500.0,,,297855,3127,,1763260573.9454238,,482.9402928352356,,,,,500.0
0.0,,0.00012127496302127838,-0.3228367567062378,297984,3129,0.5720885396003723,1763260574.1533926,655.0,483.1482615470886,0.003534747986122966,-0.000956658273935318,2.3534521460533142e-05,4.608184099197388e-06,
0.0,,0.00012050691293552518,0.003645777702331543,299264,3141,0.5312394499778748,1763260575.411018,656.0,484.405886888504,0.0001808281522244215,0.0002703685313463211,6.494857370853424e-05,0.0007533729076385498,
0.0,,0.00012043010792694986,-6.020069122314453e-05,299392,3143,0.539525032043457,1763260575.5291626,656.0,484.5240316390991,362.5165710449219,-0.008441060781478882,0.00014613009989261627,4.871375858783722e-05,
0.0,,0.0001201996929012239,0.04223138093948364,299776,3146,0.48681628704071045,1763260575.862331,656.0,484.85719990730286,0.0002050145121756941,-0.003821419086307287,9.353365749120712e-05,0.003950738348066807,
0.0,,0.00011927803279832006,0.3098924160003662,301312,3161,0.523817241191864,1763260577.297355,658.0,486.2922239303589,0.00012291497841943055,0.0005466118454933167,0.00011797156184911728,0.00576909352093935,
0.0,,0.00011874039773829281,-0.07920956611633301,302208,3170,0.6080792546272278,1763260578.1102438,658.0,487.1051127910614,0.00015680931392125785,0.0029306067153811455,5.88810071349144e-05,0.001183769665658474,
0.0,,0.00011797234765253961,0.020978689193725586,303488,3183,0.5748358368873596,1763260579.2580543,660.0,488.25292325019836,0.0033880462870001793,-0.0001745261251926422,1.742783933877945e-05,0.000342012383043766,
0.0,,0.00011766512761823833,-0.28277575969696045,304000,3188,0.5241362452507019,1763260579.7423315,660.0,488.73720049858093,0.00352309038862586,-0.00037929415702819824,4.940293729305267e-05,0.0018782839179039001,
0.0,,0.00011589861969696358,-4.291534423828125e-05,306944,3217,0.5443781614303589,1763260582.3680308,663.0,491.36289978027344,489.0369873046875,0.00010358542203903198,9.294599294662476e-06,-0.000904591754078865,
0.0,,0.00011543778964551166,-0.08407807350158691,307712,3224,0.5448466539382935,1763260583.0673616,663.0,492.0622305870056,0.00022616500791627914,-0.0020744558423757553,0.00010154955089092255,0.0028559304773807526,
0.0,,0.00011405529949115589,0.12101519107818604,310016,3247,0.49695584177970886,1763260585.135441,665.0,494.13031005859375,0.003426407463848591,-0.010874634608626366,0.00048649776726961136,0.00033386703580617905,
,500.0,,,310355,3250,,1763260585.3828235,,494.3776924610138,,,,,500.0
0.0,,0.00011374807945685461,-0.02286708354949951,310528,3252,0.5038400888442993,1763260585.5770035,666.0,494.57187247276306,0.003615467343479395,0.001936495304107666,3.093387931585312e-05,-0.00039692316204309464,
,500.0,,,310855,3255,,1763260585.8547893,,494.8496582508087,,,,,500.0
0.0,,0.00011328724940540269,0.00025141239166259766,311296,3259,0.49456310272216797,1763260586.277155,666.0,495.2720239162445,0.00023723806953057647,-0.0008124560117721558,2.8119422495365143e-05,-0.0008954508230090141,
0.0,,0.00011251919931964949,-0.2503565549850464,312576,3272,0.5365046858787537,1763260587.4232032,667.0,496.41807222366333,0.0032525721471756697,-0.0007125586271286011,6.807316094636917e-05,0.0018316293135285378,
,500.0,,,312855,3275,,1763260587.6525943,,496.6474633216858,,,,,500.0
0.0,,0.00011228878429392353,-2.4080276489257812e-05,312960,3276,0.5481549501419067,1763260587.7572544,668.0,496.7521233558655,765.7407836914062,0.0020971763879060745,0.00010988116264343262,-9.520165622234344e-05,
0.0,,0.00011105991143267602,0.008080720901489258,315008,3296,0.5926763415336609,1763260589.5983424,669.0,498.5932114124298,0.003735319711267948,-0.007098454982042313,0.00023301783949136734,-0.009251031093299389,
