_step,losses/approx_kl,charts/episodic_length,_runtime,losses/old_approx_kl,losses/clipfrac,losses/value_loss,_timestamp,losses/entropy,charts/learning_rate,charts/SPS,global_step,losses/explained_variance,charts/episodic_return,losses/policy_loss
702,0.0005531609058380127,,80.15041923522949,0.011584972962737083,0.0,744.0440063476562,1763260165.3256311,0.45735329389572144,0.00026666666963137686,1060.0,55680,-0.0005594491958618164,,0.002091817557811737
707,0.0001867935061454773,,80.67511057853699,0.007013777270913124,0.0,655.03369140625,1763260165.8503225,0.5204527378082275,0.0002663594495970756,1059.0,56192,0.011565804481506348,,-0.0013824999332427979
729,0.00024280045181512833,,82.73963284492493,-0.00029573123902082443,0.0,0.05221504345536232,1763260167.9148448,0.4822232723236084,0.0002649769594427198,1061.0,58496,0.2812294363975525,,0.005335584282875061
757,0.0003518713638186455,,85.27056169509888,-0.014964199624955654,0.0,0.002721089404076338,1763260170.4457736,0.4934172034263611,0.00026328724925406277,1063.0,61312,0.6090492010116577,,0.006739974021911621
762,0.0006843078881502151,,85.71753406524658,0.0025684814900159836,0.0,0.00310362596064806,1763260170.892746,0.5335203409194946,0.0002629800292197615,1064.0,61824,0.016793668270111084,,-0.0047710612416267395
767,0.0006059249863028526,,86.19976735115051,0.0031073177233338356,0.0,0.0033937415573745966,1763260171.3749793,0.5437374711036682,0.0002626728091854602,1064.0,62336,-0.22392356395721436,,-0.0063858190551400185
775,,500.0,86.89868760108948,,,,1763260172.0738995,,,,63115,,500.0,
788,0.002426569350063801,,88.16037845611572,0.02297447994351387,0.001953125,0.13530410826206207,1763260173.3355904,0.4794711172580719,0.00026136712403967977,1065.0,64512,0.9149168133735657,,-0.006073940545320511
789,,500.0,88.19620490074158,,,,1763260173.3714168,,,,64615,,500.0,
797,0.0004515722393989563,,88.95461845397949,0.0024191252887248993,0.0,0.0009631162974983454,1763260174.1298304,0.534385085105896,0.0002608294889796525,1066.0,65408,-2.7256906032562256,,-0.010094799101352692
806,0.0033138860017061234,,89.75619792938232,0.00019007734954357147,0.0078125,0.005723841488361359,1763260174.9314098,0.4791509807109833,0.0002602918539196253,1067.0,66304,0.08852553367614746,,-0.020850563421845436
815,0.0008123097941279411,,90.57538056373596,0.00306148175150156,0.0,660.066162109375,1763260175.7505925,0.5674209594726562,0.00025975421885959804,1067.0,67200,-4.494190216064453e-05,,-0.0012773461639881134
863,0.0002650134265422821,,94.75709247589111,-0.005580686032772064,0.0,239.77883911132812,1763260179.9323044,0.5277199745178223,0.0002569892385508865,1069.0,71808,0.003135502338409424,,-0.00012489408254623413
872,,500.0,95.57605814933777,,,,1763260180.75127,,,,72728,,500.0,
876,0.004210423678159714,,96.00793218612671,0.01467614434659481,0.00390625,0.00020425583352334797,1763260181.183144,0.5089533925056458,0.000256144383456558,1070.0,73216,-0.05458950996398926,,-0.022744078189134598
916,0.0006215162575244904,,99.7025249004364,-0.006342880427837372,0.0,553.7938232421875,1763260184.8777368,0.5174770951271057,0.00025368662318214774,1072.0,77312,-1.6808509826660156e-05,,0.000772528350353241
922,0.0020241811871528625,,100.25561356544495,-0.002283019945025444,0.001953125,0.0063144005835056305,1763260185.4308255,0.4596954584121704,0.00025330259813927114,1073.0,77952,-0.049118876457214355,,-0.0014167390763759613
930,,500.0,100.96476674079895,,,,1763260186.1399786,,,,78728,,500.0,
938,0.0021719401702284813,,101.77938675880432,0.005546455271542072,0.0,0.00019555458857212216,1763260186.9545987,0.44564586877822876,0.000252304133027792,1073.0,79616,-0.48695456981658936,,0.008611008524894714
941,0.0014559831470251083,,102.00269174575806,0.0004205424338579178,0.001953125,0.006630554795265198,1763260187.1779037,0.47541019320487976,0.0002521505521144718,1073.0,79872,-0.13964438438415527,,-0.011007988825440407
942,0.0005821166560053825,,102.11226177215576,-0.013164720498025417,0.0,0.0007244144799187779,1763260187.2874737,0.5050185918807983,0.0002520737471058965,1074.0,80000,-0.02247321605682373,,-0.0013472549617290497
948,0.009368209168314934,,102.7018837928772,0.025954674929380417,0.015625,0.00030017830431461334,1763260187.8770957,0.5315167903900146,0.00025168972206301987,1074.0,80640,0.02944880723953247,,-0.031701263040304184
974,,500.0,105.00911688804626,,,,1763260190.1843288,,,,83228,,500.0,
980,0.0012019053101539612,,105.55636310577393,-0.01321830227971077,0.001953125,237.26583862304688,1763260190.731575,0.4869134724140167,0.00024976959684863687,1075.0,83840,2.574920654296875e-05,,0.008571989834308624
985,0.0013525234535336494,,106.03522968292236,-0.00308354664593935,0.001953125,151.85464477539062,1763260191.2104416,0.4347512125968933,0.0002494623768143356,1075.0,84352,-6.663799285888672e-05,,0.004218704998493195
995,0.0004827473312616348,,106.9559760093689,0.006805730983614922,0.0,0.005604451056569815,1763260192.131188,0.4818381667137146,0.000248847936745733,1076.0,85376,0.5225147604942322,,-0.0076735131442546844
997,0.0017988141626119614,,107.17652010917664,-0.008693676441907883,0.00390625,0.00016283863806165755,1763260192.351732,0.46045878529548645,0.0002486943267285824,1076.0,85632,0.21690887212753296,,0.007294617593288422
1015,0.00034218281507492065,,108.79467034339905,0.010228648781776428,0.0,0.0037437533028423786,1763260193.9698822,0.56190025806427,0.0002476190566085279,1077.0,87424,-0.026143908500671387,,0.005094274878501892
1020,8.242297917604446e-05,,109.25079393386841,-0.003687129355967045,0.0,0.0035327011719346046,1763260194.4260058,0.48528993129730225,0.0002473118365742266,1077.0,87936,0.1100359559059143,,-0.0005540261045098305
1031,0.000932629220187664,,110.28887915611267,-0.017387617379426956,0.0,0.0005152659141458571,1763260195.464091,0.49721458554267883,0.00024662059149704874,1077.0,89088,-0.05066239833831787,,-0.005292557179927826
1050,0.0009979186579585075,,112.13778805732727,0.002153872512280941,0.0,0.0003559691831469536,1763260197.313,0.5399979948997498,0.0002453917113598436,1078.0,91136,-0.7075144052505493,,-0.0016092872247099876
1053,0.00023971404880285263,,112.36171507835388,-0.0012630512937903404,0.0,0.0034697032533586025,1763260197.536927,0.5692377090454102,0.00024523810134269297,1078.0,91392,0.02847236394882202,,0.000608302652835846
1058,0.0009041428565979004,,112.8097665309906,0.0031166858971118927,0.0,0.005283934064209461,1763260197.9849784,0.5805133581161499,0.0002449308813083917,1078.0,91904,-0.08598816394805908,,-0.010944608598947525
1082,0.0013931049033999443,,114.99684286117554,0.00017314869910478592,0.00390625,562.0570678710938,1763260200.1720548,0.482603520154953,0.0002434715861454606,1079.0,94336,0.00040346384048461914,,0.008661553263664246
1083,0.00032881833612918854,,115.13725876808167,0.0014945697039365768,0.0,0.005403285380452871,1763260200.3124707,0.5301305651664734,0.00024339478113688529,1079.0,94464,-0.028457164764404297,,0.0003397241234779358
1091,3.1325966119766235e-05,,115.81333208084106,0.0012834817171096802,0.0,550.5311279296875,1763260200.988544,0.5293310880661011,0.00024293395108543336,1079.0,95232,0.00031054019927978516,,-6.116926670074463e-06
1106,0.0009445091709494591,,117.26927614212036,0.0005985749885439873,0.0,608.6315307617188,1763260202.444488,0.4797050356864929,0.00024201229098252952,1079.0,96768,0.00010496377944946289,,0.007078066468238831
1118,0.0010478738695383072,,118.42851734161377,0.009642235934734344,0.0,0.00045938268885947764,1763260203.6037292,0.5675904154777527,0.00024124424089677632,1079.0,98048,-0.07173442840576172,,-0.004960082471370697
1125,,500.0,118.99609613418579,,,,1763260204.171308,,,,98728,,500.0,
1133,0.0023845499381422997,,119.79603409767151,0.018243707716464996,0.0,0.0012761472025886178,1763260204.971246,0.5456255674362183,0.00024032258079387248,1080.0,99584,-0.28939545154571533,,-0.008904188871383667
1145,0.000293925404548645,,120.83440041542053,0.011699825525283813,0.0,608.8153686523438,1763260206.0096123,0.5864719748497009,0.0002396313357166946,1080.0,100736,0.00018835067749023438,,0.004971515387296677
1164,,500.0,122.6039445400238,,,,1763260207.7791564,,,,102728,,500.0,
1165,2.353731542825699e-05,,122.69204187393188,0.0006829043850302696,0.0,626.8145141601562,1763260207.8672538,0.5304614901542664,0.00023840245557948947,1081.0,102784,0.00018262863159179688,,-0.0001008063554763794
1172,6.11133873462677e-05,,123.35783243179321,0.0013723410665988922,0.0,0.000794638239312917,1763260208.5330443,0.5209532380104065,0.00023794162552803755,1081.0,103552,-0.13810622692108154,,0.001853950321674347
1181,0.0011091586202383041,,124.17454504966736,0.0031341202557086945,0.0,0.004228273406624794,1763260209.349757,0.5705702304840088,0.0002374039904680103,1081.0,104448,0.09797126054763794,,-0.0005949363112449646
1186,0.0017710058018565178,,124.6603786945343,0.0037359120324254036,0.0,0.004632811527699232,1763260209.8355906,0.5085851550102234,0.00023709677043370903,1081.0,104960,-0.03301680088043213,,-0.00015008915215730667
1197,,500.0,125.62310266494751,,,,1763260210.7983146,,,,106014,,500.0,
1213,0.0003273719921708107,,127.09452223777771,-0.003962595947086811,0.0,0.004390114452689886,1763260212.2697341,0.5728216171264648,0.0002354838652536273,1082.0,107648,-0.01602041721343994,,-0.002192780375480652
1215,0.0037336982786655426,,127.31602931022644,0.027913855388760567,0.0,0.0001699021813692525,1763260212.4912412,0.5949540734291077,0.00023533025523647666,1082.0,107904,0.23021042346954346,,-0.04198416322469711
1226,,500.0,128.27373790740967,,,,1763260213.4489498,,,,109014,,500.0,
1230,0.0007668286561965942,,128.71805906295776,0.010967032983899117,0.0,0.000183556490810588,1763260213.893271,0.6068636775016785,0.00023440859513357282,1082.0,109440,-0.07677924633026123,,-0.0025162138044834137
1234,0.0007365616038441658,,129.0565903186798,-0.007495551370084286,0.0,0.00047448769328184426,1763260214.2318022,0.5118969082832336,0.00023417819465976208,1082.0,109824,0.1981862187385559,,-0.004653725773096085
1245,0.0006445217877626419,,130.09083485603333,0.0027676094323396683,0.0,5.180727384868078e-05,1763260215.2660468,0.5603523254394531,0.0002334869495825842,1083.0,110976,0.16777253150939941,,0.02183401584625244
1254,0.002795502543449402,,130.9049687385559,0.0250225979834795,0.005859375,0.000502072914969176,1763260216.0801806,0.5903913378715515,0.00023294931452255696,1083.0,111872,0.5674945116043091,,-0.025528572499752045
1271,3.440864384174347e-05,,132.44918155670166,0.0018991008400917053,0.0,0.0034986378159374,1763260217.6243935,0.5283980965614319,0.0002319508494110778,1083.0,113536,-0.09323513507843018,,-0.0001806449145078659
1299,0.0016166996210813522,,134.8600308895111,0.004397507756948471,0.0,0.0009487273055128753,1763260220.0352428,0.5010414123535156,0.00023033794423099607,1083.0,116224,-0.21673214435577393,,-0.01086665689945221
1339,0.0008818097412586212,,138.36920022964478,0.0009462833404541016,0.0,0.0050387028604745865,1763260223.5444121,0.48896324634552,0.00022803379397373646,1084.0,120064,0.3676500916481018,,0.006194334477186203
1340,0.000844443216919899,,138.48049998283386,-0.010107269510626793,0.0,0.0005939030088484287,1763260223.655712,0.5301637053489685,0.00022795698896516114,1084.0,120192,-0.20313477516174316,,0.0036808811128139496
1349,0.0006638197228312492,,139.29597330093384,-0.0023648543283343315,0.0,0.0004828365345019847,1763260224.4711852,0.58772212266922,0.0002274193539051339,1084.0,121088,0.13416147232055664,,-0.013967104256153107
1363,2.128537744283676e-05,,140.55482602119446,0.0007706498727202415,0.0,0.004246458411216736,1763260225.730038,0.5328177809715271,0.00022657449881080538,1084.0,122496,0.07811415195465088,,0.0016633570194244385
1365,0.00010014139115810394,,140.7753870487213,0.0009652338922023773,0.0,0.0002460069372318685,1763260225.950599,0.5114478468894958,0.00022642088879365474,1084.0,122752,-0.10434949398040771,,0.0019298046827316284
1370,0.00324181467294693,,141.2191665172577,0.0036902930587530136,0.00390625,0.0002807887503877282,1763260226.3943784,0.5747386813163757,0.00022611366875935346,1085.0,123264,0.14342725276947021,,-0.03533528000116348
1380,0.0017384560778737068,,142.1467490196228,0.00905770156532526,0.0,0.0002211675891885534,1763260227.321961,0.4722578525543213,0.0002254992286907509,1085.0,124288,0.23360216617584229,,-0.0004918240010738373
1381,,500.0,142.16044664382935,,,,1763260227.3356586,,,,124322,,500.0,
1388,0.001771240495145321,,142.85080361366272,0.01274601835757494,0.001953125,0.005176526959985495,1763260228.0260155,0.48164981603622437,0.00022503839863929898,1085.0,125056,-0.014071106910705566,,-0.006348419934511185
1395,,500.0,143.48662209510803,,,,1763260228.661834,,,,125822,,500.0,
1399,0.0018153386190533638,,143.88646125793457,-0.00040879007428884506,0.00390625,0.0001716557308100164,1763260229.0616732,0.5512629151344299,0.0002243471535621211,1085.0,126208,0.024076104164123535,,0.007321760058403015
1405,,500.0,144.3670153617859,,,,1763260229.5422273,,,,126822,,500.0,
1432,0.0017309729009866714,,146.88826513290405,0.011877300217747688,0.001953125,0.004097450524568558,1763260232.063477,0.4514545202255249,0.00022235022333916277,1086.0,129536,-0.04510140419006348,,-0.01911225914955139
1433,0.0023002419620752335,,146.99873208999634,0.016337381675839424,0.001953125,0.0006997804739512503,1763260232.173944,0.49525099992752075,0.00022227341833058745,1086.0,129664,-0.0331568717956543,,-0.023296043276786804
1455,0.0005236798897385597,,148.96175503730774,-4.901643842458725e-05,0.0,605.8539428710938,1763260234.136967,0.47668251395225525,0.00022096774773672223,1086.0,131840,0.0001838207244873047,,0.0008025988936424255
1456,0.00036854948848485947,,149.07186341285706,-0.016844850033521652,0.0,0.006288047414273024,1763260234.2470753,0.5154910087585449,0.0002208909427281469,1086.0,131968,-0.36848366260528564,,0.0013337768614292145
1457,0.00032795872539281845,,149.1819908618927,0.00044801924377679825,0.0,0.0004948266432620585,1763260234.3572028,0.4557076692581177,0.0002208141377195716,1086.0,132096,-0.3750739097595215,,-0.004499669652432203
1514,0.0005981661379337311,,154.35814356803894,-0.01254807598888874,0.0,479.3957214355469,1763260239.5333555,0.3979755640029907,0.00021735791233368218,1087.0,137856,-0.00015628337860107422,,-0.004110446199774742
1521,0.0056517766788601875,,155.0579137802124,-0.001248619519174099,0.013671875,0.000401212862925604,1763260240.2331257,0.3668185770511627,0.00021689708228223026,1087.0,138624,0.04270082712173462,,-0.04295530170202255
1525,0.0002678586170077324,,155.39004230499268,0.0004482856020331383,0.0,0.0050184838473796844,1763260240.5652542,0.39029639959335327,0.0002166666672565043,1088.0,139008,-0.13608956336975098,,-0.0016580931842327118
1527,0.0015070745721459389,,155.61110091209412,0.004170306958258152,0.0,0.00014239294978324324,1763260240.7863128,0.41787514090538025,0.00021651305723935366,1088.0,139264,-0.026397228240966797,,-0.009232133626937866
1529,0.00019958894699811935,,155.72513914108276,0.004400388337671757,0.0,362.15350341796875,1763260240.900351,0.42406755685806274,0.00021643625223077834,1088.0,139392,-4.088878631591797e-05,,0.0001673530787229538
1534,0.0003429800271987915,,156.20164823532104,-0.0022239331156015396,0.0,319.37939453125,1763260241.3768601,0.4056248962879181,0.00021612903219647706,1088.0,139904,0.00015586614608764648,,0.00034823641180992126
1536,0.0012848349288105965,,156.42300844192505,-0.0021954504773020744,0.00390625,0.0004990848246961832,1763260241.5982203,0.4196731150150299,0.00021597542217932642,1088.0,140160,0.14280372858047485,,-0.005569256842136383
1543,,500.0,157.01507377624512,,,,1763260242.1902857,,,,140822,,500.0,
1545,0.005239320918917656,,157.23331761360168,0.0025801528245210648,0.005859375,0.0058119650930166245,1763260242.4085295,0.404927521944046,0.00021543778711929917,1088.0,141056,0.27161169052124023,,-0.01975315809249878
1546,0.00214314553886652,,157.34198021888733,0.013237672857940197,0.0,0.0006372779607772827,1763260242.5171921,0.49312493205070496,0.00021536098211072385,1088.0,141184,0.46463167667388916,,0.007084053009748459
1558,0.0007468815892934799,,158.37371397018433,-0.008671646937727928,0.0,348.823974609375,1763260243.5489259,0.3669266998767853,0.00021466973703354597,1088.0,142336,-0.0005913972854614258,,-0.013201836496591568
1559,0.0007272390648722649,,158.48287391662598,-0.004790852777659893,0.0,0.004240642301738262,1763260243.6580858,0.4232984781265259,0.00021459293202497065,1088.0,142464,0.3140231966972351,,-0.0013961270451545715
1563,0.0005501732230186462,,158.81546068191528,0.007199175655841827,0.0,397.4503479003906,1763260243.9906726,0.46880632638931274,0.0002143625169992447,1088.0,142848,-5.5789947509765625e-05,,0.0009084958583116531
1566,0.00010631326586008072,,159.18111300468445,-0.00425125565379858,0.0,0.00022767591872252524,1763260244.356325,0.37389078736305237,0.00021413210197351873,1088.0,143232,-0.28739678859710693,,-0.002194926142692566
1588,0.0002592112869024277,,161.1239936351776,0.003343682736158371,0.0,447.17138671875,1763260246.2992055,0.4705660343170166,0.00021282641682773829,1089.0,145408,5.233287811279297e-05,,-0.0024761371314525604
1589,0.00019925180822610855,,161.24447393417358,-0.00017546582967042923,0.0,0.004054718650877476,1763260246.4196858,0.4938536286354065,0.00021274961181916296,1089.0,145536,-0.06727111339569092,,-0.0038859453052282333
1597,,500.0,161.9147367477417,,,,1763260247.0899487,,,,146322,,500.0,
1607,0.00045824795961380005,,162.8288290500641,0.0004790499806404114,0.0,611.1240844726562,1763260248.004041,0.39763474464416504,0.00021167434169910848,1089.0,147328,-0.00010502338409423828,,-0.0027397871017456055
1609,0.00013956520706415176,,163.04755115509033,-0.0011542653664946556,0.0,0.0005524433800019324,1763260248.222763,0.453304648399353,0.00021152073168195784,1089.0,147584,0.1061972975730896,,-0.0030433759093284607
1610,0.0005090804770588875,,163.1828248500824,0.0028373030945658684,0.0,0.0001913672749651596,1763260248.3580368,0.4634184241294861,0.00021144392667338252,1089.0,147712,0.004522919654846191,,-0.0021105706691741943
1612,0.0005255024880170822,,163.30414247512817,0.005977066233754158,0.0,316.19036865234375,1763260248.4793544,0.42362460494041443,0.0002113671216648072,1089.0,147840,-0.00024187564849853516,,-0.00046758726239204407
1626,,500.0,164.58250260353088,,,,1763260249.7577145,,,,149322,,500.0,
1638,2.9237009584903717e-05,,165.69909501075745,2.0852312445640564e-06,0.0,0.005493512377142906,1763260250.874307,0.447331964969635,0.0002097542310366407,1090.0,150528,0.15210288763046265,,-0.00047578848898410797
1687,0.0029600653797388077,,170.16986989974976,-0.008512782864272594,0.0,0.0002970629429910332,1763260255.3450818,0.4569827914237976,0.00020675883570220321,1091.0,155520,-0.3065650463104248,,-0.017860054969787598
