global_step,losses/policy_loss,losses/entropy,losses/approx_kl,losses/clipfrac,_timestamp,charts/SPS,losses/explained_variance,losses/value_loss,charts/episodic_return,losses/old_approx_kl,_runtime,_step,charts/learning_rate,charts/episodic_length
29696,0.001532863825559616,0.5330334305763245,8.005276322364807e-05,0.0,1763260194.281623,396.0,-0.007600069046020508,22.62205696105957,,0.0013198219239711761,103.8011109828949,441,0.0002822580572683364,
30452,,,,,1763260195.8022919,,,,259.0,,105.32177996635437,450,,259.0
32300,,,,,1763260200.0860808,,,,267.0,,109.60556888580322,471,,267.0
33280,0.0063072629272937775,0.5382238626480103,0.0011871801689267159,0.005859375,1763260202.326706,401.0,0.5790094137191772,18.656726837158203,,-0.00317943561822176,111.84619402885437,481,0.00028010751702822745,
34048,-0.003319231793284416,0.5749949812889099,0.00023509562015533447,0.0,1763260204.059217,402.0,0.4406909942626953,158.0947265625,,-0.0011563301086425781,113.57870507240295,490,0.0002796466869767755,
35456,-0.0024301260709762573,0.52694171667099,0.00014693103730678558,0.0,1763260207.121022,404.0,0.0012706518173217773,13.656548500061035,,-0.00014376454055309296,116.64051008224487,504,0.000278801831882447,
36608,-0.0021426305174827576,0.5090570449829102,0.008878078311681747,0.03515625,1763260209.6452165,405.0,0.5212039947509766,15.559723854064941,,0.007515838369727135,119.16470456123352,515,0.0002781105868052691,
38111,,,,,1763260212.7599106,,,,500.0,,122.27939867973328,530,,500.0
39040,-0.004028897732496262,0.48327380418777466,0.0001010717824101448,0.0,1763260214.8899298,408.0,0.008404374122619629,8.49077320098877,,0.00033864472061395645,124.40941786766052,539,0.00027665129164233804,
39808,0.00021838396787643433,0.49992305040359497,2.450309693813324e-06,0.0,1763260216.5982664,409.0,-0.0001367330551147461,8.024601936340332,,-0.00034419912844896317,126.1177544593811,547,0.00027619049069471657,
40611,,,,,1763260218.32354,,,,500.0,,127.84302806854248,555,,500.0
41088,-0.003261864185333252,0.49976515769958496,0.0015413062646985054,0.00390625,1763260219.422154,410.0,-0.0011272430419921875,6.469770431518555,,0.0005898484960198402,128.94164204597473,559,0.00027542244060896337,
41984,-0.005190853029489517,0.4520372748374939,0.0010631177574396133,0.0,1763260221.4043922,411.0,0.33724814653396606,6.381504535675049,,-0.0028975941240787506,130.92388033866882,568,0.00027488480554893613,
44672,-0.006904035806655884,0.47771263122558594,0.0001846766099333763,0.0,1763260227.3594532,413.0,0.021586239337921143,110.80569458007812,,0.0043903524056077,136.87894129753113,595,0.0002732719003688544,
46464,0.0009426102042198181,0.5635461807250977,0.000177641399204731,0.0,1763260231.295608,415.0,0.6625915765762329,12.08111572265625,,0.0026867249980568886,140.81509613990784,612,0.0002721966302487999,
46592,-0.00046469271183013916,0.5666841268539429,6.781239062547684e-05,0.0,1763260231.632643,415.0,0.5782638788223267,96.42431640625,,0.0006248103454709053,141.15213108062744,614,0.0002721198252402246,
48256,-0.0018785446882247925,0.4713897705078125,3.914535045623779e-05,0.0,1763260235.309266,416.0,0.06120145320892334,2.134552001953125,,-0.0017772018909454346,144.82875418663025,630,0.00027112136012874544,
48896,-0.01288724783807993,0.5176059603691101,0.00035195890814065933,0.0,1763260236.6380727,417.0,0.09395623207092285,1.882912278175354,,0.007874039001762867,146.1575608253479,636,0.00027073733508586884,
49280,-0.0009992308914661407,0.5054411292076111,8.7004154920578e-06,0.0,1763260237.4925604,417.0,-0.08239853382110596,2.135810613632202,,-4.917383193969727e-07,147.0120484828949,640,0.0002705069200601429,
50304,-0.0021429061889648438,0.49605515599250793,9.963847696781158e-05,0.0,1763260239.743895,418.0,0.007320523262023926,1.4576754570007324,,0.0022720303386449814,149.2633831501007,650,0.0002698924799915403,
51712,-0.00304538756608963,0.48467543721199036,0.0001622382551431656,0.0,1763260242.8165178,419.0,0.5865957736968994,0.9176431894302368,,-0.004193561151623726,152.3360059261322,664,0.0002690476248972118,
53632,0.0024247951805591583,0.5888445973396301,4.504714161157608e-05,0.0,1763260247.0661578,420.0,-0.03612995147705078,0.6255303025245667,,-0.0016483413055539131,156.58564591407776,684,0.000267895549768582,
54116,,,,,1763260247.9950795,,,,298.0,,157.51456761360168,689,,298.0
54912,-0.008851759135723114,0.5572884678840637,0.00064830482006073,0.0,1763260249.9138567,420.0,0.9323815107345581,0.17161960899829865,,-0.010137312114238739,159.43334484100342,698,0.0002671274996828288,
55296,0.0005296617746353149,0.5508320331573486,4.088785499334335e-05,0.0,1763260250.7882285,420.0,-0.023933768272399902,0.4657892882823944,,-0.002373390831053257,160.30771660804749,702,0.0002668970846571028,
55808,-0.001662369817495346,0.5731068849563599,0.00046339165419340134,0.0,1763260251.9081314,421.0,0.07525426149368286,0.3644084334373474,,-0.0027405740693211555,161.42761945724487,707,0.00026658986462280154,
57984,-0.00487237423658371,0.5595619678497314,0.0002071186900138855,0.0,1763260256.6486409,422.0,0.148861825466156,0.18278548121452332,,-0.0013312660157680511,166.16812896728516,729,0.0002652841794770211,
60646,,,,,1763260262.1093123,,,,229.0,,171.62880039215088,757,,229.0
61056,-0.005419560708105564,0.559455156326294,0.0004134848713874817,0.0,1763260263.2112617,424.0,0.024641990661621094,0.01707138866186142,,0.0029093921184539795,172.73074984550476,762,0.0002634408592712134,
61568,-0.016574840992689133,0.5869391560554504,0.003578134812414646,0.001953125,1763260264.2654738,425.0,0.048889219760894775,0.010007183998823166,,0.011153032071888447,173.78496193885803,767,0.00026313363923691213,
62208,-0.02215581014752388,0.4910885989665985,0.0016111107543110847,0.00390625,1763260265.6719015,425.0,-0.4921668767929077,0.018410108983516693,,0.012264230288565159,175.19138956069946,775,0.00026274961419403553,
63488,-0.02530711144208908,0.5400175452232361,0.00972210243344307,0.0390625,1763260268.3208396,426.0,-0.3470703363418579,0.0005098662804812193,,0.023166701197624207,177.84032773971558,788,0.00026198156410828233,
63569,,,,,1763260268.3801773,,,,500.0,,177.89966535568237,789,,500.0
64256,-0.009110450744628906,0.5213178992271423,0.0022639594972133636,0.0,1763260269.9884162,426.0,0.06259441375732422,0.008640187792479992,,-0.0071805622428655624,179.50790429115295,797,0.0002615207340568304,
65152,-0.0014758072793483734,0.4754179120063782,3.3624470233917236e-05,0.0,1763260271.8627517,427.0,-1.5544891357421875,0.007190611679106951,,0.001966949552297592,181.382239818573,806,0.00026098309899680316,
66048,-0.014383211731910706,0.44864141941070557,0.002267015166580677,0.001953125,1763260273.7580419,427.0,0.0011105537414550781,336.3687438964844,,0.0075571974739432335,183.27752995491028,815,0.0002604454639367759,
70784,0.0030906014144420624,0.48233866691589355,0.00014579389244318008,0.0,1763260283.6681998,430.0,0.001506030559539795,449.6731872558594,,0.00040836725383996964,193.18768787384033,863,0.0002576036786194891,
71680,-0.006497114896774292,0.4348127543926239,0.0012252163141965866,0.0,1763260285.4963102,431.0,0.11375421285629272,381.9461669921875,,-0.0027490444481372833,195.015798330307,872,0.00025706604355946183,
72064,0.009464852511882782,0.4206113815307617,0.00035930611193180084,0.0,1763260286.2874744,431.0,0.04274851083755493,562.5320434570312,,-0.002681287005543709,195.8069624900818,876,0.00025683562853373587,
75904,0.0001559332013130188,0.3309643864631653,0.0003549475222826004,0.0,1763260291.994602,439.0,-0.9584766626358032,0.0018591901753097773,,0.003672666847705841,201.51409006118774,916,0.00025453147827647626,
76544,0.0010386444628238678,0.4425164461135864,0.000451771542429924,0.0,1763260293.2287457,440.0,-1.1313669681549072,0.20535995066165924,,0.0037537608295679092,202.74823379516602,922,0.00025414745323359966,
77267,,,,,1763260294.4626606,,,,247.0,,203.98214864730835,930,,247.0
77952,0.0064646899700164795,0.36523720622062683,0.0011386079713702202,0.0,1763260295.8997562,441.0,0.6850262880325317,0.024264706298708916,,-0.005271329544484615,205.4192442893982,938,0.00025330259813927114,
78208,-0.00027292221784591675,0.34887945652008057,3.0207447707653046e-05,0.0,1763260296.424711,441.0,0.020817220211029053,447.1951599121094,,0.0003365231677889824,205.9441990852356,941,0.0002531489881221205,
78336,-0.0342324934899807,0.38604220747947693,0.0018469812348484993,0.0,1763260296.6319854,442.0,0.7704594731330872,0.00692931329831481,,0.021805841475725174,206.15147352218628,942,0.0002530721831135452,
78976,-0.004081651568412781,0.3716669976711273,0.0005459440872073174,0.0,1763260297.8024302,442.0,-0.29138195514678955,0.01732184737920761,,-0.004176841117441654,207.32191824913025,948,0.0002526881580706686,
81536,-0.003286391496658325,0.47227635979652405,0.0002880394458770752,0.0,1763260301.9094162,446.0,0.010338068008422852,0.05745166167616844,,-7.38091766834259e-05,211.42890429496765,974,0.00025115208700299263,
82121,,,,,1763260302.4687326,,,,500.0,,211.9882206916809,980,,500.0
82621,,,,,1763260303.0009792,,,,500.0,,212.52046728134155,985,,500.0
83621,,,,,1763260304.5959325,,,,500.0,,214.11542057991028,995,,500.0
83840,-0.012683669105172157,0.45168882608413696,0.003984557464718819,0.001953125,1763260305.1028376,451.0,-0.7426943778991699,0.005323738791048527,,-0.00605105422437191,214.62232565879822,997,0.00024976959684863687,
85632,-0.004136968404054642,0.5190061330795288,0.00042231474071741104,0.0,1763260308.5873516,452.0,0.003493666648864746,229.57386779785156,,-0.005849183537065983,218.10683965682983,1015,0.0002486943267285824,
86144,-0.00029182806611061096,0.44334885478019714,0.00018003303557634354,0.0,1763260309.5453968,453.0,-0.0007911920547485352,359.1424255371094,,0.002236676402390003,219.06488490104675,1020,0.0002483871066942811,
87296,-0.009320538491010666,0.4476487934589386,0.001318776048719883,0.005859375,1763260311.4287949,454.0,-1.7784042358398438,0.0056102341040968895,,-0.0032085562124848366,220.94828295707703,1031,0.0002476958616171032,
89344,-0.010508425533771515,0.550584077835083,0.0011916710063815117,0.0,1763260314.229206,458.0,-1.6227121353149414,0.0013401610776782036,,-0.007624930702149868,223.74869418144226,1050,0.0002464669814798981,
89600,0.0021312348544597626,0.4923896789550781,0.00010984018445014954,0.0,1763260314.5465996,459.0,0.0005440115928649902,478.6581115722656,,0.0002746228128671646,224.06608772277832,1053,0.00024631337146274745,
90112,0.00017055124044418335,0.5068379044532776,4.9437396228313446e-05,0.0,1763260315.1552286,460.0,0.0004356503486633301,437.626953125,,0.0009756637737154961,224.6747167110443,1058,0.0002460061514284462,
92552,,,,,1763260317.9525862,,,,500.0,,227.4720742702484,1082,,500.0
92672,-0.002617824822664261,0.5088804960250854,9.425915777683258e-05,0.0,1763260318.0967088,466.0,-1.9669532775878906e-05,138.8187713623047,,-0.0017361845821142197,227.61619687080383,1083,0.00024447005125693977,
93552,,,,,1763260319.0197232,,,,500.0,,228.53921127319336,1091,,500.0
95052,,,,,1763260321.583753,,,,500.0,,231.10324120521545,1106,,500.0
96256,-0.0008084326982498169,0.5686976313591003,0.0007883477956056595,0.0,1763260324.0031254,470.0,0.3566119074821472,0.003480457002297044,,0.009830053895711899,233.52261352539062,1118,0.0002423195110168308,
97024,-0.0047678835690021515,0.5209319591522217,0.019428063184022903,0.125,1763260325.3950038,471.0,-0.7481991052627563,0.0019553506281226873,,0.05343855917453766,234.91449189186096,1125,0.00024185868096537888,
97792,-0.008808538317680359,0.5328974723815918,0.0028050877153873444,0.0,1763260326.854864,471.0,0.7026288509368896,0.0011404884280636907,,0.016573410481214523,236.374351978302,1133,0.00024139785091392696,
99052,,,,,1763260328.976552,,,,500.0,,238.4960401058197,1145,,500.0
100992,-0.04785025864839554,0.5949596166610718,0.011852129362523556,0.056640625,1763260332.3149436,474.0,-0.39277565479278564,0.0004943563835695386,,-0.00568533968180418,241.8344316482544,1164,0.00023947772569954395,
101052,,,,,1763260332.3379047,,,,500.0,,241.85739278793335,1165,,500.0
101760,-0.0002262219786643982,0.5587100386619568,0.0006487686187028885,0.0,1763260333.2057762,476.0,0.12977993488311768,0.004502833820879459,,0.00873846746981144,242.7252643108368,1172,0.00023901689564809203,
102656,0.008238077163696289,0.5247026681900024,0.0007128305733203888,0.0,1763260334.26958,477.0,0.0024404525756835938,291.7176513671875,,0.0002857521176338196,243.78906798362732,1181,0.0002384792605880648,
103168,0.002369396388530731,0.5225145220756531,0.0018833829089999199,0.0,1763260334.929938,478.0,0.0008012056350708008,402.346435546875,,0.0004054876044392586,244.44942617416382,1186,0.0002381720405537635,
104320,-0.009368933737277985,0.4280552268028259,0.0004755733534693718,0.0,1763260336.3622525,480.0,0.01652216911315918,389.0943298339844,,0.004603843204677105,245.88174057006836,1197,0.00023748079547658563,
105984,-0.0026647746562957764,0.5141792893409729,0.0003388216719031334,0.0,1763260338.3502085,484.0,0.736814022064209,0.0032143285498023033,,0.002989056520164013,247.86969661712646,1213,0.00023648233036510646,
106240,-0.0033365078270435333,0.5482165217399597,0.000807175412774086,0.0,1763260338.6158059,484.0,0.014311134815216064,0.0004745867336168885,,-0.0017169807106256485,248.1352939605713,1215,0.00023632872034795582,
107297,,,,,1763260339.91244,,,,500.0,,249.4319281578064,1226,,500.0
107776,0.026918772608041763,0.5001720190048218,0.0015954086557030678,0.0,1763260340.5192926,487.0,-5.146302700042725,0.0002586114569567144,,0.01118458155542612,250.0387806892395,1230,0.00023540706024505198,
108160,0.009616874158382416,0.4740802049636841,0.002557169646024704,0.0,1763260341.0164537,488.0,-0.2592986822128296,0.0008055758662521839,,0.006288095377385616,250.53594183921814,1234,0.00023517664521932602,
109297,,,,,1763260342.2357166,,,,500.0,,251.7552046775818,1245,,500.0
110208,-0.005394332110881805,0.5525587201118469,0.0016169724985957146,0.001953125,1763260343.358897,492.0,-1.5105905532836914,0.0004760471056215465,,0.010399227030575275,252.87838506698608,1254,0.00023394777963403612,
111872,0.026132013648748398,0.5774397850036621,0.0012901071459054947,0.0,1763260345.3029802,495.0,0.009655296802520752,378.4105224609375,,-0.0059493109583854675,254.82246828079224,1271,0.00023294931452255696,
114797,,,,,1763260350.0323627,,,,500.0,,259.55185079574585,1299,,500.0
118797,,,,,1763260356.9370673,,,,500.0,,266.4565553665161,1339,,500.0
118912,-0.0014313161373138428,0.577033519744873,0.00027390941977500916,0.0,1763260357.0573087,500.0,-0.0008523464202880859,176.01145935058594,,0.0006909891963005066,266.5767967700958,1340,0.00022872503905091435,
119808,-0.0015262365341186523,0.507061779499054,0.00020045507699251175,0.0,1763260358.3920727,501.0,-0.00017881393432617188,356.44366455078125,,-0.008367677219212055,267.9115607738495,1349,0.0002281874039908871,
121297,,,,,1763260360.8099234,,,,500.0,,270.32941150665283,1363,,500.0
121472,-0.004647411406040192,0.4701347053050995,0.0006819572299718857,0.0,1763260361.1947336,502.0,-0.06858575344085693,0.006839976646006107,,-0.004566460847854614,270.7142217159271,1365,0.00022718893887940794,
121984,0.002227872610092163,0.5529919862747192,0.0008598044514656067,0.0,1763260362.0055635,502.0,-1.0028226375579834,0.006402366328984499,,-0.0002533756196498871,271.5250515937805,1370,0.00022688171884510666,
123008,-0.008820563554763794,0.4760218858718872,0.00018661748617887497,0.0,1763260363.2188509,504.0,-0.1306593418121338,0.009530842304229736,,0.004728001542389393,272.73833894729614,1380,0.0002262672787765041,
123136,-0.0011948421597480774,0.49887925386428833,5.6344084441661835e-05,0.0,1763260363.3781302,504.0,0.2853817343711853,0.0008740650955587626,,-0.0005220388993620872,272.8976182937622,1381,0.00022619047376792878,
123797,,,,,1763260364.1317952,,,,500.0,,273.65128326416016,1388,,500.0
124544,-0.008301302790641785,0.4789860248565674,0.0008662911131978035,0.0,1763260365.0110939,507.0,-0.09257113933563232,0.0070687285624444485,,0.00046730320900678635,274.53058195114136,1395,0.00022534561867360026,
124928,0.0013435855507850647,0.5560379028320312,0.00017103087157011032,0.0,1763260365.4845119,507.0,-0.21556246280670166,0.00864482019096613,,-0.0008565010502934456,275.0039999485016,1399,0.0002251152036478743,
125568,-0.007606729865074158,0.5084807872772217,0.0020333724096417427,0.00390625,1763260366.2161462,508.0,-1.076214075088501,0.0008915062062442303,,-0.010066174902021885,275.7356343269348,1405,0.0002247311786049977,
128297,,,,,1763260369.6697223,,,,500.0,,279.1892104148865,1432,,500.0
128384,0.005182993598282337,0.44966503977775574,0.0006920509040355682,0.0,1763260369.8853385,512.0,0.0002129077911376953,279.97674560546875,,0.0006152428686618805,279.40482664108276,1433,0.00022304146841634065,
130688,-0.00010162033140659332,0.45585620403289795,8.382834494113922e-05,0.0,1763260373.876086,513.0,0.09199017286300659,0.00011782746878452599,,0.003841731697320938,283.395574092865,1455,0.0002216589928139001,
130797,,,,,1763260373.93464,,,,500.0,,283.4541280269623,1456,,500.0
130816,-0.004874784499406815,0.43494945764541626,0.0003316253423690796,0.0,1763260374.1257813,513.0,-0.0001609325408935547,333.5641784667969,,-0.00013654865324497223,283.6452693939209,1457,0.0002215821878053248,
136704,0.0017613396048545837,0.5133416056632996,0.002316146157681942,0.0,1763260382.5011165,519.0,0.176222026348114,0.0001671935460763052,,0.004272538237273693,292.0206046104431,1514,0.00021804915741086006,
137344,0.003008134663105011,0.47890612483024597,0.0007955152541399002,0.0,1763260383.7019196,519.0,0.00027483701705932617,722.0227661132812,,-0.002765817567706108,293.22140765190125,1521,0.00021766513236798346,
137797,,,,,1763260384.4004972,,,,500.0,,293.91998529434204,1525,,500.0
137984,-0.00035578571259975433,0.37960654497146606,0.00022460799664258957,0.0,1763260384.841063,519.0,0.6224331855773926,0.005427975673228502,,0.007828081957995892,294.3605511188507,1527,0.00021728110732510686,
138240,-0.014810822904109955,0.429292768239975,0.0016830088570713997,0.00390625,1763260385.1992757,520.0,0.31736505031585693,0.00013150458107702434,,0.011401877738535404,294.7187638282776,1529,0.00021712749730795622,
138752,-0.013725721277296543,0.46303966641426086,0.0007654353976249695,0.0,1763260386.1136563,520.0,-0.20040369033813477,0.000335290766088292,,0.010384654626250267,295.6331443786621,1534,0.00021682027727365494,
138880,-0.004290226846933365,0.4741751551628113,0.000981876626610756,0.00390625,1763260386.2692485,520.0,0.0007691383361816406,487.8482971191406,,0.0007036738097667694,295.78873658180237,1536,0.00021674347226507962,
139648,0.0008661448955535889,0.44863200187683105,1.8516555428504944e-05,0.0,1763260387.0925555,521.0,-0.37627339363098145,0.0005168515490368009,,-0.0003253612667322159,296.6120436191559,1543,0.0002162826422136277,
139797,,,,,1763260387.2462077,,,,500.0,,296.765695810318,1545,,500.0
139904,-0.014624074101448059,0.5110019445419312,0.0015450241044163704,0.0,1763260387.3967323,522.0,0.0008344650268554688,837.0248413085938,,-0.00835916493088007,296.91622042655945,1546,0.00021612903219647706,
141184,-0.006541680544614792,0.5302725434303284,0.0021559931337833405,0.001953125,1763260388.8037586,524.0,-0.5037938356399536,0.000475266482681036,,0.02387065254151821,298.323246717453,1558,0.00021536098211072385,
141297,,,,,1763260388.8578472,,,,500.0,,298.3773353099823,1559,,500.0
141696,-0.005202773958444595,0.5400134325027466,0.0004414161667227745,0.0,1763260389.4388037,524.0,-0.5940032005310059,0.0004718333366326988,,-0.0037333955988287926,298.9582917690277,1563,0.00021505376207642257,
141952,-0.019466841593384743,0.529883861541748,0.0011812401935458183,0.00390625,1763260389.753681,525.0,-1.7755191326141357,0.0058572120033204556,,-0.006926133297383785,299.27316904067993,1566,0.00021490015205927193,
144256,0.006413768976926804,0.43494540452957153,0.004732996225357056,0.01171875,1763260392.3109848,528.0,-0.38709521293640137,0.00037304122815839946,,0.015682049095630646,301.830472946167,1588,0.00021351766190491617,
144297,,,,,1763260392.3419707,,,,500.0,,301.86145877838135,1589,,500.0
145152,0.012872137129306793,0.47048133611679077,0.0029283594340085983,0.029296875,1763260393.3491433,529.0,-0.8640077114105225,0.0003123035712633282,,0.0053459107875823975,302.86863136291504,1597,0.00021298002684488893,
146176,-0.009881861507892609,0.5036277174949646,0.0006475197151303291,0.00390625,1763260394.5445793,531.0,-1.0453400611877441,0.000421107659349218,,-0.0028490526601672173,304.064067363739,1607,0.00021236558677628636,
146304,0.01639721170067787,0.5815200805664062,0.0004408089444041252,0.0,1763260394.826005,531.0,-0.00015163421630859375,293.77947998046875,,0.006800086237490177,304.3454930782318,1609,0.00021228878176771104,
146432,-0.01451282948255539,0.5661380887031555,0.0015732860192656517,0.0,1763260395.0606842,531.0,-1.1447248458862305,0.008289851248264313,,-0.006846173666417599,304.58017230033875,1610,0.00021221197675913572,
146688,0.01241249218583107,0.48408421874046326,0.005353514105081558,0.021484375,1763260395.4887242,531.0,-1.0781779289245605,0.00035874685272574425,,-0.013176480308175087,305.00821232795715,1612,0.00021205836674198508,
148096,-0.0039637163281440735,0.5425806045532227,0.0013918550685048103,0.001953125,1763260397.671379,532.0,-0.01153266429901123,0.00038484804099425673,,0.007747340016067028,307.19086718559265,1626,0.00021121351164765656,
149297,,,,,1763260399.1952195,,,,500.0,,308.71470761299133,1638,,500.0
154240,-0.0005306703969836235,0.4918670058250427,0.002068720757961273,0.0,1763260407.2295125,535.0,-0.0008777379989624023,662.30810546875,,0.016484009101986885,316.7490005493164,1687,0.00020752688578795642,
158848,-0.01700034737586975,0.44751888513565063,0.0008654370903968811,0.0,1763260413.4469328,540.0,0.0416073203086853,0.004787985701113939,,-0.0011292509734630585,322.96642088890076,1732,0.0002047619054792449,
160167,,,,,1763260415.2677314,,,,500.0,,324.78721952438354,1745,,500.0
161024,-0.01115025207400322,0.4502810835838318,0.0023384159430861473,0.001953125,1763260416.2976565,542.0,-0.740019679069519,0.0005769889103248715,,0.008764094673097134,325.8171446323395,1753,0.00020345622033346444,
