losses/approx_kl,losses/clipfrac,_step,charts/episodic_length,charts/episodic_return,_timestamp,losses/entropy,_runtime,charts/SPS,losses/policy_loss,charts/learning_rate,losses/value_loss,losses/old_approx_kl,losses/explained_variance,global_step
,,3360,500.0,500.0,1763260405.1506314,,320.21291637420654,,,,,,,321185
2.214685082435608e-05,0.0,3398,,,1763260408.4799142,0.5421444177627563,323.54219913482666,1098.0,-0.0002563297748565674,0.00010514592577237636,258.10498046875,-0.000934133306145668,-8.344650268554688e-06,324864
0.00122913159430027,0.0,3401,,,1763260408.8118625,0.5630377531051636,323.87414741516113,1098.0,-0.003940246999263763,0.00010491551802260801,0.0005389639409258962,0.00523022934794426,-0.04081714153289795,325248
0.00015545915812253952,0.0,3406,,,1763260409.2920783,0.581716001033783,324.3543632030487,1098.0,-0.0012158174067735672,0.00010460829798830673,0.0003743732813745737,-0.0029296735301613808,0.017068803310394287,325760
,,3407,500.0,500.0,1763260409.3063328,,324.36861777305603,,,,,,,325798
0.00017536338418722153,0.0,3419,,,1763260410.4403052,0.5739858150482178,325.50259017944336,1098.0,0.003861159086227417,0.00010384024790255353,0.000572312856093049,0.0005403691902756691,-0.01795220375061035,327040
3.5664066672325134e-05,0.0,3426,,,1763260410.888793,0.419929176568985,325.95107793807983,1098.0,-0.0022528134286403656,0.00010353302786825225,1002.7019653320312,-0.00028992630541324615,0.00013184547424316406,327552
0.004752795211970806,0.017578125,3428,,,1763260411.1101565,0.48974156379699707,326.17244148254395,1098.0,-0.0018160492181777954,0.00010337941785110161,0.0011257518781349063,-0.0017821760848164558,0.05027008056640625,327808
3.2924115657806396e-05,0.0,3435,,,1763260411.702759,0.5911164283752441,326.76504397392273,1098.0,0.0010457895696163177,0.000102995392808225,316.95953369140625,-0.0014211684465408325,-5.626678466796875e-05,328448
,,3450,185.0,185.0,1763260413.0838456,,328.1461305618286,,,,,,,330017
0.00021941866725683212,0.0,3451,,,1763260413.182518,0.39605221152305603,328.24480295181274,1098.0,1.1645257472991943e-05,0.00010199692769674584,357.7113952636719,-0.0010969387367367744,-8.511543273925781e-05,330112
0.0001540500670671463,0.0,3462,,,1763260414.2179582,0.5851197838783264,329.28024315834045,1099.0,-0.002239171415567398,0.00010130568261956796,0.0034813599195331335,0.0009315907955169678,-0.06355404853820801,331264
1.1414289474487305e-05,0.0,3476,,,1763260415.5076973,0.523752748966217,330.56998229026794,1099.0,0.001125786453485489,0.00010046082752523944,0.0045147244818508625,-0.0011297352612018585,-0.056824326515197754,332672
,,3479,500.0,500.0,1763260415.7589138,,330.8211987018585,,,,,,,333017
0.0003121262416243553,0.0,3498,,,1763260417.5658593,0.4968661963939667,332.6281442642212,1099.0,-0.005134701728820801,9.907834464684129e-05,0.0002772306324914098,0.00981555599719286,-0.16507911682128906,334976
0.0016563115641474724,0.0,3503,,,1763260418.0069532,0.5459684729576111,333.06923818588257,1099.0,0.006864756345748901,9.877112461254e-05,0.00023668429639656097,0.0009674662724137306,-0.08735990524291992,335488
0.0009048646315932274,0.0,3513,,,1763260418.935255,0.5901614427566528,333.99753999710083,1099.0,-0.0004126913845539093,9.815668454393744e-05,0.00039814208867028356,0.0021657580509781837,0.038585782051086426,336512
0.0020144255831837654,0.0,3525,,,1763260419.9683986,0.5427284836769104,335.03068351745605,1099.0,-0.031908467411994934,9.746543946675956e-05,0.004299892112612724,0.015424887649714947,0.003107607364654541,337664
8.432473987340927e-05,0.0,3537,,,1763260421.1110535,0.5777164101600647,336.1733384132385,1099.0,0.0004936531186103821,9.669738938100636e-05,0.0003542783670127392,0.003642064519226551,-0.04780709743499756,338944
0.0008000358939170837,0.0,3554,,,1763260422.590425,0.5519280433654785,337.6527099609375,1099.0,-0.021770313382148743,9.56989242695272e-05,0.0036515865940600634,0.004370706155896187,-0.2379370927810669,340608
0.00042141787707805634,0.0,3555,,,1763260422.7360475,0.5523397326469421,337.79833245277405,1099.0,-0.005253776907920837,9.562211926095188e-05,0.000484986521769315,0.0027169305831193924,-0.1638317108154297,340736
,,3576,500.0,500.0,1763260424.5762584,,339.63854336738586,,,,,,,342884
0.00025606248527765274,0.0,3578,,,1763260424.7959023,0.5325116515159607,339.8581871986389,1099.0,-0.007714658975601196,9.423962910659611e-05,0.003622607095167041,-0.0009190654382109642,-0.051296234130859375,343040
,,3581,500.0,500.0,1763260425.04986,,340.112144947052,,,,,,,343384
0.00017632637172937393,0.0,3589,,,1763260425.8294637,0.5551339387893677,340.8917486667633,1099.0,-0.0015052128583192825,9.354838402941823e-05,0.0007009695982560515,-0.003271360881626606,-0.42629003524780273,344192
0.0006248736754059792,0.0,3613,,,1763260428.0362551,0.5672023296356201,343.09854006767273,1099.0,-0.006499815732240677,9.208909614244476e-05,0.002892191056162119,0.0014832457527518272,-0.08478426933288574,346624
0.00013229716569185257,0.0,3622,,,1763260428.8149633,0.5561954975128174,343.8772482872009,1099.0,0.0009526461362838745,9.155146108241752e-05,0.0031398560386151075,0.0048405928537249565,-0.24081480503082275,347520
,,3640,500.0,500.0,1763260430.464357,,345.5266418457031,,,,,,,349384
2.8479844331741333e-05,0.0,3656,,,1763260431.9145393,0.5407466888427734,346.97682428359985,1099.0,-0.0005129221826791763,8.947772585088387e-05,443.7082214355469,0.0017143841832876205,-5.4717063903808594e-05,350976
0.00024223700165748596,0.0,3669,500.0,500.0,1763260433.2080061,0.5582214593887329,348.2702910900116,1099.0,-0.0006688609719276428,8.863287075655535e-05,514.3068237304688,0.0029474906623363495,-9.059906005859375e-06,352384
0.0001076478511095047,0.0,3679,,,1763260434.1289513,0.5037891864776611,349.1912362575531,1099.0,0.0022336170077323914,8.801843068795279e-05,296.01397705078125,-0.003546707332134247,1.4543533325195312e-05,353408
,,3683,500.0,500.0,1763260434.5009542,,349.5632390975952,,,,,,,353884
0.00017798971384763718,0.0,3684,,,1763260434.5818214,0.504643976688385,349.64410638809204,1099.0,-0.0009716078639030457,8.77112106536515e-05,564.5195922851562,-0.0015621716156601906,-4.3272972106933594e-05,353920
0.0001055840402841568,0.0,3711,,,1763260437.091217,0.566049337387085,352.1535019874573,1100.0,8.612871170043945e-05,8.602150774095207e-05,0.00039724091766402125,-0.0008663050830364227,-0.026944994926452637,356736
,,3713,500.0,500.0,1763260437.2493536,,352.3116385936737,,,,,,,356884
6.999541074037552e-05,0.0,3715,,,1763260437.4741516,0.5858680009841919,352.5364365577698,1099.0,1.9691884517669678e-05,8.579109271522611e-05,0.0033493698574602604,0.0036939019337296486,-0.07132947444915771,357120
5.9654004871845245e-05,0.0,3731,,,1763260438.984009,0.553740382194519,354.04629397392273,1099.0,-0.0020233765244483948,8.479262760374695e-05,0.0004489205020945519,0.002128348685801029,-0.5706803798675537,358784
9.274296462535858e-05,0.0,3734,,,1763260439.2086923,0.5469737648963928,354.27097725868225,1099.0,0.0005943700671195984,8.463901758659631e-05,0.0027967728674411774,0.0010955892503261566,-0.07251965999603271,359040
0.0008310973644256592,0.0,3755,,,1763260441.1648831,0.4935699701309204,356.2271680831909,1100.0,-0.0027506425976753235,8.333333244081587e-05,0.000721965916454792,0.0003949347883462906,0.014902234077453613,361216
3.190338611602783e-05,0.0,3775,,,1763260443.0692377,0.5680421590805054,358.13152265548706,1099.0,-0.00028641894459724426,8.210445230361074e-05,0.0003228945715818554,-0.001265140250325203,-0.05224466323852539,363264
5.3833238780498505e-05,0.0,3779,,,1763260443.4018984,0.5384281873703003,358.4641833305359,1099.0,0.000904470682144165,8.187403727788478e-05,0.000572719203773886,0.0014791125431656837,-0.19359982013702393,363648
0.00030200835317373276,0.0,3804,,,1763260445.722579,0.5568689107894897,360.784863948822,1099.0,0.0014027375727891922,8.033794438233599e-05,0.00046358397230505943,0.007909026928246021,-0.013096213340759277,366208
6.629060953855515e-05,0.0,3807,,,1763260445.9493444,0.5196875929832458,361.01162934303284,1100.0,-2.434849739074707e-05,8.018433436518535e-05,343.92364501953125,-0.0020260782912373543,-5.5789947509765625e-05,366464
0.0001286100596189499,0.0,3847,,,1763260449.5025434,0.6051273345947266,364.5648283958435,1100.0,-0.002476113848388195,7.780337909935042e-05,0.0005798205966129899,-0.00823863223195076,-2.155332565307617,370432
0.0008011683821678162,0.0,3879,,,1763260452.1975503,0.5761120319366455,367.2598352432251,1100.0,-0.011192291975021362,7.603686390211806e-05,0.0005979590932838619,-0.007491350173950195,-0.09620964527130127,373376
4.2994506657123566e-05,0.0,3883,,,1763260452.5305364,0.5408450365066528,367.5928213596344,1100.0,0.001750849187374115,7.58064488763921e-05,0.003128719748929143,-0.002454441972076893,0.3640216588973999,373760
0.0006037186831235886,0.0,3884,,,1763260452.6407282,0.5385536551475525,367.7030131816864,1100.0,-0.00426878035068512,7.572964386781678e-05,0.00066110969055444,-0.001102665439248085,-0.16106855869293213,373888
4.0125101804733276e-05,0.0,3887,,,1763260452.8634305,0.5484576225280762,367.92571544647217,1100.0,0.001893404871225357,7.557603385066614e-05,470.1264343261719,-0.00225629098713398,7.605552673339844e-05,374144
,,3891,500.0,500.0,1763260453.2591133,,368.32139825820923,,,,,,,374609
0.00017326883971691132,0.0,3898,,,1763260453.8981025,0.5102664828300476,368.960387468338,1100.0,-0.002245364710688591,7.488479604944587e-05,0.002772586653009057,0.00016370229423046112,0.3286784291267395,375296
0.00021378416568040848,0.0,3912,,,1763260455.223333,0.5676830410957336,370.28561782836914,1100.0,-0.0013388730585575104,7.403994095511734e-05,312.56219482421875,0.0013363035395741463,8.779764175415039e-05,376704
3.1939707696437836e-05,0.0,3915,,,1763260455.563445,0.6164791584014893,370.6257300376892,1100.0,0.0002641822211444378,7.380952592939138e-05,0.0003853046800941229,-0.0031012119725346565,0.0021730661392211914,377088
0.0002462826669216156,0.0,3928,,,1763260456.722567,0.5591526627540588,371.78485202789307,1100.0,0.0011494718492031097,7.304147584363818e-05,0.0006426529726013541,0.005268240347504616,-0.04612147808074951,378368
5.277153104543686e-05,0.0,3944,,,1763260458.200361,0.5630838871002197,373.2626459598541,1100.0,0.0019967183470726013,7.204301073215902e-05,0.0002599263680167496,0.0027671298012137413,0.13265591859817505,380032
,,3945,500.0,500.0,1763260458.2275681,,373.2898530960083,,,,,,,380109
2.4287961423397064e-05,0.0,3946,,,1763260458.3511138,0.5593446493148804,373.4133987426758,1100.0,-0.0008450113236904144,7.19662057235837e-05,431.6632385253906,0.002086096443235874,-0.00029397010803222656,380160
0.00013390462845563889,0.0,3954,,,1763260459.1255558,0.5839362144470215,374.18784070014954,1100.0,0.0013348981738090515,7.142857066355646e-05,0.00037045098724775016,-0.003955536521971226,-0.10343968868255615,381056
0.00020598992705345154,0.0,3963,,,1763260459.9377093,0.575107991695404,374.9999942779541,1100.0,-0.002865571528673172,7.089093560352921e-05,0.0006110937683843076,-0.006882410496473312,-0.09761738777160645,381952
0.00021043885499238968,0.0,3969,,,1763260460.5249596,0.5898153185844421,375.58724451065063,1100.0,-0.005127429962158203,7.050691056065261e-05,0.0008071753545664251,0.001402934081852436,-2.6865460872650146,382592
0.0001818360760807991,0.0,3981,,,1763260461.5609608,0.5211501717567444,376.62324571609497,1100.0,-0.0037056580185890198,6.981566548347473e-05,0.0032042418606579304,-0.00034281332045793533,0.17366838455200195,383744
0.0003622230142354965,0.0,3983,,,1763260461.7816699,0.6128453016281128,376.84395480155945,1100.0,-0.0068395137786865234,6.966205546632409e-05,0.00048482752754352987,0.0017084460705518723,0.038331031799316406,384000
0.0008593611419200897,0.0,3997,,,1763260463.037492,0.5188660025596619,378.0997769832611,1100.0,-0.005616694688796997,6.881720764795318e-05,0.0006994206923991442,-0.0004998352378606796,-0.19635844230651855,385408
2.974085509777069e-05,0.0,4020,,,1763260465.1319053,0.5188456773757935,380.19419026374817,1100.0,-0.0009012036025524139,6.743471749359742e-05,152.17140197753906,-0.00024741701781749725,-4.410743713378906e-05,387712
,,4059,500.0,500.0,1763260468.5986092,,383.6608941555023,,,,,,,391661
7.933005690574646e-05,0.0,4087,,,1763260471.2125483,0.587300717830658,386.27483320236206,1100.0,-0.0005260370671749115,6.336405203910545e-05,0.0005264183855615556,0.003305228427052498,0.1392601728439331,394496
7.358565926551819e-05,0.0,4091,,,1763260471.5422494,0.5534899234771729,386.6045343875885,1100.0,-0.0023152530193328857,6.313363701337948e-05,0.002467686776071787,0.0034081824123859406,0.013650000095367432,394880
2.9494985938072205e-06,0.0,4105,,,1763260472.795587,0.6007171869277954,387.85787200927734,1100.0,-0.0004333546385169029,6.228878919500858e-05,0.0009699423681013286,0.0003898879513144493,-1.7642974853515625e-05,396288
1.16787850856781e-05,0.0,4109,,,1763260473.166356,0.6052050590515137,388.2286410331726,1100.0,2.8539448976516724e-05,6.205837416928262e-05,380.0590515136719,0.000263262540102005,0.00011026859283447266,396672
8.701439946889877e-05,0.0,4115,,,1763260473.7187345,0.5646207928657532,388.781019449234,1100.0,-0.0014433003962039948,6.167434912640601e-05,0.002034373115748167,-0.0008715922012925148,0.016280770301818848,397312
0.00016469229012727737,0.0,4119,,,1763260474.0867276,0.5368784070014954,389.1490125656128,1100.0,-0.0009373538196086884,6.144393410068005e-05,289.230224609375,-0.0005420716479420662,-0.0004315376281738281,397696
2.717040479183197e-05,0.0,4144,,,1763260476.3749166,0.5825530290603638,391.43720149993896,1100.0,0.0024008899927139282,5.990783392917365e-05,261.64752197265625,0.0002700071781873703,-6.651878356933594e-05,400256
0.0001097600907087326,0.0,4150,,,1763260476.9277008,0.5432500839233398,391.989985704422,1100.0,-0.003178052604198456,5.952380888629705e-05,0.00250984076410532,-0.002598075196146965,0.03996932506561279,400896
0.0001592300832271576,0.0,4168,,,1763260478.5487275,0.5911592245101929,393.61101245880127,1101.0,-0.002723095938563347,5.844854240422137e-05,493.5393371582031,-0.0008345171809196472,-0.00028908252716064453,402688
8.735246956348419e-05,0.0,4184,,,1763260480.018586,0.5774670839309692,395.0808708667755,1101.0,0.0015825256705284119,5.745007729274221e-05,0.0027062788140028715,-0.0010800063610076904,-0.3318270444869995,404352
8.916854858398438e-05,0.0,4194,,,1763260480.938948,0.5576508045196533,396.00123286247253,1101.0,-0.004924792796373367,5.6835637224139646e-05,0.0024114525876939297,0.0019520055502653122,-0.004937529563903809,405376
0.00012653227895498276,0.0,4199,,,1763260481.4150746,0.5441651940345764,396.47735953330994,1101.0,-0.002119682729244232,5.6528417189838365e-05,0.0026390564162284136,-0.0027956096455454826,-0.05984163284301758,405888
0.0002828650176525116,0.0,4224,,,1763260483.6917224,0.5271161794662476,398.75400733947754,1101.0,-0.0013043582439422607,5.499232065631077e-05,0.0005384028190746903,-0.002250315621495247,0.06793981790542603,408448
3.0817463994026184e-05,0.0,4229,,,1763260484.1322217,0.5451498031616211,399.19450664520264,1101.0,-0.0018756166100502014,5.4685100622009486e-05,0.0004860380431637168,-0.0009285174310207367,0.039409637451171875,408960
2.3990869522094727e-05,0.0,4243,,,1763260485.4352841,0.5571796894073486,400.4975690841675,1101.0,-0.0011463519185781479,5.384024552768096e-05,0.000631910574156791,-0.0019159093499183655,-0.0016759634017944336,410368
4.382804036140442e-05,0.0,4246,,,1763260485.6565185,0.5370485782623291,400.7188034057617,1101.0,-0.0012668818235397339,5.368663551053032e-05,204.5462188720703,0.0018430985510349274,-8.58306884765625e-05,410624
7.897429168224335e-05,0.0,4252,,,1763260486.2113032,0.5308847427368164,401.273588180542,1101.0,-0.0016840621829032898,5.330261046765372e-05,0.0022644945420324802,0.0011360421776771545,-0.6001967191696167,411264
0.00045931898057460785,0.0,4254,,,1763260486.4708989,0.5448182821273804,401.5331838130951,1101.0,0.0022263601422309875,5.314900045050308e-05,0.0005196370184421539,0.010808102786540985,0.1343146562576294,411520
,,4255,500.0,500.0,1763260486.4733315,,401.53561639785767,,,,,,,411523
0.000135103240609169,0.0,4273,,,1763260488.1678386,0.6006984114646912,403.23012351989746,1101.0,-0.001965682953596115,5.1996928959852085e-05,0.0005258755991235375,-0.00023014843463897705,-0.9118192195892334,413440
1.6527250409126282e-05,0.0,4276,,,1763260488.3921118,0.5288583040237427,403.4543967247009,1101.0,-0.00036443769931793213,5.1843318942701444e-05,0.002336078090593219,6.286054849624634e-05,-0.6120810508728027,413696
1.6271136701107025e-05,0.0,4277,,,1763260488.5372245,0.523518443107605,403.59950947761536,1101.0,-0.00020401179790496826,5.1766513934126124e-05,0.0008365237154066563,4.12575900554657e-07,-0.31526660919189453,413824
0.0001145014539361,0.0,4278,,,1763260488.6454792,0.5304912328720093,403.70776414871216,1101.0,0.00011863559484481812,5.1689708925550804e-05,0.0004962681559845805,-0.004271338693797588,-0.008402705192565918,413952
0.0001778164878487587,0.0,4288,,,1763260489.5668337,0.5866159796714783,404.629118680954,1101.0,-0.0032218918204307556,5.107526885694824e-05,0.000476602726848796,0.0014301305636763573,-0.05060374736785889,414976
2.4592503905296326e-05,0.0,4290,,,1763260489.6798747,0.5398390293121338,404.74215960502625,1101.0,-0.0009924918413162231,5.099846384837292e-05,461.92822265625,-0.0009333323687314987,-2.7179718017578125e-05,415104
1.0076910257339478e-06,0.0,4292,,,1763260489.791529,0.4847566783428192,404.85381388664246,1101.0,0.0004472583532333374,5.09216588397976e-05,732.2490844726562,-0.0001816004514694214,0.00043487548828125,415232
0.00023079849779605865,0.0,4314,,,1763260491.9131255,0.5811269879341125,406.9754104614258,1101.0,0.002150110900402069,4.9539172323420644e-05,0.001072468003258109,-0.0003829021006822586,0.0015299320220947266,417536
6.574112921953201e-05,0.0,4318,,,1763260492.2465189,0.6152089238166809,407.3088037967682,1101.0,0.00024266913533210754,4.930875729769468e-05,0.002331254305317998,0.0026215361431241035,0.03732490539550781,417920
2.018176019191742e-06,0.0,4346,,,1763260494.778319,0.5347967743873596,409.8406038284302,1101.0,-5.97834587097168e-05,4.761904710903764e-05,687.048583984375,-0.0003175465390086174,-0.00016415119171142578,420736
6.52046874165535e-05,0.0,4366,,,1763260496.6278863,0.5467348694801331,411.69017124176025,1101.0,0.0004693269729614258,4.639017060981132e-05,299.0492858886719,0.004536052234470844,-9.167194366455078e-05,422784
1.3317912817001343e-07,0.0,4372,,,1763260497.1092062,0.5709160566329956,412.17149114608765,1101.0,9.466707706451416e-05,4.608295057551004e-05,845.6422729492188,-8.124206215143204e-05,0.0004456639289855957,423296
4.061311483383179e-05,0.0,4377,,,1763260497.5526497,0.5512856245040894,412.61493468284607,1101.0,-0.001263439655303955,4.577573054120876e-05,140.6763916015625,-0.00013823248445987701,-0.0002321004867553711,423808
0.00027345865964889526,0.0,4378,,,1763260497.6628463,0.546082615852356,412.72513127326965,1101.0,-0.006289500743150711,4.569892553263344e-05,0.0021379953250288963,0.002520192414522171,0.18299323320388794,423936
5.663000047206879e-05,0.0,4387,,,1763260498.4822814,0.5764670968055725,413.54456639289856,1101.0,-0.0004341043531894684,4.51612904726062e-05,0.002306816866621375,0.002183828502893448,-0.15162169933319092,424832
3.844965249300003e-05,0.0,4396,,,1763260499.293016,0.5511223077774048,414.3553009033203,1101.0,-1.4185905456542969e-05,4.4623655412578955e-05,359.01837158203125,-0.0008126283064484596,-0.00022745132446289062,425728
0.00012774765491485596,0.0,4413,,,1763260500.8860908,0.5774738788604736,415.9483757019043,1101.0,5.081295967102051e-05,4.354838529252447e-05,0.0009443743620067835,-0.0039536915719509125,-0.5747143030166626,427520
,,4415,500.0,500.0,1763260501.0135734,,416.0758583545685,,,,,,,427696
1.7692334949970245e-05,0.0,4456,,,1763260504.8881643,0.5484237670898438,419.95044922828674,1101.0,0.000990062952041626,4.086021363036707e-05,0.0009318459779024124,0.0009370213374495506,0.24507290124893188,432000
0.00010073371231555939,0.0,4470,,,1763260506.1358883,0.5539662837982178,421.19817328453064,1101.0,-0.0036608725786209106,4.0015362174017355e-05,0.0022837959695607424,-0.0013240016996860504,-0.22205543518066406,433408
,,4478,500.0,500.0,1763260506.839675,,421.90195989608765,,,,,,,434196
3.713183104991913e-05,0.0,4480,,,1763260507.0531368,0.5141010880470276,422.1154217720032,1101.0,0.0016273781657218933,3.940092210541479e-05,0.00253551104106009,0.00030709244310855865,-0.13859641551971436,434432
,,4492,500.0,500.0,1763260508.1141937,,423.1764786243439,,,,,,,435696
5.85801899433136e-06,0.0,4496,,,1763260508.5508432,0.549407958984375,423.6131281852722,1101.0,-0.0008253082633018494,3.840245699393563e-05,0.0008156037656590343,-0.0005174595862627029,-0.05780601501464844,436096
1.7667189240455627e-06,0.0,4498,,,1763260508.6636267,0.5042394995689392,423.72591161727905,1101.0,0.0004447847604751587,3.832565198536031e-05,497.32440185546875,-0.0001329304650425911,-0.0002694129943847656,436224
5.347561091184616e-05,0.0,4520,,,1763260510.7200692,0.6057249903678894,425.7823541164398,1102.0,0.001825377345085144,3.694316546898335e-05,0.0009788080351427197,0.0021359389647841454,-0.03477275371551514,438528
,,4522,500.0,500.0,1763260510.8459394,,425.90822434425354,,,,,,,438696
2.7616508305072784e-05,0.0,4524,,,1763260511.0513902,0.538335919380188,426.1136751174927,1102.0,-0.00173872709274292,3.671275044325739e-05,0.0022377409040927887,0.0007902635261416435,0.2759554386138916,438912
1.3276003301143646e-05,0.0,4525,,,1763260511.160467,0.5447408556938171,426.2227518558502,1102.0,0.0006676577031612396,3.663594543468207e-05,0.0008692686096765101,-0.0004222476854920387,-0.15588808059692383,439040
,,4527,500.0,500.0,1763260511.282986,,426.3452708721161,,,,,,,439196
2.182554453611374e-05,0.0,4531,,,1763260511.7523715,0.5002338886260986,426.814656496048,1102.0,-0.001030733808875084,3.625192039180547e-05,0.0006469555664807558,-0.0007413541898131371,-0.2295525074005127,439680
6.5695494413375854e-06,0.0,4533,,,1763260511.8638425,0.497676283121109,426.92612743377686,1102.0,0.00024169683456420898,3.617511538323015e-05,367.3929443359375,0.00047411955893039703,1.9848346710205078e-05,439808
3.4803524613380432e-06,0.0,4534,,,1763260511.9715462,0.5425011515617371,427.03383111953735,1102.0,0.0002346634864807129,3.609831037465483e-05,0.001953128259629011,-0.00024276506155729294,-0.2571980953216553,439936
7.786974310874939e-05,0.0,4543,,,1763260512.7804275,0.5800603628158569,427.84271240234375,1102.0,-0.0033723190426826477,3.556067531462759e-05,0.0018510420341044664,-0.00044527463614940643,-0.10800886154174805,440832
1.0825693607330322e-05,0.0,4555,,,1763260513.946237,0.5592622756958008,429.0085220336914,1102.0,-0.0004274994134902954,3.4792625228874385e-05,0.0008018658263608813,0.00034650228917598724,-0.14872360229492188,442112
1.9017606973648071e-06,0.0,4557,,,1763260514.059311,0.6156405210494995,429.1215958595276,1102.0,0.0001279488205909729,3.4715820220299065e-05,710.9044799804688,0.00010452792048454285,-0.00018513202667236328,442240
1.825392246246338e-07,0.0,4562,,,1763260514.5027847,0.5427326560020447,429.56506967544556,1102.0,-7.859058678150177e-05,3.440860382397659e-05,390.8869934082031,-9.133480489253998e-05,-0.00012612342834472656,442752
,,4576,500.0,500.0,1763260515.8074803,,430.86976528167725,,,,,,,444196
,,4604,500.0,500.0,1763260518.440031,,433.5023159980774,,,,,,,447196
9.352713823318481e-05,0.0,4613,,,1763260519.3633382,0.541646420955658,434.42562317848206,1102.0,-0.0011427178978919983,3.118279710179195e-05,0.000908150861505419,-0.0016654208302497864,-0.023514747619628906,448128
0.0001086229458451271,0.0,4626,,,1763260520.556803,0.5487617254257202,435.619087934494,1102.0,-0.0020392611622810364,3.0414747016038746e-05,0.0021510845981538296,0.001982099376618862,-0.057585835456848145,449408
1.969374716281891e-05,0.0,4635,,,1763260521.3953884,0.5692853927612305,436.4576733112335,1102.0,0.0004661083221435547,2.9877111956011504e-05,618.7030029296875,-0.0006657764315605164,-4.3272972106933594e-05,450304
2.938229590654373e-05,0.0,4641,,,1763260521.985539,0.5002707242965698,437.0478239059448,1102.0,-0.0005853250622749329,2.9493086913134903e-05,0.0018362896516919136,-0.000533602200448513,-0.11726760864257812,450944
2.223905175924301e-05,0.0,4644,,,1763260522.2077763,0.4799746572971344,437.27006125450134,1102.0,-0.0025205016136169434,2.9339476895984262e-05,306.2909851074219,-0.0003177216276526451,-0.000102996826171875,451200
3.262609243392944e-05,0.0,4661,,,1763260523.7927136,0.5391848683357239,438.854998588562,1102.0,0.00025898218154907227,2.8264208594919182e-05,0.001152243698015809,0.0011051855981349945,-0.11111605167388916,452992
1.600850373506546e-05,0.0,4675,,,1763260525.0977848,0.5977103114128113,440.1600697040558,1102.0,-5.297735333442688e-05,2.7419355319580063e-05,0.0018296061316505075,-0.0006214464083313942,-0.2094099521636963,454400
2.039782702922821e-05,0.0,4691,,,1763260526.5646555,0.5961505770683289,441.6269404888153,1102.0,-0.0007650144398212433,2.64208902081009e-05,0.0012716416968032718,-0.0008315518498420715,-0.10002434253692627,456064
1.1548399925231934e-06,0.0,4709,,,1763260528.1748838,0.558005154132843,443.2371687889099,1102.0,0.0002011507749557495,2.534562190703582e-05,0.001982248155400157,-8.587352931499481e-05,0.01617807149887085,457856
4.461035132408142e-07,0.0,4713,,,1763260528.5096455,0.5743305683135986,443.5719304084778,1102.0,-5.78761100769043e-05,2.511520688130986e-05,428.013916015625,1.3257376849651337e-05,-7.87973403930664e-05,458240
6.012618541717529e-06,0.0,4738,,,1763260530.8021402,0.5416442155838013,445.86442518234253,1102.0,-0.0009623467922210693,2.3579108528792858e-05,435.3098449707031,0.0002492200583219528,7.43865966796875e-05,460800
1.651328057050705e-05,0.0,4739,,,1763260530.912017,0.581408679485321,445.97430205345154,1102.0,-0.00017918646335601807,2.3502303520217538e-05,0.0019244847353547812,-0.0018362672999501228,0.2596742510795593,460928
9.160954505205154e-05,0.0,4741,,,1763260531.130827,0.5718204379081726,446.1931118965149,1102.0,-0.002917565405368805,2.3348693503066897e-05,0.0010628501186147332,0.00027664657682180405,-0.12136590480804443,461184
1.0792165994644165e-05,0.0,4743,,,1763260531.2433047,0.5330451726913452,446.3055896759033,1102.0,-0.0004905909299850464,2.3271888494491577e-05,199.96986389160156,-0.0008779726922512054,2.1278858184814453e-05,461312
,,4754,500.0,500.0,1763260532.2761219,,447.33840680122375,,,,,,,462465
1.6285106539726257e-05,0.0,4755,,,1763260532.4211109,0.5665442943572998,447.48339581489563,1102.0,-0.0012789815664291382,2.2503840227727778e-05,0.0012936928542330861,0.0003331713378429413,-0.0001246929168701172,462592
3.899727016687393e-05,0.0,4772,,,1763260533.8898706,0.5737015008926392,448.9521555900574,1102.0,-0.0014974437654018402,2.150537693523802e-05,0.001315020490437746,-0.00241240207105875,-0.01556241512298584,464256
7.243826985359192e-06,0.0,4786,,,1763260535.1407084,0.5133970379829407,450.20299339294434,1102.0,-0.0007243715226650238,2.0660521840909496e-05,0.002001711633056402,-0.0006353575736284256,0.1916496753692627,465664
2.3543834686279297e-06,0.0,4787,,,1763260535.249904,0.5797315835952759,450.3121888637543,1102.0,-0.00020509213209152222,2.0583716832334176e-05,0.0013625100255012512,0.0003421362489461899,-0.0861966609954834,465792
7.325783371925354e-06,0.0,4788,,,1763260535.3594067,0.569136381149292,450.42169165611267,1102.0,-0.0006205625832080841,2.0506911823758855e-05,0.0011095305671915412,-0.0008371081203222275,-0.08381140232086182,465920
8.795410394668579e-06,0.0,4796,,,1763260536.0553453,0.5413845777511597,451.1176302433014,1102.0,-0.00010839849710464478,2.0046083591296338e-05,0.0020887458231300116,-0.0017772708088159561,0.0037282705307006836,466688
,,4799,500.0,500.0,1763260536.2936523,,451.35593724250793,,,,,,,466983
3.3462420105934143e-06,0.0,4806,,,1763260536.9783797,0.610837996006012,452.04066467285156,1102.0,0.000231914222240448,1.9431643522693776e-05,0.0018809926696121693,0.0009160051122307777,-0.15332865715026855,467712
,,4809,500.0,500.0,1763260537.204469,,452.26675391197205,,,,,,,467983
