losses/entropy,losses/clipfrac,losses/explained_variance,charts/episodic_length,_runtime,losses/approx_kl,charts/episodic_return,_step,charts/SPS,losses/old_approx_kl,losses/value_loss,global_step,_timestamp,losses/policy_loss,charts/learning_rate
0.582506537437439,0.0,0.22324061393737793,,51.65126609802246,5.336292088031769e-05,,172,330.0,0.00373055599629879,93.25726318359375,7424,1763260141.903115,-0.0006893351674079895,0.00029562212876044214
0.6063156127929688,0.0,0.4561290740966797,,55.40007495880127,7.443130016326904e-05,,195,346.0,-0.0018676668405532837,85.18539428710938,9088,1763260145.651924,0.003435365855693817,0.000294623663648963
0.5899015665054321,0.017578125,0.33489322662353516,,56.77947163581848,0.0041007474064826965,,203,352.0,0.027639620006084442,79.87692260742188,9728,1763260147.0313206,-0.010287433862686157,0.0002942396386060864
,,,275.0,58.18933129310608,,275.0,213,,,,10437,1763260148.4411802,,
0.5774549245834351,0.0,-0.039847731590270996,,58.90207028388977,0.0007332665845751762,,217,361.0,-0.00923836138099432,103.27664184570312,10752,1763260149.1539192,-0.005036545917391777,0.0002936251985374838
,,,313.0,60.49612593650818,,313.0,228,,,,11560,1763260150.7479749,,
0.6332444548606873,0.0,-0.03117227554321289,,61.296862840652466,1.5432946383953094e-05,,233,370.0,6.391387432813644e-05,101.02749633789062,11904,1763260151.5487118,0.00022484734654426575,0.00029293395346030593
,,,78.0,63.415594816207886,,78.0,251,,,,12813,1763260153.6674438,,
,,,106.0,64.29553389549255,,106.0,259,,,,13307,1763260154.5473828,,
,,,116.0,65.06460547447205,,116.0,265,,,,13620,1763260155.3164544,,
0.6068139672279358,0.0,0.07351219654083252,,66.28560495376587,0.00043578632175922394,,273,382.0,-0.004285791888833046,104.15348052978516,14208,1763260156.537454,-0.0034391451627016068,0.00029155146330595016
0.5844650268554688,0.0,-0.014600992202758789,,66.5028657913208,0.00018111523240804672,,274,384.0,-0.0032037487253546715,77.87272644042969,14336,1763260156.7547147,0.0011211317032575607,0.00029147465829737484
,,,110.0,68.90626168251038,,110.0,292,,,,15647,1763260159.1581106,,
0.5560840368270874,0.0,0.018298089504241943,,73.91554093360901,1.2956559658050537e-05,,321,403.0,0.00038288161158561707,67.33509826660156,18048,1763260164.1673899,-0.0013937316834926605,0.00028924731304869056
0.5650933384895325,0.0,0.3824129104614258,,75.09241223335266,0.0005869157612323761,,327,404.0,0.0005361847579479218,62.84986877441406,18560,1763260165.3442612,0.0026077968068420887,0.0002889400930143893
0.5413463711738586,0.0078125,0.19110184907913208,,75.71945810317993,0.0011877557262778282,,330,404.0,-0.006679278798401356,65.45755767822266,18816,1763260165.971307,0.02003736048936844,0.00028878648299723864
0.5442772507667542,0.0,0.18354231119155884,,76.1010947227478,0.0008524497970938683,,332,403.0,-0.013453724794089794,36.47645568847656,18944,1763260166.3529437,0.012187883257865906,0.0002887096779886633
,,,189.0,76.913827419281,,189.0,337,,,,19284,1763260167.1656764,,
0.5488934516906738,0.0,0.013457834720611572,,77.76831531524658,2.5136396288871765e-05,,340,403.0,-7.491558790206909e-06,52.10196304321289,19584,1763260168.0201643,-0.0004150755703449249,0.0002883256529457867
0.5696402788162231,0.0,0.7096490859985352,,83.41247797012329,4.302710294723511e-05,,370,410.0,0.0002857539802789688,37.49619674682617,22272,1763260173.664327,0.002015991136431694,0.000286712747765705
0.585921049118042,0.0,0.2397053837776184,,84.04693460464478,0.0002444339916110039,,375,410.0,-0.0006511630490422249,79.90138244628906,22528,1763260174.2987835,0.005235198885202408,0.00028655913774855435
0.5829651355743408,0.0,0.41989046335220337,,87.11985182762146,0.0010593263432383537,,396,413.0,0.002601739950478077,91.37645721435547,23936,1763260177.3717008,0.005072750151157379,0.0002857142826542258
,,,87.0,91.0943455696106,,87.0,425,,,,25647,1763260181.3461945,,
,,,123.0,93.44141793251038,,123.0,441,,,,26653,1763260183.6932669,,
,,,139.0,94.65411424636841,,139.0,450,,,,27149,1763260184.9059632,,
0.6243419647216797,0.0,0.6951522827148438,,97.37340641021729,0.0005379775539040565,,471,414.0,0.007533530704677105,43.99855041503906,28288,1763260187.6252553,-0.0057844966650009155,0.00028310291236266494
0.6312812566757202,0.0,0.6493140459060669,,98.82366967201233,0.0006057219579815865,,481,415.0,-0.00229008961468935,39.17478561401367,28928,1763260189.0755186,-0.004611525684595108,0.00028271888731978834
0.6297619342803955,0.0,0.44451195001602173,,100.02856993675232,0.00017733685672283173,,490,415.0,-0.0038594678044319153,119.53598022460938,29440,1763260190.2804189,0.00030929967761039734,0.00028241166728548706
0.6030736565589905,0.0,0.836594820022583,,102.04617118835449,1.171603798866272e-05,,504,416.0,0.0004216376692056656,31.44118881225586,30336,1763260192.2980201,-0.00032555684447288513,0.0002818740322254598
0.6082664132118225,0.0,0.8022863864898682,,103.45355272293091,7.554888725280762e-06,,515,417.0,-0.0002991482615470886,40.59680938720703,30976,1763260193.7054017,0.0011246688663959503,0.0002814900071825832
,,,27.0,105.5351014137268,,27.0,530,,,,31925,1763260195.7869503,,
,,,74.0,106.91113495826721,,74.0,539,,,,32593,1763260197.162984,,
,,,109.0,108.05639576911926,,109.0,547,,,,33110,1763260198.3082447,,
0.5755515098571777,0.005859375,0.7791755199432373,,109.4443712234497,0.003445923328399658,,555,419.0,0.018422747030854225,49.00544357299805,33664,1763260199.6962202,-0.04826291278004646,0.0002798771020025015
0.6183798909187317,0.0,0.9139471054077148,,110.2421543598175,0.0006875228136777878,,559,420.0,0.008552931249141693,19.33557891845703,34048,1763260200.4940033,0.0008049458265304565,0.0002796466869767755
,,,33.0,111.50183868408203,,33.0,568,,,,34622,1763260201.7536876,,
,,,173.0,115.88348817825317,,173.0,595,,,,36629,1763260206.135337,,
0.5846882462501526,0.0,0.6320328712463379,,118.94939470291138,1.438148319721222e-05,,612,424.0,0.002422260120511055,106.84691619873047,38144,1763260209.2012436,0.0002579297870397568,0.0002771889267023653
,,,303.0,119.25517201423645,,303.0,614,,,,38372,1763260209.507021,,
,,,142.0,121.94365525245667,,142.0,630,,,,39605,1763260212.1955042,,
0.5770321488380432,0.0,-0.07623648643493652,,123.1950581073761,5.8729201555252075e-06,,636,427.0,-0.000520290806889534,18.503461837768555,40192,1763260213.446907,-0.00020484253764152527,0.0002759600756689906
0.5820929408073425,0.0234375,-0.004651546478271484,,123.95274662971497,0.006048925220966339,,640,428.0,-0.03516169637441635,195.461669921875,40576,1763260214.2045956,-0.0065671904012560844,0.00027572966064326465
0.5999663472175598,0.0,0.00041216611862182617,,125.42638421058655,0.00030784495174884796,,650,428.0,0.0014814399182796478,17.90984535217285,41216,1763260215.6782331,-0.0035525113344192505,0.00027534563560038805
,,,500.0,128.06584644317627,,500.0,664,,,,42603,1763260218.3176954,,
0.5884208679199219,0.0,-0.1579211950302124,,132.10849475860596,8.421484380960464e-05,,684,432.0,0.0048257047310471535,13.49958610534668,44544,1763260222.3603437,-0.0017805546522140503,0.0002733487053774297
,,,306.0,132.9653878211975,,306.0,689,,,,44933,1763260223.2172368,,
,,,227.0,134.43810749053955,,227.0,698,,,,45673,1763260224.6899564,,
0.5997524857521057,0.0,0.18284845352172852,,135.20353865623474,6.737187504768372e-06,,702,433.0,0.0006497912108898163,148.4713592529297,45952,1763260225.4553876,-0.00041448604315519333,0.0002725038502831012
0.5649089813232422,0.0,-0.24242782592773438,,136.06291890144348,3.450550138950348e-06,,707,433.0,-0.00031812023371458054,11.597625732421875,46336,1763260226.3147678,-0.00082368403673172,0.00027227343525737524
0.5511800646781921,0.0,0.44217753410339355,,140.14552783966064,6.474927067756653e-05,,729,434.0,0.00011770054697990417,8.907159805297852,48256,1763260230.3973768,0.0003571808338165283,0.00027112136012874544
0.5300411581993103,0.0,0.07929283380508423,,145.67076539993286,0.0018559079617261887,,757,437.0,-0.005498118698596954,246.9954833984375,50944,1763260235.9226143,0.0026927590370178223,0.0002695084549486637
,,,120.0,146.30182313919067,,120.0,762,,,,51323,1763260236.553672,,
,,,500.0,147.28630566596985,,500.0,767,,,,51823,1763260237.5381546,,
0.5672451853752136,0.0,0.2983950972557068,,148.9869420528412,4.0860846638679504e-05,,775,439.0,-0.001496417447924614,8.202530860900879,52608,1763260239.238791,-0.00034499727189540863,0.00026850998983718455
0.5357809066772461,0.0,0.11271733045578003,,151.5999093055725,7.981434464454651e-07,,788,440.0,-0.00019312743097543716,6.876284599304199,53888,1763260241.8517582,-0.00019030645489692688,0.00026774193975143135
0.5410651564598083,0.0,0.0007622838020324707,,153.37041354179382,0.0002008667215704918,,797,441.0,-3.7408433854579926e-05,256.8479919433594,54784,1763260243.6222625,-0.0034416737034916878,0.0002672043046914041
0.5148311853408813,0.0,-0.1500704288482666,,155.01046872138977,0.0004894975572824478,,806,442.0,0.0052543021738529205,127.89668273925781,55680,1763260245.2623177,0.0003262050449848175,0.00026666666963137686
,,,500.0,156.73016047477722,,500.0,815,,,,56626,1763260246.9820094,,
0.5747711658477783,0.0,-0.012154698371887207,,164.31593704223633,5.5868178606033325e-05,,863,445.0,-0.0004849731922149658,216.9628143310547,60160,1763260254.567786,-0.003911182284355164,0.00026397849433124065
0.5899430513381958,0.0,-2.7070205211639404,,166.08526849746704,3.1676143407821655e-05,,872,445.0,-0.0006450451910495758,5.648224353790283,61056,1763260256.3371174,-0.0017419978976249695,0.0002634408592712134
,,,95.0,166.67619013786316,,95.0,876,,,,61331,1763260256.928039,,
0.6120133399963379,0.0,-0.0011713504791259766,,175.19248414039612,0.0007865792140364647,,922,448.0,-0.0015092631801962852,253.17376708984375,65536,1763260265.444333,0.0011038966476917267,0.0002607526839710772
0.5432586669921875,0.0,-0.0008317232131958008,,176.53428649902344,6.185285747051239e-05,,930,449.0,-0.0007885042577981949,360.18511962890625,66176,1763260266.7861354,-0.0004555918276309967,0.0002603686589282006
0.4726942479610443,0.017578125,0.014725029468536377,,178.05033016204834,0.004613257013261318,,938,449.0,0.0026360759511590004,338.4200439453125,66944,1763260268.302179,-0.006740562617778778,0.0002599078288767487
0.5423485040664673,0.005859375,-2.2850100994110107,,178.75179719924927,0.004178271628916264,,941,450.0,-0.02485617995262146,4.03473424911499,67328,1763260269.0036461,-0.018081244081258774,0.0002596774138510227
,,,500.0,178.80566024780273,,500.0,942,,,,67347,1763260269.0575092,,
0.5774863958358765,0.0,-0.8097796440124512,,180.03058457374573,0.00015542935580015182,,948,450.0,-0.0007501384243369102,2.5762782096862793,67968,1763260270.2824335,0.0009285472333431244,0.0002592933888081461
,,,286.0,184.86158204078674,,286.0,974,,,,70458,1763260275.113431,,
0.6007410883903503,0.0,-0.0018649101257324219,,186.0885672569275,0.00017225835472345352,,980,452.0,0.004095424897968769,278.9411926269531,71040,1763260276.3404162,0.00029918551445007324,0.00025745006860233843
0.5648992657661438,0.0,0.0016695261001586914,,187.08752489089966,0.00021772366017103195,,985,453.0,0.0030785417184233665,165.28536987304688,71552,1763260277.3393738,0.0017206035554409027,0.00025714284856803715
0.53581702709198,0.0,0.0003085136413574219,,189.12058782577515,0.00030960794538259506,,995,453.0,0.004578937776386738,360.11474609375,72576,1763260279.3724368,0.0032177045941352844,0.0002565284084994346
0.5555346608161926,0.0,0.3169941306114197,,189.5920479297638,1.8512830138206482e-05,,997,454.0,-0.0003755670040845871,0.8719214200973511,72832,1763260279.8438969,0.002207748591899872,0.00025637479848228395
0.5540664196014404,0.0,0.023963749408721924,,193.06521153450012,0.00014614872634410858,,1015,455.0,0.0035741813480854034,0.5756436586380005,74624,1763260283.3170605,-0.005019694566726685,0.00025529952836222947
0.48816025257110596,0.0,-1.8937461376190186,,194.01380681991577,0.0022212639451026917,,1020,455.0,-0.0020861178636550903,0.6840011477470398,75136,1763260284.2656558,-0.018594734370708466,0.0002549923083279282
0.5622950196266174,0.0,-0.8120495080947876,,196.2367238998413,0.0013959407806396484,,1031,456.0,-0.0037905238568782806,0.25553056597709656,76288,1763260286.4885728,0.007309872657060623,0.0002543010632507503
0.6211568713188171,0.0,0.014345705509185791,,199.3063485622406,6.8908557295799255e-06,,1050,458.0,0.0005910219624638557,0.24928809702396393,77952,1763260289.5581975,-0.0006961822509765625,0.00025330259813927114
,,,500.0,199.60848760604858,,500.0,1053,,,,78261,1763260289.8603365,,
0.5907776951789856,0.0,0.039539873600006104,,200.18399262428284,0.0002056453377008438,,1058,460.0,0.0027863308787345886,0.18617957830429077,78720,1763260290.4358416,-0.0020207278430461884,0.0002528417680878192
0.5361629128456116,0.0,0.0012894272804260254,,203.5238540172577,0.00011720694601535797,,1083,464.0,0.003312133252620697,463.88165283203125,81024,1763260293.775703,-0.005196303129196167,0.0002514593070372939
0.5378305315971375,0.0,-9.5367431640625e-06,,204.5553584098816,0.0014387760311365128,,1091,464.0,-0.008046189323067665,698.9900512695312,81536,1763260294.8072073,0.003606155514717102,0.00025115208700299263
0.5437358021736145,0.0,-0.13809072971343994,,206.949777841568,0.0008526807650923729,,1106,465.0,0.0011822124943137169,0.10090968012809753,82816,1763260297.2016268,-0.016205638647079468,0.00025038403691723943
,,,500.0,208.9928593635559,,500.0,1118,,,,84085,1763260299.2447083,,
0.5720452666282654,0.0,-0.09422576427459717,,210.27881956100464,0.0003592604771256447,,1125,467.0,-0.005804338492453098,0.012978754937648773,84736,1763260300.5306685,-0.00645548477768898,0.0002492319617886096
,,,500.0,211.1833724975586,,500.0,1133,,,,85585,1763260301.4352214,,
0.4975811243057251,0.033203125,-0.5218851566314697,,212.51210618019104,0.010656727477908134,,1145,473.0,0.034515127539634705,0.005204411689192057,86784,1763260302.763955,-0.011361662298440933,0.0002480030816514045
0.5287579298019409,0.0,0.0001277923583984375,,215.5030083656311,0.0007591340690851212,,1164,476.0,0.005001714453101158,73.05622863769531,88704,1763260305.7548573,0.006368635222315788,0.0002468510065227747
0.5288988351821899,0.0,0.1123550534248352,,215.7127959728241,0.0005287863314151764,,1165,476.0,0.0020811110734939575,0.00521110650151968,88832,1763260305.964645,-0.004296928644180298,0.0002467742015141994
,,,500.0,216.8976776599884,,500.0,1172,,,,89585,1763260307.1495266,,
0.5170709490776062,0.0,-0.23133766651153564,,218.59721064567566,0.0027918629348278046,,1181,477.0,-0.01749834418296814,0.00014099833788350224,90496,1763260308.8490596,0.0011341758072376251,0.0002457757364027202
0.5451794266700745,0.0,-0.42265260219573975,,219.48449969291687,0.0007215654477477074,,1186,478.0,0.0001617157831788063,0.00014136331446934491,91008,1763260309.7363486,-0.012560652568936348,0.00024546851636841893
,,,500.0,221.00017881393433,,500.0,1197,,,,92085,1763260311.2520278,,
0.5513437986373901,0.0,-0.00012993812561035156,,223.3618083000183,0.000478329136967659,,1213,482.0,0.0033323150128126144,131.2043914794922,93696,1763260313.6136572,0.005497734993696213,0.0002438556111883372
0.5541695952415466,0.0,-0.643393874168396,,223.6195752620697,0.0009531863033771515,,1215,483.0,-0.006093241274356842,0.0010007903911173344,93952,1763260313.8714242,0.007869083434343338,0.00024370200117118657
,,,500.0,224.86134219169617,,500.0,1226,,,,95085,1763260315.1131911,,
0.5570265650749207,0.0,-0.2968393564224243,,225.39370584487915,0.0005571134388446808,,1230,486.0,-0.00024696066975593567,0.00011668630031635985,95488,1763260315.6455548,-0.005825478583574295,0.00024278034106828272
0.5351207852363586,0.0,0.08449947834014893,,225.84978079795837,0.00024441350251436234,,1234,487.0,-0.0010800538584589958,0.0007012428832240403,95872,1763260316.1016297,-0.002437952905893326,0.00024254992604255676
0.5525599718093872,0.0,0.040650248527526855,,227.20342254638672,9.231269359588623e-05,,1245,489.0,0.0038290154188871384,0.00011677894508466125,97024,1763260317.4552715,-0.00020469725131988525,0.00024185868096537888
0.5269435048103333,0.005859375,0.10388857126235962,,228.12972950935364,0.0036906925961375237,,1254,492.0,0.019399404525756836,0.0006663503590971231,97920,1763260318.3815784,-0.014850892126560211,0.00024132104590535164
,,,500.0,230.47076106071472,,500.0,1271,,,,99585,1763260320.72261,,
0.49394547939300537,0.0,-0.04010140895843506,,235.66749048233032,0.0021245190873742104,,1299,496.0,0.009208914823830128,8.23021400719881e-05,102528,1763260325.9193394,-0.022354666143655777,0.0002385560655966401
,,,500.0,242.2165002822876,,500.0,1339,,,,106585,1763260332.4683492,,
0.5034728050231934,0.0,-0.0001633167266845703,,242.35449028015137,0.0007145898416638374,,1340,500.0,0.005792577750980854,317.5201721191406,106624,1763260332.6063392,0.003651859238743782,0.00023609830532222986
,,,500.0,243.421284198761,,500.0,1349,,,,107585,1763260333.6731331,,
0.33680614829063416,0.0,0.04155820608139038,,245.23262667655945,0.0003830883651971817,,1363,504.0,0.0008116960525512695,0.00011257916776230559,109056,1763260335.4844756,0.0032357536256313324,0.00023463901015929878
0.4589986801147461,0.0,0.00018221139907836914,,245.41463661193848,1.0955147445201874e-05,,1365,504.0,5.974434316158295e-06,309.9981994628906,109184,1763260335.6664855,0.0004968233406543732,0.00023456220515072346
0.4164295792579651,0.0,-4.1365623474121094e-05,,246.0284366607666,1.381710171699524e-05,,1370,505.0,0.0008049029856920242,534.5895385742188,109696,1763260336.2802856,-0.0010173730552196503,0.00023425498511642218
0.4949814975261688,0.0,-0.09105265140533447,,247.20467615127563,1.6287900507450104e-05,,1380,507.0,0.0028159869834780693,0.003104396164417267,110720,1763260337.456525,-0.00017789006233215332,0.00023364055959973484
0.4788258373737335,0.0,-0.11558234691619873,,247.3555085659027,0.0007402636110782623,,1381,508.0,0.007198117673397064,0.0004446898237802088,110848,1763260337.6073575,-0.013982802629470825,0.00023356375459115952
,,,500.0,248.11457753181458,,500.0,1388,,,,111585,1763260338.3664265,,
0.45686638355255127,0.0,-0.056330323219299316,,248.9591612815857,0.0003566434606909752,,1395,510.0,0.005515090189874172,0.00548994867131114,112256,1763260339.2110102,-0.0049985796213150024,0.000232718899496831
0.48652535676956177,0.0,-2.372264862060547e-05,,249.44247841835022,0.0008774371817708015,,1399,511.0,0.0026627155020833015,273.9132995605469,112640,1763260339.6943274,0.018872756510972977,0.00023248848447110504
0.5035099387168884,0.0,-0.0009398460388183594,,250.18029236793518,9.315740317106247e-05,,1405,512.0,-0.001627097837626934,0.004822739865630865,113280,1763260340.4321413,-0.0004882216453552246,0.00023210445942822844
,,,500.0,253.18432569503784,,500.0,1432,,,,116085,1763260343.4361746,,
0.48554685711860657,0.0,-1.0609626770019531e-05,,253.28434252738953,2.8104521334171295e-05,,1433,518.0,-0.00019614677876234055,460.3870544433594,116096,1763260343.5361915,0.0001532435417175293,0.0002304147492395714
0.47466400265693665,0.00390625,-0.2912783622741699,,255.74480366706848,0.001020963303744793,,1455,522.0,-0.01171721052378416,0.0007879656041041017,118400,1763260345.9966526,0.005059592425823212,0.00022903225908521563
0.4298045039176941,0.005859375,0.5880626440048218,,255.97341465950012,0.0026057790964841843,,1456,522.0,-0.013988904654979706,0.00024304006365127861,118528,1763260346.2252636,-0.008029796183109283,0.0002289554540766403
,,,500.0,256.0236279964447,,500.0,1457,,,,118585,1763260346.275477,,
,,,500.0,265.5785195827484,,500.0,1514,,,,124347,1763260355.8303685,,
0.4986463189125061,0.0,-0.036285996437072754,,266.52561211586,0.00029800552874803543,,1521,526.0,0.007164076901972294,0.0025295282248407602,125056,1763260356.777461,-0.005904264748096466,0.00022503839863929898
0.5568634271621704,0.0,-5.602836608886719e-06,,266.9793658256531,0.00015150755643844604,,1525,527.0,0.005392750725150108,430.8516540527344,125440,1763260357.2312148,0.0020151734352111816,0.00022480798361357301
0.5293632745742798,0.0,-0.9977326393127441,,267.25398421287537,0.0015944493934512138,,1527,527.0,0.007257222197949886,0.0004679625271819532,125696,1763260357.5058331,-0.0002736477181315422,0.00022465437359642237
,,,500.0,267.4784071445465,,500.0,1529,,,,125847,1763260357.730256,,
,,,500.0,268.3722724914551,,500.0,1534,,,,126347,1763260358.6241214,,
0.5109405517578125,0.0,-0.11649692058563232,,268.78530263900757,0.0002506524324417114,,1536,528.0,0.0017044730484485626,0.0031040278263390064,126592,1763260359.0371516,0.005095824599266052,0.00022411673853639513
,,,500.0,269.80233454704285,,500.0,1543,,,,127347,1763260360.0541835,,
0.5527645945549011,0.0,-0.18531274795532227,,270.1844253540039,0.0003230143338441849,,1545,528.0,0.00491020642220974,0.004065058194100857,127488,1763260360.4362743,-0.005578294396400452,0.0002235791034763679
0.49843645095825195,0.0,-0.04445481300354004,,270.3646397590637,0.0007137032225728035,,1546,529.0,-0.006514829583466053,0.000507497985381633,127616,1763260360.6164887,-0.005548194050788879,0.00022350229846779257
,,,500.0,272.0251712799072,,500.0,1558,,,,128847,1763260362.2770202,,
0.5294950008392334,0.0,-3.409385681152344e-05,,272.13383769989014,0.0006053037941455841,,1559,530.0,0.00665614940226078,496.9631042480469,128896,1763260362.3856866,-0.0003639794886112213,0.00022273424838203937
,,,500.0,272.5766701698303,,500.0,1563,,,,129347,1763260362.828519,,
0.6136886477470398,0.0,0.028496921062469482,,272.9850482940674,0.0009860135614871979,,1566,531.0,0.003991931676864624,0.0009851261274889112,129664,1763260363.2368972,-0.011493571102619171,0.00022227341833058745
,,,500.0,275.48135352134705,,500.0,1588,,,,131847,1763260365.7332025,,
0.5813609957695007,0.0,-3.635883331298828e-05,,275.6432363986969,0.0005891788750886917,,1589,535.0,0.009137334302067757,234.68991088867188,131968,1763260365.8950853,-0.006457507610321045,0.0002208909427281469
,,,500.0,276.5442190170288,,500.0,1597,,,,132847,1763260366.796068,,
,,,500.0,277.55870747566223,,500.0,1607,,,,133847,1763260367.8105564,,
0.52983158826828,0.0,0.03813433647155762,,277.81292963027954,0.0002927100285887718,,1609,539.0,-0.002736407332122326,0.005285960156470537,134016,1763260368.0647786,0.002247557044029236,0.0002196620625909418
0.5842971801757812,0.0,-0.11110234260559082,,277.9516134262085,3.188475966453552e-05,,1610,539.0,-0.000519532710313797,0.0006891107186675072,134144,1763260368.2034624,0.00016873329877853394,0.00021958525758236647
,,,500.0,278.116007566452,,500.0,1612,,,,134347,1763260368.3678565,,
0.5625006556510925,0.0,-0.1481926441192627,,280.58611488342285,0.00039732735604047775,,1626,540.0,0.002059456892311573,0.0002755032910499722,135808,1763260370.8379638,0.0029299557209014893,0.0002185867924708873
0.5960525870323181,0.0,0.004573702812194824,,282.50459337234497,0.00014798995107412338,,1638,540.0,0.0017150761559605598,0.005420094821602106,136960,1763260372.7564423,0.005420416593551636,0.00021789554739370942
0.546648383140564,0.0,-0.05011248588562012,,289.2855851650238,4.624389111995697e-05,,1687,545.0,-0.0010056737810373306,0.00021168934472370893,141824,1763260379.537434,0.0011291876435279846,0.00021497695706784725
,,,500.0,296.09522819519043,,500.0,1732,,,,146334,1763260386.3470771,,
0.5858504176139832,0.0,-0.046811461448669434,,297.526029586792,0.002304522320628166,,1745,550.0,-0.0037691183388233185,0.00022281386191025376,147712,1763260387.7778785,-0.018310442566871643,0.00021144392667338252
0.575913667678833,0.0,-0.0012972354888916016,,298.347953081131,0.00011649075895547867,,1753,551.0,0.0008582090958952904,0.003994915168732405,148480,1763260388.599802,-0.0016918182373046875,0.0002109830966219306
0.42190274596214294,0.01953125,-18.00619125366211,,298.4855651855469,0.004832162521779537,,1754,551.0,0.027154704555869102,0.00507667101919651,148608,1763260388.7374141,0.03820206597447395,0.00021090629161335528
0.569263219833374,0.0,-0.0768517255783081,,299.6389126777649,0.00024182070046663284,,1765,553.0,-0.00379976537078619,0.0010955730685964227,149632,1763260389.8907616,-0.0042348094284534454,0.00021029185154475272
0.5763705968856812,0.0,5.829334259033203e-05,,299.93558526039124,0.0003343261778354645,,1768,553.0,-0.006146391853690147,358.21490478515625,149888,1763260390.1874342,0.000904276967048645,0.0002101382560795173
,,,500.0,300.8680808544159,,500.0,1777,,,,150801,1763260391.1199298,,
,,,173.0,305.7652723789215,,173.0,1818,,,,154974,1763260396.0171213,,
,,,500.0,306.58952808380127,,500.0,1823,,,,155474,1763260396.841377,,
0.5514233112335205,0.0,-0.043500304222106934,,310.105961561203,0.00023427698761224747,,1851,563.0,-0.0019138427451252937,0.00038686650805175304,158336,1763260400.3578105,-0.000355646014213562,0.00020506912551354617
0.5502714514732361,0.0,-0.22688627243041992,,310.8198492527008,0.000624610111117363,,1856,564.0,-0.002738242968916893,0.0006862601730972528,158848,1763260401.0716982,-0.00700746476650238,0.0002047619054792449
0.5987949371337891,0.0,-4.5418739318847656e-05,,312.8301525115967,0.00015318114310503006,,1868,564.0,-0.0009014895185828209,622.0515747070312,160000,1763260403.0820014,-0.00410817563533783,0.000204070660402067
0.5701948404312134,0.0,-3.2067298889160156e-05,,313.6639778614044,7.803365588188171e-05,,1873,564.0,0.0012451913207769394,356.0288391113281,160512,1763260403.9158268,0.0002018064260482788,0.00020376344036776572
,,,500.0,314.30323910713196,,500.0,1877,,,,160974,1763260404.555088,,
0.5738152265548706,0.0,-0.014458894729614258,,315.9431314468384,0.0006582997739315033,,1886,564.0,0.004933882504701614,0.00010722482693381608,161920,1763260406.1949804,-0.005952928215265274,0.0002029185852734372
0.5566678047180176,0.0,-0.6355135440826416,,317.3287560939789,0.00012107100337743759,,1895,565.0,0.00043653976172208786,0.00039944954914972186,162816,1763260407.580605,-0.002964189276099205,0.00020238095021340996
,,,83.0,318.28087306022644,,83.0,1903,,,,163557,1763260408.532722,,
,,,168.0,318.58919763565063,,168.0,1906,,,,163725,1763260408.8410466,,
,,,500.0,319.9336347579956,,500.0,1918,,,,164983,1763260410.1854837,,
0.5421935319900513,0.0,-0.23767578601837158,,320.1962685585022,0.0002338159829378128,,1920,567.0,0.003746047616004944,0.00398798193782568,165120,1763260410.4481175,-0.005323976278305054,0.0002009984600590542
