losses/entropy,losses/clipfrac,losses/explained_variance,charts/episodic_length,_runtime,losses/approx_kl,charts/episodic_return,_step,charts/SPS,losses/old_approx_kl,losses/value_loss,global_step,_timestamp,losses/policy_loss,charts/learning_rate
0.5463889241218567,0.0,0.17073237895965576,,323.86727023124695,0.00026680901646614075,,1945,569.0,-0.006706716492772102,0.0029521428514271975,167680,1763260414.1191192,-0.0020637083798646927,0.0001994623598875478
0.488728404045105,0.0,-0.00020611286163330078,,325.55069494247437,9.102839976549149e-05,,1959,570.0,-0.004510787315666676,530.7116088867188,169088,1763260415.8025439,-0.0007896050810813904,0.00019861750479321927
0.46523261070251465,0.0,0.0070836544036865234,,327.11441349983215,0.00012998003512620926,,1973,572.0,0.0008659558370709419,528.6925659179688,170496,1763260417.3662624,0.0011610426008701324,0.00019777266425080597
0.47839364409446716,0.001953125,-0.2508277893066406,,328.4665780067444,0.0016996227204799652,,1985,573.0,0.010677037760615349,7.23443603515625,171776,1763260418.718427,-0.0016733333468437195,0.00019700461416505277
,,,500.0,329.05265283584595,,500.0,1991,,,,172352,1763260419.3045018,,
0.4362550973892212,0.0,-0.5076450109481812,,330.18668961524963,0.0007953746244311333,,2002,575.0,0.008067234419286251,0.0507681630551815,173312,1763260420.4385386,-0.004433058202266693,0.00019608295406214893
0.4474007189273834,0.005859375,0.7684733867645264,,330.75360679626465,0.0033610472455620766,,2007,576.0,-0.0039959801360964775,0.01584915816783905,173824,1763260421.0054557,-0.009235940873622894,0.00019577573402784765
0.4899104833602905,0.0,0.6774693727493286,,331.7292766571045,0.0007539726793766022,,2016,577.0,0.0039393603801727295,0.013286545872688293,174720,1763260421.9811256,-0.009973814710974693,0.0001952380989678204
,,,500.0,332.0486030578613,,500.0,2019,,,,175055,1763260422.300452,,
,,,500.0,332.6154775619507,,500.0,2024,,,,175555,1763260422.8673265,,
0.43426406383514404,0.0,0.27240604162216187,,332.9855740070343,0.0005872910842299461,,2027,578.0,-1.8103979527950287e-05,0.0002519827103242278,175872,1763260423.237423,-0.004432743415236473,0.00019454685389064252
,,,500.0,333.1604869365692,,500.0,2029,,,,176055,1763260423.4123359,,
,,,500.0,333.67562651634216,,500.0,2034,,,,176555,1763260423.9274755,,
0.47533416748046875,0.0,-0.0005682706832885742,,335.22917652130127,0.0002348264679312706,,2045,580.0,0.0017584515735507011,294.2850341796875,177664,1763260425.4810255,-0.001247011125087738,0.00019347158377058804
0.38787245750427246,0.01953125,-4.49328088760376,,336.2689049243927,0.010878849774599075,,2051,580.0,-0.04725401848554611,0.00534532405436039,178304,1763260426.5207539,-0.03540831804275513,0.00019308755872771144
0.44072338938713074,0.0,-2.322732448577881,,336.43438363075256,0.001631324179470539,,2052,580.0,0.015172433108091354,0.0002447341976221651,178432,1763260426.6862326,-0.005306389182806015,0.00019301075371913612
0.4431540071964264,0.0,-0.12957501411437988,,339.51756262779236,0.0019369889050722122,,2070,580.0,0.01992023177444935,0.0045600952580571175,180224,1763260429.7694116,-0.014066597446799278,0.00019193548359908164
0.5118144154548645,0.0,-0.08483028411865234,,340.5746650695801,0.0021841945126652718,,2076,580.0,0.036591269075870514,0.00042188193765468895,180864,1763260430.826514,0.013302888721227646,0.00019155145855620503
,,,500.0,343.4947476387024,,500.0,2093,,,,182555,1763260433.7465966,,
0.4552524983882904,0.0,-0.0011548995971679688,,343.7182836532593,0.0002905623987317085,,2094,580.0,-0.0025200089439749718,466.08709716796875,182656,1763260433.9701326,-0.003447301685810089,0.00019047618843615055
,,,500.0,346.7376608848572,,500.0,2117,,,,185055,1763260436.9895098,,
0.5324538946151733,0.0,0.09503686428070068,,349.42454862594604,0.00093856081366539,,2141,585.0,0.008226441219449043,0.00015961090684868395,187520,1763260439.6763976,-0.0028388649225234985,0.00018755759811028838
0.522648274898529,0.068359375,0.38810402154922485,,349.97465229034424,0.014069701544940472,,2146,586.0,0.00969107635319233,0.00021788472076877952,188032,1763260440.2265012,-0.0051538944244384766,0.0001872503780759871
,,,500.0,350.00434160232544,,500.0,2147,,,,188055,1763260440.2561905,,
0.561430811882019,0.0,2.9802322387695312e-06,,350.137246131897,0.0011309478431940079,,2148,586.0,0.009901653975248337,646.7721557617188,188160,1763260440.389095,-0.009889364242553711,0.00018717357306741178
0.5216225981712341,0.0,0.0039629340171813965,,351.3485689163208,0.0018181493505835533,,2155,586.0,0.029472462832927704,0.0002861356479115784,188928,1763260441.6004179,0.01593298651278019,0.00018671274301595986
0.44818276166915894,0.0,-0.0002561807632446289,,354.27647972106934,0.0017143357545137405,,2172,586.0,-0.000697379931807518,482.857421875,190592,1763260444.5283287,0.005368877202272415,0.00018571429245639592
0.4870091676712036,0.0078125,-0.11241042613983154,,356.7568345069885,0.005282355472445488,,2185,586.0,0.02831185609102249,0.0001603279379196465,192000,1763260447.0086834,-0.022865500301122665,0.0001848694373620674
0.5043410658836365,0.0,0.00014072656631469727,,357.85342597961426,0.0009367996826767921,,2192,586.0,0.009639215655624866,401.3221130371094,192640,1763260448.105275,-0.016363125294446945,0.0001844854123191908
0.4671252369880676,0.0,-0.22389352321624756,,358.9409351348877,4.1387975215911865e-06,,2198,586.0,0.0004397854208946228,0.005122274160385132,193280,1763260449.192784,0.0010221470147371292,0.0001841013872763142
0.4743877053260803,0.0,0.15782785415649414,,359.173198223114,0.0011162394657731056,,2199,586.0,-0.0037434129044413567,0.0002443052362650633,193408,1763260449.4250472,-0.0010126754641532898,0.00018402458226773888
0.4790515899658203,0.0,-0.0001659393310546875,,361.37156987190247,4.434306174516678e-05,,2211,585.0,0.0008505666628479958,620.4832153320312,194560,1763260451.6234188,0.0012468472123146057,0.000183333337190561
0.5171235799789429,0.0,-0.12364768981933594,,362.05932450294495,0.0014029862359166145,,2214,585.0,0.00945004727691412,9.193833102472126e-05,194944,1763260452.3111734,8.149445056915283e-05,0.00018310292216483504
,,,500.0,363.0140423774719,,500.0,2220,,,,195555,1763260453.2658913,,
0.4925711750984192,0.0,-0.15611231327056885,,363.6660749912262,0.00029500387609004974,,2223,585.0,-0.0005640704184770584,0.0002665076754055917,195840,1763260453.917924,-0.0031668469309806824,0.0001825652871048078
,,,500.0,363.94691729545593,,500.0,2225,,,,196055,1763260454.1987662,,
0.5136737823486328,0.0,7.987022399902344e-05,,364.1487007141113,4.564505070447922e-05,,2226,585.0,-0.0003096228465437889,530.80322265625,196096,1763260454.4005497,0.0010669911280274391,0.00018241167708765715
0.471381813287735,0.001953125,-0.14142823219299316,,364.3662188053131,0.0014123059809207916,,2227,585.0,-0.0025286562740802765,0.004655327182263136,196224,1763260454.6180677,-0.013626933097839355,0.00018233487207908183
0.49924880266189575,0.0,-0.0001590251922607422,,365.03391194343567,0.00010468252003192902,,2231,585.0,-0.0003947839140892029,432.9755554199219,196608,1763260455.2857609,0.0019331350922584534,0.00018210445705335587
,,,500.0,365.7764570713043,,500.0,2235,,,,197055,1763260456.028306,,
0.5088241696357727,0.0,-8.547306060791016e-05,,366.94659543037415,0.00032140500843524933,,2241,585.0,0.00035881437361240387,394.4111633300781,197632,1763260457.1984444,0.0031451843678951263,0.0001814900169847533
0.476726233959198,0.0,0.019699454307556152,,368.2573456764221,0.001899823546409607,,2248,585.0,0.006456309929490089,0.0004737848648801446,198400,1763260458.5091946,-0.006813846528530121,0.0001810291869333014
,,,500.0,368.4960675239563,,500.0,2250,,,,198555,1763260458.7479165,,
0.4907623529434204,0.0,-0.03920483589172363,,369.04787850379944,0.00039209146052598953,,2253,585.0,-0.005662399344146252,0.000464709650259465,198912,1763260459.2997274,-0.006219521164894104,0.0001807219668990001
0.44041907787323,0.0,0.12179064750671387,,371.2271921634674,7.09332525730133e-05,,2272,587.0,0.000807538628578186,0.0003518784651532769,200832,1763260461.479041,-0.0025566667318344116,0.0001795698917703703
0.5044190287590027,0.0,-0.0001461505889892578,,372.0770764350891,0.0008202875033020973,,2280,587.0,-0.006278869695961475,432.0190124511719,201600,1763260462.3289254,0.0016371756792068481,0.00017910906171891838
0.4829673767089844,0.0,-0.000645756721496582,,373.80252385139465,1.6380101442337036e-05,,2295,589.0,-0.0009455308318138123,854.3062133789062,203136,1763260464.0543728,-0.0014692693948745728,0.00017818740161601454
0.5243514180183411,0.0,-0.06110942363739014,,374.2469656467438,0.000380735844373703,,2298,589.0,-0.0004831012338399887,0.00025000731693580747,203520,1763260464.4988146,0.0034623220562934875,0.00017795698659028858
0.4620254337787628,0.0,-0.00011789798736572266,,375.52444791793823,0.0009457534179091454,,2310,590.0,0.0031124958768486977,328.9180603027344,204672,1763260465.7762969,-0.003464415669441223,0.0001772657415131107
0.4640403985977173,0.0,0.04810458421707153,,375.7847354412079,0.0005581984296441078,,2312,591.0,0.009083864279091358,0.00020056181529071182,204928,1763260466.0365844,-0.003603953868150711,0.00017711213149596006
,,,500.0,376.4079043865204,,500.0,2318,,,,205555,1763260466.6597533,,
0.5100653767585754,0.0,-0.12540876865386963,,376.9211871623993,5.778484046459198e-05,,2322,592.0,0.004294333979487419,0.00019583282119128853,205952,1763260467.173036,-0.0008102878928184509,0.0001764976914273575
0.5132238268852234,0.0,-0.00011718273162841797,,377.0911374092102,3.106612712144852e-05,,2324,592.0,0.0020989784970879555,479.1165771484375,206080,1763260467.3429863,0.00307358056306839,0.00017642088641878217
0.5174489617347717,0.0,-2.0265579223632812e-06,,377.6476700305939,0.0005723359063267708,,2329,592.0,0.00015577208250761032,444.23406982421875,206592,1763260467.899519,0.0027191750705242157,0.0001761136663844809
0.45829686522483826,0.0,-5.447864532470703e-05,,378.7379674911499,0.0008755521848797798,,2339,593.0,0.01436473149806261,550.6239013671875,207616,1763260468.9898164,0.007846957072615623,0.00017549922631587833
,,,500.0,379.1503818035126,,500.0,2343,,,,208055,1763260469.4022307,,
,,,500.0,379.6801588535309,,500.0,2348,,,,208555,1763260469.9320078,,
0.5123465657234192,0.0,-0.00011599063873291016,,380.36608362197876,0.00041880179196596146,,2354,595.0,-0.0037923967465758324,554.9149169921875,209152,1763260470.6179326,0.001613527536392212,0.0001745775662129745
,,,500.0,381.3193287849426,,500.0,2363,,,,210055,1763260471.5711777,,
0.4974902868270874,0.0,0.08000338077545166,,384.17619276046753,0.00140313059091568,,2389,599.0,0.003586072474718094,0.005115649197250605,212736,1763260474.4280417,-0.005075637251138687,0.00017242704052478075
0.5215051174163818,0.0,0.06166476011276245,,384.7144663333893,0.00035597290843725204,,2394,599.0,0.0065067848190665245,0.005212027579545975,213248,1763260474.9663153,-0.008072525262832642,0.00017211982049047947
,,,500.0,388.0538775920868,,500.0,2426,,,,216555,1763260478.3057265,,
0.5655180215835571,0.0,-0.27220618724823,,388.53785467147827,0.000687895342707634,,2430,603.0,0.001674499362707138,0.00016189887537620962,216960,1763260478.7897036,0.0024900659918785095,0.00016989247524179518
0.5056776404380798,0.0,0.009739995002746582,,390.5631694793701,9.334273636341095e-05,,2449,605.0,0.007203565910458565,0.00018949774676002562,218880,1763260480.8150184,0.0005948618054389954,0.00016874040011316538
0.5683210492134094,0.0,0.09045791625976562,,392.351779460907,0.002156446687877178,,2465,607.0,0.007888092659413815,0.00018082582391798496,220544,1763260482.6036284,-0.0005839802324771881,0.00016774193500168622
0.532408595085144,0.0,-7.43865966796875e-05,,395.31862020492554,0.0004477035254240036,,2491,609.0,-0.0063308048993349075,445.0329284667969,223104,1763260485.5704691,0.0032496750354766846,0.0001662058348301798
0.5846567153930664,0.0,-0.04263746738433838,,395.5755681991577,0.0006112856790423393,,2493,609.0,-0.0014591393992304802,0.00020527785818558186,223360,1763260485.8274171,-0.003459714353084564,0.00016605222481302917
0.4686569571495056,0.0,-0.0011693239212036133,,396.9654424190521,0.00010729581117630005,,2506,610.0,-0.0004532802850008011,220.39964294433594,224640,1763260487.2172914,-0.00084645114839077,0.00016528417472727597
0.5774178504943848,0.0,-0.6561887264251709,,397.95088720321655,0.0008673891425132751,,2514,611.0,-0.00718013197183609,9.641267388360575e-05,225536,1763260488.2027361,0.00898166373372078,0.00016474653966724873
,,,500.0,397.9595351219177,,500.0,2515,,,,225555,1763260488.211384,,
,,,500.0,398.48783826828003,,500.0,2520,,,,226055,1763260488.7396872,,
0.5475017428398132,0.0,0.044693171977996826,,399.95777106285095,0.0002726605162024498,,2533,613.0,-0.003205695189535618,0.00012808878091163933,227456,1763260490.20962,-0.0012651830911636353,0.00016359446453861892
0.4789885878562927,0.0,-8.845329284667969e-05,,401.0813567638397,0.0007769176736474037,,2540,613.0,0.00443591084331274,94.16903686523438,228096,1763260491.3332057,0.0038837604224681854,0.00016321043949574232
0.5642370581626892,0.0,-0.22446691989898682,,402.28614234924316,0.0008675558492541313,,2547,613.0,0.001622467301785946,0.00022060652554500848,228864,1763260492.5379913,-0.0028427690267562866,0.0001627496094442904
0.504433274269104,0.0,-5.8531761169433594e-05,,405.4803762435913,0.00016842875629663467,,2570,614.0,-0.0015951087698340416,356.82916259765625,231168,1763260495.7322252,3.0387192964553833e-05,0.00016136713384184986
0.5358008146286011,0.0,-0.18267428874969482,,405.6890649795532,0.0005714111030101776,,2571,614.0,-0.00219055637717247,0.004447721876204014,231296,1763260495.940914,-0.00811399519443512,0.00016129032883327454
0.5065953731536865,0.0,-0.001881718635559082,,406.5310471057892,3.0798837542533875e-06,,2576,614.0,0.00023552123457193375,0.0013448633253574371,231808,1763260496.782896,-0.0003962665796279907,0.00016098310879897326
0.5054904222488403,0.0,0.04455304145812988,,406.7024812698364,1.6644597053527832e-05,,2577,614.0,-0.0013821255415678024,0.00013140705414116383,231936,1763260496.9543302,0.000662732869386673,0.00016090630379039794
,,,500.0,410.69747710227966,,500.0,2608,,,,235055,1763260500.949326,,
0.5815589427947998,0.0,-0.03650772571563721,,410.9596540927887,0.0002566240727901459,,2610,616.0,0.006927108392119408,0.0033389038871973753,235264,1763260501.211503,-0.00025332532823085785,0.00015890937356743962
,,,131.0,413.09491777420044,,131.0,2630,,,,237186,1763260503.3467667,,
0.5730504989624023,0.0,-0.032866716384887695,,413.72565627098083,0.001123957335948944,,2636,618.0,-0.01774883083999157,0.00537682743743062,237824,1763260503.9775052,-0.002582212910056114,0.0001573732733959332
0.6049544811248779,0.0,-0.10844635963439941,,414.7715640068054,0.001590745523571968,,2646,619.0,0.0001309756189584732,0.005109601654112339,238848,1763260505.023413,-0.01691574603319168,0.00015675883332733065
0.5514744520187378,0.0,-0.08222603797912598,,414.9003441333771,0.0002098018303513527,,2647,619.0,0.0028330637142062187,0.0002287666720803827,238976,1763260505.152193,0.00011519715189933777,0.00015668202831875533
0.5724258422851562,0.0,-0.10265862941741943,,415.01432037353516,2.737436443567276e-05,,2648,619.0,-0.0010574115440249443,0.00016732708900235593,239104,1763260505.2661693,0.0004304051399230957,0.00015660522331018
0.6105068922042847,0.0,-0.031304240226745605,,417.0959668159485,0.0007748370990157127,,2668,621.0,0.0019743582233786583,0.00015530327800661325,241152,1763260507.3478158,0.0022636372596025467,0.00015537634317297488
0.60014408826828,0.001953125,0.04224991798400879,,417.57876896858215,0.005118081346154213,,2673,622.0,-0.018539000302553177,0.00012990209506824613,241664,1763260507.830618,-0.02723342925310135,0.0001550691231386736
,,,500.0,418.4961667060852,,500.0,2683,,,,242686,1763260508.7480156,,
0.5865628123283386,0.0,-0.04861116409301758,,418.9605596065521,1.0913237929344177e-05,,2687,623.0,1.531466841697693e-05,0.00015347918088082224,243072,1763260509.2124085,-0.0005299709737300873,0.00015422426804434508
0.549548864364624,0.0,-0.0001361370086669922,,419.1079156398773,1.3304874300956726e-05,,2689,623.0,0.0010870490223169327,454.7685852050781,243200,1763260509.3597646,0.0006863251328468323,0.00015414746303576976
0.6286434531211853,0.0,0.010752499103546143,,419.4682822227478,7.186178117990494e-05,,2692,624.0,0.002708747051656246,0.00017268877127207816,243584,1763260509.7201312,0.0019218549132347107,0.0001539170480100438
0.545002281665802,0.0,0.00020837783813476562,,423.5258164405823,0.001092778518795967,,2732,627.0,-0.006053546443581581,236.29786682128906,247552,1763260513.7776654,-0.00519099086523056,0.00015153609274420887
0.5317843556404114,0.0,2.682209014892578e-06,,425.8555109500885,0.0004429752007126808,,2752,629.0,0.00547237042337656,540.0302734375,249600,1763260516.10736,-0.006893441081047058,0.00015030721260700375
0.5291046500205994,0.0,6.318092346191406e-06,,426.37831687927246,0.00011608749628067017,,2757,629.0,0.0027929209172725677,422.3274841308594,250112,1763260516.6301658,-0.003206651657819748,0.0001500000071246177
0.4945150911808014,0.0,-0.038262009620666504,,427.9800658226013,0.0005129780620336533,,2772,631.0,0.006692072376608849,0.004892032593488693,251648,1763260518.2319148,-0.004008067771792412,0.00014907834702171385
0.5377933382987976,0.0,-0.04438769817352295,,429.06195521354675,0.0009677689522504807,,2782,631.0,0.0111081562936306,0.005196495912969112,252672,1763260519.3138041,0.014267660677433014,0.0001484639069531113
0.552122950553894,0.0,0.15158480405807495,,429.18454003334045,0.0008045928552746773,,2783,631.0,-0.0047090863808989525,0.00017515286162961274,252800,1763260519.436389,0.0028827115893363953,0.00014838710194453597
0.49419254064559937,0.0,-0.19795000553131104,,430.2604887485504,0.0009333929046988487,,2793,632.0,0.0013200389221310616,0.00022321681899484247,253824,1763260520.5123377,-0.0055453963577747345,0.0001477726618759334
0.5581873059272766,0.0,-4.506111145019531e-05,,433.6488537788391,0.0004898691549897194,,2824,635.0,-0.00010183360427618027,425.7083435058594,257024,1763260523.9007027,-0.005388984456658363,0.0001458525366615504
,,,500.0,435.69266271591187,,500.0,2843,,,,259012,1763260525.9445117,,
0.5847834944725037,0.0,0.015502989292144775,,437.28805112838745,0.0003448519855737686,,2857,638.0,0.0011099185794591904,0.00012254844477865845,260480,1763260527.5399,-0.005819415673613548,0.00014377880143001676
,,,500.0,439.7897083759308,,500.0,2882,,,,263012,1763260530.0415573,,
0.5243106484413147,0.00390625,0.27049416303634644,,440.67155933380127,0.003957647830247879,,2890,641.0,0.03875824809074402,0.009503739885985851,263808,1763260530.9234083,-0.016558468341827393,0.00014178187120705843
0.5656452775001526,0.0,-0.17567670345306396,,443.0226848125458,0.00031614862382411957,,2911,642.0,0.0011165011674165726,0.00020992857753299177,265984,1763260533.2745337,-0.011337727308273315,0.00014047618606127799
0.4908832311630249,0.0,0.3375402092933655,,445.60228753089905,0.00015345215797424316,,2935,644.0,0.006721410900354385,0.00013025446969550103,268416,1763260535.8541365,-0.0030185841023921967,0.0001390168908983469
0.538812518119812,0.0,0.04927229881286621,,447.0424892902374,3.3595599234104156e-05,,2949,645.0,-0.005494560115039349,0.00020354060688987374,269824,1763260537.2943382,0.0008832104504108429,0.00013817203580401838
0.49580633640289307,0.0,-0.9059443473815918,,448.1981391906738,0.00018345750868320465,,2960,646.0,-0.005882367491722107,0.00023889377189334482,270976,1763260538.4499881,-0.0010371771641075611,0.00013748080527875572
0.5108931660652161,0.0,0.00018584728240966797,500.0,449.76214933395386,0.0013566641137003899,500.0,2975,647.0,-0.0014815060421824455,744.979736328125,272512,1763260540.0139983,0.005165368318557739,0.00013655914517585188
,,,500.0,451.2807559967041,,500.0,2989,,,,274012,1763260541.532605,,
0.5074129104614258,0.0,0.5270987749099731,,452.15304350852966,0.0020654918625950813,,2997,649.0,0.033844348043203354,0.00030239930492825806,274816,1763260542.4048924,-0.013569727540016174,0.00013517665502149612
0.5142334699630737,0.0,-0.5882169008255005,,453.64272260665894,0.0006123194471001625,,3011,650.0,0.0013616913929581642,0.0035934001207351685,276224,1763260543.8945715,-0.012458618730306625,0.0001343317999271676
0.48672324419021606,0.0,0.46813690662384033,,457.95715379714966,0.00027932412922382355,,3051,653.0,0.004598928615450859,0.0007100138464011252,280320,1763260548.2090027,-0.004452362656593323,0.00013187403965275735
,,,500.0,458.09018778800964,,500.0,3053,,,,280512,1763260548.3420367,,
0.5390733480453491,0.0,-0.809270977973938,,459.5293924808502,0.0003986489027738571,,3066,654.0,0.0017917826771736145,0.00043050365638919175,281856,1763260549.7812414,0.005435028113424778,0.0001309523795498535
0.4887993037700653,0.0,-2.396852493286133,,459.95462703704834,0.00020838994532823563,,3070,655.0,0.0030617667362093925,0.005043644458055496,282240,1763260550.206476,0.002395572140812874,0.00013072196452412754
0.4718104898929596,0.0,-0.0004248619079589844,,461.2719626426697,3.280583769083023e-05,,3083,656.0,0.0005939053371548653,175.17330932617188,283520,1763260551.5238116,-0.0011035576462745667,0.00012995391443837434
0.4547039568424225,0.0,0.0015125870704650879,,462.93005323410034,0.0001454818993806839,,3098,657.0,0.0026164893060922623,464.1866455078125,285056,1763260553.1819022,0.0028583258390426636,0.0001290322543354705
0.5136085748672485,0.0,0.0022035837173461914,,463.47704577445984,0.0007123611867427826,,3103,657.0,0.0014619920402765274,551.8932495117188,285568,1763260553.7288947,0.01029910147190094,0.00012872503430116922
,,,500.0,466.0470464229584,,500.0,3127,,,,288012,1763260556.2988954,,
0.47651785612106323,0.0078125,0.8828988671302795,,466.2998397350311,0.006174449808895588,,3129,659.0,0.023989785462617874,0.006484901532530785,288256,1763260556.5516887,-0.0438041090965271,0.0001271121291210875
0.5463733673095703,0.0,0.002186000347137451,,467.65423941612244,7.53970816731453e-05,,3141,660.0,0.00434850063174963,356.60552978515625,289536,1763260557.9060884,0.0023020952939987183,0.0001263440790353343
0.49229368567466736,0.00390625,0.029855847358703613,,467.907835483551,0.005632402375340462,,3143,660.0,0.02401093952357769,0.001108404598198831,289792,1763260558.1596844,-0.02487698197364807,0.00012619046901818365
0.5022988319396973,0.0,0.005006372928619385,,468.18586444854736,0.00028788577765226364,,3146,660.0,0.003174164332449436,515.9303588867188,290048,1763260558.4377134,-0.00395597517490387,0.00012603687355294824
,,,500.0,470.7517535686493,,500.0,3170,,,,292512,1763260561.0036025,,
0.5053262710571289,0.025390625,-0.1528491973876953,,472.29931449890137,0.007430057041347027,,3183,663.0,0.037827830761671066,0.0006980209145694971,293888,1763260562.5511634,-0.011007487773895264,0.00012373272329568863
0.4674083888530731,0.0,0.22002029418945312,,472.91270089149475,0.0020476151257753372,,3188,663.0,0.0030126087367534637,0.0010320347500965,294400,1763260563.1645498,0.00011420994997024536,0.00012342550326138735
0.517485499382019,0.0,0.8508092164993286,,476.00650691986084,0.00012587103992700577,,3217,665.0,0.004594900645315647,0.0006590833072550595,297344,1763260566.2583559,-0.0014644637703895569,0.00012165898806415498
,,,500.0,476.7078433036804,,500.0,3224,,,,298012,1763260566.9596922,,
0.434650719165802,0.0,0.8783337473869324,,479.0788505077362,0.002987900748848915,,3247,667.0,0.004555819556117058,0.0008351868018507957,300416,1763260569.3306994,-0.01204133965075016,0.0001198156678583473
0.40869277715682983,0.0,0.9909752011299133,,479.35645174980164,8.387491106987e-05,,3250,667.0,0.0022187698632478714,0.0026606936007738113,300672,1763260569.6083007,-0.0037445127964019775,0.00011966205784119666
0.4791285991668701,0.0,0.5583431720733643,,479.6132345199585,0.002315211109817028,,3252,668.0,0.010932710953056812,0.0019277662504464388,300928,1763260569.8650835,-0.0026685744524002075,0.00011950844782404602
0.4034326672554016,0.0,0.19276446104049683,,479.85979652404785,0.002810240723192692,,3255,668.0,0.02208380028605461,0.006136280484497547,301184,1763260570.1116455,-0.01685439981520176,0.00011935483780689538
0.3897205889225006,0.0,0.013573408126831055,,480.2382080554962,4.7995708882808685e-05,,3259,668.0,0.002334519289433956,644.5013427734375,301568,1763260570.490057,0.0023528411984443665,0.00011912442278116941
0.4028727412223816,0.0,-1.6051883697509766,,481.64802503585815,0.0014784839004278183,,3272,669.0,-0.0014917626976966858,0.0018215145682916045,302976,1763260571.899874,-0.012461328878998756,0.00011827956768684089
0.44265347719192505,0.0,0.8783245086669922,,481.88653016090393,0.00046092085540294647,,3275,669.0,0.006551804021000862,0.004096829332411289,303232,1763260572.138379,-0.0037868544459342957,0.00011812595766969025
0.4872211217880249,0.0,-0.0811225175857544,,482.0092840194702,0.0011762985959649086,,3276,669.0,-0.004644027911126614,0.0009267845889553428,303360,1763260572.261133,0.009753458201885223,0.00011804915266111493
,,,500.0,484.0916874408722,,500.0,3296,,,,305512,1763260574.3435364,,
0.45996829867362976,0.0,-0.3455466032028198,,484.42686104774475,7.380172610282898e-05,,3299,671.0,0.00032349489629268646,0.0022832313552498817,305792,1763260574.67871,0.0033450210466980934,0.00011658986477414146
0.37613049149513245,0.0,0.8610272407531738,,488.02710342407227,0.0003308672457933426,,3338,675.0,0.0012642815709114075,0.0011933929054066539,309760,1763260578.2789524,0.00037648528814315796,0.00011420890950830653
0.4247397780418396,0.0,0.00717395544052124,,489.1692123413086,9.739678353071213e-05,,3351,676.0,-0.0011847494170069695,429.7254943847656,311040,1763260579.4210613,-0.0020690932869911194,0.00011344085942255333
0.3209993243217468,0.0,0.9194892048835754,,489.7201428413391,0.0015962859615683556,,3357,676.0,0.011187669821083546,0.0043626753613352776,311680,1763260579.9719918,-0.0020167455077171326,0.00011305683437967673
,,,500.0,489.9657771587372,,500.0,3360,,,,312012,1763260580.217626,,
0.43676453828811646,0.0,-3.2734928131103516,,493.5393736362457,0.0007127402350306511,,3398,680.0,0.002915256656706333,0.002589978277683258,315904,1763260583.7912226,0.0011054277420043945,0.00011052227637264878
0.37439239025115967,0.0,0.8018920421600342,,493.76014471054077,0.0007591983303427696,,3401,680.0,0.004658476449549198,0.001963090617209673,316160,1763260584.0119936,-0.003138989210128784,0.00011036866635549814
0.34117794036865234,0.0,0.6811822056770325,,494.2099139690399,0.0017079729586839676,,3406,680.0,0.027021298184990883,0.004675885662436485,316672,1763260584.461763,-0.027712764218449593,0.00011006144632119685
0.4117373824119568,0.0,0.5124897956848145,,494.34734416007996,0.0022112634032964706,,3407,681.0,0.003407523036003113,0.0011580020654946566,316800,1763260584.599193,0.009231135249137878,0.00010998464131262153
,,,500.0,495.39950156211853,,500.0,3419,,,,318012,1763260585.6513505,,
0.3176676630973816,0.0,0.7285044193267822,,496.083167552948,0.0005938960239291191,,3426,682.0,0.010003370232880116,0.004187768790870905,318720,1763260586.3350165,-0.007144127041101456,0.00010883256618399173
0.3902149498462677,0.001953125,0.09979939460754395,,496.3460717201233,0.004330956377089024,,3428,682.0,0.02203773707151413,0.001769030699506402,318976,1763260586.5979207,-0.020699702203273773,0.00010867895616684109
0.3492855131626129,0.0,0.006903231143951416,,496.95617866516113,0.0002605915069580078,,3435,683.0,-0.0007846280932426453,312.5833740234375,319616,1763260587.2080276,-0.0012410357594490051,0.00010829493112396449
0.345837265253067,0.0,0.8224079608917236,,498.49701380729675,6.526336073875427e-05,,3450,684.0,0.0010577961802482605,0.0010104365646839142,321280,1763260588.7488627,-0.0016407668590545654,0.00010729646601248533
0.40775424242019653,0.0,-0.6491665840148926,,498.61317777633667,2.837739884853363e-06,,3451,684.0,-0.0005316054448485374,0.0017704260535538197,321408,1763260588.8650267,-0.0002673119306564331,0.00010721966100391
,,,500.0,499.5573284626007,,500.0,3462,,,,322512,1763260589.8091774,,
0.38154712319374084,0.033203125,0.6153905391693115,,500.893905878067,0.009622881188988686,,3476,686.0,0.006811434403061867,0.0015671845758333802,323968,1763260591.1457548,-0.012748923152685165,0.0001056835608324036
0.39153286814689636,0.0,0.5045342445373535,,501.12152791023254,0.00017477106302976608,,3479,687.0,0.005333042703568935,0.004438614472746849,324224,1763260591.3733768,0.0010266825556755066,0.00010552995081525296
0.33146756887435913,0.001953125,0.9247884154319763,,502.92284321784973,0.0012175468727946281,,3498,688.0,-0.009925940074026585,0.003204300766810775,326144,1763260593.1746922,-0.008503569290041924,0.00010437788296258077
0.43014246225357056,0.0,0.8959962725639343,,503.362566947937,0.001990780234336853,,3503,688.0,0.0071580372750759125,0.0020739445462822914,326656,1763260593.614416,-0.009500518441200256,0.00010407066292827949
