losses/approx_kl,losses/policy_loss,losses/old_approx_kl,_timestamp,losses/value_loss,charts/episodic_return,_step,losses/clipfrac,losses/explained_variance,_runtime,losses/entropy,charts/learning_rate,global_step,charts/SPS,charts/episodic_length
4.431791603565216e-05,0.0004856884479522705,-0.0015606936067342758,1763260148.7120638,95.68965911865234,,213,0.0,0.6612504720687866,57.6583788394928,0.5920427441596985,0.00029347158852033317,11008,375.0,
9.03736799955368e-05,-0.003502432256937027,0.0016117151826620102,1763260149.2417855,75.92118072509766,,217,0.0,0.06113404035568237,58.18810057640076,0.5950444936752319,0.00029331797850318253,11264,377.0,
0.0005631214007735252,0.009916596114635468,-0.007917617447674274,1763260150.620022,91.92366790771484,,228,0.0,0.13408613204956055,59.56633710861206,0.6010436415672302,0.00029293395346030593,11904,381.0,
3.928877413272858e-05,-0.0007292069494724274,0.001539323478937149,1763260151.3958344,76.22523498535156,,233,0.0,0.3544803261756897,60.34214949607849,0.5793895721435547,0.00029270353843457997,12288,384.0,
1.611560583114624e-05,-0.00046078115701675415,0.0016674995422363281,1763260153.681107,88.01309204101562,,251,0.0,-0.011705636978149414,62.62742209434509,0.6015324592590332,0.0002920122933574021,13440,392.0,
,,,1763260154.6293452,,135.0,259,,,63.57566022872925,,,13962,,135.0
,,,1763260155.3566942,,173.0,265,,,64.3030092716217,,,14442,,173.0
,,,1763260156.3467999,,144.0,273,,,65.29311490058899,,,14934,,144.0
0.00012528803199529648,-0.003818940371274948,-7.457565516233444e-05,1763260156.5554814,65.16670227050781,,274,0.0,0.2980271577835083,65.50179648399353,0.5273245573043823,0.00029109063325449824,14976,403.0,
0.0001698080450296402,-0.004117253236472607,0.0012402553111314774,1763260158.9462073,52.28553009033203,,292,0.0,0.745315670967102,67.89252233505249,0.5744937062263489,0.00029032258316874504,16256,411.0,
0.00018589012324810028,0.0012889951467514038,-0.0021182596683502197,1763260163.0673816,54.666770935058594,,321,0.0,0.16002720594406128,72.01369667053223,0.5437057018280029,0.0002890937030315399,18304,419.0,
0.00013175327330827713,0.004648640751838684,-0.0017855046316981316,1763260163.9631937,41.71275329589844,,327,0.0,0.20677095651626587,72.90950870513916,0.6072149276733398,0.00028886328800581396,18688,419.0,
,,,1763260164.3319173,,126.0,330,,,73.27823233604431,,,18889,,126.0
5.205720663070679e-05,-0.0005383230745792389,0.0011296048760414124,1763260164.8389137,63.702579498291016,,332,0.0,0.22352129220962524,73.78522872924805,0.5787778496742249,0.000288632872980088,19072,420.0,
7.875729352235794e-05,0.0011448562145233154,-0.0017107455059885979,1763260165.770331,53.38225555419922,,337,0.0,0.6260631084442139,74.71664595603943,0.6077896952629089,0.00028840245795436203,19456,419.0,
4.132278263568878e-06,0.0002576187252998352,-0.00036111753433942795,1763260166.424769,54.354862213134766,,340,0.0,0.28986263275146484,75.37108397483826,0.567249059677124,0.0002882488479372114,19712,419.0,
,,,1763260171.4701307,,163.0,370,,,80.4164457321167,,,21936,,163.0
,,,1763260172.285563,,206.0,375,,,81.23187804222107,,,22362,,206.0
0.00016489531844854355,-0.0044088214635849,-0.0009620701894164085,1763260175.4878817,33.16148376464844,,396,0.0,0.40663886070251465,84.43419671058655,0.5891856551170349,0.00028579108766280115,23808,424.0,
0.00020980928093194962,-0.0026649683713912964,-0.004509082995355129,1763260180.1195476,100.7266845703125,,425,0.0,0.07070791721343994,89.06586265563965,0.5161114931106567,0.0002844854025170207,25984,428.0,
,,,1763260182.7170632,,130.0,441,,,91.66337823867798,,,27342,,130.0
0.0003891950473189354,-0.005777347832918167,0.0021032122895121574,1763260184.2396448,9.39015007019043,,450,0.0,0.9653089642524719,93.185959815979,0.6070874333381653,0.0002832565223798156,28032,432.0,
0.00042745936661958694,-0.0024525225162506104,0.010241360403597355,1763260187.3728523,29.783355712890625,,471,0.0,-0.050246238708496094,96.31916737556458,0.5671233534812927,0.00028233486227691174,29568,435.0,
,,,1763260188.8473015,,117.0,481,,,97.79361653327942,,,30356,,117.0
0.0010803639888763428,0.0009750574827194214,-0.0037215985357761383,1763260190.1298027,5.651461601257324,,490,0.0,0.9847517013549805,99.07611775398254,0.582862913608551,0.0002814900071825832,30976,438.0,
2.732500433921814e-06,0.00016206875443458557,0.00016150996088981628,1763260192.3673592,22.132919311523438,,504,0.0,0.07912850379943848,101.31367421150208,0.5720604658126831,0.00028079876210540533,32128,440.0,
0.007530988194048405,-0.004581421613693237,-0.03606086224317551,1763260194.2123563,44.87425231933594,,515,0.046875,0.8080912828445435,103.15867137908936,0.5561060905456543,0.0002802611270453781,33024,441.0,
4.143174737691879e-05,-0.0006068386137485504,0.0017331195995211601,1763260196.9530168,15.411713600158691,,530,0.0,0.3991652727127075,105.89933180809021,0.6009804010391235,0.00027941627195104957,34432,444.0,
2.4084001779556274e-06,-0.00012067705392837524,-0.00024325214326381683,1763260198.5024402,264.5071716308594,,539,0.0,-0.005244135856628418,107.44875526428223,0.5896689295768738,0.00027895544189959764,35200,445.0,
,,,1763260199.807622,,284.0,547,,,108.7539370059967,,,35897,,284.0
0.0005379989743232727,0.011187776923179626,0.007916640490293503,1763260201.141691,298.08843994140625,,555,0.0,0.06696194410324097,110.08800601959229,0.5454452037811279,0.00027818739181384444,36480,446.0,
0.00025061145424842834,-0.008360251784324646,0.005807060748338699,1763260201.9004653,10.08423137664795,,559,0.0,0.7274361848831177,110.84678030014038,0.570023775100708,0.0002779569767881185,36864,447.0,
0.00012264400720596313,-0.001624380238354206,0.0007561706006526947,1763260203.2441416,169.85140991210938,,568,0.0,0.0035855770111083984,112.19045662879944,0.6069568395614624,0.0002775729517452419,37504,447.0,
7.287971675395966e-05,0.0018307007849216461,-0.0005925949662923813,1763260207.711232,192.7137908935547,,595,0.0,-0.09518098831176758,116.65754699707031,0.6077752113342285,0.00027619049069471657,39808,450.0,
,,,1763260210.8010223,,107.0,612,,,119.7473373413086,,,41356,,107.0
3.487803041934967e-05,-0.00016935914754867554,0.00022096745669841766,1763260211.2501757,12.284525871276855,,614,0.0,-1.3658244609832764,120.19649076461792,0.5407840013504028,0.0002751152205746621,41600,453.0,
,,,1763260213.8613389,,255.0,630,,,122.80765390396118,,,42938,,255.0
0.0034151868894696236,-0.028839007019996643,0.015770109370350838,1763260214.892625,156.5036163330078,,636,0.001953125,0.5602563619613647,123.8389401435852,0.5588915944099426,0.0002740399504546076,43392,454.0,
,,,1763260215.437951,,168.0,640,,,124.38426613807678,,,43706,,168.0
,,,1763260217.1663175,,391.0,650,,,126.11263251304626,,,44597,,391.0
,,,1763260219.6079233,,253.0,664,,,128.55423831939697,,,45776,,253.0
,,,1763260223.167268,,282.0,684,,,132.11358308792114,,,47556,,282.0
0.00012931320816278458,-0.0011587664484977722,0.00393314566463232,1763260224.1994536,4.597433567047119,,689,0.0,0.04443591833114624,133.14576864242554,0.5968318581581116,0.0002712749701458961,48000,458.0,
0.00017827562987804413,-0.0008801780641078949,0.0019952449947595596,1763260225.818948,8.466665267944336,,698,0.0,0.7432147264480591,134.76526308059692,0.5668980479240417,0.00027081414009444416,48768,458.0,
0.0005634203553199768,0.0021584704518318176,0.012126164510846138,1763260226.604777,2.9661154747009277,,702,0.0,0.33810102939605713,135.55109214782715,0.5463597178459167,0.0002705837250687182,49152,458.0,
0.0006537139415740967,0.0026883408427238464,0.005898736417293549,1763260227.6263583,4.286629676818848,,707,0.0,-0.36259758472442627,136.57267332077026,0.6021337509155273,0.0002702765050344169,49664,459.0,
2.499762922525406e-05,-0.001627802848815918,0.0026238495483994484,1763260231.8106966,2.9448299407958984,,729,0.0,-0.0936356782913208,140.7570116519928,0.5425118207931519,0.0002690476248972118,51712,460.0,
,,,1763260237.0902596,,495.0,757,,,146.03657460212708,,,54417,,495.0
,,,1763260238.079389,,500.0,762,,,147.02570414543152,,,54917,,500.0
3.34717333316803e-05,-0.0029070451855659485,-0.0011432506144046783,1763260238.8606734,520.4861450195312,,767,0.0,0.0005728006362915039,147.8069884777069,0.5104878544807434,0.0002668970846571028,55296,463.0,
0.0004331236705183983,-0.0023219548165798187,-0.013655134476721287,1763260240.3186681,1.2661237716674805,,775,0.0,-0.052529096603393555,149.26498317718506,0.523959219455719,0.0002664362546056509,56064,463.0,
0.00012030452489852905,3.207474946975708e-06,0.002899676561355591,1763260242.698145,1.0071749687194824,,788,0.0,-0.0004943609237670898,151.64445996284485,0.5234112739562988,0.0002656682045198977,57344,465.0,
0.0011860160157084465,-0.005329728126525879,0.006167738698422909,1763260244.3390777,338.7320556640625,,797,0.0,0.005683302879333496,153.28539276123047,0.5142430067062378,0.00026513056945987046,58240,466.0,
,,,1763260245.9752076,,500.0,806,,,154.9215226173401,,,59213,,500.0
0.00011490471661090851,-0.0015688501298427582,0.00022326409816741943,1763260247.864995,0.20091372728347778,,815,0.0,0.11901646852493286,156.8113100528717,0.4941171407699585,0.00026397849433124065,60160,468.0,
0.007270620204508305,-0.021990478038787842,0.02831081673502922,1763260256.6408076,0.0639769583940506,,863,0.009765625,0.29907459020614624,165.5871226787567,0.4946213960647583,0.0002612135140225291,64768,472.0,
0.003162981942296028,-0.015651248395442963,-0.002961689606308937,1763260258.3623796,0.003927427344024181,,872,0.01171875,-0.22501718997955322,167.30869460105896,0.47202157974243164,0.0002606758789625019,65664,472.0,
0.0016579432412981987,-0.0004680156707763672,0.0023727072402834892,1763260259.0772104,0.005885128863155842,,876,0.0,0.13089978694915771,168.0235254764557,0.5733395218849182,0.0002604454639367759,66048,472.0,
0.00339677557349205,-0.03294464573264122,0.023808762431144714,1763260268.189086,0.00017253986152354628,,922,0.001953125,0.6725003719329834,177.1354010105133,0.460886687040329,0.0002576036786194891,70784,475.0,
0.009636827744543552,-0.03558430075645447,0.02032655104994774,1763260269.6608956,0.00021711888257414103,,930,0.029296875,-0.10607492923736572,178.60721063613892,0.432169646024704,0.00025714284856803715,71552,476.0,
0.003421599045395851,0.017459765076637268,-0.02491912618279457,1763260271.1494277,564.9334716796875,,938,0.001953125,-0.0004298686981201172,180.09574270248413,0.45773178339004517,0.00025668201851658523,72320,476.0,
0.0016011213883757591,0.010916747152805328,0.012107268907129765,1763260271.846695,0.00020944600692018867,,941,0.0,0.3087204694747925,180.79300999641418,0.48569756746292114,0.00025645160349085927,72704,477.0,
,,,1763260271.9005718,,500.0,942,,,180.84688687324524,,,72797,,500.0
0.0001355176791548729,-0.001706298440694809,-0.0004007769748568535,1763260273.1010387,462.6079406738281,,948,0.0,-0.0001201629638671875,182.04735374450684,0.5260696411132812,0.00025606757844798267,73344,477.0,
0.0005868133157491684,-0.013121366500854492,-0.008558554574847221,1763260278.2231748,0.0075979409739375114,,974,0.0,-0.909339427947998,187.16948986053467,0.43316030502319336,0.00025445467326790094,76032,478.0,
0.002727355808019638,-0.010992981493473053,0.023663131520152092,1763260279.4224603,0.0006159808253869414,,980,0.00390625,0.5115094184875488,188.36877536773682,0.4832809865474701,0.00025407064822502434,76672,479.0,
0.0016888407990336418,-0.006900891661643982,-0.0009255530312657356,1763260280.3451092,0.00019869116658810526,,985,0.001953125,0.39397305250167847,189.29142427444458,0.5256729125976562,0.00025376342819072306,77184,479.0,
0.0023299474269151688,-0.0015624398365616798,-0.023687468841671944,1763260282.2814748,0.00010235587251372635,,995,0.0,-0.16836810111999512,191.22778987884521,0.5233598947525024,0.0002531489881221205,78208,480.0,
0.00201475340873003,-0.012400760315358639,0.005578682757914066,1763260282.5688455,297.4507141113281,,997,0.0,-2.5391578674316406e-05,191.5151605606079,0.5309951901435852,0.0002530721831135452,78336,480.0,
,,,1763260286.0175233,,439.0,1015,,,194.96383833885193,,,80236,,439.0
,,,1763260286.958169,,500.0,1020,,,195.9044840335846,,,80736,,500.0
0.0010903328657150269,-0.018065225332975388,-0.012639708817005157,1763260289.0320427,0.004002089612185955,,1031,0.0,-0.22189700603485107,197.97835779190063,0.5176529288291931,0.000250998476985842,81792,482.0,
0.0008146148175001144,-0.008475039154291153,-0.009135454893112183,1763260291.2728705,567.494140625,,1050,0.0,0.010539531707763672,200.21918559074402,0.45216435194015503,0.0002499232068657875,83584,486.0,
0.0017150873318314552,-0.01326049119234085,0.01264206599444151,1763260291.6026914,0.05720096081495285,,1053,0.0,-1.2685425281524658,200.54900646209717,0.5287083387374878,0.00024976959684863687,83840,486.0,
0.0018769362941384315,0.019526444375514984,-0.022883618250489235,1763260292.1107204,398.0951232910156,,1058,0.013671875,0.00232541561126709,201.057035446167,0.4511624276638031,0.0002495391818229109,84224,487.0,
0.0006178887560963631,0.015654928982257843,-0.007925315760076046,1763260296.4801726,322.7620849609375,,1083,0.0,0.0031771063804626465,205.42648768424988,0.5373026728630066,0.0002480798866599798,86656,489.0,
0.00015221256762742996,-0.0032127872109413147,0.0019789477810263634,1763260297.985175,395.84039306640625,500.0,1091,0.0,-0.00029861927032470703,206.931489944458,0.47901490330696106,0.0002475422515999526,87552,490.0,500.0
0.0003742380067706108,-0.010722123086452484,0.0024077603593468666,1763260300.5671499,546.7062377929688,,1106,0.0,-0.0001443624496459961,209.51346492767334,0.426683247089386,0.00024662059149704874,89088,491.0,
0.0015942621976137161,-0.019677091389894485,-0.0018915049731731415,1763260302.052924,0.000507218821439892,,1118,0.0,-0.13292276859283447,210.9992389678955,0.4753173291683197,0.00024585254141129553,90368,494.0,
,,,1763260302.7916055,,500.0,1125,,,211.73792052268982,,,91052,,500.0
0.0034132488071918488,-0.012000279501080513,0.017732087522745132,1763260303.9272234,0.0008446132997050881,,1133,0.005859375,0.07233703136444092,212.8735384941101,0.45103272795677185,0.0002449308813083917,91904,498.0,
0.0014820210635662079,-0.016484830528497696,-0.009193336591124535,1763260305.9851627,477.3556213378906,,1145,0.0,-0.0003985166549682617,214.93147778511047,0.4316301941871643,0.0002442396362312138,93056,498.0,
,,,1763260309.3300357,,500.0,1164,,,218.27635073661804,,,95052,,500.0
0.00011523067951202393,0.001016952097415924,-0.003174876794219017,1763260309.5106401,531.466552734375,,1165,0.0,-5.030632019042969e-05,218.45695519447327,0.41312557458877563,0.00024301075609400868,95104,500.0,
0.010119660757482052,-0.014598727226257324,0.008001191541552544,1763260310.6492248,0.0022678507957607508,,1172,0.03125,0.16258537769317627,219.59553980827332,0.44623997807502747,0.00024254992604255676,95872,501.0,
0.0007752925157546997,-0.006798040121793747,0.01002373918890953,1763260312.0141246,0.004616930149495602,,1181,0.0,-0.30951249599456787,220.96043968200684,0.4542052149772644,0.00024201229098252952,96768,502.0,
0.00015607569366693497,0.001178305596113205,0.0051878588274121284,1763260312.8457322,0.00910411961376667,,1186,0.0,-3.2401061058044434,221.79204726219177,0.4830806255340576,0.00024170507094822824,97280,502.0,
0.0012452853843569756,-0.006256258115172386,-0.006467939354479313,1763260314.1715696,0.00029598953551612794,,1197,0.001953125,-0.03852677345275879,223.1178846359253,0.4594391882419586,0.00024101382587105036,98432,505.0,
,,,1763260316.1088324,,500.0,1213,,,225.0551474094391,,,100052,,500.0
0.0014077508822083473,-0.005198342725634575,0.009836063720285892,1763260316.4055767,0.005081224255263805,,1215,0.0,-0.5717113018035889,225.35189175605774,0.4987925887107849,0.00023993855575099587,100224,508.0,
0.008241991512477398,-0.027278626337647438,0.031923770904541016,1763260317.769664,0.00039173237746581435,,1226,0.01171875,-0.7773118019104004,226.71597909927368,0.4463689923286438,0.000239247310673818,101376,511.0,
0.000957658514380455,0.0014927014708518982,9.820610284805298e-05,1763260318.2570841,0.0063572172075510025,,1230,0.0,-0.47564661502838135,227.20339918136597,0.48030608892440796,0.00023901689564809203,101760,511.0,
0.0014585629105567932,0.002201579511165619,-0.005417848005890846,1763260318.7173572,582.9124145507812,,1234,0.005859375,0.0003558993339538574,227.663672208786,0.5101755857467651,0.00023878648062236607,102144,512.0,
0.00017920881509780884,0.004145891405642033,0.00758664496243,1763260320.311924,0.008449927903711796,,1245,0.0,-0.27954232692718506,229.258239030838,0.503143846988678,0.0002380952355451882,103296,514.0,
0.0024616727605462074,-0.0027138683944940567,-0.0058714523911476135,1763260322.1459582,0.0007011020206846297,,1254,0.0078125,-0.1278998851776123,231.09227323532104,0.5443887114524841,0.00023748079547658563,104320,514.0,
,,,1763260325.131817,,500.0,1271,,,234.07813215255737,,,106052,,500.0
0.004387522116303444,-0.011951407417654991,-0.015500795096158981,1763260330.1781485,0.0006036277045495808,,1299,0.009765625,-0.6244995594024658,239.12446355819702,0.42806005477905273,0.0002347158151678741,108928,516.0,
0.001986587420105934,-0.00012142304331064224,-0.005983306095004082,1763260335.681945,0.0001260921999346465,,1339,0.0,-0.060777902603149414,244.62826013565063,0.4094770550727844,0.00023225806944537908,113024,522.0,
,,,1763260335.7185497,,500.0,1340,,,244.66486477851868,,,113052,,500.0
0.0010991375893354416,-0.001436389982700348,0.015069445595145226,1763260336.9718502,0.00028995625325478613,,1349,0.0,-1.713111400604248,245.91816520690918,0.35739800333976746,0.00023164362937677652,114048,524.0,
0.007128649391233921,-0.008761957287788391,0.03311608359217644,1763260338.7231038,0.00015044071187730879,,1363,0.029296875,-0.06238114833831787,247.6694188117981,0.35241758823394775,0.000230798774282448,115456,526.0,
0.0012526698410511017,-0.004682481288909912,0.005892768502235413,1763260338.9020648,467.1202392578125,,1365,0.0,0.0006659030914306641,247.84837985038757,0.37863612174987793,0.00023072196927387267,115584,526.0,
1.6014091670513153e-05,0.00013547390699386597,0.0006136586889624596,1763260339.5376854,499.5000305175781,,1370,0.0,0.0004538297653198242,248.48400044441223,0.4145759344100952,0.0002304147492395714,116096,527.0,
0.0005583679303526878,0.004078090190887451,0.010244651697576046,1763260340.8767662,381.1741638183594,,1380,0.0,3.0934810638427734e-05,249.8230812549591,0.4082513451576233,0.00022980030917096883,117120,528.0,
0.0004101945087313652,0.0002907998859882355,0.007433640770614147,1763260341.0355523,0.006825518794357777,,1381,0.0,-0.10905349254608154,249.981867313385,0.3063109517097473,0.0002297235041623935,117248,529.0,
0.0006191246211528778,-0.0026912763714790344,-0.0020989011973142624,1763260341.8955631,0.0001250196510227397,,1388,0.0,0.3209074139595032,250.84187817573547,0.3585675358772278,0.0002292626741109416,118016,530.0,
0.0004669148474931717,-0.011652864515781403,0.00044995546340942383,1763260342.6141121,331.2235412597656,,1395,0.0,-0.00011742115020751953,251.5604271888733,0.3665570020675659,0.000228878649068065,118656,531.0,
,,,1763260343.0548058,,500.0,1399,,,252.00112080574036,,,119052,,500.0
0.000444008968770504,-0.00829094648361206,-0.00394833367317915,1763260343.8940802,0.0007817219593562186,,1405,0.0,0.014042496681213379,252.84039521217346,0.3749123811721802,0.0002281874039908871,119808,533.0,
,,,1763260347.4384558,,500.0,1432,,,256.38477087020874,,,122552,,500.0
0.0004541296511888504,0.00016430392861366272,0.006964247673749924,1763260347.627173,346.4185485839844,,1433,0.0,-8.07046890258789e-05,256.57348799705505,0.45841851830482483,0.00022649769380223006,122624,537.0,
0.004008602350950241,-0.015704594552516937,0.005428619682788849,1763260351.430712,0.0004997777286916971,,1455,0.01171875,-0.04164302349090576,260.3770270347595,0.44311726093292236,0.0002251152036478743,124928,538.0,
,,,1763260351.4906642,,500.0,1456,,,260.43697929382324,,,125052,,500.0
0.0008596237748861313,0.020552266389131546,-0.008137505501508713,1763260351.6511204,238.16189575195312,,1457,0.0,8.958578109741211e-05,260.59743547439575,0.42817655205726624,0.00022503839863929898,125056,538.0,
0.013284625485539436,-0.06495682150125504,0.014275426976382732,1763260360.6429079,0.00037626922130584717,,1514,0.05078125,-0.06715738773345947,269.58922290802,0.5218645930290222,0.00022150538279674947,130944,542.0,
0.0007584970444440842,-0.004762452095746994,0.002877233549952507,1763260361.7015407,418.3655090332031,,1521,0.0,-7.164478302001953e-05,270.647855758667,0.4739477038383484,0.00022112135775387287,131584,543.0,
,,,1763260362.190376,,500.0,1525,,,271.1366910934448,,,132052,,500.0
0.0030935537070035934,-0.013251196593046188,-0.01510571502149105,1763260362.4520671,0.006510727107524872,,1527,0.0,0.27153366804122925,271.39838218688965,0.5684633851051331,0.00022073733271099627,132224,544.0,
0.00801294855773449,0.02401631325483322,0.02179970219731331,1763260362.736445,0.00029371693381108344,,1529,0.01171875,-0.05836927890777588,271.6827600002289,0.511951208114624,0.00022058372269384563,132480,544.0,
0.0009630452841520309,0.002522788941860199,0.007980670779943466,1763260363.3954146,0.00020277980365790427,,1534,0.0,0.11045730113983154,272.3417296409607,0.5469350814819336,0.00022027650265954435,132992,545.0,
0.00013076979666948318,0.002551427111029625,-0.0003289589658379555,1763260363.5560255,474.4726867675781,,1536,0.0,6.711483001708984e-05,272.50234055519104,0.5335288047790527,0.00022019969765096903,133120,545.0,
0.0031494367867708206,-0.015562586486339569,0.012390807271003723,1763260364.4055276,0.000351939641404897,,1543,0.025390625,-0.02473437786102295,273.35184264183044,0.5266427397727966,0.0002197388675995171,133888,546.0,
,,,1763260364.56974,,500.0,1545,,,273.5160551071167,,,134052,,500.0
0.00027103908360004425,-0.0033737141638994217,-0.0025420114398002625,1763260364.7030532,220.64837646484375,,1546,0.0,-7.224082946777344e-05,273.6493682861328,0.5666385889053345,0.00021958525758236647,134144,546.0,
0.0006860559806227684,0.005918409675359726,-0.001120912842452526,1763260366.1924694,0.0003558305324986577,,1558,0.0,-0.11216878890991211,275.13878440856934,0.4431380331516266,0.00021881720749661326,135424,548.0,
0.000554300844669342,-0.0009720716625452042,-0.004768047481775284,1763260366.38882,589.825439453125,500.0,1559,0.0,0.00016826391220092773,275.33513498306274,0.48179399967193604,0.00021874040248803794,135552,548.0,500.0
,,,1763260366.8423882,,500.0,1563,,,275.7887032032013,,,136052,,500.0
0.0003773532807826996,0.0055461181327700615,0.009438177570700645,1763260367.2146661,0.0006024785107001662,,1566,0.0,0.316341757774353,276.1609811782837,0.48062771558761597,0.00021827957243658602,136320,550.0,
,,,1763260370.228308,,500.0,1588,,,279.1746230125427,,,138552,,500.0
9.064376354217529e-05,0.00503259152173996,0.0017086714506149292,1763260370.4333496,415.2256774902344,,1589,0.0,0.0003234744071960449,279.3796646595001,0.4901672601699829,0.00021689708228223026,138624,552.0,
0.0017822673544287682,-0.012287233024835587,0.008118954487144947,1763260371.833215,0.0002091026835842058,,1597,0.00390625,0.2682027220726013,280.77953004837036,0.5311130285263062,0.00021635944722220302,139520,552.0,
9.906850755214691e-05,7.532909512519836e-05,-0.0005457736551761627,1763260373.5140848,0.00028793749515898526,,1607,0.0,-0.2726219892501831,282.4603998661041,0.45102375745773315,0.00021574500715360045,140544,553.0,
2.6386231184005737e-05,-0.000141240656375885,0.0007004272192716599,1763260373.753137,434.7445983886719,,1609,0.0,2.485513687133789e-05,282.69945216178894,0.4918515086174011,0.00021566820214502513,140672,553.0,
0.002087690867483616,-0.009177234023809433,-0.0034646494314074516,1763260373.9637506,0.0053059556521475315,,1610,0.0,-0.013868212699890137,282.91006565093994,0.4913363456726074,0.00021559139713644981,140800,553.0,
,,,1763260374.2190735,,500.0,1612,,,283.16538858413696,,,141052,,500.0
5.3719617426395416e-05,-0.002046339213848114,0.0016833124682307243,1763260376.713149,0.0003009671054314822,,1626,0.0,-0.14216351509094238,285.65946412086487,0.4980422258377075,0.00021459293202497065,142464,553.0,
0.0007888749241828918,0.0015295445919036865,0.005558086559176445,1763260378.0525753,856.9453125,,1638,0.0,-6.61611557006836e-05,286.99889039993286,0.5048955678939819,0.00021390168694779277,143616,555.0,
8.3104707300663e-05,0.0002318248152732849,0.004188782535493374,1763260385.2780824,523.4682006835938,,1687,0.0,4.279613494873047e-05,294.2243974208832,0.5415762662887573,0.00021090629161335528,148608,559.0,
,,,1763260390.730022,,500.0,1732,,,299.6763370037079,,,153315,,500.0
0.005084345117211342,-0.014634710736572742,0.00382375530898571,1763260392.2213273,0.0005061297561042011,,1745,0.017578125,-0.7607288360595703,301.1676423549652,0.6023702621459961,0.00020729647076223046,154624,566.0,
0.0013463571667671204,0.002690643072128296,0.012659261003136635,1763260393.101293,335.3525390625,,1753,0.0,0.00029331445693969727,302.04760813713074,0.46750113368034363,0.00020683564071077853,155392,567.0,
0.0004133963957428932,0.0027489252388477325,-0.001189584843814373,1763260393.2335718,0.007513072807341814,,1754,0.0,-0.4324533939361572,302.17988681793213,0.5218942761421204,0.00020675883570220321,155520,568.0,
0.004189386963844299,-0.030733883380889893,0.004602624103426933,1763260394.535018,0.0006959483725950122,,1765,0.001953125,-0.0525212287902832,303.48133301734924,0.5034815073013306,0.00020606759062502533,156672,569.0,
0.00035744253545999527,-0.000428028404712677,0.0023573143407702446,1763260395.0004532,202.8774871826172,,1768,0.0,-9.191036224365234e-05,303.946768283844,0.5133469104766846,0.0002059139806078747,156928,569.0,
0.0007407050579786301,-0.005620436742901802,0.0019086897373199463,1763260396.4048133,589.5504150390625,,1777,0.0,9.363889694213867e-05,305.35112833976746,0.47973111271858215,0.00020537634554784745,157824,569.0,
0.00025440286844968796,-0.0024987198412418365,0.006809166632592678,1763260402.193357,0.0058362120762467384,,1818,0.0,-2.0878257751464844,311.13967204093933,0.512929379940033,0.00020284178026486188,162048,573.0,
