_timestamp,losses/policy_loss,losses/value_loss,charts/episodic_return,losses/explained_variance,losses/entropy,losses/approx_kl,losses/clipfrac,charts/episodic_length,_runtime,charts/SPS,global_step,_step,losses/old_approx_kl,charts/learning_rate
1763260405.692743,-0.0021477267146110535,0.00014558964176103473,,-0.020133376121520996,0.600347101688385,0.0011267215013504028,0.0,,314.6428151130676,588.0,168576,1886,0.001027040183544159,0.00019892472482752055
1763260407.0386493,-0.011140234768390656,0.00039108708733692765,,0.008613049983978271,0.5200129151344299,0.0018928870558738708,0.0,,315.988721370697,589.0,169472,1895,-0.01543675921857357,0.0001983870897674933
1763260408.2238727,0.0005536079406738281,623.3738403320312,,9.119510650634766e-06,0.5054255127906799,9.208917617797852e-06,0.0,,317.1739447116852,589.0,170240,1903,-6.33392482995987e-05,0.00019792627426795661
1763260408.6559374,-0.011623302474617958,0.0001288933854084462,,-0.03964090347290039,0.5955855846405029,0.0018150806427001953,0.0,,317.6060094833374,589.0,170624,1906,-0.006001999601721764,0.00019769585924223065
1763260410.0159385,-0.005924193188548088,0.01267627626657486,,-1.5533454418182373,0.42007505893707275,0.005090972408652306,0.015625,,318.9660105705261,591.0,171776,1918,0.012423473410308361,0.00019700461416505277
1763260410.3046632,-0.00238838791847229,0.0002421161625534296,,-0.06768357753753662,0.540783703327179,0.00033627264201641083,0.0,,319.25473523139954,591.0,172032,1920,0.007915288209915161,0.00019685100414790213
1763260413.8532684,,,500.0,,,,,500.0,322.8033404350281,,174572,1945,,
1763260415.7466176,0.002377144992351532,0.0003081566246692091,,0.0433230996131897,0.4607885777950287,0.0003001997247338295,0.0,,324.6966896057129,593.0,176000,1959,0.0026093581691384315,0.0001944700488820672
1763260417.3572903,0.00023671239614486694,0.0005584295140579343,,0.03905022144317627,0.4696173071861267,0.00012865755707025528,0.0,,326.30736231803894,595.0,177408,1973,-0.0005015311762690544,0.00019362519378773868
1763260418.7159166,,,500.0,,,,,500.0,327.66598868370056,,178572,1985,,
1763260419.570822,-0.0010051755234599113,0.0003167516551911831,,-0.022376060485839844,0.43428996205329895,6.527826189994812e-05,0.0,,328.52089405059814,597.0,179328,1991,-0.0018488969653844833,0.00019247311865910888
1763260420.9345484,-0.007633347064256668,0.00012928902287967503,,-0.04656422138214111,0.4755893349647522,0.0023408234119415283,0.005859375,,329.8846204280853,598.0,180480,2002,-0.018222328275442123,0.000191781873581931
1763260421.5362804,-0.00545191764831543,0.00023676907585468143,,-0.013313055038452148,0.48573651909828186,0.0016195541247725487,0.0,,330.48635244369507,599.0,180992,2007,0.02226632460951805,0.00019147465354762971
1763260422.6038752,-0.00919795036315918,0.00043331171036697924,,-0.11861896514892578,0.5290687680244446,0.004212997853755951,0.01953125,,331.5539472103119,599.0,181888,2016,0.014036731794476509,0.00019093701848760247
1763260422.9146075,-0.0026221871376037598,487.0687561035156,,-0.0001163482666015625,0.552992045879364,0.0006985794752836227,0.0,,331.86467957496643,600.0,182144,2019,0.0037257783114910126,0.00019078340847045183
1763260423.5334477,-0.0032625310122966766,273.4595947265625,,4.792213439941406e-05,0.6198280453681946,0.0008283862844109535,0.0,,332.48351979255676,600.0,182656,2024,0.005293768830597401,0.00019047618843615055
1763260423.9373703,-0.01389373280107975,0.00020288900122977793,,-0.03996157646179199,0.46949583292007446,0.003564882092177868,0.015625,,332.8874423503876,601.0,183040,2027,0.0053553469479084015,0.0001902457734104246
1763260424.121599,0.005745202302932739,453.9878845214844,,-0.00012373924255371094,0.5414213538169861,0.0003987997770309448,0.0,,333.0716710090637,601.0,183168,2029,0.002113431692123413,0.00019016896840184927
1763260424.8260376,-0.008913565427064896,337.4784240722656,,4.4345855712890625e-05,0.5352380275726318,0.0005622515454888344,0.0,,333.77610969543457,601.0,183680,2034,-0.004327847622334957,0.000189861748367548
1763260426.6268866,-0.009394636377692223,0.00040130267734639347,,-0.32386887073516846,0.5589104294776917,0.0023026326671242714,0.0,,335.57695865631104,601.0,184832,2045,0.003856468014419079,0.0001891705032903701
1763260427.63408,-0.0033021196722984314,0.00016922804934438318,,-0.022935152053833008,0.5099002122879028,0.001484474167227745,0.0,,336.5841519832611,601.0,185472,2051,-0.022279081866145134,0.0001887864782474935
1763260427.6912339,,,500.0,,,,,500.0,336.6413059234619,,185572,2052,,
1763260430.7029212,-0.0032761842012405396,0.0003628672566264868,,-0.02230525016784668,0.5515769720077515,0.00031590182334184647,0.0,,339.6529932022095,602.0,187392,2070,0.0028943875804543495,0.0001876344031188637
1763260431.735978,-8.294731378555298e-05,0.00026304315542802215,,0.06219702959060669,0.5334640741348267,0.00018275529146194458,0.0,,340.6860499382019,602.0,188032,2076,0.0013781916350126266,0.0001872503780759871
1763260434.50023,0.0054892003536224365,254.38174438476562,,4.857778549194336e-05,0.5289329886436462,0.0006949938833713531,0.0,,343.45030212402344,602.0,189696,2093,0.00601661391556263,0.00018625191296450794
1763260434.704517,-0.025897283107042313,0.000969401968177408,,-0.0035973787307739258,0.540410578250885,0.001907547004520893,0.0,,343.6545889377594,602.0,189824,2094,-0.004095165990293026,0.00018617510795593262
1763260437.6671376,-0.00036973878741264343,394.820556640625,,0.0001742243766784668,0.5239257216453552,4.59868460893631e-05,0.0,,346.61720967292786,603.0,192128,2117,0.0009364280849695206,0.00018479263235349208
1763260440.645536,,,500.0,,,,,500.0,349.59560799598694,,194572,2141,,
1763260441.7261448,0.009466167539358139,0.004818390589207411,,-0.0988624095916748,0.451097309589386,0.0008590845391154289,0.0,,350.676216840744,605.0,195200,2146,0.006656796671450138,0.0001829493121476844
1763260441.9381893,0.005368608981370926,0.0003256377240177244,,0.03255254030227661,0.5046130418777466,0.00030532106757164,0.0,,350.8882613182068,605.0,195328,2147,-0.004941718652844429,0.00018287250713910908
1763260442.1402755,-0.009090833365917206,0.00027024029986932874,,0.0030000805854797363,0.530439555644989,0.0013756686821579933,0.0,,351.09034752845764,605.0,195456,2148,0.004365068860352039,0.00018279570213053375
1763260443.2676163,-0.00022418051958084106,548.7645263671875,,2.1696090698242188e-05,0.49070024490356445,0.00019822362810373306,0.0,,352.21768832206726,605.0,196096,2155,0.005705277435481548,0.00018241167708765715
1763260446.1522605,-0.007856074720621109,0.0006534846033900976,,-0.32322490215301514,0.5215329527854919,0.0005139661952853203,0.0,,355.1023325920105,605.0,197888,2172,-0.0005711214616894722,0.00018133640696760267
1763260448.2547185,-0.001897476613521576,409.73089599609375,,0.00010865926742553711,0.4899173378944397,0.00046015530824661255,0.0,,357.2047905921936,605.0,199168,2185,0.001417655497789383,0.00018056835688184947
1763260449.5021682,-0.020037122070789337,0.0004076459736097604,,-0.49649345874786377,0.45422980189323425,0.000903857871890068,0.0,,358.45224022865295,605.0,199936,2192,-0.0072122737765312195,0.00018010752683039755
1763260450.4707859,,,500.0,,,,,500.0,359.42085790634155,,200572,2198,,
1763260450.6631398,0.002294011414051056,307.79351806640625,,6.872415542602539e-05,0.544013261795044,0.0003559645265340805,0.0,,359.6132118701935,605.0,200576,2199,0.0021828822791576385,0.00017972350178752095
1763260452.8189492,-0.0009510107338428497,0.00032783724600449204,,-0.03036642074584961,0.5012621879577637,0.00014138687402009964,0.0,,361.7690212726593,605.0,201856,2211,0.0007197009399533272,0.00017895545170176774
1763260453.278678,0.008565597236156464,496.422119140625,,-0.00010347366333007812,0.5055981278419495,0.00016079936176538467,0.0,,362.22874999046326,605.0,202112,2214,0.0038677463307976723,0.0001788018416846171
1763260454.3655012,7.701106369495392e-05,0.005780256353318691,,-0.006824851036071777,0.41871726512908936,0.00034177862107753754,0.0,,363.3155732154846,605.0,202752,2220,-0.0030837077647447586,0.0001784178166417405
1763260454.8226006,,,500.0,,,,,500.0,363.77267265319824,,203072,2223,,
1763260455.205965,-0.005867587402462959,0.0059623997658491135,,-0.3425874710083008,0.4772090017795563,0.0013978956267237663,0.0,,364.15603709220886,605.0,203264,2225,-0.004201470874249935,0.00017811059660743922
1763260455.4172583,-0.0018820781260728836,0.00022608884319197387,,0.13724470138549805,0.48239409923553467,0.00020123552531003952,0.0,,364.3673303127289,605.0,203392,2226,0.002848721109330654,0.0001780337915988639
1763260455.6326973,0.004605911672115326,0.00023424882965628058,,0.26275789737701416,0.5037976503372192,0.0002967463806271553,0.0,,364.5827693939209,605.0,203520,2227,-0.0011218125000596046,0.00017795698659028858
1763260456.2984824,0.003931425511837006,0.000496319611556828,,-0.10930871963500977,0.5184041857719421,0.0004289187490940094,0.0,,365.2485544681549,605.0,203904,2231,0.0084756501019001,0.00017772657156456262
1763260456.972127,-0.00562635064125061,0.004139268305152655,,-0.17488372325897217,0.5398607850074768,0.00034584198147058487,0.0,,365.922199010849,605.0,204288,2235,-0.006192035041749477,0.00017749615653883666
1763260458.0104115,-0.005953347310423851,0.00025109981652349234,,-0.04717087745666504,0.4771524965763092,0.0006013214588165283,0.0,,366.9604835510254,605.0,204928,2241,-0.0027641113847494125,0.00017711213149596006
1763260459.0295932,,,500.0,,,,,500.0,367.9796652793884,,205572,2248,,
1763260459.3706992,-0.0046899691224098206,0.0027226877864450216,,0.0001373887062072754,0.5534684658050537,0.0002535749226808548,0.0,,368.3207712173462,605.0,205824,2250,0.004907839000225067,0.00017657449643593282
1763260459.7157419,0.0017382130026817322,255.59835815429688,,-5.328655242919922e-05,0.5083557963371277,9.242445230484009e-05,0.0,,368.6658139228821,605.0,206080,2253,7.032416760921478e-05,0.00017642088641878217
1763260462.1356823,,,500.0,,,,,500.0,371.08575439453125,,208072,2272,,
1763260463.2170405,-0.004522599279880524,0.00024420677800662816,,-0.04530453681945801,0.4953482747077942,0.00017114635556936264,0.0,,372.16711258888245,607.0,208896,2280,0.0034401724115014076,0.00017473117623012513
1763260465.046741,0.01033736765384674,0.00023010688892100006,,0.055117905139923096,0.4710026979446411,0.0018184306100010872,0.0,,373.99681305885315,608.0,210432,2295,-1.4617107808589935e-05,0.00017380953067913651
1763260465.353124,-0.007021315395832062,268.3025817871094,,4.57763671875e-05,0.46698737144470215,0.000192347913980484,0.0,,374.30319595336914,609.0,210688,2298,0.0026528798043727875,0.00017365592066198587
1763260466.9309237,,,500.0,,,,,500.0,375.88099575042725,,212072,2310,,
1763260467.2059047,-0.009087160229682922,0.004989750683307648,,0.10997390747070312,0.509754478931427,0.00045892689377069473,0.0,,376.15597677230835,610.0,212224,2312,0.0007320167496800423,0.00017273426055908203
1763260467.9656084,-0.0032399222254753113,0.0003264787665102631,,-0.1566406488418579,0.5401415228843689,7.275491952896118e-05,0.0,,376.9156804084778,610.0,212864,2318,-0.00011874549090862274,0.00017235023551620543
1763260468.405687,-0.010458096861839294,0.005405372008681297,,-0.014592766761779785,0.5048609375953674,0.0022298451513051987,0.0,,377.35575914382935,611.0,213248,2322,0.011745324358344078,0.00017211982049047947
1763260468.686095,0.004894394427537918,0.00016838610463310033,,-0.06505894660949707,0.49165594577789307,0.00027072709053754807,0.0,,377.63616704940796,611.0,213504,2324,0.001093539409339428,0.00017196621047332883
1763260469.2709594,-0.014195185154676437,0.0001790148817235604,,-0.5389915704727173,0.5013124942779541,0.0014448519796133041,0.001953125,,378.2210314273834,611.0,214016,2329,-0.007771303877234459,0.00017165899043902755
1763260470.4993613,0.003200821578502655,0.0001253868394996971,,-0.2300165891647339,0.5399278402328491,0.00032618362456560135,0.0,,379.4494333267212,612.0,215040,2339,-0.0004005255177617073,0.00017104455037042499
1763260470.983424,0.002400662750005722,0.00010600783571135253,,-0.225760817527771,0.5494346618652344,0.00021769292652606964,0.0,,379.93349599838257,612.0,215424,2343,0.003636099398136139,0.00017081413534469903
1763260471.545004,0.0004536714404821396,0.0002504322910681367,,-0.45019960403442383,0.5944729447364807,0.0005411617457866669,0.0,,380.4950759410858,613.0,215936,2348,0.0033555012196302414,0.00017050691531039774
1763260472.2252767,,,500.0,,,,,500.0,381.1753487586975,,216572,2354,,
1763260473.3819633,-0.0090140700340271,0.00033988564973697066,,-0.04404282569885254,0.558963418006897,0.0007809335365891457,0.001953125,,382.33203530311584,614.0,217472,2363,-0.01163302082568407,0.0001695852552074939
1763260476.3713322,,,500.0,,,,,500.0,385.3214042186737,,220072,2389,,
1763260476.9602103,,,500.0,,,,,500.0,385.91028237342834,,220572,2394,,
1763260480.8464835,-0.010636862367391586,0.00029358125175349414,,0.06856298446655273,0.5577433705329895,0.0007424848154187202,0.0078125,,389.796555519104,619.0,223872,2426,0.006654663942754269,0.0001657450047787279
1763260481.2778206,-0.004653661511838436,0.005573454778641462,,0.044570088386535645,0.514864444732666,0.0003181230276823044,0.0,,390.2278926372528,619.0,224256,2430,-0.001978933811187744,0.00016551458975300193
1763260483.6427689,0.002392590045928955,359.9811706542969,,0.00017321109771728516,0.5224922299385071,0.0005331253632903099,0.0,,392.5928409099579,621.0,226176,2449,-0.006950122304260731,0.00016436251462437212
1763260485.9145582,-0.006500862538814545,0.00028582714730873704,,-0.2923699617385864,0.5701351165771484,0.00044636428356170654,0.0,,394.86463022232056,622.0,227968,2465,-0.0022474806755781174,0.00016328724450431764
1763260489.0515938,,,500.0,,,,,500.0,398.0016658306122,,230572,2491,,
1763260489.3304567,-0.004182357341051102,0.004869720432907343,,-0.07802915573120117,0.5520162582397461,0.00024145841598510742,0.0,,398.2805287837982,623.0,230784,2493,-0.0008398648351430893,0.00016159754886757582
1763260491.052849,,,500.0,,,,,500.0,400.00292110443115,,232072,2506,,
1763260492.4439366,0.003503754734992981,0.00026503243134357035,,0.08925884962081909,0.5614800453186035,0.0003888532519340515,0.0,,401.3940086364746,624.0,232960,2514,0.000795392319560051,0.00016029186372179538
1763260492.5022957,,,500.0,,,,,500.0,401.4523677825928,,233072,2515,,
1763260493.3206122,,,500.0,,,,,500.0,402.27068424224854,,233572,2520,,
1763260495.0532827,-0.007353059947490692,0.00021750829182565212,,-0.04179656505584717,0.5381205081939697,0.0003527328372001648,0.0,,404.00335478782654,625.0,234880,2533,-0.002102956175804138,0.00015913978859316558
1763260496.10339,,,500.0,,,,,500.0,405.0534620285034,,235572,2540,,
1763260497.2821403,0.003983017057180405,0.0032424982637166977,,-0.01606428623199463,0.5757132172584534,0.0007553203031420708,0.0,,406.23221230506897,625.0,236288,2547,0.009507632814347744,0.00015829493349883705
1763260500.456035,-0.0013880133628845215,0.00012471666559576988,,-0.06152081489562988,0.5945605039596558,0.001439439132809639,0.001953125,,409.40610694885254,626.0,238592,2570,-0.007087990641593933,0.0001569124433444813
1763260500.493612,,,500.0,,,,,500.0,409.44368410110474,,238679,2571,,
1763260501.0694628,,,500.0,,,,,500.0,410.0195348262787,,239179,2576,,
1763260501.1932564,-0.004196224734187126,315.65313720703125,,4.5299530029296875e-06,0.5621910095214844,0.0001775994896888733,0.0,,410.14332842826843,626.0,239232,2577,-0.001468416303396225,0.0001565284183016047
1763260504.7592306,0.016266299411654472,0.0002820668451022357,,-0.23953783512115479,0.515988290309906,0.0006724521517753601,0.0,,413.7093026638031,629.0,242432,2608,-0.009678788483142853,0.00015460829308722168
1763260504.923244,,,500.0,,,,,500.0,413.8733160495758,,242570,2610,,
1763260507.0659404,0.0002442002296447754,427.2511291503906,,0.0003273487091064453,0.5028055906295776,2.665538340806961e-05,0.0,,416.01601243019104,630.0,244480,2630,0.0006564324721693993,0.00015337941295001656
1763260507.6868038,-0.017723336815834045,0.017549939453601837,,-0.5165287256240845,0.6068150997161865,0.0017650444060564041,0.0,,416.6368758678436,631.0,244992,2636,-0.006410449743270874,0.00015307219291571528
1763260508.7360075,-0.007946047931909561,0.005436351522803307,,0.1457604169845581,0.5504862070083618,0.00035110674798488617,0.0,,417.6860795021057,631.0,246016,2646,0.004288559779524803,0.00015245775284711272
1763260508.86306,-0.0003728345036506653,0.0006503602489829063,,-0.04168081283569336,0.5868215560913086,0.0001826910302042961,0.0,,417.8131320476532,632.0,246144,2647,0.0037593161687254906,0.0001523809478385374
1763260508.982072,-0.01069556176662445,0.0003879143623635173,,0.20847594738006592,0.5501621961593628,0.0004145996645092964,0.0,,417.93214416503906,632.0,246272,2648,0.012052665464580059,0.00015230414282996207
1763260511.0380487,,,500.0,,,,,500.0,419.98812079429626,,248288,2668,,
1763260511.5692174,,,500.0,,,,,500.0,420.5192894935608,,248788,2673,,
1763260512.5982182,,,500.0,,,,,500.0,421.54829025268555,,249788,2683,,
1763260513.125416,0.001944560557603836,0.0001141392785939388,,-0.06871688365936279,0.5063497424125671,0.0006726011633872986,0.0,,422.07548809051514,635.0,250240,2687,0.007427047938108444,0.00014992320211604238
1763260513.2674944,-0.0006941258907318115,431.9083251953125,,8.809566497802734e-05,0.5388604402542114,4.0547922253608704e-05,0.0,,422.21756649017334,635.0,250368,2689,-0.0026397667825222015,0.00014984639710746706
1763260513.6733937,-0.0028647445142269135,0.00017795849998947233,,0.19199222326278687,0.5082958340644836,0.00041246693581342697,0.0,,422.6234657764435,636.0,250752,2692,-0.009406748227775097,0.0001496159820817411
1763260518.1823485,-0.0004008635878562927,323.10443115234375,,0.00025665760040283203,0.5721210837364197,0.00027505774050951004,0.0,,427.13242053985596,639.0,254848,2732,-0.001413603313267231,0.00014715822180733085
1763260520.3704717,-0.004937315359711647,249.2405242919922,,-1.2874603271484375e-05,0.4966769218444824,0.0001956690102815628,0.0,,429.32054376602173,640.0,256896,2752,0.004772426560521126,0.00014592934167012572
1763260520.9541607,0.00016089528799057007,222.87547302246094,,2.2649765014648438e-05,0.502267062664032,0.0001320941373705864,0.0,,429.9042327404022,641.0,257408,2757,0.00269982498139143,0.00014562212163582444
1763260522.7039332,-0.005465400405228138,0.0032652919180691242,,-0.12018585205078125,0.473420113325119,0.0009281793609261513,0.0,,431.65400528907776,642.0,258944,2772,-0.001965234987437725,0.0001447004615329206
1763260523.8321404,0.0029081963002681732,0.004367616027593613,,-0.41148054599761963,0.4664321541786194,0.0012215673923492432,0.0,,432.78221249580383,642.0,259968,2782,-0.00014972686767578125,0.00014408602146431804
1763260523.9705453,-0.007711485028266907,0.00016217221855185926,,0.25239598751068115,0.5058411955833435,0.0011677611619234085,0.0,,432.92061734199524,642.0,260096,2783,-0.009081132709980011,0.00014400921645574272
1763260525.1082568,-0.006806239485740662,0.00015648418047931045,,0.3429255485534668,0.4482109546661377,0.0004205312579870224,0.0,,434.0583288669586,643.0,261120,2793,-0.0033678188920021057,0.00014339477638714015
1763260528.5395887,,,500.0,,,,,500.0,437.4896607398987,,264288,2824,,
1763260530.6033628,-0.003681207075715065,0.00012680920190177858,,-0.01015162467956543,0.5501810312271118,0.0005825487896800041,0.0,,439.5534348487854,647.0,266240,2843,0.01353397499769926,0.00014032257604412735
1763260532.213672,-0.008348174393177032,7.046925747999921e-05,,0.031652629375457764,0.4777205288410187,0.00037728436291217804,0.0,,441.1637439727783,648.0,267648,2857,0.0018812082707881927,0.00013947772094979882
1763260535.1490033,,,500.0,,,,,500.0,444.0990753173828,,270288,2882,,
1763260536.0816894,-0.00580868124961853,0.00017294203280471265,,-0.08638608455657959,0.5172101259231567,0.0010463790968060493,0.0,,445.0317614078522,650.0,271104,2890,-0.005716538988053799,0.0001374040002701804
1763260538.2281294,-0.00039931386709213257,414.6412353515625,,3.224611282348633e-05,0.5966814756393433,2.1233223378658295e-05,0.0,,447.17820143699646,652.0,273152,2911,-0.0003811856731772423,0.00013617512013297528
1763260540.8136668,0.004003517329692841,343.074462890625,,-1.6689300537109375e-06,0.6164321899414062,0.0002367030829191208,0.0,,449.7637388706207,654.0,275584,2935,-0.0030369963496923447,0.0001347158249700442
1763260542.3420758,,,500.0,,,,,500.0,451.29214787483215,,277047,2949,,
1763260543.5614552,-0.00047597289085388184,457.50177001953125,,8.445978164672852e-05,0.5417496562004089,8.092261850833893e-06,0.0,,452.511527299881,655.0,278144,2960,-0.00020280200988054276,0.0001331797247985378
1763260545.1367326,-0.0031192824244499207,0.009648802690207958,,0.05977445840835571,0.585145115852356,0.00017274543642997742,0.0,,454.0868046283722,656.0,279552,2975,0.0042267050594091415,0.00013233486970420927
1763260546.5845191,0.007666293531656265,469.56585693359375,,-7.43865966796875e-05,0.5973408818244934,0.0003630630671977997,0.0,,455.53459119796753,657.0,280832,2989,0.004838736727833748,0.00013156681961845607
1763260547.4316647,-0.016032880172133446,0.0035399487242102623,,-0.3165997266769409,0.508028507232666,0.0023687342181801796,0.001953125,,456.3817367553711,657.0,281600,2997,0.013196657411754131,0.00013110598956700414
1763260548.9406755,-0.000761665403842926,0.0038169221952557564,,-4.387669563293457,0.5418351292610168,0.0003537088632583618,0.0,,457.89074754714966,658.0,283008,3011,0.002274826169013977,0.00013026113447267562
1763260553.3398702,,,500.0,,,,,500.0,462.2899422645569,,287103,3051,,
1763260553.577861,-0.001196322962641716,0.004350809380412102,,-0.04520261287689209,0.5683323740959167,4.469975829124451e-05,0.0,,462.52793312072754,661.0,287232,3053,-0.0015165843069553375,0.00012772656918969005
1763260555.0137434,,,500.0,,,,,500.0,463.96381545066833,,288603,3066,,
1763260555.518159,-0.00037856027483940125,0.0003226067638024688,,0.11025983095169067,0.5307738184928894,2.836529165506363e-05,0.0,,464.4682309627533,662.0,289024,3070,-0.001629355363547802,0.00012665129906963557
1763260556.9327362,-0.0005725175142288208,0.0031659214291721582,,0.02385234832763672,0.5943357348442078,0.00030229706317186356,0.0,,465.8828082084656,663.0,290304,3083,0.0033614439889788628,0.0001258832635357976
1763260558.6116571,-0.0052825696766376495,0.0030645946972072124,,-0.1959143877029419,0.5835283398628235,0.0002708546817302704,0.0,,467.56172919273376,664.0,291840,3098,-0.00024363026022911072,0.00012496160343289375
1763260559.1644433,-0.0004633888602256775,0.0037229005247354507,,-0.06722486019134521,0.5673692226409912,2.4870038032531738e-05,0.0,,468.11451530456543,664.0,292352,3103,0.0005715172737836838,0.00012465438339859247
1763260561.8563704,-0.0021009743213653564,0.0025613708421587944,,0.08818244934082031,0.5700221657752991,5.704350769519806e-05,0.0,,470.80644249916077,666.0,294784,3127,0.0009492114186286926,0.0001231950882356614
1763260562.1404517,-0.0024364739656448364,0.0001405779767083004,,-0.07513701915740967,0.5524255633354187,0.00014696922153234482,0.0,,471.0905237197876,666.0,295040,3129,0.0013496996834874153,0.00012304147821851075
1763260563.4894226,-0.0008614063262939453,177.52145385742188,,-0.00014209747314453125,0.5363343954086304,0.000109037384390831,0.0,,472.43949460983276,667.0,296192,3141,-0.00287073478102684,0.00012235023314133286
1763260563.7709684,0.0011544972658157349,0.00033906722092069685,,0.24020105600357056,0.5018067955970764,0.0007982729002833366,0.0,,472.72104048728943,667.0,296448,3143,-0.003379181958734989,0.00012219662312418222
1763260564.048843,0.0009172521531581879,60.738311767578125,,0.00044482946395874023,0.5704377889633179,3.4729018807411194e-05,0.0,,472.9989149570465,667.0,296704,3146,-0.0010477229952812195,0.00012204301310703158
1763260566.7558372,-0.007437804713845253,617.510986328125,,6.079673767089844e-05,0.5333045125007629,0.0001764446496963501,0.0,,475.70590925216675,668.0,299136,3170,0.005021471530199051,0.0001205837179441005
1763260568.2574532,0.0004348643124103546,0.00018574116984382272,,-0.04969298839569092,0.5857305526733398,7.0640817284584045e-06,0.0,,477.2075252532959,669.0,300544,3183,0.00022233929485082626,0.00011973886284977198
1763260568.771256,0.0006677247583866119,0.0001664691517362371,,-0.05862534046173096,0.5367303490638733,0.00010281428694725037,0.0,,477.7213280200958,669.0,301056,3188,-0.0009225793182849884,0.0001194316428154707
1763260571.7536883,-0.014782686717808247,0.0002087508764816448,,-0.09869003295898438,0.5547434687614441,0.0010468987748026848,0.0,,480.7037603855133,672.0,304000,3217,-0.004276151768863201,0.00011766512761823833
1763260572.4225843,-0.0009579882025718689,526.16259765625,,-1.704692840576172e-05,0.5758745670318604,8.478760719299316e-05,0.0,,481.37265634536743,672.0,304640,3224,-0.003864303231239319,0.00011728110257536173
1763260574.7947538,0.0017220452427864075,0.0001373418781440705,,0.288002073764801,0.561668872833252,5.3763389587402344e-05,0.0,,483.74482583999634,674.0,307072,3247,-0.0034737512469291687,0.00011582181468838826
1763260575.038116,0.0006558448076248169,0.0026225971523672342,,-0.03328847885131836,0.5627522468566895,6.506778299808502e-05,0.0,,483.98818802833557,674.0,307328,3250,-0.0003934856504201889,0.00011566820467123762
1763260575.2708406,0.007464200258255005,0.0005055002402514219,,-4.177839279174805,0.4198493957519531,0.0007240334525704384,0.0,,484.22091269493103,674.0,307584,3252,0.012825177051126957,0.00011551459465408698
1763260575.5474682,-0.0010057203471660614,0.0028898357413709164,,-0.07992851734161377,0.4966428279876709,4.2926520109176636e-05,0.0,,484.4975402355194,674.0,307840,3255,-0.0018780473619699478,0.00011536098463693634
1763260575.9047403,-0.011978231370449066,115.6448974609375,,0.00025641918182373047,0.5816028714179993,0.0007192352786660194,0.0,,484.85481238365173,675.0,308224,3259,-0.0021821456030011177,0.00011513056961121038
1763260577.1793892,,,500.0,,,,,500.0,486.12946128845215,,309603,3272,,
1763260577.5330036,0.011721484363079071,0.00022458983585238457,,0.008745908737182617,0.5846666097640991,0.00047708023339509964,0.0,,486.4830756187439,676.0,309888,3275,0.007914992980659008,0.00011413210449973121
1763260577.6500776,-0.010383687913417816,0.0001387703960062936,,-0.011940360069274902,0.5860707759857178,0.0010373815894126892,0.0,,486.60014963150024,676.0,310016,3276,0.0031315982341766357,0.00011405529949115589
1763260579.7210414,-0.009057007730007172,0.00017974340880755335,,0.1533297300338745,0.6222073435783386,0.0009159520268440247,0.0,,488.67111349105835,677.0,312064,3296,-0.0074026379734277725,0.00011282641935395077
1763260579.9594893,0.0005062147974967957,0.0026473968755453825,,-0.057401299476623535,0.6122255921363831,0.00011275149881839752,0.0,,488.90956139564514,678.0,312320,3299,0.002550598233938217,0.00011267280933680013
1763260583.8000789,0.0008897334337234497,0.002897423692047596,,-0.0023328065872192383,0.5828089118003845,2.9806047677993774e-05,0.0,,492.75015091896057,681.0,316288,3338,0.0005613658577203751,0.00011029186134692281
1763260585.0338306,,,500.0,,,,,500.0,493.9839026927948,,317603,3351,,
1763260585.6076765,0.0024167904630303383,339.3736572265625,,2.0563602447509766e-05,0.5740258097648621,7.728859782218933e-05,0.0,,494.5577485561371,682.0,318208,3357,0.0005994141101837158,0.00010913978621829301
1763260585.994691,-0.004103817045688629,0.0001812701375456527,,-0.0935511589050293,0.5689380168914795,0.00021032895892858505,0.0,,494.94476294517517,682.0,318592,3360,-0.0037259040400385857,0.00010890937119256705
1763260589.6204574,-0.00478612445294857,0.00036756094777956605,,-0.15645837783813477,0.5274069309234619,7.29905441403389e-05,0.0,,498.570529460907,685.0,322432,3398,-0.0004639243707060814,0.00010660522093530744
1763260589.8567183,0.00031097233295440674,405.24090576171875,,4.225969314575195e-05,0.5725129842758179,3.184657543897629e-05,0.0,,498.8067903518677,685.0,322688,3401,-0.0018668798729777336,0.0001064516109181568
1763260590.358739,-0.0008323900401592255,330.7373352050781,,-0.00012814998626708984,0.619694709777832,0.00019068177789449692,0.0,,499.30881094932556,686.0,323200,3406,-0.0020125703886151314,0.00010614439088385552
1763260590.48675,-0.00628720223903656,0.0035728809889405966,,0.07929617166519165,0.5778033137321472,0.0005371859297156334,0.0,,499.43682193756104,686.0,323328,3407,0.004155975766479969,0.0001060675858752802
1763260591.6264107,-0.0032874271273612976,226.69564819335938,,4.76837158203125e-06,0.5986738801002502,9.911414235830307e-05,0.0,,500.57648277282715,687.0,324480,3419,-0.0009873630478978157,0.00010537634079810232
1763260592.3684971,-0.010739991441369057,0.0004091348091606051,,-0.03960537910461426,0.5829070806503296,0.0005950732156634331,0.0,,501.3185691833496,687.0,325248,3426,-0.004992020316421986,0.00010491551802260801
1763260592.5229957,,,500.0,,,,,500.0,501.47306776046753,,325479,3428,,
