_timestamp,losses/policy_loss,losses/value_loss,charts/episodic_return,losses/explained_variance,losses/entropy,losses/approx_kl,losses/clipfrac,charts/episodic_length,_runtime,charts/SPS,global_step,_step,losses/old_approx_kl,charts/learning_rate
1763260184.5346048,-0.0024170875549316406,20.813034057617188,,0.9294223785400391,0.5137287974357605,3.756675869226456e-05,0.0,,93.48467683792114,458.0,29824,450,-0.00033585075289011,0.0002821812522597611
1763260187.7737434,-0.010043665766716003,17.382354736328125,,0.9805691838264465,0.5606099367141724,0.00027742329984903336,0.0,,96.72381544113159,460.0,31488,471,0.00559918861836195,0.00028118278714828193
1763260189.2939618,-0.002297196537256241,19.582122802734375,,0.28529953956604004,0.4739556312561035,0.00019167829304933548,0.0,,98.24403381347656,461.0,32256,481,0.0026859743520617485,0.00028072195709683
1763260190.548285,-0.0060457345098257065,54.94904327392578,,0.768754780292511,0.47789666056632996,0.00023713801056146622,0.0,,99.49835705757141,462.0,32896,490,0.0003559952601790428,0.0002803379320539534
1763260192.392127,0.0007258951663970947,15.544502258300781,,0.9261267185211182,0.4761272370815277,1.2608245015144348e-05,0.0,,101.34219908714294,463.0,33792,504,-0.0001516547054052353,0.00027980029699392617
1763260193.7713554,0.0016448348760604858,7.898038864135742,,0.9585822820663452,0.5495782494544983,0.0004052473232150078,0.0,,102.72142744064331,463.0,34432,515,-0.0046857548877596855,0.00027941627195104957
1763260195.8740664,,,147.0,,,,,147.0,104.82413840293884,,35562,530,,
1763260197.4020543,-0.005884815007448196,11.427223205566406,,0.9790554046630859,0.5291305780410767,0.005651317536830902,0.029296875,,106.35212635993958,464.0,36224,539,-8.534453809261322e-05,0.0002783410018309951
1763260198.849078,0.0021633561700582504,15.75248908996582,,-0.32011544704437256,0.5197919607162476,4.837848246097565e-05,0.0,,107.79914999008179,465.0,36992,547,-0.0011381115764379501,0.00027788017177954316
1763260200.1077552,,,225.0,,,,,225.0,109.05782723426819,,37659,555,,
1763260200.8428977,-0.00025384873151779175,18.40627098083496,,0.24507802724838257,0.49127134680747986,9.39890742301941e-06,0.0,,109.79296970367432,466.0,38016,559,0.0008660126477479935,0.0002772657317109406
1763260202.3438911,,,239.0,,,,,239.0,111.29396319389343,,38820,568,,
