losses/clipfrac,global_step,losses/policy_loss,losses/old_approx_kl,charts/episodic_return,losses/approx_kl,_timestamp,charts/episodic_length,losses/explained_variance,losses/value_loss,_step,charts/learning_rate,losses/entropy,_runtime,charts/SPS
0.01171875,146816,-0.0008447151631116867,-0.0019532442092895508,,0.0016103759407997131,1763260262.2290204,,-0.001207590103149414,7.842417107895017e-05,2199,0.00021198156173340976,0.15059177577495575,201.9591944217682,764.0
,148012,,,500.0,,1763260263.9000456,500.0,,,2211,,,203.63021969795227,
0.04296875,148224,-0.03576882183551788,0.0025520389899611473,,0.004708702675998211,1763260264.270681,,0.009370684623718262,0.005387886893004179,2214,0.00021113670663908124,0.24145840108394623,204.00085496902466,763.0
0.009765625,148864,0.002888202667236328,0.01628011092543602,,0.004978981800377369,1763260265.2184427,,0.006245970726013184,8.45734030008316e-05,2220,0.00021075268159620464,0.17528179287910461,204.94861674308777,763.0
0.072265625,149120,0.000613359734416008,-0.010801488533616066,,0.011200495064258575,1763260265.6174839,,-5.638599395751953e-05,3.4619293212890625,2223,0.000210599071579054,0.25130873918533325,205.34765791893005,762.0
0.048828125,149376,0.0015489384531974792,0.00935664027929306,,0.0028828848153352737,1763260265.971147,,0.007580161094665527,0.00015763159899506718,2225,0.00021044546156190336,0.15458929538726807,205.70132112503052,762.0
0.00390625,149504,0.006679149344563484,0.02778688073158264,,0.0027886023744940758,1763260266.1531603,,0.0007923245429992676,7.737118721706793e-05,2226,0.00021036865655332804,0.19983112812042236,205.88333439826965,762.0
,149526,,,500.0,,1763260266.1893177,500.0,,,2227,,,205.9194917678833,
0.0,150400,-0.0008363742381334305,-0.0048033930361270905,,0.00016971677541732788,1763260267.441579,,-7.593631744384766e-05,1.8021368305198848e-05,2235,0.00020983103604521602,0.1286899596452713,207.17175316810608,762.0
,151026,,,500.0,,1763260268.2229629,500.0,,,2241,,,207.95313692092896,
0.052734375,151680,0.0027792826294898987,0.029684515669941902,,0.011571891605854034,1763260269.295303,,-0.01971602439880371,0.0027051041834056377,2248,0.00020906298595946282,0.23386351764202118,209.0254771709442,761.0
0.0,151936,-0.0078112417832016945,0.010615669190883636,,0.0007056146860122681,1763260269.6455653,,-0.0006692409515380859,5.350910942070186e-05,2250,0.00020890937594231218,0.15454812347888947,209.3757393360138,761.0
0.015625,152192,-0.00040105730295181274,0.0022115856409072876,,0.00041946209967136383,1763260270.0532677,,-0.014893651008605957,0.0017564251320436597,2253,0.00020875576592516154,0.17920424044132233,209.78344178199768,761.0
0.00390625,154112,-0.0008445512503385544,-0.0024982234463095665,,0.00015747081488370895,1763260272.8444805,,-2.944469451904297e-05,3.4650845527648926,2272,0.00020760369079653174,0.17127865552902222,212.5746545791626,760.0
0.03125,155008,-0.025819551199674606,0.025553081184625626,,0.0041265469044446945,1763260274.1289837,,0.004013776779174805,0.00017876301717478782,2280,0.0002070660557365045,0.12165455520153046,213.85915780067444,759.0
,156526,,,500.0,,1763260276.2260137,500.0,,,2295,,,215.95618772506714,
0.015625,156800,0.0010599344968795776,0.006989825516939163,,0.0019634682685136795,1763260276.7229948,,0.006600797176361084,0.0001180658582597971,2298,0.00020599078561645,0.11070220172405243,216.45316886901855,759.0
,158026,,,500.0,,1763260278.4284477,500.0,,,2310,,,218.1586217880249,
0.04296875,158208,0.0022608134895563126,-0.0017287526279687881,,0.010990169830620289,1763260278.7593496,,-0.009453535079956055,0.0018105600029230118,2312,0.0002051459305221215,0.22945237159729004,218.4895236492157,758.0
0.04296875,158848,-0.03533647954463959,0.055492520332336426,,0.01668739691376686,1763260279.5023725,,0.0059912800788879395,0.0002770112478174269,2318,0.0002047619054792449,0.24275143444538116,219.23254656791687,758.0
0.02734375,159232,-0.012067392468452454,0.008425133302807808,,0.0003469139337539673,1763260279.9490862,,-0.0006409883499145508,0.0009404178126715124,2322,0.00020453149045351893,0.12081503123044968,219.67926025390625,758.0
0.015625,159488,0.004008476622402668,0.0183190256357193,,0.004251476377248764,1763260280.303354,,0.0014771223068237305,1.4707793525303714e-06,2324,0.0002043778804363683,0.20885281264781952,220.03352808952332,758.0
0.033203125,160000,0.0016113780438899994,0.006709674373269081,,0.010347528383135796,1763260281.0493996,,0.0028494596481323242,7.3583405537647195e-06,2329,0.000204070660402067,0.19301694631576538,220.77957367897034,758.0
0.072265625,161024,-0.007747910916805267,-0.0025466475635766983,,0.010139313526451588,1763260282.546466,,0.0035971403121948242,2.59081571130082e-05,2339,0.00020345622033346444,0.2714841961860657,222.27664017677307,758.0
0.076171875,161408,-0.0005241502076387405,-0.009319703094661236,,0.004272737540304661,1763260283.11797,,0.0032796859741210938,0.00017438734357710928,2343,0.00020322580530773848,0.15755505859851837,222.84814405441284,757.0
0.033203125,161920,-0.013906870037317276,0.017216194421052933,,0.005853000096976757,1763260283.8485415,,0.006503880023956299,0.00014545813610311598,2348,0.0002029185852734372,0.20799419283866882,223.57871556282043,757.0
,162526,,,500.0,,1763260284.6001801,500.0,,,2354,,,224.3303542137146,
0.076171875,163456,0.001497071236371994,0.01881246827542782,,0.006993390619754791,1763260285.9349415,,-0.002190828323364258,5.987271651974879e-05,2363,0.00020199692517053336,0.25947636365890503,225.6651155948639,757.0
,166026,,,500.0,,1763260289.4285514,500.0,,,2389,,,229.1587255001068,
0.083984375,169856,-0.0055212099105119705,-0.023781118914484978,,0.022690650075674057,1763260294.4893935,,-0.0052939653396606445,0.00020016991766169667,2426,0.00019815668929368258,0.2105800360441208,234.21956753730774,757.0
0.041015625,170240,0.04790538176894188,-0.023234538733959198,,0.00396807212382555,1763260295.0406177,,-0.0042572021484375,0.002282208064571023,2430,0.00019792627426795661,0.2071906328201294,234.7707917690277,756.0
0.005859375,172160,-0.003744170069694519,-0.015311693772673607,,0.002144124358892441,1763260297.8395855,,0.009126603603363037,0.0005302460631355643,2449,0.0001967741991393268,0.17422769963741302,237.56975960731506,756.0
0.04296875,173824,-0.015410572290420532,0.013228527270257473,,0.004696032963693142,1763260300.2071168,,-0.0019898414611816406,0.0002140058350050822,2465,0.00019577573402784765,0.1871265470981598,239.93729090690613,755.0
,176544,,,500.0,,1763260304.0963678,500.0,,,2493,,,243.82654190063477,
0.013671875,177920,0.008367751725018024,-0.007156308740377426,,0.0023530423641204834,1763260306.0346553,,0.005123555660247803,0.00011113976506749168,2506,0.0001933179737534374,0.1993235945701599,245.76482939720154,754.0
0.01171875,178688,-0.0007880628108978271,-0.0006376281380653381,,0.0004796646535396576,1763260307.1049645,,0.007542788982391357,0.0010080807842314243,2514,0.00019285714370198548,0.1806810200214386,246.83513855934143,754.0
0.0078125,178816,-0.009941475465893745,0.02285148948431015,,0.004048444330692291,1763260307.2527144,,0.03260040283203125,2.6649715437088162e-05,2515,0.00019278033869341016,0.1430060863494873,246.9828884601593,754.0
0.07421875,179328,-0.029773026704788208,0.03658490628004074,,0.005749458447098732,1763260307.9062304,,0.01691412925720215,4.3305430153850466e-05,2520,0.00019247311865910888,0.2333817183971405,247.63640451431274,754.0
0.05859375,180608,-0.0012587755918502808,-0.009641369804739952,,0.00528121180832386,1763260309.0790107,,-2.384185791015625e-07,143.12249755859375,2533,0.00019170506857335567,0.17036780714988708,248.8091847896576,755.0
0.0,181376,-0.00010413676500320435,-0.0007336242124438286,,1.6546808183193207e-05,1763260309.785502,,0.004887998104095459,7.05239363014698e-05,2540,0.00019124423852190375,0.20737847685813904,249.51567602157593,756.0
,182044,,,500.0,,1763260310.3563917,500.0,,,2547,,,250.08656573295593,
0.025390625,184448,0.00117514468729496,0.006717639043927193,,0.0003237072378396988,1763260313.2439692,,0.010125517845153809,3.064682096010074e-05,2570,0.00018940091831609607,0.20418217778205872,252.97414326667786,758.0
,184544,,,500.0,,1763260313.291723,500.0,,,2571,,,253.02189707756042,
0.0,185088,-0.0006564613431692123,-0.003391871228814125,,0.00016917847096920013,1763260314.0839934,,9.655952453613281e-06,3.4742186069488525,2577,0.00018901689327321947,0.18188875913619995,253.81416749954224,758.0
0.01171875,188288,-0.02797814831137657,0.029562273994088173,,0.005805918946862221,1763260318.1703541,,-0.049968838691711426,0.0008114691008813679,2608,0.00018709676805883646,0.057968661189079285,257.90052819252014,759.0
0.0,188544,-7.884018123149872e-05,8.0169178545475e-05,500.0,0.0002423832193017006,1763260318.4950051,500.0,7.867813110351562e-06,0.008802651427686214,2610,0.00018694315804168582,0.1370951235294342,258.22517919540405,759.0
0.005859375,190592,-0.0003690868616104126,-0.0018179956823587418,,8.215196430683136e-05,1763260320.5077388,,4.2557716369628906e-05,0.08824627846479416,2630,0.00018571429245639592,0.16004347801208496,260.2379128932953,761.0
0.029296875,191232,-0.034016676247119904,0.030144158750772476,,0.007280087098479271,1763260321.0999959,,0.5106571912765503,0.0020113238133490086,2636,0.00018533026741351932,0.1929805427789688,260.83016991615295,762.0
0.015625,192256,-0.01162882149219513,0.028499918058514595,,0.0025343745946884155,1763260322.030683,,0.5531861782073975,0.0030074468813836575,2646,0.00018471582734491676,0.21178723871707916,261.7608571052551,763.0
0.0234375,192384,-0.016174402087926865,0.01638982445001602,,0.004781744442880154,1763260322.1771727,,-0.7256181240081787,3.7193429307080805e-05,2647,0.00018463902233634144,0.2323445975780487,261.90734672546387,763.0
0.056640625,192512,-0.03421035408973694,0.054014503955841064,,0.010238604620099068,1763260322.2898774,,-0.829927921295166,1.3670066437043715e-05,2648,0.00018456221732776612,0.21357610821723938,262.0200514793396,763.0
,194544,,,500.0,,1763260324.8026614,500.0,,,2668,,,264.532835483551,
,195044,,,500.0,,1763260325.4944942,500.0,,,2673,,,265.22466826438904,
,196044,,,500.0,,1763260326.7828245,500.0,,,2683,,,266.5129985809326,
0.001953125,196480,-0.012329936027526855,0.008083777502179146,,0.0006720200181007385,1763260327.3946652,,-0.1477193832397461,0.00012978336599189788,2687,0.0001821812620619312,0.09442701935768127,267.1248393058777,763.0
0.0078125,196608,-0.00016477331519126892,0.0013466067612171173,,0.0014426633715629578,1763260327.585603,,0.00033926963806152344,22.674949645996094,2689,0.00018210445705335587,0.19766923785209656,267.31577706336975,763.0
0.015625,196992,-0.024448173120617867,0.02934074029326439,,0.007421048358082771,1763260328.0249634,,0.5832233428955078,0.00026354275178164244,2692,0.0001818740420276299,0.12150517106056213,267.7551374435425,763.0
,201044,,,500.0,,1763260332.5811143,500.0,,,2732,,,272.311288356781,
,203044,,,500.0,,1763260334.4347742,500.0,,,2752,,,274.16494822502136,
,203544,,,500.0,,1763260334.8780642,500.0,,,2757,,,274.60823822021484,
0.0078125,205184,0.007825817912817001,-0.006047293543815613,,0.000705420970916748,1763260336.44174,,0.7836936712265015,0.0026728082448244095,2772,0.00017695852147880942,0.14678168296813965,276.171914100647,770.0
0.017578125,206208,-0.01907307654619217,0.008539010770618916,,0.0008091246709227562,1763260337.3691032,,0.5101649165153503,0.007764314766973257,2782,0.00017634408141020685,0.1049952358007431,277.0992772579193,771.0
0.068359375,207360,-0.010274365544319153,0.020750267431139946,,0.005931232124567032,1763260338.415791,,0.024593710899353027,0.0017970615299418569,2793,0.00017565283633302897,0.14085036516189575,278.1459650993347,772.0
,210544,,,500.0,,1763260342.5082207,500.0,,,2824,,,282.23839473724365,
0.044921875,212480,-0.014717429876327515,0.027032390236854553,,0.006874993443489075,1763260344.974671,,-2.6938695907592773,0.0018095902632921934,2843,0.0001725806505419314,0.16114020347595215,284.70484495162964,773.0
0.02734375,213888,0.0028252825140953064,-0.002897363156080246,,0.0015437304973602295,1763260346.7884736,,-0.5311733484268188,0.001807015622034669,2857,0.00017173579544760287,0.11947005242109299,286.51864767074585,773.0
0.00390625,216448,-0.019638607278466225,0.023723330348730087,,0.00197388231754303,1763260349.9701402,,0.4562072157859802,0.0033061851281672716,2882,0.00017019969527609646,0.179587721824646,289.700314283371,773.0
0.0,217216,-0.010728314518928528,0.008514909073710442,,0.0011251233518123627,1763260350.7753053,,0.7115510702133179,0.00563943013548851,2890,0.00016973886522464454,0.1714741587638855,290.5054793357849,774.0
0.048828125,223360,-0.016558416187763214,0.01520041935145855,,0.004700914956629276,1763260356.3626974,,0.334818959236145,0.0024363414850085974,2949,0.00016605222481302917,0.18088877201080322,296.092871427536,780.0
0.083984375,224512,-0.01564706489443779,0.0003833957016468048,,0.013357855379581451,1763260357.4134355,,0.7052781581878662,0.0031009181402623653,2960,0.0001653609797358513,0.2930176854133606,297.1436095237732,781.0
,226044,,,500.0,,1763260358.7141476,500.0,,,2975,,,298.44432163238525,
0.0546875,228224,-0.02152930200099945,0.025048043578863144,,0.020938949659466743,1763260360.7368672,,0.9955701231956482,0.0026512553449720144,2997,0.000163133634487167,0.31663423776626587,300.4670412540436,785.0
0.125,229632,-0.03997159004211426,0.08263781666755676,,0.024760158732533455,1763260361.8985639,,0.1489710807800293,0.6053910851478577,3011,0.00016228877939283848,0.22936442494392395,301.62873792648315,787.0
0.13671875,233728,-0.057081855833530426,-0.0017434656620025635,,0.06288325041532516,1763260365.4810247,,0.9624646306037903,0.0028516873717308044,3051,0.00015983103367034346,0.3267541825771332,305.2111988067627,791.0
0.0703125,233984,-0.06597255170345306,0.04305772855877876,,0.03425503894686699,1763260365.794408,,0.987030029296875,0.002423511352390051,3053,0.00015967742365319282,0.31989625096321106,305.52458214759827,791.0
0.10546875,235264,-0.049847159534692764,0.07946266978979111,,0.03929637372493744,1763260367.3482492,,0.9893076419830322,0.0017304726643487811,3066,0.00015890937356743962,0.2952364385128021,307.07842326164246,791.0
0.09375,235648,-0.011470673605799675,0.032075438648462296,,0.023582667112350464,1763260367.8522785,,0.11358267068862915,3.5392961502075195,3070,0.00015867895854171365,0.25344130396842957,307.5824525356293,791.0
0.16796875,237056,-0.0503876693546772,0.04469650238752365,,0.010025438852608204,1763260369.967284,,0.15875780582427979,0.012275051325559616,3083,0.00015783410344738513,0.20796649158000946,309.69745802879333,790.0
0.125,238592,-0.04166264832019806,0.010911894030869007,,0.0374763049185276,1763260371.9150562,,0.37599867582321167,0.004977585282176733,3098,0.0001569124433444813,0.2485112100839615,311.6452302932739,790.0
0.13671875,239104,-0.00283004529774189,-0.004096816293895245,,0.00834058877080679,1763260372.5545318,,0.4077978730201721,0.39998599886894226,3103,0.00015660522331018,0.2858554720878601,312.2847058773041,790.0
,241544,,,500.0,,1763260375.2710917,500.0,,,3127,,,315.00126576423645,
0.09375,241792,-0.03441496938467026,-0.031223295256495476,,0.029656928032636642,1763260375.527686,,0.9978525042533875,0.0005315235466696322,3129,0.00015499231813009828,0.24053573608398438,315.2578601837158,791.0
,243044,,,500.0,,1763260376.6212714,500.0,,,3141,,,316.35144543647766,
,243544,,,500.0,,1763260377.2905905,500.0,,,3146,,,317.0207645893097,
0.2421875,246016,-0.0384674035012722,0.22643426060676575,,0.10067582875490189,1763260380.2284331,,0.9996552467346191,0.03248482197523117,3170,0.00015245775284711272,0.3170592188835144,319.95860719680786,793.0
0.01953125,247296,-0.02428339049220085,0.027220778167247772,,0.006776580587029457,1763260381.460233,,0.9993041157722473,0.0007981000235304236,3183,0.0001516897027613595,0.26471737027168274,321.190407037735,794.0
0.001953125,247808,-0.009562889114022255,0.023608531802892685,,0.003398226574063301,1763260381.9308972,,0.9998320937156677,0.02960749715566635,3188,0.00015138248272705823,0.29071158170700073,321.6610713005066,794.0
0.001953125,250496,0.009098105132579803,0.0008696196600794792,,0.0016434350982308388,1763260384.403693,,0.9997479319572449,0.00013489215052686632,3217,0.00014976959209889174,0.204681396484375,324.13386702537537,797.0
0.060546875,251136,-0.01176036149263382,-0.012001631781458855,,0.009365884587168694,1763260385.0032134,,0.999846339225769,0.00018735385674517602,3224,0.00014938556705601513,0.24956528842449188,324.73338747024536,797.0
,253191,,,266.0,,1763260386.8458102,266.0,,,3247,,,326.57598423957825,
0.017578125,253440,-0.010549291968345642,-0.006094556301832199,,0.00397077202796936,1763260387.1091256,,0.9948351383209229,7.115090370178223,3250,0.00014800307690165937,0.13903145492076874,326.8392996788025,799.0
,253670,,,241.0,,1763260387.253118,241.0,,,3252,,,326.9832921028137,
,253907,,,237.0,,1763260387.520464,237.0,,,3255,,,327.2506380081177,
0.12109375,254208,-0.001140359789133072,0.01796993613243103,,0.017272137105464935,1763260388.0079913,,0.9966883659362793,0.7840904593467712,3259,0.00014754224685020745,0.25247922539711,327.73816537857056,799.0
,255337,,,241.0,,1763260389.3024535,241.0,,,3272,,,329.03262758255005,
,255566,,,229.0,,1763260389.581977,229.0,,,3275,,,329.3121509552002,
0.06640625,255616,0.008348342031240463,-0.00695058424025774,,0.008144693449139595,1763260389.7023559,,0.9971356391906738,0.08281118422746658,3276,0.00014669739175587893,0.22845646739006042,329.43252992630005,799.0
,257237,,,188.0,,1763260391.6179929,188.0,,,3296,,,331.34816694259644,
,260378,,,160.0,,1763260395.5653675,160.0,,,3338,,,335.2955415248871,
0.0625,261376,0.010328395292162895,0.032693635672330856,,0.013991935178637505,1763260396.4868302,,0.99971604347229,0.09279677271842957,3351,0.00014324116636998951,0.3359472453594208,336.2170042991638,800.0
0.01953125,261760,-0.008326418697834015,-0.007361091673374176,,0.0017474982887506485,1763260396.8712244,,0.9975453615188599,0.12592454254627228,3357,0.00014301075134426355,0.3642989993095398,336.6013984680176,801.0
0.046875,262016,-0.019798677414655685,0.016227658838033676,,0.020509831607341766,1763260397.0951793,,0.997650146484375,0.10796810686588287,3360,0.0001428571413271129,0.34199005365371704,336.82535338401794,801.0
,264653,,,146.0,,1763260399.5754158,146.0,,,3398,,,339.3055899143219,
0.07421875,264832,0.011023417115211487,-0.010162911377847195,,0.0022512516006827354,1763260399.9190817,,0.9922895431518555,1.1123263835906982,3401,0.00014116743113845587,0.2500772476196289,339.6492557525635,803.0
,265198,,,132.0,,1763260400.3509095,132.0,,,3406,,,340.08108353614807,
,266028,,,131.0,,1763260401.599291,131.0,,,3419,,,341.32946515083313,
0.041015625,266496,-0.0324215330183506,0.029120180755853653,,0.010863426141440868,1763260402.2644722,,0.9944416284561157,4.321452617645264,3426,0.0001401689660269767,0.2612774670124054,341.9946463108063,802.0
0.0,266624,0.0019057709723711014,-0.000831962563097477,,5.001295357942581e-05,1763260402.4462426,,0.9940276741981506,0.20353856682777405,3428,0.00014009216101840138,0.24921700358390808,342.1764166355133,802.0
,267079,,,127.0,,1763260403.0319643,127.0,,,3435,,,342.7621383666992,
0.00390625,268032,-0.0004550330340862274,-0.00012931041419506073,,0.00031918101012706757,1763260404.3882833,,0.994329035282135,4.251948356628418,3450,0.00013924730592407286,0.309600830078125,344.1184573173523,801.0
,268041,,,109.0,,1763260404.416604,109.0,,,3451,,,344.14677810668945,
,268757,,,120.0,,1763260405.1270463,120.0,,,3462,,,344.85722041130066,
,269639,,,118.0,,1763260405.9691365,118.0,,,3476,,,345.69931054115295,
0.021484375,269824,0.0015178658068180084,0.0182594433426857,,0.0045675793662667274,1763260406.173747,,0.999419629573822,0.14253520965576172,3479,0.00013817203580401838,0.20927324891090393,345.90392112731934,802.0
,271075,,,124.0,,1763260407.28284,124.0,,,3498,,,347.01301407814026,
0.115234375,271360,0.0010236548259854317,-0.014000725001096725,,0.02946336194872856,1763260407.6363118,,0.9996516108512878,0.057614509016275406,3503,0.00013725039025302976,0.23674902319908142,347.3664858341217,804.0
,272083,,,136.0,,1763260408.2352016,136.0,,,3513,,,347.96537566185,
0.015625,272896,0.0017500855028629303,-0.009382895193994045,,0.008241869509220123,1763260409.0462139,,0.9994860291481018,0.515314519405365,3525,0.00013632873015012592,0.33411598205566406,348.7763879299164,805.0
0.037109375,273792,-0.010648377239704132,0.017667679116129875,,0.004692859016358852,1763260409.8660653,,0.999805748462677,0.012456162832677364,3537,0.00013579109509009868,0.264443963766098,349.5962393283844,805.0
,275042,,,172.0,,1763260410.9467502,172.0,,,3554,,,350.6769242286682,
0.080078125,275072,0.0016144379042088985,0.03649384155869484,,0.005715042352676392,1763260411.0263686,,0.9993367791175842,0.5736444592475891,3555,0.00013502304500434548,0.27872559428215027,350.7565426826477,806.0
,276987,,,253.0,,1763260412.7006133,253.0,,,3576,,,352.4307873249054,
0.154296875,277120,-0.03521866723895073,0.06271689385175705,,0.031526196748018265,1763260412.8666198,,0.9939136505126953,0.7236778140068054,3578,0.00013379416486714035,0.32804009318351746,352.5967938899994,808.0
0.087890625,277376,-0.04587994143366814,-0.041323475539684296,,0.011135809123516083,1763260413.0918105,,0.9685043096542358,0.04487717151641846,3581,0.0001336405548499897,0.29043906927108765,352.82198452949524,808.0
0.0,278144,-0.006322300061583519,0.0057416874915361404,,0.0006358586251735687,1763260414.036669,,0.9825035929679871,0.20630598068237305,3589,0.0001331797247985378,0.24713066220283508,353.76684308052063,808.0
,280255,,,269.0,,1763260416.421439,269.0,,,3613,,,356.15161299705505,
0.03515625,281088,0.009737581014633179,-0.01474552508443594,,0.007407953031361103,1763260417.3747034,,0.9872391223907471,0.008119641803205013,3622,0.00013141320960130543,0.31040310859680176,357.1048774719238,809.0
,282928,,,484.0,,1763260418.9794285,484.0,,,3640,,,358.7096025943756,
0.20703125,284544,-0.08416382968425751,0.0027183331549167633,,0.06187927722930908,1763260420.8691595,,0.996609628200531,0.2242228090763092,3656,0.00012933947436977178,0.38349515199661255,360.599333524704,811.0
0.1770833283662796,285824,-0.11769050359725952,0.0455293245613575,,0.04156932234764099,1763260422.4553733,,0.69561767578125,0.004073412623256445,3669,0.00012857142428401858,0.3503093421459198,362.18554735183716,811.0
0.1848958283662796,286848,-0.09815378487110138,0.11066565662622452,,0.0835498571395874,1763260423.688962,,0.9849547147750854,0.014026256278157234,3679,0.00012795698421541601,0.28786009550094604,363.4191360473633,811.0
0.095703125,287232,-0.09677419066429138,0.00269901379942894,,0.04021367430686951,1763260424.1604686,,0.9827003479003906,0.0008058408857323229,3683,0.00012772656918969005,0.3576824963092804,363.89064264297485,811.0
0.1614583283662796,287360,-0.10245507955551147,0.0978689044713974,,0.03784794360399246,1763260424.314448,,0.9925407767295837,0.0005931664491072297,3684,0.00012764976418111473,0.38736140727996826,364.04462218284607,811.0
0.095703125,290048,-0.0036978255957365036,0.06915739923715591,,0.012418583035469055,1763260427.293172,,-0.005899667739868164,3.4968698024749756,3711,0.00012603687355294824,0.2980930805206299,367.0233459472656,812.0
0.06640625,290304,-0.07555270195007324,0.0333731472492218,,0.03259477764368057,1763260427.549261,,0.9269930124282837,0.00016406372014898807,3713,0.0001258832635357976,0.310322642326355,367.2794351577759,812.0
,290491,,,500.0,,1763260427.670181,500.0,,,3715,,,367.4003551006317,
0.0,292096,-0.0002710353583097458,-0.012379102408885956,,0.0009566005319356918,1763260429.1271226,,-0.0038651227951049805,3.512424945831299,3731,0.0001248079934157431,0.317028284072876,368.857296705246,813.0
0.1744791716337204,292480,-0.10732676833868027,0.11466460675001144,,0.07584142684936523,1763260429.4444766,,0.8775817155838013,0.0006560550536960363,3734,0.00012457757839001715,0.320189505815506,369.1746506690979,814.0
0.0,294528,-0.004286656156182289,-0.0020322073251008987,,4.845857620239258e-05,1763260431.6509683,,-0.00738072395324707,0.5350780487060547,3755,0.00012334869825281203,0.2599768042564392,371.3811423778534,814.0
0.046875,296576,0.0018321182578802109,0.011174137704074383,,0.007508943788707256,1763260433.7811003,,-0.014099597930908203,144.95718383789062,3775,0.0001221198181156069,0.24098248779773712,373.51127433776855,815.0
,296991,,,500.0,,1763260434.161574,500.0,,,3779,,,373.89174795150757,
0.0390625,299520,0.003057911992073059,0.04801302030682564,,0.005610686726868153,1763260436.4604187,,-0.004989504814147949,0.012906128540635109,3804,0.00012035330291837454,0.24376240372657776,376.1905927658081,817.0
0.072265625,299904,0.023460708558559418,-0.020530477166175842,,0.013824548572301865,1763260436.7962694,,0.7956469655036926,0.0003738260711543262,3807,0.00012012288789264858,0.29254770278930664,376.5264434814453,817.0
,303991,,,500.0,,1763260440.4508219,500.0,,,3847,,,380.1809959411621,
0.0546875,307200,-0.019324570894241333,0.003708871081471443,,0.0037423931062221527,1763260443.490312,,0.9036230444908142,0.006936670746654272,3879,0.00011574500967981294,0.22007784247398376,383.220486164093,822.0
0.00390625,307584,0.0005430602468550205,0.002758529968559742,,0.0012015355750918388,1763260443.9376693,,-0.00273895263671875,0.08435486257076263,3883,0.00011551459465408698,0.1623627245426178,383.6678433418274,822.0
0.046875,307712,-0.05466752499341965,-0.0024913493543863297,,0.014566043391823769,1763260444.1059768,,0.5178320407867432,0.004304658621549606,3884,0.00011543778964551166,0.3266633450984955,383.8361508846283,822.0
,307991,,,500.0,,1763260444.4504423,500.0,,,3887,,,384.1806163787842,
0.09375,308480,-0.047389231622219086,0.05988665670156479,,0.012957589700818062,1763260445.0938263,,0.8589671850204468,0.00029298424487933517,3891,0.00011497695959405974,0.2858087718486786,384.82400035858154,822.0
0.01953125,309120,-0.018346089869737625,0.009832322597503662,,0.004869435913860798,1763260445.920778,,0.9394784569740295,0.005115700885653496,3898,0.00011459293455118313,0.2454834133386612,385.6509521007538,822.0
0.00390625,310528,-0.018579155206680298,-0.03739677369594574,,0.004123568534851074,1763260447.7687943,,-0.0009518861770629883,22.363727569580078,3912,0.00011374807945685461,0.3685189485549927,387.4989683628082,822.0
0.02734375,310912,-0.026865877211093903,-0.014598850160837173,,0.009331630542874336,1763260448.2780783,,0.8810018301010132,0.0005304845981299877,3915,0.00011351766443112865,0.3123393654823303,388.00825238227844,822.0
0.0390625,312192,-0.008511744439601898,0.008446908555924892,,0.005912897177040577,1763260449.9995966,,0.6644778251647949,0.002114091534167528,3928,0.00011274961434537545,0.23296010494232178,389.7297706604004,821.0
0.037109375,313856,-0.029358696192502975,0.027706798166036606,,0.008561384864151478,1763260452.139537,,0.2596527338027954,0.0009565164800733328,3944,0.00011175114923389629,0.24764706194400787,391.8697111606598,821.0
0.0,313984,-0.010090969502925873,0.010531021282076836,,0.0010661054402589798,1763260452.3150291,,0.6973741054534912,0.0003597529139369726,3945,0.00011167434422532097,0.34192782640457153,392.04520320892334,821.0
,313991,,,500.0,,1763260452.3539999,500.0,,,3946,,,392.0841739177704,
0.025390625,314880,-0.027636803686618805,0.028172004967927933,,0.006866798736155033,1763260453.4651725,,0.8625321388244629,0.0005410537123680115,3954,0.00011113670916529372,0.22874030470848083,393.1953465938568,821.0
0.12109375,315776,-0.013855403289198875,-0.02916695550084114,,0.024974774569272995,1763260454.439918,,0.4360703229904175,0.0006397033575922251,3963,0.0001105990813812241,0.3449222147464752,394.1700921058655,821.0
0.0078125,316416,-0.012228727340698242,0.004696216434240341,,0.0018190070986747742,1763260454.9979649,,0.9158884882926941,0.0003064207558054477,3969,0.0001102150563383475,0.23392954468727112,394.728138923645,822.0
0.005859375,317568,-0.007447421550750732,-0.023923343047499657,,0.0019899243488907814,1763260456.0458424,,-0.0015985965728759766,3.466407537460327,3981,0.00010952381126116961,0.21479997038841248,395.77601647377014,822.0
0.0,317824,-0.004787309095263481,0.005879487842321396,,0.002198290079832077,1763260456.2745287,,0.8903661966323853,0.000247944553848356,3983,0.00010937020124401897,0.24574759602546692,396.0047028064728,823.0
0.052734375,319232,0.026480788365006447,-0.028109213337302208,,0.01518434751778841,1763260457.5823052,,0.8863729238510132,0.0028349808417260647,3997,0.00010852534614969045,0.20779730379581451,397.3124792575836,823.0
0.001953125,325504,-0.03278405964374542,0.016400884836912155,,0.001769176684319973,1763260465.0929313,,0.0007725954055786133,138.88233947753906,4059,0.00010476190800545737,0.339443564414978,404.8231053352356,824.0
0.021484375,328448,0.019301116466522217,-0.01841013878583908,,0.0016146227717399597,1763260469.0581222,,0.3820064663887024,0.00038964743725955486,4087,0.000102995392808225,0.18544068932533264,408.78829622268677,823.0
0.033203125,328832,-0.01676507666707039,-0.002082142047584057,,0.004394170828163624,1763260469.6447062,,0.6803405284881592,0.00011863314284710214,4091,0.00010276497778249905,0.2879416048526764,409.3748803138733,823.0
