charts/SPS,losses/approx_kl,losses/clipfrac,losses/entropy,global_step,charts/learning_rate,_runtime,charts/episodic_length,charts/episodic_return,losses/value_loss,losses/policy_loss,losses/explained_variance,_step,_timestamp,losses/old_approx_kl
874.0,0.00013532768934965134,0.0,0.26373690366744995,476032,1.4439324331760872e-05,551.7188441753387,,,0.0010911159915849566,-0.0011437982320785522,-0.06425881385803223,5322,1763260611.9776502,0.0017032558098435402
,,,,476662,,552.2029130458832,500.0,500.0,,,,5328,1763260612.461719,
876.0,1.6655772924423218e-05,0.0,0.1866106390953064,479872,1.213517680298537e-05,555.1721701622009,,,0.0015826745657250285,-0.0020342878997325897,-0.0710752010345459,5360,1763260615.4309762,0.0011633355170488358
876.0,0.00023134518414735794,0.0,0.19785583019256592,480128,1.198156678583473e-05,555.3940918445587,,,0.0010802769102156162,-4.326924681663513e-05,-0.03768491744995117,5362,1763260615.6528978,0.0009668013080954552
877.0,1.7867423593997955e-05,0.0,0.18765166401863098,482816,1.0368663424742408e-05,557.806667804718,,,0.0014750922564417124,-0.001073550432920456,-0.028754234313964844,5389,1763260618.0654738,0.00139556173235178
878.0,1.598801463842392e-05,0.0,0.16774550080299377,487040,7.834101779735647e-06,561.6681184768677,,,0.0012218786869198084,-0.0017634108662605286,-0.020769238471984863,5430,1763260621.9269245,0.0016128579154610634
879.0,4.355795681476593e-06,0.0,0.19404828548431396,488064,7.219662165880436e-06,562.5956237316132,,,0.0011870160233229399,0.000413551926612854,-0.059410810470581055,5440,1763260622.8544297,-0.0007922248914837837
,,,,488162,,562.6310641765594,500.0,500.0,,,,5441,1763260622.8898702,
879.0,3.3527612686157227e-08,0.0,0.15207324922084808,488192,7.142857157305116e-06,562.7112238407135,,,0.0029953953344374895,-2.207234501838684e-06,-1.430511474609375e-06,5442,1763260622.9700298,-1.0708346962928772e-05
879.0,1.2783333659172058e-05,0.0,0.1538139283657074,488320,7.066052148729796e-06,562.8228170871735,,,0.0013910566922277212,-0.0006488626822829247,-0.10171902179718018,5443,1763260623.081623,0.0009123831987380981
879.0,7.102265954017639e-06,0.0,0.1799289882183075,489344,6.451612989621935e-06,563.743510723114,,,0.0014175735414028168,-0.0001586657017469406,-0.056670546531677246,5453,1763260624.0023167,0.0005539059638977051
879.0,3.0919909477233887e-07,0.0,0.17441919445991516,489472,6.374807981046615e-06,563.852833032608,,,0.0012586455559358,-0.00021826475858688354,-0.03015148639678955,5454,1763260624.111639,8.09691846370697e-05
880.0,4.721805453300476e-06,0.0,0.2121431976556778,491136,5.376344233809505e-06,565.3604817390442,,,0.0012315141502767801,-0.0004590228199958801,-0.029668807983398438,5470,1763260625.6192877,-4.334747791290283e-05
881.0,1.4463439583778381e-06,0.0,0.13925383985042572,493568,3.9170508898678236e-06,567.5470254421234,,,0.001276457798667252,0.0002069920301437378,0.01528477668762207,5494,1763260627.8058314,-7.40373507142067e-05
881.0,6.269663572311401e-06,0.0,0.19769254326820374,495104,2.9953916964586824e-06,568.9151349067688,,,0.0012877988629043102,-0.0003446824848651886,-0.04519152641296387,5509,1763260629.173941,5.37186861038208e-06
882.0,1.2405216693878174e-06,0.0,0.07049810886383057,496000,2.457757318552467e-06,569.7351462841034,,,0.0012799814576283097,6.3944607973098755e-06,-0.05109715461730957,5518,1763260629.9939523,0.00012762658298015594
882.0,8.996576070785522e-07,0.0,0.23242974281311035,497024,1.8433179320709314e-06,570.6553268432617,,,0.0012889280915260315,-1.1332333087921143e-05,-0.11452949047088623,5528,1763260630.9141328,-8.492730557918549e-05
882.0,3.0547380447387695e-07,0.0,0.2344336360692978,497152,1.766513037182449e-06,570.7647275924683,,,0.0013096114853397012,4.871748387813568e-05,-0.026357054710388184,5529,1763260631.0235336,-2.3283064365386963e-07
882.0,1.084059476852417e-06,0.0,0.21978920698165894,497280,1.6897081422939664e-06,570.8773396015167,,,4.067499160766602,-0.00023818016052246094,1.9848346710205078e-05,5531,1763260631.1361456,-0.00013656169176101685
