charts/SPS,losses/approx_kl,losses/clipfrac,losses/entropy,global_step,charts/learning_rate,_runtime,charts/episodic_length,charts/episodic_return,losses/value_loss,losses/policy_loss,losses/explained_variance,_step,_timestamp,losses/old_approx_kl
761.0,0.0015929844230413437,0.001953125,0.18074406683444977,140416,0.00021582181216217577,191.87956595420837,,,5.77235477976501e-05,0.0018382146954536438,0.9552006125450134,2029,1763260252.138372,-0.005641689524054527
760.0,0.01766778528690338,0.05859375,0.19729073345661163,140928,0.0002155145921278745,192.70835041999817,,,0.00017374000162817538,-0.036767128854990005,0.9453275799751282,2034,1763260252.9671564,0.019918689504265785
759.0,4.42061573266983e-05,0.0,0.23620322346687317,142080,0.0002148233470506966,194.5724482536316,,,1.4451489732891787e-05,-0.0005684606730937958,0.9393970966339111,2045,1763260254.8312542,-1.5169382095336914e-05
,,,,142662,,195.46632170677185,500.0,500.0,,,,2051,1763260255.7251277,
758.0,0.0026414142921566963,0.025390625,0.17837174236774445,142720,0.00021443932200782,195.63453555107117,,,4.118315696716309,0.00422869436442852,0.006610751152038574,2052,1763260255.8933415,0.010327733121812344
756.0,0.006363546475768089,0.02734375,0.23265138268470764,144640,0.0002132872468791902,198.69160270690918,,,9.33162373257801e-05,-0.013441011309623718,0.9787300825119019,2070,1763260258.9504087,0.009222615510225296
,,,,145162,,199.57971239089966,500.0,500.0,,,,2076,1763260259.8385184,
753.0,0.005844827741384506,0.033203125,0.1853361278772354,146944,0.00021190475672483444,202.41847348213196,,,0.000228500270168297,-0.003607615828514099,0.8958398699760437,2093,1763260262.6772795,-0.002434920519590378
753.0,0.01064470037817955,0.03515625,0.3118972182273865,147072,0.00021182795171625912,202.61389708518982,,,0.00018953075050376356,-0.0022066570818424225,0.7081824541091919,2094,1763260262.872703,-0.025712430477142334
751.0,0.004571884870529175,0.013671875,0.20662608742713928,149376,0.00021044546156190336,206.30835366249084,,,0.0009570373222231865,0.003663264214992523,0.8118062019348145,2117,1763260266.5671597,-0.0032896529883146286
748.0,0.0036087213084101677,0.001953125,0.29047301411628723,152320,0.00020867896091658622,211.03317189216614,,,0.00015585747314617038,-0.029091188684105873,0.9217689037322998,2146,1763260271.291978,0.02453448623418808
748.0,0.0018214602023363113,0.0078125,0.166208878159523,152576,0.00020852535089943558,211.41679072380066,,,0.00043792754877358675,-0.010445624589920044,0.9741334915161133,2148,1763260271.6755967,0.004710482433438301
747.0,0.0011729253455996513,0.001953125,0.2739903926849365,153216,0.00020814132585655898,212.44224190711975,,,0.0056983111426234245,0.02065376192331314,0.12809062004089355,2155,1763260272.701048,-0.00888510886579752
745.0,0.010625716298818588,0.0234375,0.2652394771575928,155008,0.0002070660557365045,215.33162307739258,,,0.0005993181257508695,-0.005919570103287697,0.9875941276550293,2172,1763260275.590429,0.008730720728635788
744.0,0.00035390350967645645,0.0,0.20217950642108917,156288,0.0002062980056507513,217.42492580413818,,,140.9508514404297,0.001853225752711296,0.050811588764190674,2185,1763260277.6837318,0.010159715078771114
743.0,0.00727144256234169,0.029296875,0.19626562297344208,157056,0.00020583717559929937,218.60550904273987,,,0.0005689429817721248,-0.02150784060359001,0.9920665621757507,2192,1763260278.864315,0.01589898206293583
,,,,157662,,219.3275818824768,500.0,500.0,,,,2198,1763260279.5863879,
743.0,0.0020100008696317673,0.001953125,0.2586436867713928,157696,0.00020545315055642277,219.459876537323,,,22.28792381286621,0.017036493867635727,0.020910203456878662,2199,1763260279.7186825,0.009257335215806961
742.0,8.102506399154663e-06,0.0,0.14319977164268494,158976,0.00020468510047066957,221.4373335838318,,,0.0005226057255640626,-0.0013596657663583755,0.9937079548835754,2211,1763260281.6961396,0.0007685646414756775
742.0,0.0072762630879879,0.02734375,0.2941378355026245,159232,0.00020453149045351893,221.87143731117249,,,0.014296403154730797,0.01885480433702469,0.13586574792861938,2214,1763260282.1302433,-0.0095684714615345
742.0,0.008879400789737701,0.05078125,0.12118424475193024,159872,0.00020414746541064233,222.87944722175598,,,0.00017507627489976585,-0.016767770051956177,0.9912566542625427,2220,1763260283.1382532,0.01678643934428692
,,,,160162,,223.30621242523193,500.0,500.0,,,,2223,1763260283.5650184,
741.0,0.0020875390619039536,0.02734375,0.17398303747177124,160384,0.00020384024537634104,223.6869661808014,,,0.00027826830046251416,0.0315803624689579,0.9847085475921631,2225,1763260283.9457722,-0.018045933917164803
741.0,0.000288485549390316,0.0,0.13613609969615936,160512,0.00020376344036776572,223.89471316337585,,,0.00025770519278012216,0.005161592736840248,0.9883658289909363,2226,1763260284.1535192,-0.0005942704156041145
741.0,0.013519806787371635,0.04296875,0.1763312965631485,160640,0.0002036866353591904,224.0904097557068,,,0.0005438673542812467,-0.032178185880184174,0.9946574568748474,2227,1763260284.3492157,0.046374984085559845
741.0,0.0005651013925671577,0.0,0.2042512148618698,161024,0.00020345622033346444,224.70819211006165,,,0.0001946629345184192,0.00021735578775405884,0.9908987283706665,2231,1763260284.966998,0.0006990795955061913
740.0,0.009276023134589195,0.05078125,0.25627514719963074,161408,0.00020322580530773848,225.31442594528198,,,0.0004437112947925925,-0.022130567580461502,0.9844152331352234,2235,1763260285.573232,0.008985141292214394
740.0,0.030176669359207153,0.1328125,0.26284703612327576,162048,0.00020284178026486188,226.32378005981445,,,0.001245944993570447,-0.05085468664765358,0.9739732146263123,2241,1763260286.582586,0.07177981734275818
739.0,0.0002817464992403984,0.0,0.18394023180007935,162688,0.00020245775522198528,227.37294459342957,,,26.253252029418945,0.007337950170040131,0.01121664047241211,2248,1763260287.6317506,-0.00190040934830904
739.0,0.0028209900483489037,0.0,0.23579378426074982,162944,0.00020230414520483464,227.74560499191284,,,0.00026145277661271393,-0.027223072946071625,0.9713276624679565,2250,1763260288.004411,0.0203174389898777
739.0,0.00021724216639995575,0.0,0.20237472653388977,163200,0.000202150535187684,228.1599781513214,,,142.87017822265625,0.00031612813472747803,0.030689775943756104,2253,1763260288.4187841,0.0020436327904462814
,,,,165162,,231.14752912521362,500.0,500.0,,,,2272,1763260291.406335,
738.0,0.04812796041369438,0.16015625,0.23768013715744019,166016,0.00020046082499902695,232.30798316001892,,,0.0014419425278902054,-0.05671164393424988,0.942774772644043,2280,1763260292.5667892,0.08258019387722015
737.0,0.00024315714836120605,0.017578125,0.10413781553506851,167552,0.0001995391648961231,234.50631189346313,,,0.0006739865057170391,-0.0006082253530621529,0.9820103645324707,2295,1763260294.765118,0.0033268872648477554
737.0,0.008715400472283363,0.078125,0.14307357370853424,167808,0.00019938555487897247,234.91528749465942,,,0.0001654932857491076,-0.008677998557686806,0.9590978026390076,2298,1763260295.1740935,0.014411600306630135
737.0,0.0417662151157856,0.16015625,0.24404193460941315,169088,0.00019861750479321927,236.78004908561707,,,0.00047895326861180365,-0.016627609729766846,0.8874613642692566,2310,1763260297.038855,0.0312009509652853
737.0,0.006624743342399597,0.0234375,0.2087755799293518,169216,0.00019854069978464395,237.0194993019104,,,0.030866222456097603,0.006035700440406799,0.018531858921051025,2312,1763260297.2783053,-0.0024675950407981873
736.0,0.0031751245260238647,0.01171875,0.2873455584049225,169856,0.00019815668929368258,237.94504380226135,,,0.0005313805304467678,-0.0273033007979393,0.9925985932350159,2318,1763260298.2038498,0.02567426487803459
736.0,0.0003072284162044525,0.0,0.12711292505264282,170240,0.00019792627426795661,238.53542041778564,,,0.014465694315731525,0.004520311951637268,0.3285484313964844,2322,1763260298.7942264,-0.0008770488202571869
736.0,0.004455080255866051,0.03125,0.19766435027122498,170496,0.00019777266425080597,238.89986944198608,,,0.001116863451898098,-0.0483357235789299,0.996516227722168,2324,1763260299.1586754,0.03182930499315262
736.0,0.013811415992677212,0.072265625,0.17822381854057312,171008,0.0001974654442165047,239.6582260131836,,,0.0005669320235028863,-0.02656322345137596,0.9793978333473206,2329,1763260299.917032,0.01814243197441101
736.0,0.0073922621086239815,0.05078125,0.22297212481498718,172032,0.00019685100414790213,241.15845346450806,,,0.0008038881933316588,-0.011674292385578156,0.9919385313987732,2339,1763260301.4172595,0.007547845132648945
735.0,0.00586134847253561,0.029296875,0.24035857617855072,172416,0.00019662058912217617,241.73172616958618,,,0.0006710957386530936,-0.03256801888346672,0.9844323992729187,2343,1763260301.9905322,0.02798396348953247
735.0,0.0013842973858118057,0.001953125,0.14672711491584778,172928,0.0001963133690878749,242.476464509964,,,0.0005363862728700042,-0.009954839944839478,0.9921676516532898,2348,1763260302.7352705,0.004421565681695938
735.0,0.004946593195199966,0.060546875,0.1936759501695633,173568,0.0001959293440449983,243.39491081237793,,,0.0004604942805599421,-0.00562753900885582,0.9450321197509766,2354,1763260303.6537168,-0.004542682319879532
735.0,2.5162473320961e-05,0.0,0.1979382485151291,174464,0.00019539170898497105,244.69524908065796,,,0.00018801054102368653,0.0004501044750213623,0.9682543277740479,2363,1763260304.954055,-0.0010101329535245895
735.0,0.004533854313194752,0.029296875,0.14078983664512634,177152,0.00019377880380488932,248.1647629737854,,,6.226095138117671e-05,1.0212883353233337e-05,0.972649872303009,2389,1763260308.423569,-0.002083427272737026
739.0,0.04594600200653076,0.080078125,0.23304536938667297,180864,0.00019155145855620503,251.96693015098572,,,0.0020190360955893993,-0.04055522382259369,0.7944949269294739,2426,1763260312.2257361,0.05321730300784111
739.0,0.002742868848145008,0.005859375,0.23711735010147095,181248,0.00019132104353047907,252.46725392341614,,,0.1043323427438736,-0.0013428181409835815,-0.007491588592529297,2430,1763260312.72606,-0.012974162586033344
740.0,0.0006908131763339043,0.0234375,0.24572858214378357,183168,0.00019016896840184927,254.94820952415466,,,0.6123412847518921,0.0006770901381969452,-0.0011992454528808594,2449,1763260315.2070155,0.0038206977769732475
740.0,0.0027553001418709755,0.001953125,0.19565853476524353,184832,0.0001891705032903701,257.09458661079407,,,0.002665722742676735,-0.015040725469589233,0.8629352450370789,2465,1763260317.3533926,0.0088576041162014
,,,,187662,,260.2319164276123,500.0,500.0,,,,2493,1763260320.4907224,
744.0,0.011787031777203083,0.072265625,0.14960704743862152,189056,0.00018663593800738454,261.5242192745209,,,6.898754509165883e-05,-0.025478888303041458,0.3960856795310974,2506,1763260321.7830253,0.02654082514345646
744.0,0.011157762259244919,0.06640625,0.3002265691757202,189824,0.00018617510795593262,262.26085138320923,,,0.005773965269327164,-0.0012965276837348938,0.6421736478805542,2514,1763260322.5196574,-0.005023431032896042
744.0,0.0004155505448579788,0.0,0.2839628756046295,189952,0.00018609831749927253,262.42142844200134,,,0.00018221446953248233,0.0009596347808837891,0.8038699626922607,2515,1763260322.6802344,-0.0024834033101797104
744.0,0.057556331157684326,0.177734375,0.26504260301589966,190464,0.00018579109746497124,263.1263883113861,,,0.0011338306358084083,-0.07307182252407074,0.16189724206924438,2520,1763260323.3851943,0.13982559740543365
744.0,0.00036663468927145004,0.009765625,0.22129999101161957,191744,0.00018502304737921804,264.9306743144989,,,128.95191955566406,-0.0010715071111917496,0.11600494384765625,2533,1763260325.1894803,0.002930999733507633
744.0,0.0030993595719337463,0.013671875,0.2504384517669678,192512,0.00018456221732776612,265.9538731575012,,,0.0008456743089482188,0.022439662367105484,0.9678338766098022,2540,1763260326.2126791,-0.010041369125247002
,,,,193162,,266.8331489562988,500.0,500.0,,,,2547,1763260327.091955,
745.0,0.010144424624741077,0.109375,0.2069169282913208,195584,0.00018271889712195843,269.97958040237427,,,0.0006510550156235695,-0.010925572365522385,0.9824328422546387,2570,1763260330.2383864,-0.007564174942672253
,,,,195662,,270.0301969051361,500.0,500.0,,,,2571,1763260330.289003,
745.0,0.002247343771159649,0.01953125,0.21419721841812134,196224,0.00018233487207908183,270.82139015197754,,,0.010537122376263142,-0.004721114411950111,0.15076571702957153,2577,1763260331.0801961,0.0008005844429135323
748.0,0.00043910834938287735,0.0,0.16295987367630005,199424,0.00018041474686469883,273.76427364349365,,,0.0002085535234073177,-0.00742669403553009,0.9903900027275085,2608,1763260334.0230796,0.007767676375806332
,,,,199662,,273.9154372215271,500.0,500.0,,,,2610,1763260334.1742432,
,,,,201662,,275.7599129676819,500.0,500.0,,,,2630,1763260336.018719,
752.0,0.004137550480663776,0.0625,0.22554881870746613,202240,0.00017872503667604178,276.2818031311035,,,0.03248707950115204,0.03211178630590439,0.014591038227081299,2636,1763260336.5406091,0.0020073428750038147
753.0,0.003127092495560646,0.01171875,0.3007998466491699,203264,0.00017811059660743922,277.2064690589905,,,22.824800491333008,-0.036752693355083466,-0.0028418302536010742,2646,1763260337.465275,-0.004456974565982819
753.0,0.020984375849366188,0.087890625,0.19821378588676453,203392,0.0001780337915988639,277.3158416748047,,,0.003469499759376049,-0.03252281993627548,0.8847864270210266,2647,1763260337.5746477,0.04373180866241455
753.0,0.01406184397637844,0.08984375,0.30705681443214417,203520,0.00017795698659028858,277.46436834335327,,,0.0002923647698480636,-0.0445341058075428,0.9326705932617188,2648,1763260337.7231743,0.015439614653587341
754.0,0.0002675047144293785,0.0,0.25473177433013916,205568,0.00017672810645308346,279.85228061676025,,,5.0012149586109444e-05,-0.005931861698627472,0.753847062587738,2668,1763260340.1110866,0.004651463590562344
754.0,0.005169522017240524,0.08203125,0.18618988990783691,206080,0.00017642088641878217,280.5183997154236,,,8.18928747321479e-05,-0.008094925433397293,0.9005314707756042,2673,1763260340.7772057,0.0007814038544893265
754.0,0.01840919442474842,0.08203125,0.22144579887390137,207104,0.0001758064463501796,281.91300082206726,,,0.00011139141861349344,-0.03990769386291504,0.37736159563064575,2683,1763260342.1718068,0.06865911185741425
754.0,0.0022273510694503784,0.009765625,0.15285229682922363,207488,0.00017557603132445365,282.40030455589294,,,0.00039562417077831924,-0.01069522276520729,-0.019579172134399414,2687,1763260342.6591105,0.008512396365404129
,,,,207662,,282.58858370780945,500.0,500.0,,,,2689,1763260342.8473897,
754.0,0.034794021397829056,0.1171875,0.2025328427553177,208000,0.00017526881129015237,283.07681608200073,,,0.0003652308078017086,-0.0393591932952404,0.20089060068130493,2692,1763260343.335622,0.03127008303999901
754.0,0.006060156039893627,0.04296875,0.21583719551563263,212096,0.00017281106556765735,288.38950872421265,,,0.00010050884156953543,0.03593524172902107,0.41447848081588745,2732,1763260348.6483147,-0.030824773013591766
755.0,0.00782144907861948,0.046875,0.24439343810081482,214144,0.00017158218543045223,290.737966299057,,,0.0007564440020360053,-0.00428447499871254,0.7784918546676636,2752,1763260350.9967723,0.03237951174378395
756.0,0.018606971949338913,0.125,0.22232447564601898,214656,0.00017127496539615095,291.1831042766571,,,0.00032143446151167154,-0.02428167685866356,0.9127618074417114,2757,1763260351.4419103,0.025336038321256638
,,,,216162,,292.5117702484131,500.0,500.0,,,,2772,1763260352.7705762,
,,,,217162,,293.4302759170532,500.0,500.0,,,,2782,1763260353.689082,
759.0,0.0008967900648713112,0.0,0.16204077005386353,217216,0.00016973886522464454,293.51728320121765,,,22.849609375,-0.004287853837013245,-0.0042002201080322266,2783,1763260353.7760892,-0.0005943486467003822
760.0,4.90797683596611e-05,0.0,0.17188534140586853,218240,0.00016912442515604198,294.4339463710785,,,0.025115156546235085,0.0005447734147310257,-0.003134489059448242,2793,1763260354.6927524,0.0019032740965485573
763.0,0.001041267067193985,0.009765625,0.12334321439266205,221440,0.00016720429994165897,297.32627153396606,,,0.00032518262742087245,0.000787864439189434,0.9518880844116211,2824,1763260357.5850775,-0.0048196204006671906
765.0,0.007866884581744671,0.03125,0.26951926946640015,223360,0.00016605222481302917,299.0906538963318,,,0.002839170629158616,0.00629192590713501,0.9508446455001831,2843,1763260359.34946,-0.0014166506007313728
767.0,0.00010792072862386703,0.0,0.2084164172410965,224768,0.00016520736971870065,300.357558965683,,,0.019149677827954292,-1.5057623386383057e-05,-0.008461952209472656,2857,1763260360.616365,0.00051902886480093
770.0,0.0028195371851325035,0.001953125,0.25202804803848267,227328,0.00016367126954719424,302.6641457080841,,,0.005073646083474159,-6.731227040290833e-05,0.9118125438690186,2882,1763260362.9229517,0.0042477743700146675
,,,,228162,,303.3973922729492,500.0,500.0,,,,2890,1763260363.6561983,
,,,,234162,,311.02146005630493,500.0,500.0,,,,2949,1763260371.280266,
771.0,0.002451358363032341,0.025390625,0.13635215163230896,235264,0.00015890937356743962,312.47667694091797,,,166.6228485107422,-0.005748644471168518,-0.004000544548034668,2960,1763260372.735483,-0.022550053894519806
771.0,0.001273428089916706,0.0,0.12543493509292603,236800,0.00015798771346453577,314.35125207901,,,0.0022656559012830257,-0.006346182897686958,0.9724187254905701,2975,1763260374.610058,0.013377568684518337
772.0,0.000932641327381134,0.0,0.187767893075943,238208,0.00015714285837020725,315.69563913345337,,,163.5977020263672,-7.968023419380188e-05,-0.0011652708053588867,2989,1763260375.9544451,-0.004929583519697189
773.0,0.003015558235347271,0.03125,0.2206290364265442,239104,0.00015660522331018,316.62800431251526,,,7.533854659413919e-05,-0.004854057915508747,0.6548846960067749,2997,1763260376.8868103,0.005824598483741283
773.0,0.01063055545091629,0.044921875,0.21796071529388428,240512,0.00015576036821585149,318.3993411064148,,,7.12773617124185e-05,-0.004456363618373871,0.642624020576477,3011,1763260378.658147,0.03463728353381157
776.0,0.011638697236776352,0.107421875,0.26306411623954773,244608,0.00015330260794144124,322.5594005584717,,,0.00018484344764146954,-0.04218645393848419,0.20092928409576416,3051,1763260382.8182065,0.053197331726551056
776.0,0.0009337021037936211,0.0,0.1582254320383072,244736,0.00015322580293286592,322.67158794403076,,,0.0843362808227539,0.001523515209555626,-0.0015785694122314453,3053,1763260382.930394,0.009801770560443401
777.0,0.012674885801970959,0.078125,0.26775461435317993,246144,0.0001523809478385374,323.93530321121216,,,0.00017835639300756156,-0.04701381176710129,-0.03970658779144287,3066,1763260384.1941092,0.061723485589027405
778.0,0.0008214125409722328,0.0,0.16957135498523712,246528,0.00015215053281281143,324.311137676239,,,1.8009528503171168e-05,-0.0010301750153303146,0.0870407223701477,3070,1763260384.5699437,0.0027628550305962563
779.0,0.0031568165868520737,0.01953125,0.1308535933494568,247808,0.00015138248272705823,325.4687511920929,,,0.0024033566005527973,-0.005934525281190872,0.9681484699249268,3083,1763260385.7275572,0.006989186629652977
780.0,0.016775917261838913,0.0703125,0.159196674823761,249344,0.0001504608226241544,326.85453724861145,,,0.003324759192764759,-0.0038386471569538116,0.6379296779632568,3098,1763260387.1133432,0.02933616191148758
780.0,0.010233243927359581,0.046875,0.16457964479923248,249856,0.0001501536025898531,327.39406156539917,,,0.0029023762326687574,-0.01627372018992901,0.8946696519851685,3103,1763260387.6528676,0.028207547962665558
781.0,0.0019884593784809113,0.01953125,0.19511309266090393,252288,0.00014869432197883725,330.3911552429199,,,141.36709594726562,0.00031126104295253754,-0.0005373954772949219,3127,1763260390.6499612,0.0012667812407016754
781.0,0.0013426244258880615,0.001953125,0.22068339586257935,252544,0.0001485407119616866,330.7029263973236,,,1.702134613879025e-05,0.010636317543685436,-0.21821963787078857,3129,1763260390.9617324,-0.009304609149694443
781.0,0.0002795495092868805,0.0,0.13299331068992615,253696,0.00014784946688450873,332.102023601532,,,22.097877502441406,0.0029638558626174927,-0.00016009807586669922,3141,1763260392.3608296,0.0036765486001968384
781.0,0.0005601132288575172,0.0,0.22551687061786652,253952,0.0001476958568673581,332.38666248321533,,,0.00010130430018762127,-0.004940502345561981,-0.6652988195419312,3143,1763260392.6454685,0.006025445647537708
781.0,0.001763942651450634,0.005859375,0.20344194769859314,254208,0.00014754224685020745,332.75134563446045,,,22.081832885742188,-0.018578439950942993,0.00023353099822998047,3146,1763260393.0101516,0.014549500308930874
,,,,256662,,335.5269329547882,500.0,500.0,,,,3170,1763260395.785739,
783.0,1.9043684005737305e-05,0.0,0.12038205564022064,258048,0.00014523809659294784,336.8145730495453,,,0.0002589822397567332,-0.0022784769535064697,-0.81563401222229,3183,1763260397.073379,0.0013131983578205109
783.0,0.009150644764304161,0.041015625,0.28150710463523865,258560,0.00014493087655864656,337.26410245895386,,,0.0003412991063669324,-0.003557015210390091,-0.8489731550216675,3188,1763260397.5229084,-0.00624355673789978
785.0,0.00590913463383913,0.037109375,0.1935786008834839,261504,0.0001431643613614142,340.3326234817505,,,0.00023617585247848183,-0.02412690967321396,-0.24488472938537598,3217,1763260400.5914295,0.027004918083548546
,,,,262162,,341.20238184928894,500.0,500.0,,,,3224,1763260401.4611878,
785.0,0.0014179600402712822,0.00390625,0.19862067699432373,264576,0.0001413210411556065,344.1427299976349,,,4.2796702473424375e-05,-0.009916981682181358,0.09514862298965454,3247,1763260404.401536,0.009909073822200298
785.0,0.006940406747162342,0.048828125,0.22936692833900452,264832,0.00014116743113845587,344.4501745700836,,,0.004434299189597368,0.004959877580404282,0.4565087556838989,3250,1763260404.7089806,0.00201441440731287
786.0,0.00034358352422714233,0.0,0.21912488341331482,265088,0.00014101382112130523,344.68439078330994,,,0.0004386720829643309,-0.005151435732841492,-0.2865382432937622,3252,1763260404.9431968,0.004644174128770828
786.0,0.0026248088106513023,0.00390625,0.2859060764312744,265344,0.0001408602111041546,344.90804505348206,,,0.002165731741115451,0.005310900509357452,0.7228872179985046,3255,1763260405.166851,-0.003904016688466072
786.0,0.00785614550113678,0.05859375,0.12520165741443634,265728,0.00014062979607842863,345.2476234436035,,,25.350841522216797,-0.019140144810080528,-0.0005364418029785156,3259,1763260405.5064294,-0.0034494269639253616
787.0,0.01505616120994091,0.072265625,0.26058703660964966,267136,0.0001397849409841001,346.5498106479645,,,0.000269606796791777,0.0005450621247291565,-0.8912490606307983,3272,1763260406.8086166,-0.012680687010288239
788.0,1.5178695321083069e-05,0.0,0.21074652671813965,267392,0.00013963133096694946,346.77435302734375,,,0.005004626698791981,-0.00020513683557510376,0.11139744520187378,3275,1763260407.033159,0.0012578722089529037
788.0,0.017653558403253555,0.091796875,0.19221659004688263,267520,0.00013955452595837414,346.8843574523926,,,0.000259366468526423,-0.0054436661303043365,-0.5016841888427734,3276,1763260407.1431634,0.032661981880664825
789.0,1.648440957069397e-07,0.0,0.2029881477355957,269568,0.00013832564582116902,348.73846650123596,,,0.00023267367214430124,-7.156282663345337e-06,0.36844927072525024,3296,1763260408.9972725,1.707952469587326e-05
790.0,0.00409422442317009,0.052734375,0.11702893674373627,269824,0.00013817203580401838,348.96212458610535,,,0.0043917447328567505,-0.02129402756690979,-1.0850307941436768,3299,1763260409.2209306,0.024070709943771362
793.0,0.0002975817769765854,0.0,0.08407368510961533,273792,0.00013579109509009868,352.5116460323334,,,0.0012474576942622662,0.013094045221805573,0.9401178359985352,3338,1763260412.770452,-0.0067669302225112915
,,,,275162,,354.00555896759033,500.0,500.0,,,,3351,1763260414.264365,
793.0,0.00548043567687273,0.009765625,0.18894658982753754,275712,0.00013463901996146888,354.74611735343933,,,0.005871855653822422,0.002751227468252182,-0.00031256675720214844,3357,1763260415.0049233,0.018734846264123917
793.0,9.843148291110992e-06,0.00390625,0.16128119826316833,276096,0.00013440860493574291,355.21757912635803,,,0.0002894191420637071,-0.00019637495279312134,-0.1205974817276001,3360,1763260415.476385,0.001048554666340351
796.0,0.009912615641951561,0.037109375,0.30087003111839294,279936,0.0001321044546784833,358.95493960380554,,,0.000204755604499951,0.001735154539346695,-0.06107497215270996,3398,1763260419.2137456,-0.0035231541842222214
796.0,0.00019663572311401367,0.0,0.1277935653924942,280192,0.00013195084466133267,359.2373116016388,,,141.6305694580078,-0.0013653486967086792,-8.118152618408203e-05,3401,1763260419.4961176,-0.004314946010708809
796.0,0.000636727549135685,0.0,0.19885225594043732,280704,0.00013164362462703139,359.97584986686707,,,141.23092651367188,-0.001439213752746582,-0.00018584728240966797,3406,1763260420.2346559,-0.007384634576737881
796.0,0.005084510892629623,0.03515625,0.19821105897426605,282112,0.00013079876953270286,361.85487055778503,,,0.00018932206148747355,-0.003895699977874756,-0.15876901149749756,3419,1763260422.1136765,0.0008031371980905533
795.0,0.00022058002650737762,0.0,0.0981469601392746,282752,0.00013041474448982626,362.7058570384979,,,0.012501752004027367,0.0022147297859191895,-0.0004526376724243164,3426,1763260422.964663,-0.005723128095269203
795.0,0.0004314985126256943,0.0,0.1430293470621109,283008,0.00013026113447267562,363.0135259628296,,,0.00013700866838917136,-0.00023987889289855957,-0.2251979112625122,3428,1763260423.272332,-0.0006737485527992249
,,,,283662,,363.8689937591553,500.0,500.0,,,,3435,1763260424.1277997,
795.0,0.00423152931034565,0.0078125,0.19174550473690033,285184,0.00012895544932689518,365.723117351532,,,0.01807744987308979,0.034254856407642365,-0.00010919570922851562,3450,1763260425.9819233,-0.00380631722509861
795.0,0.006519494578242302,0.015625,0.14347226917743683,285312,0.00012887864431831986,365.8873529434204,,,0.0028321060817688704,-0.006493071094155312,0.6724454164505005,3451,1763260426.146159,0.030358782038092613
796.0,0.006411716341972351,0.041015625,0.19437597692012787,286464,0.00012818739924114197,367.08209800720215,,,0.00023732762201689184,-0.0013021007180213928,-0.13208246231079102,3462,1763260427.340904,0.005907935090363026
797.0,0.001914394088089466,0.017578125,0.13569699227809906,287872,0.00012734254414681345,368.3455014228821,,,0.004864157643169165,-0.020442385226488113,0.4319888949394226,3476,1763260428.6043074,0.011496161110699177
,,,,288162,,368.5823655128479,500.0,500.0,,,,3479,1763260428.8411715,
,,,,290162,,370.4080033302307,500.0,500.0,,,,3498,1763260430.6668093,
,,,,290662,,371.09729528427124,500.0,500.0,,,,3503,1763260431.3561013,
,,,,291662,,372.3116567134857,500.0,500.0,,,,3513,1763260432.5704627,
799.0,0.010829954408109188,0.044921875,0.15707165002822876,292864,0.0001243471633642912,373.5490207672119,,,0.0025334502570331097,0.027267612516880035,-0.14838719367980957,3525,1763260433.8078268,-0.015301124192774296
800.0,0.003519001416862011,0.001953125,0.2862170338630676,294144,0.000123579113278538,374.7037281990051,,,0.00023316728766076267,0.009264020249247551,-0.09762430191040039,3537,1763260434.9625342,-0.0008906377479434013
802.0,0.0034641698002815247,0.009765625,0.08776628971099854,295808,0.00012258064816705883,376.22092294692993,,,0.0026676617562770844,-0.017499148845672607,0.6528828144073486,3554,1763260436.479729,0.018487801775336266
802.0,0.010967855341732502,0.0703125,0.26235753297805786,295936,0.0001225038431584835,376.33175110816956,,,0.0002200117742177099,-0.026858214288949966,-0.06790542602539062,3555,1763260436.590557,0.019657917320728302
803.0,0.01972799561917782,0.1015625,0.20696958899497986,298112,0.00012119815801270306,378.30826473236084,,,0.0002993110683746636,0.009742196649312973,-0.07265186309814453,3576,1763260438.5670707,0.02100762538611889
803.0,0.0048286644741892815,0.037109375,0.17563994228839874,298240,0.00012112135300412774,378.4225420951843,,,22.277427673339844,-0.029513400048017502,-0.0002676248550415039,3578,1763260438.681348,-0.003213324584066868
804.0,0.007067420519888401,0.02734375,0.21665430068969727,298624,0.00012089093797840178,378.7558937072754,,,0.0001940932561410591,0.00663665309548378,-0.06573116779327393,3581,1763260439.0146997,0.00460515171289444
804.0,1.5576370060443878e-05,0.0,0.23830260336399078,299392,0.00012043010792694986,379.46479892730713,,,0.002234832150861621,-0.0005099847912788391,-0.12595760822296143,3589,1763260439.723605,3.292318433523178e-05
806.0,0.008077218197286129,0.025390625,0.17039403319358826,301824,0.00011897081276401877,381.6683487892151,,,0.0025560890790075064,-0.02579474449157715,0.3189653158187866,3613,1763260441.9271548,0.034088004380464554
807.0,0.00019701197743415833,0.0,0.14173854887485504,302720,0.00011843317770399153,382.48883628845215,,,165.6822967529297,0.0011849123984575272,-0.0001043081283569336,3622,1763260442.7476423,0.00487518310546875
807.0,0.00671633705496788,0.08203125,0.2031036615371704,304640,0.00011728110257536173,384.7200708389282,,,6.896976265124977e-05,-0.032085120677948,-0.07929623126983643,3640,1763260444.9788768,0.046507835388183594
807.0,0.00039390381425619125,0.0,0.1435062438249588,306176,0.0001163594497484155,386.81266260147095,,,25.791973114013672,0.004018504172563553,-2.872943878173828e-05,3656,1763260447.0714686,0.01009801123291254
