charts/episodic_return,_timestamp,losses/policy_loss,losses/entropy,losses/value_loss,charts/SPS,losses/old_approx_kl,charts/episodic_length,_step,losses/clipfrac,losses/approx_kl,losses/explained_variance,_runtime,charts/learning_rate,global_step
,1763260495.8179624,-0.000800715759396553,0.18305572867393494,0.0007998713990673423,791.0,0.00040449388325214386,,4525,0.0,5.196221172809601e-05,0.7330946326255798,435.5835883617401,9.700460941530764e-05,338432
,1763260496.040391,-0.013235285878181458,0.20257866382598877,0.00010160735837416723,791.0,0.017150377854704857,,4527,0.0,0.0009549558162689209,0.8140652179718018,435.80601692199707,9.6850999398157e-05,338688
,1763260496.4101646,0.002498072572052479,0.1724267452955246,2.706133818719536e-05,791.0,0.004224633798003197,,4531,0.0,0.0002930592745542526,0.9695195555686951,436.1757905483246,9.662058437243104e-05,339072
500.0,1763260496.5380108,,,,,,500.0,4533,,,,436.3036367893219,,339237
,1763260496.6345456,0.0004679262638092041,0.17923036217689514,22.656558990478516,791.0,-0.002429128624498844,,4534,0.0,7.10291787981987e-05,0.001234889030456543,436.4001715183258,9.64669743552804e-05,339328
,1763260498.603001,-0.02678007259964943,0.2296474575996399,0.000808141368906945,793.0,0.0008269874379038811,,4555,0.0625,0.011588704772293568,0.9872910976409912,438.3686270713806,9.516128920949996e-05,341504
500.0,1763260499.2018397,,,,,,500.0,4562,,,,438.9674656391144,,342237
,1763260504.0491328,-0.0015837140381336212,0.19578400254249573,0.0008665825589559972,796.0,-0.002519844099879265,,4613,0.0,0.0002995263785123825,0.8998491764068604,443.8147587776184,9.162826609099284e-05,347392
500.0,1763260505.2329597,,,,,,500.0,4626,,,,444.99858570098877,,348737
,1763260506.1408043,-5.0377100706100464e-05,0.253654807806015,8.760821219766513e-05,798.0,0.003478165715932846,,4635,0.0,0.0006948243826627731,0.8349918723106384,445.9064302444458,9.024577593663707e-05,349696
500.0,1763260506.6001918,,,,,,500.0,4641,,,,446.36581778526306,,350237
,1763260506.9649012,0.008815685287117958,0.22974839806556702,0.00014402758097276092,798.0,0.001999220810830593,,4644,0.0,0.00027420464903116226,0.9618163704872131,446.7305271625519,8.970814087660983e-05,350592
,1763260508.4702096,-0.00043004006147384644,0.21495506167411804,145.04733276367188,799.0,-0.002325659617781639,,4661,0.0,0.00020337849855422974,-0.00019538402557373047,448.2358355522156,8.870967576513067e-05,352256
,1763260510.1358824,-0.006584541872143745,0.18873509764671326,0.001116247265599668,800.0,-0.00020272750407457352,,4675,0.0,0.000302937813103199,0.9026367664337158,449.9015083312988,8.786482067080215e-05,353664
,1763260512.1893928,-0.029114464297890663,0.18867090344429016,0.0001190735783893615,800.0,0.021699504926800728,,4691,0.02734375,0.007445140741765499,0.6174348592758179,451.9550187587738,8.68663628352806e-05,355328
,1763260513.9282258,-0.0002473890781402588,0.18421940505504608,0.015902820974588394,800.0,-0.001029585488140583,,4709,0.0,0.0002331892028450966,8.237361907958984e-05,453.69385170936584,8.579109271522611e-05,357120
500.0,1763260514.45985,,,,,,500.0,4713,,,,454.22547602653503,,357505
,1763260517.6964004,0.00026485323905944824,0.1726001501083374,0.01470524538308382,800.0,-0.0008827615529298782,,4738,0.001953125,0.000538799911737442,0.00022643804550170898,457.46202635765076,8.402457751799375e-05,360064
,1763260517.8079119,0.005697045475244522,0.26362138986587524,0.001250058296136558,800.0,-0.002405860461294651,,4739,0.0,0.0004485985264182091,0.839771568775177,457.5735378265381,8.394777250941843e-05,360192
,1763260518.0377767,-0.010856658220291138,0.2041495144367218,0.0001444464869564399,801.0,0.012877121567726135,,4741,0.0,0.0012949705123901367,0.7899487614631653,457.8034026622772,8.379416249226779e-05,360448
,1763260518.1528633,-0.004893435165286064,0.21990755200386047,145.16416931152344,801.0,0.002031702548265457,,4743,0.0,0.0001177564263343811,0.00011092424392700195,457.9184892177582,8.371735748369247e-05,360576
,1763260520.832688,-0.00015688687562942505,0.1382845789194107,148.46287536621094,802.0,-0.0007596295326948166,,4772,0.0,3.732368350028992e-05,0.0001900792121887207,460.59831404685974,8.19508422864601e-05,363520
500.0,1763260522.1283796,,,,,,500.0,4786,,,,461.8940055370331,,365005
,1763260522.2159872,0.0007134303450584412,0.21415457129478455,0.015588500536978245,803.0,0.003855557180941105,,4787,0.0,0.00036361347883939743,-7.283687591552734e-05,461.9816131591797,8.102918945951387e-05,365056
,1763260522.3277025,0.0007410459220409393,0.23283743858337402,0.0017628903733566403,803.0,0.003587549552321434,,4788,0.0,0.0002737324684858322,0.8437626957893372,462.09332847595215,8.095238445093855e-05,365184
500.0,1763260523.0582035,,,,,,500.0,4796,,,,462.8238294124603,,366005
,1763260524.2980516,-0.006376583129167557,0.18133752048015594,9.755456994753331e-05,805.0,0.008028958924114704,,4809,0.00390625,0.00019904505461454391,0.9465346336364746,464.0636775493622,7.964669930515811e-05,367360
,1763260524.6317863,-0.0060992371290922165,0.12557074427604675,0.0015005205059424043,805.0,0.0024325232952833176,,4813,0.0,6.885826587677002e-05,0.7131836414337158,464.39741230010986,7.941628427943215e-05,367744
,1763260528.1872032,0.0003307946026325226,0.1740206778049469,7.963538519106805e-05,807.0,0.007935658097267151,,4851,0.001953125,0.0013259127736091614,0.9557206034660339,467.95282912254333,7.711213402217254e-05,371584
,1763260530.2704298,0.0003718063235282898,0.2181098461151123,0.0014577244874089956,808.0,0.0010317806154489517,,4874,0.0,2.666562795639038e-05,0.0001423954963684082,470.03605580329895,7.572964386781678e-05,373888
,1763260530.6065633,-0.0002606511116027832,0.21843379735946655,3.538543462753296,809.0,-0.001485917717218399,,4878,0.0,0.0004504825919866562,1.2814998626708984e-05,470.372189283371,7.549922884209082e-05,374272
500.0,1763260530.9802194,,,,,,500.0,4882,,,,470.7458453178406,,374762
,1763260534.5871038,-0.0022458937019109726,0.19166819751262665,0.00012787216110154986,811.0,0.0016319826245307922,,4920,0.0,0.0002267397940158844,0.9635418057441711,474.3527297973633,7.288786582648754e-05,378624
,1763260535.6379743,-0.00297674722969532,0.2303285002708435,3.6138055324554443,812.0,-0.007340406998991966,,4932,0.00390625,0.0013440586626529694,-0.00021266937255859375,475.40360021591187,7.219662074930966e-05,379776
,1763260535.7485623,-0.005824830383062363,0.21842192113399506,0.002503402065485716,812.0,0.0011702505871653557,,4933,0.0,0.00030777137726545334,0.809234619140625,475.51418828964233,7.211981574073434e-05,379904
,1763260536.3085365,-0.001390904188156128,0.2351638674736023,0.00021547441428992897,812.0,0.0008868388831615448,,4939,0.0,0.00010695494711399078,0.9279680252075195,476.07416248321533,7.173579069785774e-05,380544
500.0,1763260536.9358654,,,,,,500.0,4946,,,,476.701491355896,,381262
,1763260537.616175,-0.010023877024650574,0.18390758335590363,0.0012012850493192673,813.0,0.009089168161153793,,4953,0.0,0.0004768837243318558,0.87654048204422,477.3818008899689,7.089093560352921e-05,381952
,1763260538.0660477,-0.0015720976516604424,0.16735374927520752,0.0019612053874880075,813.0,0.0013564834371209145,,4958,0.0,7.571186870336533e-05,0.8453251123428345,477.83167362213135,7.058371556922793e-05,382464
,1763260538.5524616,-0.023613132536411285,0.1573469638824463,0.0014377656625583768,814.0,0.007167963311076164,,4963,0.0,0.0008626095950603485,0.8423347473144531,478.3180875778198,7.027649553492665e-05,382976
500.0,1763260539.231696,,,,,,500.0,4971,,,,478.99732184410095,,383762
,1763260539.3355653,-0.0001401752233505249,0.13891330361366272,145.08935546875,814.0,-0.0007669646292924881,,4972,0.0,5.153939127922058e-06,0.0001965165138244629,479.10119128227234,6.973886047489941e-05,383872
,1763260539.9320328,-0.0008980128914117813,0.24575839936733246,0.002049913862720132,814.0,-0.0006690910086035728,,4978,0.0,1.4775432646274567e-05,0.46047502756118774,479.69765877723694,6.935483543202281e-05,384512
,1763260540.1578286,7.876753807067871e-05,0.24635551869869232,4.096848964691162,815.0,0.00024859607219696045,,4981,0.0,4.172325134277344e-06,3.892183303833008e-05,479.92345452308655,6.920122541487217e-05,384768
,1763260540.9782624,-0.007315278053283691,0.20084039866924286,0.00019330244685988873,815.0,-0.007768076844513416,,4989,0.02734375,0.0011743539944291115,0.9750984907150269,480.7438883781433,6.866359763080254e-05,385664
,1763260541.4240294,-0.007108092308044434,0.14222592115402222,0.00013978932111058384,815.0,0.01564858853816986,,4994,0.015625,0.0030418261885643005,0.9532756209373474,481.1896553039551,6.835637759650126e-05,386176
,1763260542.7380748,0.0007038656622171402,0.14456140995025635,0.00012159655307186767,816.0,-0.0016636922955513,,5008,0.0,4.094652831554413e-05,0.9663821458816528,482.5037007331848,6.751152250217274e-05,387584
,1763260543.2237246,0.010191798210144043,0.2221490740776062,0.00015916024858597666,816.0,0.005983088165521622,,5013,0.009765625,0.003653131425380707,0.969001829624176,482.98935055732727,6.720430246787146e-05,388096
500.0,1763260543.3506901,,,,,,500.0,5015,,,,483.1163160800934,,388262
500.0,1763260545.5642161,,,,,,500.0,5039,,,,485.3298420906067,,390762
,1763260548.553257,-0.002576008439064026,0.15225724875926971,0.0015445686876773834,819.0,0.005142368376255035,,5071,0.0,0.00017029792070388794,0.9411256313323975,488.3188829421997,6.367127207340673e-05,393984
,1763260552.8553493,-0.03169505298137665,0.2501959502696991,0.00030992497340776026,822.0,0.03591295704245567,,5117,0.015625,0.006333513185381889,0.9242681264877319,492.6209752559662,6.082949403207749e-05,398720
,1763260553.3379674,-0.00351695716381073,0.1519809067249298,0.00023182577569968998,822.0,-0.000615202821791172,,5122,0.0,3.7678517401218414e-05,0.737688422203064,493.1035933494568,6.052227399777621e-05,399232
,1763260553.7891858,-0.0016785115003585815,0.17468585073947906,0.00018318001821171492,823.0,0.002515958622097969,,5127,0.0,0.00017559900879859924,0.6015315651893616,493.5548117160797,6.021505396347493e-05,399744
500.0,1763260553.7970574,,,,,,500.0,5128,,,,493.56268334388733,,399762
,1763260554.9512424,-0.0012890477664768696,0.18521861732006073,0.00031148589914664626,823.0,-0.005165953189134598,,5140,0.0,0.0003065764904022217,0.9061564207077026,494.71686840057373,5.944700387772173e-05,401024
,1763260555.5505471,-0.00048149749636650085,0.1932285875082016,0.0001849266409408301,823.0,-0.004562468267977238,,5146,0.0,0.0003176173195242882,0.8729557394981384,495.31617307662964,5.9062978834845126e-05,401664
,1763260555.8879642,-0.015038080513477325,0.15552160143852234,0.00023064854030963033,824.0,0.008075890131294727,,5150,0.0,0.0008762450888752937,0.939296305179596,495.65359020233154,5.8832563809119165e-05,402048
,1763260556.0006237,0.00678573502227664,0.18399351835250854,0.0001474524469813332,824.0,0.009332041256129742,,5151,0.001953125,0.0020390460267663,0.9583908915519714,495.76624965667725,5.8755758800543845e-05,402176
,1763260557.0581284,-3.4555792808532715e-05,0.09286215156316757,145.5961151123047,824.0,9.697675704956055e-05,,5163,0.0,2.3189932107925415e-06,3.361701965332031e-05,496.8237543106079,5.806451736134477e-05,403328
,1763260557.314825,0.004067469388246536,0.19882583618164062,0.00023201594012789428,824.0,-0.004039446823298931,,5165,0.0,0.0006981408223509789,0.9744654893875122,497.0804510116577,5.791090734419413e-05,403584
500.0,1763260560.1300964,,,,,,500.0,5196,,,,499.8957223892212,,406762
,1763260560.2067652,6.117299199104309e-05,0.18585270643234253,3.622750759124756,826.0,-7.034186273813248e-05,,5197,0.0,3.3779069781303406e-06,0.0005092024803161621,499.97239112854004,5.599078212981112e-05,406784
,1763260564.051999,-0.013287529349327087,0.2386564165353775,0.001779315760359168,828.0,0.010860465466976166,,5238,0.0,0.0009127389639616013,0.9369226694107056,503.81762504577637,5.345622048480436e-05,411008
,1763260564.1648,0.005376475863158703,0.16639456152915955,0.00036082149017602205,828.0,0.00581611692905426,,5239,0.01171875,0.0006034541875123978,0.9285850524902344,503.9304258823395,5.337941547622904e-05,411136
,1763260564.6442714,-0.007944252341985703,0.16478829085826874,0.000286676426185295,828.0,0.0008488530293107033,,5244,0.00390625,0.0018693087622523308,0.8954788446426392,504.4098973274231,5.307219544192776e-05,411648
,1763260565.2109942,0.00019066035747528076,0.1679777204990387,149.19715881347656,829.0,0.0009074006229639053,,5251,0.0,8.380040526390076e-06,0.0001938343048095703,504.97662019729614,5.268817039905116e-05,412288
,1763260565.9128463,-0.006303116679191589,0.14282776415348053,0.0003390468191355467,829.0,0.006626676768064499,,5258,0.0,0.00021286867558956146,0.9358952641487122,505.6784722805023,5.2227343985578045e-05,413056
,1763260566.7391202,0.004801608622074127,0.17426398396492004,0.0014976713573560119,830.0,-0.003129785880446434,,5267,0.0,0.0007222387939691544,0.93287193775177,506.5047461986542,5.1689708925550804e-05,413952
,1763260568.0092137,0.009601442143321037,0.1895572692155838,3.625756025314331,830.0,5.061738193035126e-05,,5281,0.0,0.00018893927335739136,0.00014406442642211914,507.7748396396637,5.084485383122228e-05,415360
,1763260569.7609928,-0.0008409619331359863,0.1867055892944336,0.002603671047836542,831.0,0.0004389490932226181,,5300,0.0,3.7048012018203735e-05,-0.00012004375457763672,509.52661871910095,4.969277870259248e-05,417280
,1763260571.8943927,1.8837861716747284e-05,0.187133327126503,0.00037785101449117064,832.0,0.000859258696436882,,5322,0.0,8.830800652503967e-06,0.9112783074378967,511.66001868247986,4.831029218621552e-05,419584
,1763260572.4582367,-0.009205074980854988,0.26331624388694763,0.0002817704516928643,833.0,0.009788175113499165,,5328,0.0,0.0006359638646245003,0.7446846961975098,512.2238626480103,4.792626714333892e-05,420224
,1763260575.3711782,-0.00032241642475128174,0.13170534372329712,0.001543537131510675,834.0,0.00014526024460792542,,5360,0.0,6.3925981521606445e-06,0.8157797455787659,515.1368041038513,4.600614556693472e-05,423424
,1763260575.5938494,-0.009554954245686531,0.17067578434944153,0.0004090256697963923,834.0,0.0012827934697270393,,5362,0.0,0.0002768905833363533,0.9338847994804382,515.3594753742218,4.585253554978408e-05,423680
,1763260578.0259871,3.2223761081695557e-06,0.1948017030954361,0.0019611245952546597,836.0,0.0022294558584690094,,5389,0.0,0.00014273449778556824,0.0005151033401489258,517.7916131019592,4.4239630369702354e-05,426368
,1763260581.867297,-0.0015806080773472786,0.1797722429037094,0.00038197849062271416,838.0,0.005597569048404694,,5430,0.0,0.00024132244288921356,0.9704282283782959,521.6329228878021,4.170506872469559e-05,430592
,1763260582.8020809,-0.007703758776187897,0.25763481855392456,0.00039080018177628517,838.0,-0.0010852692648768425,,5440,0.0,0.0004324326291680336,0.9596236944198608,522.567706823349,4.109062865609303e-05,431616
,1763260582.9137704,-0.009794224053621292,0.1680014729499817,0.0004210441838949919,838.0,-0.0009623747318983078,,5441,0.0,0.0017278194427490234,0.9275409579277039,522.6793963909149,4.101382364751771e-05,431744
500.0,1763260582.9214015,,,,,,500.0,5442,,,,522.6870274543762,,431762
,1763260583.0277586,0.007832646369934082,0.11439938843250275,145.36256408691406,838.0,-0.007541583850979805,,5443,0.0,0.0002454817295074463,0.00035828351974487305,522.793384552002,4.093701863894239e-05,431872
,1763260583.9608762,-0.01678207516670227,0.10619238018989563,0.0015507359057664871,839.0,0.0017136409878730774,,5453,0.001953125,0.001274004578590393,0.8969091773033142,523.7265021800995,4.0322582208318636e-05,432896
,1763260584.0774176,-0.0001636762171983719,0.08548971265554428,0.0006156566669233143,839.0,0.0021319733932614326,,5454,0.0,3.870483487844467e-05,0.9626964926719666,523.8430435657501,4.0245777199743316e-05,433024
,1763260585.617421,0.0028476640582084656,0.204576313495636,0.0004702890000771731,839.0,-0.0037428103387355804,,5470,0.0,0.0002248138189315796,0.8824810981750488,525.3830468654633,3.924731208826415e-05,434688
,1763260587.8224068,0.0006240317597985268,0.13797485828399658,0.0005076542729511857,841.0,0.0006080921739339828,,5494,0.0,0.00017420947551727295,0.3743956685066223,527.5880327224731,3.778801692533307e-05,437120
,1763260589.2091346,-0.0013109371066093445,0.1257389485836029,0.00046184664824977517,841.0,0.0006107725203037262,,5509,0.0,7.681548595428467e-05,0.41170454025268555,528.9747605323792,3.686636046040803e-05,438656
,1763260590.0258374,3.8079917430877686e-05,0.18776032328605652,0.0005168028874322772,842.0,0.0006827972829341888,,5518,0.0,5.167350172996521e-05,0.6514636278152466,529.7914633750916,3.632872540038079e-05,439552
,1763260590.9580083,0.0010872939601540565,0.1710982620716095,0.0005828602006658912,842.0,-0.0005316678434610367,,5528,0.0,2.0097941160202026e-05,0.9358066320419312,530.7236342430115,3.571428533177823e-05,440576
,1763260591.0708513,-0.0023080084938555956,0.16929709911346436,0.0004992859903723001,842.0,0.0019367411732673645,,5529,0.0,0.00018115714192390442,0.9212102293968201,530.8364772796631,3.563748032320291e-05,440704
,1763260591.1847029,-1.6130506992340088e-05,0.14069540798664093,0.0966632217168808,842.0,-0.0001394655555486679,,5531,0.0,7.338821887969971e-07,0.00019603967666625977,530.9503288269043,3.556067531462759e-05,440832
,1763260593.7525015,-0.00010776519775390625,0.17672309279441833,0.0005110975471325219,843.0,-0.0008140075951814651,,5558,0.0,3.732554614543915e-05,0.7900775074958801,533.5181274414062,3.387096876394935e-05,443648
,1763260593.9768684,-0.004549235105514526,0.15371812880039215,0.0014431604649871588,844.0,0.004911544732749462,,5561,0.0,7.778871804475784e-05,0.935808539390564,533.7424943447113,3.371735874679871e-05,443904
,1763260594.942293,-0.001010742038488388,0.1842901110649109,0.0015004957094788551,844.0,0.0001639900729060173,,5571,0.0,6.060115993022919e-06,0.7756217122077942,534.70791888237,3.310291867819615e-05,444928
,1763260595.9948447,-0.0032906830310821533,0.13909679651260376,0.0005289330147206783,844.0,-0.0015410799533128738,,5582,0.0,0.00010566040873527527,0.9630334973335266,535.7604706287384,3.2411673601018265e-05,446080
,1763260596.4431505,-0.002276591956615448,0.13985538482666016,0.0005412817699834704,845.0,0.0010489542037248611,,5587,0.0,4.484690725803375e-05,0.9484761357307434,536.208776473999,3.2104453566716984e-05,446592
,1763260596.779563,-0.0017036572098731995,0.22462362051010132,0.0010988167487084866,845.0,-0.0033042598515748978,,5591,0.0,0.00032203085720539093,0.9431772828102112,536.5451889038086,3.187403854099102e-05,446976
,1763260597.6026807,-0.008986258879303932,0.20042556524276733,144.71316528320312,845.0,-0.0004675546661019325,,5600,0.0,0.00029066670686006546,0.00042259693145751953,537.3683066368103,3.133640711894259e-05,447872
,1763260600.1907575,-0.001208702102303505,0.05825064331293106,0.0005624546320177615,846.0,0.0018530339002609253,,5627,0.0,2.6416033506393433e-05,0.9300642013549805,539.9563834667206,2.9646696930285543e-05,450688
,1763260600.3052206,-1.88387930393219e-05,0.10407602787017822,26.19134521484375,847.0,0.00015319138765335083,,5629,0.0,2.250075340270996e-06,0.0002073049545288086,540.0708465576172,2.9569891921710223e-05,450816
,1763260601.5732436,-0.0005928128957748413,0.1144045740365982,0.0006519110756926239,847.0,-0.0003153011202812195,,5642,0.0,0.00022100657224655151,0.9470640420913696,541.3388695716858,2.8725038646371104e-05,452224
,1763260602.5049198,-0.0008066706359386444,0.15345066785812378,0.000489148311316967,848.0,0.0017571775242686272,,5652,0.0,5.247537046670914e-05,0.855100154876709,542.2705457210541,2.8110598577768542e-05,453248
,1763260604.6189983,-0.0023440171498805285,0.13461244106292725,0.0006459021242335439,849.0,0.011186718940734863,,5675,0.0,0.0005270820111036301,0.886346161365509,544.3846242427826,2.672811024240218e-05,455552
,1763260605.4389188,-0.0018104314804077148,0.13717767596244812,0.0014839288778603077,849.0,0.002314283512532711,,5684,0.0,2.3488886654376984e-05,0.9690055251121521,545.2045447826385,2.6190477001364343e-05,456448
,1763260605.9954495,-0.001489400863647461,0.1477145552635193,0.0006714394548907876,849.0,0.0003889836370944977,,5690,0.0,0.0001691170036792755,0.8444415330886841,545.7610754966736,2.580645195848774e-05,457088
,1763260607.5195582,-0.0029388349503278732,0.14276616275310516,0.00061255251057446,850.0,0.007420641370117664,,5706,0.0,0.00019508693367242813,0.9476673603057861,547.2851841449738,2.480798684700858e-05,458752
,1763260612.3491678,-0.0005759019404649734,0.07282226532697678,0.0007622646517120302,852.0,0.0006086751818656921,,5759,0.0,6.042420864105225e-06,0.9215959310531616,552.1147937774658,2.158218194381334e-05,464128
500.0,1763260612.8736033,,,,,,500.0,5765,,,,552.6392292976379,,464762
,1763260613.50212,-0.00016565993428230286,0.14826837182044983,0.0013661417178809643,853.0,2.629123628139496e-05,,5772,0.0,3.416091203689575e-06,0.9600751399993896,553.2677459716797,2.0814131858060136e-05,465408
,1763260615.4634514,-0.00022826716303825378,0.21154406666755676,0.0007496335892938077,854.0,-0.0004426417872309685,,5793,0.0,1.5766359865665436e-05,0.9615154266357422,555.2290773391724,1.9508448531269096e-05,467584
,1763260615.9466653,-0.0027833282947540283,0.13520419597625732,0.0008807254489511251,854.0,0.0002558603882789612,,5798,0.0,2.160482108592987e-05,0.9473735094070435,555.7122912406921,1.9201228496967815e-05,468096
500.0,1763260616.0726378,,,,,,500.0,5800,,,,555.8382637500763,,468262
,1763260617.4284081,-0.0014345347881317139,0.1487288624048233,0.000739883806090802,855.0,0.0028319163247942924,,5814,0.0,5.2005983889102936e-05,0.963650643825531,557.1940340995789,1.8202765204478055e-05,469760
,1763260617.5403817,-0.0019245967268943787,0.1306697577238083,0.0009519190061837435,855.0,0.0023930277675390244,,5816,0.0,2.5453045964241028e-05,0.00022339820861816406,557.3060076236725,1.8125960195902735e-05,469888
,1763260617.652169,-0.0003756880760192871,0.15579909086227417,0.0009371629566885531,855.0,0.0004146220162510872,,5817,0.0,2.0870938897132874e-06,0.9465239644050598,557.4177949428558,1.8049155187327415e-05,470016
,1763260618.6840334,-0.00014076009392738342,0.09873461723327637,0.000720724172424525,855.0,-0.0002686399966478348,,5828,0.0,2.8852373361587524e-06,0.9145664572715759,558.4496593475342,1.7357910110149533e-05,471168
,1763260619.3339636,-2.4670735001564026e-05,0.12702925503253937,0.002880764426663518,855.0,-0.00016007013618946075,,5835,0.0,1.825392246246338e-07,3.7550926208496094e-05,559.0995895862579,1.6973886886262335e-05,471808
500.0,1763260621.968268,,,,,,500.0,5864,,,,561.7338938713074,,474762
,1763260623.5935802,-5.706585943698883e-05,0.09567221999168396,0.0008187333587557077,857.0,-0.00023487210273742676,,5881,0.0,8.810311555862427e-07,0.9537187218666077,563.359206199646,1.4132104297459591e-05,476544
,1763260625.0692623,6.146728992462158e-06,0.18394602835178375,0.0007836238946765661,858.0,-0.0030411668121814728,,5897,0.0,6.190873682498932e-05,0.9687696099281311,564.8348882198334,1.3133641004969832e-05,478208
,1763260625.545728,7.210671901702881e-05,0.10534631460905075,0.0007650665356777608,858.0,-2.771615982055664e-05,,5902,0.0,1.2036412954330444e-05,0.7061785459518433,565.3113539218903,1.282642097066855e-05,478720
,1763260627.2746043,-0.0011595264077186584,0.1496380716562271,0.0008648608927614987,859.0,0.0027283597737550735,,5921,0.0,5.482509732246399e-05,0.9517421126365662,567.0402302742004,1.1674346751533449e-05,480640
,1763260631.2526624,-0.00044947490096092224,0.16494159400463104,0.0008205120684579015,861.0,-0.00016137678176164627,,5965,0.0,3.4207478165626526e-06,0.9826499223709106,571.0182883739471,8.986175089376047e-06,485120
,1763260631.393384,-0.0009434781968593597,0.23259519040584564,0.0008781425422057509,861.0,-0.0007901368662714958,,5966,0.0,5.961395800113678e-06,0.9644789099693298,571.1590099334717,8.909370080800727e-06,485248
,1763260632.2807417,-0.00014040246605873108,0.15521953999996185,144.68504333496094,861.0,-0.00011374242603778839,,5977,0.0,1.6707926988601685e-06,0.00026744604110717773,572.0463676452637,8.294930921692867e-06,486272
500.0,1763260633.5997438,,,,,,500.0,5991,,,,573.3653697967529,,487762
,1763260633.794436,-0.0006556734442710876,0.16629928350448608,0.0011743148788809776,862.0,0.0006824815645813942,,5993,0.0,5.499459803104401e-06,0.9449471831321716,573.5600619316101,7.296467174455756e-06,487936
500.0,1763260634.5101466,,,,,,500.0,6001,,,,574.2757725715637,,488762
,1763260635.7441719,-0.0009115226566791534,0.17024417221546173,0.000892709824256599,863.0,0.0013172747567296028,,6014,0.0,6.684102118015289e-06,0.9631732106208801,575.5097978115082,5.990783392917365e-06,490112
,1763260635.9660847,3.719702363014221e-06,0.12755632400512695,0.5508878231048584,863.0,2.0284205675125122e-05,,6017,0.0,1.73225998878479e-07,0.00011807680130004883,575.7317106723785,5.837173375766724e-06,490368
,1763260637.579575,-2.4303793907165527e-05,0.11874863505363464,0.000952881935518235,864.0,-0.00020383670926094055,,6034,0.0,6.277114152908325e-07,0.981208324432373,577.3452010154724,4.761904619954294e-06,492160
,1763260638.3495445,-6.503425538539886e-05,0.13599760830402374,0.0009859900455921888,864.0,0.00017209909856319427,,6043,0.0,1.8440186977386475e-07,0.9723631739616394,578.1151704788208,4.224270469421754e-06,493056
,1763260638.5985446,-6.716698408126831e-05,0.21479949355125427,144.7457733154297,864.0,0.00011232495307922363,,6046,0.0,2.1830201148986816e-06,-0.00036144256591796875,578.3641705513,4.070660452271113e-06,493312
,1763260639.3739116,0.0005468502640724182,0.22554534673690796,0.0009459478314965963,865.0,-0.00031348876655101776,,6054,0.0,1.4081597328186035e-06,0.9424577951431274,579.1395375728607,3.533026074364898e-06,494208
,1763260640.5195913,-9.947270154953003e-05,0.10987558960914612,0.0010777802672237158,865.0,9.6125528216362e-05,,6067,0.0,1.601874828338623e-07,0.901975154876709,580.2852172851562,2.764976898106397e-06,495488
,1763260640.7752068,-8.113682270050049e-06,0.20352056622505188,0.0009607560350559652,865.0,4.339870065450668e-05,,6069,0.0,1.0337680578231812e-07,0.597216784954071,580.5408327579498,2.611367108329432e-06,495744
,1763260641.3336208,-6.886199116706848e-06,0.08071987330913544,167.35414123535156,865.0,-1.1360272765159607e-05,,6076,0.0,7.450580596923828e-09,0.000641167163848877,581.0992467403412,2.2273425202001818e-06,496384
,1763260641.6647587,7.363036274909973e-06,0.0900045856833458,23.21367835998535,866.0,4.100240767002106e-05,,6080,0.0,3.3527612686157227e-08,-0.00014090538024902344,581.4303846359253,1.9969277218478965e-06,496768
,1763260642.3666236,-7.437169551849365e-05,0.1572944074869156,0.0010395022109150887,866.0,0.0002661207690834999,,6087,0.0,1.0794028639793396e-06,0.9679616689682007,582.1322495937347,1.5360983525170013e-06,497536
,1763260643.40061,4.634261131286621e-06,0.14210477471351624,0.0010040798224508762,866.0,4.901178181171417e-05,,6098,0.0,1.0989606380462646e-07,0.9753022193908691,583.1662359237671,8.448540711469832e-07,498688
