charts/episodic_return,global_step
9,9
14,23
16,39
16,55
17,72
21,93
19,112
25,137
20,157
32,189
16,205
16,221
11,232
45,277
15,292
23,315
33,348
18,366
11,377
29,406
40,446
31,477
21,498
11,509
20,529
18,547
9,556
17,573
23,596
15,611
25,636
27,663
14,677
27,704
12,716
10,726
35,761
30,791
14,805
17,822
15,837
43,880
60,940
23,963
15,978
22,1000
15,1015
18,1033
14,1047
106,1153
16,1169
14,1183
23,1206
36,1242
70,1312
41,1353
27,1380
17,1397
98,1495
38,1533
12,1545
12,1557
19,1576
27,1603
15,1618
9,1627
17,1644
23,1667
22,1689
15,1704
10,1714
14,1728
13,1741
9,1750
16,1766
21,1787
14,1801
12,1813
12,1825
15,1840
13,1853
8,1861
10,1871
10,1881
24,1905
10,1915
12,1927
16,1943
13,1956
21,1977
11,1988
18,2006
15,2021
16,2037
10,2047
14,2061
13,2074
9,2083
11,2094
13,2107
12,2119
10,2129
14,2143
9,2152
9,2161
10,2171
10,2181
14,2195
8,2203
12,2215
12,2227
13,2240
14,2254
9,2263
9,2272
15,2287
10,2297
13,2310
12,2322
11,2333
12,2345
8,2353
18,2371
10,2381
9,2390
11,2401
9,2410
11,2421
13,2434
14,2448
13,2461
11,2472
11,2483
14,2497
12,2509
14,2523
13,2536
13,2549
10,2559
11,2570
11,2581
8,2589
14,2603
10,2613
10,2623
10,2633
11,2644
10,2654
12,2666
10,2676
11,2687
12,2699
14,2713
11,2724
10,2734
11,2745
11,2756
12,2768
13,2781
11,2792
10,2802
11,2813
10,2823
12,2835
12,2847
10,2857
13,2870
10,2880
10,2890
10,2900
9,2909
15,2924
11,2935
11,2946
10,2956
12,2968
12,2980
11,2991
14,3005
10,3015
10,3025
10,3035
9,3044
8,3052
10,3062
11,3073
16,3089
13,3102
15,3117
13,3130
10,3140
13,3153
10,3163
9,3172
10,3182
12,3194
9,3203
10,3213
12,3225
10,3235
12,3247
12,3259
11,3270
11,3281
10,3291
16,3307
16,3323
13,3336
16,3352
14,3366
9,3375
15,3390
10,3400
11,3411
18,3429
21,3450
10,3460
14,3474
11,3485
