_step,charts/episodic_length,losses/explained_variance,charts/learning_rate,losses/clipfrac,losses/entropy,losses/old_approx_kl,_runtime,_timestamp,losses/value_loss,losses/policy_loss,charts/SPS,charts/episodic_return,losses/approx_kl,global_step
2117,,0.9913085103034973,0.0002151305670849979,0.125,0.22829821705818176,0.03102266788482666,193.76474618911743,1763260254.0385761,0.0020480877719819546,-0.039435505867004395,768.0,,0.005429659970104694,141568
2146,,0.9747440218925476,0.00021336405188776553,0.1536458283662796,0.2117406278848648,0.05102168023586273,198.08388543128967,1763260258.3577154,0.00407048687338829,-0.04215829446911812,766.0,,0.041662007570266724,144512
2148,,0.7259127497673035,0.00021321044187061489,0.130859375,0.14844702184200287,-0.00948798842728138,198.44262027740479,1763260258.7164502,0.0009302120888605714,-0.009858759120106697,766.0,,0.0032868804410099983,144768
2155,,0.021912813186645508,0.00021282641682773829,0.01171875,0.25421175360679626,0.0015535317361354828,199.41333723068237,1763260259.6871672,23.448938369750977,-0.019448688253760338,766.0,,0.002458851784467697,145408
2172,,0.9648134708404541,0.0002117511467076838,0.1197916641831398,0.20584094524383545,0.13963666558265686,201.9920892715454,1763260262.2659192,0.0016719759441912174,-0.06956721842288971,765.0,,0.051784783601760864,147200
2185,,0.9962217807769775,0.0002109830966219306,0.1171875,0.2101716250181198,0.06906720995903015,203.85247540473938,1763260264.1263053,0.0013236559461802244,-0.057897478342056274,764.0,,0.111965611577034,148480
2192,,0.9942344427108765,0.00021052226657047868,0.0234375,0.16972336173057556,0.017204876989126205,204.9491331577301,1763260265.222963,0.0007237629615701735,-0.02743162214756012,764.0,,0.015646012499928474,149248
2198,500.0,,,,,,205.72232341766357,1763260265.9961534,,,,500.0,,149834
2199,,0.1765921711921692,0.0002101382560795173,0.08984375,0.22380712628364563,0.02644011192023754,205.90737128257751,1763260266.1812012,0.014700205996632576,0.016576454043388367,763.0,,0.01854894682765007,149888
2211,,0.9942044615745544,0.0002093702059937641,0.01171875,0.17006932199001312,0.015491284430027008,207.76845693588257,1763260268.0422869,0.00044895094470120966,-0.026706809177994728,762.0,,0.003382829949259758,151168
2214,,0.09836012125015259,0.00020921659597661346,0.0,0.12885983288288116,0.0032167360186576843,208.13620018959045,1763260268.4100301,21.657695770263672,0.0018890853971242905,762.0,,0.00014951825141906738,151424
2220,,0.9969891905784607,0.00020883257093373686,0.08984375,0.2662755846977234,0.02871803194284439,209.04369258880615,1763260269.3175225,0.0003338631649967283,-0.026552818715572357,762.0,,0.03337754309177399,152064
2223,500.0,,,,,,209.44072365760803,1763260269.7145536,,,,500.0,,152334
2225,,0.9955617785453796,0.00020852535089943558,0.0859375,0.13889358937740326,0.0790385752916336,209.80594110488892,1763260270.079771,0.0010548160644248128,-0.03577001765370369,762.0,,0.07831694185733795,152576
2226,,0.9953294396400452,0.00020844854589086026,0.001953125,0.2540920674800873,0.01841152459383011,209.9856972694397,1763260270.2595272,0.00037509677349589765,-0.025821074843406677,762.0,,0.003904140554368496,152704
2227,,0.9869595766067505,0.00020837174088228494,0.068359375,0.3078005313873291,0.04236593469977379,210.1730887889862,1763260270.4469187,0.0004965253174304962,-0.022331614047288895,762.0,,0.009278523735702038,152832
2235,,0.9969146251678467,0.00020791091083083302,0.1328125,0.24486640095710754,-0.0051846858114004135,211.30644059181213,1763260271.5802705,0.0013970194850116968,-0.03155239671468735,761.0,,0.059736818075180054,153600
2241,,0.9946551322937012,0.00020752688578795642,0.1484375,0.2550170421600342,0.08181828260421753,212.2332992553711,1763260272.5071292,0.007515066768974066,-0.06654565781354904,761.0,,0.046538375318050385,154240
2248,,0.15642035007476807,0.00020714286074507982,0.140625,0.2008243054151535,0.02791721373796463,213.18471574783325,1763260273.4585457,0.49869483709335327,-0.03882157802581787,760.0,,0.01906268671154976,154880
2250,,0.993215024471283,0.00020698925072792917,0.025390625,0.2477901577949524,0.00037490203976631165,213.54449367523193,1763260273.8183236,0.0006997798918746412,-0.010398348793387413,760.0,,0.001603439450263977,155136
2253,,0.0970233678817749,0.00020683564071077853,0.02734375,0.18408989906311035,0.006913976743817329,213.94350457191467,1763260274.2173345,0.02564876154065132,0.02775520086288452,760.0,,0.005092985928058624,155392
2272,500.0,,,,,,216.707435131073,1763260276.981265,,,,500.0,,157334
2280,,0.9478559494018555,0.0002051459305221215,0.091796875,0.17695461213588715,0.0012080809101462364,217.9910228252411,1763260278.2648528,0.00039104066672734916,-0.0012377575039863586,759.0,,0.0014874031767249107,158208
2295,,0.6050780415534973,0.00020422427041921765,0.06640625,0.2228417843580246,0.02466130256652832,219.93728518486023,1763260280.2111151,0.0003657574416138232,-2.2269785404205322e-05,759.0,,0.027044033631682396,159744
2298,,0.9961764216423035,0.000204070660402067,0.052734375,0.22313936054706573,0.018736105412244797,220.32654786109924,1763260280.6003778,0.0006568186799995601,0.008601628243923187,759.0,,0.01908550038933754,160000
2310,,0.9401605725288391,0.0002033026103163138,0.1901041716337204,0.3231941759586334,0.19744746387004852,222.1060676574707,1763260282.3798976,0.0016769287176430225,-0.09485967457294464,759.0,,0.08086436986923218,161280
2312,,0.08567941188812256,0.00020322580530773848,0.171875,0.2886403203010559,0.07294198870658875,222.3125696182251,1763260282.5863996,0.0259108766913414,-0.03663283586502075,758.0,,0.08420902490615845,161408
2318,,0.9974393844604492,0.00020284178026486188,0.0963541641831398,0.24968630075454712,0.03373930603265762,223.21667051315308,1763260283.4905005,0.0025015645660459995,-0.04466193914413452,758.0,,0.030325956642627716,162048
2322,,0.1285097599029541,0.00020261136523913592,0.044921875,0.21657602488994598,0.006101943552494049,223.76471710205078,1763260284.038547,0.48716986179351807,-0.00399334542453289,758.0,,0.0010107681155204773,162432
2324,,0.9952380657196045,0.00020245775522198528,0.09765625,0.24408476054668427,-0.012535774149000645,224.1205599308014,1763260284.3943899,0.0015020525315776467,0.03896282985806465,758.0,,0.024903733283281326,162688
2329,,0.9863125681877136,0.000202150535187684,0.15625,0.1970987617969513,0.024319889023900032,224.84697604179382,1763260285.120806,0.000759835122153163,-0.04294499754905701,758.0,,0.009524828754365444,163200
2339,,0.9965871572494507,0.00020153609511908144,0.0,0.13031762838363647,-0.00014721602201461792,226.2807366847992,1763260286.5545666,0.000515731459017843,-0.0020697712898254395,758.0,,0.00017501600086688995,164224
2343,,0.9986120462417603,0.00020130568009335548,0.025390625,0.2092999368906021,0.015018343925476074,226.82870149612427,1763260287.1025314,0.00040019882726483047,-0.02683422714471817,757.0,,0.007168258540332317,164608
2348,,0.9934935569763184,0.0002009984600590542,0.11328125,0.2461000233888626,0.0730007216334343,227.5355155467987,1763260287.8093455,0.000996301881968975,-0.055434439331293106,757.0,,0.04708433896303177,165120
2354,,0.9687595367431641,0.0002006144350161776,0.16015625,0.22141146659851074,-0.0008887797594070435,228.4084026813507,1763260288.6822326,0.0009200195199809968,-0.002458930015563965,757.0,,0.004213245585560799,165760
2363,,0.9455208778381348,0.00020007679995615035,0.15625,0.2772928476333618,0.00043224357068538666,229.65927529335022,1763260289.9331052,0.001118965563364327,-0.04111257940530777,757.0,,0.07454163581132889,166656
2389,500.0,,,,,,232.98425817489624,1763260293.258088,,,,500.0,,169334
2426,,0.9908148050308228,0.00019623656407929957,0.12109375,0.2063690423965454,-0.011614484712481499,238.37569522857666,1763260298.6495252,0.0008894499624148011,-0.02753152698278427,756.0,,0.0835677906870842,173056
2430,,0.12426680326461792,0.0001960061490535736,0.07421875,0.214919775724411,0.05911793187260628,238.93666625022888,1763260299.2104962,141.0910186767578,0.007993783801794052,756.0,,0.012364927679300308,173440
2449,,0.026158511638641357,0.0001948540739249438,0.037109375,0.18391120433807373,0.018236851319670677,241.6786754131317,1763260301.9525054,144.41888427734375,0.00482037290930748,755.0,,0.003069225698709488,175360
2465,,0.9938458800315857,0.00019385560881346464,0.0546875,0.17469564080238342,0.04585077613592148,243.98874378204346,1763260304.2625737,0.0009619081392884254,-0.04208778589963913,755.0,,0.0057130130007863045,177024
2493,,0.016792237758636475,0.0001921658986248076,0.12890625,0.22021101415157318,0.04971908777952194,247.76239919662476,1763260308.0362291,21.58588218688965,0.031687986105680466,755.0,,0.01456878799945116,179840
2506,,0.955532968044281,0.00019132104353047907,0.05859375,0.27102407813072205,0.030182890594005585,248.9447193145752,1763260309.2185493,0.000799449160695076,-0.03151172772049904,757.0,,0.013217437081038952,181248
2514,,0.9990972280502319,0.00019086021347902715,0.0234375,0.23669514060020447,0.017856065183877945,249.54027009010315,1763260309.8141,0.0005525726010091603,-0.005103599280118942,758.0,,0.006368402391672134,182016
2515,,0.9950039386749268,0.00019078340847045183,0.06640625,0.32039451599121094,0.00170912966132164,249.65202808380127,1763260309.925858,0.0006999527104198933,-0.002073194831609726,758.0,,0.019734404981136322,182144
2520,,0.9928753972053528,0.00019047618843615055,0.0911458358168602,0.18495427072048187,0.022320594638586044,250.11875891685486,1763260310.3925889,0.0007730316719971597,-0.02720729261636734,759.0,,0.04471058398485184,182656
2533,,0.12260311841964722,0.00018970813835039735,0.0234375,0.28582578897476196,-0.0058007510378956795,251.56037044525146,1763260311.8342004,21.40241241455078,0.014880398288369179,760.0,,0.0037448545917868614,183936
2540,,0.9967385530471802,0.00018924730829894543,0.048828125,0.2664778232574463,0.018910415470600128,252.46595406532288,1763260312.739784,0.0014876369386911392,-0.02034645900130272,760.0,,0.0026517966762185097,184704
2547,,0.03920954465866089,0.00018886328325606883,0.0,0.21101365983486176,0.013674390502274036,253.27667832374573,1763260313.5505083,0.5111516714096069,0.006586562842130661,760.0,,0.001606297679245472,185344
2570,,0.9581608176231384,0.00018740398809313774,0.138671875,0.28596314787864685,0.024440083652734756,256.32958364486694,1763260316.6034136,0.0004541666421573609,-0.032013989984989166,761.0,,0.018806759268045425,187776
2571,500.0,,,,,,256.3813376426697,1763260316.6551676,,,,500.0,,187834
2577,,0.0890425443649292,0.00018701996305026114,0.0078125,0.3119918406009674,-0.012537396512925625,257.16008853912354,1763260317.4339185,0.01190866157412529,0.02831871248781681,761.0,,0.003995639272034168,188416
2608,,0.9983339905738831,0.00018509985238779336,0.041015625,0.2876172661781311,0.02225809171795845,260.5327396392822,1763260320.8065696,0.0001502652303315699,-0.02741573378443718,763.0,,0.003952419385313988,191616
2610,500.0,,,,,,260.67633533477783,1763260320.9501653,,,,500.0,,191834
2630,500.0,,,,,,262.6984758377075,1763260322.9723058,,,,500.0,,193834
2636,,0.1573231816291809,0.00018341014219913632,0.072265625,0.16398149728775024,0.0082054752856493,263.54104113578796,1763260323.814871,0.4900760054588318,0.03327114135026932,765.0,,0.016324859112501144,194432
2646,,0.12092310190200806,0.00018279570213053375,0.0,0.26135674118995667,0.006686539389193058,264.87455654144287,1763260325.1483865,137.64105224609375,0.0008688177913427353,765.0,,0.0022970428690314293,195456
2647,,0.9985178112983704,0.00018271889712195843,0.013671875,0.27707555890083313,-0.0080836471170187,265.0275888442993,1763260325.3014188,0.0011060324031859636,0.005337841808795929,765.0,,0.00030289217829704285,195584
2648,,0.9974285960197449,0.00018264209211338311,0.087890625,0.182003915309906,0.02710122801363468,265.1764361858368,1763260325.4502661,0.0004517589113675058,-0.014584582298994064,765.0,,0.010812527500092983,195712
2668,,0.9890305399894714,0.000181413211976178,0.001953125,0.2504158318042755,0.005229184404015541,267.6809425354004,1763260327.9547725,0.0010670933406800032,-0.008090790361166,766.0,,0.0005690604448318481,197760
2673,,0.9944628477096558,0.0001811059919418767,0.041015625,0.24142497777938843,0.0019474094733595848,268.33206963539124,1763260328.6058996,0.0012585580116137862,0.005205422639846802,766.0,,0.005057581700384617,198272
2683,,0.9900117516517639,0.00018049155187327415,0.0807291641831398,0.2774410545825958,-0.01390706654638052,269.59286236763,1763260329.8666923,0.0003192679723724723,-0.05554770678281784,766.0,,0.03159867972135544,199296
2687,,0.9805337190628052,0.0001802611368475482,0.17578125,0.28218233585357666,-0.002055663615465164,270.0769307613373,1763260330.3507607,0.00471954932436347,-0.048775263130664825,766.0,,0.03504374623298645,199680
2689,500.0,,,,,,270.2591185569763,1763260330.5329485,,,,500.0,,199834
2692,,0.9931808114051819,0.0001799539168132469,0.13671875,0.301500529050827,0.08647805452346802,270.692852973938,1763260330.966683,0.0028811783995479345,-0.10870562493801117,766.0,,0.04641318693757057,200192
2732,,0.989462673664093,0.00017757296154741198,0.10546875,0.1520123928785324,-0.012208657339215279,274.35757303237915,1763260334.631403,0.00037706259172409773,-0.0020040348172187805,771.0,,0.0024107815697789192,204160
2752,,0.9686973094940186,0.00017634408141020685,0.16015625,0.30256718397140503,0.03862973302602768,276.10853123664856,1763260336.3823612,0.0014184194151312113,-0.04780926927924156,773.0,,0.07849524170160294,206208
2757,,0.9934016466140747,0.00017603686137590557,0.064453125,0.12246313691139221,0.005295244045555592,276.55931854248047,1763260336.8331485,0.0005572796799242496,-0.004496166482567787,774.0,,0.0038999272510409355,206720
2772,,0.9861240983009338,0.00017511520127300173,0.1666666716337204,0.2759930491447449,0.015141967684030533,277.8886048793793,1763260338.1624348,0.0007548710564151406,0.019572049379348755,776.0,,0.05164407193660736,208256
2782,,0.9903609752655029,0.00017450076120439917,0.16015625,0.23680399358272552,-0.014053631573915482,279.1265547275543,1763260339.4003847,0.0025924313813447952,0.005964845418930054,776.0,,0.058590054512023926,209280
2783,500.0,,,,,,279.16630840301514,1763260339.4401383,,,,500.0,,209362
2793,500.0,,,,,,280.4847722053528,1763260340.7586021,,,,500.0,,210362
2824,,0.9988173842430115,0.00017196621047332883,0.087890625,0.1536320149898529,-0.0002771364524960518,284.54603481292725,1763260344.8198647,0.000566499016713351,-0.02812042459845543,776.0,,0.009229768998920918,213504
2843,,0.05330955982208252,0.00017081413534469903,0.0625,0.22174078226089478,0.02015634998679161,286.97513818740845,1763260347.2489681,23.027109146118164,-0.0348687469959259,776.0,,0.009415642358362675,215424
2857,500.0,,,,,,288.75850892066956,1763260349.0323389,,,,500.0,,216862
2882,,0.04825836420059204,0.0001684331800788641,0.0078125,0.1959754228591919,0.006798058748245239,291.38953495025635,1763260351.663365,3.878815174102783,0.00639599934220314,778.0,,0.00035618990659713745,219392
2890,,0.9234403967857361,0.00016789554501883686,0.0390625,0.25715893507003784,0.020175093784928322,292.13420128822327,1763260352.4080312,0.0005023112753406167,-0.016036730259656906,779.0,,0.0030579594895243645,220288
2949,,0.9965940713882446,0.00016436251462437212,0.0,0.24302881956100464,0.014429951086640358,297.2384452819824,1763260357.5122752,0.0006419606506824493,-0.008288547396659851,786.0,,0.0010466016829013824,226176
2960,,0.994648277759552,0.00016367126954719424,0.1223958358168602,0.2260471135377884,0.1285916566848755,298.2681963443756,1763260358.5420263,0.000854920013807714,-0.05749886482954025,787.0,,0.032197050750255585,227328
2975,,0.9889598488807678,0.0001627496094442904,0.0807291641831398,0.20683930814266205,0.026483671739697456,299.63377475738525,1763260359.9076047,0.0012078321306034923,-0.014024801552295685,789.0,,0.03406614065170288,228864
2997,,0.9989793300628662,0.00016144393885042518,0.064453125,0.2510285973548889,0.002602720633149147,301.5934283733368,1763260361.8672583,0.000940713391173631,-0.02647581696510315,791.0,,0.014960761182010174,231040
3011,,0.12188410758972168,0.00016059908375609666,0.02734375,0.22714996337890625,0.029854292050004005,302.8409652709961,1763260363.1147952,21.477365493774414,-0.031541645526885986,792.0,,0.005969523452222347,232448
3051,,0.997816264629364,0.0001581413234816864,0.05859375,0.2553377151489258,0.005660410970449448,307.2820565700531,1763260367.5558865,0.00015391524357255548,-0.032818250358104706,794.0,,0.0202951617538929,236544
3053,,0.9957749247550964,0.00015798771346453577,0.095703125,0.19653989374637604,0.015506777912378311,307.5691339969635,1763260367.842964,0.0003032258537132293,-0.02201945334672928,794.0,,0.0030720308423042297,236800
3066,,0.9988904595375061,0.00015721966337878257,0.0078125,0.14526508748531342,-0.017788739874958992,309.54255628585815,1763260369.8163862,0.00016983837122097611,0.015453934669494629,793.0,,0.0019393600523471832,238080
3070,,0.15321379899978638,0.0001569892483530566,0.03515625,0.21667218208312988,-0.0003506932407617569,310.0160422325134,1763260370.2898722,24.96836280822754,-0.016830701380968094,793.0,,0.011312567628920078,238464
3083,,0.9776517152786255,0.0001561443932587281,0.0,0.14207181334495544,-0.005078066140413284,311.80721163749695,1763260372.0810416,0.0003112063859589398,0.010105270892381668,793.0,,0.00071682408452034,239872
3098,500.0,,,,,,313.5798017978668,1763260373.8536317,,,,500.0,,241389
3103,500.0,,,,,,314.17095470428467,1763260374.4447846,,,,500.0,,241889
3127,,0.897868275642395,0.00015345621795859188,0.107421875,0.26187580823898315,-0.006369414739310741,316.68037390708923,1763260376.9542038,0.0017637439304962754,0.01698368787765503,795.0,,0.004615454934537411,244352
3129,,0.06469053030014038,0.00015337941295001656,0.0859375,0.1796763390302658,0.04789210855960846,316.88463973999023,1763260377.1584697,3.3936121463775635,0.0069285109639167786,795.0,,0.017051367089152336,244480
3141,,0.990588903427124,0.00015261136286426336,0.01953125,0.20301944017410278,0.0037543335929512978,318.3830108642578,1763260378.6568408,0.00033081669243983924,-0.0067683011293411255,795.0,,0.001061755232512951,245760
3146,,0.49530136585235596,0.00015230414282996207,0.1979166716337204,0.23177921772003174,0.1709328293800354,318.9613342285156,1763260379.2351642,0.002365589840337634,-0.06537144631147385,796.0,,0.11655519902706146,246272
3170,,0.9963955879211426,0.000150844847667031,0.04296875,0.2108404040336609,-0.020864620804786682,321.4479377269745,1763260381.7217677,0.00030009725014679134,0.028611697256565094,797.0,,0.004261556081473827,248704
3183,,0.12513011693954468,0.00015007681213319302,0.005859375,0.16015034914016724,0.008574849925935268,322.68761944770813,1763260382.9614494,135.71267700195312,0.0016068965196609497,798.0,,0.003518967889249325,249984
3188,,0.16805684566497803,0.00014976959209889174,0.009765625,0.20812372863292694,0.002011185511946678,323.132511138916,1763260383.406341,20.82343292236328,0.0019010305404663086,799.0,,8.03191214799881e-05,250496
3217,,0.1834179162979126,0.00014800307690165937,0.009765625,0.25908058881759644,0.004931529983878136,325.79550766944885,1763260386.0693376,0.4812503159046173,0.0009971726685762405,801.0,,0.00040736980736255646,253440
3224,,0.9636696577072144,0.00014754224685020745,0.1328125,0.28046706318855286,0.052767932415008545,326.4597280025482,1763260386.733558,0.0030795566271990538,-0.06990250200033188,802.0,,0.03462565690279007,254208
3247,,0.06434625387191772,0.00014615975669585168,0.005859375,0.1509687602519989,0.0026588980108499527,328.9687035083771,1763260389.2425334,25.871047973632812,-0.007850764319300652,803.0,,0.00022659264504909515,256512
3250,500.0,,,,,,329.2785267829895,1763260389.5523567,,,,500.0,,256889
3252,,0.9979572296142578,0.0001458525366615504,0.095703125,0.15852439403533936,0.030468374490737915,329.4890625476837,1763260389.7628925,0.00035977945663034916,-0.025882139801979065,803.0,,0.016357297077775,257024
3255,500.0,,,,,,329.85279655456543,1763260390.1266265,,,,500.0,,257389
3259,,0.979640007019043,0.00014539170661009848,0.11328125,0.30347931385040283,0.1271733194589615,330.40339398384094,1763260390.677224,0.0001860153570305556,-0.020051248371601105,803.0,,0.04460383951663971,257792
3272,,0.996776282787323,0.00014462365652434528,0.0,0.2046193778514862,0.001908695325255394,331.90164613723755,1763260392.175476,0.00028333658701740205,-0.002806834876537323,803.0,,0.00015418976545333862,259072
3275,500.0,,,,,,332.22628259658813,1763260392.5001125,,,,500.0,,259389
3276,,0.024826645851135254,0.00014439324149861932,0.0,0.26449382305145264,-0.0010643694549798965,332.34692764282227,1763260392.6207576,167.45486450195312,-0.0003143865615129471,803.0,,1.3191252946853638e-05,259456
3296,,0.02201145887374878,0.0001431643613614142,0.00390625,0.190762460231781,0.0019830605015158653,334.80325508117676,1763260395.077085,23.141998291015625,-0.014156879857182503,804.0,,0.002729400061070919,261504
3299,,0.8567613959312439,0.00014293394633568823,0.1901041716337204,0.23781591653823853,-0.029020827263593674,335.13328552246094,1763260395.4071155,0.0007164772832766175,-0.0335700660943985,804.0,,0.10496903955936432,261888
3338,,0.976498544216156,0.0001405529910698533,0.1302083283662796,0.2618487477302551,-0.029721394181251526,338.6072824001312,1763260398.8811123,0.000546034425497055,0.06905242055654526,808.0,,0.07783924788236618,265856
3351,,0.9821934700012207,0.0001397849409841001,0.04296875,0.23302103579044342,0.016170039772987366,340.03939032554626,1763260400.3132203,0.0005232718540355563,-0.010435443371534348,808.0,,0.005789603106677532,267136
3357,,0.9762794971466064,0.0001394009159412235,0.1875,0.22282585501670837,0.021353458985686302,340.8341381549835,1763260401.107968,0.0002756842877715826,0.005601812154054642,808.0,,0.07601773738861084,267776
3360,,0.9975161552429199,0.00013924730592407286,0.05859375,0.25697121024131775,0.011299310252070427,341.1775848865509,1763260401.4514148,0.0005251771071925759,-0.020512398332357407,808.0,,0.015451702289283276,268032
3398,500.0,,,,,,345.41461730003357,1763260405.6884472,,,,500.0,,271889
3401,,0.9944062829017639,0.00013671275519300252,0.1171875,0.2207833081483841,0.034689467400312424,345.76131534576416,1763260406.0351453,0.0009374989895150065,0.005531972274184227,809.0,,0.032180752605199814,272256
3406,,0.9738122820854187,0.00013640553515870124,0.078125,0.24892231822013855,0.09088170528411865,346.20513677597046,1763260406.4789667,0.0009705507545731962,-0.041593097150325775,810.0,,0.022091737017035484,272768
3419,,0.9956551790237427,0.00013563748507294804,0.05078125,0.19890064001083374,0.014099454507231712,347.35481238365173,1763260407.6286423,0.001027865568175912,-0.023597609251737595,811.0,,0.003243865445256233,274048
3426,,0.9959928393363953,0.00013517665502149612,0.068359375,0.1775515377521515,0.029864270240068436,348.06070041656494,1763260408.3345304,0.000503151270095259,-0.010255768895149231,812.0,,0.006600045599043369,274816
3428,,0.1240154504776001,0.0001350998500129208,0.009765625,0.21791937947273254,0.025082774460315704,348.1755299568176,1763260408.44936,3.235393762588501,0.0039008520543575287,812.0,,0.0030952580273151398,274944
3435,,0.990454375743866,0.00013463901996146888,0.087890625,0.26052314043045044,0.036148801445961,348.8692202568054,1763260409.1430502,0.000677637115586549,-0.030026305466890335,812.0,,0.01096193864941597,275712
3450,,0.15472841262817383,0.00013371735985856503,0.193359375,0.23967015743255615,0.00812763161957264,350.24900245666504,1763260410.5228324,0.0006227285484783351,-0.009802013635635376,813.0,,0.025896957144141197,277248
3451,,0.8620032668113708,0.0001336405548499897,0.11328125,0.24281428754329681,0.004267912358045578,350.36057567596436,1763260410.6344056,0.0003178719198331237,-0.009540539234876633,814.0,,0.01626260206103325,277376
3462,,0.010004639625549316,0.00013302611478138715,0.07421875,0.1679564118385315,-0.014470372349023819,351.23303413391113,1763260411.506864,0.045478276908397675,0.025163665413856506,814.0,,0.0042062923312187195,278400
3476,500.0,,,,,,352.4509744644165,1763260412.7248044,,,,500.0,,279889
3479,,0.9921033382415771,0.00013195084466133267,0.078125,0.19331559538841248,-0.037451278418302536,352.7573232650757,1763260413.0311532,0.0006536021246574819,-0.0013080760836601257,816.0,,0.019091544672846794,280192
3498,,0.9892413020133972,0.00013079876953270286,0.0703125,0.2432762086391449,0.08729921281337738,355.03213691711426,1763260415.3059669,0.0005035261274315417,-0.04350048676133156,816.0,,0.022968720644712448,282112
3503,,0.9840889573097229,0.00013049154949840158,0.060546875,0.23786339163780212,0.017152301967144012,355.6472895145416,1763260415.9211195,0.001700688386335969,-0.022270627319812775,816.0,,0.0073946816846728325,282624
3513,,0.9694411754608154,0.00012987710942979902,0.048828125,0.19362956285476685,0.02593144215643406,356.68423986434937,1763260416.9580698,0.00027745324769057333,-0.02254730649292469,817.0,,0.00839684996753931,283648
3525,500.0,,,,,,357.8189551830292,1763260418.0927851,,,,500.0,,284889
3537,,0.9974684119224548,0.00012841781426686794,0.09765625,0.27969950437545776,0.07861831784248352,358.93472266197205,1763260419.2085526,0.0005615581176243722,-0.04534038156270981,819.0,,0.04963751137256622,286080
3554,,0.929757833480835,0.00012734254414681345,0.06640625,0.17511047422885895,-0.022094856947660446,361.1707398891449,1763260421.4445698,0.00032263033790513873,0.04395174980163574,818.0,,0.012752092443406582,287872
3555,500.0,,,,,,361.20695543289185,1763260421.4807854,,,,500.0,,287889
3576,,0.9978846311569214,0.00012603687355294824,0.0625,0.16340751945972443,0.030208073556423187,363.8588442802429,1763260424.1326742,0.000808277225587517,-0.011068351566791534,818.0,,0.012056352570652962,290048
3578,,0.9967412948608398,0.0001258832635357976,0.140625,0.2611398696899414,-0.05316796898841858,364.1386892795563,1763260424.4125192,0.00012173449795227498,-0.013974219560623169,818.0,,0.04087480530142784,290304
3581,,0.9932547211647034,0.00012572965351864696,0.125,0.1660059690475464,0.05211362987756729,364.4527413845062,1763260424.7265713,0.003108265809714794,-0.05052826181054115,818.0,,0.0279794130474329,290560
3589,500.0,,,,,,365.34141778945923,1763260425.6152477,,,,500.0,,291389
3613,,0.8775614500045776,0.00012373272329568863,0.046875,0.20233650505542755,-0.011195925064384937,367.8829879760742,1763260428.156818,0.0009978722082450986,0.009208709001541138,820.0,,0.004458055831491947,293888
3622,,0.617902398109436,0.0001231950882356614,0.1354166716337204,0.17205898463726044,0.0707084983587265,368.58416295051575,1763260428.857993,0.0003219819045625627,-0.00012705475091934204,821.0,,0.0546371191740036,294784
3640,,0.9930114150047302,0.0001221198181156069,0.08984375,0.2429685741662979,0.02017338015139103,370.27831387519836,1763260430.5521438,0.00026596483075991273,-0.03835281729698181,822.0,,0.031084345653653145,296576
3656,,0.9871640801429749,0.00012112135300412774,0.087890625,0.21155859529972076,0.02423103153705597,372.2944209575653,1763260432.568251,0.0005523350555449724,-0.010508542880415916,822.0,,0.0121845668181777,298240
3669,,0.9595897793769836,0.00012035330291837454,0.111328125,0.24316027760505676,-0.011096309870481491,373.58146381378174,1763260433.8552938,0.0015139346942305565,-0.06378591060638428,822.0,,0.06994027644395828,299520
3679,,0.9740616679191589,0.00011973886284977198,0.1328125,0.20422214269638062,0.09431096911430359,374.49870896339417,1763260434.772539,0.003358909860253334,-0.032963965088129044,823.0,,0.09154863655567169,300544
3683,,0.04422229528427124,0.00011950844782404602,0.021484375,0.1681928038597107,0.0016909893602132797,374.8021001815796,1763260435.07593,24.833356857299805,-0.023439694195985794,824.0,,0.004384772852063179,300928
3684,,0.9839972257614136,0.0001194316428154707,0.125,0.15874840319156647,0.007254729047417641,374.89729857444763,1763260435.1711285,0.0019353306852281094,-0.044950880110263824,824.0,,0.030470237135887146,301056
3711,,0.9929329752922058,0.00011774193262681365,0.091796875,0.18082663416862488,0.014028911478817463,377.3666672706604,1763260437.6404972,0.0005940512637607753,-0.00693918764591217,826.0,,0.005284917540848255,303872
3713,,0.01584571599960327,0.00011766512761823833,0.07421875,0.17995882034301758,0.014937186613678932,377.4829099178314,1763260437.7567399,0.04222498834133148,-0.001979406923055649,826.0,,0.009819927625358105,304000
3715,,0.7595052719116211,0.00011751151760108769,0.083984375,0.2246268391609192,-0.02610170468688011,377.7047290802002,1763260437.978559,0.00022907376114744693,0.013611644506454468,826.0,,0.006721326150000095,304256
3731,500.0,,,,,,379.03934049606323,1763260439.3131704,,,,500.0,,305889
3734,,0.9480737447738647,0.0001163594497484155,0.07421875,0.15267734229564667,0.050370462238788605,379.31128573417664,1763260439.5851157,0.0024615470319986343,-0.028927773237228394,828.0,,0.03137115761637688,306176
3755,,0.9462614059448242,0.00011505376460263506,0.0,0.2772611975669861,-0.00804258231073618,381.2534077167511,1763260441.5272377,0.0010198147501796484,-0.0016897693276405334,829.0,,0.0004533892497420311,308352
3775,500.0,,,,,,383.0371468067169,1763260443.3109767,,,,500.0,,310389
3779,,0.9868007302284241,0.00011359446943970397,0.078125,0.1591886430978775,0.0021560555323958397,383.61808919906616,1763260443.8919191,0.0008387089474126697,0.018368802964687347,831.0,,0.008394701406359673,310784
