global_step,losses/entropy,losses/old_approx_kl,losses/explained_variance,losses/clipfrac,_step,_runtime,losses/value_loss,charts/episodic_length,_timestamp,charts/SPS,charts/learning_rate,charts/episodic_return,losses/approx_kl,losses/policy_loss
316928,0.5521603226661682,0.0026401150971651077,0.02036118507385254,0.0,3338,327.7154986858368,0.00014091128832660615,,1763260380.4794497,1049.0,0.00010990783630404621,,0.0001962166279554367,0.001955674961209297
318208,0.5758035778999329,-0.0021199556067585945,5.537271499633789e-05,0.0,3351,328.862361907959,380.02301025390625,,1763260381.626313,1049.0,0.00010913978621829301,,3.904756158590317e-05,0.0011750385165214539
318848,0.5946857333183289,0.003743632696568966,-0.0196152925491333,0.0,3357,329.4219205379486,0.002740305382758379,,1763260382.1858716,1050.0,0.00010875576117541641,,7.299426943063736e-05,-0.0027921050786972046
319151,,,,,3360,329.66084575653076,,500.0,1763260382.4247968,,,500.0,,
323072,0.502808690071106,0.0037817982956767082,-0.011950492858886719,0.0,3398,333.2343955039978,0.00019670352048706263,,1763260385.9983466,1050.0,0.00010622119589243084,,0.0004406524822115898,-0.00465673953294754
323304,,,,,3401,333.3858721256256,,153.0,1763260386.1498232,,,153.0,,
323804,,,,,3406,333.8282325267792,,500.0,1763260386.5921836,,,500.0,,
323840,0.5463539958000183,0.0007681204006075859,-1.6808509826660156e-05,0.0,3407,333.94277715682983,301.6788635253906,,1763260386.7067282,1050.0,0.00010576036584097892,,2.056267112493515e-05,0.000662725418806076
325120,0.5586414337158203,0.006080908700823784,-0.17481279373168945,0.0,3419,335.08470606803894,0.00030542496824637055,,1763260387.8486571,1051.0,0.00010499232303118333,,0.0005923863500356674,-0.002039587125182152
325804,,,,,3426,335.6592586040497,,500.0,1763260388.4232097,,,500.0,,
326016,0.6084823608398438,0.0036286748945713043,-0.07761359214782715,0.0,3428,335.86471033096313,0.003126604715362191,,1763260388.6286614,1051.0,0.00010445468797115609,,2.3320317268371582e-05,-0.0009471513330936432
326784,0.5748356580734253,0.0001697838306427002,-0.054144978523254395,0.0,3435,336.5641691684723,0.00017337308963760734,,1763260389.3281202,1051.0,0.00010399385791970417,,1.3057142496109009e-05,-0.000624239444732666
328304,,,,,3450,337.86173725128174,,500.0,1763260390.6256883,,,500.0,,
328320,0.5740578770637512,0.0009567392989993095,1.0728836059570312e-05,0.0,3451,337.9358446598053,196.9771270751953,,1763260390.6997957,1051.0,0.00010307219781680033,,7.656682282686234e-05,-0.002003602683544159
329472,0.6044611930847168,-0.00015061162412166595,0.0009524822235107422,0.0,3462,338.9738519191742,0.00279218633659184,,1763260391.737803,1051.0,0.00010238095273962244,,1.1552125215530396e-05,-0.0016628652811050415
330880,0.6193574666976929,-0.0009067608043551445,-8.463859558105469e-06,0.0,3476,340.2664804458618,148.13340759277344,,1763260393.0304315,1052.0,0.00010153609764529392,,2.6098452508449554e-05,-0.0006030555814504623
331264,0.552631139755249,-0.00669106375426054,-0.1649094820022583,0.0,3479,340.5988574028015,0.00019726557366084307,,1763260393.3628085,1052.0,0.00010130568261956796,,0.0005782553926110268,-0.001180119812488556
333184,0.5670673251152039,0.001987999305129051,-1.35429048538208,0.0,3498,342.330105304718,0.0002140678552677855,,1763260395.0940564,1052.0,0.00010015360749093816,,0.0001681353896856308,-0.003849450498819351
333696,0.5778193473815918,0.0012779105454683304,0.03878474235534668,0.0,3503,342.7748050689697,0.0001595902576809749,,1763260395.5387561,1052.0,9.984638745663688e-05,,0.00013852491974830627,-0.002506271004676819
334720,0.5670104026794434,0.0036719711497426033,0.4288032650947571,0.0,3513,343.7076094150543,0.00022762747539673,,1763260396.4715605,1052.0,9.923194738803431e-05,,0.00010056141763925552,0.0006059445440769196
335872,0.5980262756347656,-0.003983454778790474,-0.10544705390930176,0.0,3525,344.75233483314514,0.0028098116163164377,,1763260397.516286,1053.0,9.854070958681405e-05,,3.769621253013611e-05,0.0006516873836517334
337141,,,,,3537,345.828941822052,,500.0,1763260398.592893,,,500.0,,
338816,0.47889426350593567,-0.0022309422492980957,-2.303459405899048,0.0,3554,347.4228117465973,0.0029838597401976585,,1763260400.1867628,1053.0,9.677419438958168e-05,,0.00012623518705368042,-0.0037958137691020966
338872,,,,,3555,347.4649398326874,,231.0,1763260400.228891,,,231.0,,
340992,0.5856196880340576,-0.0035748369991779327,-0.7983525991439819,0.0,3576,349.4254639148712,0.00026136223459616303,,1763260402.189415,1053.0,9.546850924380124e-05,,8.880719542503357e-05,-0.0035744979977607727
341120,0.571078896522522,-0.0009291069582104683,0.00016266107559204102,0.0,3578,349.5386369228363,210.1082763671875,,1763260402.302588,1053.0,9.539170423522592e-05,,2.8884969651699066e-05,0.0008121207356452942
341504,0.5948588848114014,-0.0028755012899637222,0.46167999505996704,0.0,3581,349.91032791137695,0.00022550919675268233,,1763260402.674279,1053.0,9.516128920949996e-05,,0.00011618435382843018,-0.0021937042474746704
342272,0.5906856060028076,2.4186447262763977e-06,-0.13905155658721924,0.0,3589,350.58115911483765,0.0025015014689415693,,1763260403.3451102,1053.0,9.470045915804803e-05,,8.04038718342781e-05,-0.0022933967411518097
344704,0.5393478274345398,-0.0001565171405673027,-0.11255311965942383,0.0,3613,352.81862711906433,0.0026351390406489372,,1763260405.5825782,1054.0,9.324116399511695e-05,,2.6465393602848053e-05,-8.353032171726227e-05
345600,0.5606997609138489,0.0008374135941267014,-4.0650367736816406e-05,0.0,3622,353.60989212989807,134.40753173828125,,1763260406.3738432,1054.0,9.270353621104732e-05,,2.4903565645217896e-06,0.0001471489667892456
347520,0.5806405544281006,0.002533181570470333,-0.21355366706848145,0.0,3640,355.3495399951935,0.0001575514324940741,,1763260408.113491,1054.0,9.155146108241752e-05,,0.0002049887552857399,-0.00509821530431509
349184,0.5621151328086853,0.0019480129703879356,-0.026914358139038086,0.0,3656,356.840452671051,0.003082484705373645,,1763260409.6044037,1054.0,9.055299597093835e-05,,7.020588964223862e-05,-0.0016529075801372528
350532,,,,,3669,358.04489302635193,,500.0,1763260410.808844,,,500.0,,
351532,,,,,3679,358.93547534942627,,500.0,1763260411.6994264,,,500.0,,
352000,0.5504886507987976,0.00394323468208313,-0.2631276845932007,0.0,3683,359.4154260158539,0.00019615961355157197,,1763260412.179377,1055.0,8.886328578228131e-05,,0.00012470781803131104,0.0030549131333827972
352032,,,,,3684,359.4274322986603,,500.0,1763260412.1913834,,,500.0,,
354816,0.4987928867340088,2.5138258934020996e-05,-0.07680261135101318,0.0,3711,361.94945907592773,0.0003054498229175806,,1763260414.7134101,1055.0,8.717357559362426e-05,,7.873401045799255e-06,-0.0004921220242977142
355032,,,,,3713,362.089586019516,,500.0,1763260414.853537,,,500.0,,
355200,0.56886225938797,0.0019867857918143272,-0.11133062839508057,0.0,3715,362.31902718544006,0.0025962505023926497,,1763260415.0829782,1055.0,8.694316784385592e-05,,5.403812974691391e-05,-0.002799615263938904
356864,0.5379669070243835,0.002240126021206379,0.0011783242225646973,0.0,3731,363.8136148452759,0.0002931913186330348,,1763260416.577566,1055.0,8.594470273237675e-05,,8.261855691671371e-05,-0.0038444884121418
357120,0.5981156826019287,-0.0010049240663647652,3.451108932495117e-05,0.0,3734,364.03769612312317,350.76995849609375,,1763260416.8016472,1055.0,8.579109271522611e-05,,5.137640982866287e-05,0.001455932855606079
359296,0.5208370089530945,0.0009546214714646339,-0.0410691499710083,0.0,3755,366.013338804245,0.00027889342163689435,,1763260418.7772899,1056.0,8.448540756944567e-05,,5.147140473127365e-05,-0.0005015768110752106
361344,0.5345384478569031,-0.002657162956893444,-0.05585038661956787,0.0,3775,367.8711977005005,0.00020920534734614193,,1763260420.6351488,1056.0,8.325652743224055e-05,,0.00013679545372724533,-0.004010388627648354
361728,0.5904626846313477,0.00048163533210754395,0.04879355430603027,0.0,3779,368.2055923938751,0.0024052716325968504,,1763260420.9695435,1056.0,8.302611240651459e-05,,8.683651685714722e-06,-0.0012883692979812622
364416,0.5505538582801819,-0.0009307889267802238,-0.07009339332580566,0.0,3804,370.6517472267151,0.0002589368377812207,,1763260423.4156983,1056.0,8.141320722643286e-05,,3.2038427889347076e-05,-0.0007394328713417053
364672,0.6005539298057556,0.0005116714164614677,-0.13448572158813477,0.0,3807,370.88198041915894,0.002492025727406144,,1763260423.6459315,1056.0,8.125959720928222e-05,,9.327195584774017e-06,-0.00036272406578063965
368768,0.5157750248908997,0.002960088662803173,-1.4897346496582031,0.0,3847,374.5702226161957,0.0030182679183781147,,1763260427.3341737,1057.0,7.880184421082959e-05,,0.00024632271379232407,0.0007126927375793457
372032,,,,,3879,377.49629068374634,,500.0,1763260430.2602417,,,500.0,,
372480,0.5938862562179565,2.9828399419784546e-05,-0.09270739555358887,0.0,3883,377.9489974975586,0.0002375004260102287,,1763260430.7129486,1057.0,7.65744989621453e-05,,2.164393663406372e-06,0.0002964138984680176
372532,,,,,3884,377.9702923297882,,500.0,1763260430.7342434,,,500.0,,
372864,0.5735046863555908,0.0011170217767357826,0.22593265771865845,0.0,3887,378.283903837204,0.00034035686985589564,,1763260431.047855,1057.0,7.634408393641934e-05,,8.945353329181671e-06,-0.000653095543384552
373248,0.49648404121398926,0.0023924587294459343,-0.19377553462982178,0.0,3891,378.6205565929413,0.0025592923630028963,,1763260431.3845077,1057.0,7.611366891069338e-05,,0.00017861369997262955,-0.0021394938230514526
374016,0.5478820204734802,-0.00014242716133594513,0.023619353771209717,0.0,3898,379.3263599872589,0.0002513436193112284,,1763260432.090311,1057.0,7.565283885924146e-05,,2.1379441022872925e-05,0.0014795083552598953
375424,0.5307077169418335,-0.002220076508820057,-0.4881136417388916,0.0,3912,380.5838623046875,0.00042528577614575624,,1763260433.3478134,1058.0,7.480799104087055e-05,,0.0003601750358939171,-0.011579733341932297
375680,0.568149745464325,-0.0027425196021795273,-0.1604628562927246,0.0,3915,380.8067901134491,0.002852974459528923,,1763260433.5707412,1058.0,7.465438102371991e-05,,5.1040202379226685e-05,0.001145586371421814
377032,,,,,3928,381.9811153411865,,500.0,1763260434.7450664,,,500.0,,
378624,0.5685888528823853,0.0006553437560796738,-3.4570693969726562e-06,0.0,3944,383.4749524593353,123.76152038574219,,1763260436.2389035,1058.0,7.288786582648754e-05,,1.4496967196464539e-05,-0.0014736447483301163
378752,0.5311328172683716,0.00024003628641366959,0.015983641147613525,0.0,3945,383.58567237854004,0.0022582728415727615,,1763260436.3496234,1058.0,7.281106081791222e-05,,8.009467273950577e-05,0.0009410493075847626
378880,0.5745587348937988,-0.0006420286372303963,-0.03457438945770264,0.0,3946,383.6988890171051,0.0003219508216716349,,1763260436.46284,1058.0,7.27342558093369e-05,,4.1008926928043365e-05,0.00011305510997772217
379648,0.5201111435890198,0.00037723779678344727,1.7881393432617188e-06,0.0,3954,384.3972897529602,408.31134033203125,,1763260437.1612408,1058.0,7.227342575788498e-05,,1.9434839487075806e-05,0.00018115341663360596
380672,0.5294166803359985,-0.0001813424751162529,-0.11201786994934082,0.0,3963,385.3231463432312,0.0027840295806527138,,1763260438.0870974,1058.0,7.165898568928242e-05,,2.6433728635311127e-05,0.00011199340224266052
381312,0.5251352190971375,0.000802082009613514,-0.03847169876098633,0.0,3969,385.87997364997864,0.00040286671719513834,,1763260438.6439247,1058.0,7.127496064640582e-05,,8.793827146291733e-05,-0.001568961888551712
382532,,,,,3981,386.9438841342926,,500.0,1763260439.7078352,,,500.0,,
382720,0.5504047870635986,-0.00016676541417837143,-0.9137139320373535,0.0,3983,387.1419072151184,0.0024566983338445425,,1763260439.9058583,1059.0,7.04301055520773e-05,,1.8353573977947235e-05,0.0004125535488128662
384128,0.5565415620803833,-2.966076135635376e-05,-1.4185905456542969e-05,0.0,3997,388.4387605190277,335.43115234375,,1763260441.2027116,1059.0,6.958525045774877e-05,,2.2819265723228455e-05,0.0019961558282375336
386532,,,,,4020,390.5385088920593,,500.0,1763260443.30246,,,500.0,,
390400,0.5262767672538757,-0.0012527378275990486,-0.01986384391784668,0.0,4059,394.0674021244049,0.0021297952625900507,,1763260446.8313532,1060.0,6.582181231351569e-05,,2.5515444576740265e-05,-0.0016300231218338013
393250,,,,,4087,396.62427854537964,,500.0,1763260449.3882296,,,500.0,,
393728,0.5798156261444092,9.721796959638596e-05,-0.3374236822128296,0.0,4091,397.0522315502167,0.0003728702140506357,,1763260449.8161826,1060.0,6.382488209055737e-05,,1.0789372026920319e-05,0.00033991411328315735
395136,0.5586144924163818,0.002540203742682934,0.018780529499053955,0.0,4105,398.3644971847534,0.00038811014383099973,,1763260451.1284482,1060.0,6.298003427218646e-05,,0.0002331538125872612,-0.007848519831895828
395520,0.5196701288223267,0.002172740176320076,-0.018093109130859375,0.0,4109,398.69544076919556,0.0006157499738037586,,1763260451.4593918,1060.0,6.27496192464605e-05,,0.00037763267755508423,-0.003970213234424591
396160,0.5571541786193848,-9.545590728521347e-05,0.0008540153503417969,0.0,4115,399.2835943698883,0.0002860033418983221,,1763260452.0475454,1060.0,6.23655942035839e-05,,3.1002797186374664e-05,-0.0012177526950836182
396544,0.5634840726852417,-0.0019000796601176262,0.1304163932800293,0.0,4119,399.6151785850525,0.000578763778321445,,1763260452.3791296,1060.0,6.213517917785794e-05,,4.597846418619156e-05,0.0005721114575862885
399104,0.5965627431869507,-0.006770306266844273,-0.938559889793396,0.0,4144,401.94260120391846,0.0005693859420716763,,1763260454.7065523,1061.0,6.059907900635153e-05,,0.0001755664125084877,-0.003994695842266083
399744,0.6314730048179626,0.0009035738185048103,-0.023061037063598633,0.0,4150,402.49432826042175,0.0003363527066539973,,1763260455.2582793,1061.0,6.021505396347493e-05,,3.0268914997577667e-05,0.00032534822821617126
401536,0.5634692907333374,0.00183193851262331,0.06252676248550415,0.0,4168,404.11405324935913,0.0003855750255752355,,1763260456.8780043,1061.0,5.9139783843420446e-05,,3.8127414882183075e-05,-0.0019182153046131134
403110,,,,,4184,405.49569869041443,,500.0,1763260458.2596498,,,500.0,,
404096,0.5680851936340332,-0.00032632239162921906,8.761882781982422e-06,0.0,4194,406.40039563179016,219.18511962890625,,1763260459.1643467,1061.0,5.760368730989285e-05,,1.955777406692505e-06,7.256120443344116e-05
404608,0.6031982898712158,0.0008088871836662292,7.3909759521484375e-06,0.0,4199,406.84370160102844,349.21234130859375,,1763260459.6076527,1061.0,5.729646727559157e-05,,1.0229647159576416e-05,-0.00039149820804595947
407168,0.490557998418808,0.002825062721967697,-1.228395700454712,0.0,4224,409.16392517089844,0.0025368379428982735,,1763260461.9278762,1062.0,5.576036710408516e-05,,0.00020170584321022034,-0.011677108705043793
407651,,,,,4229,409.5369989871979,,143.0,1763260462.30095,,,143.0,,
408991,,,,,4243,410.77668476104736,,340.0,1763260463.5406358,,,340.0,,
409344,0.5260293483734131,0.00690618809312582,-0.1374722719192505,0.0,4246,411.0999093055725,0.0008832159219309688,,1763260463.8638604,1062.0,5.4454685596283525e-05,,0.00028848741203546524,-0.004699619486927986
409984,0.5102313160896301,0.0006426619365811348,-0.04977214336395264,0.0,4252,411.7008583545685,0.0006032263627275825,,1763260464.4648094,1062.0,5.4070660553406924e-05,,3.2444484531879425e-05,-0.0003517232835292816
410112,0.5609656572341919,0.00072517991065979,-0.00012433528900146484,0.0,4254,411.8158116340637,216.7034149169922,,1763260464.5797627,1062.0,5.3993855544831604e-05,,7.867813110351562e-06,-0.00014157593250274658
410240,0.6110395193099976,0.0001802528277039528,0.1374327540397644,0.0,4255,411.92496633529663,0.0023349851835519075,,1763260464.6889174,1062.0,5.3917050536256284e-05,,2.8497539460659027e-05,0.00040085986256599426
412032,0.5817634463310242,-0.0002443920820951462,8.153915405273438e-05,0.0,4273,413.5597949028015,244.20928955078125,,1763260466.323746,1062.0,5.28417804162018e-05,,1.0974705219268799e-05,0.002263035625219345
412416,0.5183113813400269,-9.843055158853531e-05,-0.07117331027984619,0.0,4276,413.8928244113922,0.00044971273746341467,,1763260466.6567755,1062.0,5.261136539047584e-05,,1.235026866197586e-05,-0.0008676648139953613
412491,,,,,4277,413.9195303916931,,500.0,1763260466.6834815,,,500.0,,
412544,0.6104697585105896,9.89055261015892e-05,1.8477439880371094e-05,0.0,4278,414.00719928741455,257.8310241699219,,1763260466.7711504,1062.0,5.2534564019879326e-05,,1.8567778170108795e-05,8.191168308258057e-05
413568,0.6072641611099243,0.00033188890665769577,-4.7206878662109375e-05,0.0,4288,414.9356212615967,288.4676513671875,,1763260467.6995723,1062.0,5.1920123951276764e-05,,5.713663995265961e-06,0.0006112456321716309
413824,0.6354881525039673,-0.0006944909691810608,-0.40564262866973877,0.0,4290,415.15881848335266,0.0006699531804770231,,1763260467.9227695,1062.0,5.1766513934126124e-05,,4.5511871576309204e-05,-0.0003568306565284729
413952,0.5011119246482849,0.0006457176059484482,0.0011813640594482422,0.0,4292,415.27391147613525,328.16021728515625,,1763260468.0378625,1062.0,5.1689708925550804e-05,,3.4477561712265015e-06,-7.463246583938599e-05
416256,0.5640855431556702,0.0014400715008378029,0.14164185523986816,0.0,4314,417.3503530025482,0.0005206039641052485,,1763260470.114304,1063.0,5.030721877119504e-05,,3.1045638024806976e-05,-0.0014800233766436577
416640,0.5702092051506042,-0.003281049430370331,-0.10267186164855957,0.0,4318,417.72307991981506,0.0006574811995960772,,1763260470.487031,1063.0,5.007680374546908e-05,,0.0001043267548084259,-0.004042364656925201
419456,0.6023209095001221,0.001225186511874199,-0.19890642166137695,0.0,4346,420.244003534317,0.0023284368216991425,,1763260473.0079546,1063.0,4.838709719479084e-05,,1.6376376152038574e-05,-0.0015206895768642426
421504,0.6036005616188049,0.0007608560845255852,-0.08745813369750977,0.0,4366,422.1035044193268,0.0019008091185241938,,1763260474.8674555,1063.0,4.7158217057585716e-05,,7.21123069524765e-06,0.00029081106185913086
422144,0.5713324546813965,0.0011316342279314995,-0.11419141292572021,0.0,4372,422.6950671672821,0.0004966127453371882,,1763260475.4590182,1063.0,4.6774192014709115e-05,,4.30447980761528e-05,0.0001733098179101944
422656,0.5697610378265381,-0.0004107663407921791,-0.8546994924545288,0.0,4377,423.1430997848511,0.0005421568057499826,,1763260475.9070508,1063.0,4.646697561838664e-05,,1.4857389032840729e-05,0.0003197919577360153
422784,0.6242252588272095,0.00042087025940418243,-0.09080517292022705,0.0,4378,423.256778717041,0.0004055096651427448,,1763260476.0207298,1063.0,4.639017060981132e-05,,2.034008502960205e-05,0.0005871560424566269
423680,0.5605230927467346,-0.001717275008559227,-0.0774693489074707,0.0,4387,424.0703921318054,0.0004113145114388317,,1763260476.8343432,1063.0,4.585253554978408e-05,,7.17751681804657e-05,-0.002618689090013504
424576,0.560947060585022,1.642853021621704e-06,-0.13068687915802002,0.0,4396,424.88267040252686,0.000563391309697181,,1763260477.6466215,1063.0,4.531490048975684e-05,,1.8032267689704895e-05,-0.00040193647146224976
426285,,,,,4413,426.38304328918457,,500.0,1763260479.1469944,,,500.0,,
426496,0.5632559657096863,0.0005537010729312897,0.0414046049118042,0.0,4415,426.58767795562744,0.002012265147641301,,1763260479.351629,1064.0,4.4162825361127034e-05,,0.00014326348900794983,-0.006609862670302391
430617,,,,,4456,430.33351826667786,,500.0,1763260483.0974693,,,500.0,,
432000,0.55096036195755,0.0001843869686126709,-0.12926673889160156,0.0,4470,431.5868000984192,0.002373362658545375,,1763260484.3507512,1064.0,4.086021363036707e-05,,6.314367055892944e-06,0.001035735011100769
432818,,,,,4478,432.3095471858978,,500.0,1763260485.0734982,,,500.0,,
433024,0.5451561212539673,0.0002653812989592552,0.26970428228378296,0.0,4480,432.51575684547424,0.002339212456718087,,1763260485.279708,1064.0,4.0245777199743316e-05,,7.673166692256927e-06,0.0005318671464920044
434304,0.5660127401351929,0.0009508067741990089,0.0026836395263671875,0.0,4492,433.6638939380646,0.000578617095015943,,1763260486.427845,1064.0,3.947772711399011e-05,,1.0997988283634186e-05,-0.0004520788788795471
434688,0.5636236667633057,0.0008345795795321465,0.15118128061294556,0.0,4496,433.99784231185913,0.0008685070206411183,,1763260486.7617934,1064.0,3.924731208826415e-05,,4.0364451706409454e-05,-0.0017994455993175507
434818,,,,,4498,434.14591574668884,,500.0,1763260486.9098668,,,500.0,,
437120,0.5764196515083313,0.0005071889609098434,-1.2751071453094482,0.0,4520,436.21963810920715,0.0008374764584004879,,1763260488.9835892,1065.0,3.778801692533307e-05,,2.9616057872772217e-06,-0.0008223429322242737
437318,,,,,4522,436.35534620285034,,500.0,1763260489.1192973,,,500.0,,
437504,0.5885239839553833,0.0008817240595817566,-0.10689020156860352,0.0,4524,436.5522575378418,0.0017481263494119048,,1763260489.3162086,1065.0,3.755760189960711e-05,,4.405155777931213e-06,0.0008262563496828079
437632,0.5239832997322083,0.00041668955236673355,-0.11635458469390869,0.0,4525,436.6626760959625,0.0006604586960747838,,1763260489.4266272,1065.0,3.7480800529010594e-05,,1.8331222236156464e-05,0.00018875114619731903
437818,,,,,4527,436.79841327667236,,500.0,1763260489.5623643,,,500.0,,
438272,0.6218248605728149,0.0009257839992642403,-0.13750898838043213,0.0,4531,437.2534079551697,0.0005740980268456042,,1763260490.017359,1065.0,3.709677548613399e-05,,2.066604793071747e-06,-0.0008581895381212234
438400,0.5489636659622192,-0.00033434387296438217,-0.0002925395965576172,0.0,4533,437.36711621284485,259.31915283203125,,1763260490.1310673,1065.0,3.701997047755867e-05,,5.812384188175201e-06,-0.000680096447467804
438528,0.5825965404510498,0.0010402277112007141,0.026242434978485107,0.0,4534,437.4770917892456,0.001777617959305644,,1763260490.2410429,1065.0,3.694316546898335e-05,,1.804158091545105e-05,0.0001178942620754242
439424,0.6064512729644775,-5.0702132284641266e-05,7.534027099609375e-05,0.0,4543,438.29287362098694,511.5959777832031,,1763260491.0568247,1065.0,3.640553040895611e-05,,5.469657480716705e-06,-6.996095180511475e-06
440704,0.6167964339256287,-9.731855243444443e-05,0.10036379098892212,0.0,4555,439.43900990486145,0.000604375556576997,,1763260492.202961,1065.0,3.563748032320291e-05,,6.289221346378326e-06,2.7745962142944336e-05
440832,0.524283766746521,0.0008886819705367088,-1.1444091796875e-05,0.0,4557,439.55075454711914,540.3920288085938,,1763260492.3147056,1065.0,3.556067531462759e-05,,8.913688361644745e-06,-0.0009191129356622696
441344,0.5779667496681213,-0.0007847994565963745,1.8835067749023438e-05,0.0,4562,439.9976420402527,151.5029296875,,1763260492.761593,1065.0,3.525345528032631e-05,,1.3286247849464417e-05,0.0019168928265571594
442818,,,,,4576,441.27873039245605,,500.0,1763260494.0426815,,,500.0,,
445568,0.5619080066680908,0.001332683488726616,3.0279159545898438e-05,0.0,4604,443.87034368515015,193.3480682373047,,1763260496.6342947,1065.0,3.2718893635319546e-05,,4.626810550689697e-06,0.0005962476134300232
446464,0.4770340323448181,0.0006676316261291504,-1.728534698486328e-05,0.0,4613,444.684773683548,254.89471435546875,,1763260497.4487247,1065.0,3.2181258575292304e-05,,6.388872861862183e-06,0.00045593082904815674
447872,0.5087565779685974,-0.0011647632345557213,-0.1573415994644165,0.0,4626,445.9524688720703,0.0007895852904766798,,1763260498.71642,1065.0,3.133640711894259e-05,,4.0289945900440216e-05,-9.964406490325928e-05
448768,0.5687031149864197,0.0001570647582411766,-0.03478693962097168,0.0,4635,446.7731969356537,0.0009469031938351691,,1763260499.537148,1065.0,3.079877205891535e-05,,1.791771501302719e-05,0.0003425516188144684
449408,0.5810410976409912,-0.0011542504653334618,-0.08428549766540527,0.0,4641,447.3330478668213,0.0009845446329563856,,1763260500.096999,1066.0,3.0414747016038746e-05,,9.189359843730927e-06,0.001415252685546875
449664,0.49896422028541565,-0.0027811266481876373,-0.337038516998291,0.0,4644,447.55735301971436,0.0019235280342400074,,1763260500.321304,1066.0,3.0261136998888105e-05,,5.748681724071503e-05,2.376362681388855e-05
451450,,,,,4661,449.1279468536377,,500.0,1763260501.891898,,,500.0,,
452864,0.5578367114067078,0.0002006692811846733,-0.30668044090270996,0.0,4675,450.4606776237488,0.000852918834425509,,1763260503.2246287,1066.0,2.8341013603494503e-05,,1.1838041245937347e-05,-0.0006801113486289978
454450,,,,,4691,451.8566904067993,,500.0,1763260504.6206415,,,500.0,,
456320,0.5057404637336731,0.0013418328016996384,-2.016812562942505,0.0,4709,453.5769188404083,0.0011534672230482101,,1763260506.34087,1066.0,2.6267282009939663e-05,,0.00012396089732646942,-0.0016864445060491562
456704,0.6066362261772156,-9.339582175016403e-05,0.016055524349212646,0.0,4713,453.9127035140991,0.001061426242813468,,1763260506.6766546,1066.0,2.6036866984213702e-05,,6.322748959064484e-06,-0.0004431121051311493
459264,0.5334597229957581,0.00028366781771183014,0.11460644006729126,0.0,4738,456.2465434074402,0.0008326737442985177,,1763260509.0104945,1066.0,2.45007686316967e-05,,6.770715117454529e-06,0.00023955479264259338
459392,0.5584326982498169,0.000780145637691021,0.11453330516815186,0.0,4739,456.3567695617676,0.000737250957172364,,1763260509.1207206,1066.0,2.442396362312138e-05,,3.1434930860996246e-05,-0.0019363164901733398
459520,0.5939853191375732,-0.00040146056562662125,5.036592483520508e-05,0.0,4741,456.46967124938965,324.9105224609375,,1763260509.2336223,1066.0,2.434715861454606e-05,,6.509944796562195e-07,-0.0001882612705230713
459776,0.5663209557533264,-0.0005279676988720894,0.2064102292060852,0.0,4743,456.68947315216064,0.0007070774445310235,,1763260509.4534242,1067.0,2.419354859739542e-05,,1.8188729882240295e-06,-0.0005810819566249847
460928,0.5289943218231201,-0.0009337710216641426,-0.38352811336517334,0.0,4754,457.72607588768005,0.0008048427989706397,,1763260510.490027,1067.0,2.3502303520217538e-05,,3.200676292181015e-05,3.923848271369934e-05
460944,,,,,4755,457.73441100120544,,500.0,1763260510.498362,,,500.0,,
462720,0.5682695508003235,-3.388989716768265e-05,-0.008051156997680664,0.0,4772,459.3544673919678,0.000875307887326926,,1763260512.1184185,1067.0,2.2427035219152458e-05,,1.5449710190296173e-05,-0.001834668219089508
464128,0.562505841255188,-0.0006802380084991455,0.013666868209838867,0.0,4786,460.61112928390503,0.00174555997364223,,1763260513.3750803,1067.0,2.158218194381334e-05,,3.421679139137268e-06,-0.00042377039790153503
464256,0.5962709188461304,-0.0007341615855693817,-0.07277882099151611,0.0,4787,460.72049164772034,0.0009338550735265017,,1763260513.4844427,1067.0,2.150537693523802e-05,,8.966773748397827e-06,3.4149736166000366e-05
464384,0.5180823802947998,-0.00048184022307395935,0.2779558300971985,0.0,4788,460.83251667022705,0.0008333661826327443,,1763260513.5964677,1067.0,2.14285719266627e-05,,3.806501626968384e-05,-8.751824498176575e-05
465152,0.5305737853050232,-0.0009835613891482353,-0.12387728691101074,0.0,4796,461.5385653972626,0.0015795525396242738,,1763260514.3025165,1067.0,2.0967741875210777e-05,,5.7211145758628845e-06,0.0002908147871494293
465444,,,,,4799,461.77618741989136,,500.0,1763260514.5401385,,,500.0,,
466176,0.573928713798523,-4.349183291196823e-05,-0.00998544692993164,0.0,4806,462.4609031677246,0.001516656018793583,,1763260515.2248542,1067.0,2.0353301806608215e-05,,2.952292561531067e-07,-0.00029756873846054077
466444,,,,,4809,462.6882803440094,,500.0,1763260515.4522314,,,500.0,,
466944,0.5843570232391357,-0.00035634543746709824,-3.8504600524902344e-05,0.0,4813,463.1300051212311,195.8148193359375,500.0,1763260515.8939562,1067.0,1.9892473574145697e-05,500.0,7.857568562030792e-06,-0.0001070462167263031
470912,0.5327497720718384,-0.00033764075487852097,0.06463462114334106,0.0,4851,466.7262279987335,0.0008399666985496879,,1763260519.490179,1067.0,1.7511520127300173e-05,,1.079309731721878e-05,0.0007938146591186523
470944,,,,,4852,466.74090337753296,,500.0,1763260519.5048544,,,500.0,,
471680,0.5109330415725708,0.000718158669769764,0.028561711311340332,0.0,4859,467.39785504341125,0.0015020896680653095,,1763260520.161806,1068.0,1.7050691894837655e-05,,3.582797944545746e-06,-6.248801946640015e-05
