global_step,losses/entropy,losses/old_approx_kl,losses/explained_variance,losses/clipfrac,_step,_runtime,losses/value_loss,charts/episodic_length,_timestamp,charts/SPS,charts/learning_rate,charts/episodic_return,losses/approx_kl,losses/policy_loss
156288,0.5159705281257629,0.003225089982151985,-7.843971252441406e-05,0.001953125,1753,180.85865116119385,394.289794921875,,1763260233.6226022,1007.0,0.0002062980056507513,,0.0004892144352197647,-0.00710827112197876
156416,0.5076901316642761,0.0016864575445652008,-0.01459813117980957,0.0,1754,180.9692018032074,0.0042899129912257195,,1763260233.7331529,1007.0,0.00020622120064217597,,3.709085285663605e-05,-0.0012560263276100159
157568,0.5384706258773804,0.0012408560141921043,-0.0880967378616333,0.0,1765,182.04248309135437,0.00037327641621232033,,1763260234.8064342,1008.0,0.0002055299555649981,,0.0002782391384243965,0.003957822918891907
157824,0.5418292880058289,0.0008755894377827644,4.2378902435302734e-05,0.0,1768,182.2679991722107,348.9642028808594,,1763260235.0319502,1008.0,0.00020537634554784745,,8.954387158155441e-05,0.0029724575579166412
158755,,,,,1777,183.11720395088196,,500.0,1763260235.881155,,,500.0,,
162944,0.5898641347885132,0.0031356122344732285,0.024522364139556885,0.0,1818,187.0625216960907,0.0005708062672056258,,1763260239.8264728,1010.0,0.00020230414520483464,,0.0002895873039960861,0.0007709339261054993
163456,0.5839279294013977,0.0022954950109124184,-0.01165771484375,0.0,1823,187.5134780406952,0.00032958571682684124,,1763260240.277429,1010.0,0.00020199692517053336,,3.9651058614254e-05,0.002216026186943054
166272,0.5568999648094177,-0.011716160923242569,-0.5803045034408569,0.0,1851,190.3281273841858,0.0004445554513949901,,1763260243.0920784,1010.0,0.00020030721498187631,,0.0006874818354845047,0.006029389798641205
166784,0.563374936580658,-0.0014995615929365158,-0.0009413957595825195,0.0,1856,190.77413487434387,0.00041145080467686057,,1763260243.538086,1010.0,0.00019999999494757503,,0.0003887992352247238,-0.00986576173454523
167936,0.44007131457328796,0.004628004506230354,0.00027364492416381836,0.0,1868,191.93391346931458,314.3800048828125,,1763260244.6978645,1010.0,0.00019930874987039715,,0.0007726512849330902,-0.00770510733127594
168448,0.5421481132507324,0.003774169832468033,-0.00018548965454101562,0.0,1873,192.48268818855286,391.4245300292969,,1763260245.2466393,1010.0,0.00019900152983609587,,0.00023717619478702545,0.005091218277812004
168926,,,,,1877,192.86114025115967,,500.0,1763260245.6250913,,,500.0,,
169856,0.5910000205039978,5.9816986322402954e-05,-0.3682730197906494,0.0,1886,193.83387160301208,0.00010481743811396882,,1763260246.5978227,1010.0,0.00019815668929368258,,2.7799978852272034e-05,-0.0007875896990299225
170752,0.5458047389984131,0.007176870480179787,-0.05925750732421875,0.0,1895,194.75671458244324,0.00018963951151818037,,1763260247.5206656,1010.0,0.00019761905423365533,,0.0001283399760723114,-0.00017292797565460205
171520,0.5669273138046265,-0.007094772532582283,-4.494190216064453e-05,0.0,1903,195.4813847541809,202.1566162109375,,1763260248.2453358,1010.0,0.0001971582241822034,,0.00038084201514720917,-0.0021999068558216095
171904,0.547397792339325,-0.013550981879234314,0.08977341651916504,0.0,1906,195.86743140220642,5.896610309719108e-05,,1763260248.6313825,1010.0,0.00019692780915647745,,0.0008821189403533936,-0.006541156210005283
173056,0.5044119954109192,0.0014901282265782356,-0.06220853328704834,0.0,1918,196.94165587425232,0.004926909226924181,,1763260249.705607,1011.0,0.00019623656407929957,,0.00016710255295038223,-0.0016204160638153553
173312,0.5090532898902893,0.001703326590359211,0.36611485481262207,0.0,1920,197.16653776168823,0.00012743615661747754,,1763260249.9304888,1011.0,0.00019608295406214893,,0.0007855212315917015,-0.002170906402170658
175872,0.5552876591682434,-0.0038302484899759293,0.06584501266479492,0.0078125,1945,199.71566605567932,0.0001355532876914367,,1763260252.479617,1011.0,0.00019454685389064252,,0.0061896126717329025,-0.030801627784967422
177219,,,,,1959,201.08840990066528,,500.0,1763260253.852361,,,500.0,,
178443,,,,,1973,202.30122137069702,,74.0,1763260255.0651724,,,74.0,,
179456,0.5578442811965942,0.0015756888315081596,-0.4254467487335205,0.0,1985,203.2547836303711,0.0015556621365249157,,1763260256.0187347,1011.0,0.00019239631365053356,,0.00016437750309705734,-0.0013477802276611328
180005,,,,,1991,203.72003746032715,,500.0,1763260256.4839885,,,500.0,,
181120,0.5542839169502258,0.0001942850649356842,0.0002480745315551758,0.0,2002,204.7456715106964,239.34005737304688,,1763260257.5096226,1012.0,0.0001913978485390544,,5.844980478286743e-05,-0.003010757267475128
181632,0.5260784029960632,-0.0018610451370477676,-0.0002086162567138672,0.0,2007,205.22272372245789,0.0016231059562414885,,1763260257.9866748,1012.0,0.0001910906285047531,,0.0008701793849468231,-0.0132012739777565
182528,0.5133503675460815,0.003551109693944454,6.61015510559082e-05,0.0,2016,206.01151323318481,296.4310302734375,,1763260258.7754643,1012.0,0.00019055299344472587,,0.0005758916959166527,-0.0051895081996917725
182912,0.529390811920166,0.003773103468120098,-0.270233154296875,0.0,2019,206.37689447402954,0.00016844103811308742,,1763260259.1408455,1012.0,0.0001903225784189999,,0.0016561849042773247,-0.0007712505757808685
183424,0.510989785194397,0.008984015323221684,-0.07094156742095947,0.0,2024,206.82436513900757,9.420905553270131e-05,,1763260259.5883162,1013.0,0.00019001535838469863,,0.0016675936058163643,-0.025168508291244507
183680,0.525959849357605,0.0027394313365221024,-0.48523974418640137,0.0,2027,207.05050587654114,0.005791651085019112,,1763260259.814457,1013.0,0.000189861748367548,,0.002635430544614792,-0.008985210210084915
183936,0.5403997302055359,0.0028550801798701286,-0.16990864276885986,0.0,2029,207.30914568901062,0.0003734200436156243,,1763260260.0730968,1013.0,0.00018970813835039735,,0.0001412453129887581,-0.00017096847295761108
184448,0.4136965870857239,0.0031378362327814102,-1.3687918186187744,0.001953125,2034,207.7528522014618,0.00032509249285794795,,1763260260.5168033,1013.0,0.00018940091831609607,,0.00146566703915596,-0.013138169422745705
185505,,,,,2045,208.69481372833252,,500.0,1763260261.4587648,,,500.0,,
186112,0.5453212261199951,-0.010563042014837265,-0.00015175342559814453,0.0,2051,209.23939538002014,356.8502502441406,,1763260262.0033464,1014.0,0.0001884024532046169,,0.00029073841869831085,-0.0047670453786849976
186240,0.44885462522506714,0.0041845329105854034,-1.2209606170654297,0.0,2052,209.35410714149475,0.005803344771265984,,1763260262.1180582,1014.0,0.00018832564819604158,,0.0010013580322265625,0.0009393608197569847
188032,0.5306789875030518,-0.002242978662252426,0.0002332925796508789,0.0,2070,210.98624634742737,66.66743469238281,,1763260263.7501974,1015.0,0.0001872503780759871,,2.3826956748962402e-05,0.00018786638975143433
188672,0.5088376402854919,0.0020449506118893623,-0.11551022529602051,0.0,2076,211.58132553100586,0.0035547283478081226,,1763260264.3452766,1015.0,0.0001868663530331105,,2.8983689844608307e-05,-0.0014764219522476196
190464,0.4603142738342285,-0.0007995394989848137,-0.05711865425109863,0.0,2093,213.1858992576599,0.00021047794143669307,,1763260265.9498503,1016.0,0.00018579109746497124,,0.000304332934319973,0.0042787776328623295
190505,,,,,2094,213.200847864151,,500.0,1763260265.964799,,,500.0,,
192896,0.4344143569469452,0.014026378281414509,-0.3853040933609009,0.0,2117,215.37953853607178,0.0001140282693086192,,1763260268.1434896,1017.0,0.00018433180230204016,,0.0012893369421362877,-0.014741510152816772
195328,0.5533822774887085,-0.007133186794817448,-0.023812174797058105,0.0,2141,217.62202858924866,0.00019481556955724955,,1763260270.3859797,1018.0,0.00018287250713910908,,0.0002797795459628105,-0.0037305131554603577
195840,0.4745837152004242,-0.008893080055713654,-0.6656635999679565,0.0,2146,218.1105170249939,0.0004049740091431886,,1763260270.874468,1018.0,0.0001825652871048078,,0.000983884558081627,-0.0031463950872421265
195968,0.5584577322006226,-0.0018318574875593185,0.10579037666320801,0.0,2147,218.22198820114136,0.00013088736159261316,,1763260270.9859393,1018.0,0.00018248848209623247,,3.2320618629455566e-05,-0.0009581819176673889
196005,,,,,2148,218.23599243164062,,500.0,1763260270.9999435,,,500.0,,
196736,0.5071035027503967,-0.0011936575174331665,-0.19135010242462158,0.0,2155,218.89084339141846,0.005772496573626995,,1763260271.6547945,1018.0,0.00018202765204478055,,6.619840860366821e-06,-0.001586679369211197
198505,,,,,2172,220.4445960521698,,500.0,1763260273.208547,,,500.0,,
199808,0.5260230302810669,-0.002446528524160385,-0.36103355884552,0.0,2185,221.66953349113464,0.00018123650806955993,,1763260274.4334846,1020.0,0.00018018433183897287,,0.0014592446386814117,-0.004091814160346985
200505,,,,,2192,222.29686951637268,,500.0,1763260275.0608206,,,500.0,,
201088,0.520114541053772,-0.0010160477831959724,2.568960189819336e-05,0.0,2198,222.9092948436737,277.050537109375,,1763260275.673246,1020.0,0.00017941628175321966,,0.00016176234930753708,-0.000732026994228363
201216,0.5530915856361389,-0.0023627672344446182,-0.40599846839904785,0.0,2199,223.03602409362793,0.005700124427676201,,1763260275.7999752,1020.0,0.00017933947674464434,,0.0004785992205142975,0.003993753343820572
202496,0.5021606087684631,0.002813478000462055,-0.16602694988250732,0.0,2211,224.18868613243103,0.0002162494056392461,,1763260276.9526372,1020.0,0.00017857142665889114,,0.00016718078404664993,0.002392953261733055
202752,0.5310116410255432,-0.0027218684554100037,-0.0864800214767456,0.0,2214,224.45504331588745,0.004484925884753466,,1763260277.2189944,1020.0,0.0001784178166417405,,0.00020882859826087952,-0.004148285835981369
203392,0.5559952259063721,-0.007312757894396782,-0.05487465858459473,0.00390625,2220,225.0129725933075,0.00030521125881932676,,1763260277.7769237,1020.0,0.0001780337915988639,,0.0023684408515691757,-0.014533938840031624
203648,0.5319833159446716,0.0013965312391519547,-0.010660648345947266,0.0,2223,225.2376549243927,0.005881651304662228,,1763260278.001606,1021.0,0.00017788018158171326,,9.901262819766998e-05,0.0002623908221721649
203904,0.5886704921722412,0.008775388821959496,-0.09698808193206787,0.0,2225,225.49800419807434,7.922387885628268e-05,,1763260278.2619553,1020.0,0.00017772657156456262,,0.000670136883854866,0.006046392023563385
204005,,,,,2226,225.53260803222656,,500.0,1763260278.296559,,,500.0,,
204032,0.5565502047538757,0.0003639739006757736,-2.849102020263672e-05,0.0,2227,225.6127965450287,141.21307373046875,,1763260278.3767476,1021.0,0.0001776497665559873,,2.4810433387756348e-05,-0.00157252699136734
204505,,,,,2231,225.97809720039368,,500.0,1763260278.7420483,,,500.0,,
204928,0.5039480328559875,0.001609048806130886,-0.5062260627746582,0.0,2235,226.42298102378845,0.0001348406949546188,,1763260279.186932,1021.0,0.00017711213149596006,,4.827696830034256e-05,-0.0003503970801830292
205505,,,,,2241,226.8978476524353,,500.0,1763260279.6617987,,,500.0,,
206208,0.5007508397102356,0.00102317426353693,0.14595955610275269,0.00390625,2248,227.58737802505493,0.005061289761215448,,1763260280.351329,1021.0,0.00017634408141020685,,0.0016955742612481117,-0.0068762414157390594
206464,0.5587257742881775,-0.0010862108319997787,-0.04626953601837158,0.0,2250,227.80838990211487,9.379372204421088e-05,,1763260280.572341,1021.0,0.00017619047139305621,,2.47173011302948e-05,-0.0005400478839874268
206720,0.5298340916633606,0.0045817019417881966,-0.06586146354675293,0.0,2253,228.03389739990234,0.004335394129157066,,1763260280.7978485,1022.0,0.00017603686137590557,,0.00017865095287561417,0.0010022446513175964
208640,0.4931516647338867,0.0009763548150658607,-0.12743127346038818,0.0,2272,229.77705788612366,0.003981585148721933,,1763260282.541009,1022.0,0.00017488478624727577,,8.574407547712326e-05,-0.0023002270609140396
209505,,,,,2280,230.47955632209778,,500.0,1763260283.2435074,,,500.0,,
211005,,,,,2295,231.889240026474,,500.0,1763260284.653191,,,500.0,,
211328,0.5290751457214355,-0.0033927112817764282,0.15895777940750122,0.0,2298,232.20020127296448,0.00027641572523862123,,1763260284.9641523,1023.0,0.00017327189561910927,,0.0005457215011119843,-0.009892407804727554
212505,,,,,2310,233.24300813674927,,500.0,1763260286.0069592,,,500.0,,
212736,0.5319934487342834,0.012877083383500576,0.028685152530670166,0.0,2312,233.45362401008606,0.004974976647645235,,1763260286.217575,1024.0,0.00017242704052478075,,0.0008337227627635002,-0.006612233817577362
213376,0.5596859455108643,0.0018518008291721344,-0.016742706298828125,0.0,2318,234.04593420028687,0.00016787840286269784,,1763260286.8098853,1024.0,0.00017204301548190415,,0.000962868332862854,-0.0013633370399475098
213760,0.5929869413375854,-0.009300034493207932,-0.3922516107559204,0.0,2322,234.37996625900269,0.000188131642062217,,1763260287.1439173,1024.0,0.0001718126004561782,,0.0030878745019435883,0.021510794758796692
214005,,,,,2324,234.53049325942993,,500.0,1763260287.2944443,,,500.0,,
214505,,,,,2329,235.00749230384827,,500.0,1763260287.7714434,,,500.0,,
215505,,,,,2339,235.92692637443542,,500.0,1763260288.6908774,,,500.0,,
215936,0.5729379057884216,-0.0012683356180787086,0.015234708786010742,0.001953125,2343,236.34187984466553,0.0001770897360984236,,1763260289.105831,1025.0,0.00017050691531039774,,0.0013501839712262154,-0.007344916462898254
216448,0.5843582153320312,-0.0025755660608410835,-0.7786847352981567,0.0,2348,236.81941890716553,9.800531552173197e-05,,1763260289.58337,1025.0,0.00017019969527609646,,0.0021994011476635933,-0.007187279872596264
217005,,,,,2354,237.2859172821045,,500.0,1763260290.0498683,,,500.0,,
217984,0.5167921781539917,0.0012464150786399841,0.040846943855285645,0.0,2363,238.19639706611633,0.0002491525956429541,,1763260290.9603481,1026.0,0.00016927803517319262,,2.6289373636245728e-05,0.0022134073078632355
220544,0.5114539861679077,-0.008482187986373901,-8.881092071533203e-05,0.0,2389,240.5056140422821,303.0926818847656,,1763260293.269565,1027.0,0.00016774193500168622,,0.0005821455270051956,-0.006959487684071064
221056,0.5895747542381287,-0.005926375277340412,-9.632110595703125e-05,0.0,2394,240.98434257507324,277.2760314941406,,1763260293.7482936,1027.0,0.00016743471496738493,,0.0004474436864256859,-0.007531956769526005
222592,0.571153998374939,-0.0017949612811207771,-9.5367431640625e-07,0.0,2409,242.36866569519043,171.24057006835938,,1763260295.1326168,1027.0,0.0001665130548644811,,0.00014467071741819382,0.0009201429784297943
224384,0.5587036609649658,-0.0006945347413420677,-0.1811368465423584,0.0,2426,243.97145009040833,0.0002935734810307622,,1763260296.7354012,1028.0,0.0001654377847444266,,2.7495436370372772e-05,-0.0003041950985789299
224768,0.5492681860923767,0.01010784599930048,-0.051624417304992676,0.00390625,2430,244.34470009803772,0.00014889288286212832,,1763260297.1086512,1028.0,0.00016520736971870065,,0.002372986637055874,0.0011310279369354248
226688,0.5527088046073914,0.0030061258003115654,-0.02128422260284424,0.0,2449,246.06484270095825,0.004389381036162376,,1763260298.8287938,1029.0,0.00016405529459007084,,0.0007428927347064018,-0.005616612732410431
228352,0.5233604311943054,-0.0009659919887781143,-0.2416386604309082,0.0,2465,247.58836221694946,0.0002836745115928352,,1763260300.3523133,1029.0,0.00016305682947859168,,0.00015752390027046204,-0.000950891524553299
231005,,,,,2491,249.93052625656128,,500.0,1763260302.6944773,,,500.0,,
231168,0.5700336694717407,-0.0012522824108600616,-0.01934337615966797,0.0,2493,250.12252068519592,0.002924750791862607,,1763260302.8864717,1030.0,0.00016136713384184986,,5.235522985458374e-05,-0.001732892356812954
232505,,,,,2506,251.29842162132263,,500.0,1763260304.0623727,,,500.0,,
233344,0.5462220907211304,-0.0016585057601332664,-0.10767161846160889,0.0078125,2514,252.09439611434937,0.0001154284254880622,,1763260304.8583472,1031.0,0.00016006144869606942,,0.002227853052318096,-0.010179538279771805
233472,0.6054017543792725,0.002820969559252262,-0.054262638092041016,0.0,2515,252.20542883872986,0.00012038174463668838,,1763260304.96938,1031.0,0.0001599846436874941,,8.544418960809708e-05,-0.0022129882127046585
233901,,,,,2520,252.59567666053772,,396.0,1763260305.3596277,,,396.0,,
235136,0.5743459463119507,0.001612088643014431,-1.2040162086486816,0.0,2533,253.73227047920227,0.00581012200564146,,1763260306.4962215,1031.0,0.00015898617857601494,,0.00022163894027471542,0.0020595937967300415
235904,0.49371302127838135,0.01337131392210722,-2.1667585372924805,0.0,2540,254.4017391204834,0.0001957105123437941,,1763260307.1656902,1031.0,0.00015852534852456301,,0.0006528357043862343,-0.00027927011251449585
236544,0.5811654925346375,-0.0007169758901000023,-4.661083221435547e-05,0.0,2547,254.99517583847046,133.64791870117188,,1763260307.759127,1031.0,0.0001581413234816864,,0.0002557216212153435,0.0007554888725280762
238976,0.49942177534103394,-0.006740904413163662,-0.022513270378112793,0.0078125,2570,257.1864185333252,0.0003145741065964103,,1763260309.9503696,1032.0,0.00015668202831875533,,0.004908149130642414,-0.00016669556498527527
239003,,,,,2571,257.1990010738373,,500.0,1763260309.9629521,,,500.0,,
239503,,,,,2576,257.6658318042755,,500.0,1763260310.4297829,,,500.0,,
239616,0.5382444262504578,0.001371770165860653,-7.43865966796875e-05,0.0,2577,257.77490162849426,327.77044677734375,,1763260310.5388527,1032.0,0.00015629800327587873,,3.389175981283188e-05,0.0013844259083271027
242816,0.4932006299495697,-0.00027498509734869003,0.05655437707901001,0.0,2608,260.6774625778198,0.0001789945235941559,,1763260313.4414136,1033.0,0.00015437787806149572,,0.0006253467872738838,-0.0011225678026676178
243003,,,,,2610,260.8111574649811,,500.0,1763260313.5751085,,,500.0,,
245003,,,,,2630,262.64321875572205,,500.0,1763260315.4071698,,,500.0,,
245632,0.545312762260437,0.0044471872970461845,0.062138140201568604,0.0,2636,263.2279782295227,0.005887627601623535,,1763260315.9919293,1034.0,0.00015268816787283868,,0.00042871665209531784,-0.008055612444877625
246656,0.6025075316429138,0.001088685356080532,0.1037718653678894,0.0,2646,264.1590836048126,0.003931280225515366,,1763260316.9230347,1034.0,0.00015207372780423611,,0.00026977527886629105,0.0026237331330776215
246784,0.5799075365066528,0.0015697954222559929,-0.03582429885864258,0.0,2647,264.26950192451477,0.0002598402206785977,,1763260317.033453,1034.0,0.0001519969227956608,,1.3391487300395966e-05,-0.0005468651652336121
246912,0.5534830093383789,-0.006523961201310158,-0.01854884624481201,0.0,2648,264.3811454772949,0.0001738234277581796,,1763260317.1450965,1034.0,0.00015192011778708547,,0.0006285831332206726,-0.008561752736568451
248960,0.5863330960273743,0.0029824823141098022,0.009251534938812256,0.0,2668,266.24852204322815,0.0001801865582820028,,1763260319.012473,1035.0,0.00015069123764988035,,0.0010768882930278778,-0.014648359268903732
249472,0.564954400062561,0.007119730114936829,-0.12286186218261719,0.0,2673,266.6947600841522,0.0001547817373648286,,1763260319.4587111,1035.0,0.00015038401761557907,,0.00044081173837184906,-0.0008687227964401245
250496,0.54341059923172,0.0018542902544140816,0.27234750986099243,0.0,2683,267.63019847869873,0.00020904580014757812,,1763260320.3941495,1035.0,0.00014976959209889174,,0.0001690676435828209,-0.0031289905309677124
250880,0.5578631162643433,-0.003233962692320347,-0.009864330291748047,0.0,2687,267.9657070636749,0.00011834104225272313,,1763260320.7296581,1035.0,0.00014953917707316577,,0.002388237975537777,0.00019413791596889496
251008,0.5496131181716919,-0.004547979682683945,-3.814697265625e-05,0.0,2689,268.0806484222412,375.1714172363281,,1763260320.8445995,1035.0,0.00014946237206459045,,0.0005459599196910858,0.007016128860414028
251392,0.5833024978637695,0.005258052609860897,-0.13907766342163086,0.00390625,2692,268.44978165626526,0.00017543045396450907,,1763260321.2137327,1035.0,0.0001492319570388645,,0.002381672151386738,-0.0194755420088768
255488,0.5717089176177979,-0.011062037199735641,-0.277266263961792,0.0,2732,272.1328778266907,0.0001712091179797426,,1763260324.896829,1037.0,0.00014677419676445425,,0.0021418435499072075,-0.01167139783501625
257503,,,,,2752,273.91071915626526,,500.0,1763260326.6746702,,,500.0,,
258003,,,,,2757,274.3527419567108,,500.0,1763260327.116693,,,500.0,,
259503,,,,,2772,275.75187492370605,,500.0,1763260328.515826,,,500.0,,
260503,,,,,2782,276.67573142051697,,500.0,1763260329.4396825,,,500.0,,
260608,0.541789710521698,0.0017034951597452164,-2.110004425048828e-05,0.0,2783,276.7796313762665,452.4093017578125,,1763260329.5435824,1038.0,0.00014370199642144144,,0.0001254342496395111,0.0015456750988960266
261632,0.572758674621582,0.0004739537835121155,0.03902512788772583,0.0,2793,277.71060156822205,0.0037977544125169516,,1763260330.4745526,1038.0,0.00014308755635283887,,4.663132131099701e-05,0.0006188750267028809
264832,0.49756065011024475,0.01525014266371727,-0.14065682888031006,0.001953125,2824,280.57911109924316,0.00012590769620146602,,1763260333.3430622,1039.0,0.00014116743113845587,,0.0010058339685201645,-0.011608749628067017
266752,0.5669720768928528,0.0012810369953513145,-0.18632912635803223,0.0,2843,282.32198882102966,0.0003706077113747597,,1763260335.08594,1039.0,0.00014001535600982606,,0.0007198071107268333,-0.009475336410105228
268160,0.5890697240829468,0.007168963551521301,-0.24599981307983398,0.001953125,2857,283.5855703353882,0.002837231382727623,,1763260336.3495214,1040.0,0.00013917050091549754,,0.002096123993396759,7.309019565582275e-06
270464,0.5500863790512085,0.003018074668943882,0.033018529415130615,0.0,2882,285.663622379303,0.00040526490192860365,,1763260338.4275734,1040.0,0.000137788025313057,,0.0006869705393910408,0.0017178356647491455
271232,0.4982427656650543,0.003862384706735611,0.14342355728149414,0.0,2890,286.36551332473755,0.005041835363954306,,1763260339.1294644,1040.0,0.00013732719526160508,,0.00045347772538661957,-0.009013436734676361
273408,0.6045979857444763,0.0012275455519557,-0.029383540153503418,0.0,2911,288.3369371891022,0.00019518165208864957,,1763260341.1008883,1041.0,0.00013602151011582464,,0.00032060686498880386,-0.0012974999845027924
275840,0.6117291450500488,0.00016580522060394287,0.02105957269668579,0.0,2935,290.53639936447144,0.00020843783568125218,,1763260343.3003504,1041.0,0.00013456221495289356,,9.015202522277832e-06,8.877366781234741e-05
277248,0.5531560778617859,-0.0034960005432367325,-0.05666971206665039,0.0,2949,291.8170053958893,0.004447910003364086,,1763260344.5809565,1042.0,0.00013371735985856503,,0.00023954547941684723,-0.003387860953807831
278400,0.549609363079071,-0.002195756882429123,-0.18980443477630615,0.0,2960,292.8585522174835,4.5886667066952214e-05,,1763260345.6225033,1042.0,0.00013302611478138715,,0.00010788440704345703,-0.00021355226635932922
279936,0.6002407073974609,0.002393372356891632,-0.08925104141235352,0.0,2975,294.2639615535736,5.9167869039811194e-05,,1763260347.0279126,1042.0,0.0001321044546784833,,5.784444510936737e-05,0.00232251500710845
281344,0.586329996585846,0.0028827451169490814,-0.8693994283676147,0.0,2989,295.5367736816406,9.697030327515677e-05,,1763260348.3007247,1042.0,0.00013125959958415478,,6.216391921043396e-05,-0.0023422688245773315
282112,0.5515376925468445,0.000534634105861187,-5.245208740234375e-06,0.0,2997,296.20662474632263,254.94284057617188,,1763260348.9705758,1043.0,0.00013079876953270286,,4.7023408114910126e-05,-0.00033770129084587097
283553,,,,,3011,297.5203380584717,,500.0,1763260350.2842891,,,500.0,,
287616,0.5665569305419922,0.011123919859528542,-0.2927340269088745,0.0,3051,301.18737030029297,0.00017818775086198002,,1763260353.9513214,1044.0,0.0001274961541639641,,0.000852661207318306,-0.0037090741097927094
287744,0.47850629687309265,-0.0014502881094813347,1.043081283569336e-05,0.0,3053,301.3021340370178,404.0312805175781,,1763260354.066085,1044.0,0.00012741934915538877,,0.0001512588933110237,0.001636497676372528
289152,0.5779126286506653,0.0023737214505672455,0.011639833450317383,0.0,3066,302.59462308883667,0.0001414967846358195,,1763260355.3585742,1044.0,0.00012657449406106025,,2.913549542427063e-05,5.599856376647949e-05
289536,0.539641261100769,-0.00027410220354795456,-0.5609588623046875,0.0,3070,302.93617486953735,0.00019830191740766168,,1763260355.700126,1044.0,0.0001263440790353343,,9.768642485141754e-06,-6.755068898200989e-05
290816,0.5574449896812439,-0.0012906761839985847,9.161233901977539e-05,0.0,3083,304.0902090072632,496.5215148925781,,1763260356.85416,1044.0,0.00012557604350149632,,1.8880702555179596e-05,-0.0009730309247970581
292352,0.6017162203788757,0.008438355289399624,-0.0773611068725586,0.0,3098,305.46112751960754,0.0034521452616900206,,1763260358.2250786,1045.0,0.00012465438339859247,,0.00041452888399362564,-0.004177771508693695
292864,0.6119853258132935,-0.003996538929641247,-0.04752933979034424,0.0,3103,305.94263076782227,0.0027928014751523733,,1763260358.7065818,1045.0,0.0001243471633642912,,2.4207867681980133e-05,-0.0006054472178220749
295296,0.5766425132751465,-0.0021210527047514915,-1.7486066818237305,0.0,3127,308.187255859375,0.00027234433218836784,,1763260360.951207,1045.0,0.0001228878682013601,,0.0001865224912762642,-0.00018686987459659576
295424,0.5142921805381775,4.818569868803024e-05,2.855062484741211e-05,0.0,3129,308.3011620044708,216.50039672851562,,1763260361.065113,1045.0,0.00012281106319278479,,5.427468568086624e-05,-4.6786386519670486e-05
296704,0.5897252559661865,-0.0019393917173147202,-0.06044721603393555,0.0,3141,309.4492075443268,0.00012913061073049903,,1763260362.2131586,1045.0,0.00012204301310703158,,0.0006029438227415085,-0.0050205327570438385
296920,,,,,3143,309.5916347503662,,500.0,1763260362.3555858,,,500.0,,
297216,0.5218528509140015,-0.0022483589127659798,0.2930920124053955,0.0,3146,309.8944642543793,0.0001867908868007362,,1763260362.6584153,1046.0,0.0001217357930727303,,7.494818419218063e-05,0.0013647489249706268
298752,0.5872268080711365,-0.0017627635970711708,-0.02730095386505127,0.0,3161,311.3075330257416,0.00013283200678415596,,1763260364.071484,1046.0,0.00012081413296982646,,0.00043737422674894333,-0.0063274577260017395
299648,0.571760356426239,-0.00019256863743066788,-0.36021888256073,0.0,3170,312.1191701889038,0.0029949205927550793,,1763260364.8831213,1046.0,0.00012027649790979922,,3.5455450415611267e-06,0.00014107301831245422
300928,0.5762558579444885,-0.00012157950550317764,0.0,0.0,3183,313.271874666214,292.8608703613281,,1763260366.0358257,1046.0,0.00011950844782404602,,8.128117769956589e-05,0.0008283853530883789
301440,0.5460737347602844,-0.002013828605413437,6.580352783203125e-05,0.0,3188,313.7189300060272,201.3797149658203,,1763260366.482881,1046.0,0.00011920122778974473,,3.987923264503479e-05,0.0008709952235221863
304420,,,,,3217,316.41005063056946,,500.0,1763260369.1740017,,,500.0,,
305152,0.5830903649330139,-0.0014245174825191498,-0.03219401836395264,0.0,3224,317.0610067844391,0.0031075412407517433,,1763260369.8249578,1047.0,0.00011697388981701806,,0.00017113983631134033,-0.0027180127799510956
307584,0.5737001299858093,-0.001461682841181755,-0.20179986953735352,0.0,3247,319.23779821395874,0.003535548225045204,,1763260372.0017493,1048.0,0.00011551459465408698,,1.6044825315475464e-05,-0.0005900226533412933
307920,,,,,3250,319.52130460739136,,500.0,1763260372.2852557,,,500.0,,
308096,0.5800943374633789,-0.0010927505791187286,-0.20897388458251953,0.0,3252,319.7190001010895,0.0035080118104815483,,1763260372.4829512,1048.0,0.0001152073746197857,,0.00012396834790706635,-0.0018890053033828735
308420,,,,,3255,319.9637005329132,,500.0,1763260372.7276516,,,500.0,,
308864,0.5631489157676697,0.00033718906342983246,-0.0633927583694458,0.0,3259,320.41384863853455,0.0001717575069051236,,1763260373.1777997,1048.0,0.00011474654456833377,,9.461864829063416e-05,0.0009758919477462769
310144,0.590192437171936,-0.0018873978406190872,-0.33519411087036133,0.0,3272,321.57982087135315,0.002696470357477665,,1763260374.343772,1048.0,0.00011397849448258057,,9.058043360710144e-05,-0.003996100276708603
310420,,,,,3275,321.8112859725952,,500.0,1763260374.575237,,,500.0,,
310528,0.5386840105056763,-0.0007902663201093674,-8.58306884765625e-06,0.0,3276,321.9165003299713,292.1461486816406,,1763260374.6804514,1048.0,0.00011374807945685461,,0.00013188272714614868,-0.003828078508377075
312651,,,,,3296,323.8031892776489,,331.0,1763260376.5671403,,,331.0,,
312960,0.5706554651260376,0.0010750163346529007,-0.21191120147705078,0.0,3299,324.11219334602356,0.0002216806315118447,,1763260376.8761444,1049.0,0.00011228878429392353,,0.0002709943801164627,-0.0023369938135147095
