charts/episodic_length,_runtime,losses/approx_kl,losses/policy_loss,losses/clipfrac,charts/learning_rate,charts/SPS,global_step,_step,losses/explained_variance,losses/entropy,losses/value_loss,losses/old_approx_kl,charts/episodic_return,_timestamp
,177.84313225746155,5.421135574579239e-05,-0.0008282102644443512,0.0,0.0002033026103163138,1060.0,161280,1768,-0.0002359151840209961,0.5222952961921692,212.5492706298828,0.0009122313931584358,,1763260230.5673404
500.0,178.6672568321228,,,,,,162202,1777,,,,,500.0,1763260231.391465
,182.45268440246582,0.0009756488725543022,-0.015355730429291725,0.0,0.000200230409973301,1062.0,166400,1818,0.11083328723907471,0.47257381677627563,0.003172427648678422,0.01150702964514494,,1763260235.1768925
,182.94251370429993,0.0014073308557271957,-0.019607260823249817,0.0,0.0001999231899389997,1061.0,166912,1823,0.18756312131881714,0.5505971312522888,0.005664479918777943,-0.005298258736729622,,1763260235.6667218
,185.48390412330627,6.237346678972244e-05,-0.0019248276948928833,0.0,0.00019823347975034267,1062.0,169728,1851,8.565187454223633e-05,0.5269880294799805,160.4627227783203,0.002437877468764782,,1763260238.2081122
,185.96018886566162,0.0004415586590766907,0.004488851875066757,0.0,0.00019792627426795661,1062.0,170240,1856,7.325410842895508e-05,0.4962940514087677,414.01434326171875,-0.0005329940468072891,,1763260238.684397
,187.1191930770874,0.0034445244818925858,-0.009595796465873718,0.009765625,0.0001971582241822034,1063.0,171520,1868,-0.1189875602722168,0.44595518708229065,7.275634561665356e-05,-0.003874531015753746,,1763260239.8434012
,187.56528759002686,0.005245322361588478,-0.021322816610336304,0.005859375,0.00019685100414790213,1063.0,172032,1873,-0.18378996849060059,0.4095169007778168,0.0003061956958845258,-0.04307813569903374,,1763260240.2894957
,187.90132331848145,1.091882586479187e-05,-0.000995386391878128,0.0,0.00019662058912217617,1063.0,172416,1877,0.08002609014511108,0.49024930596351624,0.005638941191136837,0.00026259757578372955,,1763260240.6255314
,188.7211833000183,0.0013414602726697922,0.0013195574283599854,0.0,0.00019608295406214893,1063.0,173312,1886,0.00011622905731201172,0.5626983642578125,153.06878662109375,0.0014247875660657883,,1763260241.4453914
,189.54499912261963,0.00011114124208688736,-0.002658037468791008,0.0,0.0001955453190021217,1063.0,174208,1895,-5.161762237548828e-05,0.5648558139801025,205.99366760253906,0.0010970858857035637,,1763260242.2692072
,190.3625111579895,0.0032519083470106125,-0.013900388032197952,0.001953125,0.00019500768394209445,1063.0,175104,1903,-0.13382339477539062,0.5426296591758728,0.0001250817149411887,0.0016920287162065506,,1763260243.0867193
,190.58719539642334,0.0018300432711839676,-0.006878659129142761,0.0,0.0001948540739249438,1063.0,175360,1906,-0.23463094234466553,0.5736070871353149,0.005982318427413702,-0.012168865650892258,,1763260243.3114035
,191.7455267906189,0.0017922921106219292,0.011262333020567894,0.0,0.0001940860238391906,1064.0,176640,1918,-0.3029261827468872,0.5405235886573792,3.201123763574287e-05,0.010554754175245762,,1763260244.469735
,191.85930156707764,4.435144364833832e-05,0.0010203197598457336,0.0,0.00019400921883061528,1064.0,176768,1920,-0.00012052059173583984,0.4847586750984192,506.3988037109375,-0.0015964023768901825,,1763260244.5835097
,194.06739258766174,0.00012635067105293274,-0.002271624282002449,0.0,0.0001925499236676842,1064.0,179200,1945,-0.4055640697479248,0.48569002747535706,0.00279632187448442,0.0018585044890642166,,1763260246.7916007
,195.33961963653564,0.0006135851144790649,-0.006114348769187927,0.0,0.00019170506857335567,1065.0,180608,1959,0.21800875663757324,0.4909263551235199,0.003414937760680914,0.002010684460401535,,1763260248.0638278
,196.69591665267944,0.00016989000141620636,0.0015601003542542458,0.0,0.00019086021347902715,1064.0,182016,1973,-0.0001970529556274414,0.5602654218673706,228.73764038085938,-0.0018866769969463348,,1763260249.4201248
,197.8565809726715,0.00011093821376562119,-0.0006007775664329529,0.0,0.00019009216339327395,1065.0,183296,1985,-0.23604536056518555,0.6191897988319397,0.00014796675532124937,0.002625466324388981,,1763260250.580789
,198.41493034362793,0.002057686448097229,-0.0019619017839431763,0.0,0.00018970813835039735,1065.0,183936,1991,-0.20777809619903564,0.6076250076293945,6.96897623129189e-05,0.004407983273267746,,1763260251.1391385
500.0,199.35099935531616,,,,,,184962,2002,,,,,500.0,1763260252.0752075
,199.8293137550354,0.00032422877848148346,0.001633569598197937,0.0,0.0001887864782474935,1065.0,185472,2007,-1.621246337890625e-05,0.5529181957244873,321.5362243652344,0.0032785236835479736,,1763260252.5535219
500.0,200.65127682685852,,,,,,186462,2016,,,,,500.0,1763260253.375485
,200.9941906929016,0.0006996188312768936,-0.0055742934346199036,0.0,0.0001880184281617403,1065.0,186752,2019,0.05484122037887573,0.5759862661361694,0.000350896647432819,0.008698156103491783,,1763260253.7183988
,201.44724798202515,0.0006394628435373306,-0.005073018372058868,0.0,0.00018771120812743902,1065.0,187264,2024,0.0416606068611145,0.5935547947883606,0.0003057096619158983,0.0006145816296339035,,1763260254.171456
,201.67196822166443,0.00035202596336603165,0.001624077558517456,0.0,0.00018755759811028838,1066.0,187520,2027,1.430511474609375e-05,0.5825859904289246,296.7127685546875,0.0006427774205803871,,1763260254.3961763
,201.89402627944946,2.3352913558483124e-05,-0.0006849244236946106,0.0,0.00018740398809313774,1066.0,187776,2029,0.06002700328826904,0.5226376056671143,0.000307501177303493,-0.000866367481648922,,1763260254.6182344
,202.37838411331177,0.0006698481738567352,0.0036582276225090027,0.0,0.00018709676805883646,1066.0,188288,2034,-0.10680639743804932,0.545697033405304,0.00017968456086236984,-0.008016044273972511,,1763260255.1025922
,203.41950941085815,0.0004193354398012161,-0.0008106641471385956,0.0,0.00018640552298165858,1066.0,189440,2045,-0.023211002349853516,0.5401784181594849,0.00013017091259825975,-0.003435468301177025,,1763260256.1437175
500.0,203.87122440338135,,,,,,189962,2051,,,,,500.0,1763260256.5954325
,203.97868394851685,6.313342601060867e-05,-0.002712789922952652,0.0,0.0001860215124906972,1066.0,190080,2052,-1.1563301086425781e-05,0.5066515803337097,297.6804504394531,0.001638113521039486,,1763260256.702892
500.0,205.64832830429077,,,,,,191962,2070,,,,,500.0,1763260258.3725364
,206.2062909603119,6.079766899347305e-05,0.0012872116640210152,0.0,0.00018456221732776612,1066.0,192512,2076,7.212162017822266e-05,0.4956091642379761,362.15203857421875,-0.002357269637286663,,1763260258.930499
,207.815083026886,0.0016841748729348183,-0.005445249378681183,0.001953125,0.00018348694720771164,1067.0,194304,2093,-0.07148504257202148,0.5543657541275024,0.00026301457546651363,-0.013056301511824131,,1763260260.5392911
,207.92455554008484,5.6801363825798035e-05,0.00014452636241912842,0.0,0.00018341014219913632,1067.0,194432,2094,-0.08118283748626709,0.5854222774505615,0.00011377323244232684,0.0013802628964185715,,1763260260.6487637
,210.0055639743805,0.001531367190182209,-0.010022051632404327,0.0,0.00018202765204478055,1067.0,196736,2117,-0.2733653783798218,0.5525729656219482,0.0001673295919317752,-0.010979409329593182,,1763260262.729772
,212.20137882232666,0.0009705172851681709,-0.006815195083618164,0.0,0.00018056835688184947,1068.0,199168,2141,-1.2725207805633545,0.5181667804718018,0.0005229818052612245,0.0009673340246081352,,1763260264.925587
,212.6856667995453,5.253031849861145e-05,-0.0016100779175758362,0.0,0.0001802611368475482,1068.0,199680,2146,-0.04503142833709717,0.5443164110183716,0.00010421709885122254,-0.0007484238594770432,,1763260265.409875
500.0,212.72313833236694,,,,,,199792,2147,,,,,500.0,1763260265.4473464
,212.79829955101013,0.00020930077880620956,-0.002603083848953247,0.0,0.00018018433183897287,1068.0,199808,2148,0.00025260448455810547,0.5299399495124817,238.98704528808594,-0.000582507811486721,,1763260265.5225077
,213.49771070480347,0.0008822344243526459,0.0004205629229545593,0.0,0.00017972350178752095,1068.0,200576,2155,0.4341505765914917,0.5210938453674316,0.0003102283226326108,0.011802908033132553,,1763260266.2219188
500.0,215.01313066482544,,,,,,202292,2172,,,,,500.0,1763260267.7373388
,216.25808715820312,0.0017523299902677536,-0.022448506206274033,0.0,0.00017788018158171326,1069.0,203648,2185,-0.4518167972564697,0.5485397577285767,0.0003093911800533533,0.0032451357692480087,,1763260268.9822953
500.0,216.8574378490448,,,,,,204292,2192,,,,,500.0,1763260269.581646
,217.41617465019226,0.0003034118562936783,-0.0028952285647392273,0.0,0.00017711213149596006,1069.0,204928,2198,-0.1070551872253418,0.5263332724571228,0.0029139360412955284,-0.0005108602344989777,,1763260270.1403828
,217.52585315704346,0.0006491420790553093,-0.009072713553905487,0.0,0.00017703532648738474,1069.0,205056,2199,-0.0027452707290649414,0.5903854370117188,0.00014127725444268435,-0.004771693609654903,,1763260270.2500613
500.0,218.5895619392395,,,,,,206292,2211,,,,,500.0,1763260271.31377
,218.9308476448059,0.0002804109826683998,-0.005855340510606766,0.0,0.0001761136663844809,1069.0,206592,2214,0.14016515016555786,0.5721092224121094,0.0002524162409827113,-0.0021711448207497597,,1763260271.6550558
,219.48746538162231,0.00014716479927301407,0.0008844807744026184,0.0,0.0001757296413416043,1069.0,207232,2220,-0.41174209117889404,0.5801749229431152,5.0627179007278755e-05,0.0014131618663668633,,1763260272.2116735
,219.74362993240356,0.00023904722183942795,0.002745427191257477,0.0,0.00017557603132445365,1069.0,207488,2223,0.10063666105270386,0.595738410949707,0.0038303076289594173,-3.21241095662117e-05,,1763260272.467838
,219.96423602104187,0.0003493335098028183,-0.006815828382968903,0.0,0.000175422421307303,1069.0,207744,2225,0.15023690462112427,0.5881656408309937,9.445792238693684e-05,-0.00427616760134697,,1763260272.6884441
500.0,219.98253297805786,,,,,,207792,2226,,,,,500.0,1763260272.706741
,220.07731747627258,5.333777517080307e-05,0.0009028948843479156,0.0,0.0001753456162987277,1069.0,207872,2227,-0.00026988983154296875,0.5689813494682312,248.65255737304688,0.0027741799131035805,,1763260272.8015256
500.0,220.4250292778015,,,,,,208292,2231,,,,,500.0,1763260273.1492374
,220.89522433280945,4.723109304904938e-05,0.00094643235206604,0.0,0.00017480798123870045,1069.0,208768,2235,-0.0263289213180542,0.5776413679122925,5.290431727189571e-05,7.728114724159241e-05,,1763260273.6194324
500.0,221.34855580329895,,,,,,209292,2241,,,,,500.0,1763260274.072764
,222.16250014305115,0.0005077989771962166,0.003214910626411438,0.0,0.00017396314069628716,1070.0,210176,2248,-0.010734319686889648,0.5903465747833252,7.09526939317584e-05,-0.004759264178574085,,1763260274.8867083
,222.29144620895386,0.00014426745474338531,-0.0023313164710998535,0.0,0.00017388633568771183,1070.0,210304,2250,-0.00020503997802734375,0.5386301279067993,351.9897155761719,-0.0002699904143810272,,1763260275.0156543
,222.63626194000244,0.0006219819188117981,0.001366160809993744,0.0,0.00017365592066198587,1070.0,210688,2253,-0.35357654094696045,0.5666312575340271,7.041534991003573e-05,0.00749422051012516,,1763260275.36047
,224.38192796707153,0.0004896866157650948,-0.004911106079816818,0.0,0.00017250384553335607,1070.0,212608,2272,-0.05639171600341797,0.54408198595047,0.00019682830316014588,-0.0076077720150351524,,1763260277.106136
,225.0869960784912,0.0001150304451584816,-0.0016843602061271667,0.0,0.00017204301548190415,1070.0,213376,2280,-2.0742416381835938e-05,0.5822595953941345,289.2375793457031,0.005520588718354702,,1763260277.8112042
,226.4659252166748,3.059767186641693e-05,-0.0010463222861289978,0.0,0.0001711213553790003,1070.0,214912,2295,-2.8848648071289062e-05,0.6248435974121094,343.2978515625,-0.001703234389424324,,1763260279.1901333
500.0,226.72957921028137,,,,,,215292,2298,,,,,500.0,1763260279.4537873
,227.8424310684204,0.00010687578469514847,-0.0005362927913665771,0.0,0.00017019969527609646,1071.0,216448,2310,-0.032206177711486816,0.5919166803359985,0.00017837001360021532,0.0023589739575982094,,1763260280.5666392
500.0,227.9784061908722,,,,,,216645,2312,,,,,500.0,1763260280.7026143
,228.5533745288849,5.6955963373184204e-05,0.000970795750617981,0.0,0.00016973886522464454,1071.0,217216,2318,-5.2094459533691406e-05,0.6181148886680603,202.27389526367188,0.0026700161397457123,,1763260281.2775826
500.0,228.90447902679443,,,,,,217645,2322,,,,,500.0,1763260281.6286871
,229.14191818237305,0.000331108458340168,-0.011247755959630013,0.0,0.00016935484018176794,1071.0,217856,2324,-0.02514040470123291,0.5599988698959351,0.0027507441118359566,0.0023305481299757957,,1763260281.8661263
,229.5938799381256,0.0005665011703968048,0.012202039361000061,0.0,0.00016904762014746666,1071.0,218368,2329,0.19810223579406738,0.5657296180725098,0.003671474289149046,-0.0005693566054105759,,1763260282.318088
,230.41632604599,0.0002833884209394455,-0.004793688654899597,0.0,0.00016850998508743942,1071.0,219264,2339,6.0558319091796875e-05,0.5725739002227783,76.25312805175781,0.004378762096166611,,1763260283.1405342
500.0,230.77198791503906,,,,,,219717,2343,,,,,500.0,1763260283.496196
500.0,231.2508144378662,,,,,,220217,2348,,,,,500.0,1763260283.9750226
,231.80260562896729,0.00010300148278474808,0.0010266155004501343,0.0,0.00016758832498453557,1071.0,220800,2354,6.860494613647461e-05,0.592225968837738,377.74578857421875,0.0021071331575512886,,1763260284.5268137
500.0,232.62700033187866,,,,,,221717,2363,,,,,500.0,1763260285.3512084
500.0,234.82326126098633,,,,,,224137,2389,,,,,500.0,1763260287.5474694
,235.26645636558533,9.522028267383575e-05,0.003025852143764496,0.0,0.00016528417472727597,1072.0,224640,2394,0.0019739866256713867,0.5818915963172913,379.4608459472656,-0.0008868873119354248,,1763260287.9906645
500.0,236.4756863117218,,,,,,225945,2409,,,,,500.0,1763260289.1998944
,238.06255674362183,0.0002119084820151329,-0.0014824941754341125,0.0,0.00016344085452146828,1072.0,227712,2426,0.036296069622039795,0.543374240398407,0.00021141720935702324,-0.0007981313392519951,,1763260290.7867649
,238.39853382110596,0.0006559696048498154,-0.015670690685510635,0.0,0.00016321043949574232,1072.0,228096,2430,-0.08827686309814453,0.5007325410842896,0.003749898634850979,-0.00013316795229911804,,1763260291.122742
,240.14632153511047,0.00013785623013973236,0.0022087544202804565,0.0,0.00016205837891902775,1072.0,230016,2449,0.00044733285903930664,0.5228601098060608,95.38166809082031,-0.004161179065704346,,1763260292.8705297
,241.66746830940247,0.000773375853896141,-0.006200592964887619,0.0,0.00016105991380754858,1073.0,231680,2465,-0.15573275089263916,0.4699555039405823,0.003981191664934158,-0.0006343144923448563,,1763260294.3916764
,244.14370274543762,0.00012683775275945663,0.004801508039236069,0.0,0.00015944700862746686,1073.0,234368,2491,0.46111422777175903,0.45218244194984436,0.00014186826592776924,-0.0001676725223660469,,1763260296.8679109
,244.256844997406,1.6536563634872437e-05,0.0007919222116470337,0.0,0.00015937020361889154,1073.0,234496,2493,-0.00013446807861328125,0.4959292709827423,507.2837829589844,0.0008443277329206467,,1763260296.981053
,245.5246889591217,4.202127456665039e-06,-0.00016542524099349976,0.0,0.00015852534852456301,1073.0,235904,2506,-0.15622878074645996,0.4647502303123474,8.461179822916165e-05,0.0011515747755765915,,1763260298.248897
,246.23339700698853,0.0005138907581567764,-0.008785274811089039,0.0,0.0001580645184731111,1073.0,236672,2514,-0.19130730628967285,0.4443366527557373,0.004218291491270065,0.0070938412100076675,,1763260298.9576051
,246.34396719932556,0.0003331555053591728,0.0014301296323537827,0.0,0.00015798771346453577,1073.0,236800,2515,-0.4569617509841919,0.5092639327049255,7.94310835772194e-05,-0.00331756379455328,,1763260299.0681753
,246.79165196418762,0.00048697181046009064,-0.017013516277074814,0.0,0.0001576804934302345,1073.0,237312,2520,-0.03692317008972168,0.44772961735725403,0.00023080187384039164,0.00020885467529296875,,1763260299.51586
,247.9463152885437,0.0010072039440274239,-0.01685122400522232,0.0,0.0001569124433444813,1073.0,238592,2533,0.07238805294036865,0.4391013979911804,0.004325055051594973,-0.0004874253645539284,,1763260300.6705234
,248.65503072738647,0.0006071384996175766,-0.0034902766346931458,0.0,0.00015645161329302937,1073.0,239360,2540,-0.24044013023376465,0.46635568141937256,0.00011285560321994126,0.0029744040220975876,,1763260301.3792388
,249.254741191864,0.00013060402125120163,-0.0003035888075828552,0.0,0.00015606758825015277,1073.0,240000,2547,1.150369644165039e-05,0.4772067964076996,374.7057800292969,0.00011737924069166183,,1763260301.9789493
,251.44650101661682,0.0004446301609277725,-0.0035939887166023254,0.0,0.00015460829308722168,1074.0,242432,2570,0.06851571798324585,0.5423110127449036,5.601567681878805e-05,-0.0002330690622329712,,1763260304.1707091
500.0,251.45395731925964,,,,,,242445,2571,,,,,500.0,1763260304.1781654
500.0,251.89448475837708,,,,,,242945,2576,,,,,500.0,1763260304.6186929
,252.0062656402588,0.0008179070428013802,-0.009423971176147461,0.0,0.00015422426804434508,1074.0,243072,2577,-8.869171142578125e-05,0.5062839984893799,0.0009081479511223733,0.015240161679685116,,1763260304.7304738
,254.90131402015686,6.333831697702408e-05,-0.00047143176198005676,0.0,0.00015230414282996207,1074.0,246272,2608,-0.1345963478088379,0.4854840040206909,8.964780863607302e-05,0.000738765113055706,,1763260307.6255221
500.0,255.03108477592468,,,,,,246445,2610,,,,,500.0,1763260307.755293
,256.8717784881592,5.174800753593445e-05,-0.001285899430513382,0.0,0.00015099845768418163,1075.0,248448,2630,-0.0001747608184814453,0.5166086554527283,145.04409790039062,0.0005902349948883057,,1763260309.5959866
,257.4684274196625,0.000706368125975132,-0.0039377883076667786,0.0,0.00015061443264130503,1075.0,249088,2636,-0.0033904314041137695,0.506669819355011,0.004236992914229631,0.0038040606305003166,,1763260310.1926355
,258.3644223213196,9.49762761592865e-05,-0.0037527643144130707,0.0,0.0001500000071246177,1075.0,250112,2646,-0.0880436897277832,0.5327221751213074,0.0035396877210587263,-0.00018656067550182343,,1763260311.0886304
,258.5093107223511,0.0007025916129350662,-0.01291993260383606,0.0,0.00014992320211604238,1075.0,250240,2647,0.09004950523376465,0.556315541267395,4.714386159321293e-05,0.006488807499408722,,1763260311.2335188
,258.62065291404724,0.00019499287009239197,0.0025212951004505157,0.0,0.00014984639710746706,1075.0,250368,2648,-0.0307769775390625,0.5497602820396423,0.00011046361760236323,-0.0006137620657682419,,1763260311.344861
,260.44225239753723,0.0001195492222905159,-0.002239236608147621,0.0,0.00014861751697026193,1075.0,252416,2668,0.09412997961044312,0.5067794919013977,8.800298382993788e-05,-0.0022048214450478554,,1763260313.1664605
,260.92906665802,0.0001305844634771347,0.002779092639684677,0.0,0.00014831029693596065,1075.0,252928,2673,-0.13939452171325684,0.514309823513031,0.000158698734594509,0.003191055729985237,,1763260313.6532748
500.0,261.78450655937195,,,,,,253945,2683,,,,,500.0,1763260314.5087147
,262.1897392272949,0.0012888535857200623,-0.011845564469695091,0.0,0.00014746544184163213,1075.0,254336,2687,-0.3160465955734253,0.56947922706604,0.00012874076492153108,0.005217613652348518,,1763260314.9139473
,262.30209398269653,0.0002661990001797676,0.0009870678186416626,0.0,0.0001473886368330568,1075.0,254464,2689,0.0,0.5301265716552734,491.9776611328125,-0.0014257477596402168,,1763260315.026302
,262.6702551841736,0.00023280736058950424,-0.002623721957206726,0.0,0.00014715822180733085,1075.0,254848,2692,0.11699569225311279,0.5391170382499695,9.923760080710053e-05,-0.0014077750965952873,,1763260315.3944633
,266.36137795448303,0.00044997595250606537,0.004755854606628418,0.0,0.0001447004615329206,1076.0,258944,2732,0.0296022891998291,0.5461982488632202,4.320088555687107e-05,0.0003788229078054428,,1763260319.085586
500.0,268.13746762275696,,,,,,260945,2752,,,,,500.0,1763260320.8616757
500.0,268.5799458026886,,,,,,261445,2757,,,,,500.0,1763260321.304154
500.0,269.9818260669708,,,,,,262945,2772,,,,,500.0,1763260322.7060342
500.0,270.86692070961,,,,,,263945,2782,,,,,500.0,1763260323.5911288
,271.0115189552307,1.5300698578357697e-05,0.0008394867181777954,0.0,0.0001416282611899078,1076.0,264064,2783,6.496906280517578e-06,0.5396996140480042,215.47402954101562,0.0008554952219128609,,1763260323.735727
,271.91108870506287,0.0001383339986205101,-0.000548187643289566,0.0,0.00014101382112130523,1076.0,265088,2793,-0.014319539070129395,0.5401284694671631,0.00395935820415616,0.005419361405074596,,1763260324.6352968
,274.811954498291,0.0008644703775644302,-0.0075968243181705475,0.0,0.00013909369590692222,1077.0,268288,2824,-0.06689882278442383,0.5216054320335388,0.0001950291043613106,0.0010508894920349121,,1763260327.5361626
,276.560439825058,0.0008272696286439896,-0.006540901958942413,0.0,0.00013794163533020765,1077.0,270208,2843,-0.15265989303588867,0.4670496881008148,7.116266351658851e-05,0.00866786204278469,,1763260329.284648
,277.8336088657379,0.00042483117431402206,0.000440351665019989,0.0,0.00013709678023587912,1077.0,271616,2857,-0.2827749252319336,0.5135693550109863,0.0030064168386161327,0.012614586390554905,,1763260330.557817
,280.1418650150299,0.00048396363854408264,-0.0072980113327503204,0.0,0.00013556068006437272,1077.0,274176,2882,0.3154350519180298,0.5227092504501343,0.0029141134582459927,-0.012577148154377937,,1763260332.8660731
500.0,280.8483135700226,,,,,,274945,2890,,,,,500.0,1763260333.5725217
,282.81716227531433,7.857568562030792e-06,0.0003400743007659912,0.0,0.00013379416486714035,1078.0,277120,2911,-0.4068148136138916,0.4302668273448944,0.003351503750309348,-0.00029711518436670303,,1763260335.5413704
,285.0039882659912,1.0878778994083405e-05,0.0002922266721725464,0.0,0.00013233486970420927,1078.0,279552,2935,-5.4717063903808594e-05,0.5594805479049683,178.73074340820312,0.00011207815259695053,,1763260337.7281964
,286.2620677947998,0.00041893869638442993,0.011616900563240051,0.0,0.00013149001460988075,1078.0,280960,2949,-4.017353057861328e-05,0.5580571889877319,364.03094482421875,0.0023152772337198257,,1763260338.986276
,287.2993514537811,0.0002187862992286682,-0.0015209019184112549,0.0,0.00013079876953270286,1078.0,282112,2960,0.008454620838165283,0.5549153685569763,0.0030316063202917576,-0.0017997920513153076,,1763260340.0235596
,288.71154975891113,0.00042487122118473053,-0.005600094795227051,0.0,0.00012987710942979902,1078.0,283648,2975,0.32204270362854004,0.5613070726394653,0.003013595240190625,-0.006134305149316788,,1763260341.4357579
,289.98253059387207,6.868876516819e-05,-0.0007895752787590027,0.0,0.0001290322543354705,1078.0,285056,2989,-1.430511474609375e-06,0.5457480549812317,283.0372619628906,-0.0006857011467218399,,1763260342.7067387
500.0,290.6937530040741,,,,,,285945,2997,,,,,500.0,1763260343.4179611
,292.1380569934845,2.029724419116974e-05,0.0004442073404788971,0.0,0.00012764976418111473,1078.0,287360,3011,-0.02490699291229248,0.5331358313560486,8.332174184033647e-05,0.00047548115253448486,,1763260344.862265
500.0,295.7538402080536,,,,,,291445,3051,,,,,500.0,1763260348.4780483
,295.9393343925476,6.479211151599884e-05,0.00011505931615829468,0.0,0.0001251152134500444,1079.0,291584,3053,-2.162370204925537,0.5214182138442993,0.003619628958404064,0.001621754840016365,,1763260348.6635425
500.0,297.15557742118835,,,,,,292945,3066,,,,,500.0,1763260349.8797855
,297.57167077064514,3.070477396249771e-05,-0.0023061763495206833,0.0,0.0001240399433299899,1079.0,293376,3070,-0.8136138916015625,0.5544270277023315,7.902400830062106e-05,-0.0006791194900870323,,1763260350.295879
,298.7357633113861,0.0006247851997613907,-0.007589232176542282,0.0,0.0001232718932442367,1079.0,294656,3083,-1.4838590621948242,0.5237890481948853,0.00280319107696414,0.005161060020327568,,1763260351.4599714
,300.1120185852051,3.841519355773926e-05,0.0012665614485740662,0.0,0.00012235023314133286,1079.0,296192,3098,-0.280239462852478,0.5784065127372742,0.0024311793968081474,-0.0006425585597753525,,1763260352.8362267
,300.5960466861725,5.056336522102356e-05,0.004407352767884731,0.0,0.00012204301310703158,1079.0,296704,3103,0.01614820957183838,0.5757490992546082,0.00013238278916105628,0.0016337167471647263,,1763260353.3202548
,302.79825353622437,5.35082072019577e-05,-0.0037127286195755005,0.0,0.0001205837179441005,1079.0,299136,3127,-0.006720304489135742,0.5433091521263123,0.0033179447054862976,0.002296697348356247,,1763260355.5224617
,303.0219085216522,0.0002649957314133644,-0.010535717010498047,0.0,0.00012043010792694986,1079.0,299392,3129,-0.3379974365234375,0.5381107330322266,0.00015159742906689644,0.0046552931889891624,,1763260355.7461166
,304.06702995300293,3.2736919820308685e-05,0.001401945948600769,0.0,0.00011973886284977198,1079.0,300544,3141,4.291534423828125e-06,0.5351157188415527,125.48249816894531,0.0018346486613154411,,1763260356.791238
,304.28937220573425,0.0008186325430870056,-0.006859354674816132,0.0,0.00011958525283262134,1079.0,300800,3143,-0.4049797058105469,0.5022873878479004,8.401885133935139e-05,0.0050358157604932785,,1763260357.0135803
,304.54823446273804,6.686896085739136e-06,-8.969008922576904e-05,0.0,0.0001194316428154707,1079.0,301056,3146,3.826618194580078e-05,0.5487895011901855,347.35174560546875,-0.001032169908285141,,1763260357.2724426
,305.9258358478546,3.296509385108948e-05,-0.002747494727373123,0.0,0.00011850998271256685,1080.0,302592,3161,0.17321652173995972,0.5343424677848816,0.003081269096583128,-0.00018055178225040436,,1763260358.650044
,306.7375702857971,4.2032450437545776e-05,-0.00026270002126693726,0.0,0.00011797234765253961,1080.0,303488,3170,7.420778274536133e-05,0.438132643699646,367.5003356933594,0.0009403601288795471,,1763260359.4617784
,307.9978275299072,0.00021254364401102066,-0.0032453909516334534,0.0,0.00011712749255821109,1080.0,304896,3183,-0.03454005718231201,0.5277435779571533,0.00012507163046393543,-0.004527413286268711,,1763260360.7220356
,308.4431869983673,0.00011603813618421555,0.0007688142359256744,0.0,0.00011682027979986742,1080.0,305408,3188,-0.5944769382476807,0.5101030468940735,0.0001673766237217933,-0.0033142073079943657,,1763260361.167395
,311.11664175987244,0.0004901895299553871,-0.0032866299152374268,0.0,0.00011505376460263506,1080.0,308352,3217,-0.44069838523864746,0.48508355021476746,0.000119698655907996,-0.004982487298548222,,1763260363.8408499
,311.6765775680542,7.725320756435394e-05,-0.0029060468077659607,0.0,0.00011466973955975845,1080.0,308992,3224,-0.000324249267578125,0.5551578402519226,357.1041259765625,0.0027233418077230453,,1763260364.4007857
,313.9051704406738,7.201917469501495e-05,0.003615446388721466,0.0,0.00011321044439682737,1080.0,311424,3247,-0.15845894813537598,0.529984176158905,8.827530837152153e-05,-0.003435211256146431,,1763260366.6293786
,314.13190269470215,0.0005851006135344505,-0.00863330066204071,0.0,0.00011305683437967673,1080.0,311680,3250,0.012016117572784424,0.5497601628303528,0.0029870159924030304,-0.0010579759255051613,,1763260366.8561108
,314.35379433631897,0.001457315869629383,-0.021686900407075882,0.0,0.00011290322436252609,1080.0,311936,3252,0.026342153549194336,0.5308347940444946,0.0001291272055823356,0.006512937135994434,,1763260367.0780025
,314.5773720741272,0.0003964873030781746,0.006554946303367615,0.0,0.00011274961434537545,1080.0,312192,3255,-0.17397212982177734,0.5071830153465271,0.0022905636578798294,0.0003836369141936302,,1763260367.3015802
,314.94770789146423,6.397534161806107e-05,-0.0010083988308906555,0.0,0.00011251919931964949,1080.0,312576,3259,0.3539685606956482,0.5103100538253784,0.002963436534628272,-0.0002696150913834572,,1763260367.671916
500.0,316.13744616508484,,,,,,313945,3272,,,,,500.0,1763260368.8616543
,316.44211292266846,0.00045200344175100327,0.00213715061545372,0.0,0.00011152073420817032,1081.0,314240,3275,0.010838985443115234,0.5165438652038574,0.0001718964776955545,-0.005209640599787235,,1763260369.166321
,316.5519278049469,2.8645619750022888e-05,-0.0013151466846466064,0.0,0.000111443929199595,1081.0,314368,3276,0.03380930423736572,0.5541762113571167,0.0001449651172151789,-0.0015156324952840805,,1763260369.276136
,318.40418577194214,0.00014925561845302582,0.006958846002817154,0.0,0.0001102150563383475,1081.0,316416,3296,-0.08791959285736084,0.5345520377159119,9.849430352915078e-05,0.0004257131367921829,,1763260371.128394
,318.62855410575867,0.00039339158684015274,-0.00419686920940876,0.0,0.00011006144632119685,1081.0,316672,3299,0.012709736824035645,0.5073293447494507,0.002944286447018385,0.008951474912464619,,1763260371.3527622
