losses/policy_loss,charts/learning_rate,_timestamp,charts/episodic_return,losses/approx_kl,charts/episodic_length,_runtime,_step,losses/clipfrac,losses/explained_variance,global_step,losses/entropy,charts/SPS,losses/value_loss,losses/old_approx_kl
,,1763260078.5531113,,,,25.670181274414062,0,,,0,,,,
-0.015686288475990295,0.0003000000142492354,1763260079.498099,,0.000790545716881752,,26.615169048309326,7,0.0,-0.003476738929748535,128,0.6923170685768127,976.0,28.07281494140625,0.01047859899699688
-0.0031450800597667694,0.0002996927942149341,1763260080.0301158,,5.18113374710083e-05,,27.147185802459717,33,0.0,-0.015002250671386719,640,0.6871799826622009,965.0,62.65293884277344,0.000390421599149704
,,1763260080.1864676,47.0,,47.0,27.303537607192993,41,,,839,,,,
,,1763260080.3298824,25.0,,25.0,27.44695234298706,47,,,1014,,,,
,,1763260080.9319115,139.0,,139.0,28.048981428146362,64,,,1560,,,,
,,1763260081.3077872,52.0,,52.0,28.424857139587402,74,,,1979,,,,
,,1763260081.425256,88.0,,88.0,28.542325973510742,77,,,2099,,,,
0.014347143471240997,0.000298463914077729,1763260082.0197756,,0.00372984167188406,,29.136845588684082,88,0.0078125,0.17200803756713867,2688,0.6216309070587158,1013.0,57.59999465942383,0.006389963440597057
,,1763260082.7485757,129.0,,129.0,29.86564564704895,102,,,3504,,,,
-0.006719034165143967,0.00029792627901770175,1763260082.848621,,0.0011268435046076775,,29.965690851211548,104,0.0,0.03511148691177368,3584,0.5715939998626709,1029.0,39.219688415527344,-0.009994777850806713
0.0005441233515739441,0.00029677420388907194,1763260084.6589239,,0.0001282254233956337,,31.775993824005127,133,0.0,0.16471844911575317,5504,0.5316654443740845,1040.0,61.277618408203125,-0.005635854788124561
0.0016233846545219421,0.0002962365688290447,1763260085.5026555,,0.00012095551937818527,,32.619725465774536,147,0.0,-0.04281651973724365,6400,0.5689003467559814,1043.0,44.03730010986328,0.0037296367809176445
0.0005031377077102661,0.0002961597638204694,1763260085.620648,,3.720913082361221e-05,,32.73771786689758,149,0.0,0.4479009509086609,6528,0.5561414361000061,1043.0,38.861122131347656,-0.0019015194848179817
,,1763260085.6524475,145.0,,145.0,32.76951742172241,150,,,6613,,,,
-0.0013365596532821655,0.0002959293487947434,1763260085.9758227,,5.089957267045975e-05,,33.09289264678955,155,0.0,-0.03368210792541504,6912,0.5624004602432251,1045.0,48.92167663574219,-0.00229769479483366
,,1763260086.1129751,152.0,,152.0,33.23004508018494,157,,,7042,,,,
,,1763260087.102978,114.0,,114.0,34.22004795074463,172,,,8145,,,,
,,1763260088.6069038,153.0,,153.0,35.723973751068115,195,,,9687,,,,
-0.05256645381450653,0.00029385561356320977,1763260089.800383,,0.004441490396857262,,36.9174530506134,203,0.009765625,0.2630172371864319,10368,0.5301204919815063,993.0,36.20457458496094,0.03663530945777893
,,1763260090.899572,164.0,,164.0,38.01664185523987,213,,,11121,,,,
,,1763260091.4786494,361.0,,361.0,38.59571933746338,217,,,11482,,,,
-0.0021950900554656982,0.00029270353843457997,1763260092.917759,,0.0011811694130301476,,40.034828901290894,228,0.0,0.720624566078186,12288,0.5763064622879028,906.0,23.438169479370117,-0.007198658771812916
-0.010937966406345367,0.000292473123408854,1763260093.5674796,,0.0011107344180345535,,40.68454957008362,233,0.0,0.2025465965270996,12672,0.5329421162605286,892.0,42.257225036621094,9.682774543762207e-05
,,1763260095.2573905,194.0,,194.0,42.37446045875549,251,,,13859,,,,
,,1763260095.9038284,132.0,,132.0,43.02089834213257,259,,,14369,,,,
0.004694957286119461,0.00029116743826307356,1763260096.4702744,,0.006361327134072781,,43.58734440803528,265,0.005859375,-0.02536320686340332,14848,0.5953323841094971,868.0,36.37509536743164,-0.021522969007492065
,,1763260096.945089,110.0,,110.0,44.062159061431885,273,,,15195,,,,
-0.0019095838069915771,0.0002909370232373476,1763260097.0650074,,0.00034218747168779373,,44.182077407836914,274,0.0,0.08978253602981567,15232,0.58870530128479,860.0,63.68395233154297,0.0016222568228840828
-0.00026379525661468506,0.0002902457781601697,1763260098.489985,,2.4374574422836304e-05,,45.60705494880676,292,0.0,0.08570617437362671,16384,0.5997256636619568,856.0,29.656274795532227,-0.001917535439133644
0.0056707970798015594,0.0002890937030315399,1763260100.7475784,,0.004170003347098827,,47.86464834213257,321,0.0,0.9755441546440125,18304,0.6108728051185608,856.0,10.100709915161133,-0.0061180079355835915
,,1763260101.1340048,191.0,,191.0,48.25107479095459,327,,,18652,,,,
,,1763260101.3836606,209.0,,209.0,48.50073051452637,330,,,18861,,,,
,,1763260101.5405264,185.0,,185.0,48.65759634971619,332,,,19046,,,,
,,1763260101.9392266,159.0,,159.0,49.056296586990356,337,,,19397,,,,
-0.002613656222820282,0.0002883256529457867,1763260102.2087402,,3.45548614859581e-05,,49.3258101940155,340,0.0,0.637710690498352,19584,0.5317760109901428,857.0,34.2830810546875,7.524155080318451e-06
0.0027814731001853943,0.00028686635778285563,1763260104.7107046,,0.005851053632795811,,51.82777452468872,370,0.0078125,0.9815576076507568,22016,0.5895469188690186,868.0,6.932262897491455,0.03616355359554291
0.0016591809689998627,0.00028663594275712967,1763260105.0993514,,0.00019677449017763138,,52.216421365737915,375,0.0,0.9761319756507874,22400,0.5955200791358948,870.0,8.853315353393555,-0.004259868524968624
-0.001763470470905304,0.00028579108766280115,1763260106.6699493,,9.381398558616638e-05,,53.7870192527771,396,0.0,0.7807570695877075,23808,0.599424421787262,871.0,24.347517013549805,-0.0024376101791858673
-0.004599153995513916,0.000284562207525596,1763260108.840464,,0.00018275342881679535,,55.957534074783325,425,0.0,0.9820593595504761,25856,0.5875383615493774,877.0,7.4902167320251465,-2.0489096641540527e-05
,,1763260109.8914917,172.0,,172.0,57.00856161117554,441,,,26901,,,,
-0.003100469708442688,0.0002834101323969662,1763260110.7325199,,0.00025893282145261765,,57.849589824676514,450,0.0,-0.10016119480133057,27776,0.5540612936019897,885.0,14.219093322753906,0.0017998544499278069
-0.0017935633659362793,0.0002821812522597611,1763260112.6499228,,1.704879105091095e-05,,59.766992807388306,471,0.0,0.0559956431388855,29824,0.5521985292434692,896.0,11.773221015930176,0.0002110898494720459
0.0035924166440963745,0.00028156681219115853,1763260113.6260316,,5.0294212996959686e-05,,60.743101596832275,481,0.0,0.016411542892456055,30848,0.518074095249176,900.0,10.878957748413086,0.002038746140897274
,,1763260114.4010918,483.0,,483.0,61.51816177368164,490,,,31705,,,,
