_runtime,losses/entropy,losses/old_approx_kl,global_step,losses/policy_loss,charts/episodic_length,losses/value_loss,_timestamp,losses/approx_kl,charts/learning_rate,charts/SPS,losses/clipfrac,charts/episodic_return,losses/explained_variance,_step
25.381799697875977,,,0,,,,1763260078.2289047,,,,,,,0
26.299450635910034,,,148,,17.0,,1763260079.1465557,,,,,17.0,,7
26.825380325317383,,,711,,13.0,,1763260079.6724854,,,,,13.0,,33
26.964534521102905,,,882,,52.0,,1763260079.8116395,,,,,52.0,,41
27.08912467956543,,,1018,,41.0,,1763260079.9362297,,,,,41.0,,47
27.635940074920654,0.6635971069335938,0.0012913979589939117,1536,0.0004577524960041046,,49.23591613769531,1763260080.483045,0.00018643587827682495,0.00029915515915490687,1045.0,0.0,,0.03342556953430176,64
28.01666808128357,0.6140031814575195,-0.005439882166683674,1920,-0.034353140741586685,,48.8445930480957,1763260080.863773,0.0026830602437257767,0.0002989247441291809,1038.0,0.001953125,,0.06900769472122192,74
28.059336185455322,,,2027,,56.0,,1763260080.9064412,,,,,56.0,,77
28.485533237457275,0.5952349901199341,0.003305072896182537,2432,-0.004616620019078255,,39.63498306274414,1763260081.3326383,7.650163024663925e-05,0.00029861752409487963,1048.0,0.0,,-0.010288596153259277,88
29.00290536880493,,,3022,,45.0,,1763260081.8500104,,,,,45.0,,102
29.091785669326782,0.6005275845527649,0.011284749023616314,3072,-0.0030355919152498245,,31.448591232299805,1763260081.9388907,0.0017495090141892433,0.000298233499052003,1050.0,0.0,,0.07464009523391724,104
30.310039281845093,,,4459,,86.0,,1763260083.1571443,,,,,86.0,,133
31.09041666984558,0.6337183713912964,0.006796611472964287,5248,-0.026536498218774796,,61.75129318237305,1763260083.9375217,0.0006934776902198792,0.0002969278139062226,1065.0,0.0,,-0.005699515342712402,147
31.203845977783203,0.5585981011390686,0.0013050204142928123,5376,-0.0031231041066348553,,48.77690124511719,1763260084.050951,0.00025295931845903397,0.00029685100889764726,1067.0,0.0,,0.1636333465576172,149
