global_step,losses/policy_loss,losses/explained_variance,_timestamp,_runtime,losses/clipfrac,charts/learning_rate,charts/episodic_return,losses/old_approx_kl,charts/SPS,losses/approx_kl,losses/value_loss,charts/episodic_length,_step,losses/entropy
157824,-0.0038542933762073517,-6.759166717529297e-05,1763260231.0033689,178.09930992126465,0.0,0.00020537634554784745,,0.007580984383821487,1038.0,0.000513589009642601,220.8587188720703,,1777,0.5762753486633301
161920,-0.004634790122509003,0.050947606563568115,1763260234.7084541,181.80439519882202,0.0,0.0002029185852734372,,-0.004817507229745388,1039.0,0.0005720360204577446,0.004529764410108328,,1818,0.5520006418228149
162432,-0.013049416244029999,-0.039360880851745605,1763260235.2009897,182.2969307899475,0.0,0.00020261136523913592,,0.0036592772230505943,1039.0,0.0009039817377924919,0.005676868371665478,,1823,0.5840891003608704
165248,0.000552590936422348,4.458427429199219e-05,1763260237.7522602,184.84820127487183,0.0,0.00020092165505047888,,0.0029912153258919716,1040.0,0.0001446148380637169,424.8408508300781,,1851,0.5702958703041077
165760,0.00043375231325626373,-7.104873657226562e-05,1763260238.2004113,185.2963523864746,0.0,0.0002006144350161776,,0.0011362908408045769,1041.0,2.626422792673111e-05,243.18003845214844,,1856,0.575737476348877
167040,-0.0005390793085098267,0.11663424968719482,1763260239.3906803,186.4866213798523,0.0,0.0001998463849304244,,0.00018846150487661362,1041.0,6.468035280704498e-06,0.0003968301462009549,,1868,0.6088082194328308
167552,-0.0014702677726745605,-0.1413257122039795,1763260239.8471985,186.94313955307007,0.0,0.0001995391648961231,,-0.002943858504295349,1041.0,0.0004454907029867172,0.0002615602861624211,,1873,0.5247039794921875
167936,-0.0002596452832221985,0.042783260345458984,1763260240.1820726,187.27801370620728,0.0,0.00019930874987039715,,0.0005050944164395332,1041.0,0.0001707402989268303,0.0049911076202988625,,1877,0.5838484168052673
168832,-0.0004101097583770752,0.08896410465240479,1763260241.0070968,188.10303783416748,0.0,0.0001987711148103699,,-0.0077743735164403915,1042.0,0.0002756081521511078,0.00011008102592313662,,1886,0.5779003500938416
169728,-0.006275836378335953,-0.048056602478027344,1763260241.8333297,188.92927074432373,0.0,0.00019823347975034267,,-0.0022446289658546448,1042.0,0.0008087828755378723,0.0005808562855236232,,1895,0.5603045225143433
170496,-0.0016959644854068756,-4.029273986816406e-05,1763260242.539321,189.6352620124817,0.0,0.00019777266425080597,,0.003599502146244049,1042.0,4.498101770877838e-05,190.0030059814453,,1903,0.5834288001060486
170763,,,1763260242.7780492,189.8739902973175,,,364.0,,,,,364.0,1906,
171904,-0.0077888816595077515,0.0004845261573791504,1763260243.8412306,190.93717169761658,0.0,0.00019692780915647745,,0.00693544652312994,1042.0,0.0005304301157593727,229.37176513671875,,1918,0.5863652229309082
172160,0.0012952368706464767,-0.09158492088317871,1763260244.0651376,191.16107869148254,0.0,0.0001967741991393268,,0.0030931513756513596,1042.0,0.0003170464187860489,0.0005319507326930761,,1920,0.5002080202102661
174720,0.0020673535764217377,0.0711469054222107,1763260246.4345746,193.53051567077637,0.0,0.0001952380989678204,,0.002961796708405018,1043.0,0.00010330136865377426,0.00017487934383098036,,1945,0.5556569695472717
176128,-0.0005984678864479065,0.12024140357971191,1763260247.709944,194.80588507652283,0.0,0.00019439324387349188,,-0.0011660540476441383,1043.0,3.757234662771225e-05,0.0002838012296706438,,1959,0.493830144405365
177536,-0.002218082547187805,-0.01342153549194336,1763260249.0213811,196.1173222064972,0.0,0.00019354838877916336,,0.0007395967841148376,1044.0,0.0005669165402650833,0.0035368860699236393,,1973,0.5761751532554626
178816,0.0005950145423412323,-0.6507439613342285,1763260250.1852775,197.28121852874756,0.0,0.00019278033869341016,,0.009865817613899708,1044.0,0.0008231019601225853,0.0001799900346668437,,1985,0.476228266954422
179329,,,1763260250.6390502,197.73499131202698,,,500.0,,,,,500.0,1991,
180480,-0.005441538989543915,-0.2059950828552246,1763260251.6902556,198.7861967086792,0.0,0.000191781873581931,,0.00782722793519497,1044.0,0.0007344800978899002,0.004385714419186115,,2002,0.4350200295448303
180992,2.4184584617614746e-05,0.08961111307144165,1763260252.175714,199.27165508270264,0.0,0.00019147465354762971,,-0.0004384499043226242,1045.0,0.000338992103934288,0.002609655959531665,,2007,0.5188024044036865
181888,0.002354290336370468,7.778406143188477e-05,1763260252.9719148,200.06785583496094,0.0,0.00019093701848760247,,-0.0033872751519083977,1045.0,0.00039769429713487625,346.9967956542969,,2016,0.5215410590171814
182272,-0.00026736408472061157,-0.35898256301879883,1763260253.343811,200.4397521018982,0.0,0.0001907066034618765,,-0.000159471295773983,1045.0,0.00011733826249837875,8.97630670806393e-05,,2019,0.5629801750183105
182784,-0.009728707373142242,-0.610601544380188,1763260253.793614,200.889554977417,0.0,0.00019039938342757523,,0.0033269692212343216,1045.0,0.0012696664780378342,0.00015918404096737504,,2024,0.532169759273529
183040,-0.013908647000789642,-0.08685696125030518,1763260254.0199635,201.11590456962585,0.001953125,0.0001902457734104246,,-0.00019762292504310608,1045.0,0.0009919144213199615,0.004302612505853176,,2027,0.4789597988128662
183296,0.0007858425378799438,0.06402343511581421,1763260254.274877,201.37081813812256,0.0,0.00019009216339327395,,0.005758969113230705,1045.0,0.0012463945895433426,0.00014365187962539494,,2029,0.503912627696991
183808,0.0019153105095028877,0.0052751898765563965,1763260254.7302718,201.8262128829956,0.0,0.00018978494335897267,,0.0019284319132566452,1045.0,4.5282766222953796e-05,0.00015296382480300963,,2034,0.5672360062599182
184832,-0.0011984370648860931,-2.205371856689453e-05,1763260255.7287908,202.82473182678223,0.0,0.0001891705032903701,,0.00023375824093818665,1045.0,0.0001707170158624649,275.0604553222656,,2045,0.5656883120536804
185472,0.003170207142829895,-0.12957513332366943,1763260256.2885017,203.3844428062439,0.0,0.0001887864782474935,,0.0019946573302149773,1046.0,0.0008213808760046959,0.004624233115464449,,2051,0.5285134315490723
185600,-0.012605562806129456,-0.10420036315917969,1763260256.4160757,203.51201677322388,0.0,0.00018870967323891819,,-0.006762969307601452,1046.0,0.0008148225024342537,9.088076330954209e-05,,2052,0.516491174697876
187392,-0.0034003742039203644,-2.6106834411621094e-05,1763260258.0455186,205.14145970344543,0.0,0.0001876344031188637,,0.004236898384988308,1046.0,0.00021604914218187332,602.2332763671875,,2070,0.5063338875770569
188032,-0.0012212060391902924,-0.058013200759887695,1763260258.6467268,205.7426679134369,0.0,0.0001872503780759871,,-0.0005647642537951469,1046.0,8.80751758813858e-06,0.003978798631578684,,2076,0.5739737749099731
189824,-0.004282400012016296,0.00448375940322876,1763260260.2592013,207.3551423549652,0.0,0.00018617510795593262,,-0.0020503494888544083,1047.0,0.00047576427459716797,9.079577284865081e-05,,2093,0.6025176644325256
189829,,,1763260260.2624032,207.35834431648254,,,500.0,,,,,500.0,2094,
192256,0.0037478506565093994,-0.36655306816101074,1763260262.4675708,209.5635118484497,0.0078125,0.00018471582734491676,,0.014401702210307121,1047.0,0.0011156238615512848,6.609710544580594e-05,,2117,0.5012261271476746
194688,-0.0035858582705259323,-0.09776675701141357,1763260264.6780462,211.7739872932434,0.0,0.00018325653218198568,,0.0011998647823929787,1048.0,0.0008239401504397392,0.0002442117838654667,,2141,0.6134765148162842
195072,-0.0027470961213111877,0.00036841630935668945,1763260265.0572002,212.1531412601471,0.0,0.00018302611715625972,,0.0018545938655734062,1048.0,3.790762275457382e-05,322.741943359375,,2146,0.5108847618103027
195200,0.0007021334022283554,-0.20190691947937012,1763260265.1675713,212.26351237297058,0.0,0.0001829493121476844,,-0.001890319399535656,1048.0,0.0002582566812634468,0.0028260655235499144,,2147,0.5538709163665771
195328,-0.00030026957392692566,-0.0791172981262207,1763260265.279798,212.37573909759521,0.0,0.00018287250713910908,,-0.00123567134141922,1048.0,0.0001556500792503357,0.0004986554849892855,,2148,0.5890756845474243
196026,,,1763260265.8717916,212.96773266792297,,,500.0,,,,,500.0,2155,
197760,4.5960769057273865e-05,-0.49432265758514404,1763260267.4972079,214.59314894676208,0.0,0.000181413211976178,,-0.0011508604511618614,1049.0,0.0004053497686982155,0.005599643103778362,,2172,0.5198375582695007
199040,-0.0025109127163887024,7.647275924682617e-05,1763260268.656399,215.75234007835388,0.0,0.0001806451618904248,,0.004200274124741554,1049.0,0.0007333047688007355,240.50352478027344,,2185,0.5406597852706909
199808,-0.0013041794300079346,0.1365552544593811,1763260269.3667343,216.46267533302307,0.0,0.00018018433183897287,,0.0033959075808525085,1049.0,0.00014408491551876068,0.00024491094518452883,,2192,0.5236875414848328
200448,0.00195380300283432,-0.11730289459228516,1763260269.9277968,217.02373790740967,0.0078125,0.00017980030679609627,,0.011141423135995865,1049.0,0.0010901112109422684,0.0001359799352940172,,2198,0.5333312749862671
200526,,,1763260269.9559512,217.0518922805786,,,500.0,,,,,500.0,2199,
201728,0.0006140507757663727,0.1266385316848755,1763260271.089218,218.1851589679718,0.0,0.00017903225671034306,,-0.003663657233119011,1050.0,0.00014397315680980682,0.004445819184184074,,2211,0.5300654172897339
202026,,,1763260271.3636935,218.4596345424652,,,500.0,,,,,500.0,2214,
202624,-0.003560958430171013,7.987022399902344e-05,1763260271.910379,219.00631999969482,0.0,0.00017849462165031582,,0.001267721876502037,1050.0,4.425272345542908e-05,543.921875,,2220,0.5332898497581482
203008,-0.03427927568554878,0.05484271049499512,1763260272.2840266,219.37996768951416,0.0,0.00017826420662458986,,0.01620609313249588,1050.0,0.0023389793932437897,8.830612932797521e-05,,2223,0.5216705799102783
203136,-0.006173234432935715,-4.935264587402344e-05,1763260272.398976,219.49491715431213,0.0,0.00017818740161601454,,-0.007122906856238842,1050.0,0.00019770022481679916,277.75537109375,,2225,0.5132672786712646
203264,-0.001638568937778473,0.10003280639648438,1763260272.511045,219.6069860458374,0.0,0.00017811059660743922,,0.0021230345591902733,1050.0,0.0002818377688527107,0.003300674259662628,,2226,0.56272953748703
203392,0.0023577865213155746,0.18959271907806396,1763260272.6237268,219.71966791152954,0.001953125,0.0001780337915988639,,-0.010937321931123734,1050.0,0.0008338093757629395,0.00018662762886378914,,2227,0.47294166684150696
203776,-0.004786089062690735,0.2855410575866699,1763260272.963364,220.05930495262146,0.0,0.00017780337657313794,,0.0031254831701517105,1050.0,0.0004061441868543625,0.0016600247472524643,,2231,0.5176169276237488
204160,-0.006207454949617386,-0.03750503063201904,1763260273.3398242,220.43576526641846,0.0,0.00017757296154741198,,-0.0027553830295801163,1050.0,0.0003330949693918228,0.003865182399749756,,2235,0.5239005088806152
204800,-0.008247166872024536,0.1036028265953064,1763260273.9020214,220.997962474823,0.0,0.00017718893650453538,,-0.017994163557887077,1050.0,0.0034073106944561005,0.00023078786034602672,,2241,0.505466639995575
205526,,,1763260274.531384,221.6273250579834,,,500.0,,,,,500.0,2248,
205696,-0.00522444024682045,-0.03056204319000244,1763260274.7265654,221.8225064277649,0.0,0.00017665130144450814,,0.001307375729084015,1050.0,0.0006126891821622849,0.003466231282800436,,2250,0.5629773736000061
206026,,,1763260274.9926982,222.08863925933838,,,500.0,,,,,500.0,2253,
208000,0.002825554460287094,-0.01817786693572998,1763260276.8671255,223.96306657791138,0.0,0.00017526881129015237,,0.001523737795650959,1051.0,0.00013174396008253098,8.382645319215953e-05,,2272,0.5057907104492188
208768,-0.0010879598557949066,-0.10517239570617676,1763260277.5768266,224.67276763916016,0.0,0.00017480798123870045,,-0.000604105181992054,1051.0,0.00019225571304559708,0.003765563713386655,,2280,0.5600008964538574
210304,-0.0036661140620708466,-0.07036888599395752,1763260278.963042,226.05898308753967,0.0,0.00017388633568771183,,0.0030115218833088875,1051.0,0.0001182379201054573,0.00020907531143166125,,2295,0.5592450499534607
210560,-0.0017390688881278038,-3.0517578125e-05,1763260279.1881464,226.2840874195099,0.0,0.0001737327256705612,,0.00044234748929739,1051.0,6.57038763165474e-05,261.2796630859375,,2298,0.583164393901825
211840,-0.0004044175148010254,-0.04724621772766113,1763260280.3461893,227.44213032722473,0.0,0.000172964675584808,,0.0016441447660326958,1052.0,8.223671466112137e-05,0.00023260185844264925,,2310,0.5173740386962891
212026,,,1763260280.4785805,227.57452154159546,,,500.0,,,,,500.0,2312,
212608,0.0004972182214260101,-2.9802322387695312e-06,1763260281.0587559,228.15469694137573,0.0,0.00017250384553335607,,0.0020433925092220306,1052.0,0.00021965987980365753,205.59759521484375,,2318,0.5578700304031372
213026,,,1763260281.4069507,228.50289177894592,,,500.0,,,,,500.0,2322,
213248,-0.016789870336651802,-0.024907350540161133,1763260281.650811,228.7467520236969,0.0,0.00017211982049047947,,0.004508905112743378,1052.0,0.0006648022681474686,0.0034393176902085543,,2324,0.5841531753540039
213760,-0.008591007441282272,-0.05396091938018799,1763260282.1066015,229.20254254341125,0.0,0.0001718126004561782,,-0.0032725101336836815,1052.0,0.0005593867972493172,0.0033304388634860516,,2329,0.5476452112197876
214784,0.00030578672885894775,0.004422545433044434,1763260283.0547974,230.1507384777069,0.0,0.00017119816038757563,,-0.0014452748000621796,1052.0,0.00011028535664081573,0.00017247108917217702,,2339,0.5726115703582764
215168,-0.024007178843021393,0.03239107131958008,1763260283.3911664,230.48710751533508,0.0,0.00017096774536184967,,0.005561789497733116,1052.0,0.001205943524837494,0.004068432841449976,,2343,0.555501401424408
215680,-0.02414569817483425,-0.032431721687316895,1763260283.875314,230.97125506401062,0.0,0.00017066052532754838,,-0.011385916732251644,1052.0,0.0015512360259890556,0.00489407405257225,,2348,0.597269594669342
216320,0.006671831011772156,-0.3761378526687622,1763260284.4377558,231.53369688987732,0.0,0.00017027650028467178,,-0.006696819327771664,1052.0,0.001091483049094677,6.7205706727691e-05,,2354,0.5720564723014832
217216,-0.003166191279888153,-0.09778523445129395,1763260285.2580762,232.35401725769043,0.0,0.00016973886522464454,,-0.004673616960644722,1053.0,0.0003599841147661209,0.003851517103612423,,2363,0.5509418249130249
219776,-0.004070596769452095,6.186962127685547e-05,1763260287.5887053,234.68464636802673,0.0,0.00016820276505313814,,0.0009370613843202591,1053.0,3.366917371749878e-05,263.8426818847656,,2389,0.469139039516449
220288,-0.0016521662473678589,0.00030940771102905273,1763260288.0777986,235.17373967170715,0.0,0.00016789554501883686,,-0.0021523814648389816,1053.0,7.522851228713989e-05,164.66287231445312,,2394,0.5934548377990723
221824,-0.00029671192169189453,3.606081008911133e-05,1763260289.4632652,236.5592062473297,0.0,0.000166973884915933,,0.0013464456424117088,1053.0,3.576371818780899e-05,199.02645874023438,,2409,0.5835922956466675
223360,-0.0018342435359954834,-0.300274133682251,1763260290.8531828,237.94912385940552,0.0,0.00016605222481302917,,0.0007313890382647514,1054.0,3.918539732694626e-05,0.007060106843709946,,2426,0.5180990099906921
223744,-0.001012152060866356,-0.00023794174194335938,1763260291.2283146,238.32425570487976,0.0,0.0001658218097873032,,-0.00106776412576437,1054.0,2.7581118047237396e-05,349.4489440917969,,2430,0.5868735313415527
225673,,,1763260292.9547396,240.05068063735962,,,500.0,,,,,500.0,2449,
227328,-0.002834102138876915,-0.32114946842193604,1763260294.4960475,241.5919885635376,0.0,0.00016367126954719424,,-0.0003527980297803879,1054.0,0.0002016555517911911,0.0035618930123746395,,2465,0.5432180166244507
229952,,,1763260296.84631,243.94225096702576,,,500.0,,,,,500.0,2491,
230144,-0.008897460997104645,-0.579360842704773,1763260297.0511146,244.14705562591553,0.0,0.00016198157391045243,,0.0018132859840989113,1055.0,0.00010920409113168716,0.0029822911601513624,,2493,0.47663140296936035
231452,,,1763260298.2214968,245.31743788719177,,,500.0,,,,,500.0,2506,
232320,-0.0010195598006248474,0.25394392013549805,1763260299.0386188,246.13455986976624,0.0,0.00016067588876467198,,-0.004874748177826405,1055.0,0.0004775905981659889,0.00012001258437521756,,2514,0.5807806849479675
232448,0.003372892737388611,-0.11117720603942871,1763260299.1496735,246.245614528656,0.0,0.00016059908375609666,,-0.008008788339793682,1055.0,0.0025393562391400337,5.349933780962601e-05,,2515,0.5543190836906433
232952,,,1763260299.5622382,246.6581792831421,,,500.0,,,,,500.0,2520,
234240,0.002948598936200142,-0.2682206630706787,1763260300.7954352,247.89137625694275,0.0,0.00015952381363604218,,-0.006800812669098377,1056.0,0.0004054764285683632,0.00019586617418099195,,2533,0.4863106608390808
234952,,,1763260301.3804154,248.47635650634766,,,500.0,,,,,500.0,2540,
235648,-0.012420538812875748,-1.8916926383972168,1763260302.1214335,249.21737456321716,0.01171875,0.00015867895854171365,,0.03797091916203499,1056.0,0.007628719322383404,0.0026427325792610645,,2547,0.5225800275802612
238080,-0.004088772460818291,-0.7477313280105591,1763260304.3276255,251.42356657981873,0.0,0.00015721966337878257,,-0.0019442420452833176,1056.0,6.593763828277588e-05,0.004395549185574055,,2570,0.5340427756309509
238208,-0.015890046954154968,0.00047641992568969727,1763260304.4389503,251.53489136695862,0.0,0.00015714285837020725,,0.002071966417133808,1056.0,0.0008468041196465492,0.0001985410344786942,,2571,0.5441009402275085
238720,-0.008194377645850182,-0.15405333042144775,1763260304.9249935,252.0209345817566,0.0,0.00015683563833590597,,-0.008849459700286388,1056.0,0.000833406113088131,4.945258842781186e-05,,2576,0.5846333503723145
238848,-0.01517709530889988,-0.3897514343261719,1763260305.0359328,252.13187384605408,0.0,0.00015675883332733065,,-0.01674157753586769,1056.0,0.0010131215676665306,0.00016399317246396095,,2577,0.5319941639900208
241952,,,1763260307.8459609,254.94190192222595,,,500.0,,,,,500.0,2608,
242176,-0.00017571449279785156,0.029346048831939697,1763260308.058081,255.1540219783783,0.0,0.00015476190310437232,,-0.0003630956634879112,1057.0,7.863808423280716e-05,0.0031874505802989006,,2610,0.5427297949790955
244224,-0.023333948105573654,-0.2405644655227661,1763260309.9399397,257.0358808040619,0.0,0.0001535330229671672,,0.01707182079553604,1057.0,0.0019870223477482796,0.0002588503120932728,,2630,0.5336326956748962
244864,-0.007419539615511894,-0.033995985984802246,1763260310.5039408,257.5998818874359,0.0,0.0001531489979242906,,-0.007361757569015026,1057.0,0.0008140737190842628,7.586066203657538e-05,,2636,0.5323536396026611
245888,-0.011240299791097641,0.009965360164642334,1763260311.4406288,258.5365698337555,0.0,0.00015253455785568804,,0.0027729887515306473,1057.0,0.004788432270288467,0.00012301566312089562,,2646,0.5407432913780212
245952,,,1763260311.4640858,258.560026884079,,,500.0,,,,,500.0,2647,
246016,-0.0045562684535980225,-2.47955322265625e-05,1763260311.556287,258.65222811698914,0.0,0.00015245775284711272,,0.003764682449400425,1057.0,0.0010429220274090767,388.3334045410156,,2648,0.5597792863845825
248064,0.0014091916382312775,0.0003993511199951172,1763260313.4266067,260.5225477218628,0.0,0.0001512288727099076,,-0.0010217856615781784,1058.0,0.0001633092761039734,303.7182312011719,,2668,0.5184588432312012
248576,-0.003420121967792511,4.0531158447265625e-06,1763260313.8746698,260.9706108570099,0.0,0.0001509216526756063,,0.001360955648124218,1058.0,0.00025954190641641617,0.005379937589168549,,2673,0.5606839656829834
249600,-0.0009656772017478943,0.14850425720214844,1763260314.8149064,261.9108474254608,0.0,0.00015030721260700375,,-0.002516191452741623,1058.0,6.701238453388214e-05,0.003216198645532131,,2683,0.5332256555557251
249984,0.0016622915863990784,-7.05718994140625e-05,1763260315.1882086,262.28414964675903,0.0,0.00015007681213319302,,0.0013427715748548508,1058.0,6.159022450447083e-05,185.93997192382812,,2687,0.5564835071563721
250240,-0.006952427327632904,-0.6333894729614258,1763260315.4098518,262.50579285621643,0.0,0.00014992320211604238,,-0.007253306917846203,1058.0,0.0004593273624777794,8.044158312259242e-05,,2689,0.5813606381416321
250496,0.0011671409010887146,0.001603841781616211,1763260315.636411,262.7323520183563,0.0,0.00014976959209889174,,0.00316478218883276,1058.0,0.0002048080787062645,184.15318298339844,,2692,0.5174675583839417
254720,-0.0056840963661670685,-0.013641953468322754,1763260319.4953423,266.5912833213806,0.0,0.00014723502681590617,,-0.004503145813941956,1059.0,0.00044436007738113403,0.00034606136614456773,,2732,0.6114661693572998
256768,-0.0015314184129238129,-0.24311411380767822,1763260321.368469,268.4644100666046,0.0,0.00014600614667870104,,6.192643195390701e-05,1059.0,0.00026765745133161545,0.00011528772301971912,,2752,0.5462006330490112
257280,-0.015591401606798172,0.19357120990753174,1763260321.8223646,268.91830563545227,0.0,0.00014569892664439976,,0.001043722964823246,1059.0,0.0011990657076239586,0.0002008024457609281,,2757,0.5806358456611633
258816,-0.002529967576265335,0.20211893320083618,1763260323.207363,270.3033039569855,0.0,0.00014477726654149592,,-0.0015115682035684586,1059.0,0.00020179897546768188,0.00010082356311613694,,2772,0.5520440340042114
259840,-0.00257815420627594,0.17958003282546997,1763260324.1436057,271.23954677581787,0.0,0.00014416282647289336,,-3.64864245057106e-05,1059.0,0.0001791762188076973,0.00014842572272755206,,2782,0.5578553080558777
259952,,,1763260324.1817648,271.27770590782166,,,500.0,,,,,500.0,2783,
260952,,,1763260325.1116486,272.20758962631226,,,500.0,,,,,500.0,2793,
264064,0.00819917768239975,-5.4001808166503906e-05,1763260327.998803,275.0947439670563,0.0,0.0001416282611899078,,-0.010821066796779633,1060.0,0.0006331484764814377,449.46929931640625,,2824,0.5825419425964355
265984,0.0011094063520431519,3.129243850708008e-05,1763260329.7598424,276.8557834625244,0.0,0.00014047618606127799,,0.006911391392350197,1060.0,0.0006626546382904053,355.5277404785156,,2843,0.5774664878845215
267452,,,1763260331.0657225,278.1616635322571,,,500.0,,,,,500.0,2857,
270080,-0.004202071577310562,-0.9316117763519287,1763260333.4849968,280.58093786239624,0.0,0.00013801844033878297,,-0.005376177839934826,1061.0,0.0010435665026307106,0.004837063141167164,,2882,0.5146504044532776
270952,,,1763260334.230609,281.32655000686646,,,500.0,,,,,500.0,2890,
273024,-0.0012582354247570038,-8.606910705566406e-05,1763260336.1782055,283.27414655685425,0.0,0.0001362519251415506,,-0.003065783530473709,1061.0,4.0786340832710266e-05,319.1202697753906,,2911,0.5843797922134399
275456,0.0014104768633842468,0.0005023479461669922,1763260338.387991,285.48393201828003,0.0,0.00013479262997861952,,0.0010638507083058357,1061.0,8.49580392241478e-05,384.56304931640625,,2935,0.5712991952896118
276952,,,1763260339.6825707,286.778511762619,,,500.0,,,,,500.0,2949,
278016,4.21181321144104e-05,-1.8596649169921875e-05,1763260340.7008448,287.7967858314514,0.0,0.0001332565298071131,,0.0009517548605799675,1062.0,6.002373993396759e-06,90.80254364013672,,2960,0.5496268272399902
279552,-0.0070913806557655334,-8.0108642578125e-05,1763260342.0863664,289.18230748176575,0.0,0.00013233486970420927,,0.002152838744223118,1062.0,0.00014989543706178665,388.05340576171875,,2975,0.5436646938323975
280960,0.001000668853521347,-9.429454803466797e-05,1763260343.4101288,290.50606989860535,0.0,0.00013149001460988075,,0.0017825746908783913,1062.0,3.1198374927043915e-05,212.66551208496094,,2989,0.5957686901092529
281856,2.7157366275787354e-06,0.0001646876335144043,1763260344.1961405,291.29208159446716,0.0,0.0001309523795498535,404.0,0.0005235075950622559,1062.0,1.0620802640914917e-05,225.4752960205078,404.0,2997,0.5679489374160767
283321,,,1763260345.5316267,292.6275677680969,,,500.0,,,,,500.0,3011,
287360,-0.002153608947992325,0.00018513202667236328,1763260349.2296836,296.32562470436096,0.0,0.00012764976418111473,,-0.002489592880010605,1063.0,9.265542030334473e-05,242.8329315185547,,3051,0.5886091589927673
287616,0.0005443468689918518,-0.0022505521774291992,1763260349.4749832,296.570924282074,0.0,0.0001274961541639641,,0.00048212241381406784,1063.0,2.140086144208908e-05,0.00013179777306504548,,3053,0.639110803604126
288896,-0.0005677267909049988,-6.282329559326172e-05,1763260350.7002783,297.79621934890747,0.0,0.0001267281040782109,,0.00040857773274183273,1063.0,4.208646714687347e-06,289.0987243652344,,3066,0.578425407409668
289321,,,1763260351.0495858,298.1455268859863,,,500.0,,,,,500.0,3070,
290560,-0.000393696129322052,6.556510925292969e-07,1763260352.1951723,299.29111337661743,0.0,0.00012572965351864696,,0.0008066073060035706,1063.0,6.892532110214233e-05,110.68862915039062,,3083,0.5653480887413025
292096,-0.0038819871842861176,-0.02024388313293457,1763260353.586342,300.6822831630707,0.0,0.0001248079934157431,,0.0018918970599770546,1063.0,3.5754404962062836e-05,0.00023754831636324525,,3098,0.5675583481788635
292608,-0.003936417400836945,-0.11831045150756836,1763260354.0729146,301.16885566711426,0.0,0.00012450077338144183,,-0.0018275482580065727,1063.0,0.0001637255772948265,0.00012524878547992557,,3103,0.5417571663856506
295040,-0.0013946592807769775,-0.04784548282623291,1763260356.2790868,303.37502789497375,0.0,0.00012304147821851075,,0.00045291800051927567,1063.0,3.6784447729587555e-05,4.6758432290516794e-05,,3127,0.5717092156410217
295249,,,1763260356.420898,303.5168390274048,,,500.0,,,,,500.0,3129,
296320,3.841891884803772e-05,-0.00015628337860107422,1763260357.441137,304.53707814216614,0.0,0.00012227342813275754,,0.0014527235180139542,1064.0,2.0584091544151306e-05,314.2424011230469,,3141,0.564251720905304
296576,-0.0019645020365715027,-0.5877869129180908,1763260357.6642208,304.76016187667847,0.0,0.0001221198181156069,,0.0033525684848427773,1064.0,0.0015970608219504356,0.0004441142955329269,,3143,0.5129425525665283
296832,0.000664733350276947,-2.5153160095214844e-05,1763260357.9294002,305.0253412723541,0.0,0.00012196620809845626,,-0.003633023239672184,1064.0,0.0002231476828455925,325.9946594238281,,3146,0.563831090927124
298368,-0.00268415454775095,-8.96453857421875e-05,1763260359.3154037,306.4113447666168,0.0,0.00012104454799555242,,0.00043919309973716736,1064.0,0.00018848106265068054,228.14987182617188,,3161,0.5665298104286194
299319,,,1763260360.151616,307.2475571632385,,,500.0,,,,,500.0,3170,
300672,0.0015545114874839783,-0.06813216209411621,1763260361.405399,308.50134015083313,0.0,0.00011966205784119666,,0.00123676098883152,1064.0,2.4478882551193237e-05,9.968558151740581e-05,,3183,0.5330444574356079
301184,-0.003044024109840393,0.05843895673751831,1763260361.851746,308.94768714904785,0.0,0.00011935483780689538,,-0.004989356733858585,1064.0,0.0006021363660693169,9.7210708190687e-05,,3188,0.5690595507621765
304128,0.00029559433460235596,-0.09878790378570557,1763260364.5424368,311.63837790489197,0.0,0.00011758832260966301,,-0.0009732404723763466,1065.0,2.7694739401340485e-05,0.00017522073176223785,,3217,0.5815335512161255
304776,,,1763260365.1066551,312.20259618759155,,,457.0,,,,,457.0,3224,
307200,-0.000952783040702343,-0.2856665849685669,1763260367.3556774,314.45161843299866,0.0,0.00011574500967981294,,0.001818513497710228,1065.0,4.0903687477111816e-05,0.00014115069643594325,,3247,0.5823469758033752
307456,-0.0003210417926311493,-0.01049506664276123,1763260367.5830388,314.6789798736572,0.0,0.0001155913996626623,,-0.00017137080430984497,1065.0,5.116686224937439e-06,0.0026738422457128763,,3250,0.5915433168411255
307712,-0.0004905536770820618,-0.31771910190582275,1763260367.8068047,314.90274572372437,0.0,0.00011543778964551166,,0.00036777742207050323,1065.0,7.572956383228302e-05,0.0002194857515860349,,3252,0.5548550486564636
307968,0.0007499009370803833,-0.09525406360626221,1763260368.0322995,315.12824058532715,0.0,0.00011528417962836102,,-0.0015195999294519424,1065.0,7.887184619903564e-05,0.002636075485497713,,3255,0.533560037612915
308352,-0.001156739890575409,-0.0002542734146118164,1763260368.410963,315.5069041252136,0.0,0.00011505376460263506,,0.001969810575246811,1065.0,0.0002538282424211502,354.6058654785156,,3259,0.566666305065155
309760,0.0011469237506389618,-0.1176919937133789,1763260369.6813772,316.77731823921204,0.0,0.00011420890950830653,,-0.0010484131053090096,1065.0,0.00019522476941347122,0.00010492844739928842,,3272,0.5050498247146606
310016,0.00013006478548049927,-0.32165849208831787,1763260369.906954,317.00289511680603,0.0,0.00011405529949115589,,-0.0072859833016991615,1065.0,0.0001661861315369606,0.0031647654250264168,,3275,0.48046496510505676
