global_step,losses/policy_loss,losses/explained_variance,_timestamp,_runtime,losses/clipfrac,charts/learning_rate,charts/episodic_return,losses/old_approx_kl,charts/SPS,losses/approx_kl,losses/value_loss,charts/episodic_length,_step,losses/entropy
310144,-0.0014526844024658203,-0.05946147441864014,1763260370.0176077,317.11354875564575,0.0,0.00011397849448258057,,9.639933705329895e-05,1065.0,0.00010546669363975525,0.00012130100367357954,,3276,0.5673689842224121
311936,-0.0021581556648015976,0.0015794038772583008,1763260371.6704936,318.76643466949463,0.0,0.00011290322436252609,,0.0006555076688528061,1065.0,2.780929207801819e-05,716.4616088867188,,3296,0.41580164432525635
312320,0.002180900424718857,-0.12241816520690918,1763260372.0034585,319.0993995666504,0.0,0.00011267280933680013,,-0.004122532904148102,1065.0,0.0007243379950523376,0.00021718311472795904,,3299,0.5463688373565674
316288,-0.001330740749835968,-0.26218581199645996,1763260375.6400316,322.73597264289856,0.0,0.00011029186134692281,,0.0006804279983043671,1066.0,4.610233008861542e-05,0.0001589062303537503,,3338,0.5815845131874084
317568,-8.733943104743958e-05,-0.04674506187438965,1763260376.812635,323.9085760116577,0.0,0.00010952381126116961,,0.0005378266796469688,1066.0,5.962047725915909e-05,0.0023614666424691677,,3351,0.6089832782745361
318208,-0.00012541934847831726,-0.0054874420166015625,1763260377.3747606,324.4707016944885,0.0,0.00010913978621829301,,0.00025700777769088745,1066.0,0.0003126133233308792,7.488061964977533e-05,,3357,0.531912624835968
318464,0.0009402148425579071,-6.937980651855469e-05,1763260377.6039639,324.69990491867065,0.0,0.00010898617620114237,,-0.003117978572845459,1066.0,5.702860653400421e-05,259.3818664550781,,3360,0.5564166307449341
322304,0.0019208602607250214,-6.628036499023438e-05,1763260381.1325676,328.2285087108612,0.0,0.00010668202594388276,,-0.0019212327897548676,1066.0,0.00015757419168949127,0.0016741876024752855,,3398,0.5908534526824951
322678,,,1763260381.396159,328.49210000038147,,,500.0,,,,,500.0,3401,
323178,,,1763260381.8796728,328.97561383247375,,,500.0,,,,,500.0,3406,
323200,0.0009463280439376831,-0.00037109851837158203,1763260381.9576125,329.0535535812378,0.0,0.00010614439088385552,,9.774696081876755e-05,1066.0,1.4054588973522186e-05,317.3113098144531,,3407,0.5448408126831055
324480,-0.0016200728714466095,-0.027730822563171387,1763260383.1215973,330.217538356781,0.0,0.00010537634079810232,,0.0008619092404842377,1066.0,6.897561252117157e-05,9.419233538210392e-05,,3419,0.6067999601364136
325178,,,1763260383.7015772,330.7975182533264,,,500.0,,,,,500.0,3426,
325376,0.0003989115357398987,0.07286310195922852,1763260383.9049046,331.0008456707001,0.0,0.00010483871301403269,,0.00034337304532527924,1067.0,8.400529623031616e-07,0.0026101695839315653,,3428,0.5634405016899109
326144,-0.0036152563989162445,-0.8537126779556274,1763260384.6212764,331.71721744537354,0.0,0.00010437788296258077,,0.0017636800184845924,1067.0,0.00020574871450662613,0.0003451292868703604,,3435,0.5105240941047668
327678,,,1763260385.9409065,333.03684759140015,,,500.0,,,,,500.0,3450,
327680,0.0006113499402999878,0.0001010894775390625,1763260386.0107129,333.1066539287567,0.0,0.00010345622285967693,,-0.0008246283978223801,1067.0,8.128955960273743e-05,488.0856628417969,,3451,0.5756034255027771
328832,0.000792214646935463,0.5146502256393433,1763260387.0677984,334.1637394428253,0.0,0.00010276497778249905,,-0.002193925902247429,1067.0,2.9938295483589172e-05,0.0028127634432166815,,3462,0.5827120542526245
330240,0.0020666420459747314,-4.76837158203125e-06,1763260388.3738174,335.4697585105896,0.0,0.00010192012268817052,,0.0003514997661113739,1067.0,6.6414475440979e-05,662.6834716796875,,3476,0.5491775274276733
330624,-0.0014005713164806366,-0.22069931030273438,1763260388.7082112,335.8041522502899,0.0,0.00010168970766244456,,-0.00016073603183031082,1067.0,3.55234369635582e-05,0.00016228301683440804,,3479,0.49223822355270386
332544,0.0010358989238739014,0.2004634141921997,1763260390.4628093,337.55875039100647,0.0,0.00010053763253381476,,0.0009225504472851753,1067.0,4.053022712469101e-05,0.00012702815001830459,,3498,0.5653740167617798
333056,-0.003748144954442978,-0.18495666980743408,1763260390.9106486,338.0065896511078,0.0,0.00010023041249951348,,-0.005854549817740917,1067.0,0.00010529998689889908,0.00013802798639517277,,3503,0.5517024993896484
334080,0.0016679484397172928,0.1346520185470581,1763260391.8468487,338.9427897930145,0.0,9.961597243091092e-05,,0.0005944008007645607,1067.0,2.130400389432907e-05,0.00015247798000928015,,3513,0.5879193544387817
335232,-0.00019703805446624756,-0.00022351741790771484,1763260392.8934,339.9893410205841,0.0,9.892473462969065e-05,,0.0010783933103084564,1067.0,1.5700235962867737e-05,154.1916961669922,,3525,0.5371525287628174
336512,-0.00046120956540107727,-1.3733711242675781,1763260394.0492156,341.145156621933,0.0,9.815668454393744e-05,,-0.00039334874600172043,1068.0,9.306706488132477e-06,0.0005730149568989873,,3537,0.5772616863250732
338178,,,1763260395.5845625,342.68050360679626,,,500.0,,,,,500.0,3554,
338304,0.0027148574590682983,-0.0001977682113647461,1763260395.6951532,342.7910943031311,0.0,9.708141442388296e-05,,-0.0037806397303938866,1068.0,0.0004295995458960533,131.62142944335938,,3555,0.42988741397857666
340480,-0.0017559267580509186,0.04316985607147217,1763260397.681964,344.7779049873352,0.0,9.577572927810252e-05,,-0.001471775583922863,1068.0,0.0002075573429465294,0.00011946300219278783,,3576,0.5479946136474609
340678,,,1763260397.817046,344.9129869937897,,,500.0,,,,,500.0,3578,
340992,-0.0018595419824123383,-0.08891105651855469,1763260398.1302927,345.2262337207794,0.0,9.546850924380124e-05,,-0.0006233630701899529,1068.0,8.704233914613724e-05,0.00015771901234984398,,3581,0.559873104095459
341760,-0.00045818835496902466,4.655122756958008e-05,1763260398.900665,345.9966061115265,0.0,9.500767919234931e-05,,-0.0006001079455018044,1068.0,9.403284639120102e-05,212.01205444335938,,3589,0.5589392781257629
344192,-0.0016567334532737732,-0.0003572702407836914,1763260401.1200356,348.2159767150879,0.0,9.354838402941823e-05,,0.0007371315732598305,1068.0,4.379730671644211e-05,308.2872314453125,,3613,0.45918750762939453
345178,,,1763260401.9711266,349.0670676231384,,,500.0,,,,,500.0,3622,
347008,-0.00030696671456098557,-0.405220627784729,1763260403.6812155,350.7771565914154,0.0,9.18586811167188e-05,,0.0002495003864169121,1068.0,8.284114301204681e-06,0.0002615498669911176,,3640,0.5887140035629272
348672,0.002218283712863922,0.14029347896575928,1763260405.2157962,352.31173729896545,0.0,9.086021600523964e-05,,0.00288567878305912,1068.0,0.00010095164179801941,0.00019444189092610031,,3656,0.5293127298355103
349952,0.0014178752899169922,0.012190818786621094,1763260406.3763254,353.47226643562317,0.0,9.009216591948643e-05,,0.0010210350155830383,1068.0,3.526173532009125e-05,0.00022145506227388978,,3669,0.566973865032196
350976,-0.002296268939971924,0.09414607286453247,1763260407.314329,354.41026997566223,0.0,8.947772585088387e-05,,-0.0023065172135829926,1068.0,0.0003848262131214142,0.00018839238327927887,,3679,0.5977619290351868
351360,-0.0024046339094638824,-0.03519558906555176,1763260407.6553009,354.75124192237854,0.0,8.924731082515791e-05,,-0.004354989156126976,1069.0,0.000154200941324234,0.002749659586697817,,3683,0.5338836312294006
351488,-0.004298381507396698,-0.040076613426208496,1763260407.7665339,354.8624749183655,0.0,8.917050581658259e-05,,-0.0040846699848771095,1069.0,9.916815906763077e-05,0.00020870512526016682,,3684,0.5471765995025635
354178,,,1763260410.2057214,357.30166244506836,,,500.0,,,,,500.0,3711,
354432,-0.011606674641370773,0.07561337947845459,1763260410.4710174,357.5669584274292,0.0,8.740399061935022e-05,,0.00010090228170156479,1069.0,0.00027856137603521347,0.0007056143367663026,,3713,0.5816112756729126
354678,,,1763260410.6242015,357.72014260292053,,,500.0,,,,,500.0,3715,
356224,0.00025591254234313965,1.1801719665527344e-05,1763260412.0733607,359.16930174827576,0.0,8.632872777525336e-05,,-0.0002419985830783844,1069.0,2.1494925022125244e-06,137.38270568847656,,3731,0.5981086492538452
356608,-0.0006222501397132874,-0.3705242872238159,1763260412.441627,359.5375680923462,0.0,8.60983127495274e-05,,0.0027192309498786926,1069.0,5.636177957057953e-05,0.00014329793339129537,,3734,0.5644316673278809
358678,,,1763260414.2867444,361.38268542289734,,,500.0,,,,,500.0,3755,
360704,-0.03339211270213127,-0.27034080028533936,1763260416.15653,363.2524709701538,0.0,8.364055247511715e-05,,-0.007427508011460304,1069.0,0.0018757712095975876,0.0005846246494911611,,3775,0.5488463640213013
361088,-0.0028661638498306274,-0.013089418411254883,1763260416.524123,363.62006402015686,0.0,8.341013744939119e-05,,0.002608044072985649,1069.0,0.00013123266398906708,0.00040222221286967397,,3779,0.5357638597488403
363648,-0.0009362325072288513,-0.023272395133972168,1763260418.8482933,365.9442343711853,0.0,8.187403727788478e-05,,0.0008637318387627602,1069.0,4.792492836713791e-05,0.00023615558166056871,,3804,0.5755398273468018
363904,-0.001021161675453186,-0.04900002479553223,1763260419.0735164,366.1694574356079,0.0,8.172042726073414e-05,,-0.0005592107772827148,1070.0,3.7223100662231445e-05,0.002758953021839261,,3807,0.5654057264328003
368000,-0.002543620765209198,-1.2806217670440674,1763260422.8146167,369.9105577468872,0.0,7.926267426228151e-05,,0.0009537423029541969,1070.0,0.00019615981727838516,0.00047866656677797437,,3847,0.5210479497909546
371242,,,1763260425.7185218,372.81446290016174,,,500.0,,,,,500.0,3879,
371712,-0.0017466843128204346,-0.032569050788879395,1763260426.1867104,373.28265142440796,0.0,7.703532901359722e-05,,0.004432812333106995,1070.0,6.179139018058777e-05,0.00030234421137720346,,3883,0.578702986240387
371742,,,1763260426.1986325,373.29457354545593,,,500.0,,,,,500.0,3884,
372096,-9.337440133094788e-05,0.1017349362373352,1763260426.5254,373.6213409900665,0.0,7.680491398787126e-05,,0.003324754536151886,1070.0,6.59991055727005e-05,0.00036909693153575063,,3887,0.5876837968826294
372480,-0.0012104138731956482,-0.4257153272628784,1763260426.8646069,373.96054792404175,0.0,7.65744989621453e-05,,-0.0023737549781799316,1070.0,0.0001187790185213089,0.0028034565038979053,,3891,0.5800411701202393
373120,0.00047011300921440125,-0.2245713472366333,1763260427.4621298,374.55807089805603,0.0,7.61904739192687e-05,,-0.0009839627891778946,1070.0,1.8971040844917297e-05,0.003726060502231121,,3898,0.5520560145378113
374528,-0.0020281970500946045,0.0036407113075256348,1763260428.7435076,375.83944869041443,0.0,7.534561882494017e-05,,0.005500510334968567,1070.0,0.0003692861646413803,0.0005710369441658258,,3912,0.5926756858825684
374784,3.698468208312988e-05,-0.05985867977142334,1763260428.969958,376.06589913368225,0.0,7.519200880778953e-05,,-0.0009698476642370224,1070.0,2.4611130356788635e-05,0.0033210518304258585,,3915,0.6034662127494812
376064,-0.001213308423757553,-5.710124969482422e-05,1763260430.1725986,377.2685396671295,0.0,7.442396599799395e-05,,-0.00032159220427274704,1070.0,1.7746351659297943e-05,347.756591796875,,3928,0.5927950143814087
377728,-0.0012645944952964783,0.20417451858520508,1763260431.6742787,378.77021980285645,0.0,7.342550088651478e-05,,-0.0005327090620994568,1070.0,3.270059823989868e-05,0.0004555077466648072,,3944,0.48033517599105835
377856,-0.005003087222576141,-0.18975365161895752,1763260431.7880037,378.88394474983215,0.0,7.334869587793946e-05,,0.0029832106083631516,1070.0,0.0002520531415939331,0.00047758413711562753,,3945,0.5633760094642639
377933,,,1763260431.8156645,378.91160559654236,,,500.0,,,,,500.0,3946,
378752,0.00011315196752548218,0.05660140514373779,1763260432.6107354,379.7066764831543,0.0,7.281106081791222e-05,,-0.0018878867849707603,1071.0,4.924740642309189e-05,0.00039527102489955723,,3954,0.5660677552223206
379648,0.0004886090755462646,-0.21032726764678955,1763260433.4353902,380.5313313007355,0.0,7.227342575788498e-05,,0.00044446345418691635,1071.0,1.1830590665340424e-05,0.0024949803482741117,,3963,0.6294841766357422
380288,-0.0036481916904449463,-0.33511340618133545,1763260433.9973903,381.0933313369751,0.0,7.188940071500838e-05,,-0.0037716394290328026,1071.0,0.0005171382799744606,0.00040714730857871473,,3969,0.5313546061515808
381440,-0.0012188069522380829,-0.13712286949157715,1763260435.0551918,382.15113282203674,0.0,7.11981556378305e-05,,0.0026197033002972603,1071.0,0.00019687507301568985,0.0003035159024875611,,3981,0.5761891007423401
381568,0.0007435977458953857,-0.0003434419631958008,1763260435.1685724,382.26451349258423,0.0,7.112135062925518e-05,,0.0035508237779140472,1071.0,8.642114698886871e-05,118.12043762207031,,3983,0.5627933740615845
382996,,,1763260436.483258,383.57919907569885,,,500.0,,,,,500.0,3997,
385280,-0.00018214434385299683,-7.579564094543457,1763260438.5847554,385.68069648742676,0.0,6.88940126565285e-05,,-0.0011717947199940681,1071.0,1.6295351088047028e-05,0.004063190892338753,,4020,0.519931435585022
389053,,,1763260442.0055792,389.1015202999115,,,500.0,,,,,500.0,4059,
391936,-0.00493902713060379,0.11957913637161255,1763260444.681136,391.77707695961,0.0,6.490015221061185e-05,,-0.010324467904865742,1071.0,0.00023038778454065323,0.00033268280094489455,,4087,0.5528501272201538
392320,-6.571412086486816e-06,-0.2840491533279419,1763260445.0225663,392.1185073852539,0.0,6.466973718488589e-05,,0.00017007067799568176,1071.0,2.4400651454925537e-06,0.0003415662213228643,,4091,0.578567385673523
393728,-0.0021411925554275513,-1.0687553882598877,1763260446.2995157,393.3954567909241,0.0,6.382488209055737e-05,,-0.0010421071201562881,1071.0,3.325752913951874e-05,0.002509664511308074,,4105,0.5080710053443909
394112,-0.00043673813343048096,-9.417533874511719e-06,1763260446.6376603,393.7336013317108,0.0,6.35944670648314e-05,,0.00030475761741399765,1071.0,7.030833512544632e-05,236.5909423828125,,4109,0.5229636430740356
394752,-0.0052916016429662704,-0.6047238111495972,1763260447.2323983,394.3283393383026,0.0,6.32104420219548e-05,,0.004645927809178829,1071.0,0.00018863100558519363,0.002437096554785967,,4115,0.5271949172019958
395136,-0.0036367177963256836,-0.00030159950256347656,1763260447.5692208,394.66516184806824,0.0,6.298003427218646e-05,,0.003095244988799095,1072.0,9.360350668430328e-05,512.4067993164062,,4119,0.543186604976654
397696,2.6248395442962646e-05,0.23817527294158936,1763260449.9933424,397.0892834663391,0.0,6.144393410068005e-05,,-6.448104977607727e-05,1071.0,6.945803761482239e-06,0.0022998901549726725,,4144,0.5696475505828857
398336,-0.003346499055624008,-0.012256026268005371,1763260450.560409,397.6563501358032,0.0,6.105990905780345e-05,,0.0012817876413464546,1072.0,6.094109266996384e-05,0.0004678952391259372,,4150,0.4600980281829834
400128,-0.0038193054497241974,-4.267692565917969e-05,1763260452.2025473,399.2984883785248,0.0,5.998463893774897e-05,,-0.004459976218640804,1072.0,0.0001416979357600212,197.58106994628906,,4168,0.5453983545303345
401792,-0.002239525318145752,0.07356065511703491,1763260453.7043004,400.8002414703369,0.0,5.8986173826269805e-05,,-0.0013327766209840775,1072.0,8.402206003665924e-05,0.0020640550646930933,,4184,0.5014913082122803
402816,-0.005566433072090149,-0.10850226879119873,1763260454.6399493,401.73589038848877,0.0,5.837173739564605e-05,,0.0020683594048023224,1072.0,0.00013650394976139069,0.0006114047719165683,,4194,0.4903860092163086
403328,-0.011728383600711823,-0.0930095911026001,1763260455.0912676,402.18720865249634,0.0,5.806451736134477e-05,,0.004037756472826004,1072.0,0.0006223227828741074,0.0005678724264726043,,4199,0.5172320008277893
405888,0.0004467703402042389,-0.17760729789733887,1763260457.4535463,404.5494873523712,0.0,5.6528417189838365e-05,,0.0040514180436730385,1072.0,0.00010426808148622513,0.0006351142073981464,,4224,0.486744225025177
406400,0.0018932018429040909,0.07732212543487549,1763260457.9045906,405.0005316734314,0.0,5.6221197155537084e-05,,0.001932288520038128,1072.0,4.8150308430194855e-05,0.0006234136526472867,,4229,0.4443395733833313
407808,0.00032665207982063293,-0.09088802337646484,1763260459.1801608,406.27610182762146,0.0,5.537634569918737e-05,,-0.0005571441724896431,1072.0,2.1138228476047516e-05,0.0006394425872713327,,4243,0.5414985418319702
408064,0.0015174411237239838,-5.8531761169433594e-05,1763260459.4455307,406.5414717197418,0.0,5.522273568203673e-05,,0.0006868885830044746,1072.0,2.3457221686840057e-05,140.90797424316406,,4246,0.5413621664047241
408704,-2.4957582354545593e-05,-0.16837406158447266,1763260460.007913,407.1038541793823,0.0,5.4838710639160126e-05,,0.0009019877761602402,1072.0,2.2407621145248413e-06,0.002052098046988249,,4252,0.5356161594390869
408960,0.0007158014923334122,-0.17941582202911377,1763260460.2302704,407.32621145248413,0.0,5.4685100622009486e-05,,-0.00010561663657426834,1072.0,7.068086415529251e-05,0.0003993374411948025,,4254,0.5082587599754333
409053,,,1763260460.2641249,407.36006593704224,,,500.0,,,,,500.0,4255,
410880,-0.0026319418102502823,-0.12478804588317871,1763260462.002712,409.0986530780792,0.0,5.353302549337968e-05,,0.0015157246962189674,1072.0,0.00012016203254461288,0.0004782643518410623,,4273,0.5304213762283325
411136,3.3155083656311035e-05,-7.784366607666016e-05,1763260462.2278113,409.3237524032593,0.0,5.337941547622904e-05,,0.00010427180677652359,1072.0,8.074566721916199e-07,345.7765808105469,,4276,0.49724847078323364
411264,-0.0007958263158798218,-0.039519309997558594,1763260462.3407273,409.4366683959961,0.0,5.330261046765372e-05,,-0.0001984843984246254,1072.0,5.262903869152069e-06,0.002098807832226157,,4277,0.5733553767204285
411392,0.00010178610682487488,0.016955912113189697,1763260462.453464,409.5494050979614,0.0,5.32258054590784e-05,,-0.001401614397764206,1072.0,1.580268144607544e-05,0.0005118505796417594,,4278,0.5714626908302307
412416,0.0003175176680088043,0.10301178693771362,1763260463.4052637,410.5012047290802,0.0,5.261136539047584e-05,,0.0021756794303655624,1072.0,8.003972470760345e-05,0.000571106094866991,,4288,0.5347813963890076
412553,,,1763260463.5261457,410.62208676338196,,,500.0,,,,,500.0,4290,
412800,-0.0003860294818878174,0.042205214500427246,1763260463.776909,410.87285017967224,0.0,5.2380954002728686e-05,,0.0009090704843401909,1072.0,4.301778972148895e-06,0.0018370505422353745,,4292,0.5596042275428772
415053,,,1763260465.7911284,412.88706946372986,,,500.0,,,,,500.0,4314,
415488,0.0013852789998054504,0.4303646683692932,1763260466.2132726,413.30921363830566,0.0,5.076804882264696e-05,,-0.0020844638347625732,1072.0,4.768557846546173e-05,0.00044982420513406396,,4318,0.5790805816650391
418304,-0.0007538571953773499,-0.7475258111953735,1763260468.806562,415.90250301361084,0.0,4.907834227196872e-05,,-0.0003500804305076599,1073.0,2.451986074447632e-05,0.0015921558951959014,,4346,0.5677945613861084
420352,0.001557972515001893,0.11766421794891357,1763260470.6507256,417.7466666698456,0.0,4.78494621347636e-05,,0.004165083169937134,1073.0,4.283711314201355e-05,0.0005894331843592227,,4366,0.5159136652946472
420992,-0.003549184650182724,-0.15063989162445068,1763260471.250578,418.3465189933777,0.0,4.7465437091887e-05,,-0.0022028498351573944,1073.0,5.459412932395935e-05,0.0004828785895369947,,4372,0.49673786759376526
421504,-0.007946878671646118,0.21421951055526733,1763260471.7006404,418.7965815067291,0.0,4.7158217057585716e-05,,0.003572714515030384,1073.0,0.00017976295202970505,0.0005620088777504861,,4377,0.5647174119949341
421553,,,1763260471.7187529,418.8146939277649,,,500.0,,,,,500.0,4378,
422528,-0.00031842663884162903,-0.06850874423980713,1763260472.636682,419.73262310028076,0.0,4.6543776988983154e-05,,8.492358028888702e-05,1073.0,2.209097146987915e-06,0.0004477959009818733,,4387,0.5964892506599426
423424,-0.0007721995934844017,-0.19232892990112305,1763260473.4621093,420.5580503940582,0.0,4.600614556693472e-05,,0.003160988911986351,1073.0,4.9987807869911194e-05,0.0005777864716947079,,4396,0.5536937117576599
425088,0.0002662762999534607,-0.00024688243865966797,1763260474.961558,422.05749917030334,0.0,4.5007680455455557e-05,,0.0011131549254059792,1073.0,1.283641904592514e-05,280.8966064453125,,4413,0.4911331832408905
425344,-0.012688152492046356,-0.19520676136016846,1763260475.225183,422.32112407684326,0.0,4.4854070438304916e-05,,0.008824537508189678,1073.0,0.00042708870023489,0.0005817725323140621,,4415,0.5581269264221191
429553,,,1763260478.983787,426.0797281265259,,,500.0,,,,,500.0,4456,
430976,-0.000661015510559082,0.01691126823425293,1763260480.3688536,427.4647946357727,0.0,4.147465369896963e-05,,0.001067892648279667,1073.0,2.1287240087985992e-05,0.000576772668864578,,4470,0.5935947895050049
431744,-0.0013444051146507263,-0.005687355995178223,1763260481.046785,428.1427261829376,0.0,4.101382364751771e-05,,-0.0043637799099087715,1073.0,6.149616092443466e-05,0.0021940830629318953,,4478,0.5021672248840332
432000,-0.00010574609041213989,-0.10489058494567871,1763260481.3016934,428.3976345062256,0.0,4.086021363036707e-05,,2.425815910100937e-05,1073.0,7.962808012962341e-07,0.0006160137709230185,,4480,0.5401909351348877
433152,-0.001727098599076271,-5.996227264404297e-05,1763260482.373108,429.4690489768982,0.0,4.0168972191167995e-05,,0.0005269981920719147,1073.0,1.3686716556549072e-05,193.27569580078125,,4492,0.5578591227531433
433553,,,1763260482.7203689,429.81630992889404,,,500.0,,,,,500.0,4496,
433792,-0.0012242794036865234,-0.024672508239746094,1763260482.9385364,430.0344774723053,0.0,3.9784947148291394e-05,,-0.0027724290266633034,1073.0,4.102010279893875e-05,0.0020331277046352625,,4498,0.5534400343894958
436053,,,1763260484.953648,432.0495891571045,,,500.0,,,,,500.0,4520,
436224,-0.0003923848271369934,-0.22651898860931396,1763260485.1524186,432.2483596801758,0.0,3.832565198536031e-05,,0.002312522381544113,1073.0,3.2417476177215576e-05,0.00212141708470881,,4522,0.5565826892852783
436480,-0.0020845886319875717,-0.08456003665924072,1763260485.3771183,432.47305941581726,0.0,3.817204196820967e-05,,-0.009075485169887543,1074.0,0.00018864311277866364,0.0005998834385536611,,4524,0.5141398906707764
436553,,,1763260485.4308012,432.5267422199249,,,500.0,,,,,500.0,4525,
436736,-4.941225051879883e-05,-0.00564730167388916,1763260485.6384373,432.7343783378601,0.0,3.801843195105903e-05,,0.0005293358117341995,1073.0,3.643333911895752e-06,0.002049075672402978,,4527,0.5396873950958252
437120,-0.00578734278678894,9.554624557495117e-05,1763260485.9765973,433.0725383758545,0.0,3.778801692533307e-05,,0.00021671876311302185,1074.0,5.16548752784729e-05,321.59503173828125,,4531,0.49039480090141296
437376,-0.0005820468068122864,-0.26193201541900635,1763260486.2015414,433.29748249053955,0.0,3.763440690818243e-05,,0.00019707437604665756,1074.0,2.752896398305893e-05,0.0006941374740563333,,4533,0.5406218767166138
437504,-0.0002315044403076172,-0.4291499853134155,1763260486.314625,433.4105660915375,0.0,3.755760189960711e-05,,-0.0002865474671125412,1074.0,6.351619958877563e-07,0.000582854903768748,,4534,0.5174955725669861
439553,,,1763260488.1921158,435.28805685043335,,,500.0,,,,,500.0,4555,
439808,3.569573163986206e-05,0.09072768688201904,1763260488.4181254,435.5140664577484,0.0,3.617511538323015e-05,,0.00031235720962285995,1074.0,7.130671292543411e-05,0.0008366997353732586,,4557,0.5389149188995361
440320,-0.0009057782590389252,-0.2398751974105835,1763260488.9076169,436.00355792045593,0.0,3.586789534892887e-05,,-0.0018409285694360733,1074.0,2.6345252990722656e-05,0.0006877813721075654,,4562,0.5236141085624695
441728,-0.00032069580629467964,-0.23887765407562256,1763260490.1825814,437.2785224914551,0.0,3.5023040254600346e-05,,0.0008961567655205727,1074.0,1.448206603527069e-06,0.002041465137153864,,4576,0.5581938028335571
444553,,,1763260492.7640347,439.85997581481934,,,500.0,,,,,500.0,4604,
445553,,,1763260493.5873575,440.6832985877991,,,500.0,,,,,500.0,4613,
446848,-6.34118914604187e-05,0.07191258668899536,1763260494.8618045,441.957745552063,0.0,3.1950843549566343e-05,,0.00011269189417362213,1074.0,2.4028122425079346e-07,0.0008694540010765195,,4626,0.6194943785667419
447744,1.4379620552062988e-06,-0.03143954277038574,1763260495.651112,442.7470531463623,0.0,3.141321212751791e-05,,0.0002977699041366577,1074.0,7.618218660354614e-07,0.00172565714456141,,4635,0.5804989337921143
448384,-0.004522494971752167,-0.05039536952972412,1763260496.2508912,443.3468322753906,0.0,3.102918708464131e-05,,0.0035622119903564453,1074.0,8.395127952098846e-05,0.001013179775327444,,4641,0.5375146269798279
448640,-0.0004917755722999573,-0.00018978118896484375,1763260496.4794369,443.5753779411316,0.0,3.087557706749067e-05,,0.000344766303896904,1074.0,7.774680852890015e-06,226.3683319091797,,4644,0.513066828250885
450432,0.001382775604724884,-0.03431069850921631,1763260498.1777294,445.2736704349518,0.0,2.9800306947436184e-05,,-0.0006915861740708351,1074.0,1.2860633432865143e-05,0.0007884440710768104,,4661,0.5671429634094238
451840,-0.00035133492201566696,0.04326772689819336,1763260499.4602478,446.5561888217926,0.0,2.8955453672097065e-05,,-0.005304938182234764,1074.0,9.841658174991608e-05,0.0008252914412878454,,4675,0.508736789226532
453504,0.004034966230392456,-0.026655912399291992,1763260500.9611807,448.0571217536926,0.0,2.79569885606179e-05,,0.0005404390394687653,1074.0,6.617791950702667e-05,0.0007924282108433545,,4691,0.5982403755187988
455296,0.0005187951028347015,0.021028459072113037,1763260502.6036491,449.69959020614624,0.0,2.688172025955282e-05,,0.000577874481678009,1074.0,3.6694109439849854e-06,0.0017503363778814673,,4709,0.5400429368019104
455680,8.11014324426651e-05,-0.00013566017150878906,1763260502.9384131,450.0343542098999,0.0,2.665130523382686e-05,,-0.0006540240719914436,1074.0,2.369564026594162e-05,151.9879608154297,,4713,0.5531486868858337
458240,-0.0014119148254394531,-0.049765944480895996,1763260505.2610345,452.3569755554199,0.0,2.511520688130986e-05,,-0.00043758656829595566,1074.0,2.431962639093399e-05,0.001749715069308877,,4738,0.5708460807800293
458368,0.0003613978624343872,-0.01550602912902832,1763260505.409209,452.5051500797272,0.0,2.503840187273454e-05,,0.00034652650356292725,1074.0,5.859881639480591e-06,0.0009152162238024175,,4739,0.5587422251701355
458553,,,1763260505.5420792,452.6380202770233,,,500.0,,,,,500.0,4741,
458752,0.0019035004079341888,0.2792587876319885,1763260505.7458572,452.8417983055115,0.0,2.480798684700858e-05,,0.0010748021304607391,1074.0,2.569332718849182e-05,0.0015597573947161436,,4743,0.5095610022544861
459904,-0.00026229768991470337,0.026810646057128906,1763260506.7947807,453.8907217979431,0.0,2.41167435888201e-05,,-0.0005664769560098648,1075.0,2.5387853384017944e-06,0.0008299541077576578,,4754,0.5454384088516235
460032,-0.00010378658771514893,-0.04500877857208252,1763260506.9068022,454.00274324417114,0.0,2.403993858024478e-05,,0.00021089892834424973,1075.0,5.559995770454407e-07,0.0008070393814705312,,4755,0.6129682660102844
461696,-0.00013607367873191833,-0.11568689346313477,1763260508.4110966,455.5070376396179,0.0,2.304147528775502e-05,,-0.002501540817320347,1075.0,2.545025199651718e-05,0.0018134820275008678,,4772,0.5648850202560425
463104,-0.0003429614007472992,-0.00026047229766845703,1763260509.7259471,456.8218882083893,0.0,2.2196620193426497e-05,,0.00024759769439697266,1075.0,1.4565885066986084e-06,211.92652893066406,,4786,0.5137516856193542
463232,2.123415470123291e-05,0.028221070766448975,1763260509.8374653,456.9334063529968,0.0,2.2119815184851177e-05,,0.00032384414225816727,1075.0,2.2044405341148376e-06,0.0016144623514264822,,4787,0.5469831824302673
463360,-0.0006344392895698547,0.1326831579208374,1763260509.948591,457.04453206062317,0.0,2.2043010176275857e-05,,7.116049528121948e-05,1075.0,1.6005709767341614e-05,0.0010325171751901507,,4788,0.5389978289604187
464128,-0.00010407716035842896,-4.029273986816406e-05,1763260510.6644037,457.76034474372864,0.0,2.158218194381334e-05,,-0.0009032776579260826,1075.0,3.3890828490257263e-06,462.7861633300781,,4796,0.5505008101463318
464512,-0.0004861801862716675,0.12035810947418213,1763260511.0011313,458.0970723628998,0.0,2.1351766918087378e-05,,-0.0004270356148481369,1075.0,5.8747828006744385e-06,0.0008749336702749133,,4799,0.6151390075683594
