_step,losses/clipfrac,charts/learning_rate,charts/episodic_length,charts/episodic_return,losses/entropy,losses/approx_kl,losses/policy_loss,losses/explained_variance,losses/value_loss,losses/old_approx_kl,charts/SPS,global_step,_runtime,_timestamp
490,0.0,0.00027980029699392617,,,0.5598517656326294,9.746197611093521e-05,0.011011600494384766,-0.004179716110229492,11.06408405303955,-0.0028345203027129173,482.0,33792,96.56817698478699,1763260154.904026
504,0.0,0.00027903224690817297,,,0.5666690468788147,0.001626354642212391,-0.030245380476117134,0.18813961744308472,82.32585906982422,0.017747554928064346,482.0,35072,99.13223433494568,1763260157.4680834
515,0.0,0.0002783410018309951,,,0.5783585906028748,0.00017921719700098038,0.0008305758237838745,0.005689859390258789,9.152551651000977,0.001991608180105686,483.0,36224,101.31220054626465,1763260159.6480496
530,0.0,0.0002775729517452419,,,0.5095977783203125,5.831010639667511e-06,0.0004026442766189575,0.17075717449188232,50.47321701049805,0.00021523889154195786,484.0,37504,103.93856191635132,1763260162.274411
539,0.00390625,0.00027703531668521464,,,0.5403963923454285,0.004186203703284264,-0.02207043208181858,-0.7131810188293457,8.812121391296387,-0.022080950438976288,484.0,38400,105.68753838539124,1763260164.0233874
547,0.0,0.00027665129164233804,,,0.5009043216705322,0.0008545471355319023,0.011328205466270447,0.06400781869888306,119.19721221923828,-0.006310201250016689,484.0,39040,107.07570147514343,1763260165.4115505
555,,,286.0,286.0,,,,,,,,39724,108.42241311073303,1763260166.7582622
559,0.0,0.0002759600756689906,,,0.548529863357544,0.0006565237417817116,0.016605611890554428,0.07286375761032104,6.956796169281006,-0.01678810454905033,484.0,40192,109.40116715431213,1763260167.7370162
568,0.0,0.0002754992456175387,,,0.5751794576644897,9.262003004550934e-06,0.00021427497267723083,-0.004879593849182129,7.223801612854004,-0.0003703022375702858,484.0,40960,111.01771378517151,1763260169.3535628
595,,,387.0,387.0,,,,,,,,43565,116.19187355041504,1763260174.5277226
612,,,500.0,500.0,,,,,,,,45285,119.47025895118713,1763260177.806108
614,0.0,0.0002728110703174025,,,0.48985522985458374,8.829869329929352e-06,4.723668098449707e-05,-0.15237057209014893,4.611358642578125,-0.00031156744807958603,486.0,45440,119.94410943984985,1763260178.2799585
630,0.001953125,0.00027188941021449864,,,0.5122986435890198,0.0038683339953422546,-0.014428769238293171,0.696044921875,43.31956100463867,0.01668279431760311,486.0,46976,123.07126355171204,1763260181.4071126
636,0.0,0.00027150538517162204,,,0.555333137512207,0.00042520929127931595,0.008432362228631973,-0.2351677417755127,3.2522265911102295,0.006015482358634472,486.0,47616,124.31070899963379,1763260182.646558
640,,,197.0,197.0,,,,,,,,47991,124.935387134552,1763260183.2712362
650,0.0,0.00027073733508586884,,,0.5259357690811157,0.0005423948168754578,-0.0022789761424064636,-0.02625298500061035,3.018768548965454,-8.009374141693115e-07,486.0,48896,126.89390349388123,1763260185.2297525
664,0.0,0.0002698924799915403,,,0.4963870346546173,0.000561288557946682,-0.0141372662037611,0.001278698444366455,2.5808820724487305,-0.0031404634937644005,487.0,50304,129.6317126750946,1763260187.9675617
684,0.0,0.0002686635998543352,,,0.5188003778457642,0.0006549004465341568,-0.011479441076517105,0.19338232278823853,16.178730010986328,-0.0030155088752508163,487.0,52352,133.7657492160797,1763260192.1015983
689,0.001953125,0.0002683563798200339,,,0.48920196294784546,0.0033880583941936493,0.011366341263055801,0.0769842267036438,4.909639835357666,0.010195126757025719,487.0,52864,134.8282027244568,1763260193.1640518
698,0.0,0.00026781874476000667,,,0.5164492726325989,0.0005430309101939201,-0.0017697513103485107,0.043681979179382324,1.451891541481018,0.0018103821203112602,487.0,53760,136.67405581474304,1763260195.0099049
702,0.0,0.0002675883297342807,,,0.5251469612121582,0.0005875732749700546,-0.002339271828532219,0.42756205797195435,1.2410396337509155,-0.0038316622376441956,487.0,54144,137.4397521018982,1763260195.7756011
707,0.0,0.0002672811096999794,,,0.5076284408569336,4.646275192499161e-05,0.0015196669846773148,-4.716434001922607,3.601120948791504,0.00020473357290029526,487.0,54656,138.48866248130798,1763260196.8245115
729,,,151.0,151.0,,,,,,,,56540,142.32094192504883,1763260200.656791
757,0.009765625,0.00026505376445129514,,,0.5456943511962891,0.005301566794514656,-0.015141218900680542,0.9920757412910461,7.53863525390625,0.041428081691265106,485.0,58368,146.7412977218628,1763260205.0771468
762,,,138.0,138.0,,,,,,,,58683,147.3726406097412,1763260205.7084897
767,,,194.0,194.0,,,,,,,,59060,148.1780071258545,1763260206.5138562
775,0.0,0.0002642089093569666,,,0.5131497383117676,0.00034669041633605957,-0.00872296467423439,0.4331585764884949,0.6325802803039551,-0.0027968473732471466,485.0,59776,149.6883156299591,1763260208.0241647
788,0.0,0.00026351766427978873,,,0.5827235579490662,0.0005782730877399445,-0.0046072304248809814,0.8353011608123779,23.44947052001953,-0.00032452866435050964,485.0,60928,152.05139017105103,1763260210.3872392
789,0.0,0.0002634408592712134,,,0.5466997027397156,6.244517862796783e-05,-0.0017481129616498947,-0.04841804504394531,0.6024877429008484,8.800812065601349e-05,485.0,61056,152.3046429157257,1763260210.640492
797,,,500.0,500.0,,,,,,,,61895,153.81002950668335,1763260212.1458786
806,,,500.0,500.0,,,,,,,,62724,155.5678927898407,1763260213.9037418
815,0.0,0.000261904759099707,,,0.5762215256690979,1.4577992260456085e-05,0.00015282630920410156,-0.2599527835845947,0.2672954797744751,-0.000364464707672596,486.0,63616,157.25311136245728,1763260215.5889604
863,0.0,0.00025898616877384484,,,0.4536343216896057,0.00040656793862581253,-0.008790235966444016,0.00395578145980835,209.35488891601562,-0.005237198434770107,487.0,68480,166.89283418655396,1763260225.2286832
872,,,500.0,500.0,,,,,,,,69421,168.67772579193115,1763260227.0135748
876,0.015625,0.0002581413136795163,,,0.5519757270812988,0.006395912729203701,-0.023270383477211,0.14554160833358765,0.00048388971481472254,-0.002439514733850956,488.0,69888,169.63019180297852,1763260227.9660408
916,0.0,0.0002557603584136814,,,0.4419800639152527,0.0007983120158314705,0.005038946866989136,-8.404254913330078e-05,327.0913391113281,-0.006019548512995243,488.0,73856,177.54341173171997,1763260235.8792608
922,0.0,0.0002553763333708048,,,0.47658979892730713,0.0020576687529683113,0.0035919751971960068,-0.00046265125274658203,0.0047415634617209435,-0.0251401886343956,489.0,74496,178.76808404922485,1763260237.103933
930,,,500.0,500.0,,,,,,,,75310,180.3285846710205,1763260238.6644337
938,0.001953125,0.0002543778682593256,,,0.456755131483078,0.0024279840290546417,-0.013146299868822098,0.10327208042144775,0.0005540508427657187,0.005203112959861755,489.0,76160,182.085200548172,1763260240.4210496
941,0.0,0.000254224258242175,,,0.5203482508659363,2.6086345314979553e-05,0.0015780851244926453,0.00041878223419189453,137.61277770996094,-0.0005760453641414642,489.0,76416,182.6000509262085,1763260240.9359
942,0.0,0.00025414745323359966,,,0.49761366844177246,0.0011444902047514915,-0.020551154389977455,0.05944424867630005,0.004462947603315115,0.014039319939911366,489.0,76544,182.8396496772766,1763260241.1754987
948,0.0,0.00025376342819072306,,,0.5392333269119263,0.00024087075144052505,0.0008270367980003357,0.20092761516571045,0.0005099435802549124,-0.00021793600171804428,489.0,77184,184.09238648414612,1763260242.4282355
974,,,500.0,500.0,,,,,,,,79810,189.1940050125122,1763260247.529854
980,0.0,0.0002518433320801705,,,0.4602311849594116,0.0004739444702863693,0.002844884991645813,-0.0001266002655029297,176.08729553222656,0.01048796996474266,490.0,80384,190.45804119110107,1763260248.7938902
985,0.0,0.00025153611204586923,,,0.5181061625480652,0.0014627696946263313,0.005251273512840271,0.0007956027984619141,420.5394287109375,-0.008758126758038998,490.0,80896,191.47532033920288,1763260249.8111694
995,0.0,0.00025092167197726667,,,0.5059486627578735,0.0004106145352125168,0.014153406023979187,0.0004318356513977051,243.89930725097656,0.007142554968595505,490.0,81920,193.57475233078003,1763260251.9106014
997,0.005859375,0.00025076806196011603,,,0.5074742436408997,0.004224817268550396,0.0036048218607902527,-0.39075660705566406,0.0006003621383570135,0.014555354602634907,490.0,82176,194.05256271362305,1763260252.3884118
1015,0.0,0.00024969279184006155,,,0.5395528078079224,0.001999438740313053,-0.002714112401008606,-0.517069935798645,0.004902329295873642,-0.009348179213702679,490.0,83968,197.56831049919128,1763260255.9041595
1020,0.009765625,0.00024938557180576026,,,0.4430689513683319,0.003600945696234703,-0.020006820559501648,0.08753019571304321,0.005822581704705954,0.008990764617919922,490.0,84480,198.58557653427124,1763260256.9214256
1031,0.00390625,0.0002486943267285824,,,0.4718429744243622,0.0032151034101843834,0.006871484220027924,0.14174294471740723,0.00017017853679135442,0.008368085138499737,491.0,85632,200.82165384292603,1763260259.157503
1050,0.00390625,0.0002475422515999526,,,0.4617879390716553,0.0025721685960888863,-0.00380721315741539,-0.24200069904327393,0.0022909152321517467,-0.02051236480474472,494.0,87552,203.4175112247467,1763260261.7533603
1053,,,500.0,500.0,,,,,,,,87810,203.7556712627411,1763260262.0915203
1058,0.009765625,0.00024708142154850066,,,0.4840787649154663,0.00159355066716671,-0.006851945072412491,-3.3020973205566406e-05,466.5068054199219,0.008674250915646553,496.0,88320,204.41814875602722,1763260262.7539978
1082,,,500.0,500.0,,,,,,,,90810,208.773921251297,1763260267.1097703
1083,0.0,0.00024554532137699425,,,0.5079100131988525,0.000365380197763443,-0.003124251961708069,-0.0002295970916748047,329.824951171875,-0.0037993844598531723,497.0,90880,208.98842072486877,1763260267.3242698
1091,0.005859375,0.000245007686316967,,,0.5617900490760803,0.0011745104566216469,-0.012686021625995636,-0.2637441158294678,0.00022568904387298971,-0.0024929186329245567,498.0,91776,210.57703566551208,1763260268.9128847
1106,,,500.0,500.0,,,,,,,,93310,213.0413055419922,1763260271.3771546
1118,0.0,0.00024339478113688529,,,0.44630521535873413,5.20460307598114e-05,0.0009337067604064941,-0.034743547439575195,0.006776140537112951,-0.0013010986149311066,502.0,94464,214.57408738136292,1763260272.9099364
1125,0.0,0.00024293395108543336,,,0.5323367118835449,8.422136306762695e-05,0.0009107924997806549,0.08389538526535034,0.0001422600180376321,0.0013570096343755722,503.0,95232,215.51499199867249,1763260273.850841
1133,0.0,0.00024247312103398144,,,0.42885029315948486,0.001299763098359108,-0.01775875687599182,0.2201024889945984,0.004903039894998074,0.0033873561769723892,504.0,96000,216.7954969406128,1763260275.131346
1145,0.0,0.00024170507094822824,,,0.4285382032394409,0.00032080989331007004,0.002207823097705841,-0.2629636526107788,0.000180964867467992,-0.0004554418846964836,504.0,97280,219.167418718338,1763260277.5032678
1164,0.0,0.00024055299581959844,,,0.4253159463405609,0.00033442117273807526,0.002586476504802704,-0.41984498500823975,0.00020278929150663316,-0.0002283826470375061,504.0,99200,222.9441740512848,1763260281.280023
1165,,,500.0,500.0,,,,,,,,99310,223.06352496147156,1763260281.399374
1172,0.0,0.00024009216576814651,,,0.4386863112449646,0.0002819392830133438,0.0032662302255630493,-0.13233447074890137,0.004149959422647953,0.004857806488871574,504.0,99968,224.61298298835754,1763260282.948832
1181,0.0078125,0.00023955453070811927,,,0.48498594760894775,0.0018150527030229568,0.014201398938894272,-0.00030434131622314453,154.94839477539062,0.006136028096079826,505.0,100864,225.8365375995636,1763260284.1723866
1186,0.0078125,0.000239247310673818,,,0.5460874438285828,0.0027943234890699387,-0.006327152252197266,-6.592273712158203e-05,380.0671081542969,-0.012458905577659607,506.0,101376,226.47315073013306,1763260284.8089998
1197,0.005859375,0.0002385560655966401,,,0.4966704845428467,0.001267991028726101,-0.02231617271900177,-0.7917062044143677,0.00844208337366581,0.010177363641560078,509.0,102528,227.89312934875488,1763260286.2289784
1213,0.00390625,0.00023755760048516095,,,0.3883092999458313,0.003283458761870861,-0.016813915222883224,0.1002722978591919,0.0002621138119138777,0.01615934818983078,512.0,104192,229.9565405845642,1763260288.2923896
1215,0.0,0.00023748079547658563,,,0.4748644232749939,0.0008047856390476227,0.010043485090136528,-0.00015091896057128906,578.8323364257812,0.00826006568968296,512.0,104320,230.1598300933838,1763260288.4956791
1226,0.0,0.00023678955039940774,,,0.4994649291038513,0.002087663859128952,-0.010187231004238129,-0.03500092029571533,0.004991668276488781,-0.012601329013705254,514.0,105472,231.57692790031433,1763260289.912777
1230,0.0,0.00023655913537368178,,,0.5242065191268921,0.00018941424787044525,-0.002134166657924652,1.0073184967041016e-05,164.8964385986328,-0.0014380309730768204,514.0,105856,232.1172318458557,1763260290.453081
1234,,,500.0,500.0,,,,,,,,106310,232.92169451713562,1763260291.2575436
1245,0.0,0.00023563747527077794,,,0.5262962579727173,0.0006611710414290428,-0.005398118868470192,5.996227264404297e-05,278.21966552734375,0.0028262296691536903,514.0,107392,235.00929188728333,1763260293.345141
1254,,,500.0,500.0,,,,,,,,108310,236.5901746749878,1763260294.9260237
1271,0.0,0.00023402458464261144,,,0.5039948225021362,0.00025653373450040817,-0.002391703426837921,-0.18816041946411133,0.00031724476139061153,0.006785095669329166,516.0,110080,239.77262115478516,1763260298.1084702
1299,0.0,0.0002323348744539544,,,0.5553597211837769,0.0003960654139518738,-0.012314651161432266,-0.6100864410400391,0.0006334129138849676,-0.008400235325098038,517.0,112896,244.53988122940063,1763260302.8757303
1339,0.0,0.00022987711417954415,,,0.5731597542762756,0.0007435576990246773,-0.009127650409936905,0.014071285724639893,6.091505929362029e-05,0.011224516667425632,523.0,116992,249.86549258232117,1763260308.2013416
1340,,,500.0,500.0,,,,,,,,117103,249.9186635017395,1763260308.2545125
1349,0.0,0.0002292626741109416,,,0.4747897982597351,0.002857116051018238,0.005275338888168335,-0.9332301616668701,0.00018428132170811296,0.01593252643942833,525.0,118016,251.13388347625732,1763260309.4697325
1363,0.0,0.00022841781901661307,,,0.5045887231826782,0.00013017281889915466,-0.0018528811633586884,-0.18343651294708252,0.0006557469605468214,-0.0005835108458995819,527.0,119424,252.9110758304596,1763260311.2469249
1365,,,500.0,500.0,,,,,,,,119603,253.1323344707489,1763260311.4681835
1370,,,500.0,500.0,,,,,,,,120103,253.76648879051208,1763260312.1023378
1380,,,500.0,500.0,,,,,,,,121103,254.96626257896423,1763260313.3021116
1381,0.0,0.00022734254889655858,,,0.4998478889465332,0.000331709161400795,-0.0014002062380313873,0.00012797117233276367,217.46900939941406,-0.004571106284856796,530.0,121216,255.12309885025024,1763260313.458948
1388,0.0,0.00022688171884510666,,,0.44923895597457886,2.8668902814388275e-05,0.0006857924163341522,0.07324296236038208,0.00038673245580866933,-0.0012646028771996498,531.0,121984,256.00697326660156,1763260314.3428223
1395,0.0,0.00022649769380223006,,,0.5332787036895752,0.0002191402018070221,0.004429768770933151,0.00011032819747924805,403.2307434082031,-0.0040917228907346725,532.0,122624,256.7788987159729,1763260315.1147478
1399,,,500.0,500.0,,,,,,,,123103,257.2322895526886,1763260315.5681386
1405,0.0,0.0002258832537336275,,,0.45205700397491455,0.000523637980222702,0.007852613925933838,0.0001474618911743164,253.04421997070312,0.003526153042912483,534.0,123648,257.9551668167114,1763260316.2910159
1432,0.0,0.00022419354354497045,,,0.5501279234886169,0.0007035937160253525,0.003134382888674736,0.2088945508003235,0.00026354158762842417,-0.009011127054691315,535.0,126464,262.5850031375885,1763260320.9208522
1433,0.001953125,0.00022411673853639513,,,0.5296277403831482,0.001877516508102417,0.0037005413323640823,-0.052532315254211426,0.00013373284309636801,0.011660724878311157,535.0,126592,262.79470348358154,1763260321.1305525
1455,0.0,0.0002228110533906147,,,0.5484771132469177,0.00030427612364292145,-0.0010141655802726746,-0.03531217575073242,0.006105697248131037,-0.003607476130127907,536.0,128768,266.46556329727173,1763260324.8014123
1456,0.005859375,0.00022273424838203937,,,0.5023629665374756,0.0013417433947324753,-0.003462165594100952,0.046177446842193604,0.00024772767210379243,-0.017505107447504997,536.0,128896,266.64639019966125,1763260324.9822392
1457,0.0,0.00022265744337346405,,,0.5355015397071838,8.369423449039459e-05,-9.465962648391724e-05,-0.06027984619140625,0.00017903208208736032,0.00043905340135097504,536.0,129024,266.86458015441895,1763260325.2004292
1514,0.001953125,0.00021920123253948987,,,0.5302510261535645,0.0016204146668314934,-0.02683471143245697,-0.025830745697021484,0.007286072708666325,0.0062431590631604195,541.0,134784,275.31921100616455,1763260333.65506
1521,0.0,0.00021874040248803794,,,0.5554933547973633,1.6621313989162445e-05,-0.0017372891306877136,0.043476223945617676,0.0002454265486449003,0.00013978313654661179,542.0,135552,276.2675185203552,1763260334.6033676
1525,0.0,0.00021850998746231198,,,0.5592957139015198,0.00016405712813138962,0.0007260441780090332,-0.08783566951751709,0.00022276061645243317,0.0006695939227938652,543.0,135936,276.7352068424225,1763260335.071056
1527,,,500.0,500.0,,,,,,,,136103,276.91847825050354,1763260335.2543273
1529,0.0,0.00021827957243658602,,,0.44282597303390503,0.0004056161269545555,0.0010275766253471375,-0.02236306667327881,0.0058871908113360405,-0.0037624305114150047,543.0,136320,277.21532917022705,1763260335.5511782
1534,0.0,0.00021797235240228474,,,0.48076677322387695,0.00033390335738658905,-0.0036137551069259644,0.11143708229064941,0.006216478068381548,-0.003729065880179405,544.0,136832,277.8776259422302,1763260336.213475
1536,0.009765625,0.0002178187423851341,,,0.5232008099555969,0.002187943086028099,-0.004486612975597382,-0.12142515182495117,0.00011997342517133802,-0.008102130144834518,544.0,137088,278.2001893520355,1763260336.5360384
1543,0.0,0.0002174347173422575,,,0.5575931668281555,7.128901779651642e-05,-0.0007385499775409698,6.747245788574219e-05,248.73837280273438,0.0010100360959768295,545.0,137728,279.00408363342285,1763260337.3399327
1545,0.001953125,0.00021728110732510686,,,0.5244414210319519,0.0021812235936522484,0.009715698659420013,-0.5256229639053345,0.00028079416370019317,0.0074999975040555,545.0,137984,279.2942883968353,1763260337.6301374
1546,,,500.0,500.0,,,,,,,,138103,279.3473291397095,1763260337.6831782
1558,0.0,0.00021651305723935366,,,0.490169882774353,0.0006938604637980461,0.004740074276924133,-0.2977827787399292,0.00622522784397006,-0.0015677763149142265,547.0,139264,280.71823716163635,1763260339.0540862
1559,0.001953125,0.00021643625223077834,,,0.5291759967803955,0.0013279570266604424,-0.011407218873500824,-0.320842981338501,0.0003390393394511193,0.011964130215346813,547.0,139392,280.90523052215576,1763260339.2410796
1563,0.0,0.00021620583720505238,,,0.5644533634185791,0.001146683469414711,-0.0028657112270593643,0.20963186025619507,0.005477674305438995,0.005205724388360977,547.0,139776,281.60022807121277,1763260339.936077
1566,,,500.0,500.0,,,,,,,,140103,282.0506041049957,1763260340.3864532
1588,0.0,0.00021466973703354597,,,0.4892773926258087,0.00041928328573703766,-0.007726579904556274,0.08334910869598389,0.005149690434336662,0.0011298786848783493,548.0,142336,285.7672951221466,1763260344.1031442
1589,0.0078125,0.00021459293202497065,,,0.52559494972229,0.0032174699008464813,-0.011140119284391403,-0.051505208015441895,0.00039064022712409496,0.015950361266732216,548.0,142464,285.9824252128601,1763260344.3182743
1597,0.001953125,0.00021413210197351873,,,0.3939509391784668,0.002530899830162525,0.004836149513721466,-0.06669473648071289,0.007175658829510212,0.022597523406147957,549.0,143232,287.2995147705078,1763260345.6353638
1607,0.001953125,0.00021351766190491617,,,0.5028635859489441,0.0022841747850179672,-0.013408586382865906,-0.04718196392059326,0.006767346523702145,-0.001953691244125366,549.0,144256,288.8918616771698,1763260347.2277107
1609,0.0,0.00021336405188776553,,,0.43162810802459717,0.00035216938704252243,0.0017407797276973724,0.04417067766189575,0.00014453785843215883,-0.00010472442954778671,550.0,144512,289.1822261810303,1763260347.5180752
1610,,,500.0,500.0,,,,,,,,144603,289.2273087501526,1763260347.5631578
1612,0.00390625,0.00021321044187061489,,,0.42914289236068726,0.0034324992448091507,-0.013313040137290955,0.13550132513046265,0.008164416067302227,-0.010281149297952652,550.0,144768,289.50473713874817,1763260347.8405862
1626,0.0,0.00021236558677628636,,,0.5025821328163147,0.0001297174021601677,0.0019446611404418945,7.337331771850586e-05,601.7691650390625,0.001853383146226406,552.0,146176,291.1806516647339,1763260349.5165007
1638,0.0,0.00021159753669053316,,,0.48234739899635315,0.0018563149496912956,-0.019356125965714455,-0.03722941875457764,0.0002626586065161973,-0.00830539595335722,553.0,147456,292.7273323535919,1763260351.0631814
1687,0.0,0.0002086021559080109,,,0.550896167755127,0.00021543819457292557,-0.004680611193180084,-0.022873520851135254,0.0002112983784172684,0.0004860004410147667,556.0,152448,300.1982514858246,1763260358.5341005
1732,0.00390625,0.00020583717559929937,,,0.515915036201477,0.005605702288448811,-0.03343798220157623,0.024394452571868896,0.00028956192545592785,0.008069378323853016,562.0,157056,305.48251461982727,1763260363.8183637
1745,0.0,0.00020506912551354617,,,0.505752444267273,0.0008489442989230156,-0.007012832909822464,-0.03921926021575928,0.004789361730217934,0.010628514923155308,564.0,158336,307.160936832428,1763260365.4967859
1753,0.0,0.00020460829546209425,,,0.5161253809928894,0.00014852266758680344,-0.0030492953956127167,-2.8967857360839844e-05,176.94442749023438,0.001797960139811039,564.0,159104,308.4049279689789,1763260366.740777
1754,0.0,0.00020453149045351893,,,0.4971226453781128,0.0005370890721678734,-0.006202546879649162,-0.05209994316101074,0.005584646016359329,0.0067243510857224464,564.0,159232,308.5988652706146,1763260366.9347143
1765,0.001953125,0.00020384024537634104,,,0.5185753107070923,0.0022488730028271675,-0.0017119068652391434,-0.0519869327545166,0.00048695478471927345,0.0002904841676354408,565.0,160384,310.26594829559326,1763260368.6017973
