_step,losses/clipfrac,charts/learning_rate,charts/episodic_length,charts/episodic_return,losses/entropy,losses/approx_kl,losses/policy_loss,losses/explained_variance,losses/value_loss,losses/old_approx_kl,charts/SPS,global_step,_runtime,_timestamp
1768,0.0,0.0002036866353591904,,,0.5441327691078186,0.0006953515112400055,0.005487360060214996,-4.172325134277344e-06,457.0675048828125,-0.004580434411764145,565.0,160640,310.69451093673706,1763260369.03036
1777,,,500.0,500.0,,,,,,,,161603,311.76896619796753,1763260370.1048152
1818,0.017578125,0.0002006144350161776,,,0.5369429588317871,0.008426474407315254,-0.030782781541347504,0.01860809326171875,0.007692644372582436,0.03443802893161774,567.0,165760,318.4127461910248,1763260376.7485952
1823,0.0,0.00020030721498187631,,,0.439111590385437,0.0007914118468761444,0.003919482231140137,-0.08020937442779541,0.005938831716775894,-0.0022839438170194626,568.0,166272,319.1886281967163,1763260377.5244772
1851,,,500.0,500.0,,,,,,,,169103,322.93189454078674,1763260381.2677436
1856,,,500.0,500.0,,,,,,,,169603,323.55433106422424,1763260381.89018
1868,0.0,0.00019754224922508,,,0.5487402677536011,0.001421055756509304,0.01000598818063736,-0.002630472183227539,0.0002001845568884164,-0.01642005890607834,571.0,170880,325.6378495693207,1763260383.9736986
1873,0.0,0.00019723502919077873,,,0.5571497082710266,0.0009657014161348343,-0.004419773817062378,-0.7067105770111084,0.0004101446538697928,-0.008805627003312111,571.0,171392,326.4226350784302,1763260384.7584841
1877,0.0,0.00019700461416505277,,,0.4639001786708832,7.940176874399185e-05,-0.0005900338292121887,-0.3786698579788208,0.0029370696283876896,0.002211158163845539,571.0,171776,326.9974772930145,1763260385.3333263
1886,0.0,0.00019646697910502553,,,0.4792717695236206,0.0002558194100856781,0.0013705343008041382,-0.3737833499908447,0.0037094373255968094,-0.005655782297253609,572.0,172672,328.08970975875854,1763260386.4255588
1895,0.0,0.0001959293440449983,,,0.46620044112205505,0.0003212708979845047,-0.0019101127982139587,-0.0002484321594238281,414.6191711425781,-0.003930231556296349,573.0,173568,329.12895154953003,1763260387.4648006
1903,0.0,0.00019539170898497105,,,0.5612522959709167,0.00027310848236083984,-0.00557304173707962,0.10240387916564941,9.68186795944348e-05,0.0077344272285699844,574.0,174464,330.1453356742859,1763260388.4811847
1906,0.0,0.0001952380989678204,,,0.4668477475643158,0.0003710733726620674,-0.00595131516456604,-0.05351364612579346,0.0038047139532864094,-0.0013913651928305626,574.0,174720,330.4639856815338,1763260388.7998347
1918,0.0,0.0001944700488820672,,,0.4884684085845947,0.00048411451280117035,-0.001292787492275238,-0.7600363492965698,0.00019206317665521055,0.0003571268171072006,576.0,176000,331.89752173423767,1763260390.2333708
1920,0.0,0.00019439324387349188,,,0.5660240054130554,0.0003345627337694168,0.005303185433149338,-8.177757263183594e-05,125.63053131103516,-0.010972881689667702,576.0,176128,332.0801556110382,1763260390.4160047
1945,0.0,0.00019285714370198548,,,0.4378877580165863,4.36883419752121e-06,-0.0003585442900657654,-0.10222554206848145,0.0048518055118620396,-0.00026406068354845047,579.0,178688,335.0462017059326,1763260393.3820508
1959,0.0,0.00019201228860765696,,,0.5271046161651611,0.00022161565721035004,0.001499868929386139,-6.520748138427734e-05,452.1947937011719,0.004337985068559647,580.0,180096,336.6805682182312,1763260395.0164173
1973,,,500.0,500.0,,,,,,,,181525,338.97173285484314,1763260397.307582
1985,0.0,0.00019039938342757523,,,0.5783523321151733,0.00012107286602258682,0.0018341140821576118,-0.11343097686767578,0.00024056935217231512,-0.00588668417185545,581.0,182784,341.0240099430084,1763260399.359859
1991,0.0,0.00019001535838469863,,,0.5636019706726074,0.0004345076158642769,0.0004688482731580734,0.446382999420166,6.69080181978643e-05,0.0030214888975024223,581.0,183424,342.0863013267517,1763260400.4221504
2002,,,500.0,500.0,,,,,,,,184525,343.859179019928,1763260402.195028
2007,,,500.0,500.0,,,,,,,,185025,344.62036395072937,1763260402.956213
2016,0.00390625,0.00018847925821319222,,,0.5115584135055542,0.0031121307983994484,-0.00994156301021576,-0.4485887289047241,0.00021385555737651885,-0.002531149424612522,581.0,185984,346.26737427711487,1763260404.6032233
2019,0.0,0.00018832564819604158,,,0.5098243355751038,0.0005467021837830544,-0.0007487088441848755,0.04638838768005371,0.00408944534137845,0.004280555061995983,581.0,186240,346.70284271240234,1763260405.0386918
2024,0.0,0.0001880184281617403,,,0.5324079990386963,0.001492772251367569,-0.01116124540567398,-0.13553249835968018,0.004755538888275623,0.012545406818389893,581.0,186752,347.4951477050781,1763260405.8309968
2027,,,500.0,500.0,,,,,,,,187025,347.8423993587494,1763260406.1782484
2029,0.015625,0.00018771120812743902,,,0.5131800174713135,0.004096638411283493,-0.05292123183608055,-2.682927370071411,0.005488216411322355,-0.0039766281843185425,582.0,187264,348.13774275779724,1763260406.4735918
2034,0.0078125,0.00018740398809313774,,,0.5285773277282715,0.0028274068608880043,-0.005332082509994507,0.1664489507675171,0.0021352162584662437,0.019471006467938423,582.0,187776,348.7684483528137,1763260407.1042974
2045,0.0,0.00018671274301595986,,,0.5253713130950928,0.0003414321690797806,-0.008830614387989044,-0.12085485458374023,0.0001280701981158927,0.005758887156844139,583.0,188928,350.0912992954254,1763260408.4271483
2051,,,500.0,500.0,,,,,,,,189522,350.75813937187195,1763260409.0939884
2052,0.0,0.00018632871797308326,,,0.5886557698249817,0.00030585285276174545,-0.0029254183173179626,-4.470348358154297e-05,281.8231201171875,-0.00017571169883012772,584.0,189568,350.8820872306824,1763260409.2179363
2070,0.0,0.00018517665739636868,,,0.5567506551742554,0.0002133883535861969,-0.001489102840423584,-0.19693899154663086,0.00011221379099879414,-0.0016061142086982727,585.0,191488,353.25924491882324,1763260411.595094
2076,,,500.0,500.0,,,,,,,,192022,354.2590296268463,1763260412.5948787
2093,0.0,0.00018379416724201292,,,0.5770853161811829,0.0006562909111380577,0.0057179927825927734,-0.024429917335510254,0.00015513633843511343,0.0011213785037398338,585.0,193792,357.35185146331787,1763260415.6877005
2094,0.0,0.0001837173622334376,,,0.5942557454109192,0.00014362577348947525,-0.0027741342782974243,-0.005391478538513184,0.00011300038022454828,-0.0020060287788510323,585.0,193920,357.57230710983276,1763260415.9081562
2117,0.0,0.00018233487207908183,,,0.5891180634498596,5.3699128329753876e-05,-0.0026181433349847794,0.012745499610900879,0.004097912460565567,0.0012489324435591698,585.0,196224,361.50648307800293,1763260419.8423321
2141,0.0,0.00018087557691615075,,,0.5694318413734436,0.00017347745597362518,-0.00463484600186348,-0.18053102493286133,0.004707575775682926,-0.004130348563194275,585.0,198656,365.84012508392334,1763260424.1759741
2146,0.00390625,0.00018056835688184947,,,0.5283349752426147,0.0031386734917759895,-0.015681320801377296,0.058841168880462646,0.005121845286339521,0.020892878994345665,585.0,199168,366.74564146995544,1763260425.0814905
2147,0.017578125,0.00018049155187327415,,,0.47150903940200806,0.00457403901964426,-0.020650066435337067,-1.1660828590393066,0.0002306826936546713,-0.02554210275411606,585.0,199296,366.96611976623535,1763260425.3019688
2148,0.0,0.00018041474686469883,,,0.5907993316650391,0.0007827905938029289,-0.0011915192008018494,0.040203213691711426,0.00016004391363821924,0.018874356523156166,585.0,199424,367.18050146102905,1763260425.5163505
2155,0.0,0.00018003072182182223,,,0.5822786092758179,7.352791726589203e-05,0.001135610044002533,-6.318092346191406e-06,139.4513702392578,0.0005243197083473206,585.0,200064,368.3165211677551,1763260426.6523702
2172,0.00390625,0.00017895545170176774,,,0.5044044852256775,0.002252446487545967,-0.003696925938129425,-0.05998849868774414,0.0001363864284940064,-0.0049733612686395645,585.0,201856,371.292818069458,1763260429.628667
2185,0.0,0.00017818740161601454,,,0.5899726152420044,0.0017016688361763954,0.00990254059433937,0.0001881122589111328,228.23753356933594,-0.013093466870486736,586.0,203136,372.852130651474,1763260431.1879797
2192,0.0,0.00017780337657313794,,,0.5072802305221558,4.706718027591705e-05,-0.0012414567172527313,0.0005317330360412598,163.75335693359375,-0.0008263569325208664,586.0,203776,373.6830897331238,1763260432.0189388
2198,0.0,0.00017741935153026134,,,0.6220108866691589,0.001064525917172432,-0.014428108930587769,-0.49900567531585693,0.004205129109323025,-0.007270846515893936,587.0,204416,374.4516668319702,1763260432.7875159
2199,0.0,0.00017734254652168602,,,0.5300443172454834,0.0010397201403975487,-0.008842669427394867,-0.24762892723083496,7.437331805704162e-05,-0.0005003334954380989,587.0,204544,374.60409355163574,1763260432.9399426
2211,0.0,0.00017665130144450814,,,0.5486243963241577,0.00013132300227880478,-0.00024492666125297546,-3.039836883544922e-05,338.78570556640625,0.006480761803686619,588.0,205696,376.0301458835602,1763260434.365995
2214,0.0,0.00017642088641878217,,,0.5543453097343445,3.552529960870743e-05,0.001111939549446106,0.09304279088973999,0.00011832891323138028,0.00023244228214025497,588.0,206080,376.4771659374237,1763260434.813015
2220,0.0,0.0001761136663844809,,,0.5486706495285034,0.0003039417788386345,0.006441531702876091,-0.8166629076004028,0.00045621528988704085,0.009431765414774418,589.0,206592,377.15035009384155,1763260435.4861991
2223,0.0,0.00017596005636733025,,,0.561937689781189,0.0001206444576382637,0.0005564596503973007,3.7550926208496094e-06,257.5648193359375,0.002774481661617756,589.0,206848,377.47582507133484,1763260435.811674
2225,0.0,0.0001758064463501796,,,0.6192708611488342,0.00010221917182207108,0.00014266744256019592,0.20857453346252441,0.0002640140301082283,0.005372011102735996,589.0,207104,377.7778799533844,1763260436.113729
2226,0.0,0.0001757296413416043,,,0.6179038286209106,4.625599831342697e-05,0.0004273951053619385,-0.1268014907836914,0.00016339155263267457,2.55657359957695e-05,589.0,207232,377.9203157424927,1763260436.2561648
2227,,,500.0,500.0,,,,,,,,207281,377.9521210193634,1763260436.28797
2231,,,50.0,50.0,,,,,,,,207530,378.3056845664978,1763260436.6415336
2235,0.0,0.0001753456162987277,,,0.534287691116333,0.0010196957737207413,-0.012710034847259521,-13.640695571899414,0.057946186512708664,0.0013796240091323853,590.0,207872,378.79263973236084,1763260437.1284888
2241,0.0,0.0001749615912558511,,,0.5777101516723633,0.001208336092531681,-0.01719687134027481,-0.13693594932556152,0.0005564040038734674,0.0012566661462187767,590.0,208512,379.5309946537018,1763260437.8668437
2248,,,500.0,500.0,,,,,,,,209220,380.29926204681396,1763260438.635111
2250,0.0,0.00017442395619582385,,,0.5070254802703857,8.554011583328247e-05,-0.0018229484558105469,-0.04562246799468994,0.004556594882160425,0.002679586410522461,591.0,209408,380.58964705467224,1763260438.925496
2253,,,500.0,500.0,,,,,,,,209720,380.8891863822937,1763260439.2250354
2272,0.0,0.0001730414805933833,,,0.5348606109619141,0.000853218138217926,-0.015530772507190704,-0.11681687831878662,0.00015231207362376153,0.009756667539477348,593.0,211712,383.19411444664,1763260441.5299635
2280,0.0,0.0001725806505419314,,,0.5941947102546692,0.0005453331395983696,0.0021418966352939606,0.049389421939849854,0.00033687023096717894,-0.002746562473475933,594.0,212480,384.074342250824,1763260442.4101913
2295,,,500.0,500.0,,,,,,,,213988,385.75629019737244,1763260444.0921392
2298,0.0,0.0001715053804218769,,,0.5568879842758179,0.00036076270043849945,-0.0022747069597244263,-0.08962178230285645,0.0002816154155880213,-0.004328662529587746,595.0,214272,386.1693022251129,1763260444.5051513
2310,,,500.0,500.0,,,,,,,,215488,387.50071144104004,1763260445.8365605
2312,0.0,0.00017066052532754838,,,0.6017754673957825,0.00039409566670656204,-0.0015728920698165894,-0.2919391393661499,0.0033055320382118225,-0.0002524862065911293,596.0,215680,387.74974727630615,1763260446.0855963
2318,0.0,0.00017027650028467178,,,0.518892228603363,0.0010036053135991096,0.0003833342343568802,-1.5108356475830078,0.00021114975970704108,0.009807772003114223,597.0,216320,388.42677307128906,1763260446.762622
2322,0.0,0.00017004608525894582,,,0.5821019411087036,0.0003961939364671707,0.004579348489642143,-0.1842505931854248,0.00367120373994112,-0.0026974156498908997,597.0,216704,388.87273383140564,1763260447.2085829
2324,0.0,0.00016989247524179518,,,0.5788198709487915,0.0002659931778907776,0.005631705746054649,0.22696590423583984,0.0001222719147335738,-0.0015552174299955368,598.0,216960,389.12176728248596,1763260447.4576163
2329,0.0,0.0001695852552074939,,,0.5615890026092529,0.0005228128284215927,-0.011201493442058563,-0.4193023443222046,0.00015580456238240004,0.006501365453004837,598.0,217472,389.7301595211029,1763260448.0660086
2339,,,500.0,500.0,,,,,,,,218437,390.78717041015625,1763260449.1230195
2343,0.0,0.00016874040011316538,,,0.6056347489356995,0.00018387753516435623,-0.006226232275366783,-0.3732033967971802,0.00020799825142603368,-0.00979027058929205,599.0,218880,391.3393819332123,1763260449.675231
2348,0.0,0.0001684331800788641,,,0.5681131482124329,0.00012077484279870987,-0.005087228491902351,-0.5299903154373169,7.978296343935654e-05,-0.004174712114036083,600.0,219392,391.89749932289124,1763260450.2333484
2354,,,500.0,500.0,,,,,,,,219937,392.52183198928833,1763260450.857681
2363,0.0,0.00016751151997596025,,,0.5688620805740356,0.00012919865548610687,-0.002582043409347534,-0.10610044002532959,5.278838216327131e-05,0.000551493838429451,601.0,220928,393.6017384529114,1763260451.9375875
2389,0.0,0.00016597541980445385,,,0.5630818605422974,0.0003067580983042717,0.0067244283854961395,0.1278800368309021,0.00020496468641795218,0.00458023976534605,603.0,223488,396.6688938140869,1763260455.0047429
2394,0.0,0.00016566819977015257,,,0.511970579624176,0.0002183886244893074,0.0032783914357423782,-0.07190966606140137,9.60604302235879e-05,0.0028515392914414406,603.0,224000,397.40881276130676,1763260455.7446618
2409,0.0,0.00016474653966724873,,,0.47771623730659485,0.0001834779977798462,-0.001875806599855423,-0.25907647609710693,0.00015352685295511037,0.004713352769613266,605.0,225536,399.15125346183777,1763260457.4871025
2426,0.0,0.00016374807455576956,,,0.5641698241233826,9.941402822732925e-05,-0.004570949822664261,-0.0009493827819824219,0.0040910374373197556,-0.0019995877519249916,606.0,227200,401.0993392467499,1763260459.4351883
2430,0.0,0.0001635176595300436,,,0.5204159617424011,0.0005177855491638184,0.0004918947815895081,1.4483928680419922e-05,293.1775207519531,-0.001265527680516243,606.0,227584,401.5220477581024,1763260459.8578968
2449,,,500.0,500.0,,,,,,,,229541,404.2983937263489,1763260462.6342428
2465,0.0,0.00016136713384184986,,,0.5353885889053345,0.0014373641461133957,-0.020172705873847008,-2.5153160095214844e-05,0.0007991403108462691,0.00630674883723259,608.0,231168,406.57041907310486,1763260464.9062681
2491,0.0,0.00015975422866176814,,,0.4835239350795746,0.0014195619150996208,-0.008697896264493465,0.02487391233444214,8.614399848738685e-05,-0.0018765153363347054,608.0,233856,410.81048941612244,1763260469.1463385
2493,,,500.0,500.0,,,,,,,,234041,411.0439279079437,1763260469.379777
2506,0.0,0.0001588325685588643,,,0.5776078701019287,0.0006071086972951889,-0.007781699299812317,-0.02222609519958496,1.9440349205979146e-05,-0.002770945429801941,609.0,235392,412.6648738384247,1763260471.000723
2514,0.0,0.00015837173850741237,,,0.5059905052185059,1.5803612768650055e-05,-5.899369716644287e-05,1.8477439880371094e-06,0.011075139045715332,-0.0003686370328068733,610.0,236160,413.57794857025146,1763260471.9137976
2515,0.0,0.00015829493349883705,,,0.5004803538322449,9.93385910987854e-05,-0.003930419683456421,-0.17523610591888428,0.001806991407647729,0.0017146524041891098,610.0,236288,413.72037076950073,1763260472.0562198
2520,0.0,0.00015798771346453577,,,0.5432015061378479,7.875263690948486e-05,-0.002561114728450775,0.41055768728256226,0.00013068727275822312,0.00613059476017952,610.0,236800,414.3059413433075,1763260472.6417904
2533,0.0,0.00015721966337878257,,,0.5561150312423706,0.00012946873903274536,-0.004197675734758377,-5.1975250244140625e-05,562.3980102539062,0.0005112458020448685,611.0,238080,415.7776668071747,1763260474.1135159
2540,0.0,0.00015675883332733065,,,0.5390974283218384,0.001232570968568325,-0.0033829808235168457,-0.1930915117263794,0.00011009018635377288,-0.012579723261296749,612.0,238848,416.63723516464233,1763260474.9730842
2547,,,500.0,500.0,,,,,,,,239541,417.3856885433197,1763260475.7215376
2570,0.0,0.00015491551312152296,,,0.5464373230934143,0.0002666618674993515,0.0005340874195098877,0.04864501953125,0.00020137993851676583,0.010250896215438843,614.0,241920,419.97754073143005,1763260478.3133898
2571,,,500.0,500.0,,,,,,,,242041,420.0300612449646,1763260478.3659103
2576,,,500.0,500.0,,,,,,,,242541,420.6032712459564,1763260478.9391203
2577,0.0,0.00015453148807864636,,,0.5357361435890198,0.00014442577958106995,0.0006737746298313141,2.5212764739990234e-05,220.18130493164062,0.005049725994467735,615.0,242560,420.71644830703735,1763260479.0522974
2608,0.0,0.00015261136286426336,,,0.4851433038711548,0.001334034837782383,0.005695495754480362,0.09773898124694824,0.00018784312123898417,0.008383474312722683,618.0,245760,424.0520353317261,1763260482.3878844
2610,,,500.0,500.0,,,,,,,,245934,424.213091135025,1763260482.5489402
2630,0.0,0.0001513056777184829,,,0.5797376036643982,0.00011595617979764938,-0.0029832832515239716,-9.179115295410156e-06,451.86798095703125,0.0003340514376759529,619.0,247936,426.4073734283447,1763260484.7432225
2636,0.0,0.0001509216526756063,,,0.5417189598083496,0.00021586939692497253,-0.005273938179016113,-0.2908395528793335,0.00022066140081733465,0.0020799338817596436,620.0,248576,427.18944668769836,1763260485.5252957
2646,0.0,0.00015030721260700375,,,0.5711182951927185,0.00015031266957521439,-0.0016023367643356323,-0.31254279613494873,0.0001798653247533366,-0.004964129067957401,621.0,249600,428.32760071754456,1763260486.6634498
2647,,,500.0,500.0,,,,,,,,249671,428.3663911819458,1763260486.7022402
2648,0.0,0.00015023040759842843,,,0.5530140995979309,0.0001371540129184723,-0.0010441094636917114,-0.0001291036605834961,509.5531005859375,0.002229815348982811,621.0,249728,428.48232412338257,1763260486.8181732
2668,0.0,0.00014900154201313853,,,0.5778569579124451,0.00017659086734056473,0.0033239200711250305,-0.0001068115234375,486.893310546875,-0.003796766512095928,622.0,251776,430.6663634777069,1763260489.0022125
2673,0.0,0.00014869432197883725,,,0.5387967228889465,0.00020198430866003036,0.0027487091720104218,-0.00011706352233886719,250.1092529296875,-0.0014978600665926933,623.0,252288,431.22422552108765,1763260489.5600746
2683,0.0,0.0001480798819102347,,,0.5893722772598267,0.0004032282158732414,0.010525733232498169,-0.10656881332397461,0.0041081602685153484,-0.003668992780148983,624.0,253312,432.3302116394043,1763260490.6660607
2687,0.0,0.00014784946688450873,,,0.5522018074989319,0.00017559714615345,0.0018976107239723206,7.778406143188477e-05,360.6077880859375,5.381181836128235e-06,624.0,253696,432.7737817764282,1763260491.1096308
2689,0.0,0.0001476958568673581,,,0.5096250772476196,5.081482231616974e-05,0.002237575128674507,-0.8417308330535889,0.00023322700872085989,0.0036454573273658752,624.0,253952,433.07207465171814,1763260491.4079237
2692,0.0,0.00014754224685020745,,,0.5778872966766357,0.00022345688194036484,-0.0018167831003665924,-2.3603439331054688e-05,305.0587463378906,0.0026468606665730476,624.0,254208,433.3269109725952,1763260491.66276
2732,0.0,0.0001450844865757972,,,0.5742005705833435,0.0005886955186724663,0.010663673281669617,0.0636523962020874,0.004204176366329193,-0.00899322796612978,627.0,258304,437.852356672287,1763260496.1882057
2752,0.0,0.00014385560643859208,,,0.5948644876480103,0.0003580823540687561,-0.005388602614402771,0.013628959655761719,0.0036424866411834955,-0.0045507438480854034,629.0,260352,440.0853660106659,1763260498.421215
2757,0.0,0.0001435483864042908,,,0.5094988346099854,0.000722602941095829,0.0053555928170681,0.1447056531906128,0.004992987960577011,0.004711228422820568,629.0,260864,440.66425704956055,1763260499.000106
2772,0.0,0.00014262672630138695,,,0.5765835046768188,0.00012789852917194366,-0.0023907367140054703,-0.19177556037902832,0.003311401465907693,0.0020049363374710083,630.0,262400,442.6964123249054,1763260501.0322614
2782,0.0,0.0001420122862327844,,,0.5397929549217224,0.0003226669505238533,0.0011853724718093872,0.07049345970153809,0.0010984153486788273,0.0017082812264561653,631.0,263424,443.8607382774353,1763260502.1965873
2783,0.005859375,0.00014193548122420907,,,0.5230264663696289,0.0017887372523546219,-0.008991837501525879,0.026397764682769775,6.845196185167879e-05,-0.017446402460336685,631.0,263552,443.9896562099457,1763260502.3255053
2793,0.0,0.0001413210411556065,,,0.5475208759307861,0.00021188054233789444,-0.0014690645039081573,-0.01641082763671875,0.00010066680260933936,-0.0006450852379202843,631.0,264576,445.1905052661896,1763260503.5263543
2824,,,500.0,500.0,,,,,,,,267671,448.6629991531372,1763260506.9988482
2843,0.0,0.00013832564582116902,,,0.5726690292358398,5.49759715795517e-05,-0.0007540136575698853,-0.061260223388671875,0.0002819661167450249,-0.00020374730229377747,635.0,269568,450.79425954818726,1763260509.1301086
2857,,,208.0,208.0,,,,,,,,270857,452.2497601509094,1763260510.5856092
2882,0.0,0.00013602151011582464,,,0.4987053871154785,0.000104573555290699,0.0038771256804466248,0.0001442432403564453,177.17327880859375,0.005042518489062786,638.0,273408,454.9223072528839,1763260513.2581563
2890,0.0,0.0001354838750557974,,,0.5260488986968994,0.00010107550770044327,0.0010771006345748901,0.060374915599823,0.00010050860873889178,-0.0037635108456015587,638.0,274304,455.83922815322876,1763260514.1750772
2911,,,500.0,500.0,,,,,,,,276357,458.03955841064453,1763260516.3754075
2935,,,500.0,500.0,,,,,,,,278857,460.72120666503906,1763260519.0570557
2949,0.0,0.00013187403965275735,,,0.585254430770874,0.0008519366383552551,-0.010879546403884888,-0.5339139699935913,0.0001399883913109079,-0.005163982510566711,643.0,280320,462.3622372150421,1763260520.6980863
2960,,,500.0,500.0,,,,,,,,281357,463.5158281326294,1763260521.8516772
2975,0.0,0.00013033793948125094,,,0.5578851699829102,0.00018372945487499237,-0.001013152301311493,-3.314018249511719e-05,294.12225341796875,-0.0005733054131269455,644.0,282880,465.21379590034485,1763260523.549645
2989,,,500.0,500.0,,,,,,,,284357,466.7784731388092,1763260525.1143222
2997,0.0,0.00012895544932689518,,,0.5541824698448181,7.392838597297668e-05,0.0002663172781467438,0.12195205688476562,0.0001256216346519068,0.003379926085472107,646.0,285184,467.75784063339233,1763260526.0936897
3011,0.0,0.00012811059423256665,,,0.4977487325668335,0.00017428677529096603,-0.0033773649483919144,-0.7656517028808594,0.003673403989523649,0.0019486872479319572,647.0,286592,469.3366491794586,1763260527.6724982
3051,0.0,0.00012565284851007164,,,0.48588263988494873,0.00025986041873693466,-0.0067916810512542725,0.132523775100708,0.00027890069759450853,-0.0007279058918356895,649.0,290688,473.7687017917633,1763260532.1045508
3053,,,500.0,500.0,,,,,,,,290857,473.9428565502167,1763260532.2787056
3066,0.0,0.0001247311884071678,,,0.510371744632721,0.0003155069425702095,-0.0022005513310432434,0.14271706342697144,0.00010635360376909375,-0.007670843042433262,650.0,292224,475.51670837402344,1763260533.8525574
3070,0.0,0.00012450077338144183,,,0.4819091260433197,4.745647311210632e-05,0.0016301237046718597,-0.06068408489227295,0.001792869996279478,0.0025767050683498383,650.0,292608,475.95108914375305,1763260534.2869382
3083,0.0,0.00012373272329568863,,,0.5441303849220276,1.1465512216091156e-05,-0.0006519630551338196,4.464387893676758e-05,354.326904296875,0.0009728493168950081,651.0,293888,477.34463334083557,1763260535.6804824
3098,0.0,0.00012281106319278479,,,0.5075564980506897,6.117857992649078e-05,0.0015395916998386383,0.00012362003326416016,272.7191467285156,0.0005393829196691513,652.0,295424,479.02103209495544,1763260537.3568811
3103,0.0,0.0001225038431584835,,,0.538119912147522,1.4906749129295349e-05,0.0003958567976951599,6.157159805297852e-05,176.85604858398438,0.0016219411045312881,653.0,295936,479.5946350097656,1763260537.930484
3127,0.0,0.00012104454799555242,,,0.4773664176464081,2.150796353816986e-05,0.00043504498898983,-9.167194366455078e-05,259.00177001953125,0.0011883582919836044,654.0,298368,482.16111612319946,1763260540.4969652
3129,0.0,0.00012089093797840178,,,0.5761638879776001,0.0002950085327029228,-0.0023816563189029694,-0.0660254955291748,6.247966666705906e-05,-0.0021789083257317543,654.0,298624,482.44557428359985,1763260540.7814233
3141,,,500.0,500.0,,,,,,,,299857,483.6697723865509,1763260542.0056214
3143,0.0,0.00012004608288407326,,,0.5850633382797241,0.0002239299938082695,-0.006609583273530006,-0.047582268714904785,0.0036079275887459517,-0.005264819599688053,655.0,300032,483.8901581764221,1763260542.2260072
3146,,,500.0,500.0,,,,,,,,300357,484.17031598091125,1763260542.506165
3161,,,500.0,500.0,,,,,,,,301857,485.773464679718,1763260544.1093137
3170,0.0,0.00011835637269541621,,,0.5524564981460571,0.0004809712991118431,-0.003398194909095764,-0.03637862205505371,0.00014472610200755298,-0.007844212464988232,658.0,302848,486.7008640766144,1763260545.0367131
3183,0.0,0.00011758832260966301,,,0.537330150604248,0.00010599754750728607,-0.0015730708837509155,-0.010107278823852539,0.00017301816842518747,-0.002659318968653679,659.0,304128,487.9312844276428,1763260546.2671335
3188,0.0,0.00011728110257536173,,,0.5914278030395508,0.00017550028860569,0.0010663028806447983,0.07104599475860596,0.00023886362032499164,0.005345107987523079,659.0,304640,488.37831687927246,1763260546.714166
3217,,,500.0,500.0,,,,,,,,307509,490.9462881088257,1763260549.2821372
3224,0.0,0.00011513056961121038,,,0.5401169061660767,0.0002394542098045349,-0.004605218768119812,-0.03673386573791504,0.003582706907764077,-0.002817181870341301,662.0,308224,491.63840675354004,1763260549.9742558
3247,0.0,0.00011374807945685461,,,0.5750406980514526,9.047333151102066e-05,-5.446001887321472e-05,2.086162567138672e-05,148.248291015625,-0.0040914202108979225,664.0,310528,493.718031167984,1763260552.0538802
3250,0.0,0.00011351766443112865,,,0.5876877307891846,1.0672025382518768e-05,4.7150999307632446e-05,0.21031183004379272,0.00013392260007094592,0.00013279449194669724,664.0,310912,494.0525698661804,1763260552.388419
3252,0.0,0.00011344085942255333,,,0.6047686338424683,7.33332708477974e-05,0.004496380686759949,-8.344650268554688e-07,392.1722717285156,-0.0001814933493733406,665.0,311040,494.19724774360657,1763260552.5330968
3255,0.0,0.00011321044439682737,,,0.5692811608314514,0.0002156086266040802,0.0060775261372327805,0.08032149076461792,0.0001560141536174342,-0.0040983278304338455,665.0,311424,494.5371763706207,1763260552.8730254
3259,0.0,0.00011298002937110141,,,0.5811552405357361,0.00015050452202558517,-0.005566626787185669,-0.04300224781036377,0.00016552081797271967,0.0001522274687886238,665.0,311808,494.8758101463318,1763260553.2116592
3272,0.0,0.0001122119792853482,,,0.5370662212371826,6.805267184972763e-05,0.0009757280349731445,0.00012218952178955078,90.37288665771484,-0.0006158770993351936,666.0,313088,496.04311752319336,1763260554.3789666
3275,0.0,0.00011198156425962225,,,0.5738541483879089,0.0003391942009329796,-0.009351588785648346,0.23985826969146729,0.00011391766020096838,-0.00043352600187063217,667.0,313472,496.4139759540558,1763260554.749825
3276,,,500.0,500.0,,,,,,,,313509,496.4276111125946,1763260554.7634602
3296,0.0,0.00011075269139837474,,,0.5448665618896484,8.358899503946304e-05,0.000896841287612915,-2.276897430419922e-05,207.9757843017578,0.0025032823905348778,668.0,315520,498.2418580055237,1763260556.577707
3299,0.0,0.0001105990813812241,,,0.5198853015899658,8.32732766866684e-05,0.000149603933095932,0.00017839670181274414,345.66290283203125,-0.00097726471722126,668.0,315776,498.50308060646057,1763260556.8389297
3338,0.0,0.00010821812611538917,,,0.5661522150039673,0.00015106983482837677,0.002118930220603943,-0.03351306915283203,0.0001863511570263654,0.00012386217713356018,672.0,319744,502.07710361480713,1763260560.4129527
3351,0.0,0.00010745007602963597,,,0.49024930596351624,9.78708267211914e-05,-0.002162560820579529,0.24182522296905518,0.003195974975824356,0.0012247320264577866,673.0,321024,503.2263774871826,1763260561.5622265
3357,0.0,0.00010706605098675936,,,0.6269614696502686,0.0004968643188476562,0.002778341993689537,-0.11628305912017822,0.00024401856353506446,-0.005075713619589806,673.0,321664,503.8186557292938,1763260562.1545048
