losses/approx_kl,losses/explained_variance,charts/SPS,_step,losses/clipfrac,losses/value_loss,charts/episodic_return,charts/learning_rate,_timestamp,global_step,charts/episodic_length,losses/entropy,losses/old_approx_kl,losses/policy_loss,_runtime
0.0032956860959529877,0.916496753692627,488.0,664,0.001953125,4.752725601196289,,0.0002701997000258416,1763260187.0892985,49792,,0.5961703658103943,0.002488340251147747,-0.00018446147441864014,128.61872243881226
,,,684,,,320.0,,1763260190.5744534,51529,320.0,,,,132.1038773059845
0.00023701786994934082,-0.3661543130874634,488.0,689,0.0,1.3742616176605225,,0.00026889401488006115,1763260191.5960546,51968,,0.6473371386528015,0.005960790440440178,-0.0014335140585899353,133.12547850608826
,,,698,,,384.0,,1763260193.2507284,52813,384.0,,,,134.78015232086182
0.0011012433096766472,0.005500912666320801,488.0,702,0.0,1.1791646480560303,,0.00026812596479430795,1763260194.2134387,53248,,0.584697425365448,0.006343265064060688,-0.0008407225832343102,135.74286270141602
0.0021146247163414955,0.0007382631301879883,488.0,707,0.0,210.1020050048828,500.0,0.00026781874476000667,1763260195.3103676,53760,500.0,0.6293748617172241,0.024031784385442734,0.00473419576883316,136.83979153633118
,,,729,,,175.0,,1763260199.380696,55748,175.0,,,,140.91012001037598
,,,757,,,500.0,,1763260205.212079,58427,500.0,,,,146.7415030002594
,,,762,,,500.0,,1763260206.3170998,58927,500.0,,,,147.84652376174927
,,,767,,,500.0,,1763260207.4135118,59427,500.0,,,,148.94293570518494
0.00021048448979854584,0.27138352394104004,485.0,775,0.0,0.2262750118970871,,0.00026390168932266533,1763260209.3051894,60288,,0.5417443513870239,-0.0011639483273029327,0.0013524740934371948,150.83461332321167
0.0004436615854501724,-0.539291501045227,485.0,788,0.0,0.1469271332025528,,0.00026313363923691213,1763260212.058582,61568,,0.5355331897735596,0.0015303660184144974,0.008818801492452621,153.58800601959229
3.062468022108078e-05,-0.25154733657836914,485.0,789,0.0,0.12167925387620926,,0.0002630568342283368,1763260212.3219812,61696,,0.6022324562072754,0.005425316281616688,0.0005471128970384598,153.8514051437378
3.7886202335357666e-05,-2.314206838607788,484.0,797,0.0,0.11324550956487656,,0.0002625960041768849,1763260214.0381348,62464,,0.5541529059410095,0.001575881615281105,4.8041343688964844e-05,155.56755876541138
0.0006958432495594025,-0.001125931739807129,484.0,806,0.0,359.5955810546875,,0.00026205836911685765,1763260215.9635708,63360,,0.5071712732315063,0.0032550301402807236,-0.001985207200050354,157.49299478530884
,,,815,,,500.0,,1763260217.9048145,64306,500.0,,,,159.4342384338379
,,,863,,,500.0,,1763260228.446203,69211,500.0,,,,169.9756269454956
0.00020621716976165771,-0.017781853675842285,482.0,872,0.0,0.0003029009676538408,,0.0002579877036623657,1763260230.564155,70144,,0.48901990056037903,6.265565752983093e-05,-0.0032501034438610077,172.09357905387878
0.002554166130721569,-0.3665410280227661,482.0,876,0.0,0.00039032919448800385,,0.0002577572886366397,1763260231.3972645,70528,,0.5158013105392456,0.013985897414386272,-0.011578880250453949,172.92668843269348
0.0007822047919034958,0.0018603205680847168,480.0,916,0.0,351.59912109375,,0.0002553763333708048,1763260240.100669,74496,,0.4952622652053833,-0.0010300353169441223,0.009094830602407455,181.6300928592682
0.0020216740667819977,-0.5300860404968262,480.0,922,0.0,0.005930185317993164,,0.0002549923083279282,1763260241.491014,75136,,0.5151675343513489,0.006476273760199547,-0.013561634346842766,183.02043795585632
,,,930,,,500.0,,1763260243.1766737,75944,500.0,,,,184.70609760284424
0.0009088264778256416,0.059867680072784424,480.0,938,0.0,0.00044718667049892247,,0.000253993843216449,1763260245.0860476,76800,,0.4655425548553467,0.003916536457836628,-0.0002772510051727295,186.6154716014862
0.0012782756239175797,0.00032901763916015625,480.0,941,0.00390625,101.42385864257812,,0.0002538402331992984,1763260245.6341307,77056,,0.500184178352356,0.005749866366386414,0.0009651202708482742,187.1635546684265
0.002086975611746311,0.022244572639465332,480.0,942,0.001953125,0.00418609706684947,,0.00025376342819072306,1763260245.8981504,77184,,0.443727046251297,0.002810426987707615,0.0038168244063854218,187.42757439613342
0.0001323837786912918,0.2885749340057373,480.0,948,0.0,0.0001254565577255562,,0.00025337940314784646,1763260247.270539,77824,,0.5510820746421814,-0.002915443852543831,0.004872117191553116,188.79996299743652
,,,974,,,500.0,,1763260252.9395092,80444,500.0,,,,194.46893310546875
0.0010804077610373497,-0.0001577138900756836,479.0,980,0.0,324.6551818847656,,0.0002514593070372939,1763260254.3337123,81024,,0.5263798832893372,-0.007724798284471035,0.010669849812984467,195.8631362915039
0.0002545015886425972,-0.00045096874237060547,478.0,985,0.0,181.6192626953125,,0.00025115208700299263,1763260255.4377491,81536,,0.4840526282787323,-0.002106708474457264,4.203617572784424e-05,196.96717309951782
0.0007970193400979042,0.00047457218170166016,478.0,995,0.0,102.77363586425781,,0.00025053764693439007,1763260257.6362789,82560,,0.538759708404541,0.002254144288599491,-0.01373022049665451,199.16570281982422
0.0017102044075727463,-0.14053118228912354,478.0,997,0.001953125,0.00030598475132137537,,0.00025038403691723943,1763260258.1437945,82816,,0.5003270506858826,-0.010962912812829018,0.005609903484582901,199.67321848869324
0.0035110535100102425,0.10592693090438843,481.0,1015,0.001953125,0.0004148632870055735,,0.0002492319617886096,1763260261.2529933,84736,,0.5132245421409607,-0.00753385853022337,-0.020504789426922798,202.78241729736328
0.0021082479506731033,-0.12114214897155762,482.0,1020,0.001953125,0.0006012314697727561,,0.00024892474175430834,1763260261.916619,85248,,0.5021100640296936,0.008665569126605988,-0.002456076443195343,203.44604301452637
0.0010065166279673576,0.05117833614349365,483.0,1031,0.0,0.00022899889154359698,,0.00024823349667713046,1763260263.8636208,86400,,0.519247829914093,-0.009048019535839558,0.0023830458521842957,205.3930447101593
0.0010871468111872673,0.009944319725036621,484.0,1050,0.0,0.00022317578259389848,,0.00024708142154850066,1763260267.5604289,88320,,0.5002889633178711,-0.011834572069346905,-0.0010616220533847809,209.089852809906
0.0003321981057524681,-0.8398892879486084,484.0,1053,0.0,0.0037979595363140106,,0.00024692781153135,1763260268.055496,88576,,0.4837294816970825,-0.004037939943373203,0.005913883447647095,209.5849199295044
0.0013148710131645203,-0.7840341329574585,484.0,1058,0.001953125,0.004018820356577635,,0.00024662059149704874,1763260269.020844,89088,,0.5538740158081055,-0.006383795291185379,-0.014995623379945755,210.5502679347992
0.00026637502014636993,-0.00027740001678466797,487.0,1082,0.0,436.806884765625,,0.00024516129633411765,1763260272.7703187,91520,,0.5253845453262329,-0.0026087872684001923,0.00699508935213089,214.29974269866943
0.0007434310391545296,-0.18634545803070068,488.0,1083,0.0,0.00293788337148726,,0.00024508449132554233,1763260272.9138274,91648,,0.5583047866821289,0.0045280130580067635,-0.0038497671484947205,214.44325137138367
,,,1091,,,500.0,,1763260273.88976,92444,500.0,,,,215.41918396949768
0.0011540446430444717,-2.3365020751953125e-05,490.0,1106,0.005859375,462.14215087890625,,0.00024370200117118657,1763260276.803007,93952,,0.5771663188934326,0.001362781971693039,-0.003682166337966919,218.33243083953857
0.00045279040932655334,-0.28259336948394775,490.0,1118,0.0,0.0004336410202085972,,0.00024293395108543336,1763260279.3381763,95232,,0.5112098455429077,0.0026692990213632584,-0.008669046685099602,220.86760020256042
,,,1125,,,500.0,,1763260280.6265564,95944,500.0,,,,222.15598034858704
0.0014548273757100105,0.1667667031288147,489.0,1133,0.0,0.0005454160855151713,,0.00024201229098252952,1763260282.9482481,96768,,0.6058669686317444,-0.002940698526799679,0.00659584254026413,224.47767210006714
,,,1145,,,500.0,,1763260284.5501778,97944,500.0,,,,226.07960176467896
0.000455428846180439,0.00016134977340698242,494.0,1164,0.0,306.6470031738281,,0.00024009216576814651,1763260287.2307055,99968,,0.5283833742141724,0.017111338675022125,-0.0027893856167793274,228.7601294517517
0.0004127882421016693,-0.04789304733276367,495.0,1165,0.0,0.002899015787988901,,0.0002400153607595712,1763260287.3799803,100096,,0.560141921043396,-0.003966100513935089,0.004390120506286621,228.9094042778015
0.0011100191622972488,0.056198835372924805,496.0,1172,0.0,0.00010062290675705299,,0.00023955453070811927,1763260288.2653396,100864,,0.5760298371315002,-0.002408929169178009,-0.015725361183285713,229.79476356506348
0.00034654419869184494,-0.1492328643798828,498.0,1181,0.0,0.0007366593927145004,,0.00023901689564809203,1763260289.3644881,101760,,0.536203145980835,0.004102529026567936,0.005040094256401062,230.89391207695007
0.0004514651373028755,0.16832685470581055,499.0,1186,0.0,0.00036404456477612257,,0.00023870967561379075,1763260290.0231898,102272,,0.5447435975074768,0.008216540329158306,-0.004121370613574982,231.55261373519897
0.00035271234810352325,-0.014712333679199219,499.0,1197,0.0,8.344423258677125e-05,,0.00023801843053661287,1763260292.227939,103424,,0.6042512655258179,0.004125276580452919,0.0019386112689971924,233.75736284255981
0.0005687987431883812,-0.00017917156219482422,499.0,1213,0.0,180.55410766601562,,0.00023709677043370903,1763260295.2983053,104960,,0.5890661478042603,-0.00017996784299612045,-0.008669119328260422,236.8277292251587
0.0005931062623858452,-0.004683732986450195,499.0,1215,0.0,0.00023896541097201407,,0.00023694316041655838,1763260295.788562,105216,,0.5580006837844849,-0.011548773385584354,-0.004297468811273575,237.31798601150513
0.001067635603249073,0.2981230616569519,499.0,1226,0.0,0.00013455565203912556,,0.0002362519153393805,1763260298.0099227,106368,,0.5129191875457764,-0.022530056536197662,0.008334577083587646,239.5393466949463
0.0002276841551065445,-0.0844196081161499,499.0,1230,0.0,0.0005683597410097718,,0.00023602150031365454,1763260298.772456,106752,,0.5670841932296753,-0.0015730224549770355,-0.0009714048355817795,240.3018798828125
0.00024341512471437454,0.2906262278556824,499.0,1234,0.0,0.004117499105632305,,0.00023579108528792858,1763260299.555735,107136,,0.621813952922821,0.004308733157813549,0.000765722244977951,241.08515906333923
0.0007747514173388481,0.012680292129516602,500.0,1245,0.0,0.0007095070322975516,,0.0002350998402107507,1763260301.7434895,108288,,0.5586066246032715,0.002392747439444065,-0.010517966002225876,243.27291345596313
0.0014849109575152397,0.13002145290374756,501.0,1254,0.001953125,0.003849409054964781,,0.00023456220515072346,1763260303.066135,109184,,0.5631306767463684,0.004239271394908428,-0.003335876390337944,244.59555888175964
5.92963770031929e-05,-0.014142870903015137,503.0,1271,0.0,0.0039086476899683475,,0.00023356375459115952,1763260305.3443215,110848,,0.6061623096466064,-0.0003573251888155937,0.0011716196313500404,246.87374544143677
,,,1299,,,500.0,,1763260309.0242252,113711,500.0,,,,250.553649187088
,,,1339,,,500.0,,1763260314.0506425,117516,500.0,,,,255.58006644248962
0.0003683455288410187,-2.6464462280273438e-05,513.0,1340,0.0,149.8048095703125,,0.00022949308913666755,1763260314.2024546,117632,,0.5633054971694946,-0.0032866299152374268,0.000950980931520462,255.73187851905823
1.0516494512557983e-05,-0.6692955493927002,515.0,1349,0.0,0.008221029303967953,,0.000228878649068065,1763260315.3870857,118656,,0.5121557712554932,-2.5972723960876465e-05,-0.00030650198459625244,256.9165096282959
0.0008596237748861313,0.0007387995719909668,516.0,1363,0.0,425.2405090332031,,0.00022803379397373646,1763260317.4295468,120064,,0.5677580237388611,0.00646604411303997,-0.01219955738633871,258.958970785141
0.0010338248685002327,-0.9369518756866455,517.0,1365,0.0,0.001224774052388966,,0.00022788018395658582,1763260317.8246117,120320,,0.5433767437934875,0.006522004492580891,-0.004806973040103912,259.354035615921
0.001140771433711052,0.039088428020477295,517.0,1370,0.001953125,0.00028155266772955656,,0.00022757296392228454,1763260318.7469418,120832,,0.5566155910491943,0.009159911423921585,-0.01596206985414028,260.2763657569885
0.00032953452318906784,-0.05776214599609375,517.0,1380,0.0,0.0005035191425122321,,0.00022695852385368198,1763260320.5084796,121856,,0.5003589391708374,-0.005707078613340855,0.002831369638442993,262.037903547287
2.4872832000255585e-05,-0.3184962272644043,517.0,1381,0.0,8.976356184575707e-05,,0.00022688171884510666,1763260320.73027,121984,,0.5525116920471191,0.0012986371293663979,0.0009461883455514908,262.2596938610077
6.459187716245651e-05,-7.903575897216797e-05,518.0,1388,0.0,315.517578125,,0.00022649769380223006,1763260321.8834798,122624,,0.5114473700523376,-0.0005462067201733589,0.0018762052059173584,263.41290378570557
0.0006871363148093224,-0.14718377590179443,518.0,1395,0.0,0.0003578831674531102,,0.00022603686375077814,1763260323.2238953,123392,,0.5173107385635376,-0.007071838714182377,-0.014461614191532135,264.75331926345825
0.007736748084425926,-0.3429313898086548,518.0,1399,0.021484375,0.00019445139332674444,,0.00022580644872505218,1763260323.964709,123776,,0.44667068123817444,0.022725528106093407,-0.028572186827659607,265.49413299560547
0.0020566964522004128,-0.034699082374572754,518.0,1405,0.005859375,0.00017204234609380364,,0.00022542242368217558,1763260325.0895538,124416,,0.5144230127334595,0.014096664264798164,0.0002745315432548523,266.6189777851105
0.0010192478075623512,-9.202957153320312e-05,520.0,1432,0.0,273.700927734375,,0.00022380951850209385,1763260329.221586,127104,,0.5103205442428589,0.007195771671831608,-0.018775351345539093,270.7510099411011
0.00013765692710876465,0.01931452751159668,520.0,1433,0.0,0.004121354315429926,,0.00022373271349351853,1763260329.449359,127232,,0.535627543926239,-0.00029718317091464996,-0.004538834095001221,270.9787828922272
,,,1455,,,500.0,,1763260332.9272945,129516,500.0,,,,274.4567184448242
0.0014826664701104164,-6.532669067382812e-05,522.0,1456,0.0,268.04571533203125,,0.00022235022333916277,1763260333.0544746,129536,,0.58879554271698,0.0022819945588707924,0.01126718521118164,274.5838985443115
0.00043452437967061996,-0.08806014060974121,522.0,1457,0.0,0.004908659495413303,,0.00022227341833058745,1763260333.182856,129664,,0.5448954701423645,0.006220350973308086,0.0026123635470867157,274.7122800350189
1.6808509826660156e-05,-1.430511474609375e-06,529.0,1514,0.0,350.607421875,,0.00021881720749661326,1763260340.7572756,135424,,0.5314853191375732,0.0011538509279489517,-0.00109100341796875,282.2866995334625
,,,1521,,,294.0,,1763260341.8837142,136184,294.0,,,,283.4131381511688
0.00010677427053451538,0.05808335542678833,530.0,1525,0.0,0.00013209047028794885,,0.00021812596241943538,1763260342.7530642,136576,,0.5094935894012451,0.0045867785811424255,-0.0008101677522063255,284.2824881076813
0.00014723371714353561,0.00011211633682250977,530.0,1527,0.0,313.8677062988281,,0.00021804915741086006,1763260343.0205276,136704,,0.4835631251335144,-0.0007218131795525551,-0.000904567539691925,284.5499515533447
0.002055581659078598,-0.22334980964660645,530.0,1529,0.0,0.0007226956658996642,,0.00021789554739370942,1763260343.431908,136960,,0.532840371131897,9.26535576581955e-05,-7.893890142440796e-05,284.96133184432983
0.00013481080532073975,0.2923615574836731,530.0,1534,0.0,0.00028748114709742367,,0.00021758832735940814,1763260344.3202014,137472,,0.49046459794044495,0.0028943177312612534,0.0015509221702814102,285.8496253490448
,,,1536,,,500.0,,1763260344.5764222,137684,500.0,,,,286.1058461666107
3.995280712842941e-05,-0.03866863250732422,530.0,1543,0.0,0.003985049668699503,,0.0002170506922993809,1763260345.9662566,138368,,0.5768067240715027,0.0010028919205069542,-0.00044640060514211655,287.4956805706024
0.00011758413165807724,-2.148550033569336,530.0,1545,0.0,0.0002885579888243228,,0.00021689708228223026,1763260346.3874094,138624,,0.48456835746765137,0.0017944788560271263,-0.0017400234937667847,287.9168334007263
,,,1546,,,500.0,,1763260346.434576,138684,500.0,,,,287.96399998664856
0.00013578031212091446,-0.29276978969573975,532.0,1558,0.0,0.005177316255867481,,0.00021612903219647706,1763260348.1084304,139904,,0.5038583278656006,-0.00011014845222234726,-0.001944262534379959,289.63785433769226
0.0005829650908708572,-0.28106236457824707,532.0,1559,0.0,0.0002841835666913539,,0.00021605222718790174,1763260348.2637796,140032,,0.5078604817390442,-0.004572669044137001,-0.0057672858238220215,289.7932035923004
0.00032570306211709976,-0.06315052509307861,532.0,1563,0.0,0.004008297808468342,,0.00021582181216217577,1763260348.7645571,140416,,0.5664024353027344,-0.0037131132557988167,-0.007008746266365051,290.29398107528687
,,,1566,,,500.0,,1763260349.0970898,140684,500.0,,,,290.6265137195587
0.0009366590529680252,-0.21888339519500732,535.0,1588,0.0,3.7930585676804185e-05,,0.00021420890698209405,1763260352.5121439,143104,,0.5584583282470703,0.0022505298256874084,-0.0072389282286167145,294.0415678024292
,,,1589,,,500.0,,1763260352.562163,143184,500.0,,,,294.0915870666504
0.0006065070629119873,0.1328379511833191,535.0,1597,0.0,0.00055563950445503,,0.0002136712719220668,1763260354.1305344,144000,,0.5591936707496643,0.0063910167664289474,-0.0027043893933296204,295.65995836257935
0.002038215287029743,0.5309687852859497,535.0,1607,0.0,0.0006428270135074854,,0.00021305683185346425,1763260355.9149532,145024,,0.5163665413856506,0.01767590641975403,-0.030133381485939026,297.4443771839142
,,,1609,,,500.0,,1763260356.1902575,145184,500.0,,,,297.71968150138855
0.00033041834831237793,0.00013178586959838867,535.0,1610,0.0,336.1800842285156,,0.0002129032218363136,1763260356.3883393,145280,,0.5387738347053528,0.005680019035935402,0.0019111931324005127,297.9177632331848
0.0002208314836025238,-0.6736606359481812,535.0,1612,0.0,0.0003364263684488833,,0.00021274961181916296,1763260356.747423,145536,,0.5096485614776611,9.329989552497864e-05,0.0006781145930290222,298.27684688568115
0.0025885747745633125,0.3767399191856384,537.0,1626,0.0,0.0005824055406264961,,0.00021190475672483444,1763260358.411401,146944,,0.5226817727088928,0.007430597208440304,-0.022469284012913704,299.94082498550415
,,,1638,,,215.0,,1763260359.7639692,147991,215.0,,,,301.2933931350708
5.85801899433136e-06,0.7130469679832458,543.0,1687,0.0,14.765340805053711,,0.00020883257093373686,1763260364.7477837,152064,,0.4762510359287262,-0.000855814665555954,-0.0004265718162059784,306.27720761299133
0.00021316949278116226,0.6970551013946533,545.0,1732,0.0,96.01826477050781,,0.0002066820306936279,1763260370.4255626,155648,,0.4797435700893402,-0.005071480758488178,0.0037357136607170105,311.9549865722656
2.781301736831665e-05,0.4630770683288574,546.0,1745,0.0,204.64308166503906,,0.00020606759062502533,1763260372.0711305,156672,,0.5255902409553528,0.002331305295228958,0.0010737720876932144,313.60055446624756
,,,1753,,,240.0,,1763260373.3490245,157412,240.0,,,,314.8784484863281
0.00045145396143198013,0.8338512182235718,545.0,1754,0.0,69.30333709716797,,0.0002056067605735734,1763260373.565286,157440,,0.47486555576324463,-0.0004414385184645653,-0.006654970347881317,315.09470987319946
3.2825395464897156e-05,0.7924991250038147,545.0,1765,0.0,132.1254119873047,,0.00020499232050497085,1763260375.440111,158464,,0.5060366988182068,4.620291292667389e-05,-0.002074737101793289,316.9695348739624
,,,1768,,,405.0,,1763260375.8959773,158804,405.0,,,,317.4254012107849
,,,1777,,,263.0,,1763260377.2693872,159554,263.0,,,,318.7988111972809
,,,1818,,,415.0,,1763260382.683122,163333,415.0,,,,324.2125458717346
