losses/approx_kl,losses/explained_variance,charts/SPS,_step,losses/clipfrac,losses/value_loss,charts/episodic_return,charts/learning_rate,_timestamp,global_step,charts/episodic_length,losses/entropy,losses/old_approx_kl,losses/policy_loss,_runtime
,,,0,,,,,1763260084.3487575,0,,,,,25.87818145751953
,,,7,,,16.0,,1763260085.2482605,125,16.0,,,,26.777684450149536
,,,33,,,24.0,,1763260085.7621717,578,24.0,,,,27.291595697402954
,,,41,,,23.0,,1763260085.9160714,763,23.0,,,,27.44549536705017
,,,47,,,35.0,,1763260086.0585127,881,35.0,,,,27.587936639785767
,,,64,,,62.0,,1763260087.1145527,1447,62.0,,,,28.64397668838501
,,,74,,,53.0,,1763260087.672638,1749,53.0,,,,29.202061891555786
,,,77,,,73.0,,1763260087.8767593,1898,73.0,,,,29.40618324279785
7.634237408638e-05,0.022294998168945312,668.0,88,0.0,73.91242218017578,,0.00029861752409487963,1763260088.8278096,2432,,0.6291458010673523,7.614865899085999e-05,-0.0026295967400074005,30.35723352432251
0.002949588932096958,0.12422895431518555,676.0,102,0.03515625,70.60527038574219,,0.0002980798890348524,1763260090.1092744,3328,,0.5685673952102661,-0.0188748836517334,0.04268623888492584,31.63869833946228
,,,104,,,71.0,,1763260090.1893659,3441,71.0,,,,31.71878981590271
0.001267196610569954,0.25188207626342773,604.0,133,0.0,71.08143615722656,,0.00029677420388907194,1763260094.2972798,5504,,0.5584816336631775,0.0003884602338075638,0.010636426508426666,35.826703786849976
,,,147,,,208.0,,1763260096.952468,6425,208.0,,,,38.48189187049866
0.0015062903985381126,-0.37889158725738525,535.0,149,0.0,67.6008071899414,,0.00029608295881189406,1763260097.6231322,6656,,0.5881068110466003,0.0033032065257430077,0.003114268183708191,39.15255618095398
,,,150,,,337.0,,1763260097.7268925,6762,337.0,,,,39.25631642341614
0.00016303826123476028,0.13986825942993164,517.0,155,0.0,39.995941162109375,,0.0002958525437861681,1763260098.7810783,7040,,0.556955099105835,-0.00223561841994524,0.0001703202724456787,40.31050229072571
4.427041858434677e-05,0.012413561344146729,512.0,157,0.0,49.80832290649414,,0.0002957757387775928,1763260099.175826,7168,,0.5684108734130859,-0.0003724144771695137,-0.0014717429876327515,40.70525002479553
3.986898809671402e-05,-0.042159080505371094,497.0,172,0.0,55.640953063964844,,0.0002950844937004149,1763260101.9068158,8320,,0.606156587600708,0.001628822647035122,6.816163659095764e-05,43.43623971939087
0.0002906816080212593,0.11403357982635498,487.0,195,0.0,58.128379821777344,,0.00029416283359751105,1763260105.408757,9856,,0.5806405544281006,-0.0012996578589081764,-0.001911446452140808,46.938180923461914
5.2862800657749176e-05,0.004896938800811768,485.0,203,0.0,46.64580154418945,,0.00029377880855463445,1763260106.8061268,10496,,0.5905373096466064,-0.0018349522724747658,0.003979131579399109,48.3355507850647
3.27620655298233e-05,0.026215434074401855,486.0,213,0.0,49.69027328491211,,0.0002932411734946072,1763260108.5847042,11392,,0.5970648527145386,-0.0033460166305303574,0.0002111084759235382,50.11412811279297
3.966037184000015e-05,0.021586835384368896,486.0,217,0.0,48.53556823730469,,0.00029301075846888125,1763260109.4115975,11776,,0.6169034242630005,-0.0007298542186617851,-0.0005927979946136475,50.94102144241333
,,,228,,,351.0,,1763260111.5319133,12830,351.0,,,,53.06133723258972
2.682674676179886e-05,0.015232443809509277,485.0,233,0.0,43.995914459228516,,0.0002921659033745527,1763260112.343234,13184,,0.5835345983505249,-0.0029407916590571404,0.003534022718667984,53.872658014297485
4.750397056341171e-05,-9.953975677490234e-05,483.0,251,0.0,42.546234130859375,,0.0002912442432716489,1763260115.6242635,14720,,0.5563046336174011,0.00043082889169454575,-0.0007024239748716354,57.153687477111816
,,,259,,,36.0,,1763260117.0354922,15455,36.0,,,,58.564916133880615
,,,265,,,347.0,,1763260118.1072946,15951,347.0,,,,59.63671851158142
0.0008054906502366066,0.17478519678115845,482.0,273,0.0,35.45773696899414,,0.0002901689731515944,1763260119.4304109,16512,,0.5907809734344482,-0.0035640737041831017,-0.0001436173915863037,60.959834814071655
0.00019328203052282333,0.4682082533836365,482.0,274,0.0,34.30802536010742,,0.0002900921681430191,1763260119.6461802,16640,,0.6016160845756531,-0.004305276088416576,-0.0008246004581451416,61.17560410499573
,,,292,,,311.0,,1763260122.447693,18061,311.0,,,,63.97711706161499
6.99404627084732e-05,0.48865455389022827,489.0,321,0.0,60.219932556152344,,0.0002878648228943348,1763260126.7372687,20352,,0.5696966648101807,0.002960173413157463,-0.0027142316102981567,68.26669263839722
0.0016210880130529404,0.0034512877464294434,490.0,327,0.0,23.90891456604004,,0.0002875576028600335,1763260127.6933587,20864,,0.5556933283805847,-0.0026520080864429474,-0.007531153038144112,69.22278261184692
8.518155664205551e-05,0.397482693195343,491.0,330,0.0,44.55065155029297,,0.00028740399284288287,1763260128.1660767,21120,,0.5593118071556091,-0.0008929753676056862,-0.003669463098049164,69.69550061225891
7.843505591154099e-05,0.5039596557617188,492.0,332,0.0,22.28672981262207,,0.00028725038282573223,1763260128.6334116,21376,,0.5408492684364319,-0.0006164321675896645,0.0036407560110092163,70.16283559799194
0.00041864998638629913,0.008680522441864014,493.0,337,0.0,26.75940704345703,,0.00028694316279143095,1763260129.5060725,21888,,0.5744865536689758,0.0008017458021640778,0.0041722990572452545,71.03549647331238
1.0686926543712616e-05,0.1975419521331787,495.0,340,0.0,24.166414260864258,,0.0002867895527742803,1763260129.895374,22144,,0.5954947471618652,3.956351429224014e-05,-0.0001907944679260254,71.42479801177979
,,,370,,,144.0,,1763260135.0087934,24685,144.0,,,,76.53821730613708
0.00040282122790813446,0.7740336060523987,491.0,375,0.0,21.22199249267578,,0.00028502303757704794,1763260136.2207017,25088,,0.56415855884552,-0.002917058765888214,-0.00255449116230011,77.75012564659119
0.0016402555629611015,-0.1332871913909912,487.0,396,0.0,17.26767921447754,,0.0002837941574398428,1763260140.8933582,27136,,0.5283575057983398,0.0032380158081650734,-0.009202733635902405,82.42278218269348
0.0008254051208496094,0.40153366327285767,489.0,425,0.0,12.285573959350586,,0.0002821044472511858,1763260146.3275268,29952,,0.6173154711723328,-0.008613178506493568,-0.003959871828556061,87.8569507598877
8.163508027791977e-05,0.1004440188407898,489.0,441,0.0,54.04623031616211,,0.00028133639716543257,1763260148.9612978,31232,,0.5965588688850403,0.0005860952660441399,-0.0025647617876529694,90.49072170257568
2.7350150048732758e-05,-0.010662078857421875,489.0,450,0.0,11.183926582336426,,0.00028087556711398065,1763260150.4994245,32000,,0.6167028546333313,-0.0016257865354418755,-0.00039343908429145813,92.02884840965271
,,,471,,,162.0,,1763260153.9387372,33724,162.0,,,,95.46816110610962
,,,481,,,220.0,,1763260155.7236452,34624,220.0,,,,97.25306916236877
0.0015522297471761703,0.0009409785270690918,490.0,490,0.0,130.27505493164062,,0.000278801831882447,1763260157.4386916,35456,,0.5536249279975891,0.012187907472252846,-0.018277734518051147,98.96811556816101
,,,504,,,318.0,,1763260159.9244874,36829,318.0,,,,101.45391130447388
,,,515,,,255.0,,1763260161.969963,37879,255.0,,,,103.49938702583313
0.0001523355022072792,0.0024948716163635254,492.0,530,0.0,4.898829460144043,,0.0002765744866337627,1763260164.770021,39168,,0.5463050603866577,-0.00459549855440855,-0.0021529421210289,106.29944491386414
4.620105028152466e-05,-0.007237672805786133,492.0,539,0.0,4.400025367736816,,0.00027603688067756593,1763260166.5341153,40064,,0.5939674377441406,0.00012692809104919434,0.00044329091906547546,108.0635392665863
0.0015628114342689514,0.35031211376190186,492.0,547,0.0,65.32439422607422,,0.000275576050626114,1763260168.0330346,40832,,0.611857533454895,0.009817687794566154,-0.00938715785741806,109.56245851516724
,,,555,,,428.0,,1763260169.5514834,41726,428.0,,,,111.08090734481812
8.549541234970093e-07,0.009192407131195068,493.0,559,0.0,174.91885375976562,,0.00027488480554893613,1763260170.296708,41984,,0.6058669686317444,0.00011202506721019745,-3.135949373245239e-05,111.82613205909729
0.0002801390364766121,0.017269909381866455,492.0,568,0.0,372.4671630859375,,0.00027450078050605953,1763260171.7362828,42624,,0.5791586637496948,0.004602045752108097,0.003819093108177185,113.26570677757263
3.9258040487766266e-05,0.011888504028320312,491.0,595,0.0,51.48820114135742,,0.0002731950953602791,1763260176.2953825,44800,,0.5783149003982544,-0.0007356656715273857,0.0029490888118743896,117.82480645179749
,,,612,,,187.0,,1763260179.1694582,46280,187.0,,,,120.69888210296631
,,,614,,,169.0,,1763260179.4951293,46449,169.0,,,,121.0245532989502
,,,630,,,94.0,,1763260181.7982738,47442,94.0,,,,123.32769775390625
0.0002838829532265663,0.9282491207122803,489.0,636,0.0,38.949317932128906,,0.0002714285801630467,1763260182.6625783,47744,,0.6279059052467346,0.007502428255975246,0.004274848848581314,124.19200229644775
0.0002525774762034416,0.9262874126434326,489.0,640,0.0,19.209365844726562,,0.0002712749701458961,1763260183.2330687,48000,,0.5956949591636658,0.003763263113796711,0.0028514787554740906,124.76249265670776
,,,650,,,201.0,,1763260184.6753633,48642,201.0,,,,126.2047872543335
