_step,_timestamp,charts/episodic_return,losses/approx_kl,charts/SPS,losses/entropy,losses/value_loss,losses/explained_variance,losses/clipfrac,_runtime,global_step,losses/old_approx_kl,losses/policy_loss,charts/learning_rate,charts/episodic_length
471,1763260154.1188111,,0.00011475197970867157,477.0,0.5624486804008484,11.219959259033203,0.037835657596588135,0.0,95.65531301498413,32896,-0.0026909317821264267,0.009190931916236877,0.0002803379320539534,
481,1763260155.5505092,162.0,,,,,,,97.0870110988617,33590,,,,162.0
490,1763260157.27805,,3.107823431491852e-06,477.0,0.5604493618011475,202.4669647216797,-0.05733227729797363,0.0,98.81455183029175,34432,-0.0002103867009282112,-0.0004175342619419098,0.00027941627195104957,
504,1763260159.9871807,,0.008241541683673859,479.0,0.5509862303733826,184.37374877929688,0.15246766805648804,0.025390625,101.52368259429932,35840,0.007954901084303856,-0.03947947174310684,0.00027857141685672104,
515,1763260161.6614494,246.0,,,,,,,103.1979513168335,36653,,,,246.0
530,1763260164.429365,,0.00013558845967054367,479.0,0.5162656903266907,4.96648645401001,0.9517446160316467,0.0,105.96586680412292,38016,0.0013405987992882729,0.0014432277530431747,0.0002772657317109406,
539,1763260165.9866025,,6.755255162715912e-05,480.0,0.5562052130699158,6.0785722732543945,0.034175336360931396,0.0,107.523104429245,38784,0.0020635053515434265,-0.004276461899280548,0.0002768049016594887,
547,1763260167.3494284,288.0,,,,,,,108.88593029975891,39451,,,,288.0
555,1763260168.7009637,,3.650877624750137e-05,479.0,0.5382130146026611,3.4379770755767822,0.8637299537658691,0.0,110.2374656200409,40064,-0.002234221436083317,0.0008321776986122131,0.00027603688067756593,
559,1763260169.3185055,,4.8335641622543335e-06,479.0,0.5330255627632141,129.70375061035156,0.7147256731987,0.0,110.85500741004944,40320,0.0005260109901428223,-0.0003296881914138794,0.0002758832706604153,
568,1763260170.7273111,,0.0002585519105195999,479.0,0.5130389332771301,2.798386573791504,0.9107644557952881,0.0,112.26381301879883,40960,-0.0002117939293384552,0.0029980652034282684,0.0002754992456175387,
595,1763260175.2034514,,0.004447325132787228,477.0,0.5760189294815063,69.52442932128906,0.814451277256012,0.0078125,116.73995327949524,43008,-0.0010155374184250832,0.0208749920129776,0.00027427036548033357,
612,1763260178.0111651,,6.743799895048141e-05,477.0,0.5580170154571533,6.184762954711914,0.8520147204399109,0.0,119.54766702651978,44288,0.0027987370267510414,-0.0017589852213859558,0.00027350231539458036,
614,1763260178.33121,358.0,,,,,,,119.86771178245544,44540,,,,358.0
630,1763260181.2789664,,0.0009350832551717758,477.0,0.5534959435462952,2.619631052017212,0.5841193199157715,0.001953125,122.81546831130981,45824,-0.002749776467680931,-0.0019960589706897736,0.0002725806552916765,
636,1763260182.5386622,,0.0010026460513472557,477.0,0.5544099807739258,2.935431480407715,0.8087199926376343,0.0,124.07516407966614,46464,-0.0031415848061442375,-0.00816255435347557,0.0002721966302487999,
640,1763260183.1412094,,1.2004747986793518e-06,477.0,0.5837305188179016,96.22823333740234,0.2750401496887207,0.0,124.67771124839783,46720,7.753260433673859e-06,-0.0008463133126497269,0.0002720430202316493,
650,1763260184.9449813,,0.00040424615144729614,477.0,0.5897092819213867,0.995524525642395,0.9455587267875671,0.0,126.48148322105408,47616,0.0026507098227739334,-0.011239226907491684,0.00027150538517162204,
664,1763260187.2171066,405.0,,,,,,,128.7536084651947,48681,,,,405.0
684,1763260191.0294697,239.0,,,,,,,132.5659716129303,50470,,,,239.0
689,1763260192.0628066,,0.0005242917686700821,476.0,0.4460078775882721,220.8607940673828,0.0011390447616577148,0.0,133.59930849075317,50944,-0.004230489954352379,0.009520363062620163,0.0002695084549486637,
698,1763260193.9058223,,8.698739111423492e-05,476.0,0.5825263857841492,1.687221884727478,0.020469725131988525,0.0,135.44232416152954,51840,-0.004908852279186249,-0.0025292709469795227,0.00026897081988863647,
702,1763260194.7044885,,8.72090458869934e-06,476.0,0.521834671497345,1.6607179641723633,0.2855546474456787,0.0,136.24099040031433,52224,-0.0005988981574773788,-0.001866624690592289,0.0002687404048629105,
707,1763260195.7347496,,0.00020813941955566406,477.0,0.5398016571998596,1.3366265296936035,-0.03072047233581543,0.0,137.27125144004822,52736,0.0041783880442380905,-0.0009738747030496597,0.00026843318482860923,
729,1763260200.2078836,,4.522036761045456e-05,477.0,0.5816165208816528,1.0162780284881592,-0.10542869567871094,0.0,141.74438548088074,54912,-0.0027475645765662193,-0.003875516355037689,0.0002671274996828288,
757,1763260205.4033608,,0.0007559601217508316,477.0,0.5473241209983826,467.7203369140625,-0.021176576614379883,0.0,146.9398627281189,57344,-0.009620662778615952,0.013907067477703094,0.0002656682045198977,
762,1763260206.4206398,,2.4848617613315582e-05,477.0,0.6029456853866577,0.8948776125907898,0.11250293254852295,0.0,147.95714163780212,57856,-0.0013788184151053429,-0.0012633353471755981,0.0002653609844855964,
767,1763260207.4214447,,9.986851364374161e-05,477.0,0.5552018880844116,0.7885966897010803,-0.1816335916519165,0.0,148.95794653892517,58368,0.0015046736225485802,-0.004188217222690582,0.00026505376445129514,
775,1763260208.775329,458.0,,,,,,,150.31183099746704,59033,,,,458.0
788,1763260211.162714,,4.43262979388237e-05,477.0,0.5930152535438538,48.12062072753906,0.7525581121444702,0.01171875,152.69921588897705,60160,0.0005115391686558723,0.0033763274550437927,0.00026397849433124065,
789,1763260211.414599,,0.009036756120622158,477.0,0.5843347311019897,9.256034851074219,0.8883982300758362,0.04296875,152.95110082626343,60288,0.011786307208240032,0.04060251638293266,0.00026390168932266533,
797,1763260212.780173,,0.0015804553404450417,477.0,0.5472692251205444,0.3381846249103546,0.5271120071411133,0.0,154.31667494773865,60928,-0.0125397564843297,0.015854166820645332,0.00026351766427978873,
806,1763260214.3741183,,0.0007891375571489334,477.0,0.5699259042739868,0.19671012461185455,0.8575658202171326,0.0,155.91062021255493,61696,0.0010037422180175781,-0.014306718483567238,0.0002630568342283368,
815,1763260216.098117,,0.00020533055067062378,478.0,0.5665022134780884,0.19323308765888214,0.5754479169845581,0.0,157.63461899757385,62592,0.0003545023500919342,-0.0034387949854135513,0.00026251919916830957,
863,1763260225.3708916,,0.004628995433449745,480.0,0.484759122133255,258.75347900390625,-0.006110429763793945,0.01953125,166.90739345550537,67328,0.02034769020974636,0.016684167087078094,0.0002596774138510227,
872,1763260227.1861982,500.0,,,,,,,168.72270011901855,68306,,,,500.0
876,1763260228.1408947,,0.00034073274582624435,480.0,0.505502462387085,0.0005939805414527655,-0.6047577857971191,0.0,169.6773965358734,68736,0.002757652662694454,0.0030750632286071777,0.0002588325587566942,
916,1763260236.0456593,500.0,,,,,,,177.5821611881256,72740,,,,500.0
922,1763260237.3229144,,0.0009117145091295242,482.0,0.5000389814376831,258.208984375,0.00047093629837036133,0.0,178.85941624641418,73344,0.011046754196286201,0.004743780940771103,0.00025606757844798267,
930,1763260239.1207924,500.0,0.0006669098511338234,482.0,0.4623318910598755,433.0341491699219,-0.0003445148468017578,0.0,180.65729427337646,74240,-0.001789282076060772,0.004107911139726639,0.00025552994338795543,500.0
938,1763260240.8786747,,0.00038849469274282455,482.0,0.5095052719116211,8.1728256191127e-05,0.4498043656349182,0.0,182.41517663002014,75136,0.003276548348367214,-0.000960126519203186,0.0002549923083279282,
941,1763260241.4244623,,0.000776432454586029,482.0,0.5578609704971313,0.002965877763926983,0.2802145481109619,0.0,182.96096420288086,75392,-0.0032996758818626404,0.01326616108417511,0.00025483869831077754,
942,1763260241.6702373,,0.001015535555779934,482.0,0.5053611993789673,0.00042607943760231137,-0.018687129020690918,0.001953125,183.2067391872406,75520,0.010278883390128613,0.011105816811323166,0.0002547618933022022,
948,1763260242.9482033,,0.011728556826710701,482.0,0.4126273989677429,0.00038065214175730944,0.04224115610122681,0.09375,184.48470520973206,76160,-0.01629680022597313,-0.02511536329984665,0.0002543778682593256,
974,1763260248.0084713,500.0,,,,,,,189.5449731349945,78740,,,,500.0
980,1763260249.2966156,,0.0003250241279602051,483.0,0.4929261803627014,151.45343017578125,0.00011259317398071289,0.0,190.8331174850464,79360,-0.0064885057508945465,-0.009363515302538872,0.0002524577430449426,
985,1763260250.294987,,0.00014587398618459702,483.0,0.48997288942337036,0.003177108708769083,-0.27930760383605957,0.0,191.83148884773254,79872,0.003976381383836269,-0.003866489976644516,0.0002521505521144718,
995,1763260252.3492792,,0.0011514723300933838,484.0,0.45449164509773254,0.0041486481204628944,0.03246939182281494,0.0,193.8857810497284,80896,-0.009524311870336533,-0.004792873747646809,0.00025153611204586923,
997,1763260252.8431337,,0.0020603835582733154,484.0,0.5170377492904663,0.0001838557218434289,0.05614316463470459,0.005859375,194.37963557243347,81152,0.0033693667501211166,-0.01379813626408577,0.0002513825020287186,
1015,1763260256.368848,,0.00015509221702814102,484.0,0.5074629187583923,0.0035636667162179947,0.41896259784698486,0.0,197.9053499698639,82944,0.0010228091850876808,-0.0021625421941280365,0.0002503072319086641,
1020,1763260257.3716164,,0.00022143404930830002,484.0,0.5516535043716431,0.003984442446380854,0.2871866822242737,0.0,198.90811824798584,83456,-0.0031982501968741417,0.0030048228800296783,0.0002500000118743628,
1031,1763260259.404023,,9.140558540821075e-05,485.0,0.4906333088874817,222.89559936523438,0.002532064914703369,0.0,200.94052481651306,84480,0.0005074162036180496,0.00035837572067976,0.00024938557180576026,
1050,1763260261.9304652,500.0,,,,,,,203.46696710586548,86415,,,,500.0
1053,1763260262.3620515,,0.00028005335479974747,489.0,0.48860371112823486,0.0014904425479471684,-0.9788403511047363,0.0,203.89855337142944,86784,-0.0047654053196311,0.01015106588602066,0.0002480030816514045,
1058,1763260263.2023697,,0.0013964520767331123,490.0,0.5095074772834778,0.00047434400767087936,0.36496400833129883,0.001953125,204.73887157440186,87296,-4.6496279537677765e-05,-0.012717999517917633,0.0002476958616171032,
1083,1763260267.5386739,,0.0037122806534171104,492.0,0.5401663184165955,393.201904296875,0.0013223886489868164,0.001953125,209.0751757621765,89728,0.012355119921267033,-0.008342519402503967,0.00024623656645417213,
1091,1763260269.0774727,,0.0012779291719198227,492.0,0.5094859600067139,0.00022460473701357841,-0.28570127487182617,0.001953125,210.61397457122803,90624,0.0023010894656181335,0.00014321133494377136,0.0002456989313941449,
1106,1763260271.574976,,0.00024563539773225784,494.0,0.5141657590866089,0.0001459722698200494,0.16265565156936646,0.0,213.11147785186768,92160,-0.004910812713205814,-0.002708306536078453,0.00024477727129124105,
1118,1763260272.9538436,,0.0010176384821534157,497.0,0.5351700782775879,0.007245291024446487,0.32029563188552856,0.0,214.49034547805786,93312,0.008103187195956707,-0.0182967409491539,0.00024408602621406317,
1125,1763260273.8437574,,8.084811270236969e-06,498.0,0.49800124764442444,0.0002548170159570873,-0.373779296875,0.0,215.3802592754364,94080,0.0001245373860001564,-0.00037175416946411133,0.00024362519616261125,
1133,1763260275.0882678,,0.0006931023672223091,499.0,0.4145466089248657,0.00826240610331297,-0.17946064472198486,0.001953125,216.6247696876526,94848,-0.0008378243073821068,-0.0104402806609869,0.00024316436611115932,
1145,1763260277.4415283,,0.00851287879049778,500.0,0.4680083096027374,0.0001608871971257031,0.4752729535102844,0.021484375,218.97803020477295,96128,-0.024497421458363533,0.015664994716644287,0.00024239631602540612,
1164,1763260281.01119,,0.00044215191155672073,500.0,0.4094495475292206,0.0010972763411700726,-0.5354962348937988,0.0,222.547691822052,98048,0.00878304336220026,0.0010585635900497437,0.00024124424089677632,
1165,1763260281.5133142,,0.00043758004903793335,500.0,0.5126361846923828,0.0002790360595099628,-0.8862419128417969,0.0,223.0498161315918,98176,-0.0018392354249954224,-0.003589935600757599,0.000241167435888201,
1172,1763260282.8361578,,1.588091254234314e-05,500.0,0.4524364471435547,0.004809072706848383,0.3267163038253784,0.0,224.37265968322754,98816,0.001624053344130516,-0.0005975961685180664,0.0002407834108453244,
1181,1763260284.0662992,,0.0005705598741769791,501.0,0.4979403614997864,423.6182861328125,0.00040775537490844727,0.0,225.60280108451843,99712,-0.0031310953199863434,-0.007207542657852173,0.00024024577578529716,
1186,1763260284.6946688,,4.663318395614624e-05,502.0,0.4866357147693634,171.03433227539062,-4.279613494873047e-05,0.0,226.23117065429688,100224,0.0007057804614305496,0.0017314478754997253,0.00023993855575099587,
1197,1763260286.1094003,,0.0006050243973731995,504.0,0.4789162874221802,0.0061363400891423225,-0.7052193880081177,0.0,227.64590215682983,101376,0.0013810787349939346,0.0029654037207365036,0.000239247310673818,
1213,1763260288.1483214,,0.0041170381009578705,507.0,0.5082828402519226,0.0006480219890363514,-0.8239880800247192,0.015625,229.68482327461243,103040,0.012627240270376205,-0.008557118475437164,0.00023824884556233883,
1215,1763260288.3002288,500.0,,,,,,,229.83673071861267,103182,,,,500.0
1226,1763260289.6662204,,0.0002848030999302864,510.0,0.46323108673095703,0.005680730100721121,0.23035526275634766,0.0,231.2027223110199,104320,0.0024245260283350945,-0.0032990947365760803,0.00023748079547658563,
1230,1763260290.155065,,0.0016975775361061096,510.0,0.50031977891922,358.99700927734375,2.6941299438476562e-05,0.0,231.69156694412231,104704,0.002096131443977356,-0.0059035774320364,0.00023725038045085967,
1234,1763260290.8900445,500.0,,,,,,,232.42654633522034,105182,,,,500.0
1245,1763260293.0269644,,3.860238939523697e-05,511.0,0.46288609504699707,431.5809631347656,-0.00011169910430908203,0.0,234.5634663105011,106240,-0.0011975103989243507,-0.0017751064151525497,0.00023632872034795582,
1254,1763260294.641822,500.0,,,,,,,236.17832398414612,107182,,,,500.0
1271,1763260297.8820527,,6.427150219678879e-05,512.0,0.4486519694328308,0.0022532320581376553,-2.0145509243011475,0.0,239.41855454444885,108928,-0.0034442273899912834,0.000665813684463501,0.0002347158151678741,
1299,1763260302.6505435,,0.0015041446313261986,513.0,0.5176390409469604,0.0008300439803861082,-0.5826734304428101,0.0,244.18704533576965,111616,-0.014054090715944767,-0.01790972426533699,0.0002331029245397076,
1339,1763260307.8566415,,0.00048119109123945236,519.0,0.5413522720336914,0.00037295909714885056,-0.23912978172302246,0.0,249.39314341545105,115712,0.0036014867946505547,-0.002713210880756378,0.00023064516426529735,
1340,1763260308.0057652,,0.002593670040369034,519.0,0.5435189604759216,0.00018402212299406528,-0.4140036106109619,0.00390625,249.5422670841217,115840,0.006364820525050163,0.007062926888465881,0.00023056835925672203,
1349,1763260309.1379492,,0.00032802019268274307,521.0,0.5479106903076172,0.00037566281389445066,0.45182812213897705,0.0,250.6744511127472,116736,0.012733443640172482,-0.001978699117898941,0.0002300307241966948,
1363,1763260310.9217556,,0.0013373186811804771,523.0,0.45101040601730347,0.0007563498802483082,0.41559356451034546,0.0,252.45825743675232,118144,0.0015768753364682198,-0.006686888635158539,0.00022918586910236627,
1365,1763260311.1259818,500.0,,,,,,,252.6624836921692,118358,,,,500.0
1370,1763260311.7576869,500.0,,,,,,,253.29418873786926,118858,,,,500.0
1380,1763260312.9022593,500.0,,,,,,,254.43876123428345,119858,,,,500.0
1381,1763260313.0375862,,0.0012162839993834496,526.0,0.5536883473396301,379.3349609375,-0.0003216266632080078,0.0,254.57408809661865,119936,0.010755299590528011,-0.0027586594223976135,0.00022811059898231179,
1388,1763260313.923995,,0.0001525403931736946,527.0,0.5778014659881592,0.0002855560160242021,-0.22983646392822266,0.0,255.46049690246582,120704,-0.0008927164599299431,-0.001219509169459343,0.00022764976893085986,
1395,1763260314.70346,500.0,,,,,,,256.2399618625641,121358,,,,500.0
1399,1763260315.1544712,,0.0004923846572637558,529.0,0.609236478805542,0.0017469599843025208,-0.22467362880706787,0.0,256.6909730434418,121728,-0.010581543669104576,-0.0013012774288654327,0.0002270353288622573,
1405,1763260315.8894029,,0.0017233537510037422,530.0,0.5998898148536682,0.0005992849473841488,-0.31933438777923584,0.0,257.425904750824,122368,0.00521183293312788,0.011549875140190125,0.0002266513038193807,
1432,1763260320.2373037,,0.00021208543330430984,532.0,0.5906151533126831,242.69943237304688,-6.639957427978516e-05,0.0,261.77380561828613,125056,-0.0013164198026061058,0.005260448902845383,0.00022503839863929898,
1433,1763260320.4236596,,0.00010269228368997574,532.0,0.6074594855308533,0.0032872334122657776,-0.1584794521331787,0.0,261.960161447525,125184,0.0018558977171778679,0.00030477624386548996,0.00022496159363072366,
1455,1763260324.2536366,,0.00028812792152166367,532.0,0.5589458346366882,209.25491333007812,-0.00028574466705322266,0.0,265.7901384830475,127360,0.0025555389001965523,0.0006256550550460815,0.0002236559084849432,
1456,1763260324.4632926,,0.001729368232190609,532.0,0.5554635524749756,0.004890489857643843,-0.10884034633636475,0.00390625,265.9997944831848,127488,-0.01193519588559866,-0.002611123025417328,0.0002235791034763679,
1457,1763260324.6625376,,0.00010629557073116302,532.0,0.5196809768676758,0.00036853988422080874,-0.24987292289733887,0.0,266.1990394592285,127616,0.0038251783698797226,0.0009131263941526413,0.00022350229846779257,
1514,1763260333.3214269,,6.522238254547119e-05,537.0,0.5117508769035339,334.0856628417969,-5.364418029785156e-05,0.0,274.85792875289917,133376,0.00043194741010665894,0.001805223524570465,0.0002200460876338184,
1521,1763260334.2617798,,0.00036168936640024185,538.0,0.5029997825622559,0.0005635808920487761,0.021356165409088135,0.0,275.7982816696167,134144,-0.010270369239151478,-0.0017402488738298416,0.00021958525758236647,
1525,1763260334.7559836,,0.0004569459706544876,539.0,0.5645985007286072,0.0039644925855100155,-0.15731167793273926,0.0,276.29248547554016,134528,0.003844054415822029,-0.007575266063213348,0.0002193548425566405,
1527,1763260335.0149455,,0.0015526525676250458,539.0,0.49829450249671936,9.867848712019622e-05,-0.24038636684417725,0.0,276.55144739151,134784,0.006386399269104004,-0.00654572993516922,0.00021920123253948987,
1529,1763260335.1800342,,0.00048392824828624725,539.0,0.44766101241111755,77.79077911376953,0.00012046098709106445,0.0,276.71653604507446,134912,0.006451865658164024,-0.001611817628145218,0.00021912442753091455,
1534,1763260335.8359191,,0.00017692707479000092,540.0,0.4511663317680359,0.003440540749579668,0.1789277195930481,0.0,277.37242102622986,135424,-0.0061950478702783585,0.0022939592599868774,0.00021881720749661326,
1536,1763260336.116631,,0.0005798367783427238,540.0,0.4345022141933441,0.00017565493180882186,-0.7035993337631226,0.0,277.6531329154968,135680,0.001291501335799694,-0.00041546672582626343,0.00021866359747946262,
1543,1763260336.918667,,8.09505581855774e-06,541.0,0.5420539975166321,468.2470397949219,-1.6450881958007812e-05,0.0,278.45516896247864,136320,-0.0009759366512298584,-0.0001238808035850525,0.00021827957243658602,
1545,1763260337.2026029,,0.0029415078461170197,542.0,0.43686360120773315,0.000690657994709909,0.12304997444152832,0.001953125,278.7391047477722,136576,0.00958866998553276,-0.023126432672142982,0.00021812596241943538,
1546,1763260337.3418353,,0.0018302174285054207,542.0,0.5043327212333679,0.0001678307307884097,0.14088237285614014,0.001953125,278.8783371448517,136704,0.016029950231313705,0.0012063905596733093,0.00021804915741086006,
1558,1763260338.5890436,,0.0004127528518438339,544.0,0.46274876594543457,217.696044921875,0.0002300739288330078,0.0,280.125545501709,137856,0.008427396416664124,-0.0014920160174369812,0.00021735791233368218,
1559,1763260338.7317328,,0.00048611685633659363,544.0,0.5595066547393799,0.0042259059846401215,0.21297216415405273,0.0,280.26823472976685,137984,0.0004276260733604431,-0.001377493143081665,0.00021728110732510686,
1563,1763260339.2108362,,0.00043875258415937424,544.0,0.4620774984359741,248.85928344726562,-0.0001304149627685547,0.0,280.74733805656433,138368,-0.0028645293787121773,-0.000905090942978859,0.0002170506922993809,
1566,1763260339.858295,,0.00036066677421331406,544.0,0.5153483152389526,0.00015371193876489997,-0.05678713321685791,0.0,281.3947968482971,138752,0.006409398280084133,-0.00045618414878845215,0.00021682027727365494,
1588,1763260343.5445948,,0.0013933675363659859,545.0,0.5482745170593262,0.004380980972200632,0.37482255697250366,0.0,285.0810966491699,140928,-0.0013066316023468971,0.0018648139666765928,0.0002155145921278745,
1589,1763260343.75488,,0.0032519353553652763,545.0,0.5527905225753784,0.00024769039009697735,-1.0135648250579834,0.0078125,285.2913818359375,141056,-0.013272781856358051,0.002636076882481575,0.00021543778711929917,
1597,1763260345.1058369,,0.0012156963348388672,545.0,0.5237309336662292,356.9010314941406,-7.581710815429688e-05,0.0,286.6423387527466,141824,9.54940915107727e-05,-0.008506745100021362,0.00021497695706784725,
1607,1763260346.9005218,,0.00018988735973834991,545.0,0.530598521232605,212.62698364257812,9.274482727050781e-05,0.0,288.43702363967896,142848,0.0023688413202762604,6.729364395141602e-05,0.0002143625169992447,
1609,1763260347.2494366,,0.002817818894982338,546.0,0.5246320962905884,0.0001301389274885878,-0.10094857215881348,0.001953125,288.78593850135803,143104,-0.021240606904029846,0.004836715757846832,0.00021420890698209405,
1610,1763260347.3770065,,0.0013574045151472092,546.0,0.46293866634368896,0.00017621912411414087,-1.0613200664520264,0.00390625,288.91350841522217,143232,-0.004579152911901474,0.001782543957233429,0.00021413210197351873,
1612,1763260347.5460029,,0.00022762734442949295,546.0,0.5417522192001343,446.6492004394531,-0.00028395652770996094,0.0,289.0825047492981,143360,0.002523438073694706,-0.0005487948656082153,0.0002140552969649434,
1626,1763260349.2151515,500.0,,,,,,,290.75165343284607,144791,,,,500.0
1638,1763260350.7134926,,8.161459118127823e-05,550.0,0.5506331920623779,0.0004838335735257715,0.06294417381286621,0.0,292.2499945163727,146048,-0.0021881619468331337,0.003466866910457611,0.00021244239178486168,
