charts/episodic_return,_runtime,losses/clipfrac,global_step,losses/approx_kl,charts/episodic_length,losses/old_approx_kl,losses/value_loss,losses/policy_loss,charts/learning_rate,_step,losses/entropy,losses/explained_variance,_timestamp,charts/SPS
,46.97983121871948,0.0,10752,1.3538636267185211e-05,,-0.0003275284543633461,54.24457550048828,-0.0013465378433465958,0.0002936251985374838,203,0.6109591126441956,0.07410728931427002,1763260105.449798,520.0
69.0,48.4865505695343,,11508,,69.0,,,,,213,,,1763260106.9565175,
236.0,49.082772731781006,,11769,,236.0,,,,,217,,,1763260107.5527396,
221.0,51.00828409194946,,12588,,221.0,,,,,228,,,1763260109.478251,
87.0,51.857080698013306,,13012,,87.0,,,,,233,,,1763260110.3270476,
,55.090250968933105,0.0,14464,0.00039149075746536255,,0.00039985403418540955,55.9254035949707,0.0047400593757629395,0.0002913978532887995,251,0.58967524766922,0.0318790078163147,1763260113.5602179,502.0
,56.43488574028015,0.0,15104,9.741168469190598e-05,,0.0009117135778069496,45.820674896240234,-0.003157053142786026,0.0002910138282459229,259,0.5794367790222168,0.011272132396697998,1763260114.9048526,501.0
,57.668946743011475,0.0,15744,0.00024318136274814606,,-0.005088701844215393,38.71803665161133,0.004682086408138275,0.0002906298032030463,265,0.5811672210693359,0.0464324951171875,1763260116.1389136,502.0
289.0,59.04765057563782,,16510,,289.0,,,,,273,,,1763260117.5176175,
,59.26514720916748,0.0,16512,0.0002132263034582138,,0.004381667822599411,50.57586669921875,0.0008940771222114563,0.0002901689731515944,274,0.6095760464668274,0.2633269429206848,1763260117.735114,501.0
,62.443167209625244,0.0,18176,0.00015705451369285583,,-4.7264620661735535e-05,32.233375549316406,0.0009664632380008698,0.00028917050804011524,292,0.5923203825950623,0.0123557448387146,1763260120.913134,503.0
,67.17436623573303,0.0,20736,0.0005879467353224754,,0.005938519723713398,82.53580474853516,0.006382312625646591,0.00028763440786860883,321,0.5821760892868042,0.14890968799591064,1763260125.6443331,507.0
,68.05147385597229,0.015625,21248,0.0023021968081593513,,0.0006902432069182396,24.809894561767578,-0.005612965673208237,0.00028732718783430755,327,0.5583572387695312,0.10187786817550659,1763260126.5214407,509.0
,68.5412220954895,0.0,21504,9.537022560834885e-05,,3.048218786716461e-06,24.11442756652832,0.003928162157535553,0.0002871735778171569,330,0.5682440400123596,0.10013449192047119,1763260127.011189,509.0
,68.8078875541687,0.0,21632,0.002412707544863224,,0.017759568989276886,123.70469665527344,-0.00269964337348938,0.0002870967728085816,332,0.5308896899223328,0.06236809492111206,1763260127.2778544,509.0
272.0,69.5411536693573,,22083,,272.0,,,,,337,,,1763260128.0111206,
308.0,70.01365280151367,,22391,,308.0,,,,,340,,,1763260128.4836197,
403.0,75.18131613731384,,24983,,403.0,,,,,370,,,1763260133.651283,
,76.00957441329956,0.0,25344,6.441771984100342e-05,,-0.0015446115285158157,33.05622482299805,0.00360889732837677,0.0002848694275598973,375,0.4987649619579315,0.3022369146347046,1763260134.4795413,510.0
164.0,79.78887367248535,,26846,,164.0,,,,,396,,,1763260138.2588406,
,85.30184388160706,0.00390625,29440,0.00338047556579113,,0.01605289801955223,12.74122428894043,-0.005577884614467621,0.00028241166728548706,425,0.48286229372024536,0.14678841829299927,1763260143.7718108,499.0
,88.220463514328,0.0,30976,9.656883776187897e-05,,0.0037653930485248566,11.058704376220703,-0.009293217211961746,0.0002814900071825832,441,0.5079988241195679,0.4182589054107666,1763260146.6904304,500.0
,89.92305302619934,0.0,31872,0.00029490236192941666,,-0.0017355503514409065,8.568257331848145,0.009338689967989922,0.00028095237212255597,450,0.5287768840789795,0.6642671227455139,1763260148.39302,501.0
,93.86382699012756,0.013671875,33920,0.0066998787224292755,,-0.025752900168299675,5.772860050201416,0.036238111555576324,0.00027972349198535085,471,0.5480007529258728,0.8247823715209961,1763260152.3337939,502.0
,95.66584753990173,0.0,34816,0.0011364920064806938,,0.0036953454837203026,3.505640983581543,-0.005033522844314575,0.0002791858569253236,481,0.5130527019500732,0.973841667175293,1763260154.1358144,502.0
,97.43072462081909,0.0,35712,8.955597877502441e-06,,2.6989728212356567e-06,2.807962417602539,0.000573229044675827,0.00027864822186529636,490,0.5458335280418396,0.9393098950386047,1763260155.9006915,502.0
369.0,99.76399111747742,,36884,,369.0,,,,,504,,,1763260158.233958,
,101.74774241447449,0.0,37888,0.00019330065697431564,,-0.00529120396822691,52.24304962158203,0.003697749227285385,0.0002773425367195159,515,0.5624376535415649,0.010514676570892334,1763260160.2177093,502.0
,104.63725519180298,0.0,39424,7.432885468006134e-05,,-0.001550411805510521,3.3536338806152344,-0.003364942967891693,0.0002764208766166121,530,0.5114508867263794,0.2868102192878723,1763260163.107222,503.0
312.0,106.2012677192688,,40209,,312.0,,,,,539,,,1763260164.6712346,
,107.72580051422119,0.0078125,40960,0.000983402132987976,,0.011106373742222786,262.42401123046875,-0.0026565082371234894,0.0002754992456175387,547,0.5075596570968628,0.0077168941497802734,1763260166.1957674,503.0
,109.26362538337708,0.0,41728,0.0004455484449863434,,0.004474865272641182,86.82008361816406,0.0009829625487327576,0.00027503841556608677,555,0.612078070640564,-0.0006456375122070312,1763260167.7335923,503.0
500.0,109.99257898330688,,42226,,500.0,,,,,559,,,1763260168.4625459,
340.0,111.79364585876465,,43066,,340.0,,,,,568,,,1763260170.2636127,
,116.76156401634216,0.0,45440,0.000902852974832058,,0.005293301306664944,369.98101806640625,0.004263468086719513,0.0002728110703174025,595,0.5577488541603088,0.006598114967346191,1763260175.231531,502.0
,119.99323558807373,0.0,47104,5.1563605666160583e-05,,0.0011816807091236115,1.8262882232666016,-0.0013127364218235016,0.0002718126052059233,612,0.569400429725647,0.013011753559112549,1763260178.4632025,502.0
,120.29710578918457,0.0,47232,1.415889710187912e-05,,0.001343979500234127,181.4790496826172,-0.0029941052198410034,0.000271735800197348,614,0.5382178425788879,0.0003784298896789551,1763260178.7670727,502.0
,123.57742071151733,0.0,48896,0.0014543449506163597,,0.00213820394128561,1.3413071632385254,-0.013947799801826477,0.00027073733508586884,630,0.5113436579704285,0.028058767318725586,1763260182.0473876,502.0
,124.62886238098145,0.0,49408,0.00016132090240716934,,-0.003504904918372631,1.1698864698410034,-0.006408621557056904,0.00027043011505156755,636,0.5809811353683472,0.29687178134918213,1763260183.0988293,502.0
,125.39133214950562,0.0,49792,0.00026758667081594467,,-0.0010598665103316307,0.9935750961303711,-0.004695596173405647,0.0002701997000258416,640,0.5608504414558411,0.24259501695632935,1763260183.861299,502.0
,127.34499645233154,0.0,50816,4.88990917801857e-05,,0.0004183528944849968,0.786029040813446,0.0015909820795059204,0.00026958525995723903,650,0.6122859120368958,0.5208468437194824,1763260185.8149633,503.0
,130.15631890296936,0.0,52224,0.0006696190685033798,,0.0034803375601768494,0.5754452347755432,-0.009532559663057327,0.0002687404048629105,664,0.5263810157775879,-0.01834714412689209,1763260188.6262858,503.0
,133.8175859451294,0.001953125,54016,0.0033423975110054016,,-0.019630033522844315,2.7118749618530273,0.0013711825013160706,0.000267665134742856,684,0.5051040649414062,0.969505786895752,1763260192.2875528,502.0
404.0,134.66862297058105,,54469,,404.0,,,,,689,,,1763260193.1385899,
,136.6750521659851,0.0,55424,0.0012482209131121635,,-0.008835368789732456,0.23010675609111786,-0.012404493987560272,0.0002668202796485275,698,0.5747236013412476,0.46021318435668945,1763260195.145019,502.0
,137.47652649879456,0.0,55808,0.00011951755732297897,,-0.0013129403814673424,0.18913695216178894,-0.0029202233999967575,0.00026658986462280154,702,0.6304173469543457,-0.07788264751434326,1763260195.9464934,502.0
,138.52286529541016,0.0,56320,0.0017059147357940674,,-0.0039030611515045166,0.13953326642513275,-0.0063447169959545135,0.00026628264458850026,707,0.5263391137123108,0.23628228902816772,1763260196.9928322,502.0
,142.85219812393188,0.0,58496,0.0003732386976480484,,-0.00011394917964935303,328.9010925292969,-0.0015039816498756409,0.0002649769594427198,729,0.5426492094993591,-0.0002467632293701172,1763260201.322165,502.0
,148.2234947681427,0.005859375,61184,0.0031936606392264366,,0.023173291236162186,0.0020919619128108025,-0.0033167609944939613,0.0002633640542626381,757,0.4916740655899048,0.005892932415008545,1763260206.6934617,501.0
,149.22891306877136,0.0,61696,0.00015888549387454987,,-0.002805061638355255,0.0056938775815069675,0.005077175796031952,0.0002630568342283368,762,0.5362650156021118,0.0424962043762207,1763260207.69888,502.0
,150.22276782989502,0.005859375,62208,0.002421984449028969,,-0.0037200506776571274,0.0054370686411857605,-0.00014317966997623444,0.00026274961419403553,767,0.5538869500160217,-0.19385528564453125,1763260208.6927347,502.0
500.0,151.72334504127502,,63057,,500.0,,,,,775,,,1763260210.193312,
,154.45261549949646,0.0,64384,0.0034019360318779945,,-0.027098875492811203,0.000841112167108804,-0.0035493820905685425,0.0002614439290482551,788,0.4763829708099365,-0.15913760662078857,1763260212.9225824,502.0
,154.68838167190552,0.0,64512,0.00017941836267709732,,0.00469661969691515,0.0002027372975135222,0.002410639077425003,0.00026136712403967977,789,0.5664482712745667,0.13033849000930786,1763260213.1583486,502.0
,156.20026540756226,0.001953125,65280,0.0048440974205732346,,0.032045722007751465,0.004476845730096102,-0.041155871003866196,0.00026090629398822784,797,0.4501315951347351,0.7636450529098511,1763260214.6702323,502.0
,157.90946984291077,0.0,66176,0.00011178944259881973,,0.0012363018468022346,284.38970947265625,-0.0003799125552177429,0.0002603686589282006,806,0.5246299505233765,-0.00028967857360839844,1763260216.3794367,502.0
,159.65437388420105,0.0,67072,0.0006828922778367996,,-0.009386532008647919,296.6526184082031,-0.001531749963760376,0.00025983102386817336,815,0.5409031510353088,-0.00014543533325195312,1763260218.1243408,503.0
144.0,168.73116087913513,,71771,,144.0,,,,,863,,,1763260227.2011278,
,170.5181167125702,0.0,72576,0.0004625404253602028,,0.0002091461792588234,0.0042246016673743725,-0.0004776418209075928,0.0002565284084994346,872,0.5776808261871338,-0.017357468605041504,1763260228.9880836,503.0
,171.26408648490906,0.0,72960,0.0019941888749599457,,0.010466188192367554,0.007611346431076527,-0.026146410033106804,0.00025629799347370863,876,0.5512617826461792,-0.29205942153930664,1763260229.7340534,503.0
500.0,179.0553822517395,,77037,,500.0,,,,,916,,,1763260237.5253491,
,180.2733952999115,0.0,77568,0.00027867965400218964,,0.007273439317941666,283.8190612792969,8.609145879745483e-05,0.0002535330131649971,922,0.5109469294548035,-3.325939178466797e-05,1763260238.7433622,503.0
,181.95529413223267,0.005859375,78464,0.004488222301006317,,0.016404425725340843,0.00027142063481733203,-0.011832747608423233,0.00025299537810496986,930,0.5034855008125305,-0.27460432052612305,1763260240.425261,504.0
,183.45583963394165,0.0,79232,0.00044342782348394394,,-0.0012489473447203636,0.0036043934524059296,-0.0007622931152582169,0.00025253454805351794,938,0.5961066484451294,-0.016306161880493164,1763260241.9258065,504.0
500.0,183.9953489303589,,79537,,500.0,,,,,941,,,1763260242.4653158,
,184.24698328971863,0.0,79616,3.0327588319778442e-05,,-0.002115253359079361,293.3635559082031,-0.0011148378252983093,0.000252304133027792,942,0.5169793963432312,-0.00016105175018310547,1763260242.7169502,504.0
,185.45016145706177,0.0,80256,0.00015840213745832443,,-0.0030067982152104378,0.003507628571242094,-0.0021524354815483093,0.00025192013708874583,948,0.6244862675666809,0.07696819305419922,1763260243.9201283,504.0
500.0,190.48067426681519,,82846,,500.0,,,,,974,,,1763260248.9506412,
,191.76499271392822,0.0,83456,3.931298851966858e-05,,-0.0030883830040693283,330.7893981933594,-0.0009767413139343262,0.0002500000118743628,980,0.5266563892364502,-1.430511474609375e-05,1763260250.2349596,504.0
,192.76381421089172,0.0,83968,0.0005696797743439674,,0.001433677040040493,0.012304793111979961,0.00639006495475769,0.00024969279184006155,985,0.5590923428535461,0.00023949146270751953,1763260251.233781,504.0
,194.77179646492004,0.001953125,84992,0.002354350872337818,,-0.013374664820730686,0.003425206523388624,-0.017072957009077072,0.000249078351771459,995,0.5154778361320496,-0.39893054962158203,1763260253.2417634,504.0
,195.2612442970276,0.001953125,85248,0.002768987789750099,,0.012994498014450073,7.124226249288768e-05,0.006917640566825867,0.00024892474175430834,997,0.5923674702644348,0.019597530364990234,1763260253.7312112,504.0
,198.73729825019836,0.001953125,87040,0.0015506669878959656,,-0.005890006199479103,0.004060114733874798,-0.006239987909793854,0.00024784947163425386,1015,0.5133386850357056,-1.3433513641357422,1763260257.2072651,504.0
,199.73105096817017,0.0,87552,0.0005994774401187897,,-0.0007129646837711334,0.00489290663972497,-0.0025523342192173004,0.0002475422515999526,1020,0.547914981842041,0.23541831970214844,1763260258.2010179,504.0
,201.64804339408875,0.0,88704,0.0015983786433935165,,0.009307794272899628,0.0007118728826753795,-0.013731859624385834,0.0002468510065227747,1031,0.49983692169189453,-0.08149313926696777,1763260260.1180103,505.0
,202.0875813961029,0.0,89088,0.0009714560583233833,,0.010433598421514034,0.005797078832983971,0.007429976016283035,0.00024662059149704874,1035,0.568535327911377,-0.3881802558898926,1763260260.5575483,506.0
,203.71348452568054,0.005859375,90624,0.0032411860302090645,,-0.0071876561269164085,0.0007042647921480238,0.010766444727778435,0.0002456989313941449,1050,0.5356878042221069,0.14041471481323242,1763260262.1834514,510.0
,204.03715443611145,0.0,90880,0.00010264106094837189,,-0.00408688560128212,281.23358154296875,-0.0010037533938884735,0.00024554532137699425,1053,0.5319172739982605,-5.5670738220214844e-05,1763260262.5071213,511.0
,204.8899347782135,0.0,91392,0.0008689370006322861,,-0.0028596017509698868,76.21522521972656,0.010092772543430328,0.00024523810134269297,1058,0.4437510371208191,-0.0004134178161621094,1763260263.3599017,511.0
500.0,209.17425417900085,,93846,,500.0,,,,,1082,,,1763260267.644221,
,209.401052236557,0.0,93952,7.527228444814682e-05,,-0.0024779820814728737,421.89862060546875,0.003633018583059311,0.00024370200117118657,1083,0.5669705867767334,3.814697265625e-05,1763260267.8710191,513.0
500.0,210.76873517036438,,94846,,500.0,,,,,1091,,,1763260269.238702,
500.0,213.12803745269775,,96346,,500.0,,,,,1106,,,1763260271.5980043,
,214.39710187911987,0.0,97408,0.0010927952826023102,,-0.011974357068538666,658.4853515625,0.008231449872255325,0.00024162826593965292,1118,0.5098185539245605,0.0003066062927246094,1763260272.8670688,517.0
,215.25133609771729,0.001953125,98176,0.0019850321114063263,,0.004583325237035751,0.0005989013006910682,0.021350644528865814,0.000241167435888201,1125,0.5634145736694336,-0.08998501300811768,1763260273.721303,519.0
,216.39771962165833,0.0,98944,0.0012703407555818558,,0.011177733540534973,368.9654541015625,-0.009959746152162552,0.00024070660583674908,1133,0.5629627108573914,-3.600120544433594e-05,1763260274.8676865,520.0
,218.66041016578674,0.0,100224,0.00012554973363876343,,-0.0002705138176679611,0.0008236452122218907,-0.00016030855476856232,0.00023993855575099587,1145,0.5797140598297119,0.0037537813186645508,1763260277.130377,521.0
,222.02354669570923,0.0,102144,0.00017540249973535538,,-0.009388771839439869,0.0009431721991859376,-0.0013051629066467285,0.00023878648062236607,1164,0.5614744424819946,0.3644401431083679,1763260280.4935136,521.0
,222.30555129051208,0.0,102272,0.001949918456375599,,0.009156920947134495,8.459411037620157e-05,-0.02267717570066452,0.00023870967561379075,1165,0.48687344789505005,-0.06567490100860596,1763260280.7755182,521.0
,224.05576920509338,0.0,102912,0.0004922132939100266,,0.004469802603125572,404.9795227050781,0.001321587711572647,0.00023832565057091415,1172,0.5880638360977173,9.453296661376953e-05,1763260282.525736,520.0
500.0,225.36971926689148,,103884,,500.0,,,,,1181,,,1763260283.8396862,
500.0,225.92930388450623,,104384,,500.0,,,,,1186,,,1763260284.3992708,
,227.28314805030823,0.0,105472,0.0008719051256775856,,-0.010079802013933659,523.7321166992188,-0.007086394354701042,0.00023678955039940774,1197,0.5200991034507751,8.225440979003906e-06,1763260285.753115,524.0
500.0,229.1536169052124,,107097,,500.0,,,,,1213,,,1763260287.6235838,
,229.40916275978088,0.0,107264,0.0004148222506046295,,0.001900767907500267,0.005570816341787577,-0.0002720877528190613,0.00023571428027935326,1215,0.5474188923835754,-0.27496981620788574,1763260287.8791296,528.0
,230.68834829330444,0.0,108416,0.0006292080506682396,,0.0002321312204003334,0.0007335406844504178,-0.008699901401996613,0.00023502303520217538,1226,0.5416731834411621,-0.023099780082702637,1763260289.1583152,530.0
,231.14199495315552,0.0,108800,0.0004497841000556946,,-0.0007737390697002411,0.0034446611534804106,-0.006521943956613541,0.00023479262017644942,1230,0.5114450454711914,-0.009564995765686035,1763260289.6119618,531.0
,231.5886652469635,0.0,109184,0.000569833442568779,,-0.0009904652833938599,393.11529541015625,0.013897068798542023,0.00023456220515072346,1234,0.5058491826057434,0.00022739171981811523,1763260290.0586321,531.0
,233.60050749778748,0.0,110336,0.0009271930903196335,,-0.01008555106818676,0.003764838445931673,-0.01766672171652317,0.0002338709746254608,1245,0.4612036347389221,-0.08488726615905762,1763260292.0704744,532.0
,235.29241466522217,0.0,111232,0.0016009556129574776,,0.0038785887882113457,0.004236564971506596,-0.004218854010105133,0.00023333333956543356,1254,0.49716341495513916,-0.2638903856277466,1763260293.7623816,532.0
,238.39119482040405,0.0,113024,0.0002882396802306175,,-0.0005108239129185677,0.0001692993682809174,-0.008476503193378448,0.00023225806944537908,1271,0.5023384094238281,0.44484710693359375,1763260296.8611617,532.0
,243.45712637901306,0.0,115840,0.0008449479937553406,,0.0002460293471813202,0.00496939942240715,-0.006911098957061768,0.00023056835925672203,1299,0.5493320226669312,0.1423998475074768,1763260301.9270933,533.0
,248.63502740859985,0.0,119936,0.0016687558963894844,,-0.004060332663357258,0.00030975296976976097,-0.010219261050224304,0.00022811059898231179,1339,0.5750419497489929,-0.14468634128570557,1763260307.1049943,539.0
,248.7618272304535,0.0,120064,0.0004722587764263153,,0.000786827877163887,0.00010773094982141629,0.002275720238685608,0.00022803379397373646,1340,0.5753216743469238,0.132637619972229,1763260307.231794,539.0
51.0,249.6434986591339,,120754,,51.0,,,,,1349,,,1763260308.1134655,
500.0,251.4073781967163,,122208,,500.0,,,,,1363,,,1763260309.877345,
,251.7443709373474,0.0,122368,0.00019909720867872238,,-0.004722113721072674,0.0074801757000386715,0.0012303441762924194,0.0002266513038193807,1365,0.611809492111206,-0.09504687786102295,1763260310.2143378,542.0
,252.417471408844,0.0,122880,0.0008574090898036957,,0.009198138490319252,0.007048504892736673,-0.0066373348236083984,0.00022634408378507942,1370,0.5788089036941528,-0.11955416202545166,1763260310.8874383,543.0
,253.7481324672699,0.0,123904,0.00019395723938941956,,-0.009083915501832962,0.004620075225830078,-0.003806767985224724,0.00022572964371647686,1380,0.5460602641105652,-1.4751474857330322,1763260312.2180994,544.0
,253.8946979045868,0.0,124032,0.0009707771241664886,,-0.015652107074856758,0.0005341304931789637,-0.005455770529806614,0.00022565283870790154,1381,0.5585230588912964,-0.08364927768707275,1763260312.3646648,545.0
500.0,254.6492476463318,,124708,,500.0,,,,,1388,,,1763260313.1192145,
,255.57028436660767,0.0,125440,0.0007761763408780098,,-0.009771049953997135,0.005455329082906246,-0.006773298606276512,0.00022480798361357301,1395,0.5702887773513794,-0.5544948577880859,1763260314.0402513,547.0
,256.03769159317017,0.0,125824,0.0005313651636242867,,0.010763277299702168,203.3033905029297,0.002809092402458191,0.00022457756858784705,1399,0.5539236664772034,0.0001398921012878418,1763260314.5076585,547.0
,256.96029686927795,0.001953125,126592,0.0019566183909773827,,0.01383964903652668,0.0002899821847677231,0.0004883799701929092,0.00022411673853639513,1405,0.5473023653030396,-1.3057279586791992,1763260315.4302638,548.0
,261.03058767318726,0.0,129280,9.177997708320618e-05,,-0.00034304894506931305,328.3013610839844,-0.0036864373832941055,0.0002225038333563134,1432,0.48295894265174866,0.000522613525390625,1763260319.5005546,550.0
,261.2054648399353,0.0,129408,0.0005887774750590324,,-0.00295932125300169,0.004376910626888275,-0.008299876004457474,0.0002224270283477381,1433,0.5049707293510437,-0.20985829830169678,1763260319.6754317,550.0
500.0,264.83173274993896,,131708,,500.0,,,,,1455,,,1763260323.3016996,
,265.0399069786072,0.0,131712,0.000544397160410881,,0.008658848702907562,329.1737060546875,0.005166638642549515,0.00022104455274529755,1456,0.4865487813949585,0.00011795759201049805,1763260323.5098739,551.0
,265.2349133491516,0.00390625,131840,0.0006907694041728973,,0.006104005500674248,0.005348813720047474,0.001548895612359047,0.00022096774773672223,1457,0.5137696266174316,-0.08428585529327393,1763260323.7048802,551.0
500.0,274.1564157009125,,137708,,500.0,,,,,1514,,,1763260332.6263826,
,275.0824637413025,0.0,138368,0.00019801873713731766,,0.0005582394078373909,0.003214122261852026,0.000882275402545929,0.0002170506922993809,1521,0.48695477843284607,-0.011919736862182617,1763260333.5524306,556.0
,275.58966588974,0.0,138752,9.172596037387848e-06,,-0.00033121462911367416,145.02584838867188,-0.0005612261593341827,0.00021682027727365494,1525,0.5096556544303894,8.821487426757812e-06,1763260334.0596328,556.0
,275.89083075523376,0.0,139008,0.0004271483048796654,,0.007301791571080685,0.0007633560453541577,0.002954430878162384,0.0002166666672565043,1527,0.46438494324684143,0.13559430837631226,1763260334.3607976,557.0
500.0,276.1089994907379,,139208,,500.0,,,,,1529,,,1763260334.5789664,
500.0,276.73823070526123,,139708,,500.0,,,,,1534,,,1763260335.2081976,
,277.06112813949585,0.0,139904,9.789224714040756e-05,,0.0011053560301661491,0.003882052842527628,-0.0037705302238464355,0.00021612903219647706,1536,0.5033982992172241,-0.14829111099243164,1763260335.531095,557.0
,278.0581257343292,0.0,140672,0.0004165470600128174,,0.006051262840628624,0.00015116149734240025,-0.004483014345169067,0.00021566820214502513,1543,0.5134420990943909,-0.05266463756561279,1763260336.5280926,558.0
,278.21798300743103,0.0,140800,0.00042337458580732346,,0.0007868530228734016,281.7704162597656,0.0033032530918717384,0.00021559139713644981,1545,0.4938240945339203,-0.000301361083984375,1763260336.68795,558.0
,278.3750276565552,0.0,140928,4.5130960643291473e-05,,0.0016582673415541649,0.005842002108693123,-0.004747927188873291,0.0002155145921278745,1546,0.4350355863571167,0.05692696571350098,1763260336.8449945,559.0
500.0,279.86940455436707,0.0,142208,0.000624263659119606,500.0,0.008702799677848816,74.24151611328125,0.003989938646554947,0.0002147465420421213,1558,0.4949219524860382,-0.00020873546600341797,1763260338.3393714,560.0
,280.01565170288086,0.0,142336,0.0008385125547647476,,0.007323108613491058,0.005825749598443508,-0.013049554079771042,0.00021466973703354597,1559,0.36721473932266235,0.13885408639907837,1763260338.4856186,561.0
,280.4802916049957,0.0,142720,2.643093466758728e-05,,-0.00021889247000217438,294.9077453613281,8.233264088630676e-05,0.00021443932200782,1563,0.4317100942134857,-1.9073486328125e-06,1763260338.9502585,561.0
,281.04810976982117,0.00390625,143104,0.0023594386875629425,,-0.024178683757781982,0.00018463924061506987,-0.013596250675618649,0.00021420890698209405,1566,0.43890106678009033,-0.15865254402160645,1763260339.5180767,561.0
,284.5914571285248,0.0,145280,3.161374479532242e-05,,0.0015779407694935799,167.52220153808594,-0.0006044972687959671,0.0002129032218363136,1588,0.48604846000671387,3.641843795776367e-05,1763260343.061424,562.0
,284.7847933769226,0.0,145408,2.678763121366501e-05,,0.0010255919769406319,0.004901753272861242,-0.0004173070192337036,0.00021282641682773829,1589,0.4156567454338074,-0.2614309787750244,1763260343.2547603,562.0
500.0,286.0733335018158,,146208,,500.0,,,,,1597,,,1763260344.5433004,
500.0,287.80027866363525,,147208,,500.0,,,,,1607,,,1763260346.2702456,
,288.17765855789185,0.0,147456,8.034519851207733e-05,,0.0013609547168016434,0.0022006076760590076,-0.0011305734515190125,0.00021159753669053316,1609,0.47014182806015015,0.2880377769470215,1763260346.6476254,563.0
,288.36596059799194,0.0,147584,0.0008817622438073158,,-0.011173979379236698,0.0005119348061271012,0.008858688175678253,0.00021152073168195784,1610,0.4653724730014801,0.3466684818267822,1763260346.8359275,563.0
,288.5918083190918,0.0,147712,0.0003317100927233696,,0.00014397408813238144,260.4764709472656,-0.003902733325958252,0.00021144392667338252,1612,0.4856278896331787,0.0005928874015808105,1763260347.0617752,563.0
500.0,290.40987277030945,,149208,,500.0,,,,,1626,,,1763260348.8798397,
,291.9261643886566,0.0,150400,3.338325768709183e-05,,0.001148921437561512,0.0036295633763074875,-0.0005051307380199432,0.00020983103604521602,1638,0.5527063608169556,0.29428547620773315,1763260350.3961313,566.0
,299.23940086364746,0.001953125,155392,0.002919028513133526,,0.0061688655987381935,0.005125567317008972,-0.016945231705904007,0.00020683564071077853,1687,0.4770834743976593,-0.17816698551177979,1763260357.7093678,569.0
,304.61440324783325,0.0,159872,0.0007111690938472748,,0.005242345854640007,0.00348433805629611,-0.009757895022630692,0.00020414746541064233,1732,0.5433834791183472,-0.2146052122116089,1763260363.0843701,574.0
500.0,306.16218876838684,,161199,,500.0,,,,,1745,,,1763260364.6321557,
,307.4911313056946,0.0,162048,0.0013995394110679626,,-0.005728632211685181,0.00028488581301644444,-0.001423494890332222,0.00020284178026486188,1753,0.498823881149292,-0.08991825580596924,1763260365.9610982,576.0
,307.6757960319519,0.0,162176,3.6910176277160645e-05,,0.0009273961186408997,6.482001481344923e-05,-0.0008582957088947296,0.00020276497525628656,1754,0.4867640435695648,-0.14614415168762207,1763260366.145763,576.0
,309.31825828552246,0.0,163200,0.00020227115601301193,,-0.004810403101146221,331.9970703125,-0.002253688871860504,0.000202150535187684,1765,0.5258646011352539,0.000152587890625,1763260367.7882252,576.0
