charts/episodic_return,_runtime,losses/clipfrac,global_step,losses/approx_kl,charts/episodic_length,losses/old_approx_kl,losses/value_loss,losses/policy_loss,charts/learning_rate,_step,losses/entropy,losses/explained_variance,_timestamp,charts/SPS
,309.75229573249817,0.0,163584,0.00017097126692533493,,-0.003363131545484066,0.00027988801593892276,-0.00012497231364250183,0.00020192012016195804,1768,0.46918708086013794,0.2547036409378052,1763260368.2222626,577.0
,311.0336706638336,0.0,164480,0.00081619992852211,,-0.011993106454610825,0.0010364865884184837,-0.00903676450252533,0.0002013824851019308,1777,0.4601646065711975,0.09856915473937988,1763260369.5036376,577.0
500.0,317.3717119693756,,168699,,500.0,,,,,1818,,,1763260375.8416789,
500.0,318.18867111206055,,169199,,500.0,,,,,1823,,,1763260376.658638,
,322.214394569397,0.00390625,172032,0.0023051733151078224,,-0.004813996143639088,0.0004285072791390121,-0.009580876678228378,0.00019685100414790213,1851,0.5132409930229187,-0.07594335079193115,1763260380.6843615,581.0
,322.86116075515747,0.0,172544,0.0002597719430923462,,0.0015871170908212662,0.0002818623324856162,-0.007414001971483231,0.00019654378411360085,1856,0.5175195932388306,-0.03325080871582031,1763260381.3311276,581.0
500.0,324.55526876449585,,173699,,500.0,,,,,1868,,,1763260383.0252357,
,325.38796877861023,0.0,174208,0.00022190436720848083,,0.001551654189825058,330.6937255859375,-0.0010124891996383667,0.0001955453190021217,1873,0.48638927936553955,0.0002772808074951172,1763260383.8579357,582.0
500.0,326.0012309551239,,174699,,500.0,,,,,1877,,,1763260384.4711978,
,327.320059299469,0.0,175616,0.00021422840654850006,,0.0041700005531311035,0.00010422407649457455,-0.005635302513837814,0.00019470046390779316,1886,0.5224996209144592,0.15373271703720093,1763260385.7900262,583.0
,328.4599792957306,0.0,176512,0.00010151788592338562,,-0.000290820375084877,0.00024651922285556793,2.0779669284820557e-05,0.00019416282884776592,1895,0.4669274687767029,0.01913505792617798,1763260386.9299462,584.0
,329.4549331665039,0.0,177280,0.0002149287611246109,,0.007468437775969505,245.87567138671875,0.002157561480998993,0.000193701998796314,1903,0.46344202756881714,-0.00010561943054199219,1763260387.9249,584.0
,329.8948435783386,0.0,177664,4.91337850689888e-05,,-0.00498852226883173,6.394689989974722e-05,-0.00044114142656326294,0.00019347158377058804,1906,0.5573955774307251,-0.02223360538482666,1763260388.3648105,585.0
,331.31359481811523,0.0,178816,4.5727938413619995e-05,,0.0017414037138223648,68.00982666015625,-0.0028930865228176117,0.00019278033869341016,1918,0.5469760894775391,-0.00011241436004638672,1763260389.7835617,586.0
,331.59451627731323,0.0,179072,0.0003615366294980049,,0.003574325703084469,0.0004029898555018008,-0.0035998811945319176,0.00019262672867625952,1920,0.5384827256202698,0.22887587547302246,1763260390.0644832,586.0
,334.5866355895996,0.0,181632,0.000238870270550251,,-0.0028196824714541435,0.00022545472893398255,-0.00018649734556674957,0.0001910906285047531,1945,0.47928386926651,-0.49485814571380615,1763260393.0566025,589.0
,336.0562732219696,0.001953125,182912,0.0032457681372761726,,0.009378920309245586,0.0010696614626795053,-0.013047918677330017,0.0001903225784189999,1959,0.4146661162376404,0.5077581405639648,1763260394.52624,590.0
,337.80598759651184,0.0,184064,0.0005375957116484642,,0.008293225429952145,197.8616485595703,0.0032554883509874344,0.00018963133334182203,1973,0.5244622230529785,0.04468810558319092,1763260396.2759545,590.0
271.0,339.53015422821045,,185141,,271.0,,,,,1985,,,1763260398.000121,
197.0,340.40650606155396,,185699,,197.0,,,,,1991,,,1763260398.876473,
,342.1315839290619,0.0,186624,0.000692375935614109,,-0.0051199039444327354,105.66160583496094,0.0008766446262598038,0.00018809523317031562,2002,0.5549129247665405,0.8508879542350769,1763260400.6015508,590.0
242.0,342.8099830150604,,187080,,242.0,,,,,2007,,,1763260401.27995,
,344.27034759521484,0.0,187904,0.00037803687155246735,,0.0037216488271951675,2.054689407348633,-0.00532207265496254,0.00018732718308456242,2016,0.4719841778278351,0.9431369304656982,1763260402.7403145,591.0
,344.73645663261414,0.0,188160,1.652352511882782e-05,,0.0015450268983840942,173.0198974609375,-0.0030417218804359436,0.00018717357306741178,2019,0.484279990196228,0.6545357704162598,1763260403.2064235,590.0
213.0,345.44368600845337,,188570,,213.0,,,,,2024,,,1763260403.913653,
318.0,345.8978261947632,,188888,,318.0,,,,,2027,,,1763260404.367793,
,346.27746868133545,0.0,189056,0.0016299141570925713,,0.02059113048017025,2.9534008502960205,0.00508103147149086,0.00018663593800738454,2029,0.40987104177474976,0.7894694805145264,1763260404.7474356,590.0
,346.95391488075256,0.009765625,189440,0.002739866264164448,,0.002633708529174328,317.2841796875,-0.011484526097774506,0.00018640552298165858,2034,0.4835703372955322,0.2172400951385498,1763260405.4238818,590.0
385.0,348.30359387397766,,190488,,385.0,,,,,2045,,,1763260406.7735608,
,349.0888078212738,0.01953125,191104,0.010911975055932999,,0.0160305704921484,0.11461257934570312,-0.03386528044939041,0.00018540707242209464,2051,0.43663913011550903,0.46340256929397583,1763260407.5587747,592.0
,349.2341866493225,0.0,191232,0.002208908088505268,,0.013211564160883427,24.50823402404785,-0.011422175914049149,0.00018533026741351932,2052,0.5327863097190857,0.6390618085861206,1763260407.7041535,592.0
,351.3679141998291,0.0,193024,0.0006640441715717316,,3.0254945158958435e-05,0.09427826851606369,0.0013136416673660278,0.00018425499729346484,2070,0.4804741144180298,0.39491623640060425,1763260409.837881,593.0
,352.15539026260376,0.0,193664,5.452800542116165e-05,,-0.0005220500752329826,0.229994997382164,-0.003449372947216034,0.00018387097225058824,2076,0.48572054505348206,0.48243141174316406,1763260410.6253572,594.0
,354.7851371765137,0.005859375,195328,0.00252367090433836,,0.0012784851714968681,542.5265502929688,0.013060718774795532,0.00018287250713910908,2093,0.5439112782478333,0.007867753505706787,1763260413.255104,594.0
,355.0400404930115,0.009765625,195456,0.0014106882736086845,,0.0019115610048174858,0.0091939065605402,0.010934174060821533,0.00018279570213053375,2094,0.5062218904495239,0.5654624700546265,1763260413.5100074,594.0
,358.8671534061432,0.00390625,197760,0.004603979177772999,,0.0008745742961764336,330.6231994628906,0.02341294288635254,0.000181413211976178,2117,0.5558404922485352,-0.00024056434631347656,1763260417.3371203,594.0
500.0,363.0337030887604,,200252,,500.0,,,,,2141,,,1763260421.50367,
500.0,363.94296169281006,,200752,,500.0,,,,,2146,,,1763260422.4129286,
,364.1565001010895,0.0,200832,0.0004914766177535057,,-0.004187955521047115,187.80581665039062,0.003730911761522293,0.0001795698917703703,2147,0.43782103061676025,0.007195949554443359,1763260422.626467,594.0
,364.3914394378662,0.0,200960,0.0016433466225862503,,0.007004357874393463,0.004975672345608473,-0.00021091103553771973,0.00017949308676179498,2148,0.4895016551017761,0.9009810090065002,1763260422.8614063,594.0
,365.61021184921265,0.005859375,201728,0.0063456399366259575,,0.03979620337486267,0.0012201460776850581,-0.00631709024310112,0.00017903225671034306,2155,0.44458118081092834,-0.25674688816070557,1763260424.0801787,594.0
,368.68383502960205,0.0,203520,0.00037261657416820526,,0.004124745726585388,0.0023005770053714514,0.0010033808648586273,0.00017795698659028858,2172,0.37052634358406067,0.3487745523452759,1763260427.153802,594.0
,370.8547775745392,0.0,204800,0.00018103234469890594,,-0.004990464076399803,146.2417449951172,0.0036437883973121643,0.00017718893650453538,2185,0.42910435795783997,0.0076999664306640625,1763260429.3247445,594.0
,371.85756063461304,0.080078125,205568,0.018311437219381332,,0.06038399040699005,0.00039149989606812596,-0.0388752743601799,0.00017672810645308346,2192,0.5412197709083557,0.8653794527053833,1763260430.3275275,594.0
,372.58472752571106,0.0,206208,0.0024614930152893066,,-0.024694252759218216,0.0015439335256814957,-0.0015566349029541016,0.00017634408141020685,2198,0.522974967956543,0.5469725131988525,1763260431.0546944,595.0
500.0,372.6193745136261,,206252,,500.0,,,,,2199,,,1763260431.0893414,
,374.16503500938416,0.03125,207488,0.01168893463909626,,0.0519048236310482,0.0006013204110786319,-0.017884790897369385,0.00017557603132445365,2211,0.4065772593021393,0.974497377872467,1763260432.635002,596.0
500.0,374.4904203414917,,207752,,500.0,,,,,2214,,,1763260432.9603872,
,375.2667922973633,0.0,208384,0.0002190498635172844,,0.003939223475754261,0.0033649238757789135,0.0007566586136817932,0.0001750383962644264,2220,0.45449239015579224,0.6330069303512573,1763260433.7367592,597.0
500.0,375.6148474216461,,208752,,500.0,,,,,2223,,,1763260434.0848143,
,375.8919937610626,0.0078125,208896,0.004738453775644302,,0.020197514444589615,0.005592358764261007,-0.03312594071030617,0.00017473117623012513,2225,0.3831181228160858,0.9549463987350464,1763260434.3619606,597.0
,376.04746985435486,0.0,209024,0.0021800482645630836,,-0.007398911751806736,0.0012584642972797155,0.014028703793883324,0.0001746543712215498,2226,0.436901330947876,0.418506920337677,1763260434.5174367,597.0
,376.188072681427,0.0,209152,0.0003302013501524925,,-0.0012571094557642937,0.0008455494535155594,-0.00961203034967184,0.0001745775662129745,2227,0.4731595814228058,0.03468155860900879,1763260434.6580396,597.0
,376.696825504303,0.0,209536,0.002889390103518963,,-0.008174029178917408,0.0018306332640349865,-0.021734923124313354,0.00017434715118724853,2231,0.4233444035053253,-0.3934558629989624,1763260435.1667924,598.0
,377.14207887649536,0.0,209920,0.0010194992646574974,,0.0015809806063771248,0.0036933831870555878,-0.000999998301267624,0.0001741167507134378,2235,0.45681294798851013,0.943216860294342,1763260435.6120458,598.0
,377.8938903808594,0.0,210560,0.0013271337375044823,,-0.005204510875046253,0.0015834238147363067,-0.004620213061571121,0.0001737327256705612,2241,0.43333899974823,-0.5405964851379395,1763260436.3638573,598.0
500.0,378.62350034713745,,211252,,500.0,,,,,2248,,,1763260437.0934672,
,378.90034675598145,0.0,211456,0.0017027445137500763,,-0.003439858555793762,0.002563116606324911,0.001929398626089096,0.00017319509061053395,2250,0.4068198800086975,0.9661767482757568,1763260437.3703136,599.0
500.0,379.21856236457825,,211752,,500.0,,,,,2253,,,1763260437.6885293,
500.0,381.4525067806244,,213752,,500.0,,,,,2272,,,1763260439.9224737,
,382.4270579814911,0.0,214528,2.2658146917819977e-05,,-0.00026855524629354477,0.0007913297740742564,-0.0016862787306308746,0.00017135177040472627,2280,0.3832555413246155,0.5903703570365906,1763260440.8970249,602.0
,384.2126314640045,0.0,216064,0.0008957535028457642,,-0.0134993065148592,0.0005095573142170906,0.0008437409996986389,0.00017043011030182242,2295,0.4111819863319397,-1.9526729583740234,1763260442.6825984,603.0
,384.5232775211334,0.0,216320,7.876195013523102e-05,,-0.003108736127614975,288.7901611328125,5.778856575489044e-05,0.00017027650028467178,2298,0.46825891733169556,0.013388276100158691,1763260442.9932444,603.0
,385.92275309562683,0.0,217600,0.0005086809396743774,,0.012161251157522202,0.0006998121971264482,-0.0008637774735689163,0.00016950845019891858,2310,0.41309264302253723,-0.47389745712280273,1763260444.39272,605.0
500.0,386.07361483573914,,217752,,500.0,,,,,2312,,,1763260444.5435817,
,386.80766916275024,0.0,218368,0.0018577901646494865,,-0.015936214476823807,335.1325378417969,-0.02022373303771019,0.00016904762014746666,2318,0.41980940103530884,0.004497945308685303,1763260445.277636,605.0
,387.3819725513458,0.0,218880,0.0016511399298906326,,0.024706222116947174,0.006068206857889891,-0.004138678312301636,0.00016874040011316538,2322,0.3674698770046234,0.20571190118789673,1763260445.8519394,606.0
,387.65892910957336,0.0078125,219136,0.0011871103197336197,,-0.0013905800879001617,0.0006070141680538654,-0.0037190690636634827,0.00016858679009601474,2324,0.36169159412384033,0.7121610641479492,1763260446.128896,606.0
,388.22874879837036,0.001953125,219648,0.0004880093038082123,,0.007286475971341133,0.0005691041005775332,-0.013088805601000786,0.00016827957006171346,2329,0.4644027352333069,0.33497893810272217,1763260446.6987157,606.0
,389.40807723999023,0.0,220672,0.0009612152352929115,,0.00011312682181596756,0.0009272632887586951,-0.005558472126722336,0.0001676651299931109,2339,0.4321439266204834,-0.2507256269454956,1763260447.8780441,607.0
,389.87008142471313,0.0,221056,0.0011389749124646187,,0.00356296356767416,0.0007617911323904991,-0.005961038172245026,0.00016743471496738493,2343,0.4722630977630615,0.5130036473274231,1763260448.3400483,608.0
,390.44013810157776,0.01171875,221568,0.004710051231086254,,0.008564026094973087,0.0010685184970498085,-0.018255673348903656,0.00016712749493308365,2348,0.39587152004241943,0.6086868047714233,1763260448.910105,608.0
,391.18202209472656,0.005859375,222208,0.0046121422201395035,,0.024584369733929634,0.0008559742127545178,-0.026766572147607803,0.00016674346989020705,2354,0.38704514503479004,0.6313626766204834,1763260449.651989,609.0
,392.22497820854187,0.0,223104,0.0017385361716151237,,-0.0060261087492108345,0.0013637702213600278,-0.0010315924882888794,0.0001662058348301798,2363,0.4061053991317749,-0.07068634033203125,1763260450.694945,609.0
500.0,395.20547342300415,,225752,,500.0,,,,,2389,,,1763260453.6754403,
500.0,395.8100469112396,,226252,,500.0,,,,,2394,,,1763260454.2800138,
500.0,397.78014612197876,,227752,,500.0,,,,,2409,,,1763260456.250113,
,399.8412744998932,0.0,229504,3.123842179775238e-05,,-0.00024225376546382904,0.0024013689253479242,-0.0018060756847262383,0.0001623655844014138,2426,0.4826201796531677,0.38973504304885864,1763260458.3112414,614.0
,400.2964770793915,0.0,229888,0.0003507472574710846,,-0.01349516399204731,0.0052751461043953896,-0.012266263365745544,0.00016213516937568784,2430,0.37012797594070435,0.8304745554924011,1763260458.766444,614.0
,402.5265669822693,0.0,231808,0.0012403624132275581,,0.007096412591636181,223.14218139648438,-0.004711508750915527,0.00016098310879897326,2449,0.30258244276046753,0.010627567768096924,1763260460.9965339,616.0
,405.1731309890747,0.0078125,233472,0.005590738728642464,,-0.006170695647597313,0.005131238605827093,-0.02447383478283882,0.0001599846436874941,2465,0.37556686997413635,0.9447399973869324,1763260463.6430979,616.0
500.0,409.03571105003357,,236252,,500.0,,,,,2491,,,1763260467.505678,
,409.41610407829285,0.0,236416,0.002346721477806568,,-0.0251535065472126,0.007457581348717213,0.006688699126243591,0.00015821812849026173,2493,0.39509791135787964,-0.4821186065673828,1763260467.886071,617.0
500.0,411.3792178630829,,237752,,500.0,,,,,2506,,,1763260469.8491848,
,412.4066278934479,0.0,238592,0.0020611481741070747,,0.005240309052169323,0.0009429851779714227,-0.013248592615127563,0.0001569124433444813,2514,0.30626776814460754,0.6983604431152344,1763260470.8765948,617.0
,412.5380880832672,0.05859375,238720,0.009960608556866646,,0.015671543776988983,0.00024912116350606084,0.00011530518531799316,0.00015683563833590597,2515,0.34082362055778503,0.4685521721839905,1763260471.008055,618.0
,413.12196230888367,0.005859375,239232,0.003462156280875206,,-0.0032547395676374435,0.0008832053863443434,0.0012903809547424316,0.0001565284183016047,2520,0.32276588678359985,-1.202488660812378,1763260471.5919292,618.0
,414.6432902812958,0.0,240512,1.9256025552749634e-05,,-0.0012356806546449661,0.0007467906689271331,0.0008070915937423706,0.00015576036821585149,2533,0.3244279623031616,-0.8377419710159302,1763260473.1132572,619.0
500.0,415.42189478874207,,241252,,500.0,,,,,2540,,,1763260473.8918617,
,416.2174196243286,0.0,241920,0.00036635622382164,,0.010825011879205704,0.006765757687389851,-0.002074774354696274,0.00015491551312152296,2547,0.4304148852825165,0.7836872339248657,1763260474.6873865,620.0
500.0,418.7025091648102,,244252,,500.0,,,,,2570,,,1763260477.172476,
,418.84235405921936,0.0,244352,0.00024963077157735825,,-0.0006441948935389519,278.1734619140625,0.00580659881234169,0.00015345621795859188,2571,0.4073171615600586,0.0040808916091918945,1763260477.312321,622.0
,419.3785915374756,0.0,244864,0.0005643703043460846,,-0.0029447469860315323,295.51397705078125,-0.002186831086874008,0.0001531489979242906,2576,0.43745774030685425,0.006957888603210449,1763260477.8485584,622.0
,419.4989900588989,0.00390625,244992,0.004135305993258953,,0.0297769196331501,0.00995999202132225,-0.02265191078186035,0.00015307219291571528,2577,0.4046920835971832,-0.053750038146972656,1763260477.968957,623.0
,422.9424226284027,0.021484375,248192,0.006539476104080677,,0.004935243166983128,0.0020343647338449955,0.0069091301411390305,0.00015115206770133227,2608,0.41041144728660583,0.5747604370117188,1763260481.4123895,625.0
,423.10131573677063,0.0,248320,0.0005666213110089302,,-0.005014472641050816,254.5501708984375,0.004214119166135788,0.00015107526269275695,2610,0.43036845326423645,0.0043909549713134766,1763260481.5712826,625.0
,425.3100664615631,0.0,250368,6.865896284580231e-05,,-0.0007374174892902374,84.91307830810547,-0.0025269687175750732,0.00014984639710746706,2630,0.41562145948410034,0.0018948912620544434,1763260483.7800333,627.0
,426.1199405193329,0.0,251136,0.000574043020606041,,0.0030281320214271545,0.0005119823035784066,-0.0016891136765480042,0.00014938556705601513,2636,0.46046099066734314,0.4733172655105591,1763260484.5899074,628.0
,427.3681824207306,0.0,252160,0.0006520776078104973,,-0.006937338970601559,0.00031839488656260073,0.0009176842868328094,0.00014877112698741257,2646,0.3976934254169464,-0.07453012466430664,1763260485.8381493,628.0
500.0,427.4117486476898,,252252,,500.0,,,,,2647,,,1763260485.8817155,
,427.562668800354,0.0,252288,0.00026797130703926086,,0.0017789285629987717,380.2968444824219,0.004606213420629501,0.00014869432197883725,2648,0.4192412197589874,0.005065739154815674,1763260486.0326357,628.0
,429.83867621421814,0.0,254336,0.000258774496614933,,-0.003861912526190281,142.81784057617188,0.0029236674308776855,0.00014746544184163213,2668,0.31215643882751465,-0.0009778738021850586,1763260488.308643,630.0
,430.3929340839386,0.0,254848,0.0005306648090481758,,-0.003970199264585972,164.46563720703125,-0.0018746070563793182,0.00014715822180733085,2673,0.41193675994873047,0.0027856826782226562,1763260488.862901,630.0
,431.51696491241455,0.0,255872,0.0001743631437420845,,-0.00010258238762617111,131.8762664794922,-0.004448289051651955,0.00014654378173872828,2683,0.4365510046482086,0.00516122579574585,1763260489.9869318,631.0
,431.95882773399353,0.0,256256,0.000600435771048069,,-0.0037804720923304558,462.4826354980469,0.006034839898347855,0.00014631336671300232,2687,0.4165581464767456,0.0006041526794433594,1763260490.4287946,631.0
,432.23181533813477,0.0,256512,0.00011330470442771912,,1.2207776308059692e-05,0.00032484158873558044,0.0013377871364355087,0.00014615975669585168,2689,0.3241822421550751,0.46122753620147705,1763260490.7017822,631.0
,432.52779507637024,0.0,256768,0.00023783277720212936,,-0.0037892060354351997,302.15625,-0.0024825260043144226,0.00014600614667870104,2692,0.41391366720199585,0.0013448596000671387,1763260490.997762,632.0
,437.07328391075134,0.0,260864,2.3078173398971558e-05,,0.0009078327566385269,213.70901489257812,0.0006412342190742493,0.0001435483864042908,2732,0.2142661064863205,0.0032950639724731445,1763260495.5432508,635.0
,439.3608350753784,0.001953125,262912,0.0038188565522432327,,0.0051378123462200165,0.010148437693715096,-0.023085884749889374,0.00014231950626708567,2752,0.4054778516292572,-0.2020711898803711,1763260497.830802,636.0
,439.93877148628235,0.0,263424,0.0007756063714623451,,-0.0011973315849900246,0.011971271596848965,-0.0033801812678575516,0.0001420122862327844,2757,0.37937238812446594,-0.6923996210098267,1763260498.4087384,636.0
,441.97881412506104,0.0,264960,0.0013969559222459793,,0.0009367559105157852,0.007844474166631699,-0.005304194986820221,0.00014109062612988055,2772,0.39727580547332764,0.867770254611969,1763260500.448781,637.0
,443.11343026161194,0.0,265984,0.00023662392050027847,,-0.003536268137395382,0.011184660717844963,-0.0037872642278671265,0.00014047618606127799,2782,0.33282899856567383,0.6280660033226013,1763260501.5833972,638.0
,443.2545201778412,0.0,266112,0.00037248991429805756,,-0.002283407375216484,0.0007804905762895942,0.0010326411575078964,0.00014039938105270267,2783,0.30652979016304016,0.04141736030578613,1763260501.724487,638.0
500.0,444.50006914138794,,267252,,500.0,,,,,2793,,,1763260502.970036,
,448.09550285339355,0.0,270336,0.00036442559212446213,,0.002284030430018902,274.8907165527344,-0.0007340777665376663,0.00013786483032163233,2824,0.31889334321022034,0.0005022883415222168,1763260506.5654697,640.0
,450.1406133174896,0.0,272256,6.13061711192131e-05,,0.00289210956543684,274.7220153808594,0.0014938190579414368,0.00013671275519300252,2843,0.3558453917503357,-0.0007668733596801758,1763260508.6105802,642.0
500.0,451.6688668727875,,273752,,500.0,,,,,2857,,,1763260510.1388338,
500.0,454.40988636016846,,276252,,500.0,,,,,2882,,,1763260512.8798532,
,455.36273527145386,0.025390625,277120,0.006205006502568722,,-0.007460685446858406,0.0009620337514206767,0.006286531686782837,0.00013379416486714035,2890,0.3809734284877777,0.221815824508667,1763260513.8327022,645.0
500.0,457.65182638168335,,279252,,500.0,,,,,2911,,,1763260516.1217933,
,460.4042999744415,0.0078125,281728,0.004422267898917198,,0.018812308087944984,0.001015845569781959,0.0036868713796138763,0.00013102918455842882,2935,0.32401755452156067,0.18527436256408691,1763260518.8742669,649.0
500.0,461.98972606658936,,283252,,500.0,,,,,2949,,,1763260520.459693,
,463.23831725120544,0.0,284288,4.464108496904373e-05,,-0.0018804287537932396,378.692626953125,0.0018028486520051956,0.00012949308438692242,2960,0.44136643409729004,-0.002289891242980957,1763260521.7082841,650.0
,464.96415185928345,0.0,285824,0.0006291884928941727,,-0.0027944818139076233,72.91122436523438,0.0014211758971214294,0.00012857142428401858,2975,0.3722180724143982,0.00735926628112793,1763260523.4341187,651.0
500.0,466.54243445396423,,287252,,500.0,,,,,2989,,,1763260525.0124013,
,467.48457384109497,0.005859375,288128,0.0008218605071306229,,-0.007002716884016991,0.0015736693749204278,-7.00242817401886e-05,0.0001271889341296628,2997,0.39492279291152954,-4.308824062347412,1763260525.9545407,653.0
,469.0877249240875,0.00390625,289536,0.004098457284271717,,0.008019751869142056,0.0008226577192544937,0.019839420914649963,0.0001263440790353343,3011,0.37837159633636475,-0.015813589096069336,1763260527.5576918,653.0
,473.66865968704224,0.0,293632,0.0001723766326904297,,0.009133167564868927,0.0006160418270155787,-0.0030944980680942535,0.00012388633331283927,3051,0.38380807638168335,0.10083132982254028,1763260532.1386266,656.0
,473.83661580085754,0.0,293760,6.62039965391159e-05,,0.0031656697392463684,417.2878723144531,0.0008258186280727386,0.00012380952830426395,3053,0.4236994683742523,0.00033086538314819336,1763260532.3065827,656.0
,475.44002771377563,0.0,295168,0.00020235683768987656,,-0.008418404497206211,0.0007338991272263229,-0.0041967108845710754,0.00012296467320993543,3066,0.3641316890716553,-0.39752376079559326,1763260533.9099946,657.0
,475.89700746536255,0.0,295552,0.001345619559288025,,0.002752864733338356,0.0007102562231011689,0.0013605952262878418,0.00012273425818420947,3070,0.4278246760368347,-0.5360987186431885,1763260534.3669744,657.0
,477.28393363952637,0.0,296832,0.0002456856891512871,,0.0008287159726023674,221.24993896484375,-0.0014887405559420586,0.00012196620809845626,3083,0.3310566544532776,0.0021649599075317383,1763260535.7539005,658.0
,478.97682929039,0.0,298368,2.1809712052345276e-05,,-0.0005746651440858841,183.4965362548828,0.00029707513749599457,0.00012104454799555242,3098,0.4405418634414673,0.0027611255645751953,1763260537.4467962,659.0
,479.65687108039856,0.0,299008,0.00022392254322767258,,0.002182646654546261,0.0014299338217824697,-0.005470000207424164,0.00012066052295267582,3103,0.4171096086502075,-0.317815899848938,1763260538.126838,659.0
,482.26613783836365,0.0,301440,0.0006700735539197922,,-0.004213413223624229,0.009751618839800358,-0.00010923994705080986,0.00011920122778974473,3127,0.4718661606311798,0.4776739478111267,1763260540.7361047,661.0
,482.51368975639343,0.00390625,301696,0.000987272709608078,,-0.007806433364748955,0.000785030541010201,-0.005118268541991711,0.0001190476177725941,3129,0.3355391025543213,0.14457619190216064,1763260540.9836566,661.0
,483.69064116477966,0.0,302848,0.00023052655160427094,,-0.0031181275844573975,287.8418273925781,-0.0003170520067214966,0.00011835637269541621,3141,0.3613804578781128,0.0035817623138427734,1763260542.160608,662.0
,483.9382073879242,0.0078125,303104,0.0021172910928726196,,0.008878147229552269,0.002286363858729601,-0.0075225140899419785,0.00011820276267826557,3143,0.4021396338939667,-0.4104090929031372,1763260542.4081743,662.0
,484.1961488723755,0.0,303360,3.4419819712638855e-05,,3.816559910774231e-05,309.85369873046875,-0.0002480633556842804,0.00011804915266111493,3146,0.3919500708580017,-0.0026046037673950195,1763260542.6661158,662.0
,485.7988951206207,0.0,304896,6.647780537605286e-06,,-0.00021496973931789398,0.013076450675725937,0.0002056863158941269,0.00011712749255821109,3161,0.42869794368743896,0.45525383949279785,1763260544.268862,663.0
,486.6886215209961,0.0,305792,6.394274532794952e-05,,-0.0007432345300912857,250.83970642089844,0.001820594072341919,0.00011658986477414146,3170,0.4040755033493042,0.002719700336456299,1763260545.1585884,664.0
,487.9848630428314,0.001953125,307200,0.0011869072914123535,,0.002210767939686775,0.001992917386814952,-0.003015458583831787,0.00011574500967981294,3183,0.42668417096138,-1.1272835731506348,1763260546.45483,665.0
,488.45968198776245,0.0078125,307712,0.002447742037475109,,-0.00021891389042139053,0.0009923906764015555,-0.021907448768615723,0.00011543778964551166,3188,0.42522764205932617,-0.4872446060180664,1763260546.9296489,665.0
,491.1248662471771,0.005859375,310656,0.003429815173149109,,0.013037914410233498,0.0008667109650559723,0.0001366185024380684,0.00011367127444827929,3217,0.46599721908569336,0.3427187204360962,1763260549.5948331,668.0
,491.72764778137207,0.0,311296,0.0013153571635484695,,-0.0037750769406557083,254.7255859375,0.002583824098110199,0.00011328724940540269,3224,0.36791500449180603,0.0025522708892822266,1763260550.1976147,668.0
,493.93117451667786,0.0,313728,0.000513133592903614,,0.007515327073633671,0.00104522705078125,-0.009414248168468475,0.0001118279542424716,3247,0.4547816514968872,0.5554816126823425,1763260552.4011414,670.0
,494.15536427497864,0.0,313984,0.0009718975052237511,,0.0008890433236956596,0.009972023777663708,-0.0035471469163894653,0.00011167434422532097,3250,0.4378000497817993,-0.7734102010726929,1763260552.6253312,671.0
,494.3785455226898,0.0,314240,0.00024005863815546036,,0.003502137027680874,0.0009516542195342481,-0.0007273852825164795,0.00011152073420817032,3252,0.4122786223888397,0.0017570853233337402,1763260552.8485124,671.0
,494.6058144569397,0.0,314496,6.622634828090668e-06,,0.0017352355644106865,0.009669487364590168,-0.0009811483323574066,0.00011136712419101968,3255,0.41673770546913147,0.18045872449874878,1763260553.0757813,671.0
,495.08738589286804,0.05078125,315008,0.010911869816482067,,0.051881905645132065,0.0024408346507698298,0.013866502791643143,0.00011105991143267602,3259,0.44992250204086304,-1.1310970783233643,1763260553.5573528,672.0
,496.24424266815186,0.0,316288,0.0006897132843732834,,-0.01085084117949009,232.8242950439453,-0.007507584989070892,0.00011029186134692281,3272,0.37036293745040894,0.000977933406829834,1763260554.7142096,673.0
,496.5788016319275,0.0,316672,0.0003156028687953949,,-0.0021424461156129837,0.0010437935125082731,0.0002814698964357376,0.00011006144632119685,3275,0.371656209230423,0.05802565813064575,1763260555.0487685,673.0
500.0,496.60795044898987,,316752,,500.0,,,,,3276,,,1763260555.0779173,
500.0,498.466676235199,,318752,,500.0,,,,,3296,,,1763260556.9366431,
,498.7908229827881,0.0,319104,0.0027045896276831627,,0.014001707546412945,0.0013103599194437265,-0.011516623198986053,0.00010860215115826577,3299,0.39083927869796753,0.7231403589248657,1763260557.2607899,675.0
,502.40206813812256,0.001953125,323072,0.0002922443673014641,,0.009198554791510105,0.001237513730302453,-0.0015914719551801682,0.00010622119589243084,3338,0.44897162914276123,0.36679607629776,1763260560.872035,678.0
,503.558691740036,0.0,324352,3.392715007066727e-05,,0.0017519490793347359,292.64312744140625,-0.0019717104732990265,0.00010545314580667764,3351,0.4453961253166199,0.004129648208618164,1763260562.0286586,679.0
,504.1532778739929,0.0,324992,0.00040992163121700287,,-0.005283178761601448,0.015076905488967896,-0.0011837854981422424,0.00010506912803975865,3357,0.39552465081214905,-1.4141361713409424,1763260562.6232448,680.0
500.0,504.3821747303009,,325252,,500.0,,,,,3360,,,1763260562.8521416,
