global_step,charts/episodic_length,losses/value_loss,losses/policy_loss,charts/learning_rate,losses/clipfrac,losses/explained_variance,_step,charts/SPS,losses/entropy,_runtime,charts/episodic_return,_timestamp,losses/approx_kl,losses/old_approx_kl
159360,,8.624039764981717e-05,-0.00994957610964775,0.0002044546854449436,0.0,-0.09318768978118896,1777,997.0,0.48592519760131836,186.02767062187195,,1763260239.0989015,0.00023318547755479813,-0.006211764179170132
163456,,170.5897979736328,0.0038582272827625275,0.00020199692517053336,0.0,-0.0002645254135131836,1818,998.0,0.5118882656097412,189.93584179878235,,1763260243.0070727,0.00045328401029109955,0.005262831225991249
163968,,139.84164428710938,-0.010445807129144669,0.00020168970513623208,0.0,0.00033152103424072266,1823,999.0,0.5714297294616699,190.40187811851501,,1763260243.473109,0.0005456665530800819,0.007403519935905933
166912,,9.448410128243268e-05,0.001882646232843399,0.0001999231899389997,0.0,-0.16583669185638428,1851,999.0,0.4673973321914673,193.28351426124573,,1763260246.3547451,0.00031443871557712555,-0.009765317663550377
167421,500.0,,,,,,1856,,,193.6944055557251,500.0,1763260246.7656364,,
168576,,0.00465025519952178,-0.0048808082938194275,0.00019892472482752055,0.0,0.08855324983596802,1868,999.0,0.5285459160804749,194.8709442615509,,1763260247.9421751,0.0002878410741686821,0.0021411729976534843
169088,,0.004540896974503994,-0.003430694341659546,0.00019861750479321927,0.0,-0.0674741268157959,1873,999.0,0.6122536659240723,195.37500500679016,,1763260248.446236,0.0007388973608613014,-0.0002619745209813118
169472,,401.494140625,-0.003877900540828705,0.0001983870897674933,0.0,-0.00015616416931152344,1877,1000.0,0.5616658926010132,195.7318139076233,,1763260248.8030448,0.00017741043120622635,-0.003002024255692959
170421,500.0,,,,,,1886,,,196.5840983390808,500.0,1763260249.6553292,,
171392,,0.00010399096936453134,-4.834122955799103e-05,0.00019723502919077873,0.0078125,0.028107106685638428,1895,1000.0,0.5404821038246155,197.54485607147217,,1763260250.616087,0.0025286367163062096,0.015770655125379562
172160,,0.006732597015798092,-0.011553779244422913,0.0001967741991393268,0.009765625,-0.14778971672058105,1903,1000.0,0.5443577766418457,198.34020447731018,,1763260251.4114354,0.005048512481153011,0.003571479581296444
172421,500.0,,,,,,1906,,,198.5986852645874,500.0,1763260251.6699162,,
173696,,0.0004281692090444267,-0.001649472862482071,0.00019585253903642297,0.0,-0.09211909770965576,1918,1000.0,0.5368807911872864,199.88870906829834,,1763260252.95994,0.0006274878978729248,-0.001638174057006836
173921,500.0,,,,,,1920,,,200.04776287078857,500.0,1763260253.1189938,,
176421,500.0,,,,,,1945,,,202.5183084011078,500.0,1763260255.5895393,,
177920,,0.00024288664280902594,0.0004073828458786011,0.0001933179737534374,0.0,-0.6771584749221802,1959,1001.0,0.5627573728561401,203.91703629493713,,1763260256.9882672,0.0007372740656137466,-0.005914386361837387
179328,,0.00014413235476240516,-0.0010509118437767029,0.00019247311865910888,0.0,-1.9424083232879639,1973,1002.0,0.5682611465454102,205.20655751228333,,1763260258.2777884,0.0015825629234313965,0.007231390103697777
180121,164.0,,,,,,1985,,,205.95593667030334,164.0,1763260259.0271676,,
180736,,159.05677795410156,-0.0003469996154308319,0.00019162826356478035,0.0,0.00027430057525634766,1991,1002.0,0.5438582301139832,206.51510047912598,,1763260259.5863314,0.0003807898610830307,-0.007215792313218117
181888,,0.00040547677781432867,-0.004912998527288437,0.00019093701848760247,0.0,0.11458665132522583,2002,1003.0,0.5132060050964355,207.59885144233704,,1763260260.6700823,0.0005780430510640144,0.0054744528606534
182400,,0.0005191568634472787,0.0019144639372825623,0.0001906297984533012,0.0,-0.3278695344924927,2007,1003.0,0.4593246579170227,208.08489179611206,,1763260261.1561227,0.0009967600926756859,0.004248633049428463
183296,,0.0036153935361653566,-0.0028501637279987335,0.00019009216339327395,0.0,-0.5019344091415405,2016,1003.0,0.5099101066589355,208.9410583972931,,1763260262.0122893,0.0001872926950454712,-0.002101955935359001
183621,500.0,,,,,,2019,,,209.193989276886,500.0,1763260262.2652202,,
184121,500.0,,,,,,2024,,,209.6474928855896,500.0,1763260262.7187238,,
184448,,0.0002134849491994828,3.170128911733627e-05,0.00018940091831609607,0.0,0.029734551906585693,2027,1003.0,0.5450968742370605,210.00524735450745,,1763260263.0764782,8.671265095472336e-05,-0.0013535218313336372
184621,500.0,,,,,,2029,,,210.13575053215027,500.0,1763260263.2069814,,
185121,500.0,,,,,,2034,,,210.58710050582886,500.0,1763260263.6583314,,
186240,,77.72103118896484,0.0010858308523893356,0.00018832564819604158,0.0,-0.00016510486602783203,2045,1004.0,0.5340421199798584,211.63709163665771,,1763260264.7083225,0.0005268855020403862,0.00024632085114717484
186880,,0.00017693746485747397,0.006815221160650253,0.00018794162315316498,0.0,-0.07420086860656738,2051,1004.0,0.568853497505188,212.23905491828918,,1763260265.3102858,0.0006073238328099251,0.006922540254890919
187008,,0.00015199575864244252,-0.0017136484384536743,0.00018786481814458966,0.0,-0.24256575107574463,2052,1005.0,0.5435264706611633,212.3522229194641,,1763260265.4234538,4.2253173887729645e-05,0.0010496443137526512
188800,,0.006222537253051996,-0.0020405426621437073,0.00018678954802453518,0.0,0.040916621685028076,2070,1005.0,0.5303226709365845,214.0082242488861,,1763260267.0794551,0.0003557465970516205,0.004481444135308266
189440,,0.00010058454790851101,0.00040075555443763733,0.00018640552298165858,0.0,-0.10556960105895996,2076,1006.0,0.5195541381835938,214.5963649749756,,1763260267.6675959,0.002054862678050995,0.00699465349316597
191121,500.0,,,,,,2093,,,216.15510845184326,500.0,1763260269.2263393,,
191232,,469.00164794921875,0.001858193427324295,0.00018533026741351932,0.0,-5.602836608886719e-05,2094,1006.0,0.5573700666427612,216.27109503746033,,1763260269.342326,9.91215929389e-05,-0.0005730660632252693
193621,500.0,,,,,,2117,,,218.42329096794128,500.0,1763260271.4945219,,
196096,,0.00011011565948138013,0.01068029459565878,0.00018241167708765715,0.0,-0.1727980375289917,2141,1008.0,0.5300036072731018,220.74826908111572,,1763260273.8195,0.0006246892735362053,0.0046967873349785805
196608,,6.946760549908504e-05,-0.006744874641299248,0.00018210445705335587,0.0,0.422685444355011,2146,1008.0,0.5467743277549744,221.20348644256592,,1763260274.2747173,0.00016064755618572235,0.0026619266718626022
196621,500.0,,,,,,2147,,,221.2092204093933,500.0,1763260274.2804513,,
196736,,200.32687377929688,-0.0010450929403305054,0.00018202765204478055,0.0,0.00022047758102416992,2148,1008.0,0.5672078132629395,221.31934666633606,,1763260274.3905776,0.0004405379295349121,-0.005398755893111229
197504,,7.498663762817159e-05,0.0033636577427387238,0.00018156682199332863,0.0,-0.828744649887085,2155,1008.0,0.5093973875045776,222.08210682868958,,1763260275.1533377,0.0005163140594959259,0.00364704430103302
199168,,189.5701141357422,0.0009941235184669495,0.00018056835688184947,0.0,-5.245208740234375e-06,2172,1008.0,0.43822282552719116,223.68355011940002,,1763260276.754781,0.0005758991464972496,0.008969753049314022
200576,,0.0001098917709896341,0.0005898773670196533,0.00017972350178752095,0.0,0.17497432231903076,2185,1009.0,0.4495312571525574,224.97274160385132,,1763260278.0439725,5.423929542303085e-05,0.0010821511968970299
201216,,312.41192626953125,-0.0004161931574344635,0.00017933947674464434,0.0,-7.331371307373047e-05,2192,1009.0,0.4762752950191498,225.57051873207092,,1763260278.6417496,5.44646754860878e-05,-0.0030238768085837364
201856,,0.005000254604965448,-0.0051284655928611755,0.00017895545170176774,0.0,-0.7339906692504883,2198,1009.0,0.46206018328666687,226.2009425163269,,1763260279.2721734,0.00019773468375205994,0.0037668608129024506
201984,,0.0004766102065332234,-0.010649804025888443,0.00017887864669319242,0.001953125,0.22347640991210938,2199,1009.0,0.4862663447856903,226.31534552574158,,1763260279.3865764,0.002683001570403576,0.003827936016023159
203136,,653.33544921875,-0.00026951730251312256,0.00017818740161601454,0.0,-8.571147918701172e-05,2211,1010.0,0.5685458183288574,227.37725806236267,,1763260280.448489,0.00021353550255298615,0.0027037300169467926
203520,,0.0001278309355257079,-0.0033758990466594696,0.00017795698659028858,0.0,-0.06943678855895996,2214,1010.0,0.5165153741836548,227.7265076637268,,1763260280.7977386,0.0004158616065979004,4.369020462036133e-05
204121,500.0,,,,,,2220,,,228.2439248561859,500.0,1763260281.3151557,,
204416,,0.00034124613739550114,0.0035783424973487854,0.00017741935153026134,0.0,-0.07888615131378174,2223,1010.0,0.5547354221343994,228.55430960655212,,1763260281.6255405,0.0007921392098069191,0.0038444465026259422
204621,500.0,,,,,,2225,,,228.6943860054016,500.0,1763260281.765617,,
204672,,234.0771026611328,0.0005139857530593872,0.0001772657415131107,0.0,-8.344650268554688e-05,2226,1010.0,0.5480342507362366,228.8067021369934,,1763260281.877933,5.073565989732742e-05,-0.000706755556166172
204800,,0.00475437892600894,-0.0018200650811195374,0.00017718893650453538,0.0,0.1820964217185974,2227,1010.0,0.545436680316925,228.93030786514282,,1763260282.0015388,0.00035792402923107147,-0.003207411617040634
205184,,319.1703186035156,-0.007772247307002544,0.00017695852147880942,0.0,-7.152557373046875e-05,2231,1010.0,0.5360433459281921,229.27304816246033,,1763260282.344279,0.00019442010670900345,-0.0002811616286635399
205621,500.0,,,,,,2235,,,229.63437914848328,500.0,1763260282.70561,,
206208,,239.7698211669922,-0.005268484354019165,0.00017634408141020685,0.0,4.4465065002441406e-05,2241,1011.0,0.594746470451355,230.2492218017578,,1763260283.3204527,0.0003115292638540268,-0.0017556678503751755
206976,,0.00011676372378133237,-0.005706083029508591,0.00017588325135875493,0.0,0.010992944240570068,2248,1011.0,0.5444700121879578,230.97128415107727,,1763260284.042515,0.0014275414869189262,-0.0007844129577279091
207121,500.0,,,,,,2250,,,231.09472012519836,500.0,1763260284.165951,,
207488,,0.00020249428052920848,-0.02560029923915863,0.00017557603132445365,0.0234375,-0.06542825698852539,2253,1011.0,0.4938775300979614,231.43169021606445,,1763260284.502921,0.002600148320198059,0.0034542158246040344
209408,,0.000198331632418558,-0.0062896013259887695,0.00017442395619582385,0.001953125,-0.22151803970336914,2272,1011.0,0.5312047004699707,233.2243173122406,,1763260286.2955482,0.001971936784684658,-0.008976049721240997
210176,,196.27049255371094,-0.0006300117820501328,0.00017396314069628716,0.0,-0.00011289119720458984,2280,1012.0,0.49232959747314453,233.91076636314392,,1763260286.9819973,0.00030399952083826065,-0.002056133933365345
211712,,242.28158569335938,-0.009461749345064163,0.0001730414805933833,0.0,-0.0001800060272216797,2295,1012.0,0.4646207392215729,235.3550741672516,,1763260288.426305,0.0006836066022515297,-0.009484161622822285
212096,,0.00011465579882496968,-0.002843337133526802,0.00017281106556765735,0.0,-0.06268584728240967,2298,1012.0,0.514123797416687,235.69457578659058,,1763260288.7658067,0.00014979392290115356,0.00212198868393898
213248,,0.0007742901216261089,0.000687822699546814,0.00017211982049047947,0.0,-7.939338684082031e-05,2310,1013.0,0.48365017771720886,236.76540088653564,,1763260289.8366318,8.438341319561005e-05,-0.0031228866428136826
213504,,0.0001480513165006414,-0.007294312119483948,0.00017196621047332883,0.0,-0.1933814287185669,2312,1013.0,0.4793233275413513,236.99611377716064,,1763260290.0673447,0.0004924079403281212,0.004183146171271801
214121,500.0,,,,,,2318,,,237.54249620437622,500.0,1763260290.613727,,
214528,,0.00013223144924268126,-0.0027587004005908966,0.00017135177040472627,0.0,-0.21696579456329346,2322,1013.0,0.4511866569519043,237.96781659126282,,1763260291.0390475,7.837172597646713e-05,-3.686826676130295e-05
214656,,400.73052978515625,0.003525957465171814,0.00017127496539615095,0.0,-3.993511199951172e-05,2324,1013.0,0.42489486932754517,238.0851926803589,,1763260291.1564236,0.00036588869988918304,-0.005738487467169762
215168,,217.77154541015625,0.0031751692295074463,0.00017096774536184967,0.0,-0.0001423358917236328,2329,1013.0,0.44405460357666016,238.579106092453,,1763260291.650337,0.00013276934623718262,0.0013652071356773376
216192,,133.2732391357422,-0.003934264183044434,0.0001703533052932471,0.0,-8.893013000488281e-05,2339,1013.0,0.40785613656044006,239.53192901611328,,1763260292.60316,0.00024076737463474274,0.00038377009332180023
216621,500.0,,,,,,2343,,,239.88761949539185,500.0,1763260292.9588504,,
217121,500.0,,,,,,2348,,,240.37735795974731,500.0,1763260293.4485888,,
217728,,157.23519897460938,0.004358764737844467,0.00016943164519034326,0.0,-0.00011467933654785156,2354,1014.0,0.45372849702835083,240.93831729888916,,1763260294.0095482,0.00023154821246862411,0.005650295875966549
218624,,273.82183837890625,0.0012171119451522827,0.00016889401013031602,0.0,0.00013178586959838867,2363,1014.0,0.5061977505683899,241.7752947807312,,1763260294.8465257,3.302376717329025e-05,0.0005286363884806633
221312,,0.0043261973187327385,0.0012730099260807037,0.0001672811049502343,0.0,0.010043919086456299,2389,1015.0,0.5925735235214233,244.24561643600464,,1763260297.3168473,3.236159682273865e-05,0.0001416131854057312
221824,,0.004108014982193708,-0.0013086218386888504,0.000166973884915933,0.0,0.04510098695755005,2394,1015.0,0.5815314650535583,244.73120856285095,,1763260297.8024395,0.0008803904056549072,-0.0038974247872829437
223360,,0.005008867010474205,0.0028397664427757263,0.00016605222481302917,0.0,-0.13780343532562256,2409,1015.0,0.5570645332336426,246.1526234149933,,1763260299.2238543,0.00026708655059337616,0.004476090893149376
225121,500.0,,,,,,2426,,,247.73977375030518,500.0,1763260300.8110046,,
225536,,7.416808512061834e-05,0.0013925731182098389,0.00016474653966724873,0.0,-0.1726623773574829,2430,1016.0,0.60141921043396,248.16130328178406,,1763260301.2325342,0.00014458782970905304,-0.005612744018435478
227456,,0.00010522113734623417,0.0008263532072305679,0.00016359446453861892,0.0,-0.39055681228637695,2449,1016.0,0.5572213530540466,249.94705152511597,,1763260303.0182824,0.0018199030309915543,-0.00489201582968235
228992,,7.75359949329868e-05,0.00029906630516052246,0.00016267280443571508,0.0,-0.013966560363769531,2465,1017.0,0.5532869100570679,251.3518671989441,,1763260304.423098,0.0020980229601264,-0.023001575842499733
231424,,0.00025311895296908915,-0.035277463495731354,0.00016121352382469922,0.015625,-1.026820182800293,2491,1018.0,0.49971601366996765,253.60618662834167,,1763260306.6774175,0.006213497370481491,-0.025824306532740593
231552,,390.78155517578125,0.0004392378032207489,0.0001611367188161239,0.0,-4.303455352783203e-05,2493,1018.0,0.5435343384742737,253.7226049900055,,1763260306.7938359,0.00027136877179145813,-0.005647776648402214
232960,,0.00010378365550423041,0.001771785318851471,0.00016029186372179538,0.0,0.022117137908935547,2506,1018.0,0.5990307927131653,255.04284000396729,,1763260308.114071,0.002626737579703331,-0.022792859002947807
233728,,0.0059081027284264565,-0.0006036087870597839,0.00015983103367034346,0.0,-1.084099292755127,2514,1018.0,0.44796687364578247,255.7293438911438,,1763260308.8005748,0.0005505913868546486,-0.0013326341286301613
233856,,0.00022500719933304936,0.0027986541390419006,0.00015975422866176814,0.0,-0.11592221260070801,2515,1018.0,0.5401917099952698,255.84410572052002,,1763260308.9153366,0.001786758191883564,0.002230958081781864
234368,,0.00019242979760747403,-0.004068795591592789,0.00015944700862746686,0.0,-0.3324819803237915,2520,1018.0,0.5093827843666077,256.3327898979187,,1763260309.4040208,0.0002383468672633171,-0.006093806587159634
235648,,0.0038193820510059595,-0.0012119878083467484,0.00015867895854171365,0.0,-0.43016672134399414,2533,1019.0,0.5656119585037231,257.54015493392944,,1763260310.6113858,0.00021843519061803818,0.0035463301464915276
236416,,0.00019206225988455117,-0.0020038550719618797,0.00015821812849026173,0.0,-0.2070479393005371,2540,1019.0,0.5926032662391663,258.2613980770111,,1763260311.332629,4.674028605222702e-05,-0.00045736227184534073
237056,,222.06961059570312,0.001587115228176117,0.00015783410344738513,0.0,-0.00016558170318603516,2547,1019.0,0.5749773979187012,258.8331332206726,,1763260311.904364,6.721541285514832e-05,-0.0010424163192510605
239488,,9.5156799943652e-05,0.002378717064857483,0.00015637480828445405,0.0,-0.0232088565826416,2570,1020.0,0.5569994449615479,261.07569193840027,,1763260314.1469228,0.0005161967128515244,-0.0063200537115335464
239518,500.0,,,,,,2571,,,261.08856081962585,500.0,1763260314.1597917,,
240018,500.0,,,,,,2576,,,261.5762310028076,500.0,1763260314.647462,,
240128,,232.83599853515625,-0.002026062458753586,0.00015599078324157745,0.0,-0.00010883808135986328,2577,1020.0,0.5639376044273376,261.68301463127136,,1763260314.7542455,5.4302625358104706e-05,0.0026863543316721916
243328,,0.0002994035021401942,0.005038337782025337,0.00015407065802719444,0.0,0.09962564706802368,2608,1020.0,0.5419536828994751,264.6364812850952,,1763260317.7077122,0.00024923495948314667,-0.0007251594215631485
243518,500.0,,,,,,2610,,,264.7727065086365,500.0,1763260317.8439374,,
245518,500.0,,,,,,2630,,,266.6570453643799,500.0,1763260319.7282763,,
246144,,0.002410601358860731,-0.020534858107566833,0.0001523809478385374,0.0,-0.0006300210952758789,2636,1021.0,0.5073100328445435,267.2189953327179,,1763260320.2902262,0.0017128624022006989,-0.0004634857177734375
247168,,0.004129672423005104,-0.00025011226534843445,0.00015176650776993483,0.0,0.02494978904724121,2646,1021.0,0.4775075316429138,268.16945004463196,,1763260321.240681,0.0003031231462955475,5.187466740608215e-05
247296,,9.445189061807469e-05,0.0077966488897800446,0.0001516897027613595,0.0,-0.048951148986816406,2647,1021.0,0.5353937149047852,268.2836492061615,,1763260321.35488,0.001456424593925476,0.017315201461315155
247424,,0.0001619931572349742,-0.000296175479888916,0.0001516128977527842,0.0,-0.2672001123428345,2648,1021.0,0.4999893605709076,268.3982126712799,,1763260321.4694436,4.901643842458725e-05,-0.001702229492366314
249472,,0.00023284876078832895,-0.02326999045908451,0.00015038401761557907,0.0,-0.26707351207733154,2668,1022.0,0.49372461438179016,270.29995918273926,,1763260323.37119,0.0017981408163905144,0.0036733439192175865
249984,,0.00029281244496814907,-0.00024743378162384033,0.00015007681213319302,0.0,-0.9266207218170166,2673,1022.0,0.4882294535636902,270.7934739589691,,1763260323.8647048,0.0003450419753789902,-0.003986097872257233
251008,,0.0001095965490094386,0.0011376738548278809,0.00014946237206459045,0.0,-1.6140294075012207,2683,1022.0,0.40726572275161743,271.7414333820343,,1763260324.8126643,0.000492265447974205,-0.004456156864762306
251392,,0.00010287784243701026,0.010031990706920624,0.0001492319570388645,0.0,0.10302501916885376,2687,1022.0,0.47279810905456543,272.0855474472046,,1763260325.1567783,0.0007308525964617729,0.0001609334722161293
251520,,325.39434814453125,-0.0008051767945289612,0.00014915515203028917,0.0,-6.914138793945312e-05,2689,1022.0,0.479735791683197,272.2008910179138,,1763260325.272122,2.5700777769088745e-05,0.0007650721818208694
251904,,0.0001949665165739134,-0.014789257198572159,0.0001489247370045632,0.001953125,0.16898304224014282,2692,1022.0,0.5366129875183105,272.5451624393463,,1763260325.6163933,0.001289471983909607,0.0029593370854854584
256000,,0.00019015550788026303,0.008357711136341095,0.00014646697673015296,0.0,-0.15750789642333984,2732,1023.0,0.5587599277496338,276.3952121734619,,1763260329.466443,0.0010951114818453789,-0.005646987818181515
258018,500.0,,,,,,2752,,,278.22851276397705,500.0,1763260331.2997437,,
258518,500.0,,,,,,2757,,,278.68139123916626,500.0,1763260331.7526221,,
260018,500.0,,,,,,2772,,,280.0772581100464,500.0,1763260333.148489,,
261018,500.0,,,,,,2782,,,281.01732659339905,500.0,1763260334.0885575,,
261120,,180.04623413085938,-0.002109093591570854,0.00014339477638714015,0.0,-8.058547973632812e-05,2783,1024.0,0.5829426050186157,281.1317870616913,,1763260334.203018,3.953278064727783e-05,0.00064881332218647
262144,,0.0030394033528864384,0.0021065883338451385,0.0001427803363185376,0.0,6.079673767089844e-06,2793,1024.0,0.5287615656852722,282.06793332099915,,1763260335.1391642,0.00036102253943681717,0.0007554283365607262
265344,,2.8829254006268457e-05,-0.0021574103739112616,0.0001408602111041546,0.0,0.05701577663421631,2824,1025.0,0.5546197295188904,285.0202441215515,,1763260338.091475,0.00012445170432329178,0.0061201853677630424
267264,,0.000152856795466505,-0.0029295124113559723,0.00013970813597552478,0.0,0.001533210277557373,2843,1025.0,0.5666977167129517,286.80120611190796,,1763260339.872437,0.00024660583585500717,-0.00432491023093462
268672,,6.123388448031619e-05,-0.0006815474480390549,0.00013886328088119626,0.0,-0.18178558349609375,2857,1026.0,0.5110072493553162,288.0930414199829,,1763260341.1642723,5.452428013086319e-05,0.0007469011470675468
271232,,0.0001545715786051005,-0.029660312458872795,0.00013732719526160508,0.0,-0.07396447658538818,2882,1026.0,0.5725523233413696,290.46415400505066,,1763260343.535385,0.002390928566455841,0.004356220364570618
272000,,0.004058977589011192,-0.003468133509159088,0.00013686636521015316,0.0,-0.12887728214263916,2890,1026.0,0.5586269497871399,291.18686866760254,,1763260344.2580996,0.00040728040039539337,-0.004588000476360321
274176,,0.00022044472279958427,-0.035860031843185425,0.00013556068006437272,0.00390625,0.1309393048286438,2911,1027.0,0.4318431615829468,293.1959900856018,,1763260346.267221,0.0034633325412869453,0.024435831233859062
276608,,0.00016076650354079902,0.0013713575899600983,0.00013410138490144163,0.0,0.518318772315979,2935,1027.0,0.5004515051841736,295.43974924087524,,1763260348.5109801,0.0001222509890794754,-0.0005248617380857468
278016,,0.004024151712656021,-0.011867087334394455,0.0001332565298071131,0.0,-0.6680654287338257,2949,1027.0,0.5869426131248474,296.73029708862305,,1763260349.801528,0.00039968080818653107,0.004501251503825188
279168,,0.00015749096928630024,-0.0004486888647079468,0.00013256528472993523,0.0,0.34991908073425293,2960,1028.0,0.5262840390205383,297.7935130596161,,1763260350.864744,0.00024147052317857742,-0.007201015017926693
280704,,0.0003395139647182077,-0.013791972771286964,0.00013164362462703139,0.001953125,0.25056570768356323,2975,1028.0,0.3966629207134247,299.2308509349823,,1763260352.3020818,0.0029145600274205208,0.0023857904598116875
282112,,6.936225690878928e-05,-0.0005358755588531494,0.00013079876953270286,0.0,0.03071725368499756,2989,1028.0,0.4913204610347748,300.5214378833771,,1763260353.5926688,0.001070442609488964,0.010510130785405636
282880,,324.16839599609375,-0.0028969570994377136,0.00013033793948125094,0.0,-8.33272933959961e-05,2997,1028.0,0.5428950190544128,301.25470781326294,,1763260354.3259387,0.0004243571311235428,-0.0020635630935430527
284290,500.0,,,,,,3011,,,302.5595602989197,500.0,1763260355.6307912,,
288384,,272.429443359375,-0.0012068413197994232,0.00012703532411251217,0.0,-6.42538070678711e-05,3051,1029.0,0.6047114133834839,306.33696818351746,,1763260359.408199,9.099021553993225e-06,-0.0005790553987026215
288640,,0.0001412050478393212,0.0006557744927704334,0.00012688171409536153,0.0,-0.06966137886047363,3053,1029.0,0.5479192733764648,306.5663080215454,,1763260359.637539,0.00010159425437450409,-0.0014822520315647125
289920,,0.00387605931609869,-0.002066546119749546,0.00012611366400960833,0.0,-0.4154304265975952,3066,1030.0,0.5335120558738708,307.7424159049988,,1763260360.8136468,0.0010632527992129326,-0.014423082582652569
290304,,522.1148071289062,-0.013401344418525696,0.0001258832635357976,0.0,-0.00019872188568115234,3070,1030.0,0.562186598777771,308.0831995010376,,1763260361.1544304,0.0013545351102948189,0.013126336969435215
291712,,0.00011094263754785061,-0.002690378576517105,0.00012503840844146907,0.0,0.01827549934387207,3083,1030.0,0.5791719555854797,309.40732979774475,,1763260362.4785607,0.00017628539353609085,0.0007440401241183281
293120,,0.003984897397458553,0.0019498327746987343,0.00012419355334714055,0.0,0.03353118896484375,3098,1030.0,0.5815425515174866,310.6995806694031,,1763260363.7708116,2.9890798032283783e-05,-0.001406514085829258
293632,,0.003490678034722805,-1.1630356311798096e-05,0.00012388633331283927,0.0,-0.053574204444885254,3103,1030.0,0.608511209487915,311.1536581516266,,1763260364.224889,6.325915455818176e-05,-0.0017948783934116364
296064,,288.8409118652344,-0.0013442514464259148,0.00012242703814990819,0.0,-4.029273986816406e-05,3127,1031.0,0.581732451915741,313.3903157711029,,1763260366.4615467,4.8420391976833344e-05,0.0024157678708434105
296320,,0.0001654103398323059,-0.022971104830503464,0.00012227342813275754,0.00390625,-0.014295339584350586,3129,1031.0,0.5479823350906372,313.65334701538086,,1763260366.724578,0.0029093800112605095,0.0012405375018715858
297472,,303.3740539550781,-0.00012251734733581543,0.00012158218305557966,0.0,2.4974346160888672e-05,3141,1031.0,0.5754849314689636,314.73845171928406,,1763260367.8096826,4.28222119808197e-06,-0.00028017163276672363
297728,,0.0002365961845498532,-0.0213068388402462,0.00012142857303842902,0.00390625,-0.5959872007369995,3143,1031.0,0.5532875061035156,314.97077441215515,,1763260368.0420053,0.0021033138036727905,-0.014879932627081871
297984,,134.8612518310547,-0.0020895383786410093,0.00012127496302127838,0.0,-7.796287536621094e-05,3146,1031.0,0.5799559354782104,315.19893050193787,,1763260368.2701614,4.472769796848297e-05,0.0007870998233556747
300451,500.0,,,,,,3170,,,317.44953322410583,500.0,1763260370.520764,,
301824,,0.00011010616435669363,-0.014158796519041061,0.00011897081276401877,0.0,-0.05507957935333252,3183,1032.0,0.5934193730354309,318.7316734790802,,1763260371.8029044,0.0008508721366524696,-0.00855314452201128
302336,,0.00013104824756737798,0.0025801435112953186,0.00011866359272971749,0.0,-0.3749200105667114,3188,1032.0,0.590320885181427,319.22732186317444,,1763260372.2985528,0.00017829332500696182,0.0020341305062174797
305277,500.0,,,,,,3217,,,321.8733639717102,500.0,1763260374.9445949,,
305920,,0.0037205484695732594,0.004447944462299347,0.00011651305976556614,0.0,-0.08200788497924805,3224,1032.0,0.5631211400032043,322.5247724056244,,1763260375.5960033,9.809993207454681e-05,0.0009436272084712982
308224,,0.00016668374883010983,-0.0030768662691116333,0.00011513056961121038,0.0,-0.07413303852081299,3247,1032.0,0.6127191185951233,324.7058997154236,,1763260377.7771306,0.00020035076886415482,-0.0017634248360991478
308480,,0.004561666399240494,0.0023328736424446106,0.00011497695959405974,0.0,-0.3115675449371338,3250,1032.0,0.5869768261909485,324.9341359138489,,1763260378.0053668,1.661013811826706e-05,0.003212139941751957
308736,,0.00022279360564425588,0.0028407275676727295,0.0001148233495769091,0.0,-0.08592760562896729,3252,1032.0,0.6014337539672852,325.19914078712463,,1763260378.2703717,0.00046940799802541733,0.0029752077534794807
308992,,0.0035683722235262394,-0.008986931294202805,0.00011466973955975845,0.0,0.03813481330871582,3255,1032.0,0.5180097222328186,325.4322307109833,,1763260378.5034616,0.000919116660952568,-0.005789542570710182
309376,,464.7276306152344,0.0002738647162914276,0.0001144393245340325,0.0,-5.0067901611328125e-06,3259,1033.0,0.6002422571182251,325.77546405792236,,1763260378.846695,1.092720776796341e-05,-0.0005377093330025673
310656,,0.00036273468867875636,0.0007035750895738602,0.00011367127444827929,0.0,-0.392544150352478,3272,1033.0,0.6054820418357849,326.9549009799957,,1763260380.0261319,8.967239409685135e-05,-0.0012704906985163689
310912,,0.001478424295783043,0.001305505633354187,0.00011351766443112865,0.0,-0.21519625186920166,3275,1033.0,0.6074025630950928,327.2084665298462,,1763260380.2796974,1.0895542800426483e-05,0.00010851304978132248
311040,,0.0006469287327490747,-0.0027426928281784058,0.00011344085942255333,0.0,-2.4887373447418213,3276,1033.0,0.547452986240387,327.3277726173401,,1763260380.3990035,0.00023561902344226837,0.002614447847008705
313088,,0.0001966612908290699,0.003841785714030266,0.0001122119792853482,0.0,0.075497567653656,3296,1033.0,0.5853371024131775,329.185439825058,,1763260382.2566707,0.00022453442215919495,-0.003530604764819145
313338,179.0,,,,,,3299,,,329.38532185554504,179.0,1763260382.4565527,,
317100,320.0,,,,,,3338,,,332.8860545158386,320.0,1763260385.9572854,,
318336,,0.0030978787690401077,3.913138061761856e-05,0.00010906298120971769,0.0,-0.19337749481201172,3351,1034.0,0.5855193734169006,334.0524163246155,,1763260387.1236472,0.0001793690025806427,-0.0021261628717184067
318880,198.0,,,,,,3357,,,334.55706119537354,198.0,1763260387.628292,,
