global_step,charts/episodic_length,losses/value_loss,losses/policy_loss,charts/learning_rate,losses/clipfrac,losses/explained_variance,_step,charts/SPS,losses/entropy,_runtime,charts/episodic_return,_timestamp,losses/approx_kl,losses/old_approx_kl
319232,,0.00025988626293838024,-0.0033611487597227097,0.00010852534614969045,0.0,-0.6400636434555054,3360,1034.0,0.5748853087425232,334.88331270217896,,1763260387.9545436,0.0002789730206131935,0.0024627642706036568
322944,,466.6390075683594,0.0020471885800361633,0.00010629800090100616,0.0,-7.62939453125e-05,3398,1035.0,0.5617610216140747,338.29948353767395,,1763260391.3707144,0.00013198796659708023,0.00237985048443079
323328,,0.00021895190002396703,-0.006555289030075073,0.0001060675858752802,0.0,-0.24256062507629395,3401,1035.0,0.5361167788505554,338.6416437625885,,1763260391.7128747,0.0004673907533288002,-0.003068729303777218
323840,,0.00022300545242615044,-0.002098638564348221,0.00010576036584097892,0.0,-0.33325350284576416,3406,1035.0,0.5617313385009766,339.1328344345093,,1763260392.2040653,0.0005043689161539078,-0.00449761189520359
323894,500.0,,,,,,3407,,,339.15468096733093,500.0,1763260392.2259119,,
325120,,0.0031374646350741386,-0.001955730840563774,0.00010499232303118333,0.0,-0.3290458917617798,3419,1035.0,0.5605790019035339,340.3111889362335,,1763260393.3824198,7.159542292356491e-05,0.0027229292318224907
325888,,0.0002099263365380466,-0.004290465265512466,0.00010453149297973141,0.0,-6.198883056640625e-05,3426,1035.0,0.567007839679718,341.0286581516266,,1763260394.099889,0.0006981398910284042,0.010397043079137802
326016,,0.006246382836252451,0.0034353360533714294,0.00010445468797115609,0.0,-0.0005081892013549805,3428,1035.0,0.49903208017349243,341.1436700820923,,1763260394.214901,9.491108357906342e-05,-0.003264324739575386
326784,,0.0002562910667620599,-0.004664696753025055,0.00010399385791970417,0.0,-0.8978946208953857,3435,1035.0,0.46641796827316284,341.86143827438354,,1763260394.9326692,0.0006342176347970963,0.02007824368774891
328320,,0.0002635499113239348,0.0064574964344501495,0.00010307219781680033,0.0,-0.03275609016418457,3450,1035.0,0.5321918725967407,343.2707676887512,,1763260396.3419986,0.0002475334331393242,-0.0040334416553378105
328394,500.0,,,,,,3451,,,343.2964074611664,500.0,1763260396.3676383,,
329472,,207.84530639648438,0.00039871782064437866,0.00010238095273962244,0.0,-4.124641418457031e-05,3462,1035.0,0.5036846399307251,344.34928822517395,,1763260397.420519,3.8918107748031616e-05,-0.0014308225363492966
330894,500.0,,,,,,3476,,,345.64541244506836,500.0,1763260398.7166433,,
331264,,0.00018455370445735753,-0.0010776631534099579,0.00010130568261956796,0.0,-0.05031609535217285,3479,1036.0,0.5585057735443115,346.0023763179779,,1763260399.0736072,3.8156285881996155e-05,0.002234566956758499
333184,,0.0001890353305498138,-0.0014536269009113312,0.00010015360749093816,0.0,-0.06264603137969971,3498,1036.0,0.6020841002464294,347.76551508903503,,1763260400.836746,4.0874816477298737e-05,-0.0012872451916337013
333696,,0.0002269567921757698,-0.0044781798496842384,9.984638745663688e-05,0.0,0.07528948783874512,3503,1036.0,0.5738816857337952,348.2543754577637,,1763260401.3256063,0.0006413552910089493,0.0007764138281345367
334720,,0.00019706424791365862,-0.008392744697630405,9.923194738803431e-05,0.0,0.03892606496810913,3513,1036.0,0.5957288146018982,349.1926100254059,,1763260402.263841,0.0007597571238875389,0.012900876812636852
335894,500.0,,,,,,3525,,,350.28085708618164,500.0,1763260403.352088,,
337152,,0.00020560262782964855,-0.004132736474275589,9.777265950106084e-05,0.0,-0.10933852195739746,3537,1036.0,0.567887544631958,351.45464992523193,,1763260404.5258808,8.06320458650589e-05,-0.0001313537359237671
338894,500.0,,,,,,3554,,,353.0049307346344,500.0,1763260406.0761616,,
338944,,428.9353942871094,-0.0001191459596157074,9.669738938100636e-05,0.0,-4.00543212890625e-05,3555,1037.0,0.5441307425498962,353.0910482406616,,1763260406.1622791,2.9334798455238342e-05,-0.001602647826075554
341120,,0.002803516574203968,-0.0013109520077705383,9.539170423522592e-05,0.0,0.005426526069641113,3576,1037.0,0.5817809104919434,355.0958037376404,,1763260408.1670346,1.268833875656128e-05,0.0011532343924045563
341376,,0.00017095725343097,-0.006232179701328278,9.523809421807528e-05,0.0,0.2550063133239746,3578,1037.0,0.5902445316314697,355.3241877555847,,1763260408.3954186,0.00014835689216852188,0.005120403133332729
341632,,0.003018147312104702,0.00169416144490242,9.508448420092463e-05,0.0,-0.10589301586151123,3581,1037.0,0.553855299949646,355.5939693450928,,1763260408.6652002,8.73832032084465e-05,0.0034595439210534096
342400,,225.2311553955078,0.0019692666828632355,9.462365414947271e-05,0.0,-4.4465065002441406e-05,3589,1037.0,0.5726167559623718,356.27605962753296,,1763260409.3472905,1.8786638975143433e-05,0.0006861817091703415
344894,500.0,,,,,,3613,,,358.52468371391296,500.0,1763260411.5959146,,
345856,,0.00023054283519741148,-0.0015364736318588257,9.254992619389668e-05,0.0,0.01128387451171875,3622,1038.0,0.6383198499679565,359.45143699645996,,1763260412.522668,0.0001340070739388466,0.006203991360962391
347648,,0.0008657475118525326,-0.001455843448638916,9.14746560738422e-05,0.0,-0.03438162803649902,3640,1038.0,0.607877254486084,361.1271288394928,,1763260414.1983597,2.2046267986297607e-05,-0.0006237812340259552
349312,,0.0002111804496962577,-0.0010411329567432404,9.047619096236303e-05,0.0,-0.1407257318496704,3656,1038.0,0.545843243598938,362.64551401138306,,1763260415.716745,0.00022050365805625916,0.0034557152539491653
350592,,0.003102289279922843,-0.004422131925821304,8.970814087660983e-05,0.0,-0.027920007705688477,3669,1038.0,0.503616452217102,363.853497505188,,1763260416.9247284,0.00043950416147708893,0.0021405089646577835
351616,,0.002837470732629299,-0.0024686679244041443,8.909370080800727e-05,0.0,0.06710082292556763,3679,1038.0,0.553064227104187,364.7794382572174,,1763260417.8506691,9.494554251432419e-05,0.0006646057590842247
352000,,99.21537780761719,-0.0018025040626525879,8.886328578228131e-05,0.0,-4.112720489501953e-05,3683,1038.0,0.5846190452575684,365.15828490257263,,1763260418.2295158,1.0088086128234863e-05,6.213784217834473e-06
352128,,0.0025303249713033438,-0.0012440606951713562,8.878648077370599e-05,0.0,-0.03189253807067871,3684,1038.0,0.5882116556167603,365.27137088775635,,1763260418.3426018,4.6459026634693146e-05,0.0010889610275626183
354816,,249.08697509765625,0.0057420991361141205,8.717357559362426e-05,0.0,0.0012075304985046387,3711,1039.0,0.4918161928653717,367.7373938560486,,1763260420.8086247,0.0001804335042834282,-0.005056953988969326
354944,,262.78094482421875,0.0013368688523769379,8.709677058504894e-05,0.0,0.00685042142868042,3713,1039.0,0.5716028213500977,367.85325145721436,,1763260420.9244823,3.141816705465317e-05,7.459241896867752e-05
355200,,0.0011342056095600128,-0.0038454141467809677,8.694316784385592e-05,0.0,-1.616448163986206,3715,1039.0,0.5478735566139221,368.1107850074768,,1763260421.182016,0.0003914833068847656,-0.0015879981219768524
356836,500.0,,,,,,3731,,,369.5598909854889,500.0,1763260422.6311219,,
356992,,0.007988936267793179,-7.241964340209961e-06,8.586789772380143e-05,0.0,-0.0001964569091796875,3734,1039.0,0.5087616443634033,369.7577979564667,,1763260422.8290288,7.459893822669983e-06,8.841417729854584e-05
359168,,0.0005080834380351007,-0.002559460699558258,8.456221257802099e-05,0.0,-1.0098249912261963,3755,1039.0,0.6016926765441895,371.76629114151,,1763260424.837522,0.0010287873446941376,-0.004125809296965599
361088,,0.005856154020875692,0.0009618103504180908,8.341013744939119e-05,0.0,-0.000713348388671875,3775,1039.0,0.4671099781990051,373.6408007144928,,1763260426.7120316,0.00019441917538642883,-0.0035955775529146194
361472,,193.0164337158203,-0.0014075562357902527,8.317972242366523e-05,0.0,-9.918212890625e-05,3779,1039.0,0.5707738995552063,373.98186707496643,,1763260427.053098,1.7481856048107147e-05,0.0004259170964360237
364032,,329.90228271484375,-0.0011463314294815063,8.164362225215882e-05,0.0,-8.71419906616211e-05,3804,1039.0,0.5830045938491821,376.3338634967804,,1763260429.4050944,1.9339844584465027e-05,0.0005062930285930634
364416,,0.00027368662995286286,-0.002441704273223877,8.141320722643286e-05,0.0,0.2684425711631775,3807,1039.0,0.5452190041542053,376.71273469924927,,1763260429.7839656,7.555447518825531e-05,-0.0007760319858789444
368465,500.0,,,,,,3847,,,380.31112837791443,500.0,1763260433.3823593,,
371584,,97.76148986816406,-0.0066076964139938354,7.711213402217254e-05,0.0,1.1086463928222656e-05,3879,1041.0,0.5331641435623169,383.16570949554443,,1763260436.2369404,0.00024602748453617096,0.0011561568826436996
372059,500.0,,,,,,3883,,,383.53107166290283,500.0,1763260436.6023026,,
372096,,510.48785400390625,0.00019119307398796082,7.680491398787126e-05,0.0,0.00013566017150878906,3884,1041.0,0.5118935704231262,383.6139998435974,,1763260436.6852307,1.9434839487075806e-05,-0.0019447263330221176
372480,,0.0003414266975596547,-0.0016119815409183502,7.65744989621453e-05,0.0,-0.15996575355529785,3887,1041.0,0.49754831194877625,383.97781443595886,,1763260437.0490453,4.176795482635498e-05,0.0012950226664543152
372864,,0.000482337549328804,-0.002309059724211693,7.634408393641934e-05,0.0,-0.5168571472167969,3891,1041.0,0.5406202673912048,384.312805891037,,1763260437.3840368,0.00035055819898843765,-0.0027296459302306175
373559,500.0,,,,,,3898,,,384.9221901893616,500.0,1763260437.993421,,
375040,,0.00038533227052539587,-0.002916453406214714,7.503840606659651e-05,0.0,-1.6871209144592285,3912,1041.0,0.5004027485847473,386.2695837020874,,1763260439.3408146,3.1626783311367035e-05,0.001524149440228939
375296,,0.0024319684598594904,0.00010708719491958618,7.488479604944587e-05,0.0,-0.01580071449279785,3915,1041.0,0.5426912903785706,386.4913742542267,,1763260439.5626051,4.065223038196564e-06,0.000149494968354702
376576,,306.6640625,-0.003048032522201538,7.411674596369267e-05,0.0,0.00019592046737670898,3928,1042.0,0.5372374653816223,387.6432065963745,,1763260440.7144375,9.619258344173431e-05,-0.002095278352499008
378240,,0.002729276427999139,0.0012180320918560028,7.31182808522135e-05,0.0,-0.4828556776046753,3944,1042.0,0.5419301390647888,389.16074204444885,,1763260442.231973,0.0001916307955980301,0.0012130122631788254
378368,,0.00040631808224134147,0.0004421025514602661,7.304147584363818e-05,0.0,-0.05395781993865967,3945,1042.0,0.5478497743606567,389.2699065208435,,1763260442.3411374,5.9349462389945984e-05,-0.001939455047249794
378496,,0.0002715278824325651,0.00023981928825378418,7.296467083506286e-05,0.0,0.1609475016593933,3946,1042.0,0.5748408436775208,389.3808364868164,,1763260442.4520674,1.9723549485206604e-05,-0.0003990083932876587
379264,,0.002473442815244198,0.00014178454875946045,7.250384078361094e-05,0.0,-0.2945750951766968,3954,1042.0,0.5647456049919128,390.050523519516,,1763260443.1217544,1.0123476386070251e-06,-0.000559740699827671
380160,,241.96861267089844,-0.00018952041864395142,7.19662057235837e-05,0.0,-0.0001741647720336914,3963,1042.0,0.4675980806350708,390.86405897140503,,1763260443.9352899,3.742426633834839e-05,-0.00022419914603233337
380800,,0.0026618996635079384,-0.0010210908949375153,7.15821806807071e-05,0.0,-0.07430601119995117,3969,1042.0,0.5458984375,391.453147649765,,1763260444.5243785,0.00010066758841276169,-0.0005697226151823997
382059,500.0,,,,,,3981,,,392.52286744117737,500.0,1763260445.5940983,,
382208,,0.0026968156453222036,0.0013958355411887169,7.073732558637857e-05,0.0,-0.02532827854156494,3983,1043.0,0.48603910207748413,392.7084860801697,,1763260445.779717,0.00021143164485692978,0.0003353552892804146
383616,,513.1139526367188,0.000826176255941391,6.989247049205005e-05,0.0,-6.222724914550781e-05,3997,1043.0,0.5287396907806396,393.96717166900635,,1763260447.0384026,7.407460361719131e-05,0.0024385834112763405
386048,,0.00024807517183944583,-8.882582187652588e-05,6.843318260507658e-05,0.0,0.04372221231460571,4020,1043.0,0.5832284092903137,396.1518211364746,,1763260449.223052,1.405365765094757e-06,-2.398993819952011e-05
389760,,0.004800449125468731,-0.0011427029967308044,6.62058373563923e-05,0.0,-0.22866368293762207,4059,1044.0,0.48186367750167847,399.5212552547455,,1763260452.5924861,5.1062554121017456e-05,-0.0019832029938697815
392576,,343.2922058105469,-0.0008725915104150772,6.451612716773525e-05,0.0,-0.00011408329010009766,4087,1044.0,0.547924816608429,402.0375692844391,,1763260455.1088002,1.4454126358032227e-06,0.0002110656350851059
393060,500.0,,,,,,4091,,,402.4028787612915,500.0,1763260455.4741096,,
394496,,0.0004341953026596457,0.0005912408232688904,6.336405203910545e-05,0.0,-2.1185898780822754,4105,1045.0,0.5027414560317993,403.7688055038452,,1763260456.8400364,0.00013081543147563934,0.0018975622951984406
394880,,0.0006786942249163985,0.0023302193731069565,6.313363701337948e-05,0.0,-0.07861626148223877,4109,1045.0,0.5454264283180237,404.1043236255646,,1763260457.1755545,3.830809146165848e-05,0.00037806015461683273
395520,,0.026683302596211433,0.0009890692308545113,6.27496192464605e-05,0.0,-0.7480028867721558,4115,1045.0,0.5270316004753113,404.6944091320038,,1763260457.76564,4.791654646396637e-06,-0.0012137452140450478
395904,,0.13160553574562073,0.0018706321716308594,6.251920422073454e-05,0.0,-1.155928373336792,4119,1045.0,0.4786161482334137,405.02879524230957,,1763260458.1000261,0.00042154639959335327,0.00040563568472862244
398336,,337.1626281738281,0.0014152973890304565,6.105990905780345e-05,0.0,0.015760719776153564,4144,1045.0,0.5573646426200867,407.2127056121826,,1763260460.2839365,3.195088356733322e-05,0.0004941420629620552
398976,,0.018796171993017197,-0.0025330595672130585,6.067588401492685e-05,0.0,-0.20465338230133057,4150,1045.0,0.5042458772659302,407.8028039932251,,1763260460.874035,4.574935883283615e-05,0.002037174068391323
400557,352.0,,,,,,4168,,,409.196320772171,352.0,1763260462.2675517,,
401920,,0.014115719124674797,0.0030304118990898132,5.8909368817694485e-05,0.0,-1.2277729511260986,4184,1046.0,0.5239920616149902,410.46359300613403,,1763260463.534824,0.00012812018394470215,0.0027070920914411545
402811,141.0,,,,,,4194,,,411.2112181186676,141.0,1763260464.282449,,
403200,,46.07954025268555,0.0006782189011573792,5.814132236992009e-05,0.0,0.5606292486190796,4199,1046.0,0.46865397691726685,411.6174008846283,,1763260464.6886318,2.0551495254039764e-05,0.0013186847791075706
405504,,282.002197265625,0.00012582167983055115,5.6758832215564325e-05,0.0,-0.010441899299621582,4224,1046.0,0.5039384365081787,413.69378113746643,,1763260466.765012,9.277835488319397e-06,0.0007977765053510666
406012,324.0,,,,,,4229,,,414.1051998138428,324.0,1763260467.1764307,,
407276,318.0,,,,,,4243,,,415.2546212673187,318.0,1763260468.3258522,,
407525,249.0,,,,,,4246,,,415.47905802726746,249.0,1763260468.550289,,
407936,,81.91222381591797,-6.106868386268616e-05,5.529954069061205e-05,0.0,0.8684728741645813,4252,1047.0,0.5482131838798523,415.89455223083496,,1763260468.965783,1.0224990546703339e-05,-0.0014029266312718391
408192,,9.133563995361328,-0.0006767604500055313,5.514593067346141e-05,0.0,0.23797762393951416,4254,1047.0,0.5193418264389038,416.1507475376129,,1763260469.2219784,1.0685995221138e-05,-0.0001573413610458374
408214,284.0,,,,,,4255,,,416.1613254547119,284.0,1763260469.2325563,,
409882,329.0,,,,,,4273,,,417.6576108932495,329.0,1763260470.7288418,,
410112,,371.04827880859375,0.0011194609105587006,5.3993855544831604e-05,0.0,0.0841284990310669,4276,1047.0,0.4863395094871521,417.8734276294708,,1763260470.9446585,5.107372999191284e-06,0.00013831071555614471
410210,195.0,,,,,,4277,,,417.90763449668884,195.0,1763260470.9788654,,
410240,,416.52960205078125,-0.0015715062618255615,5.3917050536256284e-05,0.0,-0.19246041774749756,4278,1047.0,0.4885195195674896,417.98601818084717,,1763260471.057249,5.786959081888199e-05,-0.0036659734323620796
411136,,173.939453125,-5.747377872467041e-05,5.337941547622904e-05,0.0,0.10592865943908691,4288,1047.0,0.5350879430770874,418.8603615760803,,1763260471.9315925,8.23289155960083e-07,-0.00020690076053142548
411323,264.0,,,,,,4290,,,418.9945819377899,264.0,1763260472.0658128,,
411520,,0.5224959850311279,-0.001459013670682907,5.314900045050308e-05,0.0,0.7855405211448669,4292,1047.0,0.48764726519584656,419.19633054733276,,1763260472.2675614,7.209368050098419e-06,-8.236337453126907e-05
413696,,0.8061563968658447,0.000452481210231781,5.1843318942701444e-05,0.0,0.352596640586853,4314,1047.0,0.5334881544113159,421.1712396144867,,1763260474.2424705,6.6356733441352844e-06,-0.00016162637621164322
414080,,0.047728002071380615,0.0023715347051620483,5.161290391697548e-05,0.0,-2.1005923748016357,4318,1047.0,0.504143238067627,421.54291892051697,,1763260474.6141498,8.98316502571106e-05,0.0004857964813709259
416777,430.0,,,,,,4346,,,423.96047377586365,430.0,1763260477.0317047,,
418816,,0.002844178583472967,-0.0011507868766784668,4.877112223766744e-05,0.0,0.07895410060882568,4366,1048.0,0.5675185918807983,425.81114053726196,,1763260478.8823714,4.716869443655014e-05,0.00025682616978883743
419431,500.0,,,,,,4372,,,426.2919828891754,500.0,1763260479.3632138,,
419840,,351.009033203125,-0.0007075779139995575,4.815668216906488e-05,0.0,-0.07437264919281006,4377,1048.0,0.5001624226570129,426.7410707473755,,1763260479.8123016,2.5748275220394135e-05,-0.00022390391677618027
419968,,0.0037865464109927416,-0.00030259788036346436,4.807987716048956e-05,0.0,-0.2574312686920166,4378,1048.0,0.5845509171485901,426.85194635391235,,1763260479.9231772,3.3503398299217224e-05,0.0017314795404672623
420864,,233.42919921875,0.0012843087315559387,4.754224210046232e-05,0.0,-0.003209352493286133,4387,1048.0,0.5432044267654419,427.63275623321533,,1763260480.7039871,3.816001117229462e-05,0.0014954376965761185
421838,500.0,,,,,,4396,,,428.4728491306305,500.0,1763260481.54408,,
423552,,0.00224556983448565,-0.0004935301840305328,4.59293405583594e-05,0.0,0.5673689842224121,4413,1048.0,0.5595865845680237,430.09209275245667,,1763260483.1633236,1.2652017176151276e-05,-0.00020703952759504318
423808,,0.0017273740377277136,0.001114971935749054,4.577573054120876e-05,0.0,-2.048825263977051,4415,1048.0,0.5629367828369141,430.31396675109863,,1763260483.3851976,0.00024775415658950806,0.0027428995817899704
427904,,618.14599609375,-0.002469688653945923,4.331797390477732e-05,0.0,0.00017690658569335938,4456,1049.0,0.5769091248512268,434.0024223327637,,1763260487.0736532,1.702830195426941e-05,8.232519030570984e-05
429338,500.0,,,,,,4470,,,435.29396295547485,500.0,1763260488.3651938,,
430208,,0.0009251114097423851,-0.004806697368621826,4.1935483750421554e-05,0.0,-0.7883937358856201,4478,1049.0,0.4906517267227173,436.0611550807953,,1763260489.132386,0.0004354296252131462,0.01593545824289322
430338,500.0,,,,,,4480,,,436.2120723724365,500.0,1763260489.2833033,,
431616,,0.0006397807155735791,1.337006688117981e-05,4.109062865609303e-05,0.0,-0.4577733278274536,4492,1049.0,0.5490888357162476,437.36057138442993,,1763260490.4318023,1.0747462511062622e-06,-0.0003966577351093292
432000,,0.0016441030893474817,-0.00011462345719337463,4.086021363036707e-05,0.0,0.5699301958084106,4496,1050.0,0.529702365398407,437.69559955596924,,1763260490.7668304,6.46514818072319e-05,0.002646856941282749
432256,,0.0006083346670493484,0.003433478996157646,4.070660361321643e-05,0.0,-0.603946328163147,4498,1050.0,0.5695806741714478,437.91515040397644,,1763260490.9863813,3.6998651921749115e-05,-0.0010512685403227806
434432,,348.120849609375,-0.0020240098237991333,3.940092210541479e-05,0.0,-6.890296936035156e-05,4520,1050.0,0.5810162425041199,439.87618803977966,,1763260492.947419,3.491342067718506e-05,0.0007520969957113266
434688,,0.000676454568747431,0.0011362582445144653,3.924731208826415e-05,0.0,0.5250445604324341,4522,1050.0,0.5727595090866089,440.09717202186584,,1763260493.168403,0.00017318874597549438,-0.004456285387277603
434838,500.0,,,,,,4524,,,440.21792674064636,500.0,1763260493.2891576,,
434944,,275.2646179199219,-0.0011515095829963684,3.909370207111351e-05,0.0,0.00010824203491210938,4525,1050.0,0.5186136960983276,440.35429883003235,,1763260493.4255297,8.47596675157547e-06,0.00024745333939790726
435200,,0.0006457542185671628,0.0007947906851768494,3.894009205396287e-05,0.0,0.015460968017578125,4527,1050.0,0.5828307271003723,440.5756552219391,,1763260493.646886,1.7861835658550262e-05,-9.7593292593956e-06
435584,,0.0023967872839421034,-0.00263889878988266,3.870967702823691e-05,0.0,-1.8362648487091064,4531,1050.0,0.548204243183136,440.90726709365845,,1763260493.978498,5.9927813708782196e-05,0.001958315260708332
435838,500.0,,,,,,4533,,,441.061683177948,500.0,1763260494.132914,,
435840,,338.7746887207031,0.0003272406756877899,3.855606701108627e-05,0.0,6.401538848876953e-05,4534,1050.0,0.5559889674186707,441.1304392814636,,1763260494.2016702,4.344619810581207e-06,0.00029718223959207535
438016,,0.0022266930900514126,4.112347960472107e-05,3.725038550328463e-05,0.0,0.09994328022003174,4555,1050.0,0.5370978713035583,443.094167470932,,1763260496.1653984,9.75094735622406e-07,-0.0003888336941599846
438272,,0.0007079179049469531,-0.00282294861972332,3.709677548613399e-05,0.0,0.1778157353401184,4557,1050.0,0.5551442503929138,443.3134322166443,,1763260496.384663,8.85259360074997e-05,0.0012806616723537445
438784,,0.0006243291427381337,-0.0016566701233386993,3.678955545183271e-05,0.0,-0.5866467952728271,4562,1050.0,0.5879179239273071,443.79597306251526,,1763260496.867204,3.673601895570755e-05,0.0030482178553938866
440192,,0.0009947832440957427,-0.00018349289894104004,3.594470035750419e-05,0.0,0.04887092113494873,4576,1051.0,0.4989663362503052,445.05361318588257,,1763260498.124844,1.3587996363639832e-06,0.00036267470568418503
443904,,284.078369140625,-0.001056901179254055,3.371735874679871e-05,0.0,-2.6941299438476562e-05,4613,1051.0,0.5510770678520203,448.3914883136749,,1763260501.4627192,2.0722858607769012e-05,0.0015429137274622917
445312,,0.0006898140418343246,-0.0055624693632125854,3.2872503652470186e-05,0.0,0.1577662229537964,4626,1051.0,0.509994387626648,449.6633994579315,,1763260502.7346303,0.000241938978433609,0.006297655403614044
446208,,0.0008193876128643751,-0.0001719444990158081,3.2334868592442945e-05,0.0,0.0888867974281311,4635,1051.0,0.5434432029724121,450.462598323822,,1763260503.5338292,2.6578083634376526e-05,0.0006998106837272644
446838,500.0,,,,,,4641,,,450.987154006958,500.0,1763260504.058385,,
447104,,0.0006819603149779141,-0.002579830586910248,3.17972335324157e-05,0.0,-0.07166087627410889,4644,1052.0,0.5172790288925171,451.28105187416077,,1763260504.3522828,5.374755710363388e-05,-0.0022469544783234596
448838,500.0,,,,,,4661,,,452.79927587509155,500.0,1763260505.8705068,,
450304,,0.0008902637637220323,-0.003927826881408691,2.9877111956011504e-05,0.0,-0.5252331495285034,4675,1052.0,0.5069497227668762,454.17396545410156,,1763260507.2451963,3.757234662771225e-05,0.0003775106742978096
451840,,398.94610595703125,-0.00015948712825775146,2.8955453672097065e-05,0.0,-0.00018846988677978516,4691,1052.0,0.5599361062049866,455.5458679199219,,1763260508.6170988,2.921558916568756e-06,-9.334646165370941e-06
453760,,0.0008257504086941481,-0.001605946570634842,2.780337854346726e-05,0.0,-0.0914076566696167,4709,1052.0,0.5084688067436218,457.2813687324524,,1763260510.3525996,3.777816891670227e-05,-0.0002743694931268692
454144,,0.0009868599008768797,-0.0004995986819267273,2.7572965336730704e-05,0.0,-0.19732117652893066,4713,1052.0,0.4817480444908142,457.6173048019409,,1763260510.6885357,1.2489035725593567e-06,9.803939610719681e-05
456704,,0.0009570947149768472,-2.4370849132537842e-05,2.6036866984213702e-05,0.0,-0.00018715858459472656,4738,1053.0,0.5148424506187439,459.8991765975952,,1763260512.9704075,6.089918315410614e-06,0.0011204658076167107
456832,,0.0007735277758911252,-3.0860304832458496e-05,2.5960061975638382e-05,0.0,-0.16665518283843994,4739,1053.0,0.5350311398506165,460.0081853866577,,1763260513.0794163,1.1767260730266571e-05,-0.0011754175648093224
456960,,0.0021331473253667355,-0.000760391354560852,2.5883256967063062e-05,0.0,-4.875659942626953e-05,4741,1053.0,0.574890673160553,460.1573247909546,,1763260513.2285557,3.21120023727417e-06,-1.6938894987106323e-05
457216,,0.0008681933977641165,-6.859190762042999e-05,2.572964694991242e-05,0.0,-0.0747671127319336,4743,1053.0,0.5339845418930054,460.3798017501831,,1763260513.4510326,1.0599382221698761e-05,-0.0005042916163802147
458338,500.0,,,,,,4754,,,461.3352282047272,500.0,1763260514.406459,,
460160,,0.001061219023540616,0.0005725715309381485,2.396313357166946e-05,0.0,0.18224960565567017,4772,1053.0,0.513432502746582,463.0034911632538,,1763260516.074722,2.767890691757202e-06,-0.0007610172033309937
461568,,0.0017500454559922218,-0.002407385967671871,2.311828029633034e-05,0.0,-0.34178078174591064,4786,1053.0,0.5283013582229614,464.2921359539032,,1763260517.3633668,4.521198570728302e-05,-2.572871744632721e-05
461696,,0.0010599050438031554,-0.0009681899100542068,2.304147528775502e-05,0.0,-0.03908836841583252,4787,1053.0,0.5116296410560608,464.4060869216919,,1763260517.4773178,7.927417755126953e-06,-0.0007325448095798492
461824,,0.000998648814857006,6.889551877975464e-05,2.29646702791797e-05,0.0,-1.1342535018920898,4788,1053.0,0.5103300213813782,464.5170350074768,,1763260517.588266,5.206093192100525e-07,-0.0005594072863459587
462592,,0.0010172573383897543,-0.0006939023733139038,2.2503840227727778e-05,0.0,0.13634079694747925,4796,1053.0,0.5353522300720215,465.18496894836426,,1763260518.2561998,4.786252975463867e-05,0.002864088863134384
462848,,338.22601318359375,-0.0008302666246891022,2.2350230210577138e-05,0.0,0.00021880865097045898,4799,1053.0,0.5301107168197632,465.49475049972534,,1763260518.5659814,3.930181264877319e-06,5.217641592025757e-05
463616,,0.0009548389352858067,-0.0020609498023986816,2.1889400159125216e-05,0.0,0.1732717752456665,4806,1053.0,0.5272853970527649,466.1598138809204,,1763260519.2310448,3.9791688323020935e-05,-0.0025098808109760284
463872,,353.5646057128906,-0.000435560941696167,2.173579196096398e-05,0.0,-9.620189666748047e-05,4809,1054.0,0.5489614009857178,466.38401055336,,1763260519.4552414,3.2298266887664795e-06,-0.0006115622818470001
464338,500.0,,,,,,4813,,,466.78048849105835,500.0,1763260519.8517194,,
468224,,0.0008200601441785693,-0.00040346384048461914,1.9124423488392495e-05,0.0,0.1634032130241394,4851,1054.0,0.5209926962852478,470.3118350505829,,1763260523.383066,1.9939616322517395e-06,0.00026429537683725357
468338,500.0,,,,,,4852,,,470.3522238731384,500.0,1763260523.4234548,,
468992,,0.00176159234251827,-0.00038588792085647583,1.8663595255929977e-05,0.0,0.12121635675430298,4859,1054.0,0.4901729226112366,471.014221906662,,1763260524.0854528,1.259148120880127e-06,0.0003243330866098404
469888,,244.3723907470703,0.0005295611917972565,1.8125960195902735e-05,0.0,-6.747245788574219e-05,4868,1054.0,0.5311474204063416,471.8280727863312,,1763260524.8993037,6.777234375476837e-06,0.00041049253195524216
470528,,0.0016671232879161835,-7.736682891845703e-05,1.7741935153026134e-05,0.0,-0.07317101955413818,4874,1054.0,0.5418624877929688,472.38409996032715,,1763260525.4553308,3.6135315895080566e-07,0.00018802471458911896
470912,,368.75018310546875,-0.0002643503248691559,1.7511520127300173e-05,0.0,0.00024175643920898438,4878,1054.0,0.5593668818473816,472.74993109703064,,1763260525.821162,8.077360689640045e-06,0.001261395402252674
471338,500.0,,,,,,4882,,,473.0965509414673,500.0,1763260526.1677818,,
474752,,0.0010588308796286583,0.00022969208657741547,1.5207373508019373e-05,0.0,-0.1603156328201294,4915,1055.0,0.5133734941482544,476.1912362575531,,1763260529.2624671,2.259388566017151e-06,0.0003392845392227173
475264,,0.0010801346506923437,-0.0008507668972015381,1.4900153473718092e-05,0.0,-0.13581466674804688,4920,1055.0,0.49770188331604004,476.6375288963318,,1763260529.7087598,5.21540641784668e-06,-0.00010807253420352936
