losses/value_loss,charts/learning_rate,_step,losses/old_approx_kl,losses/clipfrac,losses/approx_kl,charts/SPS,_timestamp,global_step,charts/episodic_return,charts/episodic_length,losses/explained_variance,_runtime,losses/entropy,losses/policy_loss
0.00047647691098973155,0.00020145929011050612,1851,0.0015987837687134743,0.0,0.00033933762460947037,1010.0,1763260241.0728617,164352,,,-0.0005995035171508789,188.5278766155243,0.5717648267745972,0.003823891282081604
0.00011167257616762072,0.00020115207007620484,1856,-0.0026642736047506332,0.0,9.898096323013306e-05,1011.0,1763260241.5506039,164864,,,0.14991068840026855,189.0056188106537,0.47499632835388184,0.0007472820580005646
0.00012082121247658506,0.00020046082499902695,1868,0.009189559146761894,0.0,0.002063330262899399,1010.0,1763260242.7126548,166016,,,-0.042160987854003906,190.1676697731018,0.5213977098464966,-0.006635583937168121
0.0001487929403083399,0.00020015360496472567,1873,0.012461149133741856,0.0,0.00028385501354932785,1011.0,1763260243.2007089,166528,,,-0.1347792148590088,190.65572381019592,0.5571399331092834,0.0011118054389953613
67.61678314208984,0.00019999999494757503,1877,-0.0002955496311187744,0.0,0.0007727630436420441,1010.0,1763260243.4795535,166784,,,0.0014312267303466797,190.93456840515137,0.4872102737426758,0.0017422884702682495
,,1886,,,,,1763260244.3882294,167700,500.0,500.0,,191.84324431419373,,
0.01119103841483593,0.00019892472482752055,1895,0.006968594156205654,0.0,0.0007635960355401039,1010.0,1763260245.281984,168576,,,-0.3220587968826294,192.7369990348816,0.5071189403533936,0.004162833094596863
,,1903,,,,,1763260246.0251477,169394,500.0,500.0,,193.48016262054443,,
0.0003766086301766336,0.00019823347975034267,1906,-0.00039775483310222626,0.001953125,0.0023105647414922714,1010.0,1763260246.3768163,169728,,,-0.14981305599212646,193.83183121681213,0.47307831048965454,0.01392214186489582
,,1918,,,,,1763260247.5041406,170894,500.0,500.0,,194.9591555595398,,
0.008394361473619938,0.00019738863920792937,1920,-0.0019361907616257668,0.005859375,0.0031557371839880943,1010.0,1763260247.7698884,171136,,,-0.28350114822387695,195.22490334510803,0.4785410463809967,-0.030270911753177643
0.0008036253275349736,0.00019585253903642297,1945,0.007857165299355984,0.0,0.0014388104900717735,1011.0,1763260250.1797235,173696,,,0.027432918548583984,197.63473844528198,0.4743705987930298,-0.0018519163131713867
0.005793796852231026,0.00019500768394209445,1959,0.019566915929317474,0.0,0.0005631484091281891,1011.0,1763260251.6111932,175104,,,-0.0887078046798706,199.06620812416077,0.5114067196846008,0.00034659355878829956
59.416683197021484,0.00019416282884776592,1973,0.0029012542217969894,0.0,0.0002960730344057083,1011.0,1763260253.0105674,176512,,,-4.887580871582031e-06,200.46558237075806,0.5084836483001709,0.001529201865196228
0.00025023260968737304,0.00019339477876201272,1985,0.002779582515358925,0.0,0.0003833398222923279,1011.0,1763260254.2655923,177792,,,-0.021705269813537598,201.7206072807312,0.4693666994571686,-0.004252222366631031
,,1991,,,,,1763260254.7413259,178394,500.0,500.0,,202.19634079933167,,
405.93743896484375,0.00019239631365053356,2002,-0.00138018187135458,0.0,0.0020015230402350426,1012.0,1763260255.7547548,179456,,,-8.64267349243164e-05,203.20976972579956,0.5206624865531921,0.009726207703351974
472.0028381347656,0.00019208909361623228,2007,0.020618125796318054,0.0,0.0020535802468657494,1012.0,1763260256.2386756,179968,,,0.00014024972915649414,203.69369053840637,0.47617578506469727,0.014813536778092384
,,2016,,,,,1763260257.0267262,180894,500.0,500.0,,204.48174118995667,,
0.0002960023994091898,0.00019132104353047907,2019,-0.0013255365192890167,0.0,0.0006146058440208435,1013.0,1763260257.388263,181248,,,-0.006322145462036133,204.84327793121338,0.5129297375679016,0.00306885689496994
0.00022863654885441065,0.0001910138234961778,2024,-0.007799381390213966,0.0,0.0011555757373571396,1013.0,1763260257.8378577,181760,,,-0.01926445960998535,205.29287266731262,0.5760999917984009,0.005185001529753208
341.82012939453125,0.00019086021347902715,2027,0.0009831562638282776,0.0078125,0.0008771270513534546,1013.0,1763260258.0611737,182016,,,-3.3855438232421875e-05,205.516188621521,0.5040057301521301,-0.001774463802576065
1.9871933545800857e-05,0.0001907066034618765,2029,-0.004677494987845421,0.0,0.0003500841557979584,1013.0,1763260258.3218262,182272,,,-0.13937091827392578,205.77684116363525,0.5030302405357361,-0.0010941475629806519
0.00014079324319027364,0.00019039938342757523,2034,0.0030079204589128494,0.0,0.0006752181798219681,1013.0,1763260258.7666626,182784,,,-0.14674293994903564,206.2216775417328,0.4804787337779999,0.006894424557685852
,,2045,,,,,1763260259.7268155,183894,500.0,500.0,,207.18183040618896,,
335.56573486328125,0.00018940091831609607,2051,0.00745284091681242,0.0,0.0017093466594815254,1014.0,1763260260.291735,184448,,,-1.2993812561035156e-05,207.7467498779297,0.509728729724884,-0.014531586319208145
0.005397364962846041,0.00018932411330752075,2052,-0.01127673126757145,0.0,0.0006900690495967865,1014.0,1763260260.40301,184576,,,-0.10154485702514648,207.85802483558655,0.5022815465927124,0.006752418354153633
,,2070,,,,,1763260262.007239,186394,500.0,500.0,,209.4622540473938,,
626.910400390625,0.00018786481814458966,2076,0.003375427797436714,0.0,0.0005458798259496689,1015.0,1763260262.594439,187008,,,3.159046173095703e-06,210.04945397377014,0.5568199157714844,0.003206022083759308
0.00015449018974322826,0.00018678954802453518,2093,0.0002864031121134758,0.0,0.00031118374317884445,1016.0,1763260264.2271776,188800,,,-0.1096034049987793,211.68219256401062,0.545738935470581,0.004031572490930557
,,2094,,,,,1763260264.2604983,188894,500.0,500.0,,211.71551322937012,,
0.00033748371060937643,0.00018533026741351932,2117,-0.002692040055990219,0.0,0.00016778148710727692,1017.0,1763260266.4211109,191232,,,0.04072803258895874,213.87612581253052,0.5575834512710571,-0.0002429187297821045
0.000288352370262146,0.00018387097225058824,2141,0.010397011414170265,0.0,0.0024950411170721054,1018.0,1763260268.644447,193664,,,-0.023328781127929688,216.09946203231812,0.40233713388442993,0.005011230707168579
0.0001040022325469181,0.00018356375221628696,2146,-0.007173418067395687,0.0,0.0007372098043560982,1018.0,1763260269.0967104,194176,,,-0.0385051965713501,216.55172538757324,0.4921466112136841,0.0006468296051025391
0.00011487735901027918,0.00018348694720771164,2147,0.010578149929642677,0.0,0.0004539545625448227,1018.0,1763260269.2084951,194304,,,-0.13402295112609863,216.66351008415222,0.5679847598075867,-0.00446048378944397
,,2148,,,,,1763260269.239098,194394,500.0,500.0,,216.69411301612854,,
0.004581826739013195,0.00018302611715625972,2155,0.0011826278641819954,0.0,0.0004794532433152199,1019.0,1763260269.916039,195072,,,0.0071236491203308105,217.3710539340973,0.5513063669204712,0.00027508288621902466
0.00015105083002708852,0.00018195084703620523,2172,-0.00224355049431324,0.0,0.00017593428492546082,1019.0,1763260271.5136533,196864,,,-0.5503140687942505,218.96866822242737,0.5227755308151245,0.0016178488731384277
0.004266408272087574,0.00018118279695045203,2185,0.0074605681002140045,0.0,0.0008530933409929276,1020.0,1763260272.6666725,198144,,,0.06567966938018799,220.12168741226196,0.4970768690109253,0.006901901215314865
,,2192,,,,,1763260273.2947652,198894,500.0,500.0,,220.74978017807007,,
437.3828430175781,0.00018041474686469883,2198,-0.004794822074472904,0.0,0.00015001464635133743,1020.0,1763260273.8531096,199424,,,-1.5020370483398438e-05,221.30812454223633,0.5525145530700684,0.0001283697783946991
0.00606626458466053,0.0001803379418561235,2199,0.0016086632385849953,0.0,0.00015071500092744827,1020.0,1763260273.96467,199552,,,0.008156359195709229,221.41968488693237,0.5809215307235718,-0.000653780996799469
5.391600279835984e-05,0.0001795698917703703,2211,0.002110683359205723,0.0,0.0006512729451060295,1021.0,1763260275.1316361,200832,,,0.03721362352371216,222.58665108680725,0.5433003902435303,0.004739388823509216
0.004278666339814663,0.00017941628175321966,2214,-0.002605114132165909,0.0,0.0005758460611104965,1021.0,1763260275.3890543,201088,,,-0.42791926860809326,222.84406924247742,0.5755316615104675,0.0030253902077674866
0.00010668129834812135,0.00017903225671034306,2220,0.004310799762606621,0.001953125,0.0013858415186405182,1021.0,1763260276.0378332,201728,,,0.12746483087539673,223.4928481578827,0.5247406959533691,-0.007832057774066925
104.3585433959961,0.00017887864669319242,2223,0.010318263433873653,0.0,0.0006961552426218987,1021.0,1763260276.26841,201984,,,2.0265579223632812e-06,223.72342491149902,0.4703983664512634,-0.002672014757990837
0.0002731062122620642,0.00017872503667604178,2225,0.014224762097001076,0.001953125,0.0024273283779621124,1021.0,1763260276.4899187,202240,,,0.09829854965209961,223.9449336528778,0.5763444900512695,-0.01325804740190506
0.00012901308946311474,0.00017864823166746646,2226,-0.0027076685801148415,0.0,0.0014103827998042107,1021.0,1763260276.599711,202368,,,-0.07965600490570068,224.05472588539124,0.5231397747993469,0.011916618794202805
,,2227,,,,,1763260276.6100452,202394,500.0,500.0,,224.0650601387024,,
7.871134585002437e-05,0.00017834101163316518,2231,0.0007730349898338318,0.0,0.00010045990347862244,1021.0,1763260277.0771778,202880,,,-0.09179484844207764,224.53219270706177,0.5609156489372253,0.0026845959946513176
0.00014343290240503848,0.00017811059660743922,2235,0.02795526012778282,0.025390625,0.00827819760888815,1021.0,1763260277.415954,203264,,,-0.36027979850769043,224.87096905708313,0.5115397572517395,-0.030650854110717773
,,2241,,,,,1763260277.899246,203894,500.0,500.0,,225.35426092147827,,
0.0039513069204986095,0.00017734254652168602,2248,0.00491746049374342,0.0,0.0002845367416739464,1022.0,1763260278.619315,204544,,,0.277221143245697,226.07432985305786,0.4915064573287964,-0.00499417819082737
8.025035640457645e-05,0.00017718893650453538,2250,-0.0038133952766656876,0.0,0.0002651140093803406,1022.0,1763260278.840139,204800,,,-0.10757875442504883,226.29515385627747,0.5497817397117615,-0.005552347749471664
0.004135475028306246,0.00017703532648738474,2253,-0.0008498542010784149,0.0,0.0014976877719163895,1022.0,1763260279.0629325,205056,,,0.04404163360595703,226.51794743537903,0.590751051902771,-0.014914043247699738
467.6866760253906,0.00017588325135875493,2272,-0.0005788849666714668,0.0,0.00014939811080694199,1023.0,1763260280.8068798,206976,,,0.00010633468627929688,228.26189470291138,0.581538736820221,-0.004119880497455597
0.00014765711966902018,0.0001753456162987277,2280,-0.0007691271603107452,0.0,0.0005316995084285736,1023.0,1763260281.6250634,207872,,,0.0611039400100708,229.08007836341858,0.5553562045097351,0.005665890872478485
,,2295,,,,,1763260282.9316342,209394,500.0,500.0,,230.3866491317749,,
0.00014362254296429455,0.0001742703461786732,2298,0.011829332448542118,0.0078125,0.004237276501953602,1024.0,1763260283.2289486,209664,,,-0.11946821212768555,230.6839635372162,0.542302668094635,-0.026876244693994522
0.000429339095717296,0.00017357911565341055,2310,-0.00298259686678648,0.0,0.00018568802624940872,1024.0,1763260284.3046677,210816,,,-0.09496450424194336,231.75968265533447,0.48801547288894653,0.001396670937538147
,,2312,,,,,1763260284.4920337,211050,500.0,500.0,,231.94704866409302,,
354.2009582519531,0.00017311828560195863,2318,0.004572746343910694,0.0,0.0004843929782509804,1024.0,1763260285.0179598,211584,,,-4.112720489501953e-05,232.47297477722168,0.6108422875404358,-0.0007463656365871429
,,2322,,,,,1763260285.4111636,212050,500.0,500.0,,232.86617851257324,,
0.003700627712532878,0.00017273426055908203,2324,0.02024322748184204,0.0,0.0013297190889716148,1024.0,1763260285.6162865,212224,,,0.015495717525482178,233.0713014602661,0.5159232020378113,-0.012534413486719131
0.004695185460150242,0.00017242704052478075,2329,0.0010509779676795006,0.0,0.0005158437415957451,1024.0,1763260286.0639505,212736,,,-0.022038698196411133,233.5189654827118,0.593703031539917,-0.0047487616539001465
0.003910751082003117,0.0001718126004561782,2339,-0.0002872571349143982,0.0,3.982335329055786e-06,1025.0,1763260286.994565,213760,,,-0.026628613471984863,234.44957995414734,0.6411059498786926,0.0006530061364173889
214.39634704589844,0.00017158218543045223,2343,-0.0013926131650805473,0.0,0.00020974408835172653,1025.0,1763260287.329755,214144,,,0.0004755258560180664,234.78477001190186,0.5538129806518555,0.009541872888803482
,,2348,,,,,1763260287.7251148,214567,17.0,17.0,,235.18012976646423,,
,,2354,,,,,1763260288.0821729,215009,46.0,46.0,,235.53718781471252,,
0.011166424490511417,0.00017089094035327435,2363,-0.00437365286052227,0.0,0.0009478069841861725,1025.0,1763260288.3975263,215296,,,-0.0005949735641479492,235.8525412082672,0.5876891613006592,-0.007180377840995789
0.0003100878675468266,0.00016943164519034326,2389,0.00028050225228071213,0.0,0.0002650739625096321,1026.0,1763260290.6347337,217728,,,0.012820661067962646,238.08974862098694,0.5594252347946167,0.001971900463104248
0.00019784283358603716,0.00016912442515604198,2394,-0.004082279279828072,0.0,0.00037805549800395966,1026.0,1763260291.0860832,218240,,,-0.07315289974212646,238.54109811782837,0.5840467214584351,-0.0011886954307556152
,,2426,,,,,1763260293.8805501,221317,500.0,500.0,,241.33556509017944,,
,,2430,,,,,1763260294.2515085,221817,500.0,500.0,,241.7065234184265,,
0.0001722199231153354,0.0001658218097873032,2449,0.0030873818323016167,0.0,0.00014527607709169388,1028.0,1763260296.0690925,223744,,,-0.00722813606262207,243.52410745620728,0.5726704001426697,-0.0011637508869171143
,,2465,,,,,1763260297.4588382,225317,500.0,500.0,,244.91385316848755,,
,,2491,,,,,1763260299.7827296,227912,500.0,500.0,,247.23774456977844,,
0.004358252510428429,0.00016321043949574232,2493,0.010020347312092781,0.0,0.0005941279232501984,1029.0,1763260300.012209,228096,,,0.1132282018661499,247.46722388267517,0.5091358423233032,-0.007549300789833069
,,2506,,,,,1763260301.1808243,229412,500.0,500.0,,248.6358392238617,,
0.00032459403155371547,0.0001619047689018771,2514,-0.004074675031006336,0.0,0.0003936430439352989,1030.0,1763260301.9499056,230272,,,-0.5008552074432373,249.40492057800293,0.5021242499351501,-0.005174762103706598
9.965872595785186e-05,0.00016182796389330178,2515,0.0006934022530913353,0.0,0.0002462891861796379,1030.0,1763260302.0910933,230400,,,0.22518885135650635,249.5461082458496,0.4922432005405426,-0.000245705246925354
222.500732421875,0.0001615207438590005,2520,0.003921886906027794,0.0,0.00013405084609985352,1030.0,1763260302.544805,230912,500.0,500.0,-3.4570693969726562e-06,249.99981999397278,0.5220509767532349,0.002793937921524048
0.0026514343917369843,0.00016067588876467198,2533,0.007497388869524002,0.0,0.0006588101387023926,1031.0,1763260303.807086,232320,,,-0.5439584255218506,251.2621009349823,0.5038771629333496,-0.012973573058843613
74.5489273071289,0.00016029186372179538,2540,0.00019592512398958206,0.0,0.0006821034476161003,1031.0,1763260304.4026282,232960,,,0.006692469120025635,251.8576431274414,0.4912186861038208,-0.0019763708114624023
0.00021656471653841436,0.00015983103367034346,2547,-0.001110798679292202,0.0,0.000826382078230381,1031.0,1763260305.06903,233728,,,0.13061034679412842,252.52404499053955,0.4522409737110138,-0.0033400803804397583
342.1687927246094,0.0001584485435159877,2570,-0.0005158092826604843,0.0,0.000377114862203598,1032.0,1763260307.1578171,236032,,,8.535385131835938e-05,254.61283206939697,0.5457102656364441,0.0014803409576416016
0.0030002668499946594,0.00015837173850741237,2571,-0.015830524265766144,0.0,0.0004999497905373573,1032.0,1763260307.3003862,236160,,,0.10026150941848755,254.75540113449097,0.47396811842918396,0.002174966037273407
0.00013064693484921008,0.0001580645184731111,2576,0.01555623672902584,0.001953125,0.0024117641150951385,1032.0,1763260307.7483804,236672,,,-0.16420388221740723,255.2033953666687,0.47765877842903137,-0.0022368580102920532
0.00016788902576081455,0.00015798771346453577,2577,0.012361247092485428,0.00390625,0.002070922404527664,1032.0,1763260307.8597767,236800,,,-0.10026741027832031,255.31479167938232,0.5085276961326599,-0.000767875462770462
,,2608,,,,,1763260310.666234,239912,500.0,500.0,,258.121248960495,,
0.0037350973580032587,0.00015599078324157745,2610,-0.0011677918955683708,0.0,8.321460336446762e-05,1033.0,1763260310.871527,240128,,,0.09757894277572632,258.32654190063477,0.5494006872177124,-0.0009268224239349365
8.854044426698238e-05,0.00015476190310437232,2630,0.003517748787999153,0.0,3.118440508842468e-05,1033.0,1763260312.7220244,242176,,,-0.1819080114364624,260.1770393848419,0.5578615665435791,0.0014743953943252563
0.00015351167530752718,0.00015437787806149572,2636,-0.007411804981529713,0.0,8.41161236166954e-05,1034.0,1763260313.2775106,242816,,,-0.06119132041931152,260.7325255870819,0.48091888427734375,-0.0005286224186420441
0.00014120314153842628,0.00015376343799289316,2646,-0.007445034570991993,0.0078125,0.0057171666994690895,1034.0,1763260314.2041993,243840,,,-0.203779935836792,261.65921425819397,0.5647786855697632,-0.023778371512889862
,,2647,,,,,1763260314.2319593,243912,500.0,500.0,,261.6869742870331,,
187.53201293945312,0.00015368663298431784,2648,-0.007195683196187019,0.0,0.0008291546255350113,1034.0,1763260314.3185182,243968,,,-0.0001455545425415039,261.7735331058502,0.4837971329689026,0.0019598957151174545
183.5360565185547,0.00015245775284711272,2668,0.0008531622588634491,0.0,0.00024306215345859528,1035.0,1763260316.1672618,246016,,,-0.000194549560546875,263.6222767829895,0.5878921151161194,-0.0028291046619415283
224.684814453125,0.00015215053281281143,2673,-0.0037087304517626762,0.0,3.204774111509323e-05,1035.0,1763260316.6504033,246528,,,-8.58306884765625e-05,264.10541820526123,0.5881765484809875,0.0010718442499637604
0.00011562777945073321,0.00015145928773563355,2683,0.023889552801847458,0.005859375,0.005099726840853691,1035.0,1763260317.6910014,247680,,,-0.23587679862976074,265.1460163593292,0.5345524549484253,-0.009493358433246613
0.00270836497657001,0.0001512288727099076,2687,0.00225239060819149,0.0,0.0002518240362405777,1035.0,1763260318.030338,248064,,,0.2168601155281067,265.4853529930115,0.5707156658172607,-0.0034185759723186493
0.00018349140009377152,0.00015107526269275695,2689,0.00020633358508348465,0.0,0.00015511829406023026,1035.0,1763260318.2515354,248320,,,0.006065070629119873,265.70655035972595,0.5474719405174255,-0.00519803911447525
0.0034677162766456604,0.0001509216526756063,2692,0.0031323907896876335,0.0,0.00030975881963968277,1035.0,1763260318.4748137,248576,,,0.4221763014793396,265.9298286437988,0.6096034049987793,-0.0072762370109558105
7.36088550183922e-05,0.0001484639069531113,2732,0.0007836902514100075,0.0,0.0004020044580101967,1036.0,1763260322.251505,252672,,,-0.05810725688934326,269.7065198421478,0.5208538770675659,-0.002561606466770172
0.00028131683939136565,0.00014723502681590617,2752,-0.00043967273086309433,0.0,0.0002386225387454033,1037.0,1763260324.1045604,254720,,,0.009988486766815186,271.55957531929016,0.5469189882278442,0.0028612688183784485
0.00018404917500447482,0.00014692780678160489,2757,0.009827878326177597,0.0,0.0008288659155368805,1037.0,1763260324.5570931,255232,,,-0.05996108055114746,272.0121080875397,0.6132674813270569,0.01048731803894043
0.00021706774714402854,0.00014600614667870104,2772,-0.004189933650195599,0.0,0.0001287003979086876,1037.0,1763260325.9334292,256768,,,-0.06692135334014893,273.38844418525696,0.5320597887039185,0.0020575150847434998
9.607923857402056e-05,0.00014539170661009848,2782,-0.0048737116158008575,0.0,0.0002818014472723007,1037.0,1763260326.8674781,257792,,,-0.31617629528045654,274.32249307632446,0.47288814187049866,-0.002767796628177166
,,2783,,,,,1763260326.9079158,257912,500.0,500.0,,274.3629307746887,,
,,2793,,,,,1763260327.832264,258912,500.0,500.0,,275.28727889060974,,
435.34552001953125,0.0001428571413271129,2824,0.0019131414592266083,0.0,1.4113262295722961e-05,1038.0,1763260330.7087085,262016,,,3.802776336669922e-05,278.1637234687805,0.5697272419929504,-0.0013525187969207764
0.003555684583261609,0.0001416282611899078,2843,-0.0027399547398090363,0.0,0.00012411735951900482,1039.0,1763260332.5734236,264064,,,0.07120347023010254,280.02843856811523,0.6084086894989014,-0.002529419958591461
195.74746704101562,0.00014078340609557927,2857,5.941838026046753e-07,0.0,1.695007085800171e-07,1039.0,1763260333.8562715,265472,,,-0.0001289844512939453,281.3112864494324,0.5508501529693604,9.76957380771637e-05
0.009322864934802055,0.00013924730592407286,2882,0.006187565624713898,0.0,0.00036155059933662415,1040.0,1763260336.1774983,268032,,,6.556510925292969e-07,283.6325132846832,0.5745311975479126,-0.004183298908174038
,,2890,,,,,1763260336.9186416,268912,500.0,500.0,,284.37365651130676,,
334.97650146484375,0.00013748080527875572,2911,0.0002027088776230812,0.0,3.330688923597336e-05,1040.0,1763260338.8454862,270976,,,-1.7523765563964844e-05,286.30050110816956,0.5112748742103577,-0.0002507595345377922
,,2935,,,,,1763260341.0390878,273412,500.0,500.0,,288.4941027164459,,
,,2949,,,,,1763260342.3362737,274912,500.0,500.0,,289.79128861427307,,
712.775146484375,0.00013448540994431823,2960,0.0010145846754312515,0.0,8.180737495422363e-05,1041.0,1763260343.3487387,275968,,,1.710653305053711e-05,290.80375361442566,0.5895667672157288,-0.006025880575180054
276.8213195800781,0.0001335637498414144,2975,-0.002213863655924797,0.0,0.00017791800200939178,1042.0,1763260344.756186,277504,,,3.409385681152344e-05,292.2112009525299,0.5261453986167908,0.0035891663283109665
0.0037698361556977034,0.00013264208973851055,2989,0.0012698248028755188,0.0,0.00041653402149677277,1042.0,1763260346.1763868,279040,,,-0.004131793975830078,293.63140177726746,0.5056841969490051,-0.0025756005197763443
,,2997,,,,,1763260346.8827124,279912,500.0,500.0,,294.3377273082733,,
0.0001066197146428749,0.00013125959958415478,3011,0.003166661597788334,0.0,0.0003310302272439003,1042.0,1763260348.2610207,281344,,,0.03885585069656372,295.71603560447693,0.5831252336502075,-0.007707569748163223
0.0027187291998416185,0.00012887864431831986,3051,0.0003432808443903923,0.0,7.962901145219803e-05,1043.0,1763260351.8371353,285312,,,-0.47714996337890625,299.29215025901794,0.5360139608383179,-0.0011553242802619934
0.000125138511066325,0.00012872503430116922,3053,0.006279442459344864,0.0,0.00039622001349925995,1043.0,1763260352.0597954,285568,,,0.1444135308265686,299.5148103237152,0.5793559551239014,0.0013911426067352295
0.00017015782941598445,0.00012795698421541601,3066,-0.000516488216817379,0.0,0.0005022818222641945,1044.0,1763260353.2148924,286848,,,0.12675386667251587,300.6699073314667,0.605069100856781,-0.00240170955657959
0.0002347726549487561,0.00012772656918969005,3070,-0.0014129448682069778,0.0,2.7572736144065857e-05,1044.0,1763260353.5952203,287232,,,-0.020462632179260254,301.05023527145386,0.6286038160324097,-0.0014031678438186646
0.00019482904463075101,0.00012695851910393685,3083,0.0032390598207712173,0.0,9.914301335811615e-05,1044.0,1763260354.7575338,288512,,,-6.0541510581970215,302.21254873275757,0.5094580054283142,0.0035149864852428436
0.00011234339035581797,0.00012603687355294824,3098,-0.0049165114760398865,0.0,0.00021833740174770355,1044.0,1763260356.1336164,290048,,,0.08377987146377563,303.58863139152527,0.5769879817962646,-0.002992902882397175
0.00021042900334578007,0.00012572965351864696,3103,0.0017133867368102074,0.0,0.002049059607088566,1044.0,1763260356.614182,290560,,,-0.4989272356033325,304.0691969394684,0.583426296710968,-0.036505185067653656
0.00017647907952778041,0.00012427035835571587,3127,0.00012440700083971024,0.0,0.00015739072114229202,1045.0,1763260358.8147924,292992,,,-0.05251908302307129,306.2698073387146,0.5484429597854614,0.0016448087990283966
,,3129,,,,,1763260358.9473372,293180,500.0,500.0,,306.40235209465027,,
0.003612607717514038,0.00012342550326138735,3141,-0.006708351895213127,0.0,0.00039448775351047516,1045.0,1763260360.0791063,294400,,,-0.767596960067749,307.5341212749481,0.5351553559303284,0.00023871660232543945
0.00012274441542103887,0.0001232718932442367,3143,-0.00557206105440855,0.0,0.00045555178076028824,1045.0,1763260360.2998798,294656,,,0.1104964017868042,307.75489473342896,0.6024668216705322,0.004293285310268402
0.0033991332165896893,0.00012311828322708607,3146,-0.002084365114569664,0.0,7.425807416439056e-05,1045.0,1763260360.523906,294912,,,-0.311747670173645,307.9789209365845,0.5910728573799133,0.003407631069421768
0.00014420063234865665,0.00012158218305557966,3170,0.005090260878205299,0.0,0.00015217997133731842,1046.0,1763260362.8563356,297472,,,0.020669996738433838,310.31135058403015,0.5945600271224976,-0.0015629008412361145
146.17581176757812,0.00012081413296982646,3183,0.0030800411477684975,0.0,0.00020159874111413956,1046.0,1763260364.008328,298752,,,-8.034706115722656e-05,311.46334290504456,0.5634825825691223,0.004395004361867905
316.93756103515625,0.00012050691293552518,3188,-0.001539798453450203,0.0,0.00010802783071994781,1046.0,1763260364.4537568,299264,,,0.0020005106925964355,311.90877175331116,0.5223469138145447,0.00014060735702514648
318.4606628417969,0.00011874039773829281,3217,0.001310235820710659,0.0,1.1942349374294281e-05,1046.0,1763260367.1822455,302208,,,-1.4662742614746094e-05,314.6372604370117,0.4995061457157135,0.0015342235565185547
0.00016052735736593604,0.00011827956768684089,3224,-0.002354700118303299,0.0,0.0006417836993932724,1047.0,1763260367.8511705,302976,,,0.053863525390625,315.3061854839325,0.5480851531028748,-0.002017699182033539
363.74444580078125,0.00011689708480844274,3247,0.0008342619985342026,0.0,9.628012776374817e-06,1047.0,1763260369.9355474,305280,,,-5.042552947998047e-05,317.3905622959137,0.5992208123207092,0.00016295909881591797
0.00018504731997381896,0.00011666666978271678,3250,-0.008717602118849754,0.0,0.0005977321416139603,1047.0,1763260370.3020144,305664,,,-0.09006083011627197,317.75702929496765,0.5404970645904541,0.0018843980506062508
113.94281768798828,0.00011658986477414146,3252,-0.0012324154376983643,0.0,5.885958671569824e-05,1047.0,1763260370.4148362,305792,,,-4.589557647705078e-05,317.8698511123657,0.5036112666130066,0.0007238723337650299
0.00018505404295865446,0.0001163594497484155,3255,0.001401747576892376,0.0,0.00025949347764253616,1047.0,1763260370.748497,306176,,,0.06718367338180542,318.2035119533539,0.5394895076751709,-0.005012087523937225
0.00010892853606492281,0.00011612903472268954,3259,0.0005981354042887688,0.0,0.00013936590403318405,1047.0,1763260371.0808878,306560,,,-0.011554360389709473,318.53590273857117,0.5359658002853394,-0.0010400377213954926
0.003087212098762393,0.00011536098463693634,3272,-0.008101539686322212,0.0,0.0005858801305294037,1047.0,1763260372.2456226,307840,,,-0.07543432712554932,319.70063757896423,0.5195964574813843,-0.008783075958490372
,,3275,,,,,1763260372.5384116,308180,500.0,500.0,,319.9934265613556,,
291.9130554199219,0.00011513056961121038,3276,-0.004295715130865574,0.0,0.00024326052516698837,1047.0,1763260372.6230454,308224,,,-0.0001442432403564453,320.07806038856506,0.5682695508003235,0.0007944479584693909
185.87106323242188,0.00011390168947400525,3296,-0.0037346770986914635,0.0,0.0002787439152598381,1048.0,1763260374.4835627,310272,,,-0.00010895729064941406,321.93857765197754,0.5277650356292725,-0.0007852204144001007
0.00014230834494810551,0.00011367127444827929,3299,-0.0012491345405578613,0.0,0.00026975013315677643,1048.0,1763260374.819746,310656,,,0.03870326280593872,322.2747609615326,0.5768746733665466,-0.0007893741130828857
,,3338,,,,,1763260378.4268854,314680,500.0,500.0,,325.88190031051636,,
0.0001388112868880853,0.00011044547136407346,3351,-0.004286091774702072,0.0,0.00010099448263645172,1049.0,1763260379.7083275,316032,,,0.03541290760040283,327.1633424758911,0.6124844551086426,-0.0012262137606739998
0.00019109608547296375,0.00011006144632119685,3357,-9.72207635641098e-05,0.0,0.0016489923000335693,1049.0,1763260380.2656612,316672,,,-0.047736287117004395,327.72067618370056,0.5733568668365479,-0.018686145544052124
0.0025679385289549828,0.00010990783630404621,3360,0.00179365836083889,0.0,0.00011101365089416504,1049.0,1763260380.4881327,316928,,,-0.026405692100524902,327.94314765930176,0.559450089931488,-0.00010407716035842896
0.001627464429475367,0.00010768049105536193,3398,0.0018086880445480347,0.0,1.125037670135498e-05,1049.0,1763260383.8993,320640,,,-0.7607421875,331.3543150424957,0.561819851398468,0.0007621049880981445
162.73574829101562,0.00010752688103821129,3401,-0.00232635997235775,0.0,1.9472092390060425e-05,1049.0,1763260384.127057,320896,,,-0.0001856088638305664,331.582072019577,0.6287746429443359,-0.0014178995043039322
