losses/old_approx_kl,losses/explained_variance,global_step,losses/value_loss,charts/learning_rate,_runtime,losses/entropy,losses/clipfrac,charts/SPS,charts/episodic_return,_step,_timestamp,losses/approx_kl,charts/episodic_length,losses/policy_loss
0.005470143631100655,-2.031083822250366,77952,0.0005764259258285165,0.00025330259813927114,189.57108211517334,0.43850579857826233,0.015625,477.0,,1020,1763260248.0399811,0.005250103771686554,,0.005920516327023506
0.0021303724497556686,-0.0010099411010742188,78976,57.7104606628418,0.0002526881580706686,191.7203187942505,0.4419217109680176,0.0,477.0,,1031,1763260250.1892178,0.00016915425658226013,,-0.0009889230132102966
,,80965,,,195.47161984443665,,,,500.0,1050,1763260253.9405189,,500.0,
-0.0022190846502780914,0.24543726444244385,81280,0.0005207221838645637,0.00025130569702014327,196.19933223724365,0.5484955906867981,0.0,478.0,,1053,1763260254.6682312,0.0004979148507118225,,-0.004954800009727478
0.040476035326719284,-0.19040250778198242,81792,0.0001843999489210546,0.000250998476985842,197.21195936203003,0.5241861343383789,0.009765625,478.0,,1058,1763260255.6808584,0.005742311477661133,,-0.021651102229952812
0.0010449383407831192,0.3776633143424988,84352,0.0002564639435149729,0.0002494623768143356,201.8943407535553,0.5480198860168457,0.0,480.0,,1083,1763260260.3632398,0.0005487054586410522,,-0.0030992981046438217
-0.0018122494220733643,0.4741113781929016,85120,0.006439192220568657,0.00024900154676288366,202.82411551475525,0.5265886187553406,0.0,482.0,,1091,1763260261.2930145,0.0002609994262456894,,-0.0025873295962810516
0.03354848921298981,0.15605133771896362,86656,0.0051666488870978355,0.0002480798866599798,204.86642932891846,0.45848244428634644,0.033203125,485.0,,1106,1763260263.3353283,0.012955359183251858,,-0.01664625108242035
0.032211385667324066,-0.13098478317260742,87936,0.00022641319083049893,0.0002473118365742266,207.08316493034363,0.511738121509552,0.06640625,486.0,,1118,1763260265.552064,0.01775062084197998,,0.002957712858915329
-0.0004887161776423454,-0.0005820989608764648,88576,386.2801513671875,0.00024692781153135,208.270161151886,0.5285569429397583,0.0,486.0,,1125,1763260266.7390602,0.00010364595800638199,,-0.0004552192986011505
,,89465,,,209.68679022789001,,,,500.0,1133,1763260268.1556892,,500.0,
0.006010409444570541,0.5058469772338867,90624,0.004505137912929058,0.0002456989313941449,211.95237350463867,0.48274508118629456,0.0,488.0,,1145,1763260270.4212725,0.0018268171697854996,,-0.025299198925495148
-0.002781864255666733,0.0014249682426452637,92544,203.39340209960938,0.0002445468562655151,214.40147042274475,0.5272341370582581,0.0,492.0,,1164,1763260272.8703694,0.00012082792818546295,,0.003963202238082886
-0.0015910733491182327,0.34889960289001465,92672,0.00514751672744751,0.00024447005125693977,214.52892303466797,0.5133463740348816,0.0,492.0,,1165,1763260272.997822,3.798678517341614e-05,,-0.0015203803777694702
0.033615872263908386,-2.3603456020355225,93440,0.0003785047447308898,0.00024400922120548785,215.42687058448792,0.5050855278968811,0.01953125,494.0,,1172,1763260273.8957696,0.0019419379532337189,,-0.010355660691857338
-0.01367913093417883,-0.9016158580780029,94336,0.0007465314120054245,0.0002434715861454606,216.9255497455597,0.5783407092094421,0.01171875,494.0,,1181,1763260275.3944488,0.00755450502038002,,-0.010237958282232285
-0.018265658989548683,-0.9447072744369507,94848,0.00019636793876998127,0.00024316436611115932,217.87767958641052,0.5081683397293091,0.0078125,495.0,,1186,1763260276.3465786,0.005138672888278961,,-0.0121573805809021
,,95965,,,219.81829166412354,,,,500.0,1197,1763260278.2871907,,500.0,
0.0057754358276724815,0.000941157341003418,97536,359.7159423828125,0.0002415514609310776,223.32240295410156,0.49204492568969727,0.001953125,495.0,,1213,1763260281.791302,0.000937814824283123,,0.0030979644507169724
0.002168905921280384,0.2605019807815552,97792,0.0013734996318817139,0.00024139785091392696,223.7687063217163,0.4965127110481262,0.0,495.0,,1215,1763260282.2376053,0.0008553182706236839,,-0.011398054659366608
-0.006699342280626297,0.560695230960846,98944,0.0003478101280052215,0.00024070660583674908,225.50066137313843,0.4898267984390259,0.0,496.0,,1226,1763260283.9695604,0.0009764488786458969,,-0.010852843523025513
0.033200353384017944,-1.3227953910827637,99328,0.0004751915403176099,0.00024047619081102312,225.94173645973206,0.46198171377182007,0.037109375,497.0,,1230,1763260284.4106355,0.006544940173625946,,-0.008744999766349792
-0.001499410718679428,0.5538448095321655,99712,0.002521124202758074,0.00024024577578529716,226.4271433353424,0.5031784176826477,0.0,498.0,,1234,1763260284.8960423,3.5684555768966675e-05,,-0.00012250058352947235
-8.506700396537781e-05,-0.723392128944397,100864,0.000322081265039742,0.00023955453070811927,227.7959761619568,0.5161781311035156,0.0,500.0,,1245,1763260286.2648752,3.291293978691101e-06,,-0.00010323524475097656
-0.03615229204297066,-0.2602759599685669,101760,0.001526758773252368,0.00023901689564809203,228.90166640281677,0.40343284606933594,0.0078125,502.0,,1254,1763260287.3705654,0.003469879738986492,,0.012214206159114838
,,103465,,,230.86252737045288,,,,500.0,1271,1763260289.3314264,,500.0,
-0.006921679712831974,-1.2754735946655273,106368,0.00033593582338653505,0.0002362519153393805,235.80745553970337,0.46439850330352783,0.0234375,507.0,,1299,1763260294.2763546,0.009061017073690891,,0.006354279816150665
0.01914946362376213,-5.314172267913818,110464,0.00026427899138070643,0.00023379416961688548,243.09491634368896,0.43773290514945984,0.0,509.0,,1339,1763260301.5638154,0.0021460969001054764,,-0.003080129623413086
,,110465,,,243.14546251296997,,,,500.0,1340,1763260301.6143615,,500.0,
,,111465,,,244.47983312606812,,,,500.0,1349,1763260302.9487321,,500.0,
-0.002149798907339573,-0.5274379253387451,112896,0.0002485715667717159,0.0002323348744539544,246.33160018920898,0.44597962498664856,0.005859375,513.0,,1363,1763260304.8004992,0.00215111393481493,,-0.010349646210670471
0.0018566446378827095,0.0022884011268615723,113024,333.21099853515625,0.00023225806944537908,246.5334198474884,0.45769739151000977,0.00390625,513.0,,1365,1763260305.0023189,0.00045025628060102463,,0.004352089017629623
0.005606207996606827,0.0037798285484313965,113536,343.7039489746094,0.0002319508494110778,247.19240808486938,0.4490662217140198,0.001953125,514.0,,1370,1763260305.661307,0.001634819433093071,,-0.00784498080611229
0.0048355888575315475,0.003405332565307617,114560,235.67379760742188,0.00023133640934247524,248.52847719192505,0.4787294864654541,0.0,515.0,,1380,1763260306.9973762,0.0021871067583560944,,-0.024666979908943176
-0.00684895645827055,0.6998599767684937,114688,0.004846305586397648,0.00023125960433389992,248.67399191856384,0.47590792179107666,0.0,515.0,,1381,1763260307.142891,0.0009064031764864922,,-0.003547877073287964
0.026155799627304077,-0.9348208904266357,115456,0.00039672135608270764,0.000230798774282448,249.57117700576782,0.43985408544540405,0.0,517.0,,1388,1763260308.040076,0.0025097383186221123,,0.012750886380672455
0.0022496068850159645,0.8555669188499451,116096,0.002319439547136426,0.0002304147492395714,250.3879702091217,0.5106939077377319,0.0,518.0,,1395,1763260308.8568692,0.00041180942207574844,,-0.003402210772037506
-0.008087178692221642,0.0018047690391540527,116480,179.3257293701172,0.00023018433421384543,250.8224024772644,0.5160341262817383,0.001953125,518.0,,1399,1763260309.2913015,0.002428211271762848,,0.007179591804742813
0.008421296253800392,0.7264383435249329,117120,0.0029770962428301573,0.00022980030917096883,251.56472158432007,0.47513532638549805,0.0,520.0,,1405,1763260310.0336206,0.0022471342235803604,,-0.000180806964635849
0.005973190069198608,0.6595839858055115,119936,0.00012519503070507199,0.00022811059898231179,254.89613604545593,0.4231316149234772,0.001953125,524.0,,1432,1763260313.365035,0.0026016924530267715,,-0.01978546380996704
,,119965,,,254.92378973960876,,,,500.0,1433,1763260313.3926888,,500.0,
0.008070357143878937,-0.7381523847579956,122240,0.0019046677043661475,0.00022672810882795602,257.4769432544708,0.35461661219596863,0.0,528.0,,1455,1763260315.9458423,0.0004355423152446747,,-0.0041547417640686035
0.009509377181529999,0.7012072801589966,122368,0.00035701232263818383,0.0002266513038193807,257.6152811050415,0.35678935050964355,0.0,529.0,,1456,1763260316.08418,0.0013769343495368958,,-0.012392524629831314
,,122465,,,257.6617488861084,,,,500.0,1457,1763260316.130648,,500.0,
-0.003295176662504673,-0.6242575645446777,128256,0.0011144017335027456,0.00022311827342491597,267.47739934921265,0.48863932490348816,0.01171875,531.0,,1514,1763260325.9462984,0.004854203201830387,,-0.0036550089716911316
,,128965,,,268.46230363845825,,,,500.0,1521,1763260326.9312027,,500.0,
-0.010559781454503536,-0.14010465145111084,129408,0.0003845337778329849,0.0002224270283477381,268.99576926231384,0.41432783007621765,0.0078125,533.0,,1525,1763260327.4646683,0.001965523697435856,,0.009610820561647415
0.0007126778364181519,0.008291542530059814,129536,161.4833221435547,0.00022235022333916277,269.1510729789734,0.34090885519981384,0.0,533.0,,1527,1763260327.619972,0.00010073743760585785,,-0.005191780626773834
-0.005855047143995762,0.3300919532775879,129792,0.0014719158643856645,0.00022219661332201213,269.4625244140625,0.33265218138694763,0.029296875,533.0,,1529,1763260327.9314234,0.005378660745918751,,-0.013772226870059967
-0.002794940024614334,0.6313036680221558,130304,0.00134022266138345,0.00022188940783962607,270.27919006347656,0.45429739356040955,0.0,534.0,,1534,1763260328.748089,0.0005733873695135117,,0.008947417140007019
,,130465,,,270.5237286090851,,,,500.0,1536,1763260328.9926276,,500.0,
0.012044514529407024,0.49137622117996216,131200,0.003526207059621811,0.00022135177277959883,271.7987298965454,0.3836563229560852,0.0,534.0,,1543,1763260330.267629,0.0017856908962130547,,-0.013684538193047047
-0.010926869697868824,-0.6933856010437012,131456,0.00036031153285875916,0.0002211981627624482,272.18108344078064,0.35695385932922363,0.0,534.0,,1545,1763260330.6499825,0.0002888767048716545,,0.0011223629117012024
,,131465,,,272.22176122665405,,,,500.0,1546,1763260330.6906602,,500.0,
0.0010311314836144447,-0.2749316692352295,132736,0.0001360797177767381,0.000220430112676695,274.1886143684387,0.3842935562133789,0.0,535.0,,1558,1763260332.6575134,0.00011017452925443649,,-0.001162063330411911
0.006434300914406776,0.26796388626098633,132864,0.00019278847321402282,0.00022035330766811967,274.31880497932434,0.3619198501110077,0.005859375,535.0,,1559,1763260332.787704,0.003226649947464466,,-0.007332881912589073
-0.021247731521725655,0.1778649091720581,133248,0.0004835503932554275,0.0002201228926423937,274.75195598602295,0.36625635623931885,0.001953125,536.0,,1563,1763260333.220855,0.0015224721282720566,,-0.012244174256920815
-0.00011140108108520508,0.0011159181594848633,133504,348.8320007324219,0.00021996928262524307,275.08588576316833,0.35155025124549866,0.0,536.0,,1566,1763260333.5547848,0.000500628724694252,,0.007842138409614563
0.025888904929161072,0.2600705623626709,135808,0.0014924807474017143,0.0002185867924708873,277.8158874511719,0.45232412219047546,0.0234375,540.0,,1588,1763260336.2847865,0.007088720798492432,,-0.030841268599033356
-0.004297369159758091,-0.4509395360946655,135936,0.0007106172852218151,0.00021850998746231198,277.9715781211853,0.4452912211418152,0.0,540.0,,1589,1763260336.4404771,0.0008153142407536507,,0.005713105201721191
0.007039723917841911,-0.11134445667266846,136704,0.006407995708286762,0.00021804915741086006,278.89389872550964,0.47028496861457825,0.001953125,541.0,,1597,1763260337.3627977,0.00015151314437389374,,-0.00046688318252563477
-0.005113191902637482,0.14165258407592773,137728,0.001178611651994288,0.0002174347173422575,279.94934153556824,0.4150674343109131,0.01171875,543.0,,1607,1763260338.4182405,0.004849933087825775,,-0.027431756258010864
,,137965,,,280.1158535480499,,,,500.0,1609,1763260338.5847526,,500.0,
0.004137941636145115,0.000992894172668457,137984,365.11090087890625,0.00021728110732510686,280.23810338974,0.4347727298736572,0.0,543.0,,1610,1763260338.7070024,0.0013612257316708565,,-0.017155904322862625
-0.006531842052936554,0.2815583348274231,138240,0.0006868346827104688,0.00021712749730795622,280.53661847114563,0.4091310203075409,0.0,543.0,,1612,1763260339.0055175,0.00017346814274787903,,-0.001723460853099823
0.010196738876402378,0.3848349452018738,139648,0.008075910620391369,0.0002162826422136277,282.93159437179565,0.38209646940231323,0.0,544.0,,1626,1763260341.4004934,0.001170382834970951,,-0.02581195905804634
0.013203057460486889,-0.7428823709487915,140928,0.0009028750355355442,0.0002155145921278745,285.0298662185669,0.5072688460350037,0.009765625,544.0,,1638,1763260343.4987652,0.0027616117149591446,,-0.012325700372457504
0.0004911310970783234,0.6592625379562378,145920,0.00022939700284041464,0.000212519196793437,291.988685131073,0.4355633854866028,0.0,549.0,,1687,1763260350.4575841,0.0001710299402475357,,0.004972442984580994
,,150465,,,299.00522017478943,,,,500.0,1732,1763260357.4741192,,500.0,
-0.0050723971799016,-1.2723140716552734,151808,0.0001981544919544831,0.0002089861809508875,300.46939396858215,0.4328056275844574,0.0,553.0,,1745,1763260358.938293,0.000704488717019558,,-0.0027729421854019165
-0.005961067974567413,0.0005056262016296387,152576,156.3429718017578,0.00020852535089943558,301.38852977752686,0.4721844494342804,0.005859375,554.0,,1753,1763260359.8574288,0.002600686624646187,,-0.008612040430307388
0.004785350523889065,0.1896449327468872,152704,0.005693735554814339,0.00020844854589086026,301.5347137451172,0.4441959857940674,0.01171875,554.0,,1754,1763260360.0036128,0.0035572508350014687,,-0.002367079257965088
0.007403150200843811,-0.4894392490386963,153856,0.00030588338267989457,0.00020775730081368238,302.7639524936676,0.47275814414024353,0.009765625,556.0,,1765,1763260361.2328515,0.0052245259284973145,,-0.049299776554107666
0.0002488093450665474,0.4563816785812378,154112,0.005788031965494156,0.00020760369079653174,303.0402591228485,0.39382654428482056,0.0,556.0,,1768,1763260361.5091581,0.0007457183673977852,,-0.00496324896812439
-0.0025854315608739853,0.0010729432106018066,155008,429.2127990722656,0.0002070660557365045,304.04359436035156,0.3852699398994446,0.0,558.0,,1777,1763260362.5124934,0.0001550130546092987,,0.004902578890323639
0.003417438827455044,-1.7507576942443848,159232,0.00032470381120219827,0.00020453149045351893,309.5991086959839,0.4818407893180847,0.0,562.0,,1818,1763260368.0680077,0.0005099987611174583,,0.005576327443122864
