charts/learning_rate,charts/SPS,losses/entropy,losses/old_approx_kl,global_step,_timestamp,losses/policy_loss,losses/explained_variance,losses/value_loss,charts/episodic_return,_step,losses/approx_kl,losses/clipfrac,charts/episodic_length,_runtime
0.0002017665101448074,540.0,0.49680304527282715,0.00737153273075819,163840,1763260388.3450403,-0.0037146303802728653,0.035569846630096436,0.004071822855621576,,1856,0.0003344705328345299,0.0,,329.90390825271606
0.0002009984600590542,542.0,0.5376874804496765,0.01957051455974579,165120,1763260389.7945218,-0.022004898637533188,-0.05822324752807617,7.872153946664184e-05,,1868,0.007549852132797241,0.009765625,,331.35338973999023
0.00020069124002475291,543.0,0.48599693179130554,0.0037435274571180344,165632,1763260390.3882093,-0.002597413957118988,-0.10980880260467529,0.0001751497038640082,,1873,0.005028015002608299,0.0234375,,331.9470772743225
0.00020046082499902695,543.0,0.5186375379562378,0.004579400643706322,166016,1763260390.8422723,0.011991679668426514,0.051825761795043945,0.00040652378811500967,,1877,0.0022096484899520874,0.005859375,,332.4011402130127
0.0001999231899389997,544.0,0.49569422006607056,0.0006767362356185913,166912,1763260391.9127188,0.003273952752351761,-0.4310089349746704,0.0044171372428536415,,1886,0.0004749372601509094,0.009765625,,333.47158670425415
0.00019938555487897247,545.0,0.5246617197990417,0.00019648484885692596,167808,1763260392.9533129,0.003042418509721756,7.867813110351562e-06,108.18836975097656,,1895,0.000428762286901474,0.0,,334.5121808052063
0.00019884791981894523,546.0,0.5140957236289978,-0.012555641122162342,168704,1763260393.9602726,-0.007486686110496521,0.1715288758277893,8.585417526774108e-05,,1903,0.0007060198113322258,0.0,,335.51914048194885
0.0001986943098017946,546.0,0.561223566532135,-0.0014350134879350662,168960,1763260394.2672775,0.0015955865383148193,0.005388736724853516,0.0012139551108703017,,1906,1.8248334527015686e-05,0.0,,335.8261454105377
,,,,170207,1763260395.8470545,,,,500.0,1918,,,500.0,337.4059224128723
0.0001978494692593813,548.0,0.5384154319763184,-0.0036918334662914276,170368,1763260396.2666667,0.0003534853458404541,-0.15115129947662354,0.0035543630365282297,,1920,0.00010632164776325226,0.0,,337.82553458213806
0.0001963133690878749,548.0,0.5062766671180725,0.00810137391090393,172928,1763260400.8285494,0.002584589645266533,-0.2718578577041626,0.0040660728700459,,1945,0.0008075498044490814,0.0,,342.38741731643677
0.00019546851399354637,548.0,0.49503248929977417,-0.003562942147254944,174336,1763260403.3901448,0.005521569401025772,-0.07744646072387695,0.00413445383310318,,1959,0.0011491980403661728,0.001953125,,344.94901275634766
0.00019462365889921784,548.0,0.478753000497818,-0.001454121433198452,175744,1763260405.934921,-0.003641407936811447,0.0001989603042602539,181.91221618652344,,1973,0.0001645730808377266,0.0,,347.4937889575958
0.00019385560881346464,549.0,0.5449334979057312,0.003212541341781616,177024,1763260407.5190473,-0.004566565155982971,-0.17155933380126953,0.0005133650847710669,,1985,0.0012615453451871872,0.009765625,,349.0779151916504
0.00019347158377058804,550.0,0.5729007124900818,-0.0149313323199749,177664,1763260408.231349,-0.0020931512117385864,-0.18515360355377197,7.162799738580361e-05,,1991,0.0013629179447889328,0.0,,349.79021692276
,,,,178707,1763260409.4283333,,,,500.0,2002,,,500.0,350.98720121383667
,,,,179207,1763260410.0381353,,,,500.0,2007,,,500.0,351.59700322151184
,,,,180207,1763260411.1212182,,,,500.0,2016,,,500.0,352.68008613586426
0.000191781873581931,553.0,0.480281800031662,0.0077497102320194244,180480,1763260411.6895247,-0.019011665135622025,0.23415744304656982,0.0005449235322885215,,2019,0.0023139100521802902,0.0,,353.2483925819397
0.00019147465354762971,552.0,0.5476744771003723,-0.003599931485950947,180992,1763260412.6753974,-0.01019645668566227,0.4709882140159607,0.0002330517745576799,,2024,0.0002946881577372551,0.0,,354.2342653274536
0.00019132104353047907,552.0,0.4840756952762604,0.0007850043475627899,181248,1763260413.1864886,0.000889211893081665,0.00030481815338134766,61.49100112915039,,2027,2.0800158381462097e-05,0.0,,354.7453565597534
0.00019116743351332843,552.0,0.5576854348182678,-0.017651420086622238,181504,1763260413.6948016,0.01739298179745674,-0.19239163398742676,0.00015727142454124987,,2029,0.0017440291121602058,0.0,,355.25366950035095
0.00019086021347902715,552.0,0.48834168910980225,-0.004114928655326366,182016,1763260414.534875,-0.010704394429922104,0.3222787380218506,0.0004384610801935196,,2034,0.00016917940229177475,0.0,,356.0937428474426
0.00019016896840184927,552.0,0.5219559669494629,-0.0022873245179653168,183168,1763260416.6186433,-0.0005344711244106293,0.054660916328430176,7.251935312524438e-05,,2045,7.887743413448334e-05,0.0,,358.17751121520996
,,,,183707,1763260417.5873437,,,,500.0,2051,,,500.0,359.1462116241455
0.00018978494335897267,552.0,0.5544031858444214,-0.0010489709675312042,183808,1763260417.7907243,0.0041014403104782104,0.00034552812576293945,287.2877197265625,,2052,3.8173049688339233e-05,0.0,,359.3495922088623
,,,,185707,1763260421.1505206,,,,500.0,2070,,,500.0,362.7093884944916
0.00018832564819604158,552.0,0.48447340726852417,0.0006189784035086632,186240,1763260422.398504,0.0018804222345352173,0.00016939640045166016,438.54681396484375,,2076,3.5884790122509e-05,0.0,,363.95737195014954
0.0001872503780759871,552.0,0.5669494271278381,0.0028698956593871117,188032,1763260425.7131681,0.0008900165557861328,0.4046398401260376,0.00015035280375741422,,2093,0.0007414249703288078,0.0,,367.27203607559204
0.00018717357306741178,552.0,0.4929611384868622,0.0089056845754385,188160,1763260425.926647,0.0011911243200302124,-0.3159000873565674,0.00011464930139482021,,2094,0.0012897402048110962,0.001953125,,367.4855148792267
0.00018579109746497124,552.0,0.5810508728027344,-0.00969162117689848,190464,1763260430.0125837,-0.002144496887922287,-0.020566344261169434,0.0001550942106405273,,2117,0.0011548558250069618,0.0,,371.57145166397095
0.00018433180230204016,554.0,0.5333468914031982,-0.0071455491706728935,192896,1763260432.9573169,-0.010388130322098732,-0.2996480464935303,0.004925360903143883,,2141,0.0008048014715313911,0.0,,374.51618480682373
0.00018402458226773888,555.0,0.5985293984413147,0.00231198500841856,193408,1763260433.5942714,-0.010446740314364433,0.30247437953948975,0.004813050385564566,,2146,0.0009024152532219887,0.0,,375.15313935279846
0.00018394777725916356,555.0,0.5535101890563965,0.0007809540256857872,193536,1763260433.7372007,-0.0014459341764450073,0.14409339427947998,0.00034482902265153825,,2147,0.0005947975441813469,0.0,,375.2960686683655
0.00018387097225058824,555.0,0.5427799820899963,-0.018043482676148415,193664,1763260433.8878808,-0.01231294870376587,0.13588446378707886,0.00010950645082630217,,2148,0.0032136626541614532,0.005859375,,375.4467487335205
0.00018348694720771164,556.0,0.5685861110687256,0.007338564842939377,194304,1763260434.6109905,0.007196594029664993,0.0009518265724182129,578.91259765625,,2155,0.0002278350293636322,0.0,,376.16985845565796
0.00018241167708765715,558.0,0.487263947725296,0.025942321866750717,196096,1763260436.7028894,-0.008608639240264893,-0.526211142539978,0.0007682415889576077,,2172,0.0024294937029480934,0.0,,378.2617573738098
0.00018164362700190395,559.0,0.5164219737052917,-0.018627924844622612,197376,1763260438.2023098,-0.018776126205921173,0.3159237504005432,0.004996874835342169,,2185,0.0015270421281456947,0.0,,379.761177778244
0.00018118279695045203,560.0,0.5498624444007874,0.003765280358493328,198144,1763260439.0750933,-0.013716345652937889,0.19642949104309082,9.911844972521067e-05,,2192,0.001181543804705143,0.0,,380.6339612007141
,,,,198707,1763260439.6650796,,,,500.0,2198,,,500.0,381.2239475250244
0.00018079877190757543,560.0,0.4882705509662628,-0.001153881661593914,198784,1763260439.818706,-0.004222497344017029,0.0011698603630065918,280.250244140625,,2199,3.279838711023331e-05,0.0,,381.37757396698
0.00018003072182182223,562.0,0.5388743281364441,0.031204866245388985,200064,1763260441.3203733,0.0014148745685815811,-1.907576322555542,0.0004796025750692934,,2211,0.0018986640498042107,0.0,,382.87924122810364
0.00017987711180467159,562.0,0.5305734872817993,-5.6315213441848755e-05,200320,1763260441.6161816,0.00417594239115715,0.0005846619606018066,413.8106384277344,,2214,6.952323019504547e-05,0.0,,383.17504954338074
0.00017949308676179498,562.0,0.5405697822570801,0.0006162524223327637,200960,1763260442.36623,0.001317538321018219,0.04001373052597046,0.0013641800032928586,,2220,0.000300014391541481,0.0,,383.9250979423523
0.00017933947674464434,563.0,0.5264497399330139,0.0002728048712015152,201216,1763260442.6775222,0.0001887306571006775,6.479024887084961e-05,208.0693359375,,2223,2.4128705263137817e-05,0.0,,384.23639011383057
0.0001791858667274937,563.0,0.49038615822792053,0.002875210717320442,201472,1763260442.9383678,0.00010185502469539642,-0.5728719234466553,0.00022524224186781794,,2225,0.00014478527009487152,0.0,,384.4972357749939
0.00017910906171891838,563.0,0.49928539991378784,0.03171179071068764,201600,1763260443.0868056,-0.004226900637149811,-0.28310275077819824,0.00010160343663301319,,2226,0.001854526810348034,0.0,,384.6456735134125
,,,,201707,1763260443.1371908,,,,500.0,2227,,,500.0,384.6960587501526
0.0001788018416846171,564.0,0.5227586627006531,-0.0075928643345832825,202112,1763260443.7026482,0.00010522454977035522,0.4107934236526489,0.00023191854415927082,,2231,0.0008786804974079132,0.0,,385.26151609420776
0.00017857142665889114,564.0,0.4788408875465393,0.004754978232085705,202496,1763260444.143212,-0.0019830111414194107,-1.5695574283599854,0.0004426936502568424,,2235,0.001148059032857418,0.0,,385.7020800113678
0.00017818740161601454,565.0,0.4822436273097992,-0.002412754110991955,203136,1763260444.8811936,0.0044335126876831055,0.40535831451416016,0.00012083394540240988,,2241,0.00013804156333208084,0.0,,386.44006156921387
0.00017780337657313794,565.0,0.517128050327301,-0.0018311664462089539,203776,1763260445.630145,0.0021841488778591156,0.0006693601608276367,150.77154541015625,,2248,0.00011763349175453186,0.0,,387.189013004303
0.0001776497665559873,565.0,0.5288667678833008,-0.005886314436793327,204032,1763260445.9136193,-0.011503342539072037,-0.3635474443435669,0.00018726169946603477,,2250,0.0007057636976242065,0.0,,387.4724872112274
0.00017749615653883666,566.0,0.4837436378002167,-0.0005948478356003761,204288,1763260446.1844492,-0.0011257044970989227,0.0004507899284362793,267.7286376953125,,2253,0.00027285609394311905,0.0,,387.7433171272278
0.00017634408141020685,568.0,0.5359032154083252,-0.005355699919164181,206208,1763260448.375654,0.003367014229297638,0.00043720006942749023,350.373291015625,,2272,0.001150268130004406,0.0,,389.93452191352844
0.0001758064463501796,568.0,0.5651115775108337,0.02432592585682869,207104,1763260449.3766918,-0.002208419144153595,-0.48196613788604736,0.00011749101395253092,,2280,0.002561819739639759,0.0,,390.93555974960327
0.00017488478624727577,570.0,0.5261136889457703,0.003053334541618824,208640,1763260451.0953057,0.0008968561887741089,-0.6775456666946411,0.00015753114712424576,,2295,0.002503438852727413,0.0,,392.6541736125946
0.00017473117623012513,570.0,0.5344840288162231,-0.0025527039542794228,208896,1763260451.4110599,-0.002552678808569908,0.25141727924346924,0.004645721521228552,,2298,0.00020274799317121506,0.0,,392.96992778778076
0.00017396314069628716,571.0,0.5966240763664246,-0.006876561790704727,210176,1763260452.8232262,-0.01027284562587738,-1.0990667343139648,0.0001658172841416672,,2310,0.004960719496011734,0.001953125,,394.38209414482117
0.00017388633568771183,572.0,0.57002192735672,0.013205394148826599,210304,1763260452.9778717,-0.00822266936302185,0.0012447834014892578,230.10366821289062,,2312,0.00102916918694973,0.0,,394.5367395877838
0.00017350231064483523,572.0,0.542518675327301,0.0017499243840575218,210944,1763260453.6792982,-0.0008616596460342407,0.18527573347091675,0.005111992824822664,,2318,0.0002264445647597313,0.0,,395.2381660938263
0.00017327189561910927,573.0,0.4966728687286377,0.0005676578730344772,211328,1763260454.129683,0.0046439263969659805,0.00011593103408813477,68.03668975830078,,2322,9.505636990070343e-05,0.0,,395.6885509490967
0.00017311828560195863,573.0,0.5113470554351807,0.0064128730446100235,211584,1763260454.4397666,0.0016421414911746979,0.03370165824890137,0.00011357470066286623,,2324,9.168311953544617e-05,0.0,,395.9986345767975
0.00017281106556765735,573.0,0.4514726996421814,0.015905369073152542,212096,1763260455.0257375,-0.00619390606880188,0.006740391254425049,0.00017638946883380413,,2329,0.0016786828637123108,0.001953125,,396.58460545539856
0.0001721966254990548,574.0,0.5447995662689209,-0.004134943708777428,213120,1763260456.3532465,-0.004079259932041168,-1.0159673690795898,0.00024000913253985345,,2339,0.00010964646935462952,0.0,,397.91211438179016
0.00017196621047332883,574.0,0.5219748616218567,0.0084865503013134,213504,1763260456.8064618,-0.008177261799573898,0.4277648329734802,0.00010163103434024379,,2343,0.0011080801486968994,0.0,,398.36532974243164
0.00017165899043902755,575.0,0.5282883644104004,-0.003248089924454689,214016,1763260457.3971462,0.002260759472846985,0.35850071907043457,4.882490247837268e-05,,2348,0.00022696144878864288,0.0,,398.95601415634155
0.00017127496539615095,575.0,0.5600370168685913,0.00041356589645147324,214656,1763260458.1160553,0.00028965994715690613,0.11484229564666748,0.00021365561406128109,,2354,2.8284266591072083e-06,0.0,,399.6749231815338
0.0001707373303361237,576.0,0.43704962730407715,-0.0029644370079040527,215552,1763260459.1659822,-0.004656024277210236,-2.713082790374756,0.00024862278951331973,,2363,0.001065179705619812,0.00390625,,400.7248501777649
,,,,218207,1763260462.8170502,,,,500.0,2389,,,500.0,404.3759181499481
,,,,218707,1763260463.6952577,,,,500.0,2394,,,500.0,405.2541255950928
,,,,220207,1763260465.736801,,,,500.0,2409,,,500.0,407.2956688404083
0.0001668970799073577,578.0,0.6196976900100708,-0.01826149970293045,221952,1763260468.7885442,-0.0008595027029514313,-0.09516966342926025,0.0036319000646471977,,2426,0.0009508067741990089,0.0,,410.347412109375
0.00016666666488163173,578.0,0.5370739698410034,0.003711705096065998,222336,1763260469.4643517,0.00018079951405525208,0.4077850580215454,0.00511797983199358,,2430,0.000492132268846035,0.0,,411.0232195854187
0.00016551458975300193,580.0,0.4998171031475067,-0.0032800715416669846,224256,1763260471.66574,-0.0009150654077529907,0.000666201114654541,406.2305908203125,,2449,9.329617023468018e-05,0.0,,413.2246079444885
0.00016451612464152277,581.0,0.5023764371871948,0.0040099043399095535,225920,1763260473.5872607,-0.03745237737894058,0.3293421268463135,0.005066815763711929,,2465,0.0026575718075037003,0.00390625,,415.14612865448
0.00016290321946144104,584.0,0.5049358606338501,0.016949139535427094,228608,1763260476.5467138,-0.02965543419122696,0.26947081089019775,0.0002514183579478413,,2491,0.0044539254158735275,0.0,,418.1055817604065
0.00016282641445286572,584.0,0.5200657844543457,-0.007615807466208935,228736,1763260476.7090175,0.009399160742759705,0.000549614429473877,213.10702514648438,,2493,0.0006673512980341911,0.0,,418.26788544654846
0.00016198157391045243,585.0,0.555265486240387,0.010335752740502357,230144,1763260478.2382212,-0.0026514381170272827,-0.03768289089202881,0.00018287933198735118,,2506,0.0009035039693117142,0.0,,419.79708909988403
0.0001615207438590005,586.0,0.44193243980407715,0.0017143245786428452,230912,1763260479.1165092,0.0014884322881698608,0.3892045021057129,0.003370994469150901,,2514,4.873797297477722e-05,0.0,,420.6753771305084
0.00016144393885042518,586.0,0.4404921233654022,0.016759494319558144,231040,1763260479.2507005,-0.0071623846888542175,0.3915867209434509,0.0003124806971754879,,2515,0.0010969005525112152,0.0,,420.80956840515137
0.0001611367188161239,587.0,0.46097680926322937,0.018587695434689522,231552,1763260479.826818,0.004667051136493683,-1.5704319477081299,0.00015317209181375802,,2520,0.003313053399324417,0.001953125,,421.38568592071533
0.0001603686687303707,588.0,0.49073100090026855,-0.007047827355563641,232832,1763260481.1957777,0.0003334898501634598,0.00037235021591186523,116.33646392822266,,2533,0.0006126118823885918,0.0,,422.7546455860138
0.00015990783867891878,588.0,0.5225445032119751,7.340684533119202e-05,233600,1763260482.0246606,-7.1011483669281e-05,-0.1010587215423584,0.00011590676876949146,,2540,3.926083445549011e-05,0.0,,423.58352851867676
0.00015952381363604218,589.0,0.47953349351882935,0.020324498414993286,234240,1763260482.7285428,0.020539525896310806,0.0003554821014404297,426.8736267089844,,2547,0.0015821317210793495,0.0,,424.287410736084
0.0001580645184731111,591.0,0.5078485012054443,0.0022656479850411415,236672,1763260485.488492,0.0004970692098140717,0.11135733127593994,0.00011889744200743735,,2570,0.00013159867376089096,0.0,,427.0473599433899
,,,,236707,1763260485.5198395,,,,500.0,2571,,,500.0,427.07870745658875
,,,,237207,1763260486.13745,,,,500.0,2576,,,500.0,427.69631791114807
0.0001576804934302345,591.0,0.5601210594177246,0.0019724415615200996,237312,1763260486.2793427,0.0005718693137168884,8.273124694824219e-05,367.26141357421875,,2577,0.0001201452687382698,0.0,,427.83821058273315
0.00015576036821585149,594.0,0.5201845169067383,0.0022202031686902046,240512,1763260489.6388872,-0.0042654965072870255,-0.006219029426574707,0.0001482389634475112,,2608,0.000645115040242672,0.0,,431.1977550983429
,,,,240707,1763260489.7826974,,,,500.0,2610,,,500.0,431.3415653705597
,,,,242707,1763260491.9850354,,,,500.0,2630,,,500.0,433.5439033508301
0.00015407065802719444,597.0,0.5238637924194336,-0.0009970823302865028,243328,1763260492.670586,0.0012172050774097443,0.0004763007164001465,297.6329345703125,,2636,0.00020886678248643875,0.0,,434.22945404052734
0.00015345621795859188,598.0,0.4953644871711731,0.0011589191854000092,244352,1763260493.7583077,-0.007476925849914551,0.549635648727417,0.004343483597040176,,2646,0.0005366615951061249,0.0,,435.31717562675476
0.00015337941295001656,598.0,0.4764280617237091,-0.005051867105066776,244480,1763260493.9110308,-0.019061848521232605,0.039972782135009766,0.0003862637677229941,,2647,0.0018824869766831398,0.001953125,,435.4698987007141
0.00015330260794144124,598.0,0.47354182600975037,-0.0008074352517724037,244608,1763260494.0271757,-0.004975028336048126,-0.3540555238723755,0.00020423914247658104,,2648,0.00014107581228017807,0.0,,435.5860435962677
0.00015207372780423611,600.0,0.5144082903862,0.017758244648575783,246656,1763260496.238246,-0.011450288817286491,0.20990139245986938,0.00016752413648646325,,2668,0.0020239651203155518,0.0,,437.79711389541626
0.00015176650776993483,600.0,0.4892662465572357,0.009621861390769482,247168,1763260496.8051627,-0.007721051573753357,0.616940438747406,0.00016815731942187995,,2673,0.0008142022415995598,0.0,,438.3640305995941
0.00015115206770133227,601.0,0.5134273171424866,-0.003754621371626854,248192,1763260497.93734,0.0015849247574806213,-0.2650076150894165,0.00020478377700783312,,2683,0.0003987550735473633,0.0,,439.4962079524994
0.0001509216526756063,601.0,0.47135159373283386,0.001153191551566124,248576,1763260498.3831708,0.001125323586165905,-0.46243059635162354,0.0003328416496515274,,2687,6.843358278274536e-05,0.0,,439.94203877449036
,,,,248707,1763260498.5463219,,,,500.0,2689,,,500.0,440.10518980026245
0.00015061443264130503,602.0,0.5259457230567932,0.016421429812908173,249088,1763260498.952254,0.007110748440027237,-0.5691723823547363,0.00010963097884086892,,2692,0.0005994560196995735,0.0,,440.5111219882965
0.00014815668691881,605.0,0.5658211708068848,-0.00135048758238554,253184,1763260503.7886527,-0.009831167757511139,-0.9360102415084839,0.00019150562002323568,,2732,0.0012077828869223595,0.0,,445.3475205898285
,,,,255207,1763260505.95204,,,,500.0,2752,,,500.0,447.5109078884125
,,,,255707,1763260506.5107267,,,,500.0,2757,,,500.0,448.0695946216583
,,,,257207,1763260508.2002265,,,,500.0,2772,,,500.0,449.75909447669983
,,,,258207,1763260509.313693,,,,500.0,2782,,,500.0,450.8725609779358
0.0001450844865757972,609.0,0.5797792673110962,0.003838963806629181,258304,1763260509.454343,0.002320490777492523,0.00022393465042114258,313.9309387207031,,2783,0.0008514206856489182,0.0,,451.0132110118866
0.00014447004650719464,609.0,0.5552489161491394,0.001830308698117733,259328,1763260510.5737097,0.000404994934797287,0.0009118914604187012,217.616455078125,,2793,3.402773290872574e-05,0.0,,452.1325776576996
0.00014254992129281163,612.0,0.5007365345954895,-0.0009826608002185822,262528,1763260513.9887013,-0.0009750537574291229,0.685082197189331,0.00021893836674280465,,2824,0.00023743882775306702,0.0,,455.54756927490234
0.00014139784616418183,613.0,0.5131499767303467,0.00029949750751256943,264448,1763260516.0947735,0.005670212209224701,0.1976795792579651,0.0037827312480658293,,2843,0.0005956226959824562,0.0,,457.65364146232605
0.0001405529910698533,615.0,0.522156834602356,0.00020841509103775024,265856,1763260517.6116743,-0.017077282071113586,0.17498040199279785,0.003901162650436163,,2857,0.0009130164980888367,0.0,,459.1705422401428
0.0001390168908983469,616.0,0.4985607862472534,-0.0008400427177548409,268416,1763260520.4796257,0.0026359204202890396,0.02207159996032715,0.0041322968900203705,,2882,0.0002631125971674919,0.0,,462.03849363327026
,,,,269207,1763260521.3626218,,,,500.0,2890,,,500.0,462.9214897155762
0.00013725039025302976,619.0,0.5821465849876404,-0.00012949015945196152,271360,1763260523.6544895,0.0009304806590080261,0.47269660234451294,0.0032327151857316494,,2911,1.1331401765346527e-05,0.0,,465.2133574485779
0.00013579109509009868,620.0,0.5655006170272827,0.022605013102293015,273792,1763260526.2817845,-0.0019013360142707825,0.001432180404663086,287.42327880859375,,2935,0.0010808240622282028,0.0,,467.8406524658203
,,,,275207,1763260527.795782,,,,500.0,2949,,,500.0,469.35465002059937
0.00013425499491859227,622.0,0.5228589773178101,-0.0029470128938555717,276352,1763260529.0249178,-0.00010738149285316467,0.3199450373649597,0.0037740806583315134,,2960,2.9976479709148407e-05,0.0,,470.5837857723236
0.00013333333481568843,623.0,0.5458211898803711,0.0014848709106445312,277888,1763260530.736622,0.007166013121604919,0.3247010111808777,0.004288509488105774,,2975,0.00010616704821586609,0.0,,472.295490026474
0.0001324884797213599,624.0,0.5786598920822144,0.0025607245042920113,279296,1763260532.304569,-0.0034028291702270508,0.0006487369537353516,292.670654296875,,2989,5.078967660665512e-05,0.0,,473.86343693733215
0.00013195084466133267,625.0,0.49247246980667114,-0.00720038078725338,280192,1763260533.2954822,-0.010281279683113098,-0.15424847602844238,0.00017497643420938402,,2997,0.0003854036331176758,0.0,,474.85435009002686
0.00013110598956700414,626.0,0.5486630797386169,0.005178937688469887,281600,1763260534.8699162,-0.0024201013147830963,-0.2192298173904419,0.0001462254294892773,,3011,0.00026509352028369904,0.0,,476.4287841320038
0.00012872503430116922,629.0,0.5265772342681885,0.006492988206446171,285568,1763260539.1345153,-0.004296034574508667,-0.608667254447937,0.003984986804425716,,3051,0.00032745953649282455,0.0,,480.6933832168579
,,,,285820,1763260539.313647,,,,500.0,3053,,,500.0,480.87251496315
0.00012780337419826537,630.0,0.5015932321548462,0.00025805551558732986,287104,1763260540.7198522,-0.004629269242286682,-0.09576570987701416,0.00012807277380488813,,3066,0.00013793539255857468,0.0,,482.27872014045715
0.0001275729591725394,630.0,0.5271677374839783,0.0008451426401734352,287488,1763260541.1444669,0.0009439215064048767,0.16693741083145142,0.0030274982564151287,,3070,9.812694042921066e-05,0.0,,482.7033348083496
,,,,288820,1763260542.426096,,,,500.0,3083,,,500.0,483.9849638938904
,,,,290320,1763260544.0076714,,,,500.0,3098,,,500.0,485.56653928756714
,,,,290820,1763260544.5345953,,,,500.0,3103,,,500.0,486.09346318244934
,,,,293320,1763260546.8805509,,,,500.0,3127,,,500.0,488.4394187927246
0.0001239631383214146,635.0,0.5897088646888733,-0.0005004806444048882,293504,1763260547.087831,0.0013494938611984253,0.2637515664100647,0.0040764049626886845,,3129,1.750793308019638e-05,0.0,,488.6466989517212
0.0001231950882356614,636.0,0.5874716639518738,0.008845590054988861,294784,1763260548.2776663,7.170252501964569e-05,-0.0054819583892822266,0.0001610107283340767,,3141,0.0005060397088527679,0.0,,489.8365342617035
0.00012311828322708607,636.0,0.5857641696929932,0.002412804402410984,294912,1763260548.4242513,0.0021673906594514847,9.97781753540039e-05,241.01686096191406,,3143,2.8549693524837494e-05,0.0,,489.9831192493439
0.0001228878682013601,637.0,0.5828085541725159,6.0014426708221436e-06,295296,1763260548.7768228,0.0006513521075248718,-0.29403841495513916,0.0001541551318950951,,3146,1.3062730431556702e-05,0.0,,490.33569073677063
0.00012196620809845626,638.0,0.47863712906837463,0.004625330679118633,296832,1763260550.1931412,-0.006876267492771149,-0.0003230571746826172,138.89501953125,,3161,0.0005670534446835518,0.0,,491.7520091533661
,,,,297820,1763260551.0661318,,,,500.0,3170,,,500.0,492.6249997615814
0.0001205837179441005,640.0,0.5070521235466003,0.00733750406652689,299136,1763260552.335775,-0.006904736161231995,0.06738954782485962,0.00016367029456887394,,3183,0.0006377203390002251,0.0,,493.894642829895
0.00012027649790979922,641.0,0.5226777195930481,-0.005306015722453594,299648,1763260552.8320806,-0.0038998275995254517,0.1864868402481079,0.00024046642647590488,,3188,0.00032220687717199326,0.0,,494.39094853401184
0.00011850998271256685,643.0,0.558764636516571,-0.005453180521726608,302592,1763260555.5612493,0.0005912557244300842,-0.00935983657836914,0.0003315356734674424,,3217,0.0004853159189224243,0.0,,497.1201171875
0.00011812595766969025,644.0,0.6116495728492737,-0.0017067166045308113,303232,1763260556.171296,-0.009295739233493805,0.27579402923583984,0.003850134089589119,,3224,0.0001705000177025795,0.0,,497.73016381263733
,,,,305594,1763260558.338048,,,,500.0,3247,,,500.0,499.8969159126282
0.00011651305976556614,646.0,0.5046954154968262,0.008434806019067764,305920,1763260558.6645675,-0.01148337870836258,-0.7984340190887451,0.00039691547863185406,,3250,0.0016175676137208939,0.0,,500.2234354019165
,,,,306094,1763260558.8145864,,,,500.0,3252,,,500.0,500.3734543323517
0.00011620583973126486,646.0,0.43240073323249817,-0.0028199898079037666,306432,1763260559.1652675,-0.003868609666824341,0.00039374828338623047,421.56109619140625,338.0,3255,0.000565757043659687,0.0,338.0,500.72413539886475
,,,,306932,1763260559.5484874,,,,500.0,3259,,,500.0,501.10735535621643
0.00011513056961121038,648.0,0.5947448015213013,-0.002350485883653164,308224,1763260560.8180149,-0.0015397164970636368,0.15279704332351685,0.0003112949780188501,,3272,0.00013565924018621445,0.0,,502.37688279151917
0.00011497695959405974,648.0,0.5511019229888916,0.00030475202947854996,308480,1763260561.086249,-5.2481889724731445e-05,0.0004158616065979004,421.0459289550781,,3275,2.177152782678604e-05,0.0,,502.64511704444885
0.00011490015458548442,648.0,0.5163269639015198,0.004799108020961285,308608,1763260561.2010095,-0.004258256405591965,0.5940672159194946,0.0037135158199816942,,3276,0.00018590781837701797,0.0,,502.7598774433136
0.00011367127444827929,650.0,0.519856870174408,-0.006044491194188595,310656,1763260563.1163092,-0.007282927632331848,-0.05107080936431885,0.0037747726310044527,,3296,0.0002861311659216881,0.0,,504.67517709732056
,,,,310932,1763260563.3571787,,,,500.0,3299,,,500.0,504.9160466194153
0.00011113670916529372,653.0,0.5413599014282227,0.002588030882179737,314880,1763260567.2402003,-0.003239791840314865,0.27277469635009766,0.0037112748250365257,,3338,0.000171746127307415,0.0,,508.79906821250916
0.00011036866635549814,654.0,0.5514376759529114,0.0013321693986654282,316160,1763260568.5920024,-0.011524105444550514,0.12032276391983032,0.00041838979814201593,,3351,0.0008768867701292038,0.0,,510.15087032318115
,,,,316779,1763260569.1330678,,,,500.0,3357,,,500.0,510.6919357776642
0.0001098310312954709,654.0,0.4935612678527832,-0.0017735818400979042,317056,1763260569.5215013,0.00443459115922451,0.30999886989593506,0.0003143672947771847,,3360,0.000173068605363369,0.0,,511.0803692340851
0.00010752688103821129,657.0,0.5588744878768921,0.00017605721950531006,320896,1763260573.453467,0.0011204332113265991,7.480382919311523e-05,194.06869506835938,,3398,2.3962929844856262e-05,0.0,,515.0123348236084
,,,,321279,1763260573.7851038,,,,500.0,3401,,,500.0,515.3439717292786
,,,,321779,1763260574.286574,,,,500.0,3406,,,500.0,515.8454418182373
0.00010698924597818404,658.0,0.5259932279586792,0.00011505000293254852,321792,1763260574.3854446,-0.00012965500354766846,-0.0001844167709350586,139.67906188964844,,3407,0.00021765753626823425,0.0,,515.9443125724792
