charts/learning_rate,charts/SPS,losses/entropy,losses/old_approx_kl,global_step,_timestamp,losses/policy_loss,losses/explained_variance,losses/value_loss,charts/episodic_return,_step,losses/approx_kl,losses/clipfrac,charts/episodic_length,_runtime
0.0002743471704889089,432.0,0.5178362727165222,0.002386009320616722,42880,1763260184.5823722,-0.0006280913949012756,0.6940248012542725,94.49951171875,,650,0.00025627948343753815,0.0,,126.14124011993408
0.000273655925411731,432.0,0.5454633235931396,0.0004940284416079521,44032,1763260187.165783,-8.27256590127945e-05,-0.020472168922424316,3.91090989112854,,664,2.1561048924922943e-05,0.0,,128.72465085983276
,,,,45878,1763260191.1464872,,,,415.0,684,,,415.0,132.70535516738892
0.00027235024026595056,433.0,0.542980432510376,-0.0008686855435371399,46208,1763260192.0484812,-0.009119343012571335,-0.2763633728027344,159.25466918945312,,689,0.00015417858958244324,0.0,,133.60734915733337
0.0002718126052059233,433.0,0.5380650162696838,0.0022080764174461365,47104,1763260193.997297,0.001309320330619812,0.0031824111938476562,179.4989776611328,,698,4.6681612730026245e-05,0.0,,135.5561649799347
0.00027158219018019736,433.0,0.5382945537567139,-0.001800166442990303,47488,1763260194.844122,0.0008502863347530365,0.1620733141899109,2.179607629776001,,702,4.3120235204696655e-05,0.0,,136.40298986434937
0.0002712749701458961,434.0,0.554324746131897,-0.0036483732983469963,48000,1763260195.9197514,0.00241696834564209,-0.15518832206726074,1.9015672206878662,,707,0.00012027006596326828,0.0,,137.4786193370819
0.0002701228950172663,434.0,0.5571950674057007,0.00013534445315599442,49920,1763260200.2967167,-0.0002798140048980713,0.09146296977996826,260.20941162109375,,729,2.2025778889656067e-06,0.0,,141.85558462142944
0.00026858679484575987,435.0,0.5745977759361267,-0.0018805135041475296,52480,1763260205.9121099,-0.0034328028559684753,0.5454991459846497,0.8652433156967163,,757,8.817575871944427e-05,0.0,,147.47097778320312
0.0002682795748114586,435.0,0.528136134147644,-0.0006776731461286545,52992,1763260207.014434,0.00047507137060165405,0.8933758735656738,1.6445356607437134,,762,0.0006025396287441254,0.0,,148.57330203056335
0.0002680491597857326,435.0,0.5421367883682251,0.0012395316734910011,53376,1763260207.923838,-0.00135040283203125,0.40805137157440186,0.7056789994239807,,767,0.0003697732463479042,0.0,,149.4827058315277
0.0002675883297342807,435.0,0.5334518551826477,0.0005105463787913322,54144,1763260209.5980492,-0.00010290741920471191,0.47691643238067627,0.5167658925056458,,775,1.4604069292545319e-05,0.0,,151.15691709518433
,,,,55405,1763260212.114333,,,,180.0,788,,,180.0,153.67320084571838
,,,,56297,1763260213.9758294,,,,422.0,797,,,422.0,155.53469729423523
0.00026582181453704834,437.0,0.45416462421417236,0.008436959236860275,57088,1763260215.7979014,-0.009273819625377655,-0.8336565494537354,0.6530289053916931,,806,0.0007840003818273544,0.0,,157.356769323349
0.0002652841794770211,438.0,0.501790463924408,0.014786801300942898,57984,1763260217.623349,-0.01607678085565567,0.45107823610305786,0.1628294736146927,,815,0.002375626005232334,0.0,,159.1822168827057
0.00026236558915115893,441.0,0.4954468309879303,0.004407127387821674,62848,1763260227.673704,0.0018695443868637085,-0.2753627300262451,0.010241348296403885,,863,0.0002974690869450569,0.0,,169.23257184028625
0.0002618279540911317,442.0,0.4126485586166382,-0.010339846834540367,63744,1763260229.4764817,0.0023239534348249435,-0.00041472911834716797,354.4697570800781,,872,0.0010821186006069183,0.0,,171.03534960746765
,,,,64159,1763260230.2634528,,,,500.0,876,,,500.0,171.82232069969177
0.0002587557537481189,445.0,0.4104887843132019,-0.004797467030584812,68864,1763260240.0665462,-0.0017538126558065414,-0.5454850196838379,0.003098634537309408,,922,0.0007467279210686684,0.0,,181.6254141330719
,,,,69659,1763260241.7061071,,,,500.0,930,,,500.0,183.26497507095337
0.0002577572886366397,445.0,0.4785196781158447,0.008916264399886131,70528,1763260243.5157886,-0.01724025048315525,-0.15091359615325928,0.0004952434683218598,,938,0.002070080488920212,0.005859375,,185.07465648651123
0.0002576036786194891,445.0,0.5381580591201782,0.0011835331097245216,70784,1763260244.0876095,-0.000421866774559021,-6.80685043334961e-05,116.29007720947266,,941,1.9320286810398102e-05,0.0,,185.6464774608612
0.00025752687361091375,446.0,0.4651761054992676,0.004490124061703682,70912,1763260244.3427417,-0.004028014838695526,-0.08253169059753418,0.00025559772620908916,,942,0.00036121346056461334,0.0,,185.90160965919495
0.00025714284856803715,446.0,0.46190428733825684,-0.0024069296196103096,71552,1763260245.6051545,-0.012224040925502777,0.20163494348526,7.322426972677931e-05,,948,0.00038464833050966263,0.0,,187.1640224456787
,,,,74159,1763260251.0241425,,,,500.0,974,,,500.0,192.58301043510437
0.00025522272335365415,447.0,0.4360494613647461,-0.002079073339700699,74752,1763260252.3539248,-0.0023230668157339096,4.0531158447265625e-06,262.48004150390625,,980,9.953975677490234e-05,0.0,,193.9127926826477
0.00025491550331935287,447.0,0.45771878957748413,0.0074248528108000755,75264,1763260253.431981,0.004893336445093155,4.2557716369628906e-05,255.41384887695312,,985,0.0004219571128487587,0.0,,194.99084901809692
0.0002543010632507503,448.0,0.5024096965789795,-0.0009719543159008026,76288,1763260255.5658612,0.0013958290219306946,-0.45493078231811523,0.003758310107514262,,995,0.0001675039529800415,0.0,,197.12472915649414
0.00025414745323359966,448.0,0.5390530824661255,-0.0016206474974751472,76544,1763260256.0805674,-0.007796376943588257,-0.10487473011016846,0.00020078523084521294,,997,0.0012265564873814583,0.005859375,,197.63943529129028
0.0002530721831135452,449.0,0.562778115272522,0.011081347241997719,78336,1763260259.6222937,-0.0058249421417713165,0.46907907724380493,0.005359548609703779,,1015,0.0007175765931606293,0.0,,201.18116164207458
0.0002527649630792439,450.0,0.5380542278289795,0.007341829128563404,78848,1763260260.386251,-0.00030928850173950195,0.13362789154052734,0.003846881678327918,,1020,0.0023583676666021347,0.0,,201.94511890411377
0.0002520737471058965,453.0,0.5408108234405518,-0.0061480142176151276,80000,1763260261.8681402,-0.006986655294895172,-1.6506266593933105,0.001161498948931694,,1031,0.0006392039358615875,0.0,,203.42700815200806
0.00025092167197726667,455.0,0.5127177834510803,-0.012504614889621735,81920,1763260265.1498966,0.003223419189453125,-1.0907931327819824,0.0005080176051706076,,1050,0.0018448960036039352,0.0,,206.70876455307007
0.00025076806196011603,455.0,0.5274876356124878,0.004435032606124878,82176,1763260265.6626203,2.216547727584839e-05,-0.00024402141571044922,252.8755340576172,,1053,0.0008839312940835953,0.0,,207.22148823738098
0.00025046084192581475,456.0,0.5679871439933777,0.006319401785731316,82688,1763260266.6062455,-0.001030072569847107,-3.516674041748047e-05,493.70343017578125,,1058,0.00041389837861061096,0.0,,208.16511344909668
0.00024892474175430834,458.0,0.5541518330574036,0.0016211578622460365,85248,1763260271.3411014,0.002985924482345581,2.4020671844482422e-05,317.7621765136719,,1083,0.0006671445444226265,0.0,,212.89996933937073
0.0002483871066942811,460.0,0.5712155103683472,9.570736438035965e-05,86144,1763260272.4602356,-0.001212194561958313,-0.05964457988739014,0.00015716179041191936,,1091,0.00025620218366384506,0.0,,214.0191035270691
,,,,87659,1763260274.1895308,,,,500.0,1106,,,500.0,215.74839878082275
0.0002467742015141994,464.0,0.5023031234741211,0.002442055381834507,88832,1763260276.641709,-0.0015979185700416565,-1.0177500247955322,0.007135925814509392,,1118,0.0005754651501774788,0.0,,218.20057702064514
0.00024631337146274745,464.0,0.5299489498138428,0.009699387475848198,89600,1763260278.109872,0.0030801184475421906,0.06806641817092896,0.00010415272845420986,,1125,0.0013600382953882217,0.0,,219.6687400341034
0.00024585254141129553,465.0,0.5034524202346802,0.0009282920509576797,90368,1763260279.558121,0.008655043318867683,0.029519617557525635,0.005288401152938604,,1133,0.0010980479419231415,0.0,,221.1169888973236
0.00024516129633411765,464.0,0.5658907294273376,0.0008246824145317078,91520,1763260282.394564,-0.002739138901233673,-0.05368542671203613,0.0016959515633061528,,1145,0.002980027347803116,0.0,,223.9534318447113
0.00024393241619691253,468.0,0.5606553554534912,0.0010035065934062004,93568,1763260285.2681823,-0.004774950444698334,-0.23366916179656982,0.0004919922212138772,,1164,0.00020417291671037674,0.0,,226.8270502090454
0.0002438556111883372,468.0,0.4992731809616089,0.0008286340162158012,93696,1763260285.435008,-0.00038682110607624054,-0.10432183742523193,3.7579371564788744e-05,,1165,0.002042383886873722,0.00390625,,226.9938759803772
0.0002434715861454606,469.0,0.5146230459213257,-0.0014053219929337502,94336,1763260286.2947688,-0.006764747202396393,-0.00018131732940673828,228.86465454101562,,1172,0.0003986312076449394,0.0,,227.85363674163818
,,,,95288,1763260287.4696941,,,,500.0,1181,,,500.0,229.0285620689392
,,,,95788,1763260288.097524,,,,500.0,1186,,,500.0,229.65639185905457
0.0002419354859739542,474.0,0.5475682020187378,0.0001310650259256363,96896,1763260289.5321615,-0.0003841221332550049,-0.0001646280288696289,398.84576416015625,,1197,0.00023397617042064667,0.0,,231.09102940559387
0.00024093702086247504,476.0,0.49799680709838867,-0.028238482773303986,98560,1763260292.393653,-0.024505145847797394,-0.07640421390533447,0.000835867365822196,,1213,0.011256083846092224,0.0546875,,233.95252084732056
,,,,98788,1763260292.6664872,,,,500.0,1215,,,500.0,234.22535514831543
0.00024016897077672184,476.0,0.44693928956985474,-0.007407090626657009,99840,1763260294.8317606,0.0036096759140491486,-0.0002791881561279297,330.7318115234375,,1226,0.00016288738697767258,0.0,,236.3906285762787
,,,,100288,1763260295.5786252,,,,500.0,1230,,,500.0,237.13749313354492
0.0002396313357166946,477.0,0.44148051738739014,0.018760083243250847,100736,1763260296.4503055,-0.002767890691757202,-0.2773083448410034,0.0001133733821916394,,1234,0.003369993530213833,0.0078125,,238.0091733932495
,,,,101788,1763260298.423859,,,,500.0,1245,,,500.0,239.98272681236267
0.00023840245557948947,478.0,0.5273652076721191,0.00011047068983316422,102784,1763260300.3210905,0.00038725510239601135,-0.025803446769714355,0.00018932775128632784,,1254,1.375097781419754e-05,0.0,,241.87995839118958
0.0002374039904680103,479.0,0.5079230666160583,-0.01805650256574154,104448,1763260303.083034,-0.0006738640367984772,-0.22701680660247803,0.0043516019359230995,,1271,0.0021115290001034737,0.0,,244.64190196990967
,,,,107288,1763260306.9158523,,,,500.0,1299,,,500.0,248.47472023963928
0.00023317972954828292,490.0,0.49988335371017456,-0.0019216528162360191,111488,1763260312.46934,2.7045607566833496e-06,-0.1381443738937378,0.0033316875342279673,,1339,4.174280911684036e-05,0.0,,254.02820801734924
0.0002331029245397076,491.0,0.5044555068016052,-0.0076734768226742744,111616,1763260312.606671,-0.007757999002933502,-0.165185809135437,0.0007553970790468156,,1340,0.0010100780054926872,0.0,,254.16553902626038
0.00023256528947968036,492.0,0.4993341863155365,0.012532575987279415,112512,1763260313.7079196,0.001077897846698761,-0.12762939929962158,0.00408921530470252,,1349,0.0007791584357619286,0.005859375,,255.2667875289917
0.00023172043438535184,495.0,0.519307017326355,0.004279250279068947,113920,1763260315.4518583,-0.012506216764450073,0.0008391737937927246,0.004969469737261534,,1363,0.0013041682541370392,0.001953125,,257.0107262134552
0.0002315668243682012,495.0,0.5427089929580688,-0.003771372139453888,114176,1763260315.785638,-0.004169922322034836,0.1025768518447876,8.770841668592766e-05,,1365,0.005148991011083126,0.005859375,,257.34450602531433
0.00023125960433389992,496.0,0.5314423441886902,0.002931969240307808,114688,1763260316.3952465,-0.008733343333005905,-0.10246777534484863,6.680062506347895e-05,,1370,0.0011866148561239243,0.00390625,,257.95411443710327
0.00023064516426529735,496.0,0.5373318791389465,0.016013875603675842,115712,1763260318.284507,-0.026741832494735718,-0.06603419780731201,0.00016537703049834818,,1380,0.001829739660024643,0.001953125,,259.8433749675751
,,,,115788,1763260318.334108,,,,500.0,1381,,,500.0,259.8929760456085
0.00023018433421384543,497.0,0.4094601273536682,0.04908188432455063,116480,1763260319.6111667,-0.03842509537935257,0.3085933327674866,0.007177203893661499,,1388,0.00782139040529728,0.017578125,,261.1700346469879
0.0002297235041623935,497.0,0.4674570560455322,0.005378592759370804,117248,1763260320.9568336,0.001541242003440857,0.03311002254486084,9.008923370856792e-05,,1395,0.0008386634290218353,0.0,,262.5157015323639
0.00022949308913666755,497.0,0.5287904143333435,0.01708284020423889,117632,1763260321.6485393,0.0055664293467998505,0.09016954898834229,0.0008791639120317996,,1399,0.004020893946290016,0.00390625,,263.20740723609924
0.00022910906409379095,498.0,0.5626509785652161,0.001213730312883854,118272,1763260322.7588396,-0.004072319716215134,-0.035329580307006836,9.569816756993532e-05,,1405,0.0007183616980910301,0.0,,264.31770753860474
0.00022749615891370922,499.0,0.5265753865242004,0.0028614066541194916,120960,1763260327.3025503,-0.010660558938980103,0.12108677625656128,0.006067647133022547,,1432,0.0012135952711105347,0.0,,268.8614182472229
0.0002274193539051339,500.0,0.552984356880188,0.006584731861948967,121088,1763260327.4393868,-0.013343703001737595,-0.20678508281707764,0.0002592014498077333,,1433,0.003986747935414314,0.0,,268.998254776001
0.00022611366875935346,501.0,0.4956240952014923,0.015116513706743717,123264,1763260330.9459872,-0.01063583791255951,-0.05043220520019531,0.00046946803922764957,,1455,0.00315179955214262,0.01171875,,272.5048551559448
0.00022603686375077814,502.0,0.5853639245033264,0.0022955210879445076,123392,1763260331.140563,0.005396217107772827,-0.08528244495391846,0.000199542089831084,,1456,0.0003338875249028206,0.0,,272.6994309425354
,,,,123476,1763260331.189383,,,,500.0,1457,,,500.0,272.7482509613037
0.0002224270283477381,510.0,0.512793779373169,0.00021944288164377213,129408,1763260338.645278,-0.024484993889927864,-0.11760079860687256,0.0001401005283696577,,1514,0.0036842888221144676,0.0078125,,280.2041459083557
0.00022204301785677671,511.0,0.5432258248329163,0.005470822565257549,130048,1763260339.6197548,-0.009642720222473145,9.620189666748047e-05,246.2942352294922,,1521,0.0012617437168955803,0.0,,281.17862272262573
,,,,130476,1763260340.3293688,,,,500.0,1525,,,500.0,281.88823676109314
0.0002216589928139001,511.0,0.5037037134170532,-0.02042970061302185,130688,1763260340.7502618,-0.0059082992374897,-0.11213886737823486,0.0038179291877895594,,1527,0.0021050674840807915,0.0,,282.3091297149658
0.00022150538279674947,511.0,0.5030874609947205,0.02316179871559143,130944,1763260341.152478,-0.040052227675914764,0.15703535079956055,0.00011988398182438686,,1529,0.01011989638209343,0.025390625,,282.711345911026
0.0002211981627624482,512.0,0.5212132334709167,-0.0025689303874969482,131456,1763260342.0101633,-0.001024492084980011,-0.023409485816955566,9.422855509910733e-05,,1534,3.892369568347931e-05,0.0,,283.5690312385559
0.00022112135775387287,512.0,0.5266130566596985,-0.008731894195079803,131584,1763260342.2798922,0.0010839924216270447,-7.343292236328125e-05,297.4107666015625,,1536,0.0005096942186355591,0.0,,283.838760137558
0.00022066052770242095,512.0,0.5196342468261719,-0.002505337819457054,132352,1763260343.5776777,-0.0022835228592157364,-0.059511780738830566,0.00035607314202934504,,1543,8.92486423254013e-05,0.0,,285.1365456581116
0.00022058372269384563,512.0,0.5830026865005493,0.0022046398371458054,132480,1763260343.8406038,-0.0012383665889501572,-4.017353057861328e-05,376.9390869140625,,1545,2.8505921363830566e-05,0.0,,285.39947175979614
0.0002205069176852703,512.0,0.5542019605636597,-0.0026118559762835503,132608,1763260344.0575576,-0.0013663172721862793,0.08847421407699585,0.005195622332394123,,1546,8.49524512887001e-05,0.0,,285.6164255142212
0.0002197388675995171,513.0,0.5161771774291992,-0.005130888894200325,133888,1763260346.3239787,-0.0053584985435009,-0.017096400260925293,0.00013014287105761468,,1558,0.0018885117024183273,0.001953125,,287.8828465938568
,,,,133976,1763260346.378659,,,,500.0,1559,,,500.0,287.93752694129944
0.00021943164756521583,513.0,0.5796960592269897,0.003630397841334343,134400,1763260347.186284,0.0012238547205924988,-0.1307079792022705,0.00014500728866551071,,1563,0.00039800629019737244,0.0,,288.74515199661255
0.00021927803754806519,513.0,0.5205526947975159,-0.0021540094166994095,134656,1763260347.5042307,0.000711098313331604,0.00020635128021240234,0.005939046386629343,,1566,2.039596438407898e-05,0.0,,289.0630986690521
0.00021789554739370942,517.0,0.49217215180397034,0.007252071984112263,136960,1763260350.244381,0.006981749087572098,-0.1696460247039795,0.00012048449571011588,,1588,0.001558820717036724,0.0,,291.8032488822937
,,,,136976,1763260350.2780707,,,,500.0,1589,,,500.0,291.83693861961365
,,,,137806,1763260351.2354622,,,,330.0,1597,,,330.0,292.79433012008667
,,,,138683,1763260352.9336162,,,,76.0,1607,,,76.0,294.4924840927124
0.00021674347226507962,518.0,0.5527503490447998,0.029399961233139038,138880,1763260353.3510509,-0.018205072730779648,0.12013000249862671,0.002666556043550372,,1609,0.003326632082462311,0.001953125,,294.9099187850952
0.0002166666672565043,518.0,0.5741513967514038,-0.0061651356518268585,139008,1763260353.6006196,0.014457717537879944,-0.504543662071228,0.00021892946097068489,,1610,0.0015344303101301193,0.0,,295.1594874858856
,,,,139183,1763260353.8645344,,,,500.0,1612,,,500.0,295.4234023094177
0.00021566820214502513,518.0,0.5770029425621033,0.018153630197048187,140672,1763260356.5010054,0.004156187176704407,-0.22150826454162598,0.00023150042397901416,,1626,0.0009253546595573425,0.0,,298.05987334251404
0.00021497695706784725,520.0,0.5842497944831848,-0.007991299964487553,141824,1763260357.892416,0.0035061798989772797,0.018513143062591553,0.0042131273075938225,,1638,0.00013698358088731766,0.0,,299.4512839317322
0.00021205836674198508,527.0,0.5649313926696777,0.0006549153476953506,146688,1763260363.6430268,-0.0005952268838882446,-0.06150400638580322,0.00012037512351525947,,1687,1.3260170817375183e-05,0.0,,305.20189476013184
,,,,151207,1763260369.8930454,,,,500.0,1732,,,500.0,311.451913356781
0.00020852535089943558,532.0,0.40638312697410583,0.002980888821184635,152576,1763260371.6799772,0.005347199738025665,-0.28688836097717285,0.00038423825753852725,,1745,0.0004951423034071922,0.0,,313.2388451099396
0.00020806452084798366,532.0,0.43550434708595276,-0.0215563103556633,153344,1763260373.2142074,-0.024457763880491257,-0.7150791883468628,0.005004206672310829,,1753,0.00283015426248312,0.0,,314.77307534217834
0.00020798771583940834,532.0,0.4495823085308075,0.01975148171186447,153472,1763260373.4322488,0.0008562654256820679,-0.020257234573364258,0.0003895546542480588,,1754,0.007286611944437027,0.02734375,,314.99111676216125
0.00020729647076223046,533.0,0.41097885370254517,0.036738261580467224,154624,1763260375.4732893,-0.003015086054801941,-0.00252532958984375,0.00018661255307961255,,1765,0.01159822940826416,0.08203125,,317.0321571826935
0.00020714286074507982,533.0,0.4244701564311981,0.017607830464839935,154880,1763260375.925287,-0.005176372826099396,-0.10086798667907715,0.004859251901507378,,1768,0.0016866568475961685,0.001953125,,317.4841549396515
0.00020660522568505257,533.0,0.4897767901420593,0.005009454675018787,155776,1763260377.4545105,0.001274503767490387,-0.00015306472778320312,296.98114013671875,,1777,0.000695359893143177,0.0,,319.0133783817291
0.000204070660402067,537.0,0.4529007375240326,0.0035778935998678207,160000,1763260383.2320564,-0.0059490203857421875,0.5046195983886719,0.0006314694765023887,,1818,0.0011366140097379684,0.0,,324.7909243106842
0.00020376344036776572,537.0,0.564669668674469,0.002115415409207344,160512,1763260384.1265104,-0.018796132877469063,0.09853655099868774,0.00044608977623283863,,1823,0.004814416170120239,0.0078125,,325.6853783130646
0.00020207373017910868,540.0,0.5278643369674683,-0.005425488576292992,163328,1763260387.746356,-0.003687433898448944,-6.091594696044922e-05,151.70059204101562,,1851,0.000639570876955986,0.0,,329.305223941803
