losses/clipfrac,losses/value_loss,charts/episodic_length,charts/episodic_return,losses/entropy,losses/explained_variance,_step,_timestamp,losses/approx_kl,charts/learning_rate,charts/SPS,losses/old_approx_kl,losses/policy_loss,_runtime,global_step
0.0,4.764506816864014,,,0.5957197546958923,-0.3659425973892212,689,1763260178.5274787,8.094776421785355e-05,0.00027235024026595056,493.0,-0.0007955851033329964,-0.0005588531494140625,120.09352278709412,46208
0.0,196.6167755126953,,,0.6255019307136536,0.0011629462242126465,698,1763260180.1005166,4.750676453113556e-06,0.00027188941021449864,492.0,0.000326341949403286,0.00011910125613212585,121.66656064987183,46976
0.0,201.3515625,,,0.554648220539093,-0.0019578933715820312,702,1763260180.8571332,0.00024156086146831512,0.0002716589951887727,493.0,-0.010274605825543404,0.006838424131274223,122.42317724227905,47360
0.0,319.55352783203125,,,0.5691560506820679,0.066006600856781,707,1763260181.481051,0.00167912058532238,0.00027150538517162204,492.0,-0.008009815588593483,-0.002102091908454895,123.04709506034851,47616
,,500.0,500.0,,,729,1763260185.3041086,,,,,,126.87015271186829,49605
0.0,251.29434204101562,,,0.6006651520729065,0.020299673080444336,757,1763260189.7919617,0.0002530021592974663,0.0002690476248972118,492.0,-0.004145984537899494,0.0007806941866874695,131.35800576210022,51712
,,281.0,281.0,,,762,1763260190.6009974,,,,,,132.16704154014587,52173
,,500.0,500.0,,,767,1763260191.6012497,,,,,,133.16729378700256,52673
,,279.0,279.0,,,775,1763260193.1156101,,,,,,134.681654214859,53452
,,353.0,353.0,,,788,1763260195.45906,,,,,,137.02510404586792,54647
0.0,1.7446057796478271,,,0.5347493290901184,0.2391563057899475,797,1763260197.4096317,0.0006242888048291206,0.0002667434746399522,493.0,-0.004581647925078869,-0.007194172590970993,138.97567582130432,55552
0.001953125,1.7964730262756348,,,0.4857071340084076,-0.3242955207824707,806,1763260199.1281824,0.0029981471598148346,0.00026620583957992494,493.0,-0.009644394740462303,-0.012871760874986649,140.6942265033722,56448
0.0,1.4971275329589844,,,0.5214475989341736,0.05597406625747681,815,1763260200.8299975,8.27861949801445e-05,0.0002656682045198977,494.0,0.0011250628158450127,-0.0013652965426445007,142.3960416316986,57344
,,481.0,481.0,,,863,1763260209.9795558,,,,,,151.54559993743896,62161
,,455.0,455.0,,,872,1763260211.5083253,,,,,,153.074369430542,62872
0.0,0.491446316242218,,,0.5498350858688354,0.06011301279067993,876,1763260212.4233997,5.791429430246353e-05,0.00026205836911685765,496.0,0.0022230902686715126,0.0026352684944868088,153.9894437789917,63360
,,500.0,500.0,,,922,1763260221.024475,,,,,,162.5905191898346,67999
0.0,0.06384328007698059,,,0.6280032396316528,0.03497910499572754,930,1763260222.6648934,0.0005757082253694534,0.0002587557537481189,499.0,0.0013165809214115143,-0.002444591373205185,164.2309374809265,68864
,,394.0,394.0,,,938,1763260223.912498,,,,,,165.47854208946228,69543
0.001953125,0.03654792532324791,,,0.6190057992935181,0.2706616520881653,941,1763260224.622266,0.002996380440890789,0.0002581413136795163,499.0,-0.003554527647793293,-0.047901708632707596,166.1883101463318,69888
,,419.0,419.0,,,942,1763260224.678879,,,,,,166.2449231147766,69962
0.0,108.58560943603516,,,0.5833965539932251,0.002721548080444336,948,1763260225.69574,5.12516126036644e-05,0.00025783409364521503,499.0,0.001374940387904644,-0.0006364583969116211,167.26178407669067,70400
,,500.0,500.0,,,974,1763260230.5916328,,,,,,172.15767693519592,73027
0.0,270.1959228515625,,,0.5656126141548157,0.0017643570899963379,980,1763260231.772755,0.0008133919909596443,0.00025591396843083203,500.0,-0.01078126486390829,0.002405785024166107,173.33879899978638,73600
0.0,181.25054931640625,,,0.47779104113578796,0.0007613301277160645,985,1763260232.7272701,0.0004088599234819412,0.00025560674839653075,501.0,0.007999291643500328,-0.0010247789323329926,174.29331421852112,74112
0.0,344.82305908203125,,,0.5345540642738342,-7.009506225585938e-05,995,1763260234.7305646,0.002425147220492363,0.0002549923083279282,501.0,0.017746074125170708,-0.004251006990671158,176.29660868644714,75136
0.05859375,0.0008691014954820275,,,0.5518065690994263,-1.452385425567627,997,1763260235.198983,0.006712736561894417,0.00025483869831077754,501.0,0.0038780737668275833,-0.05264848470687866,176.7650270462036,75392
0.009765625,0.004491955041885376,,,0.5270538330078125,-0.29234135150909424,1015,1763260238.61223,0.0021390272304415703,0.00025376342819072306,501.0,-0.0019169440492987633,0.004158392548561096,180.1782741546631,77184
0.0,0.005229507107287645,,,0.5965322852134705,-1.1828176975250244,1020,1763260239.5909166,0.0003988714888691902,0.0002534562081564218,501.0,0.005119309760630131,-0.00041597336530685425,181.1569607257843,77696
0.0,0.00031526468228548765,,,0.5471289753913879,-0.1083993911743164,1031,1763260241.7358193,0.0006670057773590088,0.0002527649630792439,502.0,-0.004108928143978119,-0.006989091634750366,183.30186343193054,78848
0.001953125,0.004315848927944899,,,0.49890974164009094,-0.7751455307006836,1050,1763260245.374711,0.003329988569021225,0.00025161291705444455,503.0,-0.007415998727083206,-0.0034698322415351868,186.94075512886047,80768
,,500.0,500.0,,,1053,1763260245.8592048,,,,,,187.42524886131287,81027
0.0,268.6661071777344,,,0.46661585569381714,-0.00027740001678466797,1058,1763260246.8070412,0.00016566645354032516,0.00025115208700299263,503.0,-0.003881351090967655,-0.0003641173243522644,188.37308526039124,81536
0.0,608.3209838867188,,,0.5881113409996033,6.29425048828125e-05,1083,1763260251.6660855,9.489059448242188e-05,0.0002496159868314862,503.0,-0.0007275044918060303,0.008305404335260391,193.23212957382202,84096
0.001953125,0.0001330848754150793,,,0.5216026306152344,-0.10225152969360352,1091,1763260253.3119743,0.0011917836964130402,0.000249078351771459,504.0,0.0029203277081251144,-0.011712240055203438,194.87801837921143,84992
,,500.0,500.0,,,1106,1763260255.9611683,,,,,,197.52721238136292,86527
0.0,0.0034064215142279863,,,0.5008941292762756,-0.014932394027709961,1118,1763260258.295874,0.0010766172781586647,0.00024746544659137726,505.0,-0.013284786604344845,0.007105201482772827,199.86191821098328,87680
0.029296875,0.00012619250628631562,,,0.478309690952301,0.1551535725593567,1125,1763260259.5246239,0.009608399122953415,0.00024700461653992534,506.0,0.0029967501759529114,-0.0008287131786346436,201.09066796302795,88448
0.0,0.005494265351444483,,,0.4812377095222473,-0.05798923969268799,1133,1763260260.583949,0.0020736493170261383,0.0002465437864884734,507.0,-0.0055692363530397415,-0.007486473768949509,202.14999318122864,89216
0.072265625,0.00014281879703048617,,,0.4716814160346985,-0.3234689235687256,1145,1763260262.0254352,0.015712160617113113,0.0002457757364027202,510.0,-0.016972757875919342,-0.0018403604626655579,203.59147930145264,90496
0.0,0.00018095027189701796,,,0.4315895736217499,-0.1693347692489624,1164,1763260265.0477993,6.0762278735637665e-05,0.0002446236612740904,512.0,0.00024328846484422684,-0.0009969621896743774,206.61384344100952,92416
,,500.0,500.0,,,1165,1763260265.1019638,,,,,,206.66800785064697,92527
0.0,0.006939358077943325,,,0.4747428297996521,-0.11448371410369873,1172,1763260266.375109,0.0024792933836579323,0.0002441628312226385,513.0,-0.011658948846161366,-0.024627510458230972,207.941153049469,93184
0.00390625,363.3592834472656,,,0.4805307686328888,0.00010514259338378906,1181,1763260267.9142869,0.0013885218650102615,0.00024362519616261125,513.0,-0.0066701192408800125,-0.008334103971719742,209.48033094406128,94080
0.0,368.38824462890625,,,0.5736454129219055,-0.0005190372467041016,1186,1763260268.818724,0.0011963192373514175,0.00024331797612830997,514.0,0.021502701565623283,0.009562157094478607,210.3847680091858,94592
0.0,0.004999164957553148,,,0.5222467184066772,-0.49418532848358154,1197,1763260270.714447,0.00023573078215122223,0.00024262673105113208,515.0,0.0026973504573106766,-0.0008857175707817078,212.28049111366272,95744
0.0,0.000448218866949901,,,0.4774797558784485,0.015022575855255127,1213,1763260272.7339883,0.00011307001113891602,0.00024162826593965292,518.0,-0.0001405719667673111,0.0017483830451965332,214.30003237724304,97408
0.0,211.91683959960938,,,0.5341393947601318,0.00048094987869262695,1215,1763260272.895812,0.00010437052696943283,0.0002415514609310776,518.0,0.0024238647893071175,-0.004424950107932091,214.46185612678528,97536
0.01171875,0.0038679547142237425,,,0.5556350946426392,-0.11755490303039551,1226,1763260274.178633,0.0029315566644072533,0.00024086021585389972,521.0,0.001696866936981678,-0.01496083289384842,215.74467706680298,98688
0.0,231.89634704589844,,,0.5508201122283936,-0.0004165172576904297,1230,1763260274.9058917,0.0005961116403341293,0.00024062980082817376,521.0,0.0012203920632600784,0.006209857761859894,216.47193574905396,99072
,,500.0,500.0,,,1234,1763260275.5944364,,,,,,217.16048049926758,99527
0.0,156.21206665039062,,,0.520727813243866,0.00010848045349121094,1245,1763260277.6160724,0.0006978893652558327,0.00023970814072526991,521.0,-0.0015581818297505379,-0.0034423917531967163,219.1821165084839,100608
,,500.0,500.0,,,1254,1763260279.158902,,,,,,220.7249460220337,101527
0.0,0.0005664167692884803,,,0.48966094851493835,-0.13731586933135986,1271,1763260282.7556736,0.0006792815402150154,0.0002380952355451882,521.0,0.006456797011196613,1.7683953046798706e-05,224.32171773910522,103296
0.0,334.3806457519531,,,0.49807125329971313,0.0001327991485595703,1299,1763260286.2649324,0.0004967637360095978,0.00023640552535653114,526.0,-0.003928076475858688,0.006836831569671631,227.83097648620605,106112
0.0,0.004067401401698589,,,0.4469771385192871,0.4028041362762451,1339,1763260291.6464064,9.958632290363312e-06,0.00023394777963403612,532.0,0.000984872691333294,-0.00030044466257095337,233.21245050430298,110208
0.009765625,0.0008750935667194426,,,0.3963431119918823,0.0036178231239318848,1340,1763260291.8472083,0.003208411857485771,0.0002338709746254608,532.0,-0.0218686293810606,0.02032039873301983,233.4132523536682,110336
0.0,0.0037223196122795343,,,0.5473382472991943,0.18498754501342773,1349,1763260293.5118802,0.0007122298702597618,0.00023333333956543356,532.0,0.010630159638822079,0.00014636293053627014,235.0779242515564,111232
0.0,171.26589965820312,,,0.5207239389419556,2.8014183044433594e-05,1363,1763260295.9507122,0.000611661933362484,0.00023248848447110504,533.0,-0.004260624758899212,-0.009102735668420792,237.51675629615784,112640
0.0,0.0008702233899384737,,,0.5486711263656616,0.0874210000038147,1365,1763260296.363262,0.0014674030244350433,0.0002323348744539544,533.0,-0.008052168413996696,-0.0030568167567253113,237.92930603027344,112896
0.001953125,0.00031009168014861643,,,0.5638617873191833,-0.014503240585327148,1370,1763260297.1790805,0.0019181035459041595,0.00023202765441965312,533.0,-0.007627952843904495,-0.015274322591722012,238.74512457847595,113408
0.0,7.418749737553298e-05,,,0.5112382173538208,-0.03936350345611572,1380,1763260298.9454265,4.968792200088501e-05,0.00023141321435105056,534.0,-0.0016766227781772614,9.387359023094177e-05,240.51147055625916,114432
,,500.0,500.0,,,1381,1763260298.995701,,,,,,240.56174516677856,114527
0.0,0.004708341788500547,,,0.5898867845535278,0.07442110776901245,1388,1763260300.338149,0.0002245921641588211,0.00023095238429959863,534.0,-0.008526688441634178,0.0011305306106805801,241.9041931629181,115200
0.005859375,0.00021797037334181368,,,0.49483782052993774,0.07191354036331177,1395,1763260301.5741415,0.002833576872944832,0.0002304915542481467,534.0,-0.020801354199647903,0.0028341542929410934,243.14018559455872,115968
0.0,0.0003889829677063972,,,0.4904281497001648,0.0771932601928711,1399,1763260302.24679,0.0012905523180961609,0.00023026113922242075,535.0,-0.00652666948735714,-0.025304168462753296,243.81283402442932,116352
0.0,8.99695951375179e-05,,,0.5154699683189392,0.0069321393966674805,1405,1763260302.9817507,0.0021401820704340935,0.00022987711417954415,536.0,-0.009203390218317509,0.0018720179796218872,244.54779481887817,116992
0.0,0.0058319238014519215,,,0.5144938826560974,0.06993180513381958,1432,1763260306.1986537,0.0005561020225286484,0.00022826420899946243,540.0,-0.003430580720305443,0.0049909502267837524,247.76469779014587,119680
0.0,0.00037701177643612027,,,0.48063233494758606,-0.02101290225982666,1433,1763260306.3509367,0.0003548767417669296,0.0002281874039908871,540.0,0.002895765006542206,0.0025340616703033447,247.9169807434082,119808
,,500.0,500.0,,,1455,1763260308.9397202,,,,,,250.50576424598694,122027
0.0,427.171875,,,0.5272994041442871,3.4868717193603516e-05,1456,1763260309.0799413,0.0002608979120850563,0.00022680491383653134,544.0,0.0012533413246273994,-3.0528753995895386e-05,250.64598536491394,122112
0.001953125,0.004354578442871571,,,0.49138668179512024,-0.1356867551803589,1457,1763260309.2234395,0.0009954757988452911,0.00022672810882795602,544.0,-0.018482796847820282,0.007480144500732422,250.7894835472107,122240
,,500.0,500.0,,,1514,1763260315.7512975,,,,,,257.3173415660858,128027
0.0,0.004862149246037006,,,0.5272051692008972,-0.12890195846557617,1521,1763260316.6262205,0.0011348770931363106,0.0002228110533906147,555.0,0.013921143487095833,-0.0042115747928619385,258.19226455688477,128768
0.001953125,0.009542732499539852,,,0.522662878036499,0.00021457672119140625,1525,1763260317.3455973,0.0005635228008031845,0.00022258063836488873,555.0,0.00238739512860775,-0.010079523548483849,258.9116413593292,129152
0.0,0.000438619899796322,,,0.5350818037986755,-0.3257859945297241,1527,1763260317.7212517,0.0020271679386496544,0.0002224270283477381,555.0,0.0027701081708073616,-0.006871454417705536,259.28729581832886,129408
0.0,125.46255493164062,,,0.5595312714576721,0.00043898820877075195,1529,1763260317.952684,0.0005681198090314865,0.00022235022333916277,555.0,0.0014697052538394928,0.012504834681749344,259.518728017807,129536
0.0,261.40185546875,,,0.5294560194015503,0.0007865428924560547,1534,1763260318.822379,0.0008874600753188133,0.00022204301785677671,555.0,-0.005533444695174694,-0.01808323711156845,260.388423204422,130048
0.01171875,0.0004591300676111132,,,0.6063977479934692,-2.6630935668945312,1536,1763260319.2332656,0.003661145456135273,0.00022188940783962607,555.0,-0.011035631410777569,-0.010714173316955566,260.7993097305298,130304
,,500.0,500.0,,,1543,1763260320.3052623,,,,,,261.87130641937256,131027
0.0,0.0060471054166555405,,,0.5355721116065979,-0.9716908931732178,1545,1763260320.7250426,0.00022045616060495377,0.00022135177277959883,556.0,-0.0005430663004517555,-0.0031094453297555447,262.2910866737366,131200
0.0,0.0003135273000225425,,,0.4948544502258301,-0.15671956539154053,1546,1763260320.928503,0.0005091428756713867,0.0002212749677710235,556.0,0.004711972549557686,-0.007007371634244919,262.49454712867737,131328
,,500.0,500.0,,,1558,1763260322.8825147,,,,,,264.44855880737305,132527
0.0,469.70721435546875,,,0.4826986789703369,0.0005087852478027344,1559,1763260323.079288,0.0003098323941230774,0.0002205069176852703,556.0,-0.002902066335082054,-0.00587901845574379,264.6453320980072,132608
,,500.0,500.0,,,1563,1763260323.7756557,,,,,,265.3416998386383,133027
0.0,0.0006991663249209523,,,0.4763834774494171,0.3985368013381958,1566,1763260324.4149218,0.0013735229149460793,0.0002200460876338184,556.0,-0.0005953358486294746,-0.0013207457959651947,265.9809658527374,133376
0.0,159.76173400878906,,,0.4463058412075043,0.00011444091796875,1588,1763260327.498253,0.0009195972234010696,0.00021874040248803794,558.0,-0.007661117240786552,-0.007319461554288864,269.06429719924927,135552
0.0,0.006671756040304899,,,0.46959352493286133,-0.10068404674530029,1589,1763260327.624297,0.0011438531801104546,0.00021866359747946262,558.0,0.0013066278770565987,-0.01690823584794998,269.1903409957886,135680
,,500.0,500.0,,,1597,1763260328.7426324,,,,,,270.30867648124695,136527
,,500.0,500.0,,,1607,1763260330.4475522,,,,,,272.0135962963104,137527
0.0,0.005604644771665335,,,0.4956928789615631,0.09773111343383789,1609,1763260330.8332763,0.0009591793641448021,0.0002174347173422575,559.0,0.009297412820160389,-0.00040341541171073914,272.3993203639984,137728
0.001953125,0.0002210616075899452,,,0.5296029448509216,-0.6411556005477905,1610,1763260331.0226648,0.0017564855515956879,0.00021735791233368218,559.0,-0.0015923846513032913,0.0070013850927352905,272.5887088775635,137856
,,500.0,500.0,,,1612,1763260331.2415028,,,,,,272.80754685401917,138027
0.001953125,0.0002519662375561893,,,0.49307650327682495,-3.526237964630127,1626,1763260333.295471,0.0019601909443736076,0.00021635944722220302,561.0,-0.003945323638617992,0.0027856528759002686,274.861515045166,139520
0.001953125,0.007975607179105282,,,0.5446358919143677,-1.8781940937042236,1638,1763260334.7227855,0.002011834643781185,0.00021566820214502513,562.0,-0.0033359872177243233,-0.006371593102812767,276.2888295650482,140672
0.0,0.00578461354598403,,,0.49523070454597473,0.4154518246650696,1687,1763260340.9905467,0.0007295040413737297,0.00021267280681058764,568.0,0.0065734246745705605,-0.012595318257808685,282.55659079551697,145664
0.0,0.004037342965602875,,,0.4565272629261017,-0.08658039569854736,1732,1763260348.0583398,0.00013008620589971542,0.00020990784105379134,570.0,0.0017236368730664253,0.0037109851837158203,289.6243839263916,150272
0.0,297.55999755859375,,,0.4251367747783661,0.00020682811737060547,1745,1763260349.5087752,0.0006076116114854813,0.00020913979096803814,572.0,0.012809529900550842,-0.004734396934509277,291.07481932640076,151552
0.0,0.00018480265862308443,,,0.48721596598625183,0.19449007511138916,1753,1763260350.5166419,0.003567512147128582,0.0002086021559080109,573.0,0.012246196158230305,0.008661199361085892,292.0826859474182,152448
,,500.0,500.0,,,1754,1763260350.5566792,,,,,,292.12272334098816,152527
0.0,325.20037841796875,,,0.3945469260215759,0.0010778307914733887,1765,1763260352.1792283,0.0010434724390506744,0.00020791091083083302,574.0,0.008057590574026108,0.012591522186994553,293.745272397995,153600
0.0,0.0001316000270890072,,,0.46682503819465637,0.3228137493133545,1768,1763260352.7903874,0.0014581913128495216,0.00020768049580510706,574.0,0.009503941051661968,-0.009979650378227234,294.3564314842224,153984
0.0,0.0008278724853880703,,,0.44231605529785156,-1.0998811721801758,1777,1763260354.3232372,8.197128772735596e-05,0.00020714286074507982,574.0,-0.0034185778349637985,-0.0018137535080313683,295.8892812728882,154880
,,500.0,500.0,,,1818,1763260359.5756896,,,,,,301.1417336463928,159027
,,500.0,500.0,,,1823,1763260360.1586409,,,,,,301.7246849536896,159527
0.0,0.00015688338316977024,,,0.5308509469032288,-0.6896308660507202,1851,1763260363.2693427,0.0002479804679751396,0.00020261136523913592,583.0,0.005281015299260616,0.00033705681562423706,304.8353867530823,162432
0.0,0.00020576843235176057,,,0.4851527810096741,0.07486695051193237,1856,1763260363.8262584,0.0038438038900494576,0.00020230414520483464,583.0,0.02112557925283909,-0.03439237177371979,305.39230251312256,162944
0.0,429.52752685546875,,,0.531766951084137,0.00010979175567626953,1868,1763260365.2052245,0.0007885871455073357,0.00020161290012765676,585.0,0.00781667698174715,0.007171152159571648,306.7712686061859,164096
0.0,268.1104736328125,,,0.4598851203918457,0.0006253719329833984,1873,1763260366.0951986,0.0011176373809576035,0.00020130568009335548,585.0,-0.010410478338599205,-0.019563879817724228,307.66124272346497,164608
,,500.0,500.0,,,1877,1763260366.65984,,,,,,308.22588419914246,165027
