charts/SPS,losses/old_approx_kl,_step,losses/entropy,losses/value_loss,charts/episodic_return,charts/learning_rate,_runtime,losses/approx_kl,_timestamp,losses/explained_variance,losses/clipfrac,losses/policy_loss,global_step,charts/episodic_length
916.0,0.0053693754598498344,504,0.5866376161575317,4.440719127655029,,0.0002811059821397066,60.886677980422974,0.0017213551327586174,1763260091.319243,0.9717508554458618,0.0,-0.00403321348130703,31616,
,,515,,,169.0,,61.88571333885193,,1763260092.3182783,,,,32350,169.0
,,530,,,118.0,,63.26252055168152,,1763260093.6950855,,,,33397,118.0
,,539,,,148.0,,64.08244109153748,,1763260094.515006,,,,33969,148.0
,,547,,,139.0,,64.73984336853027,,1763260095.1724083,,,,34504,139.0
898.0,-0.00019550137221813202,555,0.574957549571991,1.9120126962661743,,0.00027903224690817297,65.4351658821106,3.189966082572937e-05,1763260095.8677309,0.9954571723937988,0.0,-0.00048583000898361206,35072,
897.0,0.0086726238951087,559,0.5844431519508362,1.2340340614318848,,0.0002788786368910223,65.77216744422913,0.0014464529231190681,1763260096.2047324,0.9928701519966125,0.0,-0.008186569437384605,35328,
,,568,,,187.0,,66.63666009902954,,1763260097.069225,,,,36052,187.0
861.0,0.00012585707008838654,595,0.5905414819717407,3.3980469703674316,,0.0002769585116766393,71.12637424468994,4.5299530029296875e-05,1763260101.5589392,-0.04703378677368164,0.0,-0.0027160607278347015,38528,
840.0,-0.007862755097448826,612,0.5478067994117737,6.454957962036133,,0.0002759600756689906,74.20390176773071,0.0022930530831217766,1763260104.6364667,0.3637557029724121,0.0,-0.00677277147769928,40192,
838.0,-0.0058025820180773735,614,0.5074602365493774,144.7870635986328,,0.0002758832706604153,74.47596573829651,0.0007980847731232643,1763260104.9085307,0.0053847432136535645,0.0,-0.013087373226881027,40320,
,,630,,,171.0,,77.14026117324829,,1763260107.5728261,,,,41618,171.0
,,636,,,500.0,,78.44016480445862,,1763260108.8727298,,,,42218,500.0
,,640,,,305.0,,79.4375524520874,,1763260109.8701174,,,,42523,305.0
786.0,-0.0006199060007929802,650,0.5142523050308228,11.100722312927246,,0.0002740399504546076,81.59492611885071,5.5489130318164825e-05,1763260112.027491,0.7409268617630005,0.0,-0.002249985933303833,43392,
,,664,,,270.0,,83.88364672660828,,1763260114.3162117,,,,44575,270.0
760.0,-0.00519716739654541,684,0.5260311365127563,1.5842726230621338,,0.0002721966302487999,87.49822044372559,0.00032788142561912537,1763260117.9307854,0.6830911040306091,0.0,-0.00023390352725982666,46464,
756.0,0.0006290609017014503,689,0.5708038210868835,1.8488764762878418,,0.00027196621522307396,88.30648469924927,7.046479731798172e-05,1763260118.7390497,-0.21903479099273682,0.0,-0.005367539823055267,46848,
750.0,0.002340611070394516,698,0.5400591492652893,265.042724609375,,0.00027158219018019736,89.6422929763794,7.507018744945526e-05,1763260120.074858,0.01014721393585205,0.0,-0.0060984306037425995,47488,
748.0,0.00978144258260727,702,0.547053873538971,157.4457244873047,,0.0002714285801630467,90.18850421905518,0.0014225021004676819,1763260120.6210692,0.3067516088485718,0.0,-0.02528402954339981,47744,
745.0,-0.002483965829014778,707,0.5437695384025574,1.3843026161193848,,0.00027112136012874544,91.16224431991577,0.0006928015500307083,1763260121.5948093,0.9442712068557739,0.0,0.0011751973070204258,48256,
732.0,0.0005699414759874344,729,0.5559391975402832,1.2678557634353638,,0.00027004609000869095,94.72528409957886,0.000448424369096756,1763260125.157849,0.16592413187026978,0.0,0.003399267792701721,50048,
,,757,,,273.0,,99.6469464302063,,1763260130.0795114,,,,52793,273.0
,,762,,,213.0,,100.3868043422699,,1763260130.8193693,,,,53232,213.0
,,767,,,153.0,,101.06106448173523,,1763260131.4936295,,,,53563,153.0
713.0,0.0190410278737545,775,0.5100831389427185,2.1158275604248047,,0.0002675883297342807,102.28612995147705,0.0018378840759396553,1763260132.718695,0.9876787662506104,0.001953125,-0.024521533399820328,54144,
709.0,-0.014851304702460766,788,0.5978640913963318,15.942298889160156,,0.00026697388966567814,104.13711619377136,0.003163733519613743,1763260134.5696812,0.9734402298927307,0.0,-0.012644149363040924,55168,
707.0,0.0003654537722468376,797,0.5775664448738098,21.053329467773438,,0.00026658986462280154,105.2752091884613,1.2374483048915863e-05,1763260135.7077742,0.920612096786499,0.0,-0.0002283826470375061,55808,
705.0,0.010860543698072433,806,0.5511894226074219,1.2479130029678345,,0.0002661290345713496,106.56949615478516,0.001143740490078926,1763260137.0020611,0.9971601963043213,0.0,0.004459105432033539,56576,
703.0,0.0059584081172943115,815,0.5873346328735352,5.654716491699219,,0.0002656682045198977,107.92159914970398,7.67391175031662e-05,1763260138.3541641,0.951351523399353,0.0,-0.0017545521259307861,57344,
686.0,0.010561416856944561,863,0.6039077043533325,0.12745442986488342,,0.0002629800292197615,116.43821477890015,0.0010916637256741524,1763260146.8707798,-0.005379199981689453,0.0,-0.006680084392428398,61824,
683.0,-0.0039799874648451805,872,0.5537855625152588,188.5518341064453,,0.0002625960041768849,117.74689102172852,0.0008285390213131905,1763260148.179456,-0.0061228275299072266,0.0,0.008949272334575653,62464,
682.0,0.004794021137058735,876,0.6120932698249817,0.1810288429260254,,0.00026236558915115893,118.50254917144775,0.0002183886244893074,1763260148.9351141,0.44029033184051514,0.0,-0.00532896164804697,62848,
672.0,0.001761237159371376,922,0.5664157271385193,0.08120214939117432,,0.00025983102386817336,126.07217264175415,0.0003013070672750473,1763260156.5047376,-0.08559119701385498,0.0,-0.00140346959233284,67072,
,,930,,,500.0,,127.44967198371887,,1763260157.882237,,,,67944,500.0
669.0,-0.0002836482599377632,938,0.5300061106681824,0.003610587678849697,,0.0002588325587566942,129.0065677165985,0.00042830687016248703,1763260159.4391327,0.18671351671218872,0.0,-0.00044403132051229477,68736,
669.0,-0.002079930156469345,941,0.603920578956604,106.11504364013672,,0.00025867894873954356,129.48475813865662,0.0007642395794391632,1763260159.917323,-0.0007363557815551758,0.0,-0.006765250116586685,68992,
669.0,0.01932760700583458,942,0.5203931331634521,0.022752705961465836,,0.00025860214373096824,129.70774292945862,0.0025041233748197556,1763260160.140308,0.6664482355117798,0.0,-0.018761873245239258,69120,
667.0,0.022583888843655586,948,0.5070635676383972,0.0022567862179130316,,0.00025821811868809164,130.8632607460022,0.012027491815388203,1763260161.2958257,0.3663986325263977,0.091796875,0.005701955407857895,69760,
,,974,,,500.0,,135.43544626235962,,1763260165.8680112,,,,72444,500.0
662.0,0.005553568713366985,980,0.598584771156311,365.9480285644531,,0.00025629799347370863,136.55398893356323,0.002715787850320339,1763260166.986554,2.7060508728027344e-05,0.001953125,-0.0026816241443157196,72960,
661.0,0.005261672660708427,985,0.5857589840888977,252.6525421142578,,0.00025599077343940735,137.4755618572235,0.0004946272820234299,1763260167.9081268,-0.000792384147644043,0.0,-0.005455773323774338,73472,
659.0,-0.0036919228732585907,995,0.5284578800201416,390.995849609375,,0.0002553763333708048,139.30604577064514,0.0010082852095365524,1763260169.7386107,-0.00018966197967529297,0.0,-0.006589135155081749,74496,
659.0,0.0340389683842659,997,0.48250049352645874,0.00043410362559370697,,0.00025522272335365415,139.74824357032776,0.0059591131284832954,1763260170.1808085,-0.4181370735168457,0.013671875,0.019928500056266785,74752,
656.0,-0.0018478324636816978,1015,0.46964168548583984,160.83412170410156,,0.00025414745323359966,143.05985951423645,0.00013798940926790237,1763260173.4924245,9.125471115112305e-05,0.0,-0.0017431117594242096,76544,
655.0,-0.013187495991587639,1020,0.49148035049438477,226.5702362060547,,0.0002538402331992984,143.9926471710205,0.00030913762748241425,1763260174.4252121,-0.00022733211517333984,0.0,0.006585072726011276,77056,
653.0,-0.005616563372313976,1031,0.5143703818321228,0.0006069415248930454,,0.0002531489881221205,146.14147353172302,0.0034722769632935524,1763260176.5740385,-0.5096327066421509,0.001953125,0.0018602535128593445,78208,
649.0,0.013755781576037407,1050,0.48897048830986023,0.006158066913485527,,0.00025199694209732115,149.79441952705383,0.0023202188313007355,1763260180.2269845,-0.13598108291625977,0.0,0.0028811320662498474,80128,
,,1053,,,500.0,,150.29920053482056,,1763260180.7317655,,,,80444,500.0
,,1058,,,500.0,,151.2745442390442,,1763260181.7071092,,,,80944,500.0
643.0,-0.005448494106531143,1083,0.5349700450897217,0.0072632767260074615,,0.0002499232068657875,156.20529103279114,0.000317523255944252,1763260186.637856,-0.10269463062286377,0.001953125,7.0890411734581e-05,83584,
,,1091,,,500.0,,157.6558039188385,,1763260188.088369,,,,84444,500.0
,,1106,,,500.0,,160.40991735458374,,1763260190.8424823,,,,85944,500.0
639.0,-0.0055122291669249535,1118,0.5496891736984253,0.0070586842484772205,,0.00024777266662567854,162.62569737434387,0.0017848582938313484,1763260193.0582623,-0.30484914779663086,0.0,-0.009036898612976074,87168,
639.0,0.0020300662145018578,1125,0.4506717920303345,0.0003162130597047508,,0.0002473118365742266,163.97069120407104,0.0023899944499135017,1763260194.4032562,-0.2888169288635254,0.029296875,-0.011566909030079842,87936,
638.0,0.012528898194432259,1133,0.519599437713623,0.0006058834260329604,,0.0002468510065227747,165.2731490135193,0.0018289871513843536,1763260195.705714,-0.5781679153442383,0.0,0.007725745439529419,88704,
,,1145,,,500.0,,167.2956931591034,,1763260197.7282581,,,,89944,500.0
636.0,0.001293419860303402,1164,0.48704400658607483,0.00012879616406280547,,0.0002449308813083917,170.80766558647156,0.0008794637396931648,1763260201.2402306,-0.2007838487625122,0.0,0.00040666013956069946,91904,
,,1165,,,500.0,,170.85313987731934,,1763260201.2857049,,,,91944,500.0
635.0,0.011564168147742748,1172,0.4809305667877197,0.005552336107939482,,0.00024447005125693977,172.14339065551758,0.0018346859142184258,1763260202.5759556,-0.13047575950622559,0.001953125,0.008505251258611679,92672,
634.0,-0.004279688000679016,1181,0.5093443393707275,277.253662109375,,0.00024393241619691253,173.75311851501465,0.003044096753001213,1763260204.1856835,1.3470649719238281e-05,0.0,-0.027244556695222855,93568,
634.0,0.0010045841336250305,1186,0.5323604345321655,0.01131700910627842,,0.00024362519616261125,174.65972542762756,0.011372917331755161,1763260205.0922904,0.4126235246658325,0.025390625,-0.04824952408671379,94080,
633.0,-0.005253594368696213,1197,0.4940185248851776,0.0009601391502656043,,0.00024293395108543336,176.71020579338074,0.0005060769617557526,1763260207.1427708,0.06139785051345825,0.0,0.0012451931834220886,95232,
631.0,-0.01898103579878807,1213,0.5079696178436279,7.063020166242495e-05,,0.0002419354859739542,179.72061371803284,0.01016787439584732,1763260210.1531787,0.2231745719909668,0.017578125,0.0022034458816051483,96896,
631.0,0.007088609039783478,1215,0.586201548576355,181.4799346923828,,0.00024185868096537888,179.98985862731934,0.0009823571890592575,1763260210.4224236,8.004903793334961e-05,0.0,-0.004576575011014938,97024,
630.0,0.004895229823887348,1226,0.5174799561500549,0.006760627496987581,,0.000241167435888201,182.04666018486023,0.00015823449939489365,1763260212.4792252,-0.06645143032073975,0.0,-0.00039502978324890137,98176,
630.0,-0.002330581657588482,1230,0.5775115489959717,150.5101776123047,,0.00024093702086247504,182.75093865394592,0.000871746800839901,1763260213.1835036,9.202957153320312e-05,0.001953125,0.003958733752369881,98560,
629.0,0.0026976196095347404,1234,0.4948278069496155,0.010036700405180454,,0.00024062980082817376,183.71050548553467,0.0002899905666708946,1763260214.1430705,-0.1878272294998169,0.0,-0.003112509846687317,99072,
628.0,0.002991805784404278,1245,0.4719570279121399,0.0004655278171412647,,0.00023993855575099587,185.76449275016785,0.0004445137456059456,1763260216.1970577,-0.028941631317138672,0.0,0.0007042288780212402,100224,
628.0,0.013786171562969685,1254,0.5373186469078064,0.007444255985319614,,0.00023940092069096863,187.36782121658325,0.0022972896695137024,1763260217.8003862,0.0469820499420166,0.0,0.0017290711402893066,101120,
626.0,0.004722408950328827,1271,0.5598207116127014,0.0002496124943718314,,0.00023832565057091415,190.55149793624878,0.004003649577498436,1763260220.984063,-0.34013140201568604,0.001953125,0.019540123641490936,102912,
624.0,0.006963339634239674,1299,0.5509132146835327,0.00017747974197845906,,0.0002366359403822571,195.67281532287598,0.003741462714970112,1763260226.1053803,0.08635216951370239,0.0078125,-0.024829544126987457,105728,
620.0,-0.021967679262161255,1339,0.44630464911460876,0.000115861592348665,,0.00023417819465976208,203.25702476501465,0.002260589972138405,1763260233.6895897,-0.482774019241333,0.015625,0.009940296411514282,109824,
,,1340,,,500.0,,203.31911206245422,,1763260233.751677,,,,109944,500.0
620.0,0.0004764404147863388,1349,0.45965009927749634,5.648952355841175e-05,,0.00023356375459115952,205.1541941165924,0.0005129892379045486,1763260235.586759,-0.22253751754760742,0.0,-0.0036404989659786224,110848,
618.0,0.01545904390513897,1363,0.476606547832489,0.00030105136102065444,,0.000232718899496831,207.76239848136902,0.0010938402265310287,1763260238.1949635,-0.38474953174591064,0.0,-0.014598973095417023,112256,
,,1365,,,500.0,,208.03108954429626,,1763260238.4636545,,,,112444,500.0
,,1370,,,500.0,,209.03423643112183,,1763260239.4668014,,,,112944,500.0
,,1380,,,500.0,,210.90329003334045,,1763260241.335855,,,,113944,500.0
617.0,0.005069557577371597,1381,0.4473917782306671,323.546875,,0.00023164362937677652,211.13490414619446,0.0004016142338514328,1763260241.5674691,0.0002911686897277832,0.0,-0.0005377279594540596,114048,
616.0,-0.0029631275683641434,1388,0.45209571719169617,0.00014017376815900207,,0.0002311827993253246,212.53562903404236,0.0017938073724508286,1763260242.968194,-0.06802165508270264,0.0078125,-0.0032640211284160614,114816,
616.0,-0.00025174953043460846,1395,0.4645553231239319,0.008223837241530418,,0.00023072196927387267,213.97829842567444,0.00023349188268184662,1763260244.4108634,0.15869921445846558,0.0,0.000865396112203598,115584,
615.0,0.0012840740382671356,1399,0.4302592873573303,101.99199676513672,,0.0002304915542481467,214.66833066940308,0.00026501528918743134,1763260245.1008956,0.00011497735977172852,0.001953125,-0.007325015962123871,115968,
616.0,-0.005839879624545574,1405,0.4482804834842682,0.008900287561118603,,0.0002301075292052701,215.65859985351562,0.00013880524784326553,1763260246.0911648,0.5143342018127441,0.0,-0.00271746888756752,116608,
614.0,-0.007414653897285461,1432,0.46449872851371765,0.00022075542074162513,,0.00022841781901661307,220.6560423374176,0.001619730144739151,1763260251.0886073,0.2135668396949768,0.001953125,-0.005047611892223358,119424,
,,1433,,,500.0,,220.70176935195923,,1763260251.1343343,,,,119444,500.0
612.0,-0.002518431283533573,1455,0.5036805868148804,0.0002688515523914248,,0.0002270353288622573,225.1191794872284,0.0005037141963839531,1763260255.5517445,-0.27137136459350586,0.0,0.002702217549085617,121728,
612.0,-0.0007410226389765739,1456,0.4511469006538391,0.00017773546278476715,,0.00022695852385368198,225.34441137313843,0.0012999819591641426,1763260255.7769763,-0.35708069801330566,0.001953125,-0.01597309112548828,121856,
,,1457,,,500.0,,225.3972043991089,,1763260255.8297694,,,,121944,500.0
607.0,-0.0036899885162711143,1514,0.5149399638175964,0.00030000260449014604,,0.00022342549345921725,236.6525731086731,0.00024735648185014725,1763260267.085138,0.19994986057281494,0.0,0.001997685059905052,127744,
,,1521,,,500.0,,237.8818757534027,,1763260268.3144407,,,,128444,500.0
606.0,0.005022384226322174,1525,0.4511266350746155,0.00033811121829785407,,0.00022273424838203937,238.84371423721313,0.0003222953528165817,1763260269.2762792,0.04698818922042847,0.001953125,-0.0025667697191238403,128896,
606.0,-0.012342927977442741,1527,0.40734681487083435,26.42470359802246,,0.00022265744337346405,239.1211507320404,0.001038363203406334,1763260269.5537157,0.0008324980735778809,0.001953125,-0.0066874027252197266,129024,
606.0,0.00047034211456775665,1529,0.4055023491382599,0.00022160356456879526,,0.0002225038333563134,239.54992151260376,0.0055436426773667336,1763260269.9824865,-0.380679726600647,0.01171875,-0.007034298963844776,129280,
606.0,-0.001296723261475563,1534,0.37648826837539673,0.00046422271407209337,,0.00022219661332201213,240.37170720100403,0.00042726844549179077,1763260270.8042722,-0.1841874122619629,0.0,0.0025941841304302216,129792,
,,1536,,,500.0,,240.52532958984375,,1763260270.9578946,,,,129944,500.0
607.0,0.004986238665878773,1543,0.45586585998535156,0.004307897761464119,,0.0002216589928139001,241.35952830314636,0.00039358343929052353,1763260271.7920933,0.008641600608825684,0.0,-0.004684817045927048,130688,
608.0,-0.001752011477947235,1545,0.4725703299045563,333.5087890625,500.0,0.00022150538279674947,241.6545307636261,0.0005234591662883759,1763260272.0870957,-0.000661015510559082,0.0,0.0015126606449484825,130944,500.0
608.0,0.01780875027179718,1546,0.45754069089889526,0.00850368570536375,,0.00022142857778817415,241.80760192871094,0.0015760362148284912,1763260272.240167,0.529131293296814,0.0,-0.008143629878759384,131072,
609.0,-0.012819478288292885,1558,0.45335882902145386,0.00018791155889630318,,0.00022066052770242095,243.40334033966064,0.005869140848517418,1763260273.8359053,-0.5154531002044678,0.00390625,-0.031667228788137436,132352,
,,1559,,,500.0,,243.45878267288208,,1763260273.8913476,,,,132444,500.0
609.0,0.03470250591635704,1563,0.3910846412181854,0.00021402337006293237,,0.00022035330766811967,244.33608055114746,0.008571526035666466,1763260274.7686455,-0.03914988040924072,0.029296875,0.007703181356191635,132864,
609.0,0.00010035000741481781,1566,0.3859136402606964,0.006100478582084179,,0.00022019969765096903,244.813729763031,0.00018676556646823883,1763260275.2462947,0.19205713272094727,0.0,-0.0027728620916604996,133120,
608.0,-0.025467313826084137,1588,0.347060889005661,0.00015954466653056443,,0.00021881720749661326,248.86615562438965,0.0027261609211564064,1763260279.2987206,0.4537167549133301,0.0078125,-0.007866434752941132,135424,
,,1589,,,500.0,,248.9171061515808,,1763260279.3496711,,,,135444,500.0
608.0,-0.011740395799279213,1597,0.3393665552139282,0.00014583255688194185,,0.00021827957243658602,250.53028273582458,0.006047735922038555,1763260280.9628477,0.44005733728408813,0.0234375,-0.006878454238176346,136320,
608.0,-0.001365060918033123,1607,0.4407752752304077,0.00011084159632446244,,0.00021766513236798346,251.96502423286438,0.002540607936680317,1763260282.3975892,-0.10038518905639648,0.005859375,0.0015753060579299927,137344,
608.0,-0.009164446033537388,1609,0.42261219024658203,209.9876708984375,,0.00021758832735940814,252.12634897232056,0.0004967646673321724,1763260282.558914,0.0005071163177490234,0.0,-0.0008861199021339417,137472,
609.0,0.0020481906831264496,1610,0.37161821126937866,0.007210892159491777,,0.00021751152235083282,252.27598667144775,0.0001531541347503662,1763260282.7085516,0.21701830625534058,0.0,0.0056861042976379395,137600,
609.0,-0.028118085116147995,1612,0.38230592012405396,0.00041169574251398444,,0.00021735791233368218,252.57560348510742,0.005424718372523785,1763260283.0081685,0.5091378688812256,0.013671875,-0.022306516766548157,137856,
611.0,-0.003969151526689529,1626,0.480147123336792,0.00033326412085443735,,0.00021651305723935366,254.1416757106781,0.00044958479702472687,1763260284.5742407,-1.5259077548980713,0.0,-0.0018366053700447083,139264,
,,1638,,,500.0,,256.1793963909149,,1763260286.6119614,,,,140444,500.0
,,1687,,,500.0,,264.6535587310791,,1763260295.0861237,,,,145444,500.0
616.0,0.005206611007452011,1732,0.5404693484306335,0.006142730358988047,,0.00020998464606236666,269.8793258666992,0.00029273517429828644,1763260300.3118908,0.6370769143104553,0.0,-0.006561856716871262,150144,
,,1745,,,500.0,,271.8229024410248,,1763260302.2554674,,,,151444,500.0
616.0,0.04292754456400871,1753,0.43229299783706665,0.00027091582887806,,0.00020867896091658622,273.36184906959534,0.006060277111828327,1763260303.794414,0.39608192443847656,0.013671875,-0.018569551408290863,152320,
,,1754,,,500.0,,273.43877601623535,,1763260303.871341,,,,152444,500.0
616.0,0.004443975165486336,1765,0.38368281722068787,27.89350700378418,,0.00020798771583940834,275.3877520561218,9.282678365707397e-05,1763260305.820317,0.0032213330268859863,0.0,0.0007355883717536926,153472,
616.0,-8.986052125692368e-05,1768,0.3882184326648712,0.00024649250553920865,,0.00020775730081368238,276.03075909614563,0.0004100976511836052,1763260306.463324,0.24237704277038574,0.0,0.005350388586521149,153856,
616.0,0.013117827475070953,1777,0.432687371969223,0.0008105029119178653,,0.00020721966575365514,277.5668888092041,0.0007849559187889099,1763260307.9994538,-0.631354570388794,0.00390625,-0.002765163779258728,154752,
,,1818,,,500.0,,283.9353218078613,,1763260314.3678868,,,,158944,500.0
,,1823,,,500.0,,284.4841158390045,,1763260314.9166808,,,,159444,500.0
620.0,0.012709923088550568,1851,0.4321836531162262,0.0013073573354631662,,0.00020268817024771124,287.78997707366943,0.004405456595122814,1763260318.222542,0.19705039262771606,0.015625,-0.01853352040052414,162304,
621.0,0.010195966809988022,1856,0.3647565245628357,0.0005165636539459229,,0.00020238095021340996,288.3959164619446,0.006539627909660339,1763260318.8284814,0.7242172956466675,0.0390625,0.007267020642757416,162816,
622.0,-0.01589149609208107,1868,0.42638036608695984,0.010520298033952713,,0.00020161290012765676,289.87480115890503,0.003245127387344837,1763260320.3073661,0.16659986972808838,0.013671875,-0.015487201511859894,164096,
623.0,0.0010821381583809853,1873,0.49514785408973694,0.006652403622865677,,0.00020130568009335548,290.4703760147095,0.00019628647714853287,1763260320.902941,0.8110939264297485,0.0,0.0015168040990829468,164608,
623.0,0.0024698572233319283,1877,0.44839879870414734,277.0394287109375,,0.00020107526506762952,290.9040126800537,0.00013242755085229874,1763260321.3365777,0.005556046962738037,0.0,-0.0008329227566719055,164992,
,,1886,,,500.0,,292.0055482387543,,1763260322.4381132,,,,165944,500.0
