charts/episodic_return,losses/entropy,losses/policy_loss,_timestamp,losses/clipfrac,losses/value_loss,losses/old_approx_kl,charts/episodic_length,charts/SPS,global_step,losses/approx_kl,charts/learning_rate,_runtime,_step,losses/explained_variance
,0.5294224619865417,-0.009780704975128174,1763260571.22127,0.0,0.0026873729657381773,0.007330737076699734,,730.0,375552,0.0007253745570778847,7.473118603229523e-05,540.3825101852417,3879,-0.3647502660751343
,0.4963192343711853,-0.0005329921841621399,1763260571.574395,0.0,204.1829071044922,1.4576129615306854e-05,,730.0,375936,5.9499405324459076e-05,7.450077100656927e-05,540.7356350421906,3883,-6.079673767089844e-06
,0.5950043797492981,-0.0002537667751312256,1763260571.6935148,0.0,0.0020127177704125643,-0.00048458296805620193,,730.0,376064,4.4452957808971405e-05,7.442396599799395e-05,540.8547549247742,3884,0.020588338375091553
,0.5472670197486877,-0.002598162740468979,1763260571.9340243,0.0,322.3868713378906,0.0049317143857479095,,730.0,376320,0.00014594197273254395,7.42703559808433e-05,541.0952644348145,3887,-8.678436279296875e-05
500.0,,,1763260572.3702,,,,500.0,,376815,,,541.5314400196075,3891,
,0.5530083179473877,-0.006777815520763397,1763260573.0553083,0.0,0.0028879190795123577,0.006624281406402588,,731.0,377472,0.0002781767398118973,7.357911090366542e-05,542.2165484428406,3898,0.013461947441101074
,0.6112720966339111,-0.0031668059527873993,1763260574.4984062,0.0,0.00045357600902207196,-0.004439105279743671,,731.0,378880,0.00012926291674375534,7.27342558093369e-05,543.6596462726593,3912,-0.05111658573150635
,0.5525176525115967,-0.0001968666911125183,1763260574.738785,0.0,6.311405181884766,0.0033975783735513687,,732.0,379136,9.006820619106293e-05,7.258064579218626e-05,543.9000251293182,3915,-6.830692291259766e-05
500.0,,,1763260576.0151148,,,,500.0,,380541,,,545.1763548851013,3928,
,0.6253566741943359,-0.0002937018871307373,1763260577.6332488,0.0,318.4507751464844,0.0005077831447124481,,733.0,382080,3.829598426818848e-06,7.08141305949539e-05,546.7944889068604,3944,-0.0001652240753173828
,0.5761251449584961,-0.0006355792284011841,1763260577.7608788,0.0,0.002468804130330682,0.0012942962348461151,,733.0,382208,9.253621101379395e-06,7.073732558637857e-05,546.9221189022064,3945,0.027797222137451172
,0.6061060428619385,0.000999588519334793,1763260577.877348,0.0,0.00039860629476606846,5.3144991397857666e-05,,733.0,382336,5.278550088405609e-05,7.066052057780325e-05,547.0385880470276,3946,0.03318440914154053
,0.5825624465942383,-0.0008334554731845856,1763260578.5113976,0.0,0.0003297342045698315,-0.0028439294546842575,,734.0,382976,0.00016638264060020447,7.027649553492665e-05,547.6726377010345,3954,0.015352785587310791
,0.6172852516174316,0.0031255409121513367,1763260579.3086367,0.0,0.00043655879562720656,0.0012362487614154816,,734.0,383744,0.0002556201070547104,6.981566548347473e-05,548.4698767662048,3963,-0.05017530918121338
,0.5159847736358643,-8.585304021835327e-05,1763260579.8613844,0.0,133.90228271484375,1.684669405221939e-05,,734.0,384256,1.4239922165870667e-06,6.950844544917345e-05,549.0226244926453,3969,-0.000532984733581543
,0.6187949180603027,-0.0069425031542778015,1763260581.0848422,0.0,0.0004927114932797849,-0.003877880983054638,,735.0,385536,0.00018580351024866104,6.874040263937786e-05,550.2460823059082,3981,-0.5410439968109131
500.0,,,1763260581.2449872,,,,500.0,,385730,,,550.406227350235,3983,
,0.6164858937263489,0.0014763399958610535,1763260582.7600935,0.0,0.0003246522683184594,0.0033933790400624275,,736.0,387200,0.00011050980538129807,6.77419375278987e-05,551.9213335514069,3997,0.03970611095428467
,0.5689768195152283,-0.0013094637542963028,1763260585.0714405,0.0,0.00035630224738270044,-0.003196151927113533,,737.0,389504,6.048940122127533e-05,6.635944737354293e-05,554.2326805591583,4020,-0.3498966693878174
,0.5500147342681885,-5.0615519285202026e-05,1763260588.8308566,0.0,0.00042343424865975976,0.0006394600495696068,,739.0,393216,2.120155841112137e-05,6.413210212485865e-05,557.9920966625214,4059,0.7044088840484619
,0.5616365671157837,-0.004629798233509064,1763260591.5278833,0.0,0.0024092313833534718,0.0027954354882240295,,740.0,396032,9.316951036453247e-05,6.244239921215922e-05,560.6891233921051,4087,-0.5028210878372192
,0.5177739262580872,0.0014214739203453064,1763260591.9308605,0.0,127.14102172851562,0.005034571513533592,,740.0,396416,0.0002187378704547882,6.221198418643326e-05,561.0921006202698,4091,0.00037592649459838867
,0.5374453067779541,-0.000262238085269928,1763260593.277237,0.0,123.37258911132812,-0.0014287922531366348,,741.0,397824,8.253566920757294e-05,6.136712909210473e-05,562.4384770393372,4105,-0.00015294551849365234
500.0,,,1763260593.6603737,,,,500.0,,398290,,,562.8216137886047,4109,
,0.5759073495864868,0.0004048272967338562,1763260594.260655,0.0,278.15472412109375,0.0010097771883010864,,742.0,398848,7.021427154541016e-05,6.075268902350217e-05,563.4218950271606,4115,-0.00023365020751953125
500.0,,,1763260594.6449924,,,,500.0,,399290,,,563.8062324523926,4119,
,0.5494673848152161,-0.0001549646258354187,1763260597.092334,0.0,359.8558349609375,-0.00031698867678642273,,743.0,401792,5.647540092468262e-06,5.8986173826269805e-05,566.2535741329193,4144,-2.944469451904297e-05
,0.5523285865783691,-0.0014024749398231506,1763260597.6787646,0.0,0.0024132379330694675,-0.0014120452105998993,,744.0,402432,4.696100950241089e-05,5.8602148783393204e-05,566.8400046825409,4150,0.191808819770813
500.0,,,1763260599.444608,,,,500.0,,404290,,,568.6058480739594,4168,
,0.5602937936782837,0.0032179877161979675,1763260600.9939697,0.0,419.1233825683594,-0.000616944395005703,,745.0,405888,3.454182296991348e-05,5.6528417189838365e-05,570.1552097797394,4184,0.00018709897994995117
,0.5386050939559937,0.0013561435043811798,1763260601.9872947,0.0,0.000774801941588521,-0.0028353938832879066,,746.0,406912,3.523286432027817e-05,5.59139771212358e-05,571.1485347747803,4194,-0.3056424856185913
,0.5486205816268921,-0.0005860887467861176,1763260602.498604,0.0,0.0006878649583086371,-0.001399219036102295,,746.0,407424,4.399940371513367e-05,5.560675708693452e-05,571.65984416008,4199,-0.5889023542404175
