global_step,_step,_timestamp,charts/SPS,losses/entropy,losses/value_loss,charts/learning_rate,_runtime,charts/episodic_return,losses/approx_kl,losses/policy_loss,losses/old_approx_kl,losses/explained_variance,charts/episodic_length,losses/clipfrac
81280,995,1763260205.3313408,590.0,0.491192102432251,0.002994935028254986,0.00025130569702014327,175.36766171455383,,0.0013032732531428337,-0.004309501498937607,-0.007344291545450687,-0.5353469848632812,,0.001953125
81536,997,1763260205.753438,590.0,0.5059719085693359,0.00012528692604973912,0.00025115208700299263,175.78975892066956,,0.00407136045396328,-0.01804662123322487,-0.03182636946439743,0.2979181408882141,,0.021484375
83456,1015,1763260209.0905182,590.0,0.5010976195335388,4.904707020614296e-05,0.0002500000118743628,179.1268391609192,,0.0011651460081338882,-0.001720016822218895,0.008602896705269814,-0.13005733489990234,,0.0078125
83968,1020,1763260209.9664102,590.0,0.48662447929382324,0.0001577162474859506,0.00024969279184006155,180.0027310848236,,0.007901279255747795,-0.007639537565410137,0.026855656877160072,-0.5220121145248413,,0.021484375
85072,1031,1763260211.7499645,,,,,181.78628540039062,500.0,,,,,500.0,
87040,1050,1763260215.1238182,590.0,0.5834773778915405,7.689405174460262e-05,0.00024784947163425386,185.1601390838623,,0.0010432293638586998,-0.01162579283118248,0.0025047650560736656,0.3441455364227295,,0.001953125
87296,1053,1763260215.5678637,590.0,0.5686069130897522,0.004305243957787752,0.0002476958616171032,185.60418462753296,,0.0003832997754216194,-0.005874369293451309,-0.006401245482265949,-0.6126015186309814,,0.0
87808,1058,1763260216.386794,590.0,0.5643513202667236,0.005783987231552601,0.00024738864158280194,186.4231150150299,,0.0019214488565921783,-0.019905924797058105,0.0013912525027990341,-0.19879591464996338,,0.0
90368,1083,1763260220.479255,591.0,0.4638059437274933,0.000567795941606164,0.00024585254141129553,190.5155758857727,,0.0003881240263581276,-0.0018868185579776764,-0.004753255285322666,-1.968045949935913,,0.0
91136,1091,1763260221.7140992,591.0,0.5223063230514526,185.72967529296875,0.0002453917113598436,191.75042009353638,,0.0009116604924201965,-0.002698667347431183,-0.0034106262028217316,0.0022220611572265625,,0.0
92672,1106,1763260224.1397939,592.0,0.49590346217155457,472.56195068359375,0.00024447005125693977,194.17611479759216,,0.0006496654823422432,0.0072661228477954865,-0.0009804712608456612,0.0010489821434020996,,0.0
93952,1118,1763260226.2309191,592.0,0.5221306681632996,0.00030320740188471973,0.00024370200117118657,196.26724004745483,,0.005427375435829163,0.003002312034368515,0.042116761207580566,-0.31343936920166016,,0.001953125
94592,1125,1763260227.3113835,592.0,0.5614201426506042,161.49502563476562,0.00024331797612830997,197.34770441055298,,0.0019026203081011772,-0.015259858220815659,0.014249163679778576,0.00011861324310302734,,0.0
95488,1133,1763260228.682644,592.0,0.471599817276001,0.00035530852619558573,0.00024278034106828272,198.71896481513977,,0.009946821257472038,-0.05577485263347626,0.0006009005010128021,-0.3476393222808838,,0.02734375
96640,1145,1763260230.6118734,593.0,0.5282951593399048,54.98087692260742,0.00024208909599110484,200.64819431304932,,0.003439522348344326,0.01073601096868515,-0.00648538488894701,0.0007197856903076172,,0.00390625
98572,1164,1763260233.7401757,,,,,203.77649664878845,500.0,,,,,500.0,
98688,1165,1763260233.9467657,593.0,0.5243436694145203,74.41851806640625,0.00024086021585389972,203.98308658599854,,0.0006598420441150665,-0.00319787859916687,-0.002891276031732559,0.0002633333206176758,,0.0
99572,1172,1763260235.2498078,,,,,205.28612875938416,500.0,,,,,500.0,
100480,1181,1763260236.8679402,593.0,0.4804895520210266,0.000102274127129931,0.00023978494573384523,206.90426111221313,,0.0008566686883568764,-0.010236769914627075,-0.004942008294165134,0.6307762861251831,,0.001953125
100992,1186,1763260237.716065,593.0,0.5594358444213867,0.00028044599457643926,0.00023947772569954395,207.75238585472107,,0.00805907603353262,-0.013781987130641937,0.0028708884492516518,-0.07175624370574951,,0.013671875
102072,1197,1763260239.419995,,,,,209.4563159942627,500.0,,,,,500.0,
103680,1213,1763260242.159502,594.0,0.4600422978401184,407.03936767578125,0.00023786482051946223,212.19582295417786,,0.0004969192668795586,0.006942179054021835,0.0033003566786646843,0.0003128647804260254,,0.0
103936,1215,1763260242.5613391,594.0,0.4765913784503937,0.0003802447463385761,0.0002377112105023116,212.59766006469727,,0.002903810702264309,-0.0030875355005264282,-0.0048105427995324135,-0.2750091552734375,,0.0
105072,1226,1763260244.310075,,,,,214.34639596939087,500.0,,,,,500.0,
105472,1230,1763260245.1092892,594.0,0.49861109256744385,0.00014583008305635303,0.00023678955039940774,215.14561009407043,,0.002290399745106697,0.007183469831943512,0.008957650512456894,0.0481717586517334,,0.001953125
105856,1234,1763260245.7682898,594.0,0.461708128452301,0.0003264642436988652,0.00023655913537368178,215.80461072921753,,0.006787876598536968,-0.025393515825271606,0.007877684198319912,0.4826641082763672,,0.01171875
107008,1245,1763260247.6891322,594.0,0.4523649513721466,0.0001880307827377692,0.0002358678902965039,217.72545313835144,,0.004111732356250286,0.0025881240144371986,-0.013317396864295006,0.04042959213256836,,0.005859375
107904,1254,1763260249.1870904,594.0,0.44025173783302307,0.0004211244231555611,0.00023533025523647666,219.22341132164001,,1.4948658645153046e-05,-0.00038677453994750977,-8.756015449762344e-05,0.19837641716003418,,0.0
109572,1271,1763260251.9891093,,,,,222.02543020248413,500.0,,,,,500.0,
112512,1299,1763260256.8964164,594.0,0.4607342481613159,9.808219328988343e-05,0.00023256528947968036,226.93273735046387,,0.0033061010763049126,-0.00012221187353134155,-0.008154825307428837,-0.2501896619796753,,0.005859375
116608,1339,1763260263.8792088,594.0,0.4813135862350464,307.2572937011719,0.0002301075292052701,233.9155297279358,,0.0007272297516465187,0.0038778139278292656,-0.0036898525431752205,1.7881393432617188e-05,,0.0
116736,1340,1763260264.0729892,594.0,0.506584882736206,0.006379188969731331,0.0002300307241966948,234.10931015014648,,0.002043040469288826,-0.008586682379245758,-0.0025446023792028427,0.29208600521087646,,0.0
117632,1349,1763260265.5169463,594.0,0.4857999086380005,114.44783782958984,0.00022949308913666755,235.5532672405243,,0.0004233652725815773,0.001724831759929657,-0.009108868427574635,0.0006265640258789062,,0.0
119072,1363,1763260267.7016106,,,,,237.73793148994446,500.0,,,,,500.0,
119296,1365,1763260268.0385854,595.0,0.49017333984375,0.005218886770308018,0.00022849462402518839,238.07490634918213,,0.0007182285189628601,0.0004297420382499695,0.007457887753844261,0.10967308282852173,,0.0
119808,1370,1763260268.865347,595.0,0.4986386001110077,0.0032344278879463673,0.0002281874039908871,238.90166783332825,,0.002496160566806793,-0.01857452467083931,0.012464862316846848,-0.24228322505950928,,0.001953125
120832,1380,1763260270.5259075,595.0,0.43703535199165344,0.00047691853251308203,0.00022757296392228454,240.5622284412384,,0.0010416582226753235,-0.005065347999334335,0.002947745844721794,-0.17039549350738525,,0.001953125
120960,1381,1763260270.6920085,595.0,0.4291039705276489,0.00018793728668242693,0.00022749615891370922,240.72832942008972,,0.0035422584041953087,0.00015667825937271118,0.03389464318752289,0.42160218954086304,,0.009765625
121600,1388,1763260271.6740754,596.0,0.5502687692642212,371.7466735839844,0.00022711213387083262,241.71039628982544,,0.00012100581079721451,-0.002024449408054352,-0.0020513227209448814,0.00024563074111938477,,0.0
122368,1395,1763260272.7889898,596.0,0.5062403678894043,0.0005228401278145611,0.0002266513038193807,242.82531070709229,,0.0018441397696733475,0.003640219569206238,0.0036775916814804077,0.16415655612945557,,0.0
122752,1399,1763260273.3719308,596.0,0.5478199124336243,0.00456555699929595,0.00022642088879365474,243.40825176239014,,0.0017541563138365746,-0.008573759347200394,-0.0001781182363629341,0.05568903684616089,,0.0
123392,1405,1763260274.3191428,597.0,0.46559861302375793,0.00014197973359841853,0.00022603686375077814,244.35546374320984,,0.0009779762476682663,0.002830915153026581,-0.0057524144649505615,0.17843782901763916,,0.0
126080,1432,1763260278.4485939,598.0,0.417269229888916,171.84535217285156,0.0002244239585706964,248.4849147796631,,0.00021981354802846909,-2.2426247596740723e-05,-0.000768992118537426,-7.3909759521484375e-06,,0.0
126208,1433,1763260278.623054,598.0,0.519588828086853,0.008153046481311321,0.0002243471535621211,248.65937495231628,,0.00461930874735117,-0.035159870982170105,-0.02034638449549675,0.40242820978164673,,0.00390625
128512,1455,1763260282.3261607,598.0,0.4607194662094116,0.0001420904736733064,0.00022296466340776533,252.3624815940857,,0.007125891745090485,-0.014190152287483215,-0.026912540197372437,-0.6876603364944458,,0.033203125
128572,1456,1763260282.3694348,,,,,252.40575575828552,500.0,,,,,500.0,
128640,1457,1763260282.5808702,598.0,0.4524097740650177,328.8553466796875,0.00022288785839919,252.6171910762787,,0.00023450609296560287,0.00792890414595604,0.0013227248564362526,0.0006492137908935547,,0.0
134572,1514,1763260291.462197,,,,,261.4985179901123,500.0,,,,,500.0,
135296,1521,1763260292.701586,601.0,0.48912063241004944,0.005471852608025074,0.00021889401250518858,262.7379069328308,,0.0004898300394415855,0.005633041262626648,0.00022499170154333115,0.24521636962890625,,0.0
135680,1525,1763260293.4134178,600.0,0.4648056924343109,209.71218872070312,0.00021866359747946262,263.449738740921,,0.0008076131343841553,-0.00040371716022491455,-0.009940221905708313,0.00016552209854125977,,0.0
135936,1527,1763260293.8403418,600.0,0.4990658760070801,0.0003592756693251431,0.00021850998746231198,263.87666273117065,,0.0016670022159814835,-0.0011756159365177155,0.010601567104458809,0.257496178150177,,0.0
136072,1529,1763260294.1309972,,,,,264.16731810569763,500.0,,,,,500.0,
136576,1534,1763260295.0388455,600.0,0.42451152205467224,383.6033935546875,0.00021812596241943538,265.07516646385193,,6.812252104282379e-05,0.0009676814079284668,-0.00026954151690006256,1.3232231140136719e-05,,0.0
136832,1536,1763260295.434122,600.0,0.5053418278694153,0.00037359818816185,0.00021797235240228474,265.4704430103302,,0.002799740992486477,-0.02609870955348015,-0.004781183786690235,0.10855549573898315,,0.001953125
137572,1543,1763260296.4318383,,,,,266.468159198761,500.0,,,,,500.0,
137728,1545,1763260296.8467953,600.0,0.5613300204277039,0.006558150518685579,0.0002174347173422575,266.8831162452698,,0.0008185561746358871,-0.009937550872564316,0.0028449464589357376,0.2440958023071289,,0.0
137856,1546,1763260297.048383,600.0,0.5027828216552734,0.00015550156240351498,0.00021735791233368218,267.08470392227173,,0.000598459504544735,-0.001452609896659851,0.0011060284450650215,0.27505964040756226,,0.0
139072,1558,1763260298.9080288,,,,,268.9443497657776,500.0,,,,,500.0,
139136,1559,1763260299.1199737,601.0,0.47593164443969727,198.21066284179688,0.00021658986224792898,269.1562945842743,,0.00017394963651895523,-0.0017566410824656487,-0.0022209780290722847,0.0003851652145385742,,0.0
139572,1563,1763260299.7941108,,,,,269.8304316997528,500.0,,,,,500.0,
139904,1566,1763260300.362667,601.0,0.5186046957969666,0.0001432232093065977,0.00021612903219647706,270.39898800849915,,0.0023897839710116386,0.007940461859107018,0.01700109988451004,0.04723280668258667,,0.0
142080,1588,1763260303.88506,601.0,0.47550109028816223,265.66217041015625,0.0002148233470506966,273.9213809967041,,2.5644898414611816e-05,0.0009766742587089539,0.0016224198043346405,-2.574920654296875e-05,,0.0
142208,1589,1763260304.083975,601.0,0.4710703492164612,0.003928519319742918,0.0002147465420421213,274.1202960014343,,0.0011939285323023796,-0.001355580985546112,0.0019242847338318825,0.4987281560897827,,0.001953125
143072,1597,1763260305.2861838,,,,,275.32250475883484,500.0,,,,,500.0,
144072,1607,1763260306.8916433,,,,,276.92796421051025,500.0,,,,,500.0,
144256,1609,1763260307.27412,602.0,0.5311294198036194,0.005982973612844944,0.00021351766190491617,277.3104410171509,,0.0006219567731022835,-0.0013446919620037079,-0.010113473050296307,0.3189433813095093,,0.0
144384,1610,1763260307.4680433,602.0,0.5045908093452454,0.00034133956069126725,0.00021344085689634085,277.50436425209045,,0.00016406923532485962,0.0023186318576335907,0.0017131324857473373,0.05421161651611328,,0.0
144572,1612,1763260307.7081103,,,,,277.7444312572479,500.0,,,,,500.0,
146048,1626,1763260309.9926782,602.0,0.5257700681686401,0.00012710313603747636,0.00021244239178486168,280.0289990901947,,0.004187477752566338,-0.010659720748662949,-0.0009346846491098404,-0.20817029476165771,,0.001953125
147328,1638,1763260312.0619385,602.0,0.5207346677780151,0.0004886844544671476,0.00021167434169910848,282.0982594490051,,0.002893732860684395,-0.010508820414543152,0.009811973199248314,-0.19038987159729004,,0.00390625
152320,1687,1763260320.1765394,603.0,0.48141542077064514,0.0017361786449328065,0.00020867896091658622,290.21286034584045,,0.001996719278395176,-0.007975020445883274,0.016625314950942993,0.003832101821899414,,0.0
156928,1732,1763260326.8790073,605.0,0.4705182909965515,0.0004377971345093101,0.0002059139806078747,296.91532826423645,,0.003786277025938034,-0.04250628501176834,-0.00013393349945545197,-0.7457443475723267,,0.0
158208,1745,1763260328.9215693,605.0,0.4717814028263092,0.006069405935704708,0.0002051459305221215,298.9578902721405,,0.0002816570922732353,0.00521622970700264,0.0027455510571599007,0.5873904228210449,,0.0
159072,1753,1763260330.1877244,,,,,300.22404527664185,500.0,,,,,500.0,
159104,1754,1763260330.3672163,605.0,0.49612364172935486,390.1559143066406,0.00020460829546209425,300.403537273407,,0.001282806508243084,-0.015365511178970337,0.01747329905629158,0.00013428926467895508,,0.0
160256,1765,1763260332.054049,606.0,0.5275765061378479,0.005306503735482693,0.00020391705038491637,302.0903699398041,,0.00018868409097194672,0.0032911142334342003,0.002340491861104965,0.14207011461257935,,0.0
160572,1768,1763260332.4670033,,,,,302.5033242702484,500.0,,,,,500.0,
161536,1777,1763260333.9665625,606.0,0.45136338472366333,0.00012918454012833536,0.00020314900029916316,304.00288343429565,,0.010094662196934223,-0.003760162740945816,0.024066124111413956,-0.039766788482666016,,0.02734375
165760,1818,1763260340.204897,608.0,0.5544309020042419,0.004891127347946167,0.0002006144350161776,310.2412178516388,,0.00014950521290302277,-0.00010311603546142578,0.001365145668387413,-0.024018526077270508,,0.0
