global_step,_step,_timestamp,charts/SPS,losses/entropy,losses/value_loss,charts/learning_rate,_runtime,charts/episodic_return,losses/approx_kl,losses/policy_loss,losses/old_approx_kl,losses/explained_variance,charts/episodic_length,losses/clipfrac
166272,1823,1763260340.9402378,608.0,0.5191751718521118,0.004394466057419777,0.00020030721498187631,310.97655868530273,,0.002636512741446495,-0.0054787881672382355,-0.01904628425836563,-0.28827762603759766,,0.00390625
169088,1851,1763260345.5809717,608.0,0.5009954571723938,382.5821533203125,0.00019861750479321927,315.6172926425934,,0.00015388615429401398,0.003911539912223816,0.0025502964854240417,8.058547973632812e-05,,0.0
169600,1856,1763260346.2677283,608.0,0.47743088006973267,162.69970703125,0.000198310284758918,316.30404925346375,,0.0010342132300138474,0.002557266503572464,-0.00632677786052227,0.0003936290740966797,,0.0
170752,1868,1763260347.9963698,609.0,0.5073508024215698,0.009548512287437916,0.00019761905423365533,318.0326907634735,,0.002513499930500984,-0.032875142991542816,-0.016911162063479424,-0.47051751613616943,,0.00390625
171136,1873,1763260348.6490562,609.0,0.5418684482574463,0.005665264558047056,0.00019738863920792937,318.6853771209717,,0.008670743554830551,0.03317565470933914,0.019934644922614098,-4.731395244598389,,0.015625
171520,1877,1763260349.2018533,609.0,0.4692275822162628,0.031178131699562073,0.0001971582241822034,319.238174200058,,0.0016548801213502884,-0.005965931341052055,0.0006353799253702164,-4.845195770263672,,0.00390625
172416,1886,1763260350.5977032,609.0,0.5481590628623962,0.000539161148481071,0.00019662058912217617,320.634024143219,,0.00700864102691412,0.0023790672421455383,-0.003098800778388977,-1.2548704147338867,,0.01171875
173312,1895,1763260351.9529889,609.0,0.46898186206817627,0.004878609906882048,0.00019608295406214893,321.98930978775024,,0.000340302474796772,-0.0025326907634735107,-0.0024296389892697334,-0.300927996635437,,0.0
174155,1903,1763260353.1743925,,,,,323.21071338653564,500.0,,,,,500.0,
174464,1906,1763260353.7312024,609.0,0.4741145074367523,0.0003676112391985953,0.00019539170898497105,323.7675232887268,,0.0014091180637478828,-0.012757092714309692,-0.0008282242342829704,0.15223073959350586,,0.0
175655,1918,1763260355.4717786,,,,,325.50809955596924,500.0,,,,,500.0,
175872,1920,1763260355.8567529,610.0,0.4323461353778839,0.00458286888897419,0.00019454685389064252,325.89307379722595,,0.005457822233438492,-0.03419361263513565,0.03756155073642731,-1.810704231262207,,0.0078125
178432,1945,1763260359.7873995,610.0,0.532630443572998,0.0003119159664493054,0.00019301075371913612,329.8237204551697,,0.0019081318750977516,-0.006114162504673004,-0.0024729734286665916,-0.5456581115722656,,0.00390625
179840,1959,1763260362.5210807,609.0,0.5065503120422363,0.005192721728235483,0.0001921658986248076,332.5574016571045,,0.0030961064621806145,0.010165825486183167,-0.0025489041581749916,-0.49016833305358887,,0.0
181248,1973,1763260364.590876,610.0,0.47131913900375366,101.70968627929688,0.00019132104353047907,334.6271970272064,,0.002264951355755329,-0.013521358370780945,-0.005878365598618984,3.7789344787597656e-05,,0.009765625
182528,1985,1763260366.4285316,610.0,0.5035033226013184,0.00010303941235179082,0.00019055299344472587,336.4648525714874,,0.00967320241034031,-0.047218721359968185,0.027806483209133148,-0.34947359561920166,,0.02734375
183155,1991,1763260367.1656163,,,,,337.2019371986389,500.0,,,,,500.0,
184192,2002,1763260368.8948767,611.0,0.4544409215450287,318.2882385253906,0.0001895545283332467,338.93119764328003,,0.0002888096496462822,-0.0006939787417650223,0.0047337329015135765,0.0002688169479370117,,0.0
184704,2007,1763260369.6679056,611.0,0.44382190704345703,245.771484375,0.00018924730829894543,339.70422649383545,,2.724863588809967e-05,-0.0021301433444023132,-0.0008169654756784439,0.00047975778579711914,,0.0
185655,2016,1763260370.836351,,,,,340.8726718425751,500.0,,,,,500.0,
185984,2019,1763260371.2944148,612.0,0.4204777479171753,0.00016156969650182873,0.00018847925821319222,341.33073568344116,,0.00015618279576301575,0.002138085663318634,0.0010062996298074722,-0.2946382761001587,,0.0
186496,2024,1763260372.0627687,612.0,0.4608340859413147,0.00024594986462034285,0.00018817203817889094,342.09908962249756,,0.0016940291970968246,0.0001966618001461029,-0.001055913046002388,-0.2027524709701538,,0.0
186752,2027,1763260372.4404292,612.0,0.4732234477996826,199.6151885986328,0.0001880184281617403,342.47675013542175,,0.0006148312240839005,0.004695435985922813,-0.003146868199110031,0.0002948641777038574,,0.0
187008,2029,1763260372.7926383,612.0,0.4873201847076416,0.00014535171794705093,0.00018786481814458966,342.8289592266083,,0.0022262120619416237,-0.014580979943275452,-0.009267966262996197,0.12572789192199707,,0.0078125
187392,2034,1763260373.3470955,612.0,0.5282374620437622,0.00673056161031127,0.0001876344031188637,343.38341641426086,,0.005815889686346054,-0.019678931683301926,0.023922963067889214,-0.35712730884552,,0.0078125
188544,2045,1763260375.021739,613.0,0.4324268698692322,0.00014923546405043453,0.00018694315804168582,345.0580599308014,,0.0003256211057305336,-0.004979923367500305,-0.006412568502128124,0.1557357907295227,,0.0
189184,2051,1763260375.9845316,613.0,0.5196243524551392,7.019681652309373e-05,0.00018655913299880922,346.0208525657654,,0.0019696662202477455,-0.00509103387594223,-0.013161788694560528,-0.8976783752441406,,0.0078125
189233,2052,1763260376.023672,,,,,346.05999302864075,500.0,,,,,500.0,
190976,2070,1763260378.6050987,614.0,0.5164241790771484,240.66455078125,0.00018548387743066996,348.64141964912415,,4.6729110181331635e-05,-0.0001339651644229889,-0.0031371908262372017,-0.0003534555435180664,,0.0
191616,2076,1763260379.5324523,614.0,0.5408885478973389,0.00513773737475276,0.00018509985238779336,349.5687732696533,,0.001361556351184845,-8.214637637138367e-05,-0.004606334492564201,-0.15658128261566162,,0.0
193225,2093,1763260381.9840684,,,,,352.0203893184662,500.0,,,,,500.0,
193280,2094,1763260382.1451883,614.0,0.4814058542251587,224.72378540039062,0.0001841013872763142,352.1815092563629,,0.0009824316948652267,0.004209563136100769,0.009864352643489838,5.429983139038086e-05,,0.0
195584,2117,1763260385.4973345,615.0,0.5134047269821167,8.174228423740715e-05,0.00018271889712195843,355.53365540504456,,0.0004852414131164551,-0.002534281462430954,0.002341378480195999,-0.48700928688049316,,0.0
197670,2141,1763260388.7260644,,,,,358.76238536834717,475.0,,,,,475.0,
198170,2146,1763260389.5674012,,,,,359.6037220954895,500.0,,,,,500.0,
198272,2147,1763260389.7643597,615.0,0.5241734981536865,71.3415298461914,0.0001811059919418767,359.8006806373596,,4.197191447019577e-05,-0.001861770637333393,0.00018627289682626724,0.0006491541862487793,,0.0
198400,2148,1763260389.9614403,615.0,0.5287858843803406,0.007679496891796589,0.0001810291869333014,359.99776124954224,,0.0007916074246168137,-0.014249078929424286,0.011172764003276825,-0.9150108098983765,,0.0
199040,2155,1763260390.9689226,615.0,0.4618005156517029,239.4378204345703,0.0001806451618904248,361.0052435398102,,7.474981248378754e-05,0.0018796995282173157,-0.0012579839676618576,0.0003274679183959961,,0.0
200576,2172,1763260393.35571,615.0,0.5183736681938171,0.008886097930371761,0.00017972350178752095,363.39203095436096,,0.0013194242492318153,-0.01225687563419342,0.008916166611015797,-0.0407944917678833,,0.0
201856,2185,1763260395.3736246,615.0,0.4830857217311859,0.008755779825150967,0.00017895545170176774,365.4099454879761,,0.0023890165612101555,-0.007316097617149353,-0.009787912480533123,-0.40302515029907227,,0.001953125
202624,2192,1763260396.4989636,616.0,0.5414828062057495,0.00016445132496301085,0.00017849462165031582,366.53528451919556,,0.0007301010191440582,-0.002248268574476242,-0.004617217928171158,-0.04116189479827881,,0.0
203226,2198,1763260397.2617168,,,,,367.2980377674103,500.0,,,,,500.0,
203264,2199,1763260397.4116893,616.0,0.4369676113128662,273.0599670410156,0.00017811059660743922,367.44801020622253,,0.0004550628364086151,-0.0014913305640220642,-0.008881654590368271,-5.960464477539062e-07,,0.0
204544,2211,1763260399.2589233,616.0,0.4698135256767273,0.00011314501171000302,0.00017734254652168602,369.29524421691895,,0.0017349068075418472,-0.0036573559045791626,0.000706767663359642,-0.04693281650543213,,0.001953125
204800,2214,1763260399.6679924,616.0,0.40909475088119507,349.1780700683594,0.00017718893650453538,369.70431327819824,,0.004547513090074062,-0.0059044621884822845,0.0031460439786314964,0.002946794033050537,,0.02734375
205440,2220,1763260400.5550952,617.0,0.5404731035232544,0.004496574401855469,0.00017680491146165878,370.5914161205292,,3.508478403091431e-05,-0.0001532919704914093,-0.0035796668380498886,-1.0622756481170654,,0.0
205726,2223,1763260400.9303699,,,,,370.9666907787323,500.0,,,,,500.0,
205952,2225,1763260401.2920215,617.0,0.5137627124786377,0.0035436374600976706,0.0001764976914273575,371.32834243774414,,0.001760047860443592,-0.0036218930035829544,0.011977550573647022,-0.45265328884124756,,0.0
206080,2226,1763260401.456774,617.0,0.4995803236961365,0.00028427777579054236,0.00017642088641878217,371.49309492111206,,0.0011534029617905617,0.0013087093830108643,-0.024224206805229187,0.5180371999740601,,0.0
206208,2227,1763260401.6348255,617.0,0.42460981011390686,0.00036955729592591524,0.00017634408141020685,371.67114639282227,,0.0032515600323677063,0.012733347713947296,0.020176438614726067,-0.013805389404296875,,0.005859375
206592,2231,1763260402.1767015,617.0,0.4921010434627533,0.00013685088197235018,0.0001761136663844809,372.21302247047424,,0.0029308730736374855,-0.025440525263547897,0.01506668422371149,0.4180499315261841,,0.001953125
206976,2235,1763260402.7260811,617.0,0.49096354842185974,0.001746028196066618,0.00017588325135875493,372.7624020576477,,5.468539893627167e-05,-0.0009904131293296814,0.001747405156493187,-0.3119790554046631,,0.0
207616,2241,1763260403.7085204,617.0,0.4300413727760315,0.000151680622366257,0.00017549922631587833,373.744841337204,,0.00026656966656446457,0.005576509982347488,-0.0031347041949629784,-0.0109100341796875,,0.0
208256,2248,1763260404.7636974,617.0,0.47607043385505676,120.99156188964844,0.00017511520127300173,374.8000183105469,,0.0004214206710457802,-0.006978925317525864,0.006477636285126209,-0.00037872791290283203,,0.0
208512,2250,1763260405.1758704,617.0,0.45197010040283203,0.0002942891442216933,0.0001749615912558511,375.2121913433075,,0.002428606152534485,0.0027454793453216553,-0.004482932388782501,-0.18212056159973145,,0.001953125
208768,2253,1763260405.6318202,617.0,0.4602619409561157,331.3930969238281,0.00017480798123870045,375.6681411266327,,0.0014523062855005264,-0.01662306860089302,0.013399019837379456,0.0005617737770080566,,0.0
210726,2272,1763260408.6677494,,,,,378.70407032966614,500.0,,,,,500.0,
211584,2280,1763260410.0505006,617.0,0.5177306532859802,0.00011491306213429198,0.00017311828560195863,380.0868215560913,,0.0017413124442100525,0.00030928105115890503,0.0005327779799699783,-0.3602306842803955,,0.0
213120,2295,1763260412.4043472,618.0,0.532530665397644,0.00013115748879499733,0.0001721966254990548,382.4406681060791,,0.0010345736518502235,-0.00884290598332882,-0.012083911336958408,-0.46927058696746826,,0.0
213376,2298,1763260412.845786,618.0,0.547523021697998,0.0026399751659482718,0.00017204301548190415,382.88210701942444,,0.00011352915316820145,-0.0010156221687793732,-0.0012756744399666786,-0.16140544414520264,,0.0
214656,2310,1763260414.6602254,618.0,0.5179170370101929,0.00010701236897148192,0.00017127496539615095,384.69654631614685,,0.0001512523740530014,-0.0002687126398086548,-0.004543479532003403,-0.031081080436706543,,0.0
214784,2312,1763260414.90334,618.0,0.5506812334060669,220.54318237304688,0.00017119816038757563,384.939661026001,,9.972602128982544e-06,-0.0009243115782737732,0.0001857895404100418,6.639957427978516e-05,,0.0
215424,2318,1763260415.8701224,618.0,0.4812155067920685,0.0046782540157437325,0.00017081413534469903,385.90644335746765,,0.0012868205085396767,-0.0077911801636219025,-0.0130903460085392,-0.2007991075515747,,0.0
215808,2322,1763260416.3749723,618.0,0.4882006049156189,111.95951843261719,0.00017058372031897306,386.41129326820374,,0.00012328941375017166,-0.0008545219898223877,-0.005789461545646191,4.76837158203125e-05,,0.0
216064,2324,1763260416.7290149,618.0,0.4951935410499573,9.213829616783187e-05,0.00017043011030182242,386.76533579826355,,0.0001595728099346161,0.0011922046542167664,-0.0014568883925676346,-0.5320900678634644,,0.0
216576,2329,1763260417.4568985,619.0,0.5084085464477539,7.565545820398256e-05,0.00017012289026752114,387.49321937561035,,0.0010220510885119438,0.0044540720991790295,0.002333284355700016,-0.7814825773239136,,0.0078125
217600,2339,1763260419.003868,619.0,0.5146510601043701,0.00010991693852702156,0.00016950845019891858,389.04018902778625,,0.0018177274614572525,-0.006893232464790344,0.005996882915496826,0.045937538146972656,,0.001953125
217984,2343,1763260419.5808728,619.0,0.5246840715408325,0.00029208872001618147,0.00016927803517319262,389.61719369888306,,3.620050847530365e-06,0.001386445015668869,-0.000986640341579914,-0.20916593074798584,,0.0
218496,2348,1763260420.4040153,619.0,0.5756862759590149,0.00014544602890964597,0.00016897081513889134,390.440336227417,,0.0006279051303863525,-0.008100958541035652,0.0014869775623083115,0.07782751321792603,,0.0
219136,2354,1763260421.4168859,619.0,0.45082077383995056,8.306822564918548e-05,0.00016858679009601474,391.45320677757263,,0.00010980572551488876,0.0062491558492183685,0.0017676344141364098,0.007469058036804199,,0.0
220032,2363,1763260422.8196797,619.0,0.5652987957000732,8.039813110372052e-05,0.0001680491550359875,392.85600066185,,0.00019478332251310349,0.0023404229432344437,-0.0007638437673449516,-0.2071526050567627,,0.0
222720,2389,1763260426.8992152,619.0,0.5375881791114807,0.00023881456581875682,0.00016643624985590577,396.93553614616394,,0.0004586959257721901,-0.004555600229650736,0.005062461830675602,0.07378798723220825,,0.0
223136,2394,1763260427.5331914,,,,,397.56951236724854,410.0,,,,,410.0,
226432,2426,1763260432.9298244,619.0,0.5523465871810913,0.0002450617612339556,0.00016420890460722148,402.9661452770233,,0.0011655781418085098,-0.01724328100681305,0.008247382938861847,-0.11058592796325684,,0.0
226816,2430,1763260433.5118437,619.0,0.5360391139984131,0.004457566887140274,0.00016397848958149552,403.54816460609436,,0.00022093020379543304,0.0001689530909061432,0.004530690610408783,-0.08379220962524414,,0.0
228736,2449,1763260436.6375985,619.0,0.49881094694137573,384.7836608886719,0.00016282641445286572,406.6739194393158,,1.623108983039856e-05,0.002143368124961853,-0.001666450873017311,8.231401443481445e-05,,0.0
230272,2465,1763260439.0269141,620.0,0.5784784555435181,0.003929236438125372,0.0001619047689018771,409.06323504447937,,0.0005675405263900757,0.006971974857151508,0.005669267848134041,-0.1401139497756958,,0.0
232960,2491,1763260443.1178865,620.0,0.48676612973213196,0.0001768106158124283,0.00016029186372179538,413.15420746803284,,0.00221901573240757,-0.01641733944416046,0.0033637434244155884,0.146237313747406,,0.001953125
233129,2493,1763260443.356675,,,,,413.3929958343506,500.0,,,,,500.0,
234496,2506,1763260445.4337766,620.0,0.45289140939712524,0.0001268193154828623,0.00015937020361889154,415.4700975418091,,0.0012776022776961327,-0.002797383815050125,0.003273247741162777,0.4479343891143799,,0.0
235264,2514,1763260446.606755,620.0,0.5564600229263306,0.0038641784340143204,0.00015890937356743962,416.64307594299316,,0.0001384187489748001,0.0022539589554071426,0.007489051669836044,0.22034037113189697,,0.0
235392,2515,1763260446.7697563,620.0,0.44730144739151,0.0002194448752561584,0.0001588325685588643,416.8060772418976,,0.0007098466157913208,-0.01345226913690567,0.009039759635925293,0.05562126636505127,,0.0
235904,2520,1763260447.506891,621.0,0.5206576585769653,0.0001342650066362694,0.00015852534852456301,417.5432119369507,,0.0010249782353639603,0.005497485399246216,-0.017201272770762444,0.19146698713302612,,0.0
237184,2533,1763260449.4380288,621.0,0.5597171187400818,183.88197326660156,0.0001577572984388098,419.47434973716736,,0.00022082868963479996,0.00028034206479787827,0.003970003686845303,7.957220077514648e-05,,0.0
237952,2540,1763260450.492119,621.0,0.5349559187889099,0.00018243737576995045,0.0001572964683873579,420.5284399986267,,0.002910025417804718,-0.010399598628282547,0.012926988303661346,-0.643702507019043,,0.00390625
238629,2547,1763260451.4689975,,,,,421.505318403244,500.0,,,,,500.0,
240768,2570,1763260454.4619646,622.0,0.5309790372848511,100.63905334472656,0.00015560675819870085,424.4982855319977,,7.31348991394043e-05,0.0016399547457695007,0.0017495639622211456,0.00019884109497070312,,0.0
240896,2571,1763260454.6008635,622.0,0.5732617974281311,0.004582265857607126,0.00015552995319012552,424.637184381485,,0.00017516221851110458,-0.0002001449465751648,0.0012881560251116753,-0.12334811687469482,,0.0
241408,2576,1763260455.2517338,622.0,0.5339228510856628,0.0048464210703969,0.00015522273315582424,425.28805470466614,,0.0020526424050331116,-0.013445153832435608,0.006222007796168327,0.1825684905052185,,0.0
241494,2577,1763260455.321678,,,,,425.3579988479614,305.0,,,,,305.0,
244317,2608,1763260459.2751293,,,,,429.3114502429962,500.0,,,,,500.0,
244360,2610,1763260459.4724247,,,,,429.5087456703186,43.0,,,,,43.0,
246400,2630,1763260462.2229643,624.0,0.5225226879119873,247.46377563476562,0.00015222733782138675,432.2592852115631,,4.4111162424087524e-05,0.00042356550693511963,0.00033496320247650146,0.0012943744659423828,,0.0
247040,2636,1763260463.163849,624.0,0.5104067325592041,0.005457631312310696,0.00015184331277851015,433.2001700401306,,0.0039738016203045845,-0.016360539942979813,0.013638155534863472,0.8158234357833862,,0.0
248064,2646,1763260464.6664712,624.0,0.5477772355079651,0.004869665484875441,0.0001512288727099076,434.7027921676636,,0.0003167102113366127,0.0024966876953840256,0.00045947451144456863,-0.059824228286743164,,0.0
248192,2647,1763260464.8416686,624.0,0.4897964596748352,0.00017502575065009296,0.00015115206770133227,434.87798953056335,,0.0028046611696481705,0.008490355685353279,-0.014632792212069035,0.13052302598953247,,0.001953125
248320,2648,1763260465.0054722,624.0,0.5692847967147827,8.279406756628305e-05,0.00015107526269275695,435.04179310798645,,0.00026641692966222763,0.010394450277090073,0.004057352431118488,0.39533305168151855,,0.0
250360,2668,1763260467.7782156,,,,,437.8145365715027,500.0,,,,,500.0,
250860,2673,1763260468.4708476,,,,,438.50716853141785,500.0,,,,,500.0,
251860,2683,1763260470.0490563,,,,,440.0853772163391,500.0,,,,,500.0,
252288,2687,1763260470.8052354,625.0,0.5607293844223022,0.00013445428339764476,0.00014869432197883725,440.8415563106537,,7.520336657762527e-05,-0.0011108256876468658,0.000605444423854351,-0.052192091941833496,,0.0
252416,2689,1763260471.0472007,625.0,0.557659924030304,138.2067413330078,0.00014861751697026193,441.08352160453796,,1.0261312127113342e-05,0.00034583359956741333,-2.0598992705345154e-05,0.00042891502380371094,,0.0
252800,2692,1763260471.5935445,625.0,0.5803165435791016,0.00015066178457345814,0.00014838710194453597,441.6298654079437,,0.0017599090933799744,-0.004546543583273888,-0.006684156134724617,-0.09257924556732178,,0.0
256896,2732,1763260477.818106,626.0,0.46526336669921875,431.21563720703125,0.00014592934167012572,447.8544268608093,,4.978477954864502e-05,0.004356183111667633,-0.0032615400850772858,0.0020592212677001953,,0.0
258944,2752,1763260480.8290522,626.0,0.522925078868866,203.95468139648438,0.0001447004615329206,450.86537313461304,,0.00019524991512298584,-0.0010122284293174744,0.0005917511880397797,-5.078315734863281e-05,,0.0
259456,2757,1763260481.5332696,626.0,0.5131990909576416,259.7909851074219,0.00014439324149861932,451.5695905685425,,0.0001739412546157837,0.003749936819076538,-0.00193842314183712,0.0005282759666442871,,0.0
260992,2772,1763260483.6287827,627.0,0.4734291732311249,0.004334775730967522,0.00014347158139571548,453.66510367393494,,0.0006498144939541817,-0.007091479375958443,-0.002872631885111332,0.15390735864639282,,0.0
262016,2782,1763260485.0399053,627.0,0.5108988285064697,0.004538409411907196,0.0001428571413271129,455.07622623443604,,0.0018611736595630646,-0.023606330156326294,-0.005414703860878944,0.2320101261138916,,0.0
262144,2783,1763260485.2023308,627.0,0.5486554503440857,0.00014761905185878277,0.0001427803363185376,455.2386517524719,,0.006589354947209358,-0.014972802251577377,0.001980389468371868,-0.07840108871459961,,0.005859375
263168,2793,1763260486.5308018,628.0,0.5103309154510498,0.00015211587015073746,0.00014216589624993503,456.5671226978302,,0.000130385160446167,0.0005903467535972595,-0.0006976164877414703,0.13103944063186646,,0.0
266240,2824,1763260490.611648,629.0,0.5167751908302307,0.0001251858047908172,0.00014032257604412735,460.64796900749207,,0.00015508756041526794,-0.003835054114460945,0.00015642866492271423,-0.1348172426223755,,0.0
268160,2843,1763260493.0489194,630.0,0.4662136435508728,0.00565125048160553,0.00013917050091549754,463.0852403640747,,0.0002686036750674248,-0.0006888657808303833,0.005118614993989468,-0.35704612731933594,,0.0
269568,2857,1763260494.8867085,630.0,0.5262691974639893,304.05462646484375,0.00013832564582116902,464.92302942276,,0.000635107047855854,-0.002407386898994446,0.007166569121181965,0.00042068958282470703,,0.001953125
272128,2882,1763260497.9602797,632.0,0.5342698097229004,0.003797347890213132,0.00013678956020157784,467.99660062789917,,0.0016502207145094872,-0.012410875409841537,0.02637154422700405,0.3345041871070862,,0.0
272996,2890,1763260498.8992548,,,,,468.93557572364807,500.0,,,,,500.0,
275072,2911,1763260501.5509455,633.0,0.5060069561004639,186.60928344726562,0.00013502304500434548,471.5872664451599,,0.0003935815766453743,0.0030575133860111237,-0.002269201911985874,0.0002738833427429199,,0.0
277504,2935,1763260504.580177,635.0,0.5073401927947998,0.00019361093291081488,0.0001335637498414144,474.61649799346924,,0.0012262379750609398,-0.005804963409900665,-0.0004134615883231163,-0.12198102474212646,,0.0
278784,2949,1763260506.1642635,635.0,0.573973536491394,0.00015771956532262266,0.0001327956997556612,476.2005844116211,,0.0006233323365449905,-0.004865484312176704,0.004457410424947739,0.030385076999664307,,0.0
279808,2960,1763260507.4984274,636.0,0.5677424073219299,0.00010493005538592115,0.00013218125968705863,477.53474831581116,,0.0023887241259217262,-0.011737443506717682,0.01002984493970871,0.1464821696281433,,0.0
281216,2975,1763260509.2035472,636.0,0.5604445338249207,0.00023950722243171185,0.0001313364045927301,479.2398681640625,,0.0015310980379581451,-0.006936920806765556,0.0010385308414697647,0.02872467041015625,,0.0
282448,2989,1763260510.7208793,,,,,480.75720024108887,53.0,,,,,53.0,
283136,2997,1763260511.753261,637.0,0.531840980052948,236.15185546875,0.0001301843294641003,481.78958201408386,,0.00014559272676706314,-0.0015802420675754547,0.001596708782017231,0.0005275607109069824,,0.0
284544,3011,1763260513.554739,638.0,0.5827209949493408,0.00015025163884274662,0.00012933947436977178,483.591059923172,,0.0007437951862812042,-0.0013837777078151703,0.000967022031545639,-0.43282580375671387,,0.0
288512,3051,1763260518.494657,639.0,0.5405415296554565,0.0001507534907432273,0.00012695851910393685,488.53097796440125,,0.0011475030332803726,0.005002681165933609,0.012083951383829117,-0.17834007740020752,,0.0
288719,3053,1763260518.6839354,,,,,488.72025632858276,500.0,,,,,500.0,
290016,3066,1763260520.3161445,,,,,490.35246539115906,500.0,,,,,500.0,
290432,3070,1763260520.9309921,640.0,0.47950467467308044,0.00031665951246395707,0.00012580645852722228,490.96731305122375,,0.0019822334870696068,-0.026651225984096527,-0.012398152612149715,-1.6734235286712646,,0.0
291712,3083,1763260522.524088,641.0,0.517652153968811,0.0038428925909101963,0.00012503840844146907,492.5604088306427,,0.0009951591491699219,0.003916491754353046,0.003777597099542618,0.05913341045379639,,0.0
293248,3098,1763260524.3794665,642.0,0.5320476293563843,0.00471652764827013,0.00012411674833856523,494.4157874584198,,0.0024711117148399353,-0.01815761812031269,-0.020471755415201187,-0.7466267347335815,,0.0
293544,3103,1763260524.7846038,,,,,494.82092475891113,13.0,,,,,13.0,
295936,3127,1763260527.871847,643.0,0.5815329551696777,0.0004936516634188592,0.0001225038431584835,497.9081678390503,,0.00026102829724550247,-0.0002462361007928848,-0.004456651397049427,-0.4045318365097046,,0.0
296102,3129,1763260528.0675485,,,,,498.1038694381714,500.0,,,,,500.0,
297216,3141,1763260529.5338335,643.0,0.6015376448631287,257.8880615234375,0.0001217357930727303,499.57015442848206,,0.00015119463205337524,-0.0019039735198020935,-0.002348642796278,2.5212764739990234e-05,,0.0
297472,3143,1763260529.8387809,643.0,0.5636172890663147,0.00020444781694095582,0.00012158218305557966,499.8751018047333,,0.000261576846241951,0.0005569532513618469,0.0003232751041650772,0.0669446587562561,,0.0
297704,3146,1763260530.0881073,,,,,500.1244282722473,53.0,,,,,53.0,
299904,3170,1763260533.157654,644.0,0.57427978515625,253.22198486328125,0.00012012288789264858,503.19397497177124,,2.331659197807312e-05,0.0012747831642627716,0.00026370584964752197,3.337860107421875e-05,,0.0
301305,3183,1763260534.7376735,,,,,504.7739944458008,500.0,,,,,500.0,
301696,3188,1763260535.2967572,645.0,0.581528902053833,0.0008233488770201802,0.0001190476177725941,505.33307814598083,,0.00030873343348503113,-0.001193515956401825,-0.005957089364528656,-0.43567585945129395,,0.0
304512,3217,1763260538.8434365,646.0,0.5885360240936279,0.0012763914419338107,0.00011735790758393705,508.8797574043274,,0.0001503610983490944,-0.000528194010257721,-0.0007300069555640221,4.696846008300781e-05,,0.0
305152,3224,1763260539.6540072,646.0,0.5758246183395386,0.007179454434663057,0.00011697388981701806,509.6903281211853,,0.0016433876007795334,0.0029760152101516724,-0.01062542200088501,-0.08981728553771973,,0.0
307456,3247,1763260542.5426693,647.0,0.49607861042022705,0.0007488116971217096,0.0001155913996626623,512.5789902210236,,0.00015478115528821945,0.0009557455778121948,-0.0026929667219519615,-0.9985357522964478,,0.0
307712,3250,1763260542.851939,647.0,0.5818450450897217,0.0036427138838917017,0.00011543778964551166,512.8882598876953,,0.00018834415823221207,-0.005447372794151306,0.007244567386806011,-3.3428478240966797,,0.0
307968,3252,1763260543.1526935,647.0,0.5619104504585266,0.0001851286506280303,0.00011528417962836102,513.1890144348145,,0.001052231527864933,-0.003875216469168663,-4.1046179831027985e-05,-1.3340635299682617,,0.0
308096,3255,1763260543.3852422,647.0,0.5126686692237854,627.194580078125,0.0001152073746197857,513.4215631484985,,0.0004122471436858177,-0.005620528012514114,-0.0030708806589245796,-9.644031524658203e-05,,0.0
308526,3259,1763260543.8581963,,,,,513.8945171833038,500.0,,,,,500.0,
309888,3272,1763260545.537294,648.0,0.5286659598350525,0.00023899281222838908,0.00011413210449973121,515.5736148357391,,5.3155235946178436e-05,0.0021701492369174957,0.002019011415541172,-1.936575174331665,,0.0
310144,3275,1763260545.843248,648.0,0.5717604160308838,36.85029220581055,0.00011397849448258057,515.8795688152313,,6.305333226919174e-05,0.00014634616672992706,-0.001704222522675991,0.0007900595664978027,,0.0
310272,3276,1763260545.968994,648.0,0.5510129332542419,0.0040244730189442635,0.00011390168947400525,516.0053148269653,,0.00016053300350904465,-0.00198233500123024,0.0033014463260769844,0.25440889596939087,,0.0
312131,3296,1763260548.0029314,,,,,518.039252281189,30.0,,,,,30.0,
312448,3299,1763260548.4078124,649.0,0.5255427360534668,0.0002797712804749608,0.00011259600432822481,518.4441332817078,,0.0005467431619763374,-0.0031264927238225937,-0.006607669405639172,-0.11168491840362549,,0.0
316247,3338,1763260552.2975552,,,,,522.3338761329651,19.0,,,,,19.0,
317568,3351,1763260553.6531854,653.0,0.5264251232147217,0.00031310785561800003,0.00010952381126116961,523.6895062923431,,0.00024129264056682587,-0.0033543556928634644,-0.004542049020528793,-0.10003447532653809,,0.0
318208,3357,1763260554.31467,653.0,0.5046724677085876,0.00020386170945130289,0.00010913978621829301,524.3509910106659,,0.0008338689804077148,-0.0031845755875110626,0.00597749836742878,0.14252662658691406,,0.0
318464,3360,1763260554.5728536,654.0,0.4914909601211548,0.0040334006771445274,0.00010898617620114237,524.609174489975,,0.0003050006926059723,0.0005772579461336136,0.0009415354579687119,0.28524547815322876,,0.0
322304,3398,1763260558.3720763,656.0,0.547641932964325,0.00021739646035712212,0.00010668202594388276,528.4083971977234,,0.0028459765017032623,-0.0015848949551582336,-0.006015460938215256,0.20693284273147583,,0.0
322432,3401,1763260558.5368392,656.0,0.4378030002117157,536.476806640625,0.00010660522093530744,528.5731601715088,,0.0006242711097002029,0.0002722321078181267,0.010535120964050293,0.0011119246482849121,,0.0
