losses/old_approx_kl,_step,_timestamp,losses/approx_kl,global_step,losses/clipfrac,losses/explained_variance,losses/entropy,charts/episodic_return,charts/episodic_length,losses/policy_loss,charts/learning_rate,charts/SPS,losses/value_loss,_runtime
,0,1763260055.4424093,,0,,,,,,,,,,24.73681116104126
,7,1763260057.0131807,,174,,,,27.0,27.0,,,,,26.30758261680603
0.007053952664136887,33,1763260057.6014898,0.0016072764992713928,768,0.0,-0.02729630470275879,0.6680200695991516,,,-0.02356066182255745,0.0002996159892063588,978.0,25.571531295776367,26.895891666412354
,41,1763260057.761348,,920,,,,17.0,17.0,,,,,27.055749893188477
,47,1763260057.8878093,,1058,,,,28.0,28.0,,,,,27.18221116065979
0.01830766350030899,64,1763260058.3476233,0.001757337711751461,1536,0.0,0.026920676231384277,0.6112410426139832,,,-0.01781979203224182,0.00029915515915490687,1003.0,32.702117919921875,27.642025232315063
,74,1763260058.6148443,,1844,,,,43.0,43.0,,,,,27.90924620628357
,77,1763260058.7312775,,1969,,,,70.0,70.0,,,,,28.025679349899292
0.008252061903476715,88,1763260059.3105316,0.000729098916053772,2560,0.0,0.18089139461517334,0.6323907971382141,,,0.003960845991969109,0.0002985407190863043,1026.0,30.69369888305664,28.604933500289917
,102,1763260059.9476247,,3215,,,,49.0,49.0,,,,,29.242026567459106
-0.0005286550149321556,104,1763260060.0574183,4.142988473176956e-05,3328,0.0,0.07041329145431519,0.5730497241020203,,,-0.00048413127660751343,0.0002980798890348524,1026.0,25.913311004638672,29.35182023048401
0.0022832266986370087,133,1763260061.5886383,0.00021607428789138794,4992,0.0,0.3050268292427063,0.6522490978240967,,,0.0005741417407989502,0.0002970814239233732,1046.0,45.15715789794922,30.883040189743042
,147,1763260062.2228408,,5740,,,,96.0,96.0,,,,,31.517242670059204
,149,1763260062.3239353,,5826,,,,86.0,86.0,,,,,31.618337154388428
-0.0024595288559794426,150,1763260062.4138484,5.2333809435367584e-05,5888,0.0,0.05762451887130737,0.6035207509994507,,,-0.0005079880356788635,0.000296543788863346,1051.0,34.75505065917969,31.708250284194946
,155,1763260062.5652728,,6109,,,,79.0,79.0,,,,,31.85967469215393
,157,1763260062.6575513,,6171,,,,62.0,62.0,,,,,31.951953172683716
9.126216173171997e-05,172,1763260063.4622962,0.00025373324751853943,7040,0.0,0.04044979810714722,0.5959553122520447,,,0.00016677379608154297,0.0002958525437861681,1059.0,32.531333923339844,32.75669813156128
,195,1763260064.9742997,,8750,,,,199.0,199.0,,,,,34.26870155334473
0.003359634429216385,203,1763260065.9601223,4.614144563674927e-05,9472,0.0,0.004961550235748291,0.6458191275596619,,,0.0025657936930656433,0.000294393248623237,1035.0,38.8773307800293,35.25452423095703
-0.0007109828293323517,213,1763260066.6533275,0.000398389995098114,10112,0.0,0.04633826017379761,0.6023520827293396,,,-0.0024085529148578644,0.0002940092235803604,1027.0,26.81038475036621,35.94772934913635
,217,1763260067.051479,,10480,,,,194.0,194.0,,,,,36.34588098526001
-0.002276143990457058,228,1763260068.2515333,0.0006253821775317192,11136,0.0,0.09561657905578613,0.5612763166427612,,,0.0033767707645893097,0.00029339478351175785,973.0,30.5933895111084,37.54593515396118
0.01028470415621996,233,1763260068.8814666,0.006226514466106892,11520,0.013671875,0.35121023654937744,0.6182944774627686,,,0.014722101390361786,0.0002931643684860319,954.0,31.073360443115234,38.17586851119995
,251,1763260071.3078558,,12821,,,,345.0,345.0,,,,,40.60225772857666
-0.004014560952782631,259,1763260072.5107522,0.007383940741419792,13568,0.015625,0.5638608932495117,0.643989086151123,,,-0.003025345504283905,0.00029193548834882677,864.0,28.253936767578125,41.8051540851593
,265,1763260073.1541824,,14007,,,,228.0,228.0,,,,,42.44858431816101
0.033837996423244476,273,1763260074.0546203,0.009143676608800888,14592,0.05859375,0.4935588240623474,0.5762284994125366,,,-0.014265567064285278,0.0002913210482802242,846.0,28.242341995239258,43.34902215003967
,274,1763260074.0934896,,14663,,,,141.0,141.0,,,,,43.3878915309906
0.002218407578766346,292,1763260075.2944193,0.00012779515236616135,15872,0.0,0.40161675214767456,0.5699255466461182,,,-0.0019649378955364227,0.000290552998194471,858.0,36.6323356628418,44.58882117271423
-0.01622765138745308,321,1763260077.251027,0.004425709135830402,17792,0.0078125,0.8505592942237854,0.5981683731079102,,,0.010967187583446503,0.0002894009230658412,870.0,13.622673034667969,46.54542899131775
0.000588463619351387,327,1763260077.6398718,4.5161694288253784e-05,18176,0.0,0.8495697975158691,0.5869283080101013,,,-0.001899905502796173,0.00028917050804011524,872.0,19.537363052368164,46.9342737197876
-0.0008661430329084396,330,1763260077.8642774,6.600655615329742e-05,18432,0.0,0.9368465542793274,0.557388424873352,,,0.003674890846014023,0.0002890168980229646,875.0,14.52623176574707,47.158679246902466
0.004618889652192593,332,1763260078.0186,0.00030346866697072983,18560,0.0,0.8810759782791138,0.60212641954422,,,-0.008637312799692154,0.0002889400930143893,875.0,16.6577205657959,47.31300187110901
0.004161554388701916,337,1763260078.3624384,0.0003127036616206169,18944,0.0,0.94346022605896,0.5749183297157288,,,-0.007691934704780579,0.0002887096779886633,879.0,14.667291641235352,47.656840324401855
0.0019816001877188683,340,1763260078.604089,4.7023408114910126e-05,19200,0.0,0.9049578309059143,0.5926694869995117,,,2.5644898414611816e-05,0.0002885560679715127,881.0,10.118195533752441,47.89849090576172
,370,1763260080.8333714,,21620,,,,338.0,338.0,,,,,50.12777328491211
0.0030618030577898026,375,1763260081.2985368,0.0033737774938344955,22016,0.009765625,0.19360601902008057,0.6024875640869141,,,0.015532955527305603,0.00028686635778285563,899.0,32.411922454833984,50.59293866157532
0.004798588342964649,396,1763260083.0923214,0.0003751171752810478,23936,0.0,0.03207486867904663,0.5461575388908386,,,0.002063363790512085,0.0002857142826542258,910.0,11.432173728942871,52.386723279953
,425,1763260085.745142,,26653,,,,188.0,188.0,,,,,55.039543867111206
-0.005952825769782066,441,1763260087.2649562,0.0008593779057264328,28288,0.0,0.015437662601470947,0.5868484377861023,,,0.009341023862361908,0.00028310291236266494,929.0,10.363807678222656,56.5593581199646
0.002766297198832035,450,1763260088.2098432,0.001703721471130848,29184,0.0,-0.0011241436004638672,0.5792149305343628,,,0.002052031457424164,0.0002825652773026377,929.0,9.024116516113281,57.5042450428009
-0.003991203382611275,471,1763260090.2743123,0.0006595291197299957,31232,0.0,0.0031418204307556152,0.5697246789932251,,,-0.003913275897502899,0.00028133639716543257,933.0,79.1781005859375,59.5687141418457
-0.004194926470518112,481,1763260091.273254,0.0009429007768630981,32256,0.001953125,-0.011501908302307129,0.5929407477378845,,,0.0008398569189012051,0.00028072195709683,936.0,7.068697452545166,60.56765580177307
,490,1763260092.3714433,,33056,,,,130.0,130.0,,,,,61.66584515571594
-0.00047896523028612137,504,1763260093.7659264,0.00010709930211305618,34176,0.0,-0.011584758758544922,0.5407058596611023,,,-0.0035572350025177,0.0002795698819682002,924.0,5.95471715927124,63.060328245162964
,515,1763260094.8984077,,35098,,,,204.0,204.0,,,,,64.19280958175659
,530,1763260096.3169117,,36456,,,,228.0,228.0,,,,,65.61131358146667
0.0041139619424939156,539,1763260097.579538,0.0034510167315602303,37248,0.0,0.9749796986579895,0.6036643385887146,,,0.0065164342522621155,0.0002777265617623925,913.0,2.5080323219299316,66.87393999099731
-0.001165132038295269,547,1763260098.5739863,0.00019765552133321762,37760,0.0,0.5188191533088684,0.5622203350067139,,,-0.0015203296206891537,0.00027741934172809124,904.0,181.77288818359375,67.86838817596436
-0.0009701559320092201,555,1763260099.7927563,0.0004965653643012047,38400,0.0,0.7306889295578003,0.5997434854507446,,,-0.005608852952718735,0.00027703531668521464,893.0,2.851137399673462,69.087158203125
-0.002868170849978924,559,1763260100.2953773,0.0004801573231816292,38656,0.0,0.9306924343109131,0.559029221534729,,,0.008634503930807114,0.000276881706668064,889.0,13.921953201293945,69.58977913856506
0.02044786512851715,568,1763260101.7005005,0.003880966454744339,39424,0.001953125,0.9428901076316833,0.5519550442695618,,,-0.0036571063101291656,0.0002764208766166121,878.0,26.06317710876465,70.99490237236023
,595,1763260105.7793472,,41577,,,,214.0,214.0,,,,,75.07374906539917
-0.0007285242900252342,612,1763260109.487312,0.004610945470631123,43136,0.00390625,0.3600836396217346,0.5246652960777283,,,-0.026335768401622772,0.00027419356047175825,818.0,11.237664222717285,78.78171396255493
-0.00037810206413269043,614,1763260109.8484325,0.00010097026824951172,43264,0.001953125,0.7065914869308472,0.563014566898346,,,0.0007518231868743896,0.0002741167554631829,815.0,30.644546508789062,79.14283442497253
-7.058680057525635e-05,630,1763260113.3149724,5.511566996574402e-06,44928,0.0,0.030766785144805908,0.5889929533004761,,,-0.0002982094883918762,0.00027311829035170376,795.0,1.4035032987594604,82.60937428474426
0.1001039445400238,636,1763260114.421628,0.055320922285318375,45568,0.201171875,0.3818325996398926,0.5776125192642212,,,-0.018666550517082214,0.00027273426530882716,791.0,1.4190787076950073,83.71602988243103
0.016573211178183556,640,1763260115.1236632,0.004456106573343277,45952,0.0,0.6465058922767639,0.5158827304840088,,,0.001355096697807312,0.0002725038502831012,788.0,1.5782400369644165,84.41806507110596
,650,1763260116.6621602,,46785,,,,260.0,260.0,,,,,85.95656204223633
,664,1763260118.9546576,,47923,,,,202.0,202.0,,,,,88.24905943870544
0.012787061743438244,684,1763260122.0727768,0.002848447300493717,49408,0.005859375,0.9507609605789185,0.5940020084381104,,,-0.00875106081366539,0.00027043011505156755,757.0,10.191643714904785,91.36717867851257
0.011703938245773315,689,1763260122.6709783,0.004880107939243317,49664,0.0234375,0.9463239312171936,0.6063127517700195,,,-0.031107548624277115,0.0002702765050344169,754.0,35.006324768066406,91.96538019180298
-0.00020586233586072922,698,1763260123.9870088,0.00013588648289442062,50304,0.0,0.9811906814575195,0.5444950461387634,,,0.0008449554443359375,0.0002698924799915403,748.0,9.869382858276367,93.28141069412231
-0.0015140529721975327,702,1763260124.524391,0.004764221608638763,50560,0.01953125,0.9836220741271973,0.5723314881324768,,,0.024144064635038376,0.00026973886997438967,746.0,12.703458786010742,93.8187928199768
0.003397362306714058,707,1763260125.3176687,0.002099970355629921,50944,0.0,0.9895952343940735,0.5929625034332275,,,-0.015531793236732483,0.0002695084549486637,743.0,7.224771022796631,94.61207056045532
-0.0030786097049713135,729,1763260128.9456263,0.0003807004541158676,52864,0.0,-0.006343841552734375,0.5937881469726562,,,0.005996864289045334,0.0002683563798200339,732.0,182.42796325683594,98.24002814292908
-0.00011688005179166794,757,1763260133.6413858,0.0001808004453778267,55552,0.0,0.19935768842697144,0.5686103105545044,,,-6.68838620185852e-05,0.0002667434746399522,723.0,0.09940967708826065,102.93578767776489
0.0019539929926395416,762,1763260134.3725789,0.000712832435965538,55936,0.0,0.0267484188079834,0.5270192623138428,,,0.0021389834582805634,0.0002665130596142262,721.0,275.1804504394531,103.6669807434082
,767,1763260135.0399058,,56354,,,,283.0,283.0,,,,,104.33430767059326
-0.0019101016223430634,775,1763260136.2404237,0.0007208995521068573,57088,0.0,-0.08705723285675049,0.4665599465370178,,,-0.00043539702892303467,0.00026582181453704834,718.0,359.17437744140625,105.53482556343079
-0.00025147199630737305,788,1763260138.4838498,0.0006650295108556747,58496,0.0,0.509098470211029,0.5342588424682617,,,0.00868169218301773,0.0002649769594427198,716.0,0.02350449189543724,107.77825164794922
-0.010348469018936157,797,1763260140.0295842,0.0007390640676021576,59392,0.0,0.35918450355529785,0.5115484595298767,,,0.000464707612991333,0.0002644393243826926,713.0,0.008836159482598305,109.3239860534668
0.00736598763614893,806,1763260141.6573007,0.001142824999988079,60288,0.0,0.7802187204360962,0.4697452783584595,,,-0.00556538999080658,0.00026390168932266533,710.0,0.015600461512804031,110.95170259475708
0.007485724054276943,815,1763260143.2871296,0.0005215136334300041,61184,0.0,-8.749961853027344e-05,0.5167670845985413,,,0.0050253234803676605,0.0002633640542626381,707.0,130.83782958984375,112.5815315246582
0.0010631997138261795,863,1763260152.0700557,0.0002023838460445404,66048,0.0,-0.0010679960250854492,0.5927798748016357,,,0.0034335926175117493,0.0002604454639367759,693.0,330.96539306640625,121.36445760726929
,872,1763260153.661167,,67031,,,,500.0,500.0,,,,,122.95556879043579
-0.004244406707584858,876,1763260154.466653,0.001094023697078228,67456,0.0,-0.43713700771331787,0.569580614566803,,,0.01006929762661457,0.0002596006088424474,690.0,9.918686555465683e-05,123.76105499267578
,916,1763260161.5442576,,71531,,,,500.0,500.0,,,,,130.8386595249176
-0.0009313290938735008,922,1763260162.6232047,0.002655233256518841,72064,0.001953125,-0.0007175207138061523,0.5358400940895081,,,-0.0023613758385181427,0.00025683562853373587,681.0,61.362056732177734,131.91760659217834
-0.0017224662005901337,930,1763260164.1637332,0.0005277954041957855,72960,0.0,-0.4038275480270386,0.5654283165931702,,,0.0007579512894153595,0.00025629799347370863,679.0,0.0002659456804394722,133.45813512802124
-0.006709350273013115,938,1763260165.5429957,0.0006719045341014862,73728,0.0,-0.06804823875427246,0.4828951954841614,,,0.001654498279094696,0.0002558371634222567,678.0,0.005297326482832432,134.83739757537842
,941,1763260166.001876,,74031,,,,500.0,500.0,,,,,135.29627799987793
0.002599816769361496,942,1763260166.2213316,0.0006313491612672806,74112,0.0,-3.898143768310547e-05,0.454959511756897,,,0.0008128136396408081,0.00025560674839653075,677.0,390.1256103515625,135.5157334804535
0.005689096637070179,948,1763260167.3287745,0.0006128372624516487,74752,0.0,-0.40575695037841797,0.4874672591686249,,,-0.006537199020385742,0.00025522272335365415,676.0,0.003824133425951004,136.62317633628845
-0.014747446402907372,974,1763260172.1284924,0.0021373452618718147,77440,0.001953125,-0.31185245513916016,0.44271937012672424,,,-0.0054667554795742035,0.0002536098181735724,671.0,0.0001417430758010596,141.42289423942566
,980,1763260173.1211627,,78031,,,,500.0,500.0,,,,,142.41556453704834
,985,1763260173.978461,,78531,,,,500.0,500.0,,,,,143.27286291122437
,995,1763260175.8611896,,79531,,,,500.0,500.0,,,,,145.15559148788452
0.010267751291394234,997,1763260176.3090336,0.0014366433024406433,79744,0.0,0.025623202323913574,0.47380518913269043,,,-0.012873845174908638,0.00025222732801921666,667.0,0.003513365751132369,145.60343551635742
