losses/old_approx_kl,_step,_timestamp,losses/approx_kl,global_step,losses/clipfrac,losses/explained_variance,losses/entropy,charts/episodic_return,charts/episodic_length,losses/policy_loss,charts/learning_rate,charts/SPS,losses/value_loss,_runtime
0.0003640884533524513,1015,1763260179.6193748,0.0003823554143309593,81536,0.0,0.00028270483016967773,0.5137189626693726,,,-0.00018266960978507996,0.00025115208700299263,663.0,171.34117126464844,148.91377663612366
0.02435079775750637,1020,1763260180.5553563,0.0018391665071249008,82048,0.0,-3.0517578125e-05,0.5140296816825867,,,-0.006006091833114624,0.00025084486696869135,663.0,150.29196166992188,149.84975814819336
0.01078703347593546,1031,1763260182.6716743,0.0022879866883158684,83200,0.0,-0.06322741508483887,0.4663514494895935,,,-0.0036360546946525574,0.00025015362189151347,661.0,0.007027058862149715,151.96607613563538
-0.0038963258266448975,1050,1763260186.1461055,0.0021765585988759995,85120,0.0,-0.00031125545501708984,0.5526947975158691,,,0.0013467948883771896,0.00024900154676288366,658.0,248.57211303710938,155.4405074119568
-0.0018972475081682205,1053,1763260186.805474,0.00041830912232398987,85504,0.0,-0.2755463123321533,0.531216025352478,,,-0.007854476571083069,0.0002487711317371577,657.0,0.00010038325854111463,156.09987592697144
0.0020462628453969955,1058,1763260187.7442586,0.0015156343579292297,86016,0.00390625,0.08865028619766235,0.510321855545044,,,-0.0016438141465187073,0.0002484639117028564,656.0,0.0002489803882781416,157.03866052627563
,1083,1763260192.140505,,88531,,,,500.0,500.0,,,,,161.4349069595337
0.00014579668641090393,1091,1763260193.6532693,0.0024957451969385147,89344,0.001953125,0.1584714651107788,0.49433913826942444,,,0.005409471690654755,0.0002464669814798981,652.0,0.0003790466289501637,162.94767117500305
-0.005939103662967682,1106,1763260196.285591,0.0011621750891208649,90880,0.0,-0.2366722822189331,0.5065983533859253,,,-0.012017883360385895,0.00024554532137699425,651.0,0.0006834342493675649,165.57999277114868
-0.0004984736442565918,1118,1763260198.2500646,7.984042167663574e-05,92032,0.0,-0.000141143798828125,0.5271115303039551,,,-0.001841120421886444,0.00024485407629981637,650.0,51.36532974243164,167.54446649551392
0.01982755772769451,1125,1763260199.5484712,0.0029218681156635284,92800,0.001953125,-0.051177978515625,0.6027319431304932,,,-0.02018924430012703,0.00024439324624836445,650.0,0.0005941551644355059,168.84287309646606
-0.005905946716666222,1133,1763260200.9228017,0.001714952290058136,93568,0.001953125,0.0001068115234375,0.5827906131744385,,,-0.008706703782081604,0.00024393241619691253,649.0,198.04684448242188,170.21720361709595
-0.025919323787093163,1145,1763260202.8986268,0.0053374283015728,94720,0.021484375,-0.35647833347320557,0.5148108601570129,,,-0.02384071797132492,0.00024324117111973464,648.0,0.005300144664943218,172.1930286884308
0.01514754444360733,1164,1763260206.303203,0.0010116230696439743,96640,0.0,-3.62396240234375e-05,0.4977474510669708,,,0.0064101628959178925,0.00024208909599110484,646.0,188.52554321289062,175.5976049900055
0.0007680365815758705,1165,1763260206.5180938,3.3882446587085724e-05,96768,0.0,-0.4326484203338623,0.5334343314170837,,,-1.0542571544647217e-05,0.00024201229098252952,646.0,0.004934242926537991,175.81249570846558
0.002935386262834072,1172,1763260207.8677588,0.000348786823451519,97536,0.0,-0.45247817039489746,0.4722687304019928,,,0.0027852430939674377,0.0002415514609310776,645.0,0.00020753126591444016,177.1621606349945
-0.0008430788293480873,1181,1763260209.53137,0.0013703173026442528,98432,0.0,-0.26738250255584717,0.5347499251365662,,,0.000758092850446701,0.00024101382587105036,644.0,0.0007114860345609486,178.82577180862427
0.0029640011489391327,1186,1763260210.4573698,0.0003114212304353714,98944,0.0,0.20472681522369385,0.45461106300354004,,,0.0019223839044570923,0.00024070660583674908,643.0,0.00034033055999316275,179.7517716884613
,1197,1763260212.3234394,,100064,,,,500.0,500.0,,,,,181.6178412437439
0.00016690697520971298,1213,1763260215.2482333,0.00010026898235082626,101632,0.0,0.0009136199951171875,0.5470731854438782,,,-0.0022653192281723022,0.00023909370065666735,641.0,301.6380615234375,184.54263520240784
-0.012352566234767437,1215,1763260215.6896248,0.0010085301473736763,101888,0.0,-0.8402218818664551,0.5535411238670349,,,0.011001026257872581,0.0002389400906395167,641.0,0.00019407359650358558,184.98402667045593
0.00882326066493988,1226,1763260217.690858,0.0017154496163129807,103040,0.001953125,-0.09019482135772705,0.49844083189964294,,,0.006522189825773239,0.00023824884556233883,640.0,0.00010699580889195204,186.98525977134705
-0.00202094204723835,1230,1763260218.4085252,0.0007257163524627686,103424,0.0,-0.01607346534729004,0.5157198905944824,,,-0.008546091616153717,0.00023801843053661287,640.0,0.0008697634912095964,187.70292711257935
0.000890558585524559,1234,1763260219.0819232,0.00042243674397468567,103808,0.0,-0.07619750499725342,0.4790704548358917,,,-0.01166028343141079,0.0002377880155108869,639.0,0.004285195376724005,188.37632513046265
,1245,1763260221.225584,,105064,,,,500.0,500.0,,,,,190.51998591423035
0.007377713918685913,1254,1763260223.0255947,0.0008182600140571594,105984,0.0,0.3214706778526306,0.5203372240066528,,,-0.0016994699835777283,0.00023648233036510646,637.0,0.00012913113459944725,192.3199965953827
0.0038390299305319786,1271,1763260226.0156362,0.0006714286282658577,107648,0.0,0.00045299530029296875,0.5619189143180847,,,-0.001306634396314621,0.0002354838652536273,636.0,117.79833984375,195.3100380897522
0.0016675563529133797,1299,1763260231.1387444,0.0012590186670422554,110464,0.00390625,-0.8796637058258057,0.5381646156311035,,,0.006138451397418976,0.00023379416961688548,633.0,0.00514446385204792,200.43314623832703
-0.0015246476978063583,1339,1763260238.5403705,0.002330563962459564,114432,0.001953125,0.0007089376449584961,0.4911878705024719,,,0.01737654209136963,0.00023141321435105056,629.0,273.39501953125,207.83477234840393
-0.001022225245833397,1340,1763260238.8019803,0.0019906386733055115,114560,0.0,-0.33913683891296387,0.4722578525543213,,,0.0016769543290138245,0.00023133640934247524,629.0,0.005217853933572769,208.09638214111328
0.00041135214269161224,1349,1763260240.4066968,0.0011083949357271194,115456,0.0,-0.0004640817642211914,0.5141345858573914,,,0.004454225301742554,0.000230798774282448,628.0,111.34798431396484,209.70109868049622
,1363,1763260242.8877506,,116881,,,,500.0,500.0,,,,,212.18215250968933
0.007094781845808029,1365,1763260243.2806323,0.0003440454602241516,117120,0.0,0.04723036289215088,0.46610575914382935,,,-0.005178466439247131,0.00022980030917096883,628.0,0.0045936922542750835,212.57503414154053
-0.0024802889674901962,1370,1763260244.1473432,0.00011379830539226532,117632,0.0,-0.12451052665710449,0.5330797433853149,,,0.0020210444927215576,0.00022949308913666755,627.0,0.0007284911698661745,213.4417450428009
-0.006415915675461292,1380,1763260245.5696425,0.002256038598716259,118656,0.00390625,-0.5583580732345581,0.5689935684204102,,,-0.01094837486743927,0.000228878649068065,628.0,0.0004532570019364357,214.8640444278717
0.02361896261572838,1381,1763260245.7126703,0.004371438175439835,118784,0.001953125,0.4645364284515381,0.5398832559585571,,,-0.020931221544742584,0.00022880184405948967,628.0,7.620676478836685e-05,215.0070722103119
,1388,1763260246.5756977,,119420,,,,39.0,39.0,,,,,215.87009954452515
0.007664036005735397,1395,1763260247.8533697,0.0015728920698165894,120064,0.0,-0.16302776336669922,0.554512083530426,,,-0.00900291372090578,0.00022803379397373646,628.0,0.004579067695885897,217.14777159690857
-0.004546253010630608,1399,1763260248.504641,0.0008911043405532837,120448,0.0,0.00038504600524902344,0.5309720635414124,,,0.010438788682222366,0.0002278033789480105,628.0,231.43121337890625,217.79904294013977
-0.0035910075530409813,1405,1763260249.5745604,0.00032616499811410904,121088,0.0,-0.19738376140594482,0.5764281153678894,,,-0.005953906569629908,0.0002274193539051339,628.0,0.004328412935137749,218.86896228790283
0.00016380008310079575,1432,1763260253.7164793,0.0005204426124691963,123904,0.0,-0.1335083246231079,0.5208583474159241,,,-0.005530195310711861,0.00022572964371647686,629.0,0.00010758975258795545,223.01088118553162
,1433,1763260253.760656,,123920,,,,500.0,500.0,,,,,223.05505800247192
0.00881882756948471,1455,1763260257.4857183,0.006755196489393711,126208,0.009765625,0.10621058940887451,0.5727654099464417,,,-0.01035461388528347,0.0002243471535621211,628.0,0.0004037490871269256,226.78012013435364
-0.0018163267523050308,1456,1763260257.6913526,0.0010841004550457,126336,0.001953125,0.30819159746170044,0.48080170154571533,,,-0.014125749468803406,0.00022427034855354577,628.0,5.111919381306507e-05,226.98575448989868
,1457,1763260257.738547,,126420,,,,500.0,500.0,,,,,227.03294897079468
0.00011961814016103745,1514,1763260267.6188254,0.00021631736308336258,132352,0.0,-0.9351564645767212,0.4728204309940338,,,0.0007714405655860901,0.00022066052770242095,627.0,0.00010496722825337201,236.9132273197174
0.012866389937698841,1521,1763260268.754389,0.0035553062334656715,132992,0.0078125,-0.00026047229766845703,0.41586488485336304,,,0.008138682693243027,0.00022027650265954435,627.0,280.66571044921875,238.04879093170166
,1525,1763260269.3478699,,133420,,,,500.0,500.0,,,,,238.64227175712585
0.0004750397056341171,1527,1763260269.714663,0.0003243144601583481,133632,0.0,-0.19366896152496338,0.5025655031204224,,,0.0010443106293678284,0.00021989247761666775,627.0,0.0046186260879039764,239.00906491279602
0.0014556506648659706,1529,1763260270.0644555,7.06678256392479e-05,133888,0.0,0.13109391927719116,0.556135356426239,,,-0.0018277689814567566,0.0002197388675995171,627.0,9.682675590738654e-05,239.35885739326477
0.008665167726576328,1534,1763260270.8028378,0.0011969106271862984,134400,0.0,-0.2840641736984253,0.48800671100616455,,,-0.0023376047611236572,0.00021943164756521583,628.0,0.00012097884609829634,240.0972397327423
-0.0009154733270406723,1536,1763260270.9619238,0.0001972150057554245,134528,0.0,-7.617473602294922e-05,0.5332801342010498,,,0.00143500417470932,0.0002193548425566405,628.0,99.1995849609375,240.25632572174072
0.0023358725011348724,1543,1763260271.777886,0.00044710561633110046,135296,0.0,0.009788990020751953,0.4758875072002411,,,-0.00556579977273941,0.00021889401250518858,629.0,0.0002802498056553304,241.07228779792786
0.0006236853078007698,1545,1763260271.954955,0.0004887329414486885,135424,0.0,-9.775161743164062e-06,0.477023184299469,,,-0.002876613289117813,0.00021881720749661326,629.0,124.6263656616211,241.24935698509216
-0.0049840230494737625,1546,1763260272.0826902,0.0003628544509410858,135552,0.0,-0.30984067916870117,0.4027831256389618,,,0.0017920583486557007,0.00021874040248803794,629.0,0.004739014431834221,241.37709212303162
0.0020053405314683914,1558,1763260273.513651,0.0005667600780725479,136832,0.0,0.10195660591125488,0.4880524277687073,,,0.002286367118358612,0.00021797235240228474,631.0,2.7991334718535654e-05,242.80805277824402
,1559,1763260273.5652688,,136920,,,,500.0,500.0,,,,,242.8596706390381
0.01330411434173584,1563,1763260274.3514736,0.0008828993886709213,137344,0.0,0.03119724988937378,0.5006152391433716,,,-0.018036503344774246,0.00021766513236798346,631.0,0.00013338227290660143,243.64587545394897
0.002898150123655796,1566,1763260274.7710826,0.0003503086045384407,137600,0.0,0.07290232181549072,0.4636152982711792,,,-0.0003349408507347107,0.00021751152235083282,631.0,0.00395593699067831,244.0654845237732
0.005118000321090221,1588,1763260278.3067575,0.0005735317245125771,139904,0.0,0.02066671848297119,0.4831300377845764,,,0.0013144519180059433,0.00021612903219647706,631.0,3.949753590859473e-05,247.60115933418274
,1589,1763260278.35248,,139920,,,,500.0,500.0,,,,,247.64688181877136
0.001553121954202652,1597,1763260279.742361,0.0002987422049045563,140800,0.0,0.18721908330917358,0.45153114199638367,,,0.0006693601608276367,0.00021559139713644981,631.0,0.0001642144488869235,249.03676295280457
-0.0010413648560643196,1607,1763260281.347959,0.001401505433022976,141824,0.0,-0.139387845993042,0.47375038266181946,,,-0.0072427839040756226,0.00021497695706784725,631.0,7.724465103819966e-05,250.64236092567444
-0.003418717533349991,1609,1763260281.5660734,0.0004013068974018097,141952,0.0,-9.417533874511719e-05,0.4951779842376709,,,0.008255336433649063,0.00021490015205927193,631.0,259.0740661621094,250.86047530174255
0.001627339981496334,1610,1763260281.7548962,0.0005249148234724998,142080,0.0,-0.3958960771560669,0.4927558898925781,,,-0.0009026080369949341,0.0002148233470506966,631.0,0.004319698549807072,251.0492980480194
-0.0062331631779670715,1612,1763260282.033438,0.000741325318813324,142336,0.0,-0.17188620567321777,0.4850568473339081,,,-0.01576867327094078,0.00021466973703354597,631.0,8.609815267845988e-05,251.3278398513794
-0.00797637552022934,1626,1763260283.600678,0.0002547837793827057,143744,0.0,0.08137881755828857,0.46127375960350037,,,-0.003284711390733719,0.00021382488193921745,633.0,0.0004605897411238402,252.8950798511505
,1638,1763260284.896392,,144920,,,,500.0,500.0,,,,,254.19079399108887
0.006719405762851238,1687,1763260292.9547648,0.0002619875594973564,150016,0.0,-0.00020611286163330078,0.5067880153656006,,,-0.002888111397624016,0.00021006145107094198,635.0,241.4725341796875,262.24916672706604
0.0012803301215171814,1732,1763260298.2592525,5.5477023124694824e-05,154624,0.0,-0.1319570541381836,0.5389609336853027,,,0.0009766481816768646,0.00020729647076223046,640.0,0.004306908696889877,267.55365443229675
,1745,1763260299.7189355,,155920,,,,500.0,500.0,,,,,269.0133373737335
0.008121934719383717,1753,1763260300.650884,0.00420704111456871,156800,0.005859375,-0.006855368614196777,0.5385068655014038,,,-0.006413165479898453,0.00020599078561645,643.0,0.00018812216876540333,269.94528579711914
,1754,1763260300.6915467,,156920,,,,500.0,500.0,,,,,269.98594856262207
0.011142951436340809,1765,1763260302.3696253,0.0007548602297902107,157952,0.0,0.0001633167266845703,0.5608163475990295,,,0.00975450687110424,0.00020529954053927213,643.0,53.797096252441406,271.6640272140503
