losses/entropy,losses/approx_kl,charts/learning_rate,losses/explained_variance,losses/value_loss,_step,global_step,losses/old_approx_kl,charts/episodic_length,charts/episodic_return,losses/policy_loss,losses/clipfrac,_runtime,charts/SPS,_timestamp
,,,,,450,28052,,174.0,174.0,,,56.66996359825134,,1763260087.4074125
0.5707845091819763,0.000987066887319088,0.0002822580572683364,0.6695783138275146,20.622276306152344,471,29696,0.007504803128540516,,,-0.006299616768956184,0.0,58.44895005226135,917.0,1763260089.186399
0.5578344464302063,0.0009295670315623283,0.0002817204222083092,0.08685475587844849,18.651668548583984,481,30592,0.011742654256522655,,,-0.02128864824771881,0.0,59.380712270736694,918.0,1763260090.1181612
0.6041789650917053,0.0019522672519087791,0.00028118278714828193,0.9311575293540955,4.7850470542907715,490,31488,-0.015978407114744186,,,-0.008328404277563095,0.0,60.305198192596436,919.0,1763260091.0426471
0.5718687772750854,0.0006436808034777641,0.00028056834707967937,0.3812098503112793,5.614131927490234,504,32512,-0.008159437216818333,,,0.015466589480638504,0.0,61.62616276741028,914.0,1763260092.3636117
0.5638982653617859,0.00014047976583242416,0.00028003071201965213,-0.2353588342666626,5.545141220092773,515,33408,0.004671637900173664,,,0.00020823627710342407,0.0,62.69840955734253,912.0,1763260093.4358585
0.5462242364883423,3.60589474439621e-05,0.0002791858569253236,0.8146864771842957,3.6210551261901855,530,34816,-0.001479264348745346,,,-0.000718066468834877,0.0,64.35158085823059,909.0,1763260095.0890298
,,,,,539,35579,,211.0,211.0,,,65.10335922241211,,1763260095.8408082
0.5787813663482666,0.0018403800204396248,0.0002783410018309951,0.5136292576789856,97.02753448486328,547,36224,0.0015255706384778023,,,0.015209551900625229,0.001953125,65.91318035125732,909.0,1763260096.6506293
0.5265992283821106,0.00015532318502664566,0.0002779569767881185,-0.0007617473602294922,257.7226867675781,555,36864,0.0010480480268597603,,,0.00427468866109848,0.0,67.075599193573,899.0,1763260097.8130481
0.5949755311012268,0.00021163653582334518,0.0002777265617623925,-0.3317481279373169,4.115986347198486,559,37248,0.009952117688953876,,,-0.001674063503742218,0.0,67.77674698829651,893.0,1763260098.514196
0.5805538892745972,0.0004977919161319733,0.0002771889267023653,0.9546695351600647,2.3428542613983154,568,38144,-0.0019433870911598206,,,-0.004473382607102394,0.0,69.43096852302551,879.0,1763260100.1684175
0.6306537985801697,0.0021742600947618484,0.000275576050626114,0.944529116153717,1.249546766281128,595,40832,0.0066614411771297455,,,-0.012276876717805862,0.0,74.60936450958252,841.0,1763260105.3468134
,,,,,612,42247,,139.0,139.0,,,77.87307000160217,,1763260108.610519
0.5959986448287964,5.865748971700668e-05,0.00027457758551463485,0.0025342702865600586,2.2674143314361572,614,42496,-0.0011656628921627998,,,-0.001713484525680542,0.0,78.53042650222778,810.0,1763260109.2678754
0.5690851807594299,0.0004115132614970207,0.0002737327304203063,-0.005854487419128418,1.6042770147323608,630,43904,0.005404108203947544,,,-0.0029927948489785194,0.0,82.04530668258667,784.0,1763260112.7827556
0.586144208908081,2.6278197765350342e-05,0.00027342551038600504,-0.08078992366790771,1.8713618516921997,636,44416,0.0002268906682729721,,,0.002087412402033806,0.0,83.10423588752747,778.0,1763260113.8416848
0.5905210971832275,3.826804459095001e-05,0.0002731950953602791,-0.019795775413513184,1.8765591382980347,640,44800,-0.00034577585756778717,,,-0.004392290487885475,0.0,83.88630366325378,774.0,1763260114.6237526
,,,,,650,45563,,164.0,164.0,,,85.35738801956177,,1763260116.094837
,,,,,664,46466,,144.0,144.0,,,87.55122208595276,,1763260118.288671
0.523164689540863,6.428919732570648e-06,0.0002710445551201701,-0.02430427074432373,2.9248175621032715,684,48384,0.0012261560186743736,,,0.00040334463119506836,0.0,91.45647716522217,740.0,1763260122.193926
0.5451344847679138,0.002042049542069435,0.00027073733508586884,0.04993516206741333,1.2005614042282104,689,48896,-0.0021224115043878555,,,-0.00795389711856842,0.0,92.45081830024719,736.0,1763260123.1882672
0.5793296694755554,2.2424384951591492e-05,0.0002701997000258416,0.16389936208724976,1.1241183280944824,698,49792,-0.001855161041021347,,,0.0007058223709464073,0.0,94.24919629096985,730.0,1763260124.9866452
0.5194984674453735,0.0009388793259859085,0.00026996928500011563,-0.06532621383666992,0.9871628880500793,702,50176,-0.011770172044634819,,,-0.011311419308185577,0.0,95.01837706565857,727.0,1763260125.755826
0.5504968762397766,0.0006544580683112144,0.00026966206496581435,-0.03388643264770508,0.9002267718315125,707,50688,0.004124515689909458,,,0.00210755318403244,0.0,95.9957640171051,724.0,1763260126.733213
0.5942834615707397,5.558133125305176e-05,0.00026850998983718455,-0.05674147605895996,0.8832629919052124,729,52608,0.0005989968776702881,,,-0.0021307803690433502,0.0,99.77924585342407,713.0,1763260130.5166948
0.583579421043396,0.0006672004237771034,0.0002668202796485275,-0.18465042114257812,0.38818037509918213,757,55424,0.004984400235116482,,,-0.003016793169081211,0.0,104.95591521263123,702.0,1763260135.6933641
0.5785359740257263,0.0003862595185637474,0.0002665130596142262,-0.06166791915893555,0.3518189489841461,762,55936,-0.0017394153401255608,,,0.008763512596487999,0.0,105.83118987083435,701.0,1763260136.5686388
0.5744028687477112,1.1951662600040436e-05,0.00026628264458850026,0.0014538168907165527,232.4630584716797,767,56320,0.0006186114624142647,,,0.00013910233974456787,0.0,106.52386903762817,700.0,1763260137.261318
,,,,,775,56969,,163.0,163.0,,,107.74349117279053,,1763260138.48094
0.5905821919441223,3.959331661462784e-05,0.00026513056945987046,-0.20930695533752441,0.4249350130558014,788,58240,-0.0004555126652121544,,,-0.0031708329916000366,0.0,110.08329367637634,693.0,1763260140.8207426
0.4424334764480591,1.1792406439781189e-05,0.0002645929343998432,-0.06334149837493896,1.3932336568832397,797,59136,-0.0009312760084867477,,,0.0011770576238632202,0.0,111.87824583053589,689.0,1763260142.6156948
0.5441339612007141,0.0005618631839752197,0.000264055299339816,-0.09456825256347656,0.665030300617218,806,60032,0.005152057856321335,,,-0.0071424394845962524,0.0,113.72356796264648,684.0,1763260144.461017
0.4477640390396118,0.001178096979856491,0.00026351766427978873,-0.3821990489959717,0.14411772787570953,815,60928,0.0025555994361639023,,,0.006256020627915859,0.001953125,115.51740622520447,681.0,1763260146.2548552
0.4475737512111664,0.0007285773754119873,0.00026090629398822784,0.7956337332725525,29.94080352783203,863,65280,-0.0018215924501419067,,,0.020466208457946777,0.0,123.93628191947937,667.0,1763260154.6737309
0.4742277264595032,0.0024534733965992928,0.0002604454639367759,-0.6985037326812744,0.024240221828222275,872,66048,0.005727912299335003,,,-0.020686179399490356,0.0,125.44932889938354,664.0,1763260156.1867778
,,,,,876,66358,,191.0,191.0,,,125.99961876869202,,1763260156.7370677
,,,,,922,69426,,162.0,162.0,,,132.58905816078186,,1763260163.326507
,,,,,930,70024,,319.0,319.0,,,133.8689000606537,,1763260164.606349
0.5470786094665527,0.001078551635146141,0.0002576036786194891,-0.10038995742797852,344.416748046875,938,70784,-0.005371255800127983,,,-0.002269446849822998,0.0,135.3661913871765,647.0,1763260166.1036403
,,,,,941,71135,,355.0,355.0,,,135.86554980278015,,1763260166.6029987
0.5406996011734009,0.003807893954217434,0.0002573732635937631,0.4974239468574524,159.72410583496094,942,71168,0.012590344063937664,,,0.011433342471718788,0.0078125,136.0970709323883,646.0,1763260166.8345199
0.5466388463973999,1.4563091099262238e-05,0.00025706604355946183,-0.0017247200012207031,187.71014404296875,948,71680,0.000341552309691906,,,0.0003893105313181877,0.0,137.1321177482605,645.0,1763260167.8695667
0.5170708298683167,0.00039588194340467453,0.00025560674839653075,0.9470807313919067,2.730423927307129,974,74112,-0.008897445164620876,,,-0.003932341933250427,0.0,141.87653589248657,640.0,1763260172.6139848
0.4916931986808777,0.0012916810810565948,0.00025529952836222947,0.46971529722213745,191.22828674316406,980,74624,0.0027898941189050674,,,-0.0013428591191768646,0.0,142.86041688919067,638.0,1763260173.5978658
0.558976411819458,0.00024885591119527817,0.0002549923083279282,0.07524341344833374,254.767578125,985,75136,0.0010108621791005135,,,-0.0018711760640144348,0.0,143.8392596244812,638.0,1763260174.5767086
0.511947512626648,0.0003012781962752342,0.0002543778682593256,-0.048089027404785156,233.57908630371094,995,76160,-0.003343832679092884,,,0.002806141972541809,0.0,145.7965795993805,636.0,1763260176.5340285
0.4868135452270508,0.00013085827231407166,0.0002543010632507503,-0.030995488166809082,250.6854248046875,997,76288,0.0025381166487932205,,,-0.005070134997367859,0.0,146.04510760307312,635.0,1763260176.7825565
0.586974024772644,0.008770442567765713,0.0002531489881221205,-2.368614435195923,0.011668768711388111,1015,78208,0.027041833847761154,,,-0.04466730356216431,0.005859375,149.77515769004822,632.0,1763260180.5126066
0.5346763134002686,3.653764724731445e-05,0.00025291857309639454,0.02237612009048462,348.8983459472656,1020,78592,0.0001098737120628357,,,-0.0036440864205360413,0.0,150.61326360702515,631.0,1763260181.3507125
0.5149168968200684,0.01710500940680504,0.00025222732801921666,-0.2350088357925415,0.0014285328797996044,1031,79744,0.009602688252925873,,,-0.003554105758666992,0.060546875,152.88539385795593,628.0,1763260183.6228428
0.5066053867340088,0.003673192113637924,0.0002510752819944173,0.635358452796936,0.004600071348249912,1050,81664,0.018839269876480103,,,-0.013746126554906368,0.001953125,156.58153676986694,625.0,1763260187.3189857
,,,,,1053,81987,,500.0,500.0,,,157.10174107551575,,1763260187.83919
,,,,,1058,82487,,500.0,500.0,,,158.0858039855957,,1763260188.823253
0.513003408908844,0.009849012829363346,0.000249078351771459,-0.0004017353057861328,95.68309783935547,1083,84992,0.020198754966259003,,,6.628036499023438e-05,0.08203125,162.93073153495789,621.0,1763260193.6681805
0.49052000045776367,0.02524137869477272,0.00024854071671143174,0.6806356906890869,0.000724456156603992,1091,85888,0.029070597141981125,,,-0.03508070111274719,0.15625,164.53365397453308,620.0,1763260195.271103
0.4766519069671631,0.00643032044172287,0.0002476190566085279,0.4934133291244507,0.0009705418488010764,1106,87424,0.003014594316482544,,,-0.02138173207640648,0.021484375,167.29222011566162,619.0,1763260198.029669
0.5243905782699585,0.0011301031336188316,0.00024692781153135,0.019634902477264404,305.6564636230469,1118,88576,0.005709937773644924,,,-0.015196461230516434,0.0,169.3886797428131,618.0,1763260200.1261287
0.47616904973983765,0.022448057308793068,0.0002464669814798981,0.7458918690681458,0.001747181173413992,1125,89344,0.012396633625030518,,,-0.03376350551843643,0.12109375,170.75251483917236,617.0,1763260201.4899638
0.4153216481208801,0.0005968660116195679,0.0002460061514284462,0.01685965061187744,104.84312438964844,1133,90112,0.008587336167693138,,,0.0026012416929006577,0.0,172.1163763999939,617.0,1763260202.8538253
0.41971614956855774,0.049444083124399185,0.00024523810134269297,0.2605464458465576,0.0025900632608681917,1145,91392,0.004945999942719936,,,-0.01739576831459999,0.19140625,174.5043921470642,615.0,1763260205.241841
0.4306409955024719,0.0037108995020389557,0.00024408602621406317,0.8997315764427185,0.0019346848130226135,1164,93312,0.011124039068818092,,,-0.00544971227645874,0.00390625,178.11707472801208,613.0,1763260208.8545237
0.4713817536830902,0.0009746383875608444,0.00024400922120548785,-1.1844239234924316,0.0019128980347886682,1165,93440,-0.0013999752700328827,,,-3.645755350589752e-05,0.0,178.33943939208984,613.0,1763260209.0768883
0.5038592219352722,0.002737954258918762,0.00024362519616261125,0.0246620774269104,201.72463989257812,1172,94080,-0.007083291187882423,,,0.008401274681091309,0.0078125,179.57926034927368,612.0,1763260210.3167093
,,,,,1181,94987,,500.0,500.0,,,181.2570116519928,,1763260211.9944606
0.45809972286224365,0.002671225927770138,0.00024278034106828272,-0.002643585205078125,436.28277587890625,1186,95488,-0.0009892107918858528,,,0.014367960393428802,0.01953125,182.22494459152222,611.0,1763260212.9623935
0.4964204430580139,0.00032289884984493256,0.00024208909599110484,0.9288450479507446,0.0005245779757387936,1197,96640,0.004910282790660858,,,-0.0006511211395263672,0.0,184.34724378585815,610.0,1763260215.0846927
0.44032931327819824,0.000245450995862484,0.00024109063087962568,0.9621217250823975,0.0011971058556810021,1213,98304,0.0013064099475741386,,,0.0016657542437314987,0.0,187.4407651424408,609.0,1763260218.178214
,,,,,1215,98487,,500.0,500.0,,,187.7149965763092,,1763260218.4524455
0.4023849368095398,0.0020017772912979126,0.00024032258079387248,0.04138821363449097,179.4566650390625,1226,99584,0.0040040891617536545,,,-0.0024467967450618744,0.001953125,189.87064909934998,607.0,1763260220.608098
,,,,,1230,99987,,500.0,500.0,,,190.6225802898407,,1763260221.3600292
0.4489867091178894,0.027573511004447937,0.00023978494573384523,-1.2504618167877197,0.0011055965442210436,1234,100480,0.13907764852046967,,,-0.03819707781076431,0.1484375,191.5492513179779,607.0,1763260222.2867002
0.43508002161979675,2.4722889065742493e-05,0.00023917050566524267,0.0006104707717895508,331.5169982910156,1245,101504,-0.00019533373415470123,,,5.2481889724731445e-05,0.0,193.52729535102844,606.0,1763260224.2647443
,,,,,1254,102487,,500.0,500.0,,,195.19682621955872,,1763260225.9342752
0.45118048787117004,0.0037990091368556023,0.00023755760048516095,0.9597046971321106,0.0004970023292116821,1271,104192,0.006286186166107655,,,-0.018229946494102478,0.0,198.54334211349487,604.0,1763260229.280791
0.3912152051925659,0.0017773034051060677,0.0002358678902965039,0.009203016757965088,449.679443359375,1299,107008,0.006868147291243076,,,-0.013941725715994835,0.0078125,203.99236297607422,601.0,1763260234.729812
0.38295871019363403,0.0013670101761817932,0.00023341014457400888,0.01865905523300171,212.293212890625,1339,111104,0.004663484171032906,,,0.005950711667537689,0.001953125,211.7691044807434,598.0,1763260242.5065534
0.35136017203330994,0.002895886078476906,0.00023333333956543356,0.38829129934310913,0.0012832002248615026,1340,111232,0.007562236860394478,,,0.006957279518246651,0.0,212.00172305107117,598.0,1763260242.739172
0.4133141338825226,0.005314960144460201,0.00023279570450540632,0.9700570106506348,0.001006665057502687,1349,112128,0.03624454513192177,,,-0.030714932829141617,0.041015625,213.71780109405518,597.0,1763260244.45525
0.34199222922325134,0.0006454735994338989,0.0002319508494110778,0.016144394874572754,42.374027252197266,1363,113536,0.008642362430691719,,,0.0034465566277503967,0.0,216.0337619781494,597.0,1763260246.771211
0.3375232517719269,0.014581129886209965,0.00023179723939392716,0.8284387588500977,0.0016934967134147882,1365,113792,0.02297642081975937,,,-0.02398689091205597,0.068359375,216.50044703483582,597.0,1763260247.237896
0.3133693039417267,0.0009394008666276932,0.00023149001935962588,-0.49065256118774414,0.0018751821480691433,1370,114304,0.003649923950433731,,,0.019313892349600792,0.0,217.44855761528015,597.0,1763260248.1860065
0.37648752331733704,0.0044403597712516785,0.00023087557929102331,0.2395053505897522,0.0011642560129985213,1380,115328,0.03007177636027336,,,-0.00327412411570549,0.00390625,219.26893091201782,596.0,1763260250.0063798
0.34132981300354004,0.007111876271665096,0.000230798774282448,-1.5993430614471436,0.0008312425925396383,1381,115456,0.009858825244009495,,,-0.023482397198677063,0.046875,219.4569661617279,597.0,1763260250.194415
0.3845105469226837,0.00644118245691061,0.0002304147492395714,0.01383274793624878,52.28600311279297,1388,116096,-0.00033431965857744217,,,0.015949130058288574,0.025390625,220.4031047821045,597.0,1763260251.1405537
0.4473673105239868,0.011466003023087978,0.00022995391918811947,-0.46360576152801514,0.002432101871818304,1395,116864,0.02074947953224182,,,0.012247025966644287,0.07421875,221.7916123867035,597.0,1763260252.5290613
0.3982889652252197,0.0001355297863483429,0.0002297235041623935,0.760853111743927,0.0011464499402791262,1399,117248,-0.0054882969707250595,,,-0.0001883283257484436,0.0,222.50384187698364,596.0,1763260253.2412908
0.27930814027786255,0.0038675200194120407,0.0002293394791195169,0.8614198565483093,0.00041672412771731615,1405,117888,0.029171667993068695,,,-0.0137850446626544,0.005859375,223.65516185760498,596.0,1763260254.3926108
0.3149065673351288,0.0001613851636648178,0.00022772657393943518,0.02166116237640381,477.3824462890625,1432,120576,0.000855153426527977,,,-0.0035203881561756134,0.0,228.55771207809448,595.0,1763260259.295161
0.3439781963825226,0.013131095096468925,0.00022764976893085986,0.9198992848396301,0.0011803220259025693,1433,120704,0.07437776029109955,,,-0.0260826013982296,0.08984375,228.7664020061493,595.0,1763260259.503851
,,,,,1455,122987,,500.0,500.0,,,232.837553024292,,1763260263.575002
0.3411467969417572,0.0012408029288053513,0.0002262672787765041,0.005596518516540527,326.21246337890625,1456,123008,-0.0033024270087480545,,,0.013669483363628387,0.0,233.01231455802917,594.0,1763260263.7497635
0.3422749638557434,0.005742172710597515,0.00022619047376792878,0.8355704545974731,0.0011865999549627304,1457,123136,0.03147582709789276,,,-0.013003818690776825,0.009765625,233.22695469856262,594.0,1763260263.9644036
,,,,,1514,128987,,500.0,500.0,,,242.0340645313263,,1763260272.7715135
0.3848671615123749,0.00015366822481155396,0.00022227341833058745,0.9708823561668396,0.00014831013686489314,1521,129664,0.0062998272478580475,,,-0.0035745687782764435,0.0,243.00518608093262,597.0,1763260273.742635
0.352750301361084,0.00037497468292713165,0.00022204301785677671,0.008791446685791016,239.529052734375,1525,130048,0.0029724854975938797,,,0.006062254309654236,0.0,243.7038757801056,597.0,1763260274.4413247
0.3876420855522156,0.011680315248668194,0.00022188940783962607,-0.1666731834411621,0.0018008421175181866,1527,130304,0.01875045895576477,,,-0.026992082595825195,0.056640625,244.11965155601501,597.0,1763260274.8571005
,,,,,1529,130487,,500.0,500.0,,,244.3735227584839,,1763260275.1109717
,,,,,1534,130987,,500.0,500.0,,,245.2319357395172,,1763260275.9693847
0.3253183364868164,5.804002285003662e-05,0.00022135177277959883,0.7630792260169983,0.0007373064290732145,1536,131200,0.006673496216535568,,,-0.0014607198536396027,0.0,245.66219353675842,597.0,1763260276.3996425
0.35377034544944763,0.0011858679354190826,0.0002208909427281469,0.848029375076294,0.00023449971922673285,1543,131968,-0.006015770137310028,,,-0.0009017083793878555,0.0,246.92996335029602,597.0,1763260277.6674123
0.34437933564186096,8.98623839020729e-05,0.0002208141377195716,0.006203770637512207,286.858642578125,1545,132096,-0.002156590111553669,,,-0.0009355545043945312,0.0,247.1827199459076,597.0,1763260277.9201689
0.32624444365501404,0.0020757922902703285,0.00022073733271099627,0.8741978406906128,0.00017685748753137887,1546,132224,0.008808022364974022,,,-0.0307142436504364,0.005859375,247.38454174995422,597.0,1763260278.1219907
,,,,,1558,133487,,500.0,500.0,,,249.4264349937439,,1763260280.163884
0.32818636298179626,0.0005560228601098061,0.00021996928262524307,0.0005894899368286133,244.89356994628906,1559,133504,0.0044500017538666725,,,-0.0041399262845516205,0.00390625,249.60306763648987,597.0,1763260280.3405166
,,,,,1563,133987,,500.0,500.0,,,250.3089566230774,,1763260281.0464056
0.4902786612510681,0.0008702753111720085,0.00021950845257379115,-2.081132173538208,0.0005929982289671898,1566,134272,-0.00386055838316679,,,0.001713532954454422,0.0,250.9369695186615,597.0,1763260281.6744184
,,,,,1588,136487,,500.0,500.0,,,253.36839842796326,,1763260284.1058474
0.3631933927536011,0.000361795537173748,0.00021812596241943538,0.004774332046508789,108.50289916992188,1589,136576,0.00535790529102087,,,0.002994464710354805,0.001953125,253.4953169822693,600.0,1763260284.232766
0.24096179008483887,0.0034664785489439964,0.00021758832735940814,0.518873929977417,0.0007738562417216599,1597,137472,0.008731264621019363,,,-0.00768476165831089,0.015625,254.640629529953,601.0,1763260285.3780785
,,,,,1607,138487,,500.0,500.0,,,256.3579902648926,,1763260287.0954392
0.35826626420021057,0.002571066841483116,0.00021689708228223026,0.8614664077758789,0.00038305422640405595,1609,138624,-0.010617773979902267,,,-0.012172149494290352,0.001953125,256.7774121761322,600.0,1763260287.514861
0.2553975582122803,0.000850241631269455,0.00021682027727365494,0.7763053774833679,0.00034621253143996,1610,138752,0.0063091423362493515,,,0.0002982616424560547,0.0,256.98334097862244,600.0,1763260287.72079
,,,,,1612,138987,,500.0,500.0,,,257.2710597515106,,1763260288.0085087
0.42939603328704834,0.0038967905566096306,0.00021582181216217577,0.0036449432373046875,0.0004210088518448174,1626,140416,0.008176985196769238,,,-0.008688930422067642,0.0078125,259.9347131252289,600.0,1763260290.672162
0.3418661057949066,0.0009789224714040756,0.0002151305670849979,0.006395936012268066,228.19065856933594,1638,141568,0.003894781693816185,,,-0.00310506671667099,0.0,261.931715965271,600.0,1763260292.669165
0.2774246037006378,0.0003082025796175003,0.0002121351717505604,0.005969643592834473,79.79495239257812,1687,146560,0.007467189803719521,,,-0.0005846507847309113,0.0,267.94021677970886,605.0,1763260298.6776657
0.37001651525497437,0.00792190432548523,0.0002093702059937641,0.3566815257072449,0.006417775992304087,1732,151168,-0.014343852177262306,,,-0.01709940657019615,0.064453125,274.3227515220642,608.0,1763260305.0602005
,,,,,1745,152487,,500.0,500.0,,,276.4230148792267,,1763260307.1604638
0.320689857006073,0.0034060366451740265,0.00020806452084798366,0.3467337489128113,0.00107838143594563,1753,153344,-0.012184418737888336,,,-0.01409061998128891,0.029296875,277.8740382194519,608.0,1763260308.6114872
0.35971859097480774,0.00016856100410223007,0.00020798771583940834,-0.49665915966033936,0.0005797747289761901,1754,153472,0.0030752727761864662,,,0.0035956427454948425,0.0,278.07603669166565,609.0,1763260308.8134856
0.2694017291069031,0.006850005127489567,0.00020737327577080578,0.0006999373435974121,177.3292999267578,1765,154496,0.023311253637075424,,,0.020878281444311142,0.025390625,279.81324577331543,608.0,1763260310.5506947
0.2776884138584137,0.0019878707826137543,0.00020714286074507982,0.7086582183837891,0.00015106084174476564,1768,154880,0.01519685983657837,,,-0.002444189041852951,0.0,280.42319202423096,608.0,1763260311.160641
0.3521396517753601,9.985268115997314e-05,0.00020660522568505257,0.41086041927337646,0.0016628226730972528,1777,155776,0.0027216412127017975,,,-0.0005542915314435959,0.0,281.87209582328796,608.0,1763260312.6095448
,,,,,1818,159987,,500.0,500.0,,,286.5725383758545,,1763260317.3099873
,,,,,1823,160487,,500.0,500.0,,,287.10543394088745,,1763260317.8428829
0.44373342394828796,0.0006152736023068428,0.00020207373017910868,0.2827523350715637,0.0003334386565256864,1851,163328,-8.928589522838593e-06,,,-0.0072771888226270676,0.0,290.29688477516174,618.0,1763260321.0343337
0.4342736005783081,0.014782664366066456,0.0002017665101448074,-0.48786497116088867,0.00037621005321852863,1856,163840,0.06254798918962479,,,-0.00959522183984518,0.064453125,290.9045090675354,618.0,1763260321.641958
