_runtime,losses/entropy,losses/old_approx_kl,charts/episodic_length,global_step,losses/approx_kl,losses/value_loss,losses/policy_loss,charts/episodic_return,losses/explained_variance,charts/SPS,losses/clipfrac,_timestamp,charts/learning_rate,_step
105.75109028816223,0.5929099321365356,0.0008596871048212051,,55936,7.225014269351959e-05,302.23370361328125,-0.0007277801632881165,,0.020619451999664307,703.0,0.0,1763260136.3637934,0.0002665130596142262,757
106.39790368080139,0.5565370321273804,-0.011010069400072098,,56320,0.0013558398932218552,228.00094604492188,-0.014613654464483261,,0.0856359601020813,702.0,0.0,1763260137.0106068,0.00026628264458850026,762
107.09404230117798,0.5667572021484375,0.007880674675107002,,56704,0.004678003489971161,0.2813728153705597,-0.0053750500082969666,,0.7234814167022705,701.0,0.005859375,1763260137.7067454,0.0002660522295627743,767
107.986328125,,,118.0,57207,,,,118.0,,,,1763260138.5990312,,775
110.2598066329956,0.6123937964439392,0.0026546698063611984,,58368,0.002831367775797844,231.42823791503906,-0.02415909618139267,,0.4999919533729553,694.0,0.0,1763260140.8725097,0.00026505376445129514,788
111.9931857585907,,,500.0,59287,,,,500.0,,,,1763260142.6058888,,797
113.75335597991943,0.5304471850395203,-0.0019741039723157883,,60160,0.0008443649858236313,175.00709533691406,-0.007401324808597565,,0.007278382778167725,687.0,0.0,1763260144.366059,0.00026397849433124065,806
115.47001481056213,0.5986634492874146,0.0015218853950500488,,61056,0.0005822554230690002,235.29849243164062,0.0004152590408921242,,0.02001279592514038,684.0,0.0,1763260146.082718,0.0002634408592712134,815
124.14133501052856,0.5469717979431152,0.001071486622095108,,65792,0.00040583498775959015,0.0009183050133287907,-0.01476999744772911,,0.09602087736129761,671.0,0.0,1763260154.754038,0.00026059907395392656,863
125.75748014450073,0.4949831962585449,0.010663758032023907,,66688,0.0005845902487635612,0.003164930734783411,0.0002141222357749939,,0.24369454383850098,669.0,0.005859375,1763260156.3701832,0.0002600614388938993,872
126.46666359901428,0.5163994431495667,0.007542424835264683,,67072,0.000490962527692318,129.95501708984375,0.002652432769536972,,0.005604147911071777,669.0,0.0,1763260157.0793667,0.00025983102386817336,876
133.9174747467041,0.4928402006626129,0.0013186633586883545,,71168,0.0006905980408191681,0.0010122933890670538,0.0018945634365081787,,-1.2294819355010986,660.0,0.0,1763260164.5301778,0.0002573732635937631,916
135.08314061164856,0.5423158407211304,0.00575452484190464,,71808,0.0024333056062459946,0.00010306318290531635,-8.684396743774414e-05,,-0.3300447463989258,659.0,0.0,1763260165.6958437,0.0002569892385508865,922
136.52687048912048,0.5745898485183716,-0.0038950862362980843,,72576,0.00047236960381269455,0.0056876810267567635,-0.007903125137090683,,-1.7973015308380127,657.0,0.0,1763260167.1395736,0.0002565284084994346,930
137.97161865234375,0.5676412582397461,-0.0057498132809996605,,73344,0.0014490364119410515,180.25717163085938,-0.0068659596145153046,,-0.0002799034118652344,656.0,0.0,1763260168.5843217,0.00025606757844798267,938
138.6251401901245,0.5815063118934631,0.009048780426383018,,73728,0.0004411526024341583,0.0001164093628176488,0.002493619918823242,,-0.20598268508911133,655.0,0.0,1763260169.2378433,0.0002558371634222567,941
138.7016453742981,,,500.0,73838,,,,500.0,,,,1763260169.3143485,,942
139.861656665802,0.5248910188674927,0.008201750926673412,,74368,0.0002626786008477211,111.42674255371094,-0.005894392728805542,,-0.00020956993103027344,654.0,0.0,1763260170.4743598,0.0002554531383793801,948
144.800532579422,0.5609713792800903,-0.01545349508523941,,77056,0.002029675990343094,0.005278987344354391,-0.010221481323242188,,-0.32295894622802734,649.0,0.0,1763260175.4132357,0.0002538402331992984,974
145.97426390647888,0.5335965752601624,-0.014934646897017956,,77696,0.003193167969584465,0.00036795929190702736,0.0008463338017463684,,-0.2056185007095337,648.0,0.005859375,1763260176.586967,0.0002534562081564218,980
146.89321374893188,0.5345989465713501,0.009264664724469185,,78208,0.003207216039299965,0.00033891064231283963,-0.017298489809036255,,-0.656785249710083,648.0,0.0,1763260177.5059168,0.0002531489881221205,985
148.81686925888062,0.5325329303741455,0.0016004936769604683,,79232,6.780121475458145e-05,7.448173710145056e-05,-0.003623858094215393,,-0.7552295923233032,646.0,0.0,1763260179.4295723,0.00025253454805351794,995
149.11306166648865,0.4810388386249542,0.0008593117818236351,,79360,0.0008970936760306358,73.18254089355469,-0.0006752386689186096,,-0.00021636486053466797,645.0,0.0,1763260179.7257648,0.0002524577430449426,997
152.75255513191223,0.5364367961883545,-0.0016518952324986458,,81280,0.0008888924494385719,0.00012745929416269064,0.009223535656929016,,-0.5148317813873291,642.0,0.0,1763260183.3652582,0.00025130569702014327,1015
153.69408178329468,0.5040097236633301,-0.003502383828163147,,81792,8.434802293777466e-05,0.00010750033106887713,0.0019794628024101257,,-0.5956612825393677,641.0,0.0,1763260184.3067849,0.000250998476985842,1020
155.63568592071533,,,500.0,82838,,,,500.0,,,,1763260186.248389,,1031
159.2477889060974,,,500.0,84838,,,,500.0,,,,1763260189.860492,,1050
159.92885446548462,0.4842087924480438,0.01389596052467823,,85120,0.0011646784842014313,0.0003896432463079691,-0.002806045114994049,,-0.7373720407485962,636.0,0.0,1763260190.5415576,0.00024900154676288366,1053
160.88221502304077,0.5037015080451965,0.006931864656507969,,85632,0.00032423529773950577,0.0005920379189774394,0.0002014264464378357,,-0.2712796926498413,635.0,0.0,1763260191.494918,0.0002486943267285824,1058
165.4259250164032,0.46975886821746826,0.027751006186008453,,88192,0.004358058795332909,0.0005640192539431155,-0.02928299456834793,,0.08775210380554199,633.0,0.00390625,1763260196.038628,0.000247158226557076,1083
166.78110265731812,0.5121403336524963,0.0006119003519415855,,88960,0.0001797778531908989,105.9901351928711,0.0006174631416797638,,0.000756680965423584,632.0,0.0,1763260197.3938057,0.00024669739650562406,1091
169.5072684288025,0.5209167003631592,0.0007831966504454613,,90496,8.289702236652374e-06,0.0062869032844901085,0.0010578297078609467,,-0.6344728469848633,631.0,0.0,1763260200.1199715,0.0002457757364027202,1106
171.77816462516785,0.5068533420562744,0.0016321605071425438,,91776,0.013660309836268425,0.000455854635220021,-0.013972967863082886,,-1.6785037517547607,630.0,0.0546875,1763260202.3908677,0.000245007686316967,1118
172.97289562225342,0.5478675961494446,0.0003913622349500656,,92416,0.00024237670004367828,15.15700912475586,-0.00694761797785759,,-0.00016891956329345703,629.0,0.0,1763260203.5855987,0.0002446236612740904,1125
174.56567692756653,0.4886282980442047,0.0008944543078541756,,93312,0.0006902711465954781,7.55819128244184e-05,0.002097110264003277,,-0.683486819267273,628.0,0.0,1763260205.17838,0.00024408602621406317,1133
176.72304368019104,0.46526622772216797,-0.007776444777846336,,94464,0.0019410951063036919,0.005771160125732422,-0.020312581211328506,,-0.00013458728790283203,627.0,0.0,1763260207.3357468,0.00024339478113688529,1145
180.2576446533203,0.5478671789169312,0.009954153560101986,,96384,0.0007897419854998589,180.13890075683594,0.001742139458656311,,0.000209808349609375,625.0,0.005859375,1763260210.8703477,0.00024224270600825548,1164
180.48469281196594,0.5387444496154785,0.0002979971468448639,,96512,0.0005342923104763031,0.006766293663531542,-0.010434290394186974,,-0.034684062004089355,625.0,0.0,1763260211.097396,0.00024216590099968016,1165
181.84325790405273,0.5377599000930786,0.002568771131336689,,97280,0.00026100408285856247,8.487718878313899e-05,0.0015920847654342651,,-0.13199186325073242,625.0,0.0,1763260212.455961,0.00024170507094822824,1172
183.52174401283264,0.5166409611701965,9.745638817548752e-05,,98176,0.0013493048027157784,0.0006551056285388768,-0.016404375433921814,,-0.2467784881591797,624.0,0.0,1763260214.134447,0.000241167435888201,1181
184.45794105529785,0.49195653200149536,0.005266259424388409,,98688,0.0005147522315382957,0.00026304731727577746,-0.005928367376327515,,0.05791676044464111,623.0,0.0,1763260215.0706441,0.00024086021585389972,1186
186.3546848297119,,,500.0,99838,,,,500.0,,,,1763260216.967388,,1197
189.3368682861328,0.49951910972595215,0.006453434005379677,,101376,0.0021545663475990295,327.0973205566406,0.011856229044497013,,-1.800060272216797e-05,621.0,0.0,1763260219.9495714,0.000239247310673818,1213
189.80128073692322,0.5368359088897705,0.001542174257338047,,101632,6.638932973146439e-05,0.0002690291730687022,-0.0010552406311035156,,-0.13037323951721191,621.0,0.0,1763260220.4139838,0.00023909370065666735,1215
191.93767619132996,0.5732876658439636,-0.007053074426949024,,102784,0.0009339703246951103,0.0001250139030162245,0.00016548484563827515,,0.15404868125915527,620.0,0.0,1763260222.5503793,0.00023840245557948947,1226
192.63807940483093,0.5372554063796997,-0.0025492021813988686,,103168,0.00033044349402189255,0.0006709753070026636,-0.0020586159080266953,,-0.09426569938659668,619.0,0.0,1763260223.2507825,0.0002381720405537635,1230
193.34271049499512,0.5339456796646118,0.019488638266921043,,103552,0.0006321277469396591,0.005770175717771053,-0.0019818581640720367,,-0.006651043891906738,619.0,0.0,1763260223.9554136,0.00023794162552803755,1234
195.440571308136,0.5660594701766968,-0.002730041742324829,,104704,0.00029796361923217773,0.0007570135639980435,-0.0008804872632026672,,-0.007673025131225586,618.0,0.0,1763260226.0532744,0.00023725038045085967,1245
197.14881348609924,0.5516786575317383,0.008497645147144794,,105600,0.0009109145030379295,0.0008278372697532177,-0.01140332967042923,,0.0014887452125549316,617.0,0.0,1763260227.7615166,0.00023671274539083242,1254
200.19432520866394,,,500.0,107338,,,,500.0,,,,1763260230.8070283,,1271
205.69225025177002,0.5247981548309326,-0.0005205869674682617,,110208,0.0017414111644029617,0.00047717581037431955,-0.010741002857685089,,-0.0005675554275512695,614.0,0.0,1763260236.3049533,0.00023394777963403612,1299
213.42730522155762,0.5072523355484009,-0.0008697304874658585,,114304,2.5637447834014893e-05,0.00024024787126109004,-0.0005186721682548523,,-2.16162109375,610.0,0.0,1763260244.0400083,0.00023149001935962588,1339
213.4797022342682,,,500.0,114338,,,,500.0,,,,1763260244.0924053,,1340
215.09346914291382,0.4948854446411133,0.000935891643166542,,115328,0.0004886500537395477,7.95861633378081e-05,0.010475032031536102,,-0.24121594429016113,610.0,0.0,1763260245.7061722,0.00023087557929102331,1349
217.5343952178955,0.48594892024993896,0.042581550776958466,,116736,0.010911653749644756,0.00019113541929982603,-0.015160560607910156,,0.19193094968795776,610.0,0.0234375,1763260248.1470983,0.0002300307241966948,1363
217.8021035194397,0.4501515030860901,0.0059778522700071335,,116864,0.0009080376476049423,104.431884765625,0.006895292550325394,,-0.00014019012451171875,609.0,0.0,1763260248.4148066,0.00022995391918811947,1365
218.72171330451965,0.5292013883590698,-0.0003896215930581093,,117376,5.6131742894649506e-05,127.041259765625,0.0008217543363571167,,-2.5033950805664062e-06,609.0,0.0,1763260249.3344164,0.0002296466991538182,1370
220.22075295448303,0.5125719904899597,-0.0002753064036369324,,118400,0.000188557431101799,34.103782653808594,-0.0016150102019309998,,0.0001418590545654297,610.0,0.0,1763260250.833456,0.00022903225908521563,1380
220.38471674919128,0.5148266553878784,-0.005929584614932537,,118528,8.967984467744827e-05,0.0061577134765684605,-3.5665929317474365e-05,,0.03839445114135742,610.0,0.0,1763260250.9974198,0.0002289554540766403,1381
221.64747881889343,0.47691455483436584,0.006952217780053616,,119296,0.0017695697024464607,0.00013054812734480947,0.008059453219175339,,0.08481281995773315,610.0,0.0,1763260252.260182,0.00022849462402518839,1388
222.8185293674469,0.5195892453193665,-0.0011237505823373795,,119936,6.73346221446991e-06,320.94775390625,-0.0005193352699279785,,-7.224082946777344e-05,610.0,0.0,1763260253.4312325,0.00022811059898231179,1395
223.49280285835266,,,500.0,120338,,,,500.0,,,,1763260254.105506,,1399
224.63664627075195,0.5645374059677124,0.0005441857501864433,,120960,2.2848136723041534e-05,88.94647979736328,-0.0008772294968366623,,-1.0013580322265625e-05,609.0,0.0,1763260255.2493494,0.00022749615891370922,1405
229.57303547859192,0.4729640483856201,0.016960689797997475,,123776,0.004517540335655212,7.690551137784496e-05,-0.011418085545301437,,0.10892170667648315,608.0,0.029296875,1763260260.1857386,0.00022580644872505218,1432
229.62021946907043,,,500.0,123838,,,,500.0,,,,1763260260.2329226,,1433
233.64218020439148,0.5505352020263672,-0.011238951236009598,,126080,0.001842942088842392,0.0081287557259202,0.013179460540413857,,0.176316499710083,607.0,0.00390625,1763260264.2548833,0.0002244239585706964,1455
233.86009001731873,0.5074636936187744,0.03647543489933014,,126208,0.005601972341537476,0.00021772668696939945,-0.013845305889844894,,0.11451417207717896,607.0,0.017578125,1763260264.472793,0.0002243471535621211,1456
234.07052850723267,0.5535864233970642,0.0028504077345132828,,126336,0.0006666239351034164,0.00015865704335737973,-0.010508328676223755,,0.04124271869659424,607.0,0.0,1763260264.6832316,0.00022427034855354577,1457
242.5709900856018,0.4403155744075775,-0.003309541381895542,,132096,0.0003849519416689873,0.0005730774719268084,-0.0012540817260742188,,-0.1428515911102295,610.0,0.0,1763260273.1836932,0.0002208141377195716,1514
243.64006853103638,,,500.0,132838,,,,500.0,,,,1763260274.2527716,,1521
244.44564938545227,0.5732393860816956,0.0051178522408008575,,133248,0.00029749423265457153,0.000270407268544659,0.001366274431347847,,-0.7554808855056763,610.0,0.0,1763260275.0583525,0.0002201228926423937,1525
244.67906713485718,0.5846876502037048,-0.0005825869739055634,,133376,2.0617619156837463e-05,156.5984344482422,0.0004563126713037491,,0.0006842613220214844,610.0,0.0,1763260275.2917702,0.0002200460876338184,1527
245.09074473381042,0.49009832739830017,-0.005576776340603828,,133632,0.000887896865606308,0.0008285263320431113,-0.0005389340221881866,,-1.9166600704193115,610.0,0.0,1763260275.7034478,0.00021989247761666775,1529
245.77427983283997,0.49526000022888184,-0.0005383174866437912,,134016,1.4506280422210693e-05,238.65872192382812,-0.0003934316337108612,,-0.0009003877639770508,610.0,0.0,1763260276.386983,0.0002196620625909418,1534
246.1750819683075,0.5499091148376465,0.010008209384977818,,134272,0.0007178513333201408,0.00029419618658721447,-0.004818588495254517,,-0.9760512113571167,610.0,0.0,1763260276.787785,0.00021950845257379115,1536
247.27604985237122,0.5077163577079773,-0.004513902589678764,,134912,8.659996092319489e-05,333.5689697265625,0.0016010254621505737,,0.0007300972938537598,610.0,0.0,1763260277.888753,0.00021912442753091455,1543
247.66357493400574,0.4633547365665436,0.0084908502176404,,135168,0.0017582504078745842,0.000926619628444314,-0.00555543415248394,,-0.44870996475219727,610.0,0.0,1763260278.276278,0.0002189708175137639,1545
247.86923575401306,0.420510858297348,-0.0040543535724282265,,135296,0.0013708779588341713,0.00016005756333470345,0.00998660922050476,,-1.523038625717163,610.0,0.001953125,1763260278.4819388,0.00021889401250518858,1546
249.8383810520172,0.4566771388053894,9.882915765047073e-05,,136448,0.0007279766723513603,20.298397064208984,0.0008830651640892029,,0.0011498332023620605,610.0,0.0,1763260280.4510841,0.0002182027674280107,1558
250.03888940811157,0.5091724395751953,-0.0029055019840598106,,136576,0.00016387086361646652,0.00459248386323452,-0.007109366357326508,,0.12301838397979736,610.0,0.0,1763260280.6515925,0.00021812596241943538,1559
250.7099575996399,0.49191218614578247,-0.0018621739000082016,,136960,4.937127232551575e-05,64.15092468261719,0.001188628375530243,,-0.0005238056182861328,610.0,0.0,1763260281.3226607,0.00021789554739370942,1563
251.27289938926697,0.4708559513092041,-0.01035420410335064,,137344,0.0016276482492685318,0.0006561730988323689,-0.005827229470014572,,-0.8816298246383667,610.0,0.00390625,1763260281.8856025,0.00021766513236798346,1566
253.7486698627472,0.5516768097877502,-0.011850760318338871,,139520,0.0006661498919129372,0.011211348697543144,-0.0071136849001049995,,5.245208740234375e-06,613.0,0.0,1763260284.361373,0.00021635944722220302,1588
253.88843750953674,0.522762656211853,-0.003603009507060051,,139648,0.0010592006146907806,0.001914870459586382,0.008405707776546478,,-0.42525720596313477,613.0,0.0,1763260284.5011406,0.0002162826422136277,1589
255.050635099411,0.5363121032714844,-0.0026635993272066116,,140416,6.558746099472046e-05,274.49591064453125,6.766617298126221e-05,,-4.8279762268066406e-05,613.0,0.0,1763260285.6633382,0.00021582181216217577,1597
256.8462359905243,0.5341609716415405,-0.00571846216917038,,141440,0.0009607765823602676,196.740478515625,0.0010714828968048096,,4.458427429199219e-05,613.0,0.001953125,1763260287.458939,0.0002152073720935732,1607
257.2796981334686,0.5031715631484985,0.01053643599152565,,141696,0.001270318403840065,0.0005132651422172785,-0.002000991255044937,,-0.18211793899536133,613.0,0.0,1763260287.8924012,0.00021505376207642257,1609
257.4904131889343,0.472670316696167,-0.012046241201460361,,141824,0.0007385825738310814,0.00011746944073820487,0.00530620664358139,,-0.11326944828033447,613.0,0.0,1763260288.1031163,0.00021497695706784725,1610
257.73697876930237,0.47092893719673157,0.001504058949649334,,141952,0.0002816366031765938,232.34576416015625,0.00021941959857940674,,-0.00023317337036132812,613.0,0.0,1763260288.3496819,0.00021490015205927193,1612
260.06469893455505,,,500.0,143396,,,,500.0,,,,1763260290.677402,,1626
