charts/SPS,charts/episodic_length,_timestamp,global_step,losses/approx_kl,losses/explained_variance,charts/episodic_return,losses/entropy,losses/old_approx_kl,losses/clipfrac,charts/learning_rate,_step,losses/policy_loss,_runtime,losses/value_loss
766.0,,1763260425.1317124,261888,4.6282075345516205e-05,-9.775161743164062e-06,,0.5270910263061523,-0.0007512392476201057,0.0,0.00014293394633568823,2783,0.0010873619467020035,369.1267783641815,690.0287475585938
766.0,,1763260426.5718083,262912,0.00024672597646713257,-1.919269561767578e-05,,0.5162176489830017,0.0022410042583942413,0.0,0.00014231950626708567,2793,-0.005568597465753555,370.5668742656708,533.4478149414062
767.0,,1763260430.46726,266112,3.628432750701904e-05,0.017672181129455566,,0.5273222327232361,0.0028137341141700745,0.0,0.00014039938105270267,2824,0.0034372657537460327,374.4623258113861,0.0002964422747027129
768.0,,1763260432.2330575,268032,0.001126372255384922,-0.02283942699432373,,0.5065109133720398,0.007753890939056873,0.0,0.00013924730592407286,2843,0.0045396387577056885,376.2281234264374,0.004855209495872259
770.0,,1763260433.5088885,269440,7.581338286399841e-05,0.06799334287643433,,0.5704858899116516,0.002068193629384041,0.0,0.00013840245082974434,2857,-0.003697134554386139,377.503954410553,0.003073801752179861
772.0,,1763260435.83834,272000,0.0001380452886223793,-0.05732762813568115,,0.5907027125358582,0.00013787206262350082,0.0,0.00013686636521015316,2882,-0.003864673897624016,379.8334059715271,0.00377783365547657
,500.0,1763260436.5595918,272801,,,500.0,,,,,2890,,380.5546576976776,
774.0,,1763260438.5491197,274944,0.00026742834597826004,-0.0011211633682250977,,0.5893843770027161,-0.0015808725729584694,0.0,0.0001350998500129208,2911,0.003246050328016281,382.54418563842773,0.004598545841872692
776.0,,1763260440.7725432,277376,0.00015861913561820984,-5.8531761169433594e-05,,0.47964033484458923,0.0030636023730039597,0.0,0.0001336405548499897,2935,-0.004156392067670822,384.7676091194153,516.62548828125
,500.0,1763260442.0622,278801,,,500.0,,,,,2949,,386.057265996933,
778.0,,1763260443.1101246,279936,0.00024155527353286743,0.05201524496078491,,0.5085697174072266,-0.001630932092666626,0.0,0.0001321044546784833,2960,-0.005355864763259888,387.1051905155182,0.004930117633193731
