charts/SPS,losses/old_approx_kl,_step,charts/episodic_length,charts/episodic_return,losses/clipfrac,losses/policy_loss,_runtime,global_step,losses/approx_kl,_timestamp,losses/entropy,losses/value_loss,losses/explained_variance,charts/learning_rate
1067.0,-0.003358038142323494,788,,,0.0,-0.004391267895698547,80.97404170036316,58752,0.0008072368800640106,1763260131.9985847,0.5253960490226746,386.44122314453125,0.022541344165802002,0.0002648233494255692
,,797,500.0,500.0,,,81.8317551612854,59743,,1763260132.8562982,,,,
,,806,500.0,500.0,,,82.61470818519592,60620,,1763260133.6392512,,,,
1069.0,-0.012228671461343765,815,,,0.01171875,0.03119959495961666,83.53416800498962,61568,0.004454105161130428,1763260134.558711,0.4886590838432312,20.829071044921875,-6.042099475860596,0.00026313363923691213
1070.0,-0.0005648788064718246,863,,,0.0,0.0019623395055532455,88.01621055603027,66432,0.0012546069920063019,1763260139.0407536,0.5479640364646912,2.0739376544952393,-1.3503289222717285,0.00026021504891104996
1071.0,-0.0020873667672276497,872,,,0.0,0.004493061453104019,88.80629706382751,67328,0.00015828479081392288,1763260139.83084,0.537821352481842,1.2237013578414917,0.03619104623794556,0.0002596774138510227
1070.0,0.006258243694901466,876,,,0.0,0.0006794258952140808,89.18545579910278,67712,0.0001307222992181778,1763260140.2099988,0.5537675023078918,1.0037312507629395,0.005131244659423828,0.00025944699882529676
1072.0,-0.0013982262462377548,922,,,0.0,0.007253337651491165,93.40322065353394,72320,0.00018605589866638184,1763260144.4277637,0.5310747027397156,0.03561604022979736,0.04020392894744873,0.00025668201851658523
1072.0,-0.00827888771891594,930,,,0.005859375,-0.009730599820613861,94.101322889328,73088,0.0015303120017051697,1763260145.125866,0.4899861514568329,536.6077270507812,-0.00040435791015625,0.0002562211884651333
1072.0,-0.004804905503988266,938,,,0.001953125,-0.0059744808822870255,94.90049815177917,73984,0.0013149622827768326,1763260145.9250412,0.44694942235946655,0.007264757063239813,0.5171971321105957,0.00025568355340510607
1072.0,0.004173858091235161,941,,,0.0,-0.0031754858791828156,95.1584997177124,74240,0.0019431430846452713,1763260146.1830428,0.46289828419685364,0.008698930963873863,-0.1018134355545044,0.00025552994338795543
1072.0,0.006021203473210335,942,,,0.0,-0.010978594422340393,95.27994203567505,74368,0.0009417347609996796,1763260146.304485,0.4442906081676483,0.0014488445594906807,-0.28717291355133057,0.0002554531383793801
1073.0,-0.0026424089446663857,948,,,0.0,-0.000810764729976654,95.84289979934692,75008,0.0004313727840781212,1763260146.8674428,0.4761282205581665,0.00046749928151257336,-0.8530933856964111,0.0002550691133365035
,,974,500.0,500.0,,,98.16951298713684,77581,,1763260149.194056,,,,
1073.0,-0.017249632626771927,980,,,0.0,-0.0012164562940597534,98.7690212726593,78208,0.0007026968523859978,1763260149.7935643,0.5040818452835083,152.76756286621094,-0.00039505958557128906,0.0002531489881221205
1074.0,-0.0021316809579730034,985,,,0.0,-0.014176223427057266,99.21633696556091,78720,0.001150566153228283,1763260150.24088,0.4378114342689514,0.0032422165386378765,-0.16172468662261963,0.0002528417680878192
1074.0,0.0027885865420103073,995,,,0.0,-0.00043364986777305603,100.15146946907043,79744,0.0004323013126850128,1763260151.1760125,0.45256319642066956,0.0038610477931797504,-0.07972383499145508,0.00025222732801921666
1074.0,0.0036684395745396614,997,,,0.0,0.004693232476711273,100.40610599517822,80000,0.0001767342910170555,1763260151.430649,0.44510456919670105,0.00027293822495266795,-1.1143879890441895,0.0002520737471058965
1074.0,0.0015822788700461388,1015,,,0.0,0.002453479915857315,102.02913427352905,81792,0.0005261776968836784,1763260153.0536773,0.4331991970539093,0.004857114516198635,-0.005105495452880859,0.000250998476985842
1074.0,-0.002346053719520569,1020,,,0.0,-0.024557385593652725,102.51267457008362,82304,0.0031662359833717346,1763260153.5372176,0.5037131905555725,0.006653015501797199,-0.3014543056488037,0.0002506912569515407
1075.0,0.002662814222276211,1031,,,0.0,0.005768351256847382,103.56976652145386,83456,0.0006366027519106865,1763260154.5943096,0.3867031931877136,0.0005152032244950533,-0.06223905086517334,0.0002500000118743628
1075.0,0.016642581671476364,1050,,,0.0703125,-0.001905873417854309,105.29626083374023,85376,0.011519519612193108,1763260156.3208039,0.42736151814460754,0.0014553893124684691,0.6727287769317627,0.000248847936745733
1075.0,0.0020851818844676018,1053,,,0.0,0.0032736584544181824,105.5537166595459,85632,0.00025653745979070663,1763260156.5782597,0.39127856492996216,342.4745788574219,0.2584448456764221,0.0002486943267285824
1075.0,0.0017650462687015533,1058,,,0.0,-0.004207272082567215,106.01375102996826,86144,0.0011043231934309006,1763260157.038294,0.4173685908317566,449.99078369140625,0.004677474498748779,0.0002483871066942811
1076.0,0.0029211807996034622,1083,,,0.0,-0.005202971398830414,108.34355878829956,88704,0.0005093365907669067,1763260159.3681018,0.40280476212501526,381.43505859375,-3.540515899658203e-05,0.0002468510065227747
,,1091,500.0,500.0,,,109.09805583953857,89581,,1763260160.122599,,,,
,,1106,500.0,500.0,,,110.4801197052002,91081,,1763260161.5046628,,,,
1077.0,0.0020386744290590286,1118,,,0.0,-0.004592530429363251,111.62921071052551,92288,0.00033294782042503357,1763260162.6537538,0.4754469394683838,0.005308037158101797,0.04578655958175659,0.00024470046628266573
1077.0,0.004420135170221329,1125,,,0.0,-0.005441293120384216,112.33055853843689,93056,0.0002177506685256958,1763260163.3551016,0.4893342852592468,0.00035293190740048885,0.03096175193786621,0.0002442396362312138
1077.0,0.0015670070424675941,1133,,,0.0,-0.0018913932144641876,113.0477979183197,93824,0.00023603904992341995,1763260164.072341,0.48733219504356384,0.005220022983849049,-0.11045289039611816,0.0002437788061797619
,,1145,500.0,500.0,,,114.14365005493164,95081,,1763260165.168193,,,,
1077.0,0.002980264835059643,1164,,,0.0,-0.014896184206008911,115.98519110679626,97024,0.0006272429600358009,1763260167.0097342,0.4702742397785187,0.0002613751858007163,-0.5712287425994873,0.00024185868096537888
,,1165,500.0,500.0,,,116.00752305984497,97081,,1763260167.032066,,,,
1077.0,-0.003004196099936962,1172,,,0.0,-0.0037180930376052856,116.66405415534973,97792,0.000216691754758358,1763260167.6885972,0.5213287472724915,0.00615605479106307,-0.021200895309448242,0.00024139785091392696
1077.0,-0.0011965101584792137,1181,,,0.0,-0.005397111177444458,117.49159359931946,98688,0.00035295169800519943,1763260168.5161366,0.4842633903026581,250.83926391601562,0.00022482872009277344,0.00024086021585389972
1078.0,0.0033631976693868637,1186,,,0.0,-0.002315014600753784,117.94289708137512,99200,0.00018655136227607727,1763260168.9674401,0.4957304000854492,461.97174072265625,1.5795230865478516e-05,0.00024055299581959844
1078.0,0.0010272972285747528,1197,,,0.0,0.0008198320865631104,118.99558448791504,100352,0.00014557689428329468,1763260170.0201275,0.49490779638290405,0.0008452946785837412,0.004605531692504883,0.00023986175074242055
1078.0,-0.017796089872717857,1213,,,0.0,-0.0071125756949186325,120.53537940979004,102016,0.0012534279376268387,1763260171.5599225,0.5081986784934998,0.00024742737878113985,-0.431058406829834,0.0002388632856309414
1078.0,-0.008292904123663902,1215,,,0.0,-0.005164891481399536,120.65371036529541,102144,0.0004921127110719681,1763260171.6782534,0.5132786631584167,526.2011108398438,9.351968765258789e-05,0.00023878648062236607
1078.0,-0.01371938269585371,1226,,,0.001953125,-0.008302628993988037,121.70822811126709,103296,0.0013256268575787544,1763260172.7327712,0.4721676707267761,0.00413441751152277,-0.17390012741088867,0.0002380952355451882
1078.0,0.016962457448244095,1230,,,0.0,-0.006101623177528381,122.04750490188599,103680,0.0015540895983576775,1763260173.072048,0.4974812865257263,776.3567504882812,0.00011581182479858398,0.00023786482051946223
,,1234,500.0,500.0,,,122.42835474014282,104081,,1763260173.4528978,,,,
1078.0,0.0005141757428646088,1245,,,0.001953125,-0.004358675330877304,123.46913719177246,105216,0.0011003036051988602,1763260174.4936802,0.48645639419555664,0.005440924316644669,-0.023627638816833496,0.00023694316041655838
1079.0,0.0018715383484959602,1254,,,0.0,-0.0008611828088760376,124.27310013771057,106112,0.0006230389699339867,1763260175.2976432,0.4799295663833618,613.4669799804688,-4.410743713378906e-05,0.00023640552535653114
1078.0,-0.008787181228399277,1271,,,0.001953125,-0.01100347563624382,125.95975065231323,107904,0.0016287397593259811,1763260176.9842937,0.4530502259731293,0.0005446551949717104,0.027636349201202393,0.00023533025523647666
1079.0,-0.0013088509440422058,1299,,,0.0,-0.005782373249530792,128.5130693912506,110720,0.0002828352153301239,1763260179.5376124,0.39903637766838074,0.0036806936841458082,-0.011632680892944336,0.00023364055959973484
1079.0,0.002936408855021,1339,,,0.0,0.003926172852516174,132.26775240898132,114816,0.0004004454240202904,1763260183.2922955,0.5010635852813721,0.005916981492191553,-0.028156757354736328,0.0002311827993253246
1079.0,-0.000998733565211296,1340,,,0.0,-0.002487553283572197,132.37825274467468,114944,0.000400543212890625,1763260183.4027958,0.4909166693687439,0.0009938703151419759,0.0021956562995910645,0.00023110599431674927
1079.0,-0.023563627153635025,1349,,,0.01171875,-0.03862137347459793,133.20824599266052,115840,0.004216107539832592,1763260184.232789,0.43418028950691223,0.0008541766437701881,-2.5848896503448486,0.00023056835925672203
1080.0,-0.011867029592394829,1363,,,0.0,-0.011540636420249939,134.48606252670288,117248,0.002037161961197853,1763260185.5106056,0.4193681478500366,0.008673716336488724,-1.361637830734253,0.0002297235041623935
1080.0,-0.01249531377106905,1365,,,0.0,-0.009436443448066711,134.7151961326599,117504,0.0005109934136271477,1763260185.7397392,0.42259085178375244,0.0005835639894939959,-0.4647578001022339,0.00022956989414524287
1079.0,0.01240006648004055,1370,,,0.0,-0.005557805299758911,135.2203028202057,118016,0.0012475382536649704,1763260186.2448459,0.40469714999198914,0.00025365734472870827,-0.2952467203140259,0.0002292626741109416
1080.0,0.00293726846575737,1380,,,0.001953125,-0.011326979845762253,136.1594204902649,119040,0.0007112547755241394,1763260187.1839635,0.3731226623058319,0.00014101952547207475,-0.3307877779006958,0.00022864823404233903
,,1381,500.0,500.0,,,136.17530012130737,119081,,1763260187.1998432,,,,
1080.0,0.005242231301963329,1388,,,0.0,-0.007482070475816727,136.84095549583435,119808,0.00040716957300901413,1763260187.8654985,0.36419570446014404,0.005626494064927101,0.12311756610870361,0.0002281874039908871
1080.0,-0.002350430004298687,1395,,,0.0,-0.004929386079311371,137.55493783950806,120576,0.00019551347941160202,1763260188.579481,0.41844406723976135,0.00030922560836188495,-0.08649516105651855,0.00022772657393943518
1080.0,0.007518241181969643,1399,,,0.00390625,-0.008274639025330544,137.89203548431396,120960,0.0009244587272405624,1763260188.9165785,0.4400610625743866,0.0005522483261302114,-0.08237957954406738,0.00022749615891370922
,,1405,500.0,500.0,,,138.41929268836975,121581,,1763260189.4438357,,,,
1080.0,0.005336044356226921,1432,,,0.0,0.002030789852142334,140.9366056919098,124288,0.00016510486602783203,1763260191.9611487,0.5656535625457764,0.005405607633292675,-0.03144490718841553,0.0002254992286907509
1080.0,-0.00888111162930727,1433,,,0.0,-0.008592713624238968,141.07650542259216,124416,0.0005778493359684944,1763260192.1010485,0.4922391474246979,0.0006041641463525593,-0.13319909572601318,0.00022542242368217558
1081.0,-0.00026008952409029007,1455,,,0.0,-0.0009236596524715424,143.04307341575623,126592,0.0002275938168168068,1763260194.0676165,0.5013368129730225,670.2548828125,1.6391277313232422e-05,0.00022411673853639513
1080.0,0.004172850400209427,1456,,,0.0,-0.0019368156790733337,143.19247388839722,126720,0.00016443617641925812,1763260194.217017,0.4652598798274994,0.004874340258538723,-0.04858958721160889,0.0002240399335278198
1080.0,0.0005541443824768066,1457,,,0.005859375,-0.00989171676337719,143.30553483963013,126848,0.0012006517499685287,1763260194.330078,0.49938613176345825,0.0007290175999514759,-0.20418286323547363,0.0002239631285192445
1081.0,0.0005097417160868645,1514,,,0.0,-0.006040554493665695,148.56491661071777,132608,0.00021242816001176834,1763260199.5894597,0.5261061787605286,629.185546875,-7.18832015991211e-05,0.0002205069176852703
1081.0,0.00035506486892700195,1521,,,0.001953125,-0.009553354233503342,149.24065828323364,133376,0.0005983822047710419,1763260200.2652013,0.5725411176681519,0.0010994331678375602,-0.04779314994812012,0.0002200460876338184
1081.0,-0.009440022520720959,1525,,,0.001953125,-0.003643738105893135,149.61322855949402,133760,0.002501825802028179,1763260200.6377716,0.49906542897224426,0.00591167900711298,-0.4809229373931885,0.00021981567260809243
1081.0,-0.011697630397975445,1527,,,0.001953125,-0.02805754728615284,149.8392848968506,134016,0.003199146129190922,1763260200.863828,0.5544365048408508,0.00022947913384996355,-0.2711176872253418,0.0002196620625909418
1081.0,0.010348532348871231,1529,,,0.0,-0.006456663832068443,149.95533514022827,134144,0.0012462753802537918,1763260200.9798782,0.5621106624603271,453.97418212890625,4.291534423828125e-06,0.00021958525758236647
1081.0,0.030650489032268524,1534,,,0.015625,0.005610927939414978,150.4419801235199,134656,0.0038735708221793175,1763260201.4665232,0.5437673330307007,0.009143654257059097,0.22603720426559448,0.00021927803754806519
,,1536,83.0,83.0,,,150.4884533882141,134782,,1763260201.5129964,,,,
1081.0,0.007099352777004242,1543,,,0.0,-0.004783052951097488,151.1242561340332,135424,0.0004012696444988251,1763260202.1487992,0.6025257110595703,0.0084458589553833,-0.04335510730743408,0.00021881720749661326
1081.0,0.00594834890216589,1545,,,0.0,0.00027167797088623047,151.34781050682068,135680,0.0012711184099316597,1763260202.3723536,0.5840033888816833,0.00033877388341352344,-0.2314457893371582,0.00021866359747946262
,,1546,500.0,500.0,,,151.39011669158936,135750,,1763260202.4146597,,,,
1081.0,-0.006584443151950836,1558,,,0.0,-0.004834134131669998,152.4073281288147,136832,0.0022516027092933655,1763260203.4318712,0.5816676616668701,360.58447265625,-0.00013244152069091797,0.00021797235240228474
1081.0,-0.016624554991722107,1559,,,0.0,-0.013865049928426743,152.55942130088806,136960,0.0019087037071585655,1763260203.5839643,0.5545321702957153,0.008554644882678986,-0.0445479154586792,0.00021789554739370942
1081.0,0.00781998597085476,1563,,,0.0,0.0011469945311546326,152.90135502815247,137344,0.0002937670797109604,1763260203.925898,0.5541600584983826,126.80686950683594,-0.0001016855239868164,0.00021766513236798346
,,1566,500.0,500.0,,,153.16603326797485,137722,,1763260204.1905763,,,,
1082.0,0.0034503433853387833,1588,,,0.0,-0.0008114427328109741,155.22756505012512,139904,4.35318797826767e-05,1763260206.252108,0.51585853099823,0.004812403582036495,-0.02526700496673584,0.00021612903219647706
1082.0,-0.0004924647510051727,1589,,,0.0,-0.0010568313300609589,155.34081745147705,140032,0.00015691109001636505,1763260206.3653605,0.5657909512519836,0.000761676172260195,-0.02594578266143799,0.00021605222718790174
1082.0,0.0038901502266526222,1597,,,0.0,0.0005362313240766525,156.05653548240662,140800,3.087799996137619e-05,1763260207.0810785,0.54878830909729,824.2138061523438,3.8564205169677734e-05,0.00021559139713644981
1082.0,-0.0009002760052680969,1607,,,0.0,0.0010267682373523712,157.0069489479065,141824,1.720711588859558e-05,1763260208.031492,0.5814105272293091,406.5934753417969,-5.53131103515625e-05,0.00021497695706784725
1082.0,0.0022547394037246704,1609,,,0.0,-0.0006478074938058853,157.23167276382446,142080,7.61374831199646e-05,1763260208.2562158,0.5314715504646301,0.0002958074910566211,0.4913443922996521,0.0002148233470506966
1082.0,0.013572069816291332,1610,,,0.005859375,-0.009819066151976585,157.34391903877258,142208,0.0051853591576218605,1763260208.368462,0.4948575794696808,0.0002980416174978018,-0.5826091766357422,0.0002147465420421213
1082.0,0.0016118530184030533,1612,,,0.0,0.006011374294757843,157.4585678577423,142336,0.0007025450468063354,1763260208.483111,0.5262835621833801,328.2557678222656,-9.357929229736328e-05,0.00021466973703354597
1082.0,-0.0004146033897995949,1626,,,0.0,-0.0019309595227241516,158.77484846115112,143744,0.00013050157576799393,1763260209.7993915,0.5990902781486511,507.5258483886719,9.071826934814453e-05,0.00021382488193921745
1082.0,0.004090289585292339,1638,,,0.0,0.0015846248716115952,159.93955373764038,145024,0.0001523112878203392,1763260210.9640968,0.5338507294654846,0.0008842803654260933,-0.027393102645874023,0.00021305683185346425
1082.0,0.0008051479235291481,1687,,,0.0,0.00043443217873573303,164.377432346344,149888,2.2633932530879974e-05,1763260215.4019754,0.4909497797489166,586.4682006835938,-5.4955482482910156e-05,0.0002101382560795173
1083.0,-0.0028879428282380104,1732,,,0.0,-0.0032894443720579147,168.59143137931824,154496,0.00048775505274534225,1763260219.6159744,0.43926382064819336,0.0047237263061106205,-0.11049222946166992,0.00020737327577080578
1083.0,-6.736256182193756e-05,1745,,,0.0,-0.007351435720920563,169.75635528564453,155776,0.0009389910846948624,1763260220.7808983,0.4500797390937805,669.5755615234375,-0.0012791156768798828,0.00020660522568505257
1083.0,-0.012222169898450375,1753,,,0.0,-0.005948886275291443,170.58093976974487,156672,0.0007482273504137993,1763260221.6054828,0.5149965286254883,0.00012358442472759634,0.02437049150466919,0.00020606759062502533
,,1754,500.0,500.0,,,170.6169023513794,156771,,1763260221.6414454,,,,
1083.0,0.0015134979039430618,1765,,,0.0,0.0025509148836135864,171.6465663909912,157824,0.0009062103927135468,1763260222.6711094,0.44006285071372986,471.58319091796875,0.0004419684410095215,0.00020537634554784745
1083.0,0.0008054450154304504,1768,,,0.0,-0.008012045174837112,171.98301553726196,158208,0.0005686376243829727,1763260223.0075586,0.5115113258361816,0.00024911295622587204,0.013876199722290039,0.0002051459305221215
