_step,losses/approx_kl,losses/explained_variance,losses/clipfrac,charts/SPS,_runtime,_timestamp,losses/entropy,charts/episodic_return,charts/learning_rate,losses/old_approx_kl,charts/episodic_length,losses/policy_loss,losses/value_loss,global_step
1856,6.334390491247177e-05,2.2530555725097656e-05,0.0,1083.0,173.8614683151245,1763260224.9403343,0.4874037504196167,,0.00020384024537634104,0.0024747634306550026,,0.0010727085173130035,715.2562255859375,160384
1868,7.465016096830368e-05,-0.0024704933166503906,0.0,1084.0,175.02327823638916,1763260226.1021442,0.3636750876903534,,0.00020307219529058784,-0.004764108918607235,,-0.0023766756057739258,0.00040342070860788226,161664
1873,0.0010502506047487259,-0.06559383869171143,0.001953125,1083.0,175.50876832008362,1763260226.5876343,0.38330039381980896,,0.00020276497525628656,0.0013946518301963806,,0.005341924726963043,0.0004978043725714087,162176
1877,0.00021967850625514984,-0.048239946365356445,0.0,1084.0,175.84642791748047,1763260226.925294,0.38307109475135803,,0.0002025345602305606,-0.002812635153532028,,-0.002736428752541542,0.005716113373637199,162560
1886,1.7095357179641724e-05,3.5643577575683594e-05,0.0,1084.0,176.67191815376282,1763260227.7507842,0.32263076305389404,,0.00020199692517053336,0.00028892233967781067,,-0.0007480308413505554,686.0128173828125,163456
1895,,,,,177.50415420532227,1763260228.5830202,,500.0,,,500.0,,,164367
1903,0.0020150654017925262,0.015375792980194092,0.0,1084.0,178.28568625450134,1763260229.3645523,0.42524614930152893,,0.00020092165505047888,0.005964001640677452,,-0.011545896530151367,4.142799662076868e-05,165248
1906,0.00021469313651323318,0.005237758159637451,0.0,1084.0,178.54831862449646,1763260229.6271846,0.33784544467926025,,0.00020076804503332824,-0.0012322859838604927,,-0.0030377358198165894,0.004278851673007011,165504
1918,1.3927929103374481e-05,-0.21797680854797363,0.0,1084.0,179.70491480827332,1763260230.7837808,0.4139178395271301,,0.00019999999494757503,0.0001522926613688469,,-0.002347356639802456,0.00012115256686229259,166784
1920,0.00020772311836481094,4.827976226806641e-06,0.0,1084.0,179.81887221336365,1763260230.8977382,0.40501880645751953,,0.0001999231899389997,0.00311125535517931,,0.0006045075133442879,619.4395141601562,166912
1945,0.00039587076753377914,-4.7087669372558594e-05,0.0,1084.0,182.1410346031189,1763260233.2199006,0.4110107719898224,,0.0001983870897674933,-0.0018632085993885994,,0.0007860288023948669,517.1546630859375,169472
1959,0.00012781377881765366,1.9431114196777344e-05,0.0,1084.0,183.41222548484802,1763260234.4910915,0.46298277378082275,,0.00019754224922508,0.0017234226688742638,,0.0037681348621845245,641.4798583984375,170880
1973,0.002889973111450672,0.0013019442558288574,0.017578125,1084.0,184.68635249137878,1763260235.7652185,0.4043011963367462,,0.0001966973941307515,0.013667630963027477,,-0.0020391102880239487,671.620361328125,172288
1985,0.0015797549858689308,-0.3450723886489868,0.00390625,1085.0,185.7394504547119,1763260236.8183165,0.4390733242034912,,0.0001960061490535736,0.010330396704375744,,-0.01455051451921463,0.0014935658546164632,173440
1991,,,,,186.27061557769775,1763260237.3494816,,368.0,,,368.0,,,174070
2002,0.0002454090863466263,-0.00010943412780761719,0.0,1085.0,187.2739462852478,1763260238.3528123,0.42610394954681396,,0.00019500768394209445,0.0034461934119462967,,0.0011136755347251892,934.4033813476562,175104
2007,0.0001281052827835083,0.006954550743103027,0.0,1085.0,187.7227499485016,1763260238.801616,0.40660980343818665,,0.00019470046390779316,0.0013418011367321014,,0.0028281547129154205,804.9649047851562,175616
2016,0.0022497233003377914,0.026522040367126465,0.001953125,1085.0,188.54164719581604,1763260239.6205132,0.4617738425731659,,0.00019416282884776592,0.0148738082498312,,-0.02306767739355564,732.2514038085938,176512
2019,0.003505443222820759,-1.086500883102417,0.017578125,1085.0,188.90644335746765,1763260239.9853094,0.42851412296295166,,0.00019393241382203996,-0.0035307174548506737,,0.006756339222192764,0.015978194773197174,176896
2024,0.0006666639819741249,-0.4597536325454712,0.0,1085.0,189.3595507144928,1763260240.4384167,0.41564804315567017,,0.00019362519378773868,-0.006160830147564411,,-0.006738439202308655,0.0013552808668464422,177408
2027,0.00011831987649202347,-0.33925676345825195,0.0,1085.0,189.5855975151062,1763260240.6644635,0.3959251344203949,,0.00019347158377058804,0.00325103010982275,,0.00013893842697143555,0.005970879457890987,177664
2029,0.0006635738536715508,-5.402685642242432,0.0,1085.0,189.80774474143982,1763260240.8866107,0.3808203339576721,,0.0001933179737534374,0.008702964521944523,,0.0034667328000068665,0.000862082582898438,177920
2034,,,,,190.22698950767517,1763260241.3058555,,500.0,,,500.0,,,178431
2045,7.535237818956375e-05,0.00045603513717651367,0.0,1085.0,191.2297718524933,1763260242.3086379,0.4117540717124939,,0.00019239631365053356,-0.00024395529180765152,,0.0013789311051368713,709.22607421875,179456
2051,0.0003140680491924286,-0.798737645149231,0.0,1085.0,191.78992557525635,1763260242.8687916,0.48103654384613037,,0.00019201228860765696,0.005020862445235252,,-0.0044054314494132996,0.005284169223159552,180096
2052,7.574446499347687e-05,-0.10440552234649658,0.0,1085.0,191.90225219726562,1763260242.9811182,0.4075208306312561,,0.00019193548359908164,-0.004702290520071983,,0.00014624465256929398,0.00036988663487136364,180224
2070,0.00043099652975797653,2.3305416107177734e-05,0.0,1085.0,193.5548961162567,1763260244.6337621,0.4971495270729065,,0.00019086021347902715,-0.0016015628352761269,,-0.001877516508102417,293.79278564453125,182016
2076,5.1341019570827484e-05,0.025093376636505127,0.0,1085.0,194.15494394302368,1763260245.23381,0.5090615749359131,,0.00019047618843615055,0.001398223452270031,,-0.0021974295377731323,0.00537542998790741,182656
2093,,,,,195.76153087615967,1763260246.840397,,500.0,,,500.0,,,184431
2094,0.0008463924750685692,9.09566879272461e-05,0.0,1085.0,195.83672404289246,1763260246.91559,0.5081189274787903,,0.00018940091831609607,-0.012804615311324596,,0.0037963613867759705,500.89093017578125,184448
2117,3.886129707098007e-05,-1.3875031471252441,0.0,1085.0,198.0428762435913,1763260249.1217422,0.5263866186141968,,0.00018794162315316498,-0.0018157726153731346,,0.0018981415778398514,0.00035877517075277865,186880
2141,0.000443214550614357,3.0994415283203125e-06,0.0,1085.0,200.15068674087524,1763260251.2295527,0.5791561603546143,,0.00018655913299880922,-0.0011140108108520508,,-0.0036772117018699646,260.90545654296875,189184
2146,3.67509201169014e-05,-0.00011146068572998047,0.0,1085.0,200.6369445323944,1763260251.7158105,0.5478934049606323,,0.00018625191296450794,0.0021444549784064293,,0.001260567456483841,385.03375244140625,189696
2147,0.00020905770361423492,0.16971546411514282,0.0,1085.0,200.74795389175415,1763260251.82682,0.5309467315673828,,0.00018617510795593262,0.006537018343806267,,-0.00419929064810276,0.0021869700867682695,189824
2148,0.0005444707348942757,-0.10915851593017578,0.0,1085.0,200.8608911037445,1763260251.939757,0.49436646699905396,,0.00018609831749927253,-0.0011617084965109825,,0.004691855050623417,0.00021449745690915734,189952
2155,0.00011860392987728119,-7.486343383789062e-05,0.0,1085.0,201.42430090904236,1763260252.503167,0.586450457572937,,0.00018571429245639592,0.0024591144174337387,,-0.001138143241405487,486.9115295410156,190592
2172,0.0011793989688158035,-0.3052990436553955,0.0,1085.0,203.07757019996643,1763260254.1564362,0.6209968328475952,,0.00018463902233634144,-0.01564326323568821,,0.004302294924855232,0.00028626303537748754,192384
2185,9.630806744098663e-05,-9.179115295410156e-05,0.0,1085.0,204.24620294570923,1763260255.325069,0.5731755495071411,,0.00018387097225058824,0.0007061772048473358,,-0.0038179196417331696,750.3549194335938,193664
2192,4.607252776622772e-06,0.00037163496017456055,0.0,1085.0,204.84873485565186,1763260255.9276009,0.5445398688316345,,0.00018348694720771164,0.0006514592096209526,,-0.00012323260307312012,699.7644653320312,194304
2198,,,,,205.34087705612183,1763260256.419743,,500.0,,,500.0,,,194933
2199,4.391279071569443e-05,-9.560585021972656e-05,0.0,1085.0,205.41597771644592,1763260256.4948437,0.5643590688705444,,0.00018310292216483504,0.002930956892669201,,0.00016841478645801544,548.0524291992188,194944
2211,0.0007175067439675331,-1.193160057067871,0.0,1085.0,206.46756505966187,1763260257.546431,0.569446325302124,,0.00018241167708765715,0.0017025666311383247,,0.006195046007633209,0.0005961580900475383,196096
2214,7.908884435892105e-05,-0.05019712448120117,0.0,1085.0,206.72346568107605,1763260257.8023317,0.6094827651977539,,0.0001822580670705065,-0.001538657583296299,,-0.0015227757394313812,0.006576526910066605,196352
2220,0.0005840547382831573,-0.013300061225891113,0.0,1085.0,207.2947063446045,1763260258.3735723,0.6000999212265015,,0.0001818740420276299,0.008676905184984207,,0.0030679404735565186,0.0007067247643135488,196992
2223,0.00012199301272630692,-0.00014674663543701172,0.0,1085.0,207.52216625213623,1763260258.6010323,0.601183295249939,,0.00018172043201047927,0.002029591239988804,,-4.6858564019203186e-05,592.1146240234375,197248
2225,0.0013645058497786522,0.016499996185302734,0.0,1085.0,207.77178478240967,1763260258.8506508,0.5747374892234802,,0.00018156682199332863,-0.004354742355644703,,-0.009244952350854874,0.0003202456282451749,197504
2226,0.001127820461988449,-0.04210257530212402,0.0,1085.0,207.88749361038208,1763260258.9663596,0.589341402053833,,0.0001814900169847533,0.010556807741522789,,-0.010990887880325317,0.00021274643950164318,197632
2227,,,,,207.89671897888184,1763260258.975585,,500.0,,,500.0,,,197653
2231,0.001118767075240612,-0.3309319019317627,0.0,1086.0,208.33746218681335,1763260259.4163282,0.5672883987426758,,0.00018118279695045203,0.011031162925064564,,-0.012684497982263565,0.00016244010475929826,198144
2235,0.005711556412279606,0.3006856441497803,0.009765625,1086.0,208.67541551589966,1763260259.7542815,0.5269597172737122,,0.00018095238192472607,0.03450039401650429,,-0.015918098390102386,0.00035565474536269903,198528
2241,,,,,209.2033703327179,1763260260.2822363,,500.0,,,500.0,,,199153
2248,0.0024096406996250153,-0.2487776279449463,0.0,1085.0,209.87797045707703,1763260260.9568365,0.5189749002456665,,0.00018018433183897287,-0.005683876574039459,,0.0018484629690647125,0.005800540093332529,199808
2250,0.0011529140174388885,-0.27219223976135254,0.0,1086.0,210.10283493995667,1763260261.181701,0.5178110003471375,,0.00018003072182182223,-0.005578137934207916,,0.0005570277571678162,0.00023482464894186705,200064
2253,0.0006842277944087982,-0.2195345163345337,0.0,1086.0,210.32937335968018,1763260261.4082394,0.5773411989212036,,0.00017987711180467159,0.0025305263698101044,,-0.006536154076457024,0.0034710881300270557,200320
2272,0.0009225215762853622,-0.0001138448715209961,0.0,1086.0,212.1054539680481,1763260263.18432,0.5452386140823364,,0.00017872503667604178,-0.0069593582302331924,,0.001561816781759262,522.2591552734375,202240
2280,0.00042094942182302475,0.02297896146774292,0.0,1086.0,212.89407324790955,1763260263.9729393,0.573131799697876,,0.00017818740161601454,-0.0044374046847224236,,0.0012244544923305511,0.0001855171867646277,203136
2295,,,,,214.2414824962616,1763260265.3203485,,500.0,,,500.0,,,204653
2298,3.7258490920066833e-05,0.000664830207824707,0.0,1086.0,214.43366408348083,1763260265.51253,0.44969671964645386,,0.00017718893650453538,-0.00015313178300857544,,-0.002143625169992447,636.1613159179688,204800
2310,,,,,215.52474093437195,1763260266.603607,,500.0,,,500.0,,,206045
2312,0.00012971181422472,-0.15296494960784912,0.0,1086.0,215.71856999397278,1763260266.797436,0.5660380125045776,,0.00017634408141020685,-0.0038077188655734062,,-0.003969639539718628,0.006440749857574701,206208
2318,0.0004917336627840996,-0.04727447032928467,0.0,1086.0,216.32201385498047,1763260267.4008799,0.5661503076553345,,0.00017596005636733025,-0.0026178518310189247,,-0.004309199750423431,0.0004358979931566864,206848
2322,0.0006011342629790306,-0.7257723808288574,0.0,1086.0,216.65974974632263,1763260267.7386158,0.6011711359024048,,0.0001757296413416043,-0.00914457906037569,,-0.001594260334968567,0.004669955465942621,207232
2324,8.219946175813675e-05,-1.2266044616699219,0.0,1086.0,216.88301038742065,1763260267.9618764,0.5469596982002258,,0.00017557603132445365,-0.0017147501930594444,,-0.0006103888154029846,0.000264045869698748,207488
2329,0.00018332060426473618,0.046054840087890625,0.0,1086.0,217.3749644756317,1763260268.4538305,0.5604661703109741,,0.00017526881129015237,0.002689710818231106,,-0.0024869143962860107,0.0003075580461882055,208000
2339,0.0002924669533967972,0.31156617403030396,0.0,1086.0,218.3050787448883,1763260269.3839447,0.5105661153793335,,0.0001746543712215498,0.0008935630321502686,,-0.006965018808841705,0.00028716272208839655,209024
2343,0.00027699023485183716,-0.00026977062225341797,0.0,1086.0,218.6442551612854,1763260269.7231212,0.5414234399795532,,0.00017442395619582385,0.00691615603864193,,0.007979568094015121,0.0004941383376717567,209408
2348,0.003897404298186302,0.5696158409118652,0.001953125,1086.0,219.09511470794678,1763260270.1739807,0.47304171323776245,,0.0001741167507134378,0.02769685909152031,,-0.01927867904305458,0.0001446957467123866,209920
2354,,,,,219.62382054328918,1763260270.7026865,,500.0,,,500.0,,,210545
2363,0.0016423538327217102,-0.14460277557373047,0.001953125,1086.0,220.51314544677734,1763260271.5920115,0.476631760597229,,0.00017319509061053395,-0.0006165280938148499,,-0.0044387951493263245,0.00031730340560898185,211456
2389,,,,,222.83873987197876,1763260273.9176059,,500.0,,,500.0,,,214045
2394,,,,,223.28228116035461,1763260274.3611472,,500.0,,,500.0,,,214545
2426,0.00047928281128406525,-0.021054744720458984,0.0,1086.0,226.3176908493042,1763260277.3965569,0.609113335609436,,0.00016935484018176794,0.004123356193304062,,-0.002028539776802063,0.00039915600791573524,217856
2430,0.0028950627893209457,-0.5639330148696899,0.001953125,1086.0,226.69264149665833,1763260277.7715075,0.5428814888000488,,0.00016912442515604198,-0.03397437930107117,,0.010815247893333435,0.007626971695572138,218240
2449,0.00019371509552001953,-0.00030732154846191406,0.0,1087.0,228.415381193161,1763260279.4942472,0.5613207221031189,,0.00016797235002741218,-0.004637906327843666,,0.00031420961022377014,410.5108642578125,220160
2465,6.465893238782883e-05,-0.011913299560546875,0.0,1087.0,229.94361281394958,1763260281.0224788,0.5187883377075195,,0.000166973884915933,0.0019429633393883705,,0.0010168179869651794,0.00026829575654119253,221824
2491,0.0006090020760893822,-0.8232051134109497,0.0,1087.0,232.38270616531372,1763260283.4615722,0.43519121408462524,,0.0001653609797358513,-0.00903946440666914,,-0.020867807790637016,0.00021504989126697183,224512
2493,0.0007348470389842987,-9.5367431640625e-06,0.0,1087.0,232.49752688407898,1763260283.576393,0.5191231966018677,,0.00016528417472727597,-0.001427963376045227,,0.00641772523522377,455.8506774902344,224640
2506,,,,,233.69577884674072,1763260284.7746449,,500.0,,,500.0,,,226045
2514,0.00040241796523332596,-0.059453368186950684,0.0,1087.0,234.47323966026306,1763260285.5521057,0.4873635172843933,,0.00016397848958149552,-0.005497702397406101,,0.00048065185546875,0.0004425256629474461,226816
2515,0.0003523044288158417,-0.045792579650878906,0.0,1087.0,234.58556866645813,1763260285.6644347,0.4370693266391754,,0.0001639016845729202,0.0036870427429676056,,-0.0037519223988056183,0.0003269585140515119,226944
2520,0.004339283332228661,0.03971153497695923,0.0078125,1087.0,235.07457780838013,1763260286.1534438,0.4851720333099365,,0.00016359446453861892,-0.014279298484325409,,-0.03094770386815071,0.00022948507103137672,227456
2533,0.00019694678485393524,-0.45174169540405273,0.0,1087.0,236.23242211341858,1763260287.311288,0.47400596737861633,,0.00016282641445286572,-0.0036666616797447205,,-0.0003900621086359024,0.005691064056009054,228736
2540,0.00016380846500396729,-0.011573433876037598,0.0,1087.0,236.92573499679565,1763260288.004601,0.39053812623023987,,0.0001623655844014138,-0.005372526124119759,,-0.000514790415763855,0.00019552050798665732,229504
2547,0.0008458876982331276,0.0003826022148132324,0.0,1087.0,237.5072157382965,1763260288.5860817,0.49867329001426697,,0.00016198157391045243,0.00904936995357275,,0.009664412587881088,672.25341796875,230144
2570,,,,,239.6299798488617,1763260290.7088459,,500.0,,,500.0,,,232545
2571,0.0003289366140961647,-0.0001806020736694336,0.0,1087.0,239.7093677520752,1763260290.7882338,0.5056485533714294,,0.00016052227874752134,-0.0068026212975382805,,0.0017755217850208282,768.0773315429688,232576
2576,4.7939829528331757e-05,-0.00022864341735839844,0.0,1087.0,240.19174671173096,1763260291.2706127,0.4965096116065979,,0.00016021505871322006,-0.00016268063336610794,,0.0018941611051559448,555.111083984375,233088
2577,1.6240403056144714e-05,-0.0600438117980957,0.0,1087.0,240.30397939682007,1763260291.3828454,0.47803616523742676,,0.00016013825370464474,0.0003105178475379944,,-9.251199662685394e-05,0.004406205844134092,233216
2608,0.0003787735477089882,0.020721495151519775,0.0,1087.0,243.21058917045593,1763260294.2894552,0.5567045211791992,,0.00015821812849026173,0.003813273273408413,,-0.0027745626866817474,0.00028502673376351595,236416
2610,,,,,243.3862919807434,1763260294.465158,,500.0,,,500.0,,,236545
2630,9.440816938877106e-05,-0.0001100301742553711,0.0,1087.0,245.22056937217712,1763260296.2994354,0.5781577825546265,,0.0001569124433444813,0.0014205295592546463,,0.001520209014415741,552.6132202148438,238592
2636,0.0012706266716122627,0.237293541431427,0.001953125,1087.0,245.81927967071533,1763260296.8981457,0.4918045699596405,,0.0001565284183016047,0.00886497925966978,,-0.007284065708518028,0.0056505813263356686,239232
2646,7.08308070898056e-05,-0.023616313934326172,0.0,1087.0,246.75453400611877,1763260297.8334,0.5841164588928223,,0.00015591397823300213,-0.0041120219975709915,,-0.004589950665831566,0.005674509331583977,240256
2647,0.0005154069513082504,0.031640589237213135,0.0,1087.0,246.8680019378662,1763260297.946868,0.5740342736244202,,0.0001558371732244268,-0.002261195331811905,,0.006085343658924103,0.00027635868173092604,240384
2648,0.0027884431183338165,0.11276018619537354,0.00390625,1087.0,246.9794681072235,1763260298.058334,0.5281166434288025,,0.00015576036821585149,0.011662239208817482,,-0.030706297606229782,0.000182967574801296,240512
2668,,,,,248.7799665927887,1763260299.8588326,,500.0,,,500.0,,,242545
2673,,,,,249.2257468700409,1763260300.3046129,,500.0,,,500.0,,,243045
2683,,,,,250.1623342037201,1763260301.2412002,,500.0,,,500.0,,,244045
2687,0.00017849449068307877,-0.07788825035095215,0.0,1087.0,250.6075885295868,1763260301.6864545,0.5780220031738281,,0.00015337941295001656,-0.0015232963487505913,,0.0014739539474248886,0.0001517258060630411,244480
2689,1.8649734556674957e-05,-0.00019633769989013672,0.0,1087.0,250.7271716594696,1763260301.8060377,0.501400887966156,,0.00015330260794144124,-0.0015582805499434471,,-0.0012238919734954834,540.0269775390625,244608
2692,0.0006495388224720955,-0.15275990962982178,0.0,1088.0,251.06458282470703,1763260302.1434488,0.48474425077438354,,0.00015307219291571528,0.0004829438403248787,,-0.006088439375162125,0.0001988614967558533,244992
2732,,,,,254.68085074424744,1763260305.7597167,,500.0,,,500.0,,,249045
2752,,,,,256.55648851394653,1763260307.6353545,,500.0,,,500.0,,,251045
2757,,,,,257.0398499965668,1763260308.118716,,500.0,,,500.0,,,251545
2772,0.00025151949375867844,-7.665157318115234e-05,0.0,1088.0,258.4184374809265,1763260309.4973035,0.5259934663772583,,0.00014823349192738533,-8.322205394506454e-05,,0.0037420541048049927,609.957275390625,253056
2782,0.0001914622262120247,-0.00010609626770019531,0.0,1088.0,259.35612964630127,1763260310.4349957,0.5783911943435669,,0.00014761905185878277,0.0026269303634762764,,-0.00018647313117980957,663.4295654296875,254080
2783,0.0006399573758244514,-0.07408702373504639,0.0,1088.0,259.4693372249603,1763260310.5482032,0.5279213190078735,,0.00014754224685020745,0.003223010338842869,,-0.002783738076686859,0.004933855030685663,254208
2793,0.00045730452984571457,0.055609822273254395,0.0,1088.0,260.4028537273407,1763260311.4817197,0.5325248837471008,,0.00014692780678160489,-0.001401708461344242,,-0.0013884585350751877,0.005701770074665546,255232
2824,0.00012254808098077774,-0.0002142190933227539,0.0,1088.0,263.20161747932434,1763260314.2804835,0.5528571605682373,,0.0001450844865757972,-0.0001922091469168663,,-0.0003922395408153534,514.1261596679688,258304
2843,,,,,264.946368932724,1763260316.025235,,500.0,,,500.0,,,260288
2857,0.001087547279894352,-0.17806506156921387,0.0,1088.0,266.3379077911377,1763260317.4167738,0.6261472105979919,,0.00014301075134426355,-0.004716266877949238,,0.001881452277302742,0.00018226663814857602,261760
2882,,,,,268.58509945869446,1763260319.6639655,,500.0,,,500.0,,,264288
2890,0.00013960525393486023,0.07268160581588745,0.0,1088.0,269.3755078315735,1763260320.4543738,0.5439974665641785,,0.00014101382112130523,-0.004093168303370476,,-0.0007125744596123695,0.0003332023916300386,265088
2911,0.0010378751903772354,0.006630301475524902,0.0,1088.0,271.325457572937,1763260322.4043236,0.5592929124832153,,0.00013970813597552478,-0.0038854051381349564,,-0.007505306974053383,0.000159954943228513,267264
2935,,,,,273.61664366722107,1763260324.6955097,,500.0,,,500.0,,,269788
2949,0.000307389535009861,0.01627349853515625,0.0,1088.0,274.9725353717804,1763260326.0514014,0.5818349123001099,,0.00013732719526160508,-0.002477976493537426,,-0.004367539659142494,0.0001656699605518952,271232
2960,,,,,275.9235293865204,1763260327.0023954,,500.0,,,500.0,,,272288
2975,0.00016921665519475937,-4.100799560546875e-05,0.0,1088.0,277.3068993091583,1763260328.3857653,0.5609910488128662,,0.00013579109509009868,0.0011302484199404716,,0.006686970591545105,495.0916442871094,273792
2989,0.001343829557299614,0.16329485177993774,0.0,1089.0,278.5867738723755,1763260329.6656399,0.4799313247203827,,0.00013494623999577016,0.008389178663492203,,-0.005525244399905205,0.0045485468581318855,275200
2997,,,,,279.33308482170105,1763260330.4119508,,500.0,,,500.0,,,276056
3011,0.0002243509516119957,-0.053995609283447266,0.0,1089.0,280.698561668396,1763260331.7774277,0.5291253924369812,,0.0001335637498414144,0.001298622228205204,,-0.0030437707901000977,0.00025510176783427596,277504
3051,0.0005407538264989853,0.0007222890853881836,0.0,1088.0,284.2404146194458,1763260335.3192806,0.4786979854106903,,0.00013125959958415478,0.008732730522751808,,0.0005735252052545547,0.0037671474274247885,281344
3053,0.000772504135966301,-1.859846830368042,0.0,1089.0,284.46719217300415,1763260335.5460582,0.47933363914489746,,0.00013110598956700414,-0.007350485771894455,,0.005666122306138277,0.000762744399253279,281600
3066,,,,,285.55402517318726,1763260336.6328912,,103.0,,,103.0,,,282814
3070,1.955777406692505e-07,0.0018919706344604492,0.0,1089.0,285.762038230896,1763260336.8409042,0.49018001556396484,,0.00013026113447267562,-9.136833250522614e-05,,-9.118393063545227e-05,456.0441589355469,283008
3083,,,,,286.8529009819031,1763260337.931767,,500.0,,,500.0,,,284231
3098,,,,,288.2671537399292,1763260339.3460197,,500.0,,,500.0,,,285731
3103,,,,,288.7179560661316,1763260339.796822,,500.0,,,500.0,,,286231
3127,,,,,290.9920086860657,1763260342.0708747,,500.0,,,500.0,,,288731
3129,0.00018940307199954987,0.026927173137664795,0.0,1088.0,291.2233316898346,1763260342.3021977,0.5779263377189636,,0.0001267281040782109,-0.003114033490419388,,-0.0012949034571647644,0.0038292300887405872,288896
3141,0.0007878309115767479,-0.25626838207244873,0.0,1088.0,292.4066483974457,1763260343.4855144,0.5666537284851074,,0.00012596006854437292,0.004543927498161793,,0.007942918688058853,0.00031038635643199086,290176
3143,5.961116403341293e-05,5.125999450683594e-05,0.0,1088.0,292.524596452713,1763260343.6034625,0.5920824408531189,,0.0001258832635357976,-0.000722288154065609,,0.001537226140499115,798.4673461914062,290304
3146,0.003291469067335129,-0.20827317237854004,0.0,1088.0,292.8667414188385,1763260343.9456074,0.5475518703460693,,0.00012565284851007164,-0.017729327082633972,,-0.030851328745484352,0.0003504994965624064,290688
3170,0.0008489293977618217,-0.022535324096679688,0.0,1088.0,295.1720657348633,1763260346.2509317,0.5512641668319702,,0.00012419355334714055,0.016922522336244583,,-0.009094346314668655,0.00023392532602883875,293120
3183,0.0008921483531594276,-0.04155707359313965,0.0,1088.0,296.35421228408813,1763260347.4330783,0.5376659035682678,,0.00012342550326138735,-0.0035014962777495384,,-0.009025879204273224,0.005232616327702999,294400
3188,0.0002062702551484108,-0.10767090320587158,0.0,1088.0,296.8511073589325,1763260347.9299734,0.5510982871055603,,0.00012311828322708607,0.0006162254139780998,,-0.005307741463184357,0.004000879358500242,294912
3217,0.00013786368072032928,-4.8279762268066406e-05,0.0,1088.0,299.5416967868805,1763260350.6205628,0.5364214777946472,,0.0001213517680298537,-0.0029153358191251755,,0.005949482321739197,143.54168701171875,297856
3224,0.001651841215789318,-0.47171950340270996,0.0,1088.0,300.2621901035309,1763260351.341056,0.5611733198165894,,0.00012089093797840178,0.0005585933104157448,,-0.008194364607334137,0.000310306204482913,298624
3247,0.00010247994214296341,-0.07421374320983887,0.0,1088.0,302.3987035751343,1763260353.4775696,0.5930314660072327,,0.00011950844782404602,0.0009163198992609978,,-0.00100640207529068,0.0035434511955827475,300928
3250,,,,,302.64341497421265,1763260353.722281,,500.0,,,500.0,,,301231
3252,2.8301961719989777e-05,0.16001594066619873,0.0,1088.0,302.8930871486664,1763260353.9719532,0.5432612895965576,,0.00011920122778974473,0.0007017785683274269,,-0.0003769155591726303,0.0034472120460122824,301440
3255,,,,,303.13143825531006,1763260354.2103043,,500.0,,,500.0,,,301731
3259,0.0002478836104273796,0.02237647771835327,0.0,1088.0,303.57260513305664,1763260354.6514711,0.5867692232131958,,0.00011874039773829281,-0.00010584201663732529,,0.0005768239498138428,0.0003316645452287048,302208
3272,0.0011721746996045113,-0.45227324962615967,0.0,1088.0,304.75193548202515,1763260355.8308015,0.5267210006713867,,0.00011797234765253961,-0.004795813001692295,,-0.0044439733028411865,0.0006177627947181463,303488
3275,0.00017119944095611572,-0.00015985965728759766,0.0,1088.0,305.02485609054565,1763260356.103722,0.5318925976753235,,0.00011781873763538897,0.0013966672122478485,,-0.004556650295853615,642.7268676757812,303744
3276,0.0005394779145717621,0.5240912437438965,0.0,1088.0,305.1397280693054,1763260356.218594,0.47003403306007385,,0.00011774193262681365,0.006568383425474167,,-0.006111994385719299,0.004212120082229376,303872
3296,0.00039389077574014664,-0.040164947509765625,0.0,1088.0,307.03732109069824,1763260358.116187,0.5767645239830017,,0.00011651305976556614,-0.005285738967359066,,-0.005811288952827454,0.003917710855603218,305920
3299,,,,,307.2851285934448,1763260358.3639946,,500.0,,,500.0,,,306231
3338,,,,,310.94812655448914,1763260362.0269926,,500.0,,,500.0,,,310231
3351,0.0010708719491958618,0.032618939876556396,0.0,1087.0,312.2499599456787,1763260363.328826,0.5374628901481628,,0.00011313363938825205,0.013803321868181229,,0.002108335494995117,0.0004968127468600869,311552
3357,0.00017706118524074554,0.040683209896087646,0.0,1088.0,312.8193738460541,1763260363.8982399,0.534982442855835,,0.00011274961434537545,-0.004199771210551262,,0.003786936402320862,0.00036758388159796596,312192
3360,0.00023838598281145096,-0.4482458829879761,0.0,1088.0,313.04981446266174,1763260364.1286805,0.5598155856132507,,0.00011259600432822481,-0.0007540499791502953,,0.0007181018590927124,0.004128654021769762,312448
3398,0.00024256017059087753,2.6047229766845703e-05,0.0,1087.0,316.64723348617554,1763260367.7260995,0.5673967003822327,,0.00011029186134692281,0.00041259918361902237,,0.0015061795711517334,241.32357788085938,316288
3401,0.0009455857798457146,0.12862271070480347,0.0,1087.0,316.9876494407654,1763260368.0665154,0.5554375648498535,,0.00011006144632119685,-0.0010558003559708595,,-0.017639383673667908,0.0002974419039674103,316672
3406,0.0001781890168786049,-0.03774547576904297,0.0,1087.0,317.47950506210327,1763260368.558371,0.5500184297561646,,0.00010975422628689557,-0.001102645881474018,,-0.004040390253067017,0.0002587773196864873,317184
3407,,,,,317.49878764152527,1763260368.5776536,,500.0,,,500.0,,,317231
3419,0.00024393945932388306,-0.12919366359710693,0.0,1087.0,318.6574411392212,1763260369.7363071,0.631500780582428,,0.00010898617620114237,0.005342477932572365,,0.003784261643886566,0.0036402593832463026,318464
3426,,,,,319.27326226234436,1763260370.3521283,,500.0,,,500.0,,,319231
